actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
271,PT01M38.00S,2020-01-14T01:28:25.9Z,2,REGULAR,substitution,out,[],201152,,,1610612741,49,33,2020-01-14T01:28:36Z,2680000,,,0,,substitution out Young,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
272,PT01M38.00S,2020-01-14T01:28:25.9Z,2,REGULAR,substitution,in,[],202683,,,1610612741,49,33,2020-01-14T01:28:36Z,2690000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
273,PT01M38.00S,2020-01-14T01:28:25.9Z,2,REGULAR,substitution,in,[],1628436,,,1610612741,49,33,2020-01-14T01:28:36Z,2700000,,,0,,substitution in Kornet,[1628436],1610612741.0,CHI,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
274,PT01M30.00S,2020-01-14T01:28:57.0Z,2,REGULAR,foul,personal,['2freethrow'],202330,,,1610612741,49,33,2020-01-14T01:29:04Z,2710000,,,0,,G. Hayward FOUL personal (1 PF) (LaVine 2freethrow),"[202330, 203897]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,1199.0,1.0,0.0,LaVine,203897.0,,,,,,,,
276,PT01M30.00S,2020-01-14T01:29:22.4Z,2,REGULAR,freethrow,1of2,[],203897,,,1610612741,49,34,2020-01-14T01:29:22Z,2730000,,,0,,Z. LaVine freethrow 1of2 (5 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
277,PT01M30.00S,2020-01-14T01:29:37.4Z,2,REGULAR,freethrow,2of2,[],203897,,,1610612741,49,35,2020-01-14T01:29:37Z,2740000,,,0,,Z. LaVine freethrow 2of2 (6 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
278,PT01M18.00S,2020-01-14T01:29:52.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,92.9862023653088,54.48069852941176,1610612738,51,35,2020-01-14T01:29:58Z,2750000,22.0,13.0,1,right,E. Kanter layup (13 PTS) (G. Hayward 4 AST),"[202683, 202330]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,2.93,Made,13.0,,,,,,,,,,G. Hayward,202330.0,4.0,,,,,
280,PT01M03.00S,2020-01-14T01:30:09.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612741,51,35,2020-01-14T01:30:19Z,2770000,,,0,,J. Brown FOUL personal (2 PF) (LaVine inpenalty),"[1627759, 203897]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,1204.0,2.0,0.0,LaVine,203897.0,,,,,,,,
282,PT01M03.00S,2020-01-14T01:30:50.2Z,2,REGULAR,freethrow,1of2,[],203897,,,1610612741,51,36,2020-01-14T01:30:50Z,2790000,,,0,,Z. LaVine freethrow 1of2 (7 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
283,PT01M03.00S,2020-01-14T01:31:04.4Z,2,REGULAR,freethrow,2of2,[],203897,,,1610612741,51,37,2020-01-14T01:31:04Z,2800000,,,0,,Z. LaVine freethrow 2of2 (8 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
284,PT00M52.50S,2020-01-14T01:31:22.4Z,2,REGULAR,foul,personal,[],203897,,,1610612738,51,37,2020-01-14T01:31:29Z,2810000,,,0,,Z. LaVine FOUL personal (1 PF),"[203897, 1627759]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,1204.0,1.0,0.0,Brown,1627759.0,,,,,,,,
286,PT00M45.90S,2020-01-14T01:31:51.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,92.32917214191852,50.06893382352941,1610612738,53,37,2020-01-14T01:31:57Z,2830000,0.0,20.0,1,right,E. Kanter layup (15 PTS) (G. Hayward 5 AST),"[202683, 202330]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,2.51,Made,15.0,,,,,,,,,,G. Hayward,202330.0,5.0,,,,,
288,PT00M37.30S,2020-01-14T01:32:05.5Z,2,REGULAR,2pt,jumpshot,[],203897,16.63929040735874,29.725796568627448,1610612741,53,37,2020-01-14T01:32:16Z,2850000,101.0,104.0,1,left,MISS Z. LaVine 15' jumpshot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,14.92,Missed,,,,,,,,,,,,,,,,,,
289,PT00M35.80S,2020-01-14T01:32:07.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,53,37,2020-01-14T01:32:16Z,2860000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,288.0,4.0,4.0,0.0,,,,,,,,,,,,,
290,PT00M29.70S,2020-01-14T01:32:13.0Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627759,77.08607095926413,10.363051470588236,1610612738,53,37,2020-01-14T01:32:21Z,2870000,-198.0,163.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,
291,PT00M26.50S,2020-01-14T01:32:16.2Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,53,37,2020-01-14T01:32:16Z,2880000,,,0,,E. Kanter REBOUND (Off:2 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,290.0,7.0,5.0,2.0,,,,,,,,,,,,,
292,PT00M15.10S,2020-01-14T01:32:28.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612738,53,37,2020-01-14T01:32:39Z,2890000,,,0,,L. Markkanen FOUL personal (2 PF) (Smart inpenalty),"[1628374, 203935]",1610612741.0,CHI,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,1199.0,2.0,0.0,Smart,203935.0,,,,,,,,
294,PT00M15.10S,2020-01-14T01:32:53.2Z,2,REGULAR,freethrow,1of2,['2ndchance'],203935,,,1610612738,54,37,2020-01-14T01:34:51Z,2910000,,,0,,M. Smart freethrow 1of2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
297,PT00M15.10S,2020-01-14T01:32:53.2Z,2,REGULAR,freethrow,2of2,['2ndchance'],203935,,,1610612738,55,37,2020-01-14T01:34:51Z,2915000,,,0,,M. Smart freethrow 2of2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
295,PT00M15.10S,2020-01-14T01:32:53.9Z,2,REGULAR,substitution,out,[],202683,,,1610612741,55,37,2020-01-14T01:34:51Z,2920000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M15.10S,2020-01-14T01:32:53.9Z,2,REGULAR,substitution,in,[],1628400,,,1610612741,55,37,2020-01-14T01:34:51Z,2930000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M03.40S,2020-01-14T01:33:26.5Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203897,9.674770039421814,51.53952205882353,1610612741,55,37,2020-01-14T01:33:50Z,2935000,-8.0,38.0,1,left,MISS Z. LaVine layup,[203897],1610612741.0,CHI,drivingfingerroll,,,LaVine,Z. LaVine,,,,,4.46,Missed,,,,,,,,,,,,,,,,,,
299,PT00M02.40S,2020-01-14T01:33:27.5Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,55,37,2020-01-14T01:33:50Z,2937500,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,298.0,4.0,4.0,0.0,,,,,,,,,,,,,
300,PT00M00.00S,2020-01-14T01:33:46.3Z,2,REGULAR,period,end,[],0,,,1610612738,55,37,2020-01-14T01:34:16Z,2970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2020-01-14T01:47:53.6Z,3,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,55,37,2020-01-14T01:48:59Z,2980000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2020-01-14T01:47:53.6Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612738,55,37,2020-01-14T01:48:59Z,2990000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2020-01-14T01:47:53.6Z,3,REGULAR,substitution,out,['startperiod'],1628436,,,1610612738,55,37,2020-01-14T01:48:59Z,3000000,,,0,,substitution out Kornet,[1628436],1610612741.0,CHI,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2020-01-14T01:47:53.6Z,3,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,55,37,2020-01-14T01:48:59Z,3010000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2020-01-14T01:47:53.6Z,3,REGULAR,substitution,in,['startperiod'],202683,,,1610612738,55,37,2020-01-14T01:48:59Z,3020000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2020-01-14T01:47:53.6Z,3,REGULAR,substitution,in,['startperiod'],1629655,,,1610612738,55,37,2020-01-14T01:48:59Z,3030000,,,0,,substitution in Gafford,[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2020-01-14T01:49:01.0Z,3,REGULAR,period,start,[],0,,,1610612741,55,37,2020-01-14T01:49:01Z,3040000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT11M50.00S,2020-01-14T01:49:10.9Z,3,REGULAR,3pt,jumpshot,[],203107,81.553876478318,4.4806985294117645,1610612741,55,37,2020-01-14T01:49:20Z,3050000,-228.0,121.0,1,right,MISS T. Satoransky 26' 3PT,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
309,PT11M47.00S,2020-01-14T01:49:13.9Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,55,37,2020-01-14T01:49:20Z,3060000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,308.0,2.0,2.0,0.0,,,,,,,,,,,,,
310,PT11M32.00S,2020-01-14T01:49:28.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,9.017739816031538,50.55912990196079,1610612738,55,37,2020-01-14T01:50:02Z,3070000,-3.0,32.0,1,left,MISS J. Tatum layup Blocked,"[1628369, 1629655]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.79,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0
311,PT11M32.00S,2020-01-14T01:49:28.2Z,3,REGULAR,block,,[],1629655,,,1610612738,55,37,2020-01-14T01:53:30Z,3080000,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
312,PT11M32.00S,2020-01-14T01:49:28.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,55,37,2020-01-14T01:50:02Z,3090000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,
313,PT11M32.00S,2020-01-14T01:49:39.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,55,37,2020-01-14T01:49:39Z,3100000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT11M28.00S,2020-01-14T01:49:47.0Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1627759,11.908672798948752,34.38265931372549,1610612738,55,37,2020-01-14T01:50:09Z,3110000,78.0,59.0,1,left,MISS J. Brown 10' jumpshot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,10.15,Missed,,,,,,,,,,,,,,,,,,
315,PT11M26.00S,2020-01-14T01:49:49.0Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612741,55,37,2020-01-14T01:50:09Z,3120000,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,314.0,4.0,3.0,1.0,,,,,,,,,,,,,
316,PT11M19.00S,2020-01-14T01:49:56.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628374,89.30683311432325,39.77481617647059,1610612741,55,39,2020-01-14T01:50:14Z,3130000,-51.0,48.0,1,right,L. Markkanen 7' layup (7 PTS),[1628374],1610612741.0,CHI,running,,,Markkanen,L. Markkanen,,,,,7.4,Made,7.0,,,,,,,,,,,,,,,,,
317,PT11M01.00S,2020-01-14T01:50:14.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,12.302890932982917,34.627757352941174,1610612738,57,39,2020-01-14T01:50:23Z,3140000,77.0,63.0,1,left,J. Brown 10' jumpshot (8 PTS) (G. Hayward 6 AST),"[1627759, 202330]",1610612738.0,BOS,turnaroundfadeaway,,,Brown,J. Brown,,,,,10.31,Made,8.0,,,,,,,,,,G. Hayward,202330.0,6.0,,,,,
319,PT10M41.00S,2020-01-14T01:50:34.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628374,93.64323258869908,54.23560049019608,1610612741,57,41,2020-01-14T01:54:43Z,3160000,21.0,7.0,1,right,L. Markkanen layup (9 PTS) (D. Gafford 1 AST),"[1628374, 1629655]",1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,2.48,Made,9.0,,,,,,,,,,D. Gafford,1629655.0,1.0,,,,,
321,PT10M28.00S,2020-01-14T01:50:46.8Z,3,REGULAR,3pt,jumpshot,[],202689,24.129434954007884,12.078737745098039,1610612738,57,41,2020-01-14T01:50:59Z,3180000,190.0,174.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
322,PT10M26.00S,2020-01-14T01:50:48.8Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612741,57,41,2020-01-14T01:50:59Z,3190000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,321.0,1.0,1.0,0.0,,,,,,,,,,,,,
323,PT10M13.00S,2020-01-14T01:51:02.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203897,87.72996057818659,36.09834558823529,1610612741,57,43,2020-01-14T01:51:07Z,3200000,-70.0,63.0,1,right,Z. LaVine 10' layup (10 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,9.74,Made,10.0,,,,,,,,,,,,,,,,,
324,PT09M59.00S,2020-01-14T01:51:16.7Z,3,REGULAR,turnover,badpass,[],202683,,,1610612738,57,43,2020-01-14T01:51:24Z,3210000,,,0,,E. Kanter TURNOVER badpass (3 TOV) Stolen,"[202683, 1628374]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,3.0,Markkanen,1628374.0,,
325,PT09M59.00S,2020-01-14T01:51:16.7Z,3,REGULAR,steal,,[],1628374,,,1610612741,57,43,2020-01-14T01:51:18Z,3220000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
326,PT09M53.00S,2020-01-14T01:51:22.7Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629655,93.24901445466492,44.676776960784316,1610612741,57,45,2020-01-14T01:51:32Z,3230000,-27.0,11.0,1,right,D. Gafford layup (4 PTS) (T. Satoransky 3 AST),"[1629655, 203107]",1610612741.0,CHI,runningreverse,,,Gafford,D. Gafford,,,,,3.13,Made,4.0,,,,,,,,,,T. Satoransky,203107.0,3.0,,,,,
328,PT09M53.00S,2020-01-14T01:51:29.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,57,45,2020-01-14T01:51:29Z,3250000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT09M32.00S,2020-01-14T01:54:37.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,16.376478318002626,58.15716911764706,1610612738,57,45,2020-01-14T01:54:51Z,3260000,-41.0,101.0,1,left,MISS G. Hayward 11' jumpshot,[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,11.44,Missed,,,,,,,,,,,,,,,,,,
330,PT09M30.00S,2020-01-14T01:54:39.8Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612741,57,45,2020-01-14T01:54:51Z,3270000,,,0,,L. Markkanen REBOUND (Off:1 Def:4),[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,329.0,5.0,4.0,1.0,,,,,,,,,,,,,
331,PT09M18.00S,2020-01-14T01:54:51.8Z,3,REGULAR,3pt,jumpshot,[],203897,69.99014454664915,23.353247549019606,1610612741,57,48,2020-01-14T01:54:58Z,3280000,-133.0,230.0,1,right,Z. LaVine 27' 3PT  (13 PTS) (T. Satoransky 4 AST),"[203897, 203107]",1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,27.02,Made,13.0,,,,,,,,,,T. Satoransky,203107.0,4.0,,,,,
332,PT09M05.00S,2020-01-14T01:55:04.2Z,3,REGULAR,3pt,jumpshot,[],202330,23.603810775295663,11.588541666666668,1610612738,57,48,2020-01-14T01:55:12Z,3290000,192.0,169.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,
333,PT09M03.00S,2020-01-14T01:55:06.2Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612741,57,48,2020-01-14T01:55:12Z,3300000,,,0,,K. Dunn REBOUND (Off:0 Def:4),[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,332.0,4.0,4.0,0.0,,,,,,,,,,,,,
334,PT08M59.00S,2020-01-14T01:55:12.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203107,92.06636005256242,53.990502450980394,1610612741,57,50,2020-01-14T01:55:36Z,3310000,20.0,22.0,1,right,T. Satoransky layup (8 PTS) (Z. LaVine 2 AST),"[203107, 203897]",1610612741.0,CHI,running,,,Satoransky,T. Satoransky,,,,,3.41,Made,8.0,,,,,,,,,,Z. LaVine,203897.0,2.0,,,,,
335,PT08M59.00S,2020-01-14T01:55:19.1Z,3,REGULAR,foul,personal,['1freethrow'],202330,,,1610612741,57,50,2020-01-14T01:55:30Z,3320000,,,0,,G. Hayward FOUL personal (2 PF) (Satoransky 1freethrow),"[202330, 203107]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,1199.0,2.0,0.0,Satoransky,203107.0,,,,,,,,
337,PT08M59.00S,2020-01-14T01:55:34.4Z,3,REGULAR,freethrow,1of1,[],203107,,,1610612741,57,50,2020-01-14T01:55:34Z,3340000,,,0,,MISS T. Satoransky freethrow 1of1,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,Missed,,,,,,,,,,,,,,,,,,
338,PT08M57.00S,2020-01-14T01:55:35.8Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,57,50,2020-01-14T01:55:35Z,3350000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,337.0,5.0,5.0,0.0,,,,,,,,,,,,,
340,PT08M48.00S,2020-01-14T01:55:44.3Z,3,REGULAR,3pt,jumpshot,[],1628369,25.04927726675427,11.098345588235293,1610612738,60,50,2020-01-14T01:55:53Z,3360000,195.0,183.0,1,left,J. Tatum 27' 3PT  (13 PTS) (G. Hayward 7 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.09,Made,13.0,,,,,,,,,,G. Hayward,202330.0,7.0,,,,,
342,PT08M28.00S,2020-01-14T01:56:07.0Z,3,REGULAR,foul,personal,['2freethrow'],202683,,,1610612741,60,50,2020-01-14T01:56:13Z,3380000,,,0,,E. Kanter FOUL personal (2 PF) (LaVine 2freethrow),"[202683, 203897]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,1193.0,2.0,0.0,LaVine,203897.0,,,,,,,,
344,PT08M28.00S,2020-01-14T01:56:30.9Z,3,REGULAR,freethrow,1of2,[],203897,,,1610612741,60,51,2020-01-14T01:56:30Z,3400000,,,0,,Z. LaVine freethrow 1of2 (14 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
345,PT08M28.00S,2020-01-14T01:56:46.1Z,3,REGULAR,freethrow,2of2,[],203897,,,1610612741,60,52,2020-01-14T01:56:46Z,3410000,,,0,,Z. LaVine freethrow 2of2 (15 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
346,PT08M23.00S,2020-01-14T01:56:54.2Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,60,52,2020-01-14T01:57:17Z,3420000,,,0,,K. Walker TURNOVER outofbounds (2 TOV),[202689],1610612738.0,BOS,step,,,Walker,K. Walker,,,,,,,,,,,,1204.0,,,,,,,,2.0,,,,
347,PT08M13.00S,2020-01-14T01:57:16.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],203897,68.80749014454665,26.784620098039213,1610612741,60,52,2020-01-14T01:57:31Z,3430000,-116.0,241.0,1,right,MISS Z. LaVine 27' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,
348,PT08M11.00S,2020-01-14T01:57:18.4Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612741,60,52,2020-01-14T01:57:31Z,3440000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,347.0,2.0,1.0,1.0,,,,,,,,,,,,,
349,PT08M09.00S,2020-01-14T01:57:21.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,92.59198423127464,47.61795343137255,1610612741,60,54,2020-01-14T01:57:39Z,3450000,-12.0,17.0,1,right,D. Gafford layup (6 PTS),[1629655],1610612741.0,CHI,putback,,,Gafford,D. Gafford,,,,,2.55,Made,6.0,,,,,,,,,,,,,,,,,
350,PT08M08.00S,2020-01-14T01:57:30.8Z,3,REGULAR,stoppage,other,[],0,,,1610612738,60,54,2020-01-14T01:57:30Z,3460000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT07M55.00S,2020-01-14T01:57:44.4Z,3,REGULAR,turnover,traveling,[],202683,,,1610612738,60,54,2020-01-14T01:57:52Z,3470000,,,0,,E. Kanter TURNOVER traveling (4 TOV),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,1204.0,,,,,,,,4.0,,,,
352,PT07M55.00S,2020-01-14T01:57:49.0Z,3,REGULAR,substitution,out,[],202330,,,1610612741,60,54,2020-01-14T01:57:54Z,3480000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
353,PT07M55.00S,2020-01-14T01:57:49.0Z,3,REGULAR,substitution,out,[],202683,,,1610612741,60,54,2020-01-14T01:57:54Z,3490000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
354,PT07M55.00S,2020-01-14T01:57:49.0Z,3,REGULAR,substitution,in,[],1629684,,,1610612741,60,54,2020-01-14T01:57:54Z,3500000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M55.00S,2020-01-14T01:57:49.0Z,3,REGULAR,substitution,in,[],203935,,,1610612741,60,54,2020-01-14T01:57:54Z,3510000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
356,PT07M44.00S,2020-01-14T01:58:12.9Z,3,REGULAR,turnover,traveling,[],203107,,,1610612741,60,54,2020-01-14T01:58:25Z,3520000,,,0,,T. Satoransky TURNOVER traveling (2 TOV),[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,1199.0,,,,,,,,2.0,,,,
358,PT07M32.00S,2020-01-14T01:58:38.6Z,3,REGULAR,3pt,jumpshot,['fromturnover'],203935,30.436925098554536,73.35324754901961,1610612738,63,54,2020-01-14T01:58:45Z,3530000,-117.0,234.0,1,left,M. Smart 27' 3PT  (10 PTS) (G. Williams 2 AST),"[203935, 1629684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.61,Made,10.0,,,,,,,,,,G. Williams,1629684.0,2.0,,,,,
360,PT07M14.00S,2020-01-14T01:58:57.8Z,3,REGULAR,turnover,outofbounds,[],203897,,,1610612741,63,54,2020-01-14T01:59:05Z,3550000,,,0,,Z. LaVine TURNOVER outofbounds (3 TOV),[203897],1610612741.0,CHI,lostball,,,LaVine,Z. LaVine,,,,,,,,,,,,1199.0,,,,,,,,3.0,,,,
362,PT06M59.00S,2020-01-14T01:59:33.5Z,3,REGULAR,foul,personal,[],1629655,,,1610612738,63,54,2020-01-14T01:59:42Z,3570000,,,0,,D. Gafford FOUL personal (4 PF),"[1629655, 1629684]",1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,1199.0,4.0,0.0,Williams,1629684.0,,,,,,,,
364,PT06M59.00S,2020-01-14T01:59:39.1Z,3,REGULAR,substitution,out,[],1629655,,,1610612738,63,54,2020-01-14T01:59:44Z,3590000,,,0,,substitution out Gafford,[1629655],1610612741.0,CHI,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
