actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
453,PT04M04.00S,2019-12-21T02:08:12.4Z,3,REGULAR,foul,personal,[],203083,,,1610612738,81,63,2019-12-21T02:08:21Z,4330000,,,0,,A. Drummond FOUL personal (2 PF),"[203083, 1628464]",1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,202058.0,,,,,,,,2.0,0.0,Theis,1628464.0,,,
455,PT03M55.00S,2019-12-21T02:08:36.1Z,3,REGULAR,3pt,jumpshot,[],202954,69.1688567674113,28.852634803921575,1610612738,81,63,2019-12-21T02:08:43Z,4350000,-106.0,237.0,1,right,MISS B. Wanamaker 26' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
456,PT03M51.00S,2019-12-21T02:08:40.1Z,3,REGULAR,rebound,defensive,[],202693,,,1610612765,81,63,2019-12-21T02:08:43Z,4360000,,,0,,M. Morris REBOUND (Off:1 Def:4),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,455.0,5.0,4.0,1.0,,,,,,,
457,PT03M44.00S,2019-12-21T02:08:47.4Z,3,REGULAR,3pt,jumpshot,[],1629004,15.029566360052556,95.02910539215686,1610612765,81,63,2019-12-21T02:08:52Z,4370000,-225.0,89.0,1,left,MISS S. Mykhailiuk 24' 3PT,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,24.41,Missed,,,,,,,,,,,,,,,,,,,
458,PT03M43.00S,2019-12-21T02:08:48.4Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,81,63,2019-12-21T02:08:52Z,4380000,,,0,,B. Wanamaker REBOUND (Off:0 Def:3),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,457.0,3.0,3.0,0.0,,,,,,,
459,PT03M39.00S,2019-12-21T02:08:55.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629004,,,1610612738,81,63,2019-12-21T02:09:05Z,4390000,,,0,,S. Mykhailiuk FOUL personal (2 PF) (Brown inpenalty),"[1629004, 1627759]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,1626301.0,,,,,,,,2.0,0.0,Brown,1627759.0,,,
461,PT03M39.00S,2019-12-21T02:09:20.7Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,82,63,2019-12-21T02:09:20Z,4410000,,,0,,J. Brown freethrow 1of2 (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
462,PT03M39.00S,2019-12-21T02:09:21.0Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,82,63,2019-12-21T02:09:23Z,4420000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M39.00S,2019-12-21T02:09:21.0Z,3,REGULAR,substitution,in,[],202683,,,1610612738,82,63,2019-12-21T02:09:23Z,4430000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M39.00S,2019-12-21T02:09:38.5Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,83,63,2019-12-21T02:09:38Z,4440000,,,0,,J. Brown freethrow 2of2 (26 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
465,PT03M19.00S,2019-12-21T02:10:01.9Z,3,REGULAR,3pt,jumpshot,[],202693,30.535479632063073,23.950674019607845,1610612765,83,63,2019-12-21T02:10:11Z,4450000,130.0,235.0,1,left,MISS M. Morris 27' 3PT,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,,
466,PT03M16.00S,2019-12-21T02:10:04.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,83,63,2019-12-21T02:10:11Z,4460000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,465.0,,,,,,,,,,
467,PT03M16.00S,2019-12-21T02:10:11.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612765,83,63,2019-12-21T02:10:11Z,4470000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M03.00S,2019-12-21T02:10:33.5Z,3,REGULAR,3pt,jumpshot,['2ndchance'],201565,31.192509855453352,69.5389093137255,1610612765,83,63,2019-12-21T02:10:39Z,4480000,-98.0,241.0,1,left,MISS D. Rose 26' 3PT,[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
469,PT03M02.00S,2019-12-21T02:10:34.5Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,83,63,2019-12-21T02:10:39Z,4490000,,,0,,E. Kanter REBOUND (Off:3 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,468.0,6.0,3.0,3.0,,,,,,,
470,PT02M51.00S,2019-12-21T02:10:47.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204038,,,1610612738,83,63,2019-12-21T02:10:56Z,4500000,,,0,,L. Galloway FOUL personal (2 PF) (Tatum inpenalty),"[204038, 1628369]",1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,1626302.0,,,,,,,,2.0,0.0,Tatum,1628369.0,,,
472,PT02M51.00S,2019-12-21T02:11:11.6Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,84,63,2019-12-21T02:11:11Z,4520000,,,0,,J. Tatum freethrow 1of2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
473,PT02M51.00S,2019-12-21T02:11:12.2Z,3,REGULAR,substitution,out,[],202693,,,1610612738,84,63,2019-12-21T02:11:22Z,4530000,,,0,,substitution out Morris,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M51.00S,2019-12-21T02:11:12.2Z,3,REGULAR,substitution,out,[],1629004,,,1610612738,84,63,2019-12-21T02:11:22Z,4540000,,,0,,substitution out Mykhailiuk,[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M51.00S,2019-12-21T02:11:12.2Z,3,REGULAR,substitution,in,[],203503,,,1610612738,84,63,2019-12-21T02:11:22Z,4550000,,,0,,substitution in Snell,[203503],1610612765.0,DET,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M51.00S,2019-12-21T02:11:12.2Z,3,REGULAR,substitution,in,[],1627748,,,1610612738,84,63,2019-12-21T02:11:22Z,4560000,,,0,,substitution in Maker,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M51.00S,2019-12-21T02:11:36.0Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,85,63,2019-12-21T02:11:36Z,4570000,,,0,,J. Tatum freethrow 2of2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
478,PT02M39.00S,2019-12-21T02:11:51.9Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612765,85,63,2019-12-21T02:12:07Z,4580000,,,0,,J. Brown FOUL personal (2 PF) (Maker 2freethrow),"[1627759, 1627748]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,1626301.0,,,,,,,,2.0,0.0,Maker,1627748.0,,,
480,PT02M39.00S,2019-12-21T02:12:18.9Z,3,REGULAR,freethrow,1of2,[],1627748,,,1610612765,85,64,2019-12-21T02:12:37Z,4600000,,,0,,T. Maker freethrow 1of2 (9 PTS),[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
481,PT02M39.00S,2019-12-21T02:12:18.9Z,3,REGULAR,freethrow,2of2,[],1627748,,,1610612765,85,64,2019-12-21T02:12:37Z,4610000,,,0,,MISS T. Maker freethrow 2of2,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
482,PT02M39.00S,2019-12-21T02:12:18.9Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,85,64,2019-12-21T02:12:37Z,4620000,,,0,,E. Kanter REBOUND (Off:3 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,481.0,7.0,4.0,3.0,,,,,,,
483,PT02M25.00S,2019-12-21T02:12:45.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,81.25821287779237,59.489889705882355,1610612738,85,64,2019-12-21T02:15:39Z,4630000,47.0,124.0,1,right,MISS J. Brown 14' jumpshot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,13.76,Missed,,,,,,,,,,,,,,,,,,,
484,PT02M21.00S,2019-12-21T02:12:49.6Z,3,REGULAR,rebound,defensive,[],203083,,,1610612765,85,64,2019-12-21T02:12:54Z,4640000,,,0,,A. Drummond REBOUND (Off:3 Def:7),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,483.0,10.0,7.0,3.0,,,,,,,
485,PT02M14.00S,2019-12-21T02:12:55.6Z,3,REGULAR,3pt,jumpshot,[],204038,28.301576872536145,21.25459558823529,1610612765,85,64,2019-12-21T02:13:09Z,4650000,144.0,214.0,1,left,MISS L. Galloway 26' 3PT,[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
486,PT02M12.00S,2019-12-21T02:12:57.6Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,85,64,2019-12-21T02:13:09Z,4660000,,,0,,E. Kanter REBOUND (Off:3 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,485.0,8.0,5.0,3.0,,,,,,,
487,PT02M03.00S,2019-12-21T02:13:06.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,79.81274638633377,65.12714460784314,1610612738,87,64,2019-12-21T02:13:11Z,4670000,76.0,137.0,1,right,B. Wanamaker 16' jumpshot (6 PTS),[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,16.16,Made,6.0,,,,,,,,,,,,,,,,,,
488,PT01M52.00S,2019-12-21T02:13:19.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201565,5.831143232588701,46.25459558823529,1610612765,87,64,2019-12-21T02:13:41Z,4680000,19.0,2.0,1,left,MISS D. Rose layup Blocked,"[201565, 1629684]",1610612765.0,DET,drivingreverse,,,Rose,D. Rose,,,,,2.03,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
489,PT01M52.00S,2019-12-21T02:13:19.8Z,3,REGULAR,block,,[],1629684,,,1610612765,87,64,2019-12-21T02:13:22Z,4690000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M51.00S,2019-12-21T02:13:20.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,87,64,2019-12-21T02:13:41Z,4700000,,,0,,Team offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,,,,
491,PT01M51.00S,2019-12-21T02:13:24.1Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612765,87,64,2019-12-21T02:13:24Z,4710000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT01M47.00S,2019-12-21T02:13:39.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203503,9.247700394218143,53.85263480392157,1610612765,87,66,2019-12-21T02:13:45Z,4720000,-19.0,34.0,1,left,T. Snell layup (7 PTS) (D. Rose 4 AST),"[203503, 201565]",1610612765.0,DET,drivingfingerroll,,,Snell,T. Snell,,,,,4.43,Made,7.0,D. Rose,201565.0,4.0,,,,,,,,,,,,,,,
494,PT01M34.00S,2019-12-21T02:13:52.8Z,3,REGULAR,3pt,jumpshot,[],1628369,69.30026281208936,70.02910539215686,1610612738,87,66,2019-12-21T02:13:59Z,4740000,100.0,236.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
495,PT01M32.00S,2019-12-21T02:13:54.8Z,3,REGULAR,rebound,defensive,[],204038,,,1610612765,87,66,2019-12-21T02:13:59Z,4750000,,,0,,L. Galloway REBOUND (Off:0 Def:2),[204038],1610612765.0,DET,,,,Galloway,L. Galloway,,,,,,,,,,,,,,,494.0,2.0,2.0,0.0,,,,,,,
496,PT01M24.00S,2019-12-21T02:14:07.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612765,87,66,2019-12-21T02:14:19Z,4760000,,,0,,B. Wanamaker FOUL personal (3 PF) (Rose inpenalty),"[202954, 201565]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,1626301.0,,,,,,,,3.0,0.0,Rose,201565.0,,,
498,PT01M24.00S,2019-12-21T02:14:38.3Z,3,REGULAR,freethrow,1of2,[],201565,,,1610612765,87,67,2019-12-21T02:14:38Z,4780000,,,0,,D. Rose freethrow 1of2 (9 PTS),[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
499,PT01M24.00S,2019-12-21T02:14:38.9Z,3,REGULAR,substitution,out,[],1628369,,,1610612765,87,67,2019-12-21T02:14:49Z,4790000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M24.00S,2019-12-21T02:14:38.9Z,3,REGULAR,substitution,out,[],1627759,,,1610612765,87,67,2019-12-21T02:14:49Z,4800000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M24.00S,2019-12-21T02:14:38.9Z,3,REGULAR,substitution,in,[],202689,,,1610612765,87,67,2019-12-21T02:14:49Z,4810000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT01M24.00S,2019-12-21T02:14:38.9Z,3,REGULAR,substitution,in,[],1629641,,,1610612765,87,67,2019-12-21T02:14:49Z,4820000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M24.00S,2019-12-21T02:15:03.2Z,3,REGULAR,freethrow,2of2,[],201565,,,1610612765,87,68,2019-12-21T02:15:03Z,4830000,,,0,,D. Rose freethrow 2of2 (10 PTS),[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
504,PT01M06.00S,2019-12-21T02:15:24.3Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629684,90.14454664914587,40.41436887254902,1610612738,89,68,2019-12-21T02:15:31Z,4840000,-48.0,40.0,1,right,G. Williams 7' jumpshot (9 PTS) (K. Walker 8 AST),"[1629684, 202689]",1610612738.0,BOS,drivingfloating,,,Williams,G. Williams,,,,,6.61,Made,9.0,K. Walker,202689.0,8.0,,,,,,,,,,,,,,,
506,PT00M52.50S,2019-12-21T02:15:39.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612765,89,68,2019-12-21T02:15:54Z,4860000,,,0,,E. Kanter FOUL personal (1 PF) (Drummond inpenalty),"[202683, 203083]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,202058.0,,,,,,,,1.0,0.0,Drummond,203083.0,,,
508,PT00M52.50S,2019-12-21T02:16:12.3Z,3,REGULAR,freethrow,1of2,[],203083,,,1610612765,89,69,2019-12-21T02:16:40Z,4880000,,,0,,A. Drummond freethrow 1of2 (12 PTS),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
509,PT00M52.50S,2019-12-21T02:16:12.3Z,3,REGULAR,freethrow,2of2,[],203083,,,1610612765,89,69,2019-12-21T02:16:40Z,4890000,,,0,,MISS A. Drummond freethrow 2of2,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,Missed,,,,,,,,,,,,,,,,,,,
510,PT00M52.50S,2019-12-21T02:16:12.3Z,3,REGULAR,rebound,offensive,[],203083,,,1610612765,89,69,2019-12-21T02:16:40Z,4900000,,,0,,A. Drummond REBOUND (Off:4 Def:7),[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,509.0,11.0,7.0,4.0,,,,,,,
511,PT00M44.60S,2019-12-21T02:16:37.3Z,3,REGULAR,turnover,badpass,[],203083,,,1610612765,89,69,2019-12-21T02:16:43Z,4910000,,,0,,A. Drummond TURNOVER badpass (6 TOV) Stolen,"[203083, 202683]",1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,6.0,Kanter,202683.0,,,,,,,,,,,
512,PT00M44.60S,2019-12-21T02:16:37.3Z,3,REGULAR,steal,,[],202683,,,1610612738,89,69,2019-12-21T02:16:39Z,4920000,,,0,,E. Kanter STEAL (1 STL),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M38.20S,2019-12-21T02:16:43.7Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202954,88.61695137976346,44.29381127450981,1610612738,89,69,2019-12-21T02:16:54Z,4930000,-29.0,55.0,1,right,MISS B. Wanamaker 7' jumpshot,[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,,
514,PT00M36.70S,2019-12-21T02:16:45.2Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,89,69,2019-12-21T02:16:54Z,4940000,,,0,,E. Kanter REBOUND (Off:4 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,513.0,9.0,5.0,4.0,,,,,,,
515,PT00M36.70S,2019-12-21T02:16:47.1Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202683,95.0,50.0,1610612738,89,69,2019-12-21T02:17:05Z,4950000,0.0,-6.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
516,PT00M34.90S,2019-12-21T02:16:48.9Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,89,69,2019-12-21T02:17:05Z,4960000,,,0,,G. Williams REBOUND (Off:2 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,515.0,2.0,0.0,2.0,,,,,,,
517,PT00M23.20S,2019-12-21T02:16:58.7Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629684,85.85742444152432,47.72518382352941,1610612738,91,69,2019-12-21T02:19:15Z,4970000,-11.0,80.0,1,right,G. Williams 9' jumpshot (11 PTS),[1629684],1610612738.0,BOS,stepback,,,Williams,G. Williams,,,,,8.67,Made,11.0,,,,,,,,,,,,,,,,,,
518,PT00M02.60S,2019-12-21T02:17:22.9Z,3,REGULAR,3pt,jumpshot,[],1627748,8.722076215505908,2.6271446078431353,1610612765,91,69,2019-12-21T02:17:38Z,4980000,237.0,29.0,1,left,MISS T. Maker 24' 3PT,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,23.95,Missed,,,,,,,,,,,,,,,,,,,
519,PT00M01.60S,2019-12-21T02:17:23.9Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,91,69,2019-12-21T02:17:45Z,4990000,,,0,,E. Kanter REBOUND (Off:4 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,518.0,10.0,6.0,4.0,,,,,,,
520,PT00M00.00S,2019-12-21T02:17:33.9Z,3,REGULAR,period,end,[],0,,,1610612738,91,69,2019-12-21T02:17:33Z,5000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2019-12-21T02:19:30.8Z,4,REGULAR,substitution,out,['startperiod'],202954,,,1610612738,91,69,2019-12-21T02:19:45Z,5010000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2019-12-21T02:19:30.8Z,4,REGULAR,substitution,out,['startperiod'],203083,,,1610612738,91,69,2019-12-21T02:19:45Z,5020000,,,0,,substitution out Drummond,[203083],1610612765.0,DET,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2019-12-21T02:19:30.8Z,4,REGULAR,substitution,in,['startperiod'],1629750,,,1610612738,91,69,2019-12-21T02:19:45Z,5030000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT12M00.00S,2019-12-21T02:19:30.8Z,4,REGULAR,substitution,in,['startperiod'],202693,,,1610612738,91,69,2019-12-21T02:19:45Z,5040000,,,0,,substitution in Morris,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2019-12-21T02:20:10.7Z,4,REGULAR,period,start,[],0,,,1610612765,91,69,2019-12-21T02:20:10Z,5050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT11M48.00S,2019-12-21T02:20:21.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201565,6.356767411300922,46.25459558823529,1610612765,91,71,2019-12-21T02:20:24Z,5060000,19.0,7.0,1,left,D. Rose layup (12 PTS),[201565],1610612765.0,DET,driving,,,Rose,D. Rose,,,,,2.27,Made,12.0,,,,,,,,,,,,,,,,,,
527,PT11M31.00S,2019-12-21T02:20:38.8Z,4,REGULAR,2pt,hook,['pointsinthepaint'],202683,92.16491458607096,48.46047794117647,1610612738,91,71,2019-12-21T02:20:54Z,5070000,-8.0,21.0,1,right,MISS E. Kanter hook,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,2.77,Missed,,,,,,,,,,,,,,,,,,,
528,PT11M28.00S,2019-12-21T02:20:41.8Z,4,REGULAR,rebound,defensive,[],202693,,,1610612765,91,71,2019-12-21T02:24:36Z,5080000,,,0,,M. Morris REBOUND (Off:1 Def:5),[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,,,,,,,,,,,527.0,6.0,5.0,1.0,,,,,,,
529,PT11M14.00S,2019-12-21T02:20:55.2Z,4,REGULAR,3pt,jumpshot,[],202693,32.50657030223391,62.67616421568628,1610612765,91,71,2019-12-21T02:21:04Z,5090000,-63.0,253.0,1,left,MISS M. Morris 27' 3PT,[202693],1610612765.0,DET,,,,Morris,M. Morris,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
530,PT11M11.00S,2019-12-21T02:20:58.2Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,91,71,2019-12-21T02:21:04Z,5100000,,,0,,E. Kanter REBOUND (Off:4 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,529.0,11.0,7.0,4.0,,,,,,,
531,PT11M00.00S,2019-12-21T02:21:10.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629750,91.50788436268068,56.30361519607843,1610612738,91,71,2019-12-21T02:22:00Z,5110000,32.0,27.0,1,right,MISS J. Green layup,[1629750],1610612738.0,BOS,drivingfingerroll,,,Green,J. Green,,,,,4.55,Missed,,,,,,,,,,,,,,,,,,,
532,PT10M59.00S,2019-12-21T02:21:11.3Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,91,71,2019-12-21T02:21:26Z,5120000,,,0,,E. Kanter REBOUND (Off:5 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,531.0,12.0,7.0,5.0,,,,,,,
533,PT10M59.00S,2019-12-21T02:21:16.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",202683,93.34756898817345,49.685968137254896,1610612738,93,71,2019-12-21T02:22:21Z,5130000,-2.0,10.0,1,right,E. Kanter layup (4 PTS),[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,1.56,Made,4.0,,,,,,,,,,,,,,,,,,
534,PT10M59.00S,2019-12-21T02:21:21.4Z,4,REGULAR,violation,defensivegoaltending,[],1627748,,,1610612738,93,71,2019-12-21T02:21:50Z,5140000,,,0,,T. Maker violation defensivegoaltending,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,,,,,,1626302.0,,,,,,,,,,,,,,
535,PT10M48.00S,2019-12-21T02:21:35.3Z,4,REGULAR,2pt,jumpshot,[],201565,19.23455978975032,26.40165441176471,1610612765,93,73,2019-12-21T02:22:03Z,5160000,118.0,128.0,1,left,D. Rose 18' jumpshot (14 PTS),[201565],1610612765.0,DET,,,,Rose,D. Rose,,,,,17.84,Made,14.0,,,,,,,,,,,,,,,,,,
536,PT10M30.00S,2019-12-21T02:21:52.2Z,4,REGULAR,3pt,jumpshot,[],1629750,66.40932982917215,58.75459558823529,1610612738,93,73,2019-12-21T02:22:14Z,5170000,44.0,263.0,1,right,MISS J. Green 27' 3PT,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
537,PT10M30.00S,2019-12-21T02:21:52.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,93,73,2019-12-21T02:22:14Z,5180000,,,0,,Team defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,536.0,,,,,,,,,,
538,PT10M29.00S,2019-12-21T02:21:57.0Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612765,93,73,2019-12-21T02:21:57Z,5190000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M14.00S,2019-12-21T02:22:12.4Z,4,REGULAR,3pt,jumpshot,[],1627748,32.50657030223391,42.333026960784316,1610612765,93,73,2019-12-21T02:22:17Z,5200000,38.0,253.0,1,left,MISS T. Maker 26' 3PT,[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
