actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,blockTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,value
363,PT10M01.00S,2020-03-08T23:23:37.2Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,64,57,2020-03-08T23:24:10Z,3560000,,[BOS] Walker freethrow 2of2: Missed,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
364,PT10M01.00S,2020-03-08T23:23:37.2Z,3,REGULAR,rebound,defensive,[],1628390,,,1610612760,64,57,2020-03-08T23:24:10Z,3570000,,[OKC] Ferguson defensive rebound (Off:1 Def:1),[1628390],1610612760.0,OKC,,,,Ferguson,T. Ferguson,,,,,,,363.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
365,PT09M40.00S,2020-03-08T23:24:14.8Z,3,REGULAR,turnover,lostball,[],101108,,,1610612760,64,57,2020-03-08T23:24:22Z,3580000,,[OKC] Paul lostball turnover (3 TO) Steal: Walker (2 STL),"[101108, 202689]",1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,3.0,Walker,202689.0,2.0,,,,,,,,
367,PT09M34.00S,2020-03-08T23:24:19.6Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,8.229303547963205,47.86305147058824,1610612738,66,57,2020-03-08T23:24:28Z,3600000,left,[BOS] Tatum dunk: Made (15 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.22,: Made,,,,,,,,15.0,,,,,,,,,,,,,,,
368,PT09M17.00S,2020-03-08T23:24:37.4Z,3,REGULAR,3pt,jumpshot,[],201568,81.02825229960578,92.71599264705883,1610612760,66,57,2020-03-08T23:24:55Z,3610000,right,[OKC] Gallinari 3pt jumpshot: Missed,[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,25.07,: Missed,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M14.00S,2020-03-08T23:24:40.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,66,57,2020-03-08T23:24:55Z,3620000,,[BOS] Theis defensive rebound (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,368.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
379,PT09M13.00S,2020-03-08T23:24:44.2Z,3,REGULAR,turnover,badpass,[],1628464,,,1610612738,66,57,2020-03-08T23:26:24Z,3625000,,[BOS] Theis badpass turnover (1 TO) Steal: Adams (1 STL),"[1628464, 203500]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,1.0,Adams,203500.0,1.0,,,,,,,,
382,PT09M13.00S,2020-03-08T23:24:54.8Z,3,REGULAR,turnover,outofbounds,[],201568,,,1610612760,66,57,2020-03-08T23:28:07Z,3638750,,[OKC] Gallinari outofbounds turnover (1 TO),[201568],1610612760.0,OKC,lostball,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,1.0,,,,2002.0,,,,,,,
372,PT08M57.00S,2020-03-08T23:25:05.4Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202330,12.171484888304862,41.73560049019608,1610612738,66,57,2020-03-08T23:28:07Z,3650000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,7.9,: Missed,,,,,,,,,,,,,,,,,,,,,,,
373,PT08M55.00S,2020-03-08T23:25:07.4Z,3,REGULAR,rebound,defensive,[],203500,,,1610612760,66,57,2020-03-08T23:25:20Z,3660000,,[OKC] Adams defensive rebound (Off:0 Def:3),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,372.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
374,PT08M44.00S,2020-03-08T23:25:18.2Z,3,REGULAR,2pt,jumpshot,[],101108,80.76544021024968,24.333639705882355,1610612760,66,59,2020-03-08T23:25:24Z,3670000,right,[OKC] Paul jumpshot: Made (14 PTS),[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,18.54,: Made,,,,,,,,14.0,,,,,,,,,,,,,,,
375,PT08M29.00S,2020-03-08T23:25:32.9Z,3,REGULAR,turnover,badpass,[],202689,,,1610612738,66,59,2020-03-08T23:26:41Z,3680000,,[BOS] Walker badpass turnover (1 TO) Steal: Adams (2 STL),"[202689, 203500]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1.0,Adams,203500.0,2.0,,,,,,,,
377,PT08M24.00S,2020-03-08T23:25:38.4Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",101108,85.75886990801577,50.314031862745104,1610612760,66,61,2020-03-08T23:28:17Z,3700000,right,[OKC] Paul jumpshot: Made (16 PTS),[101108],1610612760.0,OKC,drivingfloating,,,Paul,C. Paul,,,,,8.69,: Made,,,,,,,,16.0,,,,,,,,,,,,,,,
378,PT08M24.00S,2020-03-08T23:25:44.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,61,2020-03-08T23:25:44Z,3710000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M05.00S,2020-03-08T23:28:51.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,14.98028909329829,39.98544730392157,1610612738,68,61,2020-03-08T23:29:00Z,3720000,left,[BOS] Smart jumpshot: Made (14 PTS),[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,10.63,: Made,,,,,,,,14.0,,,,,,,,,,,,,,,
384,PT07M51.00S,2020-03-08T23:29:10.4Z,3,REGULAR,foul,offensive,[],203500,,,1610612760,68,61,2020-03-08T23:29:25Z,3730000,,[OKC] Adams foul offensive (1 PF),"[203500, 202689]",1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Walker,202689.0,,,
386,PT07M51.00S,2020-03-08T23:29:10.4Z,3,REGULAR,turnover,offensivefoul,[],203500,,,1610612760,68,61,2020-03-08T23:29:10Z,3750000,,[OKC] Adams offensivefoul turnover (1 TO),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,1.0,,,,1155.0,,,,,,,
387,PT07M37.00S,2020-03-08T23:29:45.9Z,3,REGULAR,3pt,jumpshot,['fromturnover'],203935,27.283180026281208,82.66697303921569,1610612738,68,61,2020-03-08T23:29:58Z,3760000,left,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.56,: Missed,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M34.00S,2020-03-08T23:29:48.9Z,3,REGULAR,rebound,defensive,[],203500,,,1610612760,68,61,2020-03-08T23:29:58Z,3770000,,[OKC] Adams defensive rebound (Off:0 Def:4),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,387.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
389,PT07M29.00S,2020-03-08T23:29:55.2Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612760,68,61,2020-03-08T23:30:09Z,3780000,,[BOS] Theis foul personal (2 PF) (Paul 2freethrow),"[1628464, 101108]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Paul,101108.0,,,
391,PT07M29.00S,2020-03-08T23:30:16.3Z,3,REGULAR,freethrow,1of2,[],101108,,,1610612760,68,62,2020-03-08T23:30:16Z,3800000,,[OKC] Paul freethrow 1of2: Made (17 PTS),[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,: Made,,,,,,,,17.0,,,,,,,,,,,,,,,
392,PT07M29.00S,2020-03-08T23:30:30.4Z,3,REGULAR,freethrow,2of2,[],101108,,,1610612760,68,63,2020-03-08T23:30:30Z,3810000,,[OKC] Paul freethrow 2of2: Made (18 PTS),[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,: Made,,,,,,,,18.0,,,,,,,,,,,,,,,
393,PT07M13.00S,2020-03-08T23:30:48.0Z,3,REGULAR,3pt,jumpshot,[],1628369,21.50131406044678,94.67677696078431,1610612738,68,63,2020-03-08T23:30:58Z,3820000,left,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,27.2,: Missed,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M10.00S,2020-03-08T23:30:51.0Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,68,63,2020-03-08T23:30:58Z,3830000,,[BOS] Theis offensive rebound (Off:1 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,393.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
395,PT07M02.00S,2020-03-08T23:30:58.7Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202330,17.559132720105126,35.11795343137255,1610612738,70,63,2020-03-08T23:31:04Z,3840000,left,[BOS] Hayward jumpshot: Made (14 PTS) assist: Walker (3 AST),"[202330, 202689]",1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,13.96,: Made,,,,,,,,14.0,Walker,202689.0,3.0,,,,,,,,,,,,
397,PT06M39.00S,2020-03-08T23:31:20.9Z,3,REGULAR,3pt,jumpshot,[],1628390,84.05059132720105,95.16697303921569,1610612760,70,63,2020-03-08T23:31:27Z,3860000,right,[OKC] Ferguson 3pt jumpshot: Missed,[1628390],1610612760.0,OKC,,,,Ferguson,T. Ferguson,,,,,24.81,: Missed,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M37.00S,2020-03-08T23:31:22.9Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,70,63,2020-03-08T23:31:27Z,3870000,,[BOS] Theis defensive rebound (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,397.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
399,PT06M30.00S,2020-03-08T23:31:30.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.440867279894875,45.41207107843137,1610612738,70,63,2020-03-08T23:31:38Z,3880000,left,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.24,: Missed,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M28.00S,2020-03-08T23:31:32.7Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,70,63,2020-03-08T23:31:32Z,3890000,,[BOS] Smart offensive rebound (Off:2 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,399.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
401,PT06M26.00S,2020-03-08T23:31:34.6Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,70,63,2020-03-08T23:31:43Z,3900000,,[BOS] Smart badpass turnover (2 TO) Steal: Ferguson (1 STL),"[203935, 1628390]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,2.0,Ferguson,1628390.0,1.0,,,,,,,,
457,PT06M21.00S,2020-03-08T23:33:44.3Z,3,REGULAR,stoppage,other,[],0,,,1610612760,70,63,2020-03-08T23:40:18Z,3915000,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M21.00S,2020-03-08T23:32:27.4Z,3,REGULAR,instantreplay,altercationrequest,[],0,,,1610612760,70,63,2020-03-08T23:41:25Z,3920000,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,
404,PT06M13.00S,2020-03-08T23:33:33.4Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612760,70,63,2020-03-08T23:33:43Z,3930000,,[BOS] Hayward foul personal (2 PF) (Adams 2freethrow),"[202330, 203500]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,1155.0,2.0,0.0,Adams,203500.0,,,
406,PT06M13.00S,2020-03-08T23:33:55.3Z,3,REGULAR,freethrow,1of2,['fromturnover'],203500,,,1610612760,70,64,2020-03-08T23:33:55Z,3950000,,[OKC] Adams freethrow 1of2: Made (4 PTS),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,: Made,,,,,,,,4.0,,,,,,,,,,,,,,,
407,PT06M13.00S,2020-03-08T23:33:57.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612760,70,64,2020-03-08T23:34:00Z,3960000,,[BOS] substitution Tatum replaced by Williams,"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,
409,PT06M13.00S,2020-03-08T23:34:15.1Z,3,REGULAR,freethrow,2of2,['fromturnover'],203500,,,1610612760,70,65,2020-03-08T23:34:15Z,3980000,,[OKC] Adams freethrow 2of2: Made (5 PTS),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,: Made,,,,,,,,5.0,,,,,,,,,,,,,,,
410,PT05M58.00S,2020-03-08T23:34:32.7Z,3,REGULAR,3pt,jumpshot,[],202330,24.917871222076215,8.892463235294118,1610612738,73,65,2020-03-08T23:34:39Z,3990000,left,[BOS] Hayward 3pt shot: Made (17 PTS) assist: Theis (3 AST),"[202330, 1628464]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.8,: Made,,,,,,,,17.0,Theis,1628464.0,3.0,,,,,,,,,,,,
412,PT05M40.00S,2020-03-08T23:34:50.9Z,3,REGULAR,2pt,jumpshot,[],101108,82.34231274638634,73.10814950980392,1610612760,73,67,2020-03-08T23:34:59Z,4010000,right,[OKC] Paul jumpshot: Made (20 PTS),[101108],1610612760.0,OKC,fadeaway,,,Paul,C. Paul,,,,,16.58,: Made,,,,,,,,20.0,,,,,,,,,,,,,,,
413,PT05M28.00S,2020-03-08T23:35:02.2Z,3,REGULAR,turnover,lostball,[],203935,,,1610612738,73,67,2020-03-08T23:35:12Z,4020000,,[BOS] Smart lostball turnover (3 TO) Steal: Ferguson (2 STL),"[203935, 1628390]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,3.0,Ferguson,1628390.0,2.0,,,,,,,,
415,PT05M24.00S,2020-03-08T23:35:06.4Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629652,95.6143232588699,54.72579656862745,1610612760,73,67,2020-03-08T23:35:29Z,4040000,right,[OKC] Dort layup: Missed,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,2.43,: Missed,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M23.00S,2020-03-08T23:35:07.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,73,67,2020-03-08T23:35:29Z,4050000,,[BOS] Smart defensive rebound (Off:2 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,415.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
417,PT05M23.00S,2020-03-08T23:35:14.3Z,3,REGULAR,foul,personal,[],1628390,,,1610612738,73,67,2020-03-08T23:35:21Z,4060000,,[OKC] Ferguson foul personal (2 PF),"[1628390, 203935]",1610612760.0,OKC,,,,Ferguson,T. Ferguson,,,,,,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Smart,203935.0,,,
419,PT05M23.00S,2020-03-08T23:35:26.3Z,3,REGULAR,substitution,out,[],203500,,,1610612738,73,67,2020-03-08T23:35:44Z,4080000,,[OKC] substitution Adams replaced by Schroder,"[203500, 203471]",1610612760.0,OKC,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,Schroder,203471.0,
420,PT05M23.00S,2020-03-08T23:35:26.3Z,3,REGULAR,substitution,out,[],1628390,,,1610612738,73,67,2020-03-08T23:35:44Z,4090000,,[OKC] substitution Ferguson replaced by Noel,"[1628390, 203457]",1610612760.0,OKC,,,,Ferguson,T. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,Noel,203457.0,
423,PT05M14.00S,2020-03-08T23:35:46.6Z,3,REGULAR,3pt,jumpshot,[],202689,33.722076215505915,51.53952205882353,1610612738,73,67,2020-03-08T23:36:07Z,4120000,left,[BOS] Walker pullup 3pt jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.01,: Missed,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M12.00S,2020-03-08T23:35:48.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,73,67,2020-03-08T23:36:07Z,4130000,,[OKC] Team defensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,423.0,,,,,,,,,,,,,,,,,,,,,,
425,PT05M12.00S,2020-03-08T23:35:55.0Z,3,REGULAR,foul,personal,[],1629684,,,1610612760,73,67,2020-03-08T23:36:15Z,4140000,,[BOS] Williams foul personal (4 PF),"[1629684, 101108]",1610612738.0,BOS,looseball,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,1155.0,4.0,0.0,Paul,101108.0,,,
427,PT05M02.00S,2020-03-08T23:36:21.3Z,3,REGULAR,2pt,jumpshot,[],101108,74.72076215505913,33.892463235294116,1610612760,73,67,2020-03-08T23:36:35Z,4160000,right,[OKC] Paul jumpshot: Missed,[101108],1610612760.0,OKC,stepback,,,Paul,C. Paul,,,,,20.69,: Missed,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M59.00S,2020-03-08T23:36:24.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,73,67,2020-03-08T23:36:35Z,4170000,,[BOS] Walker defensive rebound (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,427.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
429,PT04M54.00S,2020-03-08T23:36:36.7Z,3,REGULAR,3pt,jumpshot,[],1629684,29.742936925098558,78.76838235294117,1610612738,73,67,2020-03-08T23:37:01Z,4180000,left,[BOS] Williams 3pt jumpshot: Missed,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,27.35,: Missed,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M52.00S,2020-03-08T23:36:38.7Z,3,REGULAR,rebound,defensive,[],201568,,,1610612760,73,67,2020-03-08T23:37:01Z,4190000,,[OKC] Gallinari defensive rebound (Off:0 Def:4),[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,429.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
431,PT04M40.00S,2020-03-08T23:36:48.8Z,3,REGULAR,foul,personal,[],202330,,,1610612760,73,67,2020-03-08T23:36:53Z,4200000,,[BOS] Hayward foul personal (3 PF),"[202330, 203471]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Schroder,203471.0,,,
433,PT04M40.00S,2020-03-08T23:36:55.4Z,3,REGULAR,substitution,out,[],202689,,,1610612760,73,67,2020-03-08T23:37:01Z,4220000,,[BOS] substitution Walker replaced by Tatum,"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,
434,PT04M40.00S,2020-03-08T23:36:55.4Z,3,REGULAR,substitution,out,[],101108,,,1610612760,73,67,2020-03-08T23:37:01Z,4230000,,[OKC] substitution Paul replaced by Nader,"[101108, 1627846]",1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,Nader,1627846.0,
437,PT04M28.00S,2020-03-08T23:37:22.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201568,94.69448094612353,52.029718137254896,1610612760,73,67,2020-03-08T23:37:29Z,4260000,right,[OKC] Gallinari layup: Missed,[201568],1610612760.0,OKC,driving,,,Gallinari,D. Gallinari,,,,,1.05,: Missed,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M26.00S,2020-03-08T23:37:24.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,73,67,2020-03-08T23:37:29Z,4270000,,[BOS] Smart defensive rebound (Off:2 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,437.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
439,PT04M22.00S,2020-03-08T23:37:29.1Z,3,REGULAR,turnover,lostball,[],1628464,,,1610612738,73,67,2020-03-08T23:37:33Z,4280000,,[BOS] Theis lostball turnover (2 TO) Steal: Dort (1 STL),"[1628464, 1629652]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,2.0,Dort,1629652.0,1.0,,,,,,,,
441,PT04M17.00S,2020-03-08T23:37:34.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,95.0886990801577,48.353247549019606,1610612760,73,69,2020-03-08T23:37:40Z,4300000,right,[OKC] Dort layup: Made (8 PTS),[1629652],1610612760.0,OKC,runningfingerroll,,,Dort,L. Dort,,,,,0.82,: Made,,,,,,,,8.0,,,,,,,,,,,,,,,
442,PT04M03.00S,2020-03-08T23:37:50.3Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612738,73,69,2020-03-08T23:38:05Z,4310000,,[OKC] Dort foul personal (3 PF) (Hayward 2freethrow),"[1629652, 202330]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,2715.0,3.0,0.0,Hayward,202330.0,,,
444,PT04M03.00S,2020-03-08T23:38:12.5Z,3,REGULAR,freethrow,1of2,[],202330,,,1610612738,73,69,2020-03-08T23:45:46Z,4335000,,[BOS] Hayward freethrow 1of2: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M03.00S,2020-03-08T23:38:12.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,73,69,2020-03-08T23:45:46Z,4342500,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,444.0,,,,,,,,,,,,,,,,,,,,,,
448,PT04M03.00S,2020-03-08T23:38:12.5Z,3,REGULAR,freethrow,2of2,[],202330,,,1610612738,74,69,2020-03-08T23:45:46Z,4346250,,[BOS] Hayward freethrow 2of2: Made (18 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,: Made,,,,,,,,18.0,,,,,,,,,,,,,,,
446,PT04M03.00S,2020-03-08T23:38:14.9Z,3,REGULAR,substitution,out,[],1628464,,,1610612760,74,69,2020-03-08T23:45:46Z,4350000,,[BOS] substitution Theis replaced by Williams III,"[1628464, 1629057]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams III,1629057.0,
449,PT03M49.00S,2020-03-08T23:38:51.5Z,3,REGULAR,2pt,jumpshot,[],203471,79.45137976346912,70.65716911764706,1610612760,74,69,2020-03-08T23:39:14Z,4365000,right,[OKC] Schroder jumpshot: Missed,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,17.9,: Missed,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M47.00S,2020-03-08T23:38:53.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,74,69,2020-03-08T23:39:14Z,4367500,,[OKC] Team offensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,,,,,,
451,PT03M47.00S,2020-03-08T23:38:58.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612760,74,69,2020-03-08T23:39:15Z,4400000,,[BOS] Tatum foul personal (1 PF) (Noel inpenalty),"[1628369, 203457]",1610612738.0,BOS,looseball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Noel,203457.0,,,
453,PT03M47.00S,2020-03-08T23:39:30.3Z,3,REGULAR,freethrow,1of2,['2ndchance'],203457,,,1610612760,74,69,2020-03-08T23:39:30Z,4420000,,[OKC] Noel freethrow 1of2: Missed,[203457],1610612760.0,OKC,,,,Noel,N. Noel,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M47.00S,2020-03-08T23:39:30.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,74,69,2020-03-08T23:39:30Z,4430000,,[OKC] Team offensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,,,,,
455,PT03M47.00S,2020-03-08T23:39:31.3Z,3,REGULAR,substitution,out,[],203935,,,1610612760,74,69,2020-03-08T23:39:34Z,4440000,,[BOS] substitution Smart replaced by Wanamaker,"[203935, 202954]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,
458,PT03M47.00S,2020-03-08T23:39:48.0Z,3,REGULAR,freethrow,2of2,['2ndchance'],203457,,,1610612760,74,70,2020-03-08T23:39:48Z,4460000,,[OKC] Noel freethrow 2of2: Made (3 PTS),[203457],1610612760.0,OKC,,,,Noel,N. Noel,,,,,,: Made,,,,,,,,3.0,,,,,,,,,,,,,,,
459,PT03M35.00S,2020-03-08T23:40:02.4Z,3,REGULAR,3pt,jumpshot,[],202330,35.29894875164258,32.666973039215684,1610612738,74,70,2020-03-08T23:40:09Z,4470000,left,[BOS] Hayward 3pt jumpshot: Missed,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,29.77,: Missed,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M31.00S,2020-03-08T23:40:06.4Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,74,70,2020-03-08T23:40:09Z,4480000,,[BOS] Williams III offensive rebound (Off:3 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,459.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
461,PT03M29.00S,2020-03-08T23:40:07.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629057,8.09789750328515,49.333639705882355,1610612738,76,70,2020-03-08T23:40:17Z,4490000,left,[BOS] Williams III layup: Made (6 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,2.93,: Made,,,,,,,,6.0,,,,,,,,,,,,,,,
462,PT03M19.00S,2020-03-08T23:40:18.9Z,3,REGULAR,2pt,jumpshot,[],203471,85.89027595269383,79.72579656862744,1610612760,76,72,2020-03-08T23:40:22Z,4500000,right,[OKC] Schroder jumpshot: Made (13 PTS),[203471],1610612760.0,OKC,pullup,,,Schroder,D. Schroder,,,,,17.15,: Made,,,,,,,,13.0,,,,,,,,,,,,,,,
463,PT03M05.00S,2020-03-08T23:40:33.3Z,3,REGULAR,3pt,jumpshot,[],1628369,28.597240473061763,82.421875,1610612738,76,72,2020-03-08T23:40:43Z,4510000,left,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.47,: Missed,,,,,,,,,,,,,,,,,,,,,,,
