actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,subsInPlayerName,subsInPersonId,assistPlayerName,assistPersonId,assistTotal,blockPlayerName,blockPersonId,blockTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,value
296,PT00M00.00S,2020-02-27T04:37:59.3Z,2,REGULAR,turnover,lostball,[],1628378,,,1610612762,51,53,2020-02-27T04:40:44Z,2915000,,[UTA] Mitchell lostball turnover (2 TO) Steal: Smart (2 STL),"[1628378, 203935]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,2.0,
295,PT00M00.00S,2020-02-27T04:38:21.6Z,2,REGULAR,period,end,[],0,,,1610612738,51,53,2020-02-27T04:38:21Z,2950000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2020-02-27T04:53:14.2Z,3,REGULAR,substitution,out,['startperiod'],204060,,,1610612738,51,53,2020-02-27T04:53:31Z,2960000,,[UTA] substitution Ingles replaced by Conley,"[204060, 201144]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,Conley,201144.0,,,,,,,,,,,
299,PT12M00.00S,2020-02-27T04:53:14.2Z,3,REGULAR,substitution,out,['startperiod'],202683,,,1610612738,51,53,2020-02-27T04:53:31Z,2970000,,[BOS] substitution Kanter replaced by Theis,"[202683, 1628464]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,Theis,1628464.0,,,,,,,,,,,
302,PT12M00.00S,2020-02-27T04:53:46.7Z,3,REGULAR,period,start,[],0,,,1610612738,51,53,2020-02-27T04:53:46Z,3000000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT11M41.00S,2020-02-27T04:54:05.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.835085413929041,47.127757352941174,1610612738,51,55,2020-02-27T04:54:10Z,3010000,left,[BOS] Tatum layup: Made (27 PTS) assist: Theis (1 AST),"[1628369, 1628464]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,: Made,27.0,3.02,,,,,,,Theis,1628464.0,1.0,,,,,,,,
304,PT11M27.00S,2020-02-27T04:54:19.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203497,93.77463863337714,53.74540441176471,1610612762,53,55,2020-02-27T04:54:23Z,3020000,right,[UTA] Gobert layup: Made (4 PTS) assist: O'Neale (1 AST),"[203497, 1626220]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,: Made,4.0,2.2,,,,,,,O'Neale,1626220.0,1.0,,,,,,,,
307,PT11M11.00S,2020-02-27T04:54:34.7Z,3,REGULAR,3pt,jumpshot,[],1628464,29.77989487516426,30.46109068627451,1610612738,53,55,2020-02-27T04:54:42Z,3040000,left,[BOS] Theis 3pt jumpshot: Missed,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,: Missed,,25.26,,,,,,,,,,,,,,,,,
308,PT11M08.00S,2020-02-27T04:54:37.7Z,3,REGULAR,rebound,defensive,[],201144,,,1610612762,53,55,2020-02-27T04:59:33Z,3050000,,[UTA] Conley defensive rebound (Off:0 Def:3),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,307.0,3.0,3.0,0.0,,,,,,,,,,,,,
309,PT11M01.00S,2020-02-27T04:54:45.5Z,3,REGULAR,3pt,jumpshot,[],1628378,67.62483574244416,57.91207107843137,1610612762,53,55,2020-02-27T04:54:52Z,3060000,right,[UTA] Mitchell stepback 3pt jumpshot: Missed,[1628378],1610612762.0,UTA,stepback,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,26.03,,,,,,,,,,,,,,,,,
310,PT10M59.00S,2020-02-27T04:54:47.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,55,2020-02-27T04:54:52Z,3070000,,[BOS] Tatum defensive rebound (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,309.0,5.0,5.0,0.0,,,,,,,,,,,,,
311,PT10M51.00S,2020-02-27T04:54:54.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,5.863994743758213,45.90226715686275,1610612738,53,57,2020-02-27T04:54:58Z,3080000,left,[BOS] Theis layup: Made (8 PTS) assist: Smart (4 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,: Made,8.0,2.2,,,,,,,Smart,203935.0,4.0,,,,,,,,
313,PT10M25.00S,2020-02-27T04:55:21.2Z,3,REGULAR,3pt,jumpshot,[],202711,72.61826544021025,79.23560049019608,1610612762,53,57,2020-02-27T04:55:28Z,3100000,right,[UTA] Bogdanovic stepback 3pt jumpshot: Missed,[202711],1610612762.0,UTA,stepback,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,: Missed,,25.62,,,,,,,,,,,,,,,,,
314,PT10M21.00S,2020-02-27T04:55:25.2Z,3,REGULAR,rebound,offensive,[],201144,,,1610612762,53,57,2020-02-27T05:00:16Z,3110000,,[UTA] Conley offensive rebound (Off:1 Def:3),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,313.0,4.0,3.0,1.0,,,,,,,,,,,,,
315,PT10M20.00S,2020-02-27T04:55:26.6Z,3,REGULAR,3pt,jumpshot,['2ndchance'],201144,67.36202365308804,50.314031862745104,1610612762,56,57,2020-02-27T04:55:32Z,3120000,right,[UTA] Conley 3pt shot: Made (9 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,: Made,9.0,25.98,,,,,,,,,,,,,,,,,
317,PT10M03.00S,2020-02-27T04:55:45.2Z,3,REGULAR,foul,personal,[],202711,,,1610612738,56,57,2020-02-27T04:56:52Z,3140000,,[UTA] Bogdanovic foul personal (1 PF),"[202711, 1627759]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,2530.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,
319,PT10M03.00S,2020-02-27T04:56:20.6Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,56,57,2020-02-27T04:56:47Z,3160000,,,[],,,overturned,,,,,,,,,2530.0,,,,,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
320,PT09M57.00S,2020-02-27T04:56:54.0Z,3,REGULAR,3pt,jumpshot,[],203935,27.677398160315374,76.29442401960785,1610612738,56,57,2020-02-27T04:56:58Z,3170000,left,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,: Missed,,25.05,,,,,,,,,,,,,,,,,
321,PT09M55.00S,2020-02-27T04:56:56.0Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,56,57,2020-02-27T04:56:58Z,3180000,,[UTA] O'Neale defensive rebound (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,320.0,2.0,2.0,0.0,,,,,,,,,,,,,
322,PT09M49.00S,2020-02-27T04:57:01.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201144,81.68528252299606,43.69638480392157,1610612762,56,57,2020-02-27T04:57:06Z,3190000,right,[UTA] Conley jumpshot: Missed,[201144],1610612762.0,UTA,drivingfloating,,,Conley,M. Conley,,,,,,,,,,: Missed,,12.91,,,,,,,,,,,,,,,,,
323,PT09M47.00S,2020-02-27T04:57:03.5Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,57,2020-02-27T04:57:06Z,3200000,,[BOS] Tatum defensive rebound (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,322.0,6.0,6.0,0.0,,,,,,,,,,,,,
324,PT09M40.00S,2020-02-27T04:57:10.4Z,3,REGULAR,2pt,jumpshot,[],1628369,17.427726675427067,31.44148284313725,1610612738,56,57,2020-02-27T04:57:15Z,3210000,left,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,: Missed,,14.92,,,,,,,,,,,,,,,,,
325,PT09M38.00S,2020-02-27T04:57:12.4Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,56,57,2020-02-27T04:57:15Z,3220000,,[UTA] Gobert defensive rebound (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,324.0,2.0,1.0,1.0,,,,,,,,,,,,,
327,PT09M35.00S,2020-02-27T04:57:16.4Z,3,REGULAR,turnover,lostball,[],203497,,,1610612762,56,57,2020-02-27T04:57:22Z,3240000,,[UTA] Gobert lostball turnover (3 TO) Steal: Theis (1 STL),"[203497, 1628464]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Theis,1628464.0,1.0,
329,PT09M31.00S,2020-02-27T04:57:20.0Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,6.652431011826544,47.372855392156865,1610612738,56,59,2020-02-27T04:57:26Z,3260000,left,[BOS] Theis dunk: Made (10 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,: Made,10.0,2.03,,,,,,,,,,,,,,,,,
330,PT09M16.00S,2020-02-27T04:57:35.4Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],203497,92.9862023653088,50.80422794117647,1610612762,58,59,2020-02-27T04:57:39Z,3270000,right,[UTA] Gobert dunk: Made (6 PTS) assist: Mitchell (4 AST),"[203497, 1628378]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,: Made,6.0,1.93,,,,,,,Mitchell,1628378.0,4.0,,,,,,,,
332,PT09M00.00S,2020-02-27T04:57:50.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,20.318659658344284,47.86305147058824,1610612738,58,61,2020-02-27T04:57:56Z,3290000,left,[BOS] Smart jumpshot: Made (6 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,: Made,6.0,14.44,,,,,,,,,,,,,,,,,
333,PT08M38.00S,2020-02-27T04:58:13.0Z,3,REGULAR,3pt,jumpshot,[],1628378,67.49342969776609,55.21599264705882,1610612762,58,61,2020-02-27T04:58:18Z,3300000,right,[UTA] Mitchell 3pt jumpshot: Missed,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,25.99,,,,,,,,,,,,,,,,,
334,PT08M35.00S,2020-02-27T04:58:16.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,58,61,2020-02-27T04:58:18Z,3310000,,[BOS] Smart defensive rebound (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,333.0,3.0,2.0,1.0,,,,,,,,,,,,,
335,PT08M24.00S,2020-02-27T04:58:26.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.258212877792378,53.50030637254902,1610612738,58,63,2020-02-27T04:58:32Z,3320000,left,[BOS] Tatum layup: Made (29 PTS) assist: Smart (5 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,: Made,29.0,2.11,,,,,,,Smart,203935.0,5.0,,,,,,,,
337,PT08M24.00S,2020-02-27T04:58:32.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,58,63,2020-02-27T04:58:32Z,3340000,,[UTA] timeout full,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT08M02.00S,2020-02-27T05:02:13.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628378,93.64323258869908,45.41207107843137,1610612762,60,63,2020-02-27T05:02:19Z,3350000,right,[UTA] Mitchell layup: Made (24 PTS),[1628378],1610612762.0,UTA,drivingreverse,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,24.0,2.62,,,,,,,,,,,,,,,,,
339,PT07M45.00S,2020-02-27T05:02:29.9Z,3,REGULAR,turnover,badpass,[],202330,,,1610612738,60,63,2020-02-27T05:02:34Z,3360000,,[BOS] Hayward badpass turnover (1 TO) Steal: O'Neale (2 STL),"[202330, 1626220]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,1.0,O'Neale,1626220.0,2.0,
341,PT07M42.00S,2020-02-27T05:02:34.8Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612762,60,63,2020-02-27T05:02:42Z,3380000,,[BOS] Smart foul personal (1 PF) (O'Neale 2freethrow),"[203935, 1626220]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,2530.0,1.0,0.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,,,,
343,PT07M42.00S,2020-02-27T05:03:04.8Z,3,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1626220,,,1610612762,61,63,2020-02-27T05:03:04Z,3400000,,[UTA] O'Neale freethrow 1of2: Made (8 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,: Made,8.0,,,,,,,,,,,,,,,,,,
344,PT07M42.00S,2020-02-27T05:03:04.8Z,3,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1626220,,,1610612762,61,63,2020-02-27T05:03:24Z,3410000,,[UTA] O'Neale freethrow 2of2: Missed,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,: Missed,,,,,,,,,,,,,,,,,,,
345,PT07M37.00S,2020-02-27T05:03:09.8Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,61,63,2020-02-27T05:03:24Z,3420000,,[BOS] Hayward defensive rebound (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,344.0,3.0,3.0,0.0,,,,,,,,,,,,,
346,PT07M27.00S,2020-02-27T05:03:33.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,15.588042049934298,53.990502450980394,1610612738,61,65,2020-02-27T05:03:39Z,3430000,left,[BOS] Hayward jumpshot: Made (7 PTS) assist: Tatum (1 AST),"[202330, 1628369]",1610612738.0,BOS,pullupbank,,,Hayward,G. Hayward,,,,,,,,,,: Made,7.0,10.15,,,,,,,Tatum,1628369.0,1.0,,,,,,,,
348,PT07M12.00S,2020-02-27T05:03:49.3Z,3,REGULAR,3pt,jumpshot,[],1626220,81.8166885676741,3.7454044117647056,1610612762,64,65,2020-02-27T05:03:53Z,3450000,right,[UTA] O'Neale 3pt shot: Made (11 PTS) assist: Gobert (2 AST),"[1626220, 203497]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,: Made,11.0,26.24,,,,,,,Gobert,203497.0,2.0,,,,,,,,
350,PT06M50.00S,2020-02-27T05:04:10.9Z,3,REGULAR,3pt,jumpshot,[],1627759,6.783837056504599,3.010110294117647,1610612738,64,65,2020-02-27T05:04:17Z,3470000,left,[BOS] Brown 3pt jumpshot: Missed,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,: Missed,,23.55,,,,,,,,,,,,,,,,,
351,PT06M47.00S,2020-02-27T05:04:13.9Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,64,65,2020-02-27T05:04:17Z,3480000,,[UTA] O'Neale defensive rebound (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,350.0,3.0,3.0,0.0,,,,,,,,,,,,,
352,PT06M36.00S,2020-02-27T05:04:24.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628378,93.51182654402102,45.65716911764706,1610612762,64,65,2020-02-27T05:04:28Z,3490000,right,[UTA] Mitchell layup: Missed,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,,,,,,: Missed,,2.58,,,,,,,,,,,,,,,,,
353,PT06M34.00S,2020-02-27T05:04:26.9Z,3,REGULAR,rebound,offensive,[],203497,,,1610612762,64,65,2020-02-27T05:04:28Z,3500000,,[UTA] Gobert offensive rebound (Off:2 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,352.0,3.0,1.0,2.0,,,,,,,,,,,,,
354,PT06M31.00S,2020-02-27T05:04:30.5Z,3,REGULAR,3pt,jumpshot,['2ndchance'],201144,66.17936925098554,54.23560049019608,1610612762,64,65,2020-02-27T05:04:35Z,3510000,right,[UTA] Conley 3pt jumpshot: Missed,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,: Missed,,27.17,,,,,,,,,,,,,,,,,
355,PT06M28.00S,2020-02-27T05:04:33.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,64,65,2020-02-27T05:04:35Z,3520000,,[BOS] Brown defensive rebound (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,354.0,6.0,5.0,1.0,,,,,,,,,,,,,
356,PT06M25.00S,2020-02-27T05:04:38.5Z,3,REGULAR,foul,personal,[],203497,,,1610612738,64,65,2020-02-27T05:04:53Z,3530000,,[UTA] Gobert foul personal (3 PF),"[203497, 1627759]",1610612762.0,UTA,take,,,Gobert,R. Gobert,,,,,200834.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,
358,PT06M25.00S,2020-02-27T05:05:06.5Z,3,REGULAR,substitution,out,[],201144,,,1610612738,64,65,2020-02-27T05:05:09Z,3550000,,[UTA] substitution Conley replaced by Ingles,"[201144, 204060]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,Ingles,204060.0,,,,,,,,,,,
360,PT06M13.00S,2020-02-27T05:05:31.2Z,3,REGULAR,foul,personal,['2freethrow'],203497,,,1610612738,64,65,2020-02-27T05:05:38Z,3570000,,[UTA] Gobert foul personal (4 PF) (Theis 2freethrow),"[203497, 1628464]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,2530.0,4.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,
362,PT06M13.00S,2020-02-27T05:05:40.4Z,3,REGULAR,foul,technical,['1freethrow'],203497,,,1610612738,64,65,2020-02-27T05:05:52Z,3590000,,[UTA] Gobert foul technical (1 Tech),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,2530.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
363,PT06M13.00S,2020-02-27T05:06:09.0Z,3,REGULAR,freethrow,1of1,[],1628369,,,1610612738,64,66,2020-02-27T05:06:09Z,3600000,,[BOS] Tatum technical freethrow 1of1: Made (30 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,,,: Made,30.0,,,,,,,,,,,,,,,,,,
433,PT06M13.00S,2020-02-27T05:06:15.0Z,3,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612738,64,66,2020-02-27T05:20:14Z,3605000,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M13.00S,2020-02-27T05:06:21.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,64,66,2020-02-27T05:06:21Z,3610000,,[UTA] timeout full,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M13.00S,2020-02-27T05:09:10.4Z,3,REGULAR,substitution,out,[],203497,,,1610612738,64,66,2020-02-27T05:09:21Z,3630000,,[UTA] substitution Gobert replaced by Bradley,"[203497, 1628396]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,Bradley,1628396.0,,,,,,,,,,,
368,PT06M13.00S,2020-02-27T05:09:58.7Z,3,REGULAR,freethrow,1of2,[],1628464,,,1610612738,64,67,2020-02-27T05:09:58Z,3650000,,[BOS] Theis freethrow 1of2: Made (11 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,: Made,11.0,,,,,,,,,,,,,,,,,,
369,PT06M13.00S,2020-02-27T05:10:15.9Z,3,REGULAR,freethrow,2of2,[],1628464,,,1610612738,64,68,2020-02-27T05:10:15Z,3660000,,[BOS] Theis freethrow 2of2: Made (12 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,: Made,12.0,,,,,,,,,,,,,,,,,,
370,PT05M52.00S,2020-02-27T05:10:43.4Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612762,64,68,2020-02-27T05:10:49Z,3670000,,[BOS] Hayward foul personal (2 PF) (Mitchell 2freethrow),"[202330, 1628378]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,202053.0,2.0,0.0,Mitchell,1628378.0,,,,,,,,,,,,,,,,,,,,
372,PT05M52.00S,2020-02-27T05:11:06.9Z,3,REGULAR,freethrow,1of2,[],1628378,,,1610612762,65,68,2020-02-27T05:11:07Z,3690000,,[UTA] Mitchell freethrow 1of2: Made (25 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,25.0,,,,,,,,,,,,,,,,,,
373,PT05M52.00S,2020-02-27T05:11:24.8Z,3,REGULAR,freethrow,2of2,[],1628378,,,1610612762,66,68,2020-02-27T05:11:24Z,3700000,,[UTA] Mitchell freethrow 2of2: Made (26 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,26.0,,,,,,,,,,,,,,,,,,
374,PT05M33.00S,2020-02-27T05:11:45.7Z,3,REGULAR,2pt,jumpshot,[],202330,14.536793692509855,67.9610906862745,1610612738,66,68,2020-02-27T05:11:52Z,3710000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,,,,,,: Missed,,12.69,,,,,,,,,,,,,,,,,
375,PT05M32.00S,2020-02-27T05:11:46.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,68,2020-02-27T05:11:52Z,3720000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,374.0,,,,,,,,,,,,,,,,
376,PT05M32.00S,2020-02-27T05:11:49.9Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,66,68,2020-02-27T05:11:49Z,3730000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M29.00S,2020-02-27T05:12:07.6Z,3,REGULAR,2pt,jumpshot,['2ndchance'],202330,4.681340341655716,17.96109068627451,1610612738,66,68,2020-02-27T05:12:13Z,3740000,left,[BOS] Hayward jumpshot: Missed,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,,,,: Missed,,16.02,,,,,,,,,,,,,,,,,
378,PT05M27.00S,2020-02-27T05:12:09.6Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612762,66,68,2020-02-27T05:12:13Z,3750000,,[UTA] O'Neale defensive rebound (Off:0 Def:4),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,377.0,4.0,4.0,0.0,,,,,,,,,,,,,
379,PT05M18.00S,2020-02-27T05:12:19.2Z,3,REGULAR,3pt,jumpshot,[],1628378,80.3712220762155,5.951286764705882,1610612762,69,68,2020-02-27T05:12:28Z,3760000,right,[UTA] Mitchell 3pt shot: Made (29 PTS),[1628378],1610612762.0,UTA,stepback,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,29.0,25.96,,,,,,,,,,,,,,,,,
380,PT05M02.00S,2020-02-27T05:12:40.0Z,3,REGULAR,foul,personal,[],1626220,,,1610612738,69,68,2020-02-27T05:13:20Z,3770000,,[UTA] O'Neale foul personal (2 PF),"[1626220, 1628369]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,2530.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,
382,PT05M02.00S,2020-02-27T05:12:43.7Z,3,REGULAR,substitution,out,[],1626220,,,1610612738,69,68,2020-02-27T05:12:57Z,3790000,,[UTA] substitution O'Neale replaced by Clarkson,"[1626220, 203903]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,Clarkson,203903.0,,,,,,,,,,,
383,PT05M02.00S,2020-02-27T05:12:43.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,69,68,2020-02-27T05:12:57Z,3800000,,[BOS] substitution Tatum replaced by Williams,"[1628369, 1629684]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,Williams,1629684.0,,,,,,,,,,,
386,PT04M54.00S,2020-02-27T05:13:15.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203935,14.4053876478318,52.51991421568627,1610612738,69,68,2020-02-27T05:14:52Z,3830000,left,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,: Missed,,8.93,,,,,,,,,,,,,,,,,
387,PT04M48.00S,2020-02-27T05:13:21.6Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,69,68,2020-02-27T05:14:52Z,3840000,,[BOS] Theis offensive rebound (Off:3 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,386.0,5.0,2.0,3.0,,,,,,,,,,,,,
388,PT04M45.00S,2020-02-27T05:13:24.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203935,5.075558475689881,44.921875,1610612738,69,70,2020-02-27T05:13:30Z,3850000,left,[BOS] Smart layup: Made (8 PTS) assist: Brown (1 AST),"[203935, 1627759]",1610612738.0,BOS,reverse,,,Smart,M. Smart,,,,,,,,,,: Made,8.0,2.54,,,,,,,Brown,1627759.0,1.0,,,,,,,,
390,PT04M32.00S,2020-02-27T05:13:37.4Z,3,REGULAR,3pt,jumpshot,[],1628378,67.88764783180025,61.34344362745098,1610612762,72,70,2020-02-27T05:13:45Z,3870000,right,[UTA] Mitchell 3pt shot: Made (32 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,: Made,32.0,26.11,,,,,,,,,,,,,,,,,
391,PT04M19.00S,2020-02-27T05:13:50.6Z,3,REGULAR,3pt,jumpshot,[],1627759,31.882391590013142,45.41207107843137,1610612738,72,73,2020-02-27T05:14:02Z,3880000,left,[BOS] Brown 3pt shot: Made (11 PTS) assist: Smart (6 AST),"[1627759, 203935]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,: Made,11.0,25.37,,,,,,,Smart,203935.0,6.0,,,,,,,,
393,PT04M03.00S,2020-02-27T05:14:06.9Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202711,86.94152431011827,40.26501225490196,1610612762,72,73,2020-02-27T05:14:14Z,3900000,right,[UTA] Bogdanovic jumpshot: Missed,[202711],1610612762.0,UTA,bank,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,: Missed,,9.0,,,,,,,,,,,,,,,,,
