actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
344,PT00M08.10S,2020-01-17T02:14:41.9Z,2,REGULAR,substitution,in,[],202689,,,1610612749,75,55,2020-01-17T02:14:59Z,3390000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M08.10S,2020-01-17T02:14:41.9Z,2,REGULAR,substitution,out,[],201572,,,1610612749,75,55,2020-01-17T02:26:26Z,3415000,,,0,,substitution out Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT00M08.10S,2020-01-17T02:14:41.9Z,2,REGULAR,substitution,in,[],202083,,,1610612749,75,55,2020-01-17T02:26:26Z,3417500,,,0,,substitution in Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M08.10S,2020-01-17T02:15:03.7Z,2,REGULAR,freethrow,1of1,[],203114,,,1610612749,76,55,2020-01-17T02:15:03Z,3420000,,,0,,K. Middleton freethrow 1of1 (16 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,,,16.0,,,,,,,
348,PT00M01.10S,2020-01-17T02:15:09.5Z,2,REGULAR,3pt,jumpshot,[],202689,33.196452036793694,40.26501225490196,1610612738,76,58,2020-01-17T02:15:13Z,3430000,49.0,260.0,1,left,K. Walker 27' 3PT  (24 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.94,Made,,,,,,,,,,,,24.0,,,,,,,
352,PT00M00.00S,2020-01-17T02:17:06.3Z,2,REGULAR,period,end,[],0,,,1610612749,76,58,2020-01-17T02:17:06Z,3440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2020-01-17T02:31:09.4Z,3,REGULAR,substitution,out,['startperiod'],1628978,,,1610612749,76,58,2020-01-17T02:32:09Z,3450000,,,0,,substitution out DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2020-01-17T02:31:09.4Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,76,58,2020-01-17T02:32:09Z,3460000,,,0,,substitution out Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2020-01-17T02:31:09.4Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612749,76,58,2020-01-17T02:32:09Z,3470000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2020-01-17T02:31:09.4Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,76,58,2020-01-17T02:32:09Z,3480000,,,0,,substitution in Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2020-01-17T02:31:09.4Z,3,REGULAR,substitution,in,['startperiod'],202339,,,1610612749,76,58,2020-01-17T02:32:09Z,3490000,,,0,,substitution in Bledsoe,[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2020-01-17T02:31:09.4Z,3,REGULAR,substitution,in,['startperiod'],202330,,,1610612749,76,58,2020-01-17T02:32:09Z,3500000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2020-01-17T02:32:03.1Z,3,REGULAR,period,start,[],0,,,1610612738,76,58,2020-01-17T02:32:10Z,3510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT11M38.00S,2020-01-17T02:32:25.0Z,3,REGULAR,2pt,jumpshot,[],1628369,91.32720105124835,26.10294117647059,1610612738,76,58,2020-01-17T02:32:48Z,3520000,-119.0,29.0,1,right,MISS J. Tatum 12' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,12.44,Missed,,,,,,,,,,,,,,,,,,,
367,PT11M35.00S,2020-01-17T02:32:28.0Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,76,58,2020-01-17T02:32:29Z,3530000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,,,,
368,PT11M30.00S,2020-01-17T02:32:34.3Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612749,76,58,2020-01-17T02:32:49Z,3540000,,,0,,D. Theis FOUL personal (2 PF) (Antetokounmpo 2freethrow),"[1628464, 203507]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,2534.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,
370,PT11M30.00S,2020-01-17T02:33:02.9Z,3,REGULAR,freethrow,1of2,[],203507,,,1610612749,76,58,2020-01-17T02:33:02Z,3560000,,,0,,MISS G. Antetokounmpo freethrow 1of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
371,PT11M30.00S,2020-01-17T02:33:02.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,76,58,2020-01-17T02:33:02Z,3570000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,
372,PT11M30.00S,2020-01-17T02:33:21.1Z,3,REGULAR,freethrow,2of2,[],203507,,,1610612749,77,58,2020-01-17T02:33:21Z,3580000,,,0,,G. Antetokounmpo freethrow 2of2 (14 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,,,14.0,,,,,,,
373,PT11M20.00S,2020-01-17T02:33:32.6Z,3,REGULAR,3pt,jumpshot,[],202330,74.45795006570303,12.568933823529413,1610612738,77,58,2020-01-17T02:33:37Z,3590000,-187.0,188.0,1,right,MISS G. Hayward 27' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,,
374,PT11M17.00S,2020-01-17T02:33:35.6Z,3,REGULAR,rebound,defensive,[],202083,,,1610612749,77,58,2020-01-17T02:33:37Z,3600000,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,373.0,1.0,1.0,0.0,,,,,,,,,,,,,
375,PT11M09.00S,2020-01-17T02:33:43.1Z,3,REGULAR,3pt,jumpshot,[],203114,27.677398160315374,17.96109068627451,1610612749,77,58,2020-01-17T02:33:47Z,3610000,160.0,208.0,1,left,MISS K. Middleton 27' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
376,PT11M06.00S,2020-01-17T02:33:46.1Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,77,58,2020-01-17T02:33:47Z,3620000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,375.0,3.0,3.0,0.0,,,,,,,,,,,,,
377,PT10M58.00S,2020-01-17T02:33:54.4Z,3,REGULAR,3pt,jumpshot,[],203935,66.04796320630749,50.06893382352941,1610612738,77,58,2020-01-17T02:33:59Z,3630000,0.0,267.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,,
378,PT10M56.00S,2020-01-17T02:33:56.4Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,77,58,2020-01-17T02:33:59Z,3640000,,,0,,D. Theis REBOUND (Off:1 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,377.0,4.0,3.0,1.0,,,,,,,,,,,,,
379,PT10M55.00S,2020-01-17T02:33:57.1Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628464,93.9060446780552,52.029718137254896,1610612738,77,60,2020-01-17T02:34:17Z,3650000,10.0,5.0,1,right,D. Theis dunk (6 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,1.44,Made,,,,,,,,,,,,6.0,,,,,,,
380,PT10M47.00S,2020-01-17T02:34:08.8Z,3,REGULAR,foul,personal,[],203935,,,1610612749,77,60,2020-01-17T02:34:19Z,3660000,,,0,,M. Smart FOUL personal (3 PF),"[203935, 202339]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,2534.0,3.0,0.0,Bledsoe,202339.0,,,,,,,,
382,PT10M42.00S,2020-01-17T02:34:24.0Z,3,REGULAR,3pt,jumpshot,[],202339,10.33180026281209,95.41207107843137,1610612749,77,60,2020-01-17T02:34:27Z,3680000,-227.0,45.0,1,left,MISS E. Bledsoe 23' 3PT,[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,23.26,Missed,,,,,,,,,,,,,,,,,,,
383,PT10M39.00S,2020-01-17T02:34:27.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,77,60,2020-01-17T02:34:27Z,3690000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,382.0,4.0,4.0,0.0,,,,,,,,,,,,,
386,PT10M27.00S,2020-01-17T02:34:38.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,92.19776609724047,43.94148284313725,1610612738,77,62,2020-01-17T02:34:44Z,3700000,-30.0,21.0,1,right,J. Tatum jumpshot (8 PTS),[1628369],1610612738.0,BOS,drivingfloatingbank,,,Tatum,J. Tatum,,,,,4.01,Made,,,,,,,,,,,,8.0,,,,,,,
387,PT10M20.00S,2020-01-17T02:34:46.5Z,3,REGULAR,2pt,hook,['pointsinthepaint'],202339,14.536793692509855,50.55912990196079,1610612749,77,62,2020-01-17T02:34:51Z,3710000,-3.0,84.0,1,left,MISS E. Bledsoe 9' hook,[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,8.96,Missed,,,,,,,,,,,,,,,,,,,
388,PT10M17.00S,2020-01-17T02:34:49.5Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,77,62,2020-01-17T02:34:51Z,3720000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,387.0,5.0,4.0,1.0,,,,,,,,,,,,,
389,PT10M12.00S,2020-01-17T02:34:54.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202689,92.32917214191852,50.314031862745104,1610612738,77,62,2020-01-17T02:35:00Z,3730000,2.0,20.0,1,right,MISS K. Walker layup Blocked,"[202689, 201572]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.52,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,,
390,PT10M12.00S,2020-01-17T02:34:54.0Z,3,REGULAR,block,,[],201572,,,1610612738,77,62,2020-01-17T02:34:56Z,3740000,,,0,,B. Lopez BLOCK (2 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT10M08.00S,2020-01-17T02:34:58.0Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,77,62,2020-01-17T02:35:00Z,3750000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,389.0,9.0,9.0,0.0,,,,,,,,,,,,,
392,PT10M07.00S,2020-01-17T02:35:01.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203507,7.835085413929041,51.78462009803921,1610612749,79,62,2020-01-17T02:35:19Z,3760000,-9.0,21.0,1,left,G. Antetokounmpo layup (16 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,2.8,Made,,,,,,,,,,,,16.0,,,,,,,
393,PT10M07.00S,2020-01-17T02:35:05.3Z,3,REGULAR,foul,personal,['1freethrow'],202330,,,1610612749,79,62,2020-01-17T02:35:17Z,3770000,,,0,,G. Hayward FOUL personal (2 PF) (Antetokounmpo 1freethrow),"[202330, 203507]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,203591.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,
395,PT10M07.00S,2020-01-17T02:35:32.3Z,3,REGULAR,freethrow,1of1,['fastbreak'],203507,,,1610612749,79,62,2020-01-17T02:35:34Z,3790000,,,0,,MISS G. Antetokounmpo freethrow 1of1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
396,PT10M04.00S,2020-01-17T02:35:35.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,62,2020-01-17T02:35:34Z,3800000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,395.0,5.0,5.0,0.0,,,,,,,,,,,,,
397,PT09M57.00S,2020-01-17T02:35:44.8Z,3,REGULAR,foul,personal,['2freethrow'],201572,,,1610612738,79,62,2020-01-17T02:36:07Z,3810000,,,0,,B. Lopez FOUL personal (2 PF) (Theis 2freethrow),"[201572, 1628464]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,,,,,,,,,203591.0,2.0,0.0,Theis,1628464.0,,,,,,,,
399,PT09M57.00S,2020-01-17T02:36:08.8Z,3,REGULAR,freethrow,1of2,[],1628464,,,1610612738,79,63,2020-01-17T02:36:48Z,3830000,,,0,,D. Theis freethrow 1of2 (7 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
400,PT09M57.00S,2020-01-17T02:36:08.8Z,3,REGULAR,freethrow,2of2,[],1628464,,,1610612738,79,63,2020-01-17T02:36:48Z,3840000,,,0,,MISS D. Theis freethrow 2of2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
401,PT09M54.00S,2020-01-17T02:36:11.8Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,79,63,2020-01-17T02:36:48Z,3850000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,400.0,3.0,2.0,1.0,,,,,,,,,,,,,
402,PT09M54.00S,2020-01-17T02:36:49.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203935,93.64323258869908,52.029718137254896,1610612738,79,63,2020-01-17T02:36:56Z,3860000,10.0,7.0,1,right,MISS M. Smart layup Blocked,"[203935, 201572]",1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,1.63,Missed,Lopez,201572.0,,,,,,,,,,,,,,,,,
403,PT09M54.00S,2020-01-17T02:36:49.0Z,3,REGULAR,block,,[],201572,,,1610612738,79,63,2020-01-17T02:36:52Z,3870000,,,0,,B. Lopez BLOCK (3 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT09M54.00S,2020-01-17T02:36:49.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,63,2020-01-17T02:36:56Z,3880000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,402.0,,,,,,,,,,,,,,,,
405,PT09M54.00S,2020-01-17T02:36:56.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,79,63,2020-01-17T02:36:56Z,3890000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT09M50.00S,2020-01-17T02:37:05.1Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1628464,71.82982917214193,83.89246323529412,1610612738,79,66,2020-01-17T02:37:09Z,3900000,169.0,212.0,1,right,D. Theis 28' 3PT  (10 PTS) (M. Smart 1 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.6,Made,,,,,,,,,,,,10.0,,,,M. Smart,203935.0,1.0,
408,PT09M34.00S,2020-01-17T02:37:25.0Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612749,79,66,2020-01-17T02:37:36Z,3920000,,,0,,J. Tatum FOUL personal (1 PF) (Antetokounmpo 2freethrow),"[1628369, 203507]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,2534.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,
410,PT09M34.00S,2020-01-17T02:37:53.9Z,3,REGULAR,freethrow,1of2,[],203507,,,1610612749,79,66,2020-01-17T02:38:27Z,3940000,,,0,,MISS G. Antetokounmpo freethrow 1of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
411,PT09M34.00S,2020-01-17T02:37:53.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,79,66,2020-01-17T02:38:27Z,3950000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,
418,PT09M34.00S,2020-01-17T02:37:53.9Z,3,REGULAR,freethrow,2of2,[],203507,,,1610612749,79,66,2020-01-17T02:38:27Z,3960000,,,0,,MISS G. Antetokounmpo freethrow 2of2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
419,PT09M34.00S,2020-01-17T02:37:53.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,79,66,2020-01-17T02:38:27Z,3970000,,,0,,Team offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,
420,PT09M27.00S,2020-01-17T02:38:52.5Z,3,REGULAR,jumpball,recovered,[],201572,,,1610612749,79,66,2020-01-17T02:38:52Z,3980000,,,0,,Jump Ball G. Antetokounmpo vs. K. Walker: Tip to B. Lopez,"[201572, 203507, 202689]",1610612749.0,MIL,heldball,B. Lopez,201572.0,Lopez,B. Lopez,Antetokounmpo,203507.0,Walker,202689.0,,,,,,,,,,,,,,,,,,,,,
423,PT09M25.00S,2020-01-17T02:38:55.2Z,3,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",201572,5.075558475689881,51.53952205882353,1610612749,81,66,2020-01-17T02:39:01Z,4010000,-8.0,-5.0,1,left,B. Lopez hook (13 PTS) (G. Antetokounmpo 5 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,0.77,Made,,,,,,,,,,,,13.0,,,,G. Antetokounmpo,203507.0,5.0,
425,PT09M14.00S,2020-01-17T02:39:05.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,93.11760840998686,51.53952205882353,1610612738,81,68,2020-01-17T02:39:12Z,4030000,8.0,12.0,1,right,K. Walker layup (26 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.93,Made,,,,,,,,,,,,26.0,,,,,,,
426,PT09M04.00S,2020-01-17T02:39:14.4Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",202339,7.046649145860711,51.53952205882353,1610612749,81,68,2020-01-17T02:39:52Z,4040000,-8.0,14.0,1,left,MISS E. Bledsoe layup,[202339],1610612749.0,MIL,driving,,,Bledsoe,E. Bledsoe,,,,,2.07,Missed,,,,,,,,,,,,,,,,,,,
427,PT09M04.00S,2020-01-17T02:39:14.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,81,68,2020-01-17T02:39:18Z,4050000,,,0,,D. Theis REBOUND (Off:1 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,426.0,6.0,5.0,1.0,,,,,,,,,,,,,
428,PT09M04.00S,2020-01-17T02:39:21.0Z,3,REGULAR,foul,personal,[],202083,,,1610612738,81,68,2020-01-17T02:39:25Z,4060000,,,0,,W. Matthews FOUL personal (3 PF),"[202083, 203935]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,202037.0,3.0,0.0,Smart,203935.0,,,,,,,,
430,PT08M47.00S,2020-01-17T02:39:59.3Z,3,REGULAR,3pt,jumpshot,[],1628369,93.77463863337714,97.86305147058823,1610612738,81,68,2020-01-17T02:40:05Z,4080000,239.0,6.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,,
431,PT08M45.00S,2020-01-17T02:40:01.3Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,81,68,2020-01-17T02:40:05Z,4090000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,430.0,10.0,10.0,0.0,,,,,,,,,,,,,
432,PT08M38.00S,2020-01-17T02:40:07.3Z,3,REGULAR,3pt,jumpshot,[],202083,33.196452036793694,32.91207107843137,1610612749,81,68,2020-01-17T02:40:11Z,4100000,85.0,260.0,1,left,MISS W. Matthews 28' 3PT,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,27.84,Missed,,,,,,,,,,,,,,,,,,,
433,PT08M37.00S,2020-01-17T02:40:09.3Z,3,REGULAR,rebound,offensive,[],203114,,,1610612749,81,68,2020-01-17T02:40:09Z,4110000,,,0,,K. Middleton REBOUND (Off:1 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,432.0,4.0,3.0,1.0,,,,,,,,,,,,,
434,PT08M33.00S,2020-01-17T02:40:13.4Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",203114,14.14257555847569,37.32383578431372,1610612749,81,68,2020-01-17T02:40:17Z,4120000,63.0,80.0,1,left,MISS K. Middleton 11' jumpshot,[203114],1610612749.0,MIL,fadeaway,,,Middleton,K. Middleton,,,,,10.68,Missed,,,,,,,,,,,,,,,,,,,
435,PT08M30.00S,2020-01-17T02:40:16.4Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,81,68,2020-01-17T02:40:17Z,4130000,,,0,,K. Walker REBOUND (Off:1 Def:6),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,434.0,7.0,6.0,1.0,,,,,,,,,,,,,
436,PT08M24.00S,2020-01-17T02:40:22.4Z,3,REGULAR,3pt,jumpshot,[],202330,68.28186596583443,25.559129901960787,1610612738,81,68,2020-01-17T02:40:34Z,4140000,-122.0,246.0,1,right,MISS G. Hayward 28' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,,
437,PT08M21.00S,2020-01-17T02:40:32.9Z,3,REGULAR,rebound,offensive,[],202689,,,1610612738,81,68,2020-01-17T02:40:32Z,4150000,,,0,,K. Walker REBOUND (Off:2 Def:6),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,436.0,8.0,6.0,2.0,,,,,,,,,,,,,
438,PT08M21.00S,2020-01-17T02:40:35.1Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,81,68,2020-01-17T02:40:35Z,4160000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT08M13.00S,2020-01-17T02:40:50.2Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628369,91.80354796320631,57.421875,1610612738,81,68,2020-01-17T02:43:00Z,4170000,37.0,25.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.77,Missed,,,,,,,,,,,,,,,,,,,
440,PT08M12.00S,2020-01-17T02:40:51.2Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,81,68,2020-01-17T02:42:33Z,4180000,,,0,,D. Theis REBOUND (Off:2 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,439.0,7.0,5.0,2.0,,,,,,,,,,,,,
441,PT08M12.00S,2020-01-17T02:40:53.5Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628464,93.64323258869908,51.294424019607845,1610612738,81,70,2020-01-17T02:40:59Z,4190000,6.0,7.0,1,right,D. Theis dunk (12 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,1.44,Made,,,,,,,,,,,,12.0,,,,,,,
442,PT08M12.00S,2020-01-17T02:41:01.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,81,70,2020-01-17T02:41:01Z,4200000,,,0,,timeout full,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT07M58.00S,2020-01-17T02:44:28.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203507,6.258212877792378,50.80422794117647,1610612749,81,70,2020-01-17T02:44:42Z,4210000,-4.0,6.0,1,left,MISS G. Antetokounmpo layup Blocked,"[203507, 1628464]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,1.25,Missed,Theis,1628464.0,,,,,,,,,,,,,,,,,
444,PT07M58.00S,2020-01-17T02:44:28.5Z,3,REGULAR,block,,[],1628464,,,1610612749,81,70,2020-01-17T02:44:31Z,4220000,,,0,,D. Theis BLOCK (2 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT07M55.00S,2020-01-17T02:44:31.5Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,81,70,2020-01-17T02:44:34Z,4230000,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,443.0,3.0,3.0,0.0,,,,,,,,,,,,,
446,PT07M40.00S,2020-01-17T02:44:45.9Z,3,REGULAR,turnover,badpass,[],1628369,,,1610612738,81,70,2020-01-17T02:44:52Z,4240000,,,0,,J. Tatum TURNOVER badpass (1 TOV) Stolen,"[1628369, 203114]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,1.0,Middleton,203114.0,,,,
447,PT07M40.00S,2020-01-17T02:44:45.9Z,3,REGULAR,steal,,[],203114,,,1610612749,81,70,2020-01-17T02:44:48Z,4250000,,,0,,K. Middleton STEAL (2 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
