actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
367,PT09M44.00S,2020-08-09T22:26:14.9Z,3,REGULAR,rebound,defensive,[],1629109,,,1610612753,55,56,2020-08-09T22:26:19Z,3600000,,,0,,G. Clark REBOUND (Off:0 Def:2),[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,366.0,2.0,2.0,0.0,,,,,,,,,,,,,,
368,PT09M42.00S,2020-08-09T22:26:19.4Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612753,55,56,2020-08-09T22:26:40Z,3610000,,,0,,D. Theis FOUL personal (1 PF) (Augustin 2freethrow),"[1628464, 201571]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Augustin,201571.0,,,
370,PT09M42.00S,2020-08-09T22:26:52.0Z,3,REGULAR,freethrow,1of2,['fastbreak'],201571,,,1610612753,55,57,2020-08-09T22:26:52Z,3630000,,,0,,D. Augustin freethrow 1of2 (5 PTS),[201571],1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
371,PT09M42.00S,2020-08-09T22:27:08.7Z,3,REGULAR,freethrow,2of2,['fastbreak'],201571,,,1610612753,55,58,2020-08-09T22:27:08Z,3640000,,,0,,D. Augustin freethrow 2of2 (6 PTS),[201571],1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
372,PT09M23.00S,2020-08-09T22:27:30.5Z,3,REGULAR,3pt,jumpshot,[],1628369,89.43823915900131,95.65716911764706,1610612738,58,58,2020-08-09T22:27:35Z,3650000,228.0,47.0,1,right,J. Tatum 23' 3PT  (10 PTS) (G. Hayward 4 AST),"[1628369, 202330]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.42,Made,,,,,10.0,G. Hayward,202330.0,4.0,,,,,,,,,,
374,PT09M08.00S,2020-08-09T22:27:45.0Z,3,REGULAR,2pt,jumpshot,[],201571,15.588042049934298,77.76501225490196,1610612753,58,58,2020-08-09T22:27:49Z,3670000,-139.0,94.0,1,left,MISS D. Augustin 17' jumpshot,[201571],1610612753.0,ORL,pullup,,,Augustin,D. Augustin,,,,,17.08,Missed,,,,,,,,,,,,,,,,,,
375,PT09M05.00S,2020-08-09T22:27:48.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,58,58,2020-08-09T22:27:49Z,3680000,,,0,,G. Hayward REBOUND (Off:1 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,374.0,5.0,4.0,1.0,,,,,,,,,,,,,,
376,PT08M58.00S,2020-08-09T22:27:54.3Z,3,REGULAR,2pt,jumpshot,[],202330,81.02825229960578,23.598345588235293,1610612738,60,58,2020-08-09T22:27:58Z,3690000,-132.0,126.0,1,right,G. Hayward 19' jumpshot (20 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,18.62,Made,,,,,20.0,,,,,,,,,,,,,
377,PT08M36.00S,2020-08-09T22:28:16.4Z,3,REGULAR,2pt,jumpshot,[],202696,6.1268068331143235,14.039522058823529,1610612753,60,60,2020-08-09T22:28:21Z,3700000,180.0,5.0,1,left,N. Vucevic 18' jumpshot (18 PTS),[202696],1610612753.0,ORL,turnaroundfadeaway,,,Vucevic,N. Vucevic,,,,,18.01,Made,,,,,18.0,,,,,,,,,,,,,
378,PT08M22.00S,2020-08-09T22:28:30.9Z,3,REGULAR,3pt,jumpshot,[],1628369,74.72076215505913,13.794424019607842,1610612738,60,60,2020-08-09T22:28:36Z,3710000,-181.0,185.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,
379,PT08M18.00S,2020-08-09T22:28:34.9Z,3,REGULAR,rebound,defensive,[],202696,,,1610612753,60,60,2020-08-09T22:28:36Z,3720000,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,378.0,5.0,5.0,0.0,,,,,,,,,,,,,,
380,PT08M14.00S,2020-08-09T22:28:38.6Z,3,REGULAR,turnover,badpass,[],201571,,,1610612753,60,60,2020-08-09T22:28:44Z,3730000,,,0,,D. Augustin TURNOVER badpass (3 TOV) Stolen,"[201571, 1627759]",1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,3.0,Brown,1627759.0
381,PT08M14.00S,2020-08-09T22:28:38.6Z,3,REGULAR,steal,,[],1627759,,,1610612738,60,60,2020-08-09T22:28:40Z,3740000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
382,PT08M14.00S,2020-08-09T22:28:41.7Z,3,REGULAR,foul,personal,[],1628411,,,1610612738,60,60,2020-08-09T22:29:13Z,3750000,,,0,,W. Iwundu FOUL personal (3 PF),"[1628411, 202689]",1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Walker,202689.0,,,
384,PT08M02.00S,2020-08-09T22:29:13.7Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,93.38042049934296,50.314031862745104,1610612738,62,60,2020-08-09T22:29:18Z,3770000,2.0,10.0,1,right,D. Theis dunk (2 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.53,Made,,,,,2.0,K. Walker,202689.0,4.0,,,,,,,,,,
386,PT07M48.00S,2020-08-09T22:29:30.4Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612753,62,60,2020-08-09T22:29:30Z,3790000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M38.00S,2020-08-09T22:29:53.2Z,3,REGULAR,2pt,jumpshot,[],202696,6.521024967148489,78.25520833333334,1610612753,62,60,2020-08-09T22:30:03Z,3800000,-141.0,9.0,1,left,MISS N. Vucevic 14' jumpshot,[202696],1610612753.0,ORL,stepback,,,Vucevic,N. Vucevic,,,,,14.2,Missed,,,,,,,,,,,,,,,,,,
388,PT07M35.00S,2020-08-09T22:29:56.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,60,2020-08-09T22:30:03Z,3810000,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,387.0,8.0,7.0,1.0,,,,,,,,,,,,,,
389,PT07M28.00S,2020-08-09T22:30:03.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202330,94.95729303547962,48.353247549019606,1610612738,64,60,2020-08-09T22:30:08Z,3820000,-8.0,-5.0,1,right,G. Hayward layup (22 PTS) (J. Tatum 4 AST),"[202330, 1628369]",1610612738.0,BOS,alleyoop,,,Hayward,G. Hayward,,,,,0.82,Made,,,,,22.0,J. Tatum,1628369.0,4.0,,,,,,,,,,
391,PT07M14.00S,2020-08-09T22:30:16.3Z,3,REGULAR,3pt,jumpshot,[],1629109,14.931011826544022,3.010110294117647,1610612753,64,63,2020-08-09T22:30:20Z,3840000,235.0,88.0,1,left,G. Clark 25' 3PT  (6 PTS) (D. Augustin 4 AST),"[1629109, 201571]",1610612753.0,ORL,,,,Clark,G. Clark,,,,,25.28,Made,,,,,6.0,D. Augustin,201571.0,4.0,,,,,,,,,,
393,PT07M04.00S,2020-08-09T22:30:27.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.43166885676742,48.10814950980392,1610612738,66,63,2020-08-09T22:30:32Z,3860000,-9.0,0.0,1,right,J. Tatum layup (12 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.09,Made,,,,,12.0,,,,,,,,,,,,,
394,PT06M51.00S,2020-08-09T22:30:39.4Z,3,REGULAR,3pt,jumpshot,[],202696,26.62614980289093,16.00030637254902,1610612753,66,63,2020-08-09T22:30:44Z,3870000,170.0,198.0,1,left,MISS N. Vucevic 26' 3PT,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,
395,PT06M48.00S,2020-08-09T22:30:42.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,66,63,2020-08-09T22:30:44Z,3880000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,394.0,3.0,3.0,0.0,,,,,,,,,,,,,,
396,PT06M34.00S,2020-08-09T22:30:56.9Z,3,REGULAR,2pt,jumpshot,[],202330,96.92838370565046,77.51991421568627,1610612738,68,63,2020-08-09T22:31:02Z,3890000,138.0,-24.0,1,right,G. Hayward 14' jumpshot (24 PTS) (D. Theis 1 AST),"[202330, 1628464]",1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,13.88,Made,,,,,24.0,D. Theis,1628464.0,1.0,,,,,,,,,,
398,PT06M27.00S,2020-08-09T22:31:06.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,68,63,2020-08-09T22:31:06Z,3910000,,,0,,timeout full,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M27.00S,2020-08-09T22:33:47.6Z,3,REGULAR,substitution,out,[],1629109,,,1610612753,68,63,2020-08-09T22:34:27Z,3920000,,,0,,substitution out Clark,[1629109],1610612753.0,ORL,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M27.00S,2020-08-09T22:33:47.6Z,3,REGULAR,substitution,in,[],203082,,,1610612753,68,63,2020-08-09T22:34:27Z,3930000,,,0,,substitution in Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M13.00S,2020-08-09T22:34:44.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628411,5.469776609724048,49.08854166666667,1610612753,68,63,2020-08-09T22:34:54Z,3940000,5.0,-1.0,1,left,MISS W. Iwundu layup,[1628411],1610612753.0,ORL,driving,,,Iwundu,W. Iwundu,,,,,0.64,Missed,,,,,,,,,,,,,,,,,,
402,PT06M12.00S,2020-08-09T22:34:45.2Z,3,REGULAR,rebound,offensive,[],202696,,,1610612753,68,63,2020-08-09T22:34:54Z,3950000,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,401.0,6.0,5.0,1.0,,,,,,,,,,,,,,
403,PT06M11.00S,2020-08-09T22:34:48.3Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202696,5.0,50.0,1610612753,68,65,2020-08-09T22:35:00Z,3960000,0.0,-6.0,1,left,N. Vucevic layup (20 PTS),[202696],1610612753.0,ORL,tip,,,Vucevic,N. Vucevic,,,,,0.0,Made,,,,,20.0,,,,,,,,,,,,,
404,PT05M47.00S,2020-08-09T22:35:10.0Z,3,REGULAR,3pt,jumpshot,[],1627759,67.88764783180025,40.75520833333333,1610612738,71,65,2020-08-09T22:35:15Z,3970000,-46.0,249.0,1,right,J. Brown 26' 3PT  (14 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.91,Made,,,,,14.0,,,,,,,,,,,,,
405,PT05M28.00S,2020-08-09T22:35:32.9Z,3,REGULAR,violation,kickedball,[],1628464,,,1610612753,71,65,2020-08-09T22:35:37Z,3980000,,,0,,D. Theis violation kickedball,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,2005.0,,,,,,,
406,PT05M28.00S,2020-08-09T22:35:38.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612753,71,65,2020-08-09T22:35:42Z,3990000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M28.00S,2020-08-09T22:35:38.3Z,3,REGULAR,substitution,in,[],203935,,,1610612753,71,65,2020-08-09T22:35:42Z,4000000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M22.00S,2020-08-09T22:35:53.3Z,3,REGULAR,3pt,jumpshot,[],201571,23.99802890932983,87.07873774509804,1610612753,71,68,2020-08-09T22:36:00Z,4010000,-185.0,173.0,1,left,D. Augustin 26' 3PT  (9 PTS),[201571],1610612753.0,ORL,bank,,,Augustin,D. Augustin,,,,,25.74,Made,,,,,9.0,,,,,,,,,,,,,
409,PT05M08.00S,2020-08-09T22:36:12.3Z,3,REGULAR,foul,personal,[],203082,,,1610612738,71,68,2020-08-09T22:36:18Z,4020000,,,0,,T. Ross FOUL personal (1 PF),"[203082, 1627759]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Brown,1627759.0,,,
411,PT05M08.00S,2020-08-09T22:36:17.6Z,3,REGULAR,substitution,out,[],201571,,,1610612738,71,68,2020-08-09T22:36:21Z,4040000,,,0,,substitution out Augustin,[201571],1610612753.0,ORL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M08.00S,2020-08-09T22:36:17.6Z,3,REGULAR,substitution,in,[],1628365,,,1610612738,71,68,2020-08-09T22:36:21Z,4050000,,,0,,substitution in Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M02.00S,2020-08-09T22:36:37.6Z,3,REGULAR,3pt,jumpshot,[],1627759,78.9257555847569,91.00030637254902,1610612738,71,68,2020-08-09T22:36:43Z,4060000,205.0,146.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
414,PT04M56.00S,2020-08-09T22:36:43.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612753,71,68,2020-08-09T22:36:43Z,4070000,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,413.0,7.0,6.0,1.0,,,,,,,,,,,,,,
415,PT04M46.00S,2020-08-09T22:36:53.2Z,3,REGULAR,3pt,jumpshot,[],203082,13.87976346911958,95.16697303921569,1610612753,71,68,2020-08-09T22:36:57Z,4080000,-226.0,78.0,1,left,MISS T. Ross 24' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,24.07,Missed,,,,,,,,,,,,,,,,,,
416,PT04M43.00S,2020-08-09T22:36:56.2Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,71,68,2020-08-09T22:36:57Z,4090000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,415.0,4.0,4.0,0.0,,,,,,,,,,,,,,
417,PT04M35.00S,2020-08-09T22:37:04.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203935,94.95729303547962,47.86305147058824,1610612738,73,68,2020-08-09T22:37:08Z,4100000,-11.0,-5.0,1,right,M. Smart layup (5 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.07,Made,,,,,5.0,,,,,,,,,,,,,
418,PT04M23.00S,2020-08-09T22:37:17.1Z,3,REGULAR,2pt,hook,['pointsinthepaint'],202696,17.427726675427067,60.11795343137255,1610612753,73,68,2020-08-09T22:37:21Z,4110000,-51.0,111.0,1,left,MISS N. Vucevic 13' hook,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,12.73,Missed,,,,,,,,,,,,,,,,,,
419,PT04M21.00S,2020-08-09T22:37:18.5Z,3,REGULAR,rebound,offensive,[],202696,,,1610612753,73,68,2020-08-09T22:37:18Z,4120000,,,0,,N. Vucevic REBOUND (Off:2 Def:6),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,418.0,8.0,6.0,2.0,,,,,,,,,,,,,,
420,PT04M20.00S,2020-08-09T22:37:19.5Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",202696,6.1268068331143235,50.06893382352941,1610612753,73,70,2020-08-09T22:37:25Z,4130000,0.0,5.0,1,left,N. Vucevic dunk (22 PTS),[202696],1610612753.0,ORL,putback,,,Vucevic,N. Vucevic,,,,,1.06,Made,,,,,22.0,,,,,,,,,,,,,
421,PT04M06.00S,2020-08-09T22:37:33.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,95.22010512483574,47.127757352941174,1610612738,75,70,2020-08-09T22:37:36Z,4140000,-14.0,-8.0,1,right,K. Walker layup (3 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.46,Made,,,,,3.0,,,,,,,,,,,,,
422,PT04M03.00S,2020-08-09T22:37:39.2Z,3,REGULAR,stoppage,other,[],0,,,1610612753,75,70,2020-08-09T22:37:48Z,4150000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M51.00S,2020-08-09T22:37:57.9Z,3,REGULAR,3pt,jumpshot,[],203082,25.04927726675427,15.510110294117647,1610612753,75,70,2020-08-09T22:38:06Z,4160000,172.0,183.0,1,left,MISS T. Ross 26' 3PT Blocked,"[203082, 1627759]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.54,Missed,,,,,,,,,Brown,1627759.0,,,,,,,,
426,PT03M51.00S,2020-08-09T22:37:57.9Z,3,REGULAR,block,,[],1627759,,,1610612753,75,70,2020-08-09T22:38:06Z,4165000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M47.00S,2020-08-09T22:38:01.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,75,70,2020-08-09T22:38:06Z,4170000,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,423.0,1.0,1.0,0.0,,,,,,,,,,,,,,
425,PT03M45.00S,2020-08-09T22:38:05.8Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,75,70,2020-08-09T22:38:11Z,4180000,,,0,,K. Walker TURNOVER outofbounds (3 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,,,,,,,,,,2005.0,,,,,3.0,,
427,PT03M45.00S,2020-08-09T22:38:09.3Z,3,REGULAR,substitution,out,[],1628464,,,1610612753,75,70,2020-08-09T22:38:22Z,4190000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M45.00S,2020-08-09T22:38:09.3Z,3,REGULAR,substitution,out,[],202696,,,1610612753,75,70,2020-08-09T22:38:22Z,4200000,,,0,,substitution out Vucevic,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M45.00S,2020-08-09T22:38:09.3Z,3,REGULAR,substitution,out,[],1628411,,,1610612753,75,70,2020-08-09T22:38:22Z,4210000,,,0,,substitution out Iwundu,[1628411],1610612753.0,ORL,,,,Iwundu,W. Iwundu,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M45.00S,2020-08-09T22:38:09.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612753,75,70,2020-08-09T22:38:22Z,4220000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M45.00S,2020-08-09T22:38:09.3Z,3,REGULAR,substitution,in,[],1628982,,,1610612753,75,70,2020-08-09T22:38:22Z,4230000,,,0,,substitution in Frazier Jr.,[1628982],1610612753.0,ORL,,,,Frazier Jr.,M. Frazier Jr.,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M45.00S,2020-08-09T22:38:09.3Z,3,REGULAR,substitution,in,[],203920,,,1610612753,75,70,2020-08-09T22:38:22Z,4240000,,,0,,substitution in Birch,[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M29.00S,2020-08-09T22:38:44.7Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1628365,9.806176084099869,37.32383578431372,1610612753,75,70,2020-08-09T22:38:50Z,4250000,63.0,40.0,1,left,MISS M. Fultz 8' jumpshot,[1628365],1610612753.0,ORL,fadeaway,,,Fultz,M. Fultz,,,,,7.79,Missed,,,,,,,,,,,,,,,,,,
434,PT03M28.00S,2020-08-09T22:38:46.4Z,3,REGULAR,rebound,offensive,[],203920,,,1610612753,75,70,2020-08-09T22:38:46Z,4260000,,,0,,K. Birch REBOUND (Off:2 Def:0),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,433.0,2.0,0.0,2.0,,,,,,,,,,,,,,
435,PT03M28.00S,2020-08-09T22:38:47.9Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612753,75,70,2020-08-09T22:39:04Z,4270000,,,0,,K. Walker FOUL personal (2 PF) (Birch 2freethrow),"[202689, 203920]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Birch,203920.0,,,
437,PT03M28.00S,2020-08-09T22:39:08.9Z,3,REGULAR,freethrow,1of2,"['fromturnover', '2ndchance']",203920,,,1610612753,75,71,2020-08-09T22:39:08Z,4290000,,,0,,K. Birch freethrow 1of2 (1 PTS),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
438,PT03M28.00S,2020-08-09T22:39:09.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612753,75,71,2020-08-09T22:39:17Z,4300000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M28.00S,2020-08-09T22:39:09.8Z,3,REGULAR,substitution,out,[],202689,,,1610612753,75,71,2020-08-09T22:39:17Z,4310000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M28.00S,2020-08-09T22:39:09.8Z,3,REGULAR,substitution,in,[],202954,,,1610612753,75,71,2020-08-09T22:39:17Z,4320000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M28.00S,2020-08-09T22:39:09.8Z,3,REGULAR,substitution,in,[],1628369,,,1610612753,75,71,2020-08-09T22:39:17Z,4330000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M28.00S,2020-08-09T22:39:24.9Z,3,REGULAR,freethrow,2of2,"['fromturnover', '2ndchance']",203920,,,1610612753,75,72,2020-08-09T22:39:24Z,4340000,,,0,,K. Birch freethrow 2of2 (2 PTS),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
443,PT03M12.00S,2020-08-09T22:39:43.2Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,83.919185282523,65.26501225490196,1610612738,75,72,2020-08-09T22:39:46Z,4350000,76.0,99.0,1,right,MISS M. Smart 13' jumpshot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,12.91,Missed,,,,,,,,,,,,,,,,,,
444,PT03M10.00S,2020-08-09T22:39:45.2Z,3,REGULAR,rebound,defensive,[],203920,,,1610612753,75,72,2020-08-09T22:39:46Z,4360000,,,0,,K. Birch REBOUND (Off:2 Def:1),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,443.0,3.0,1.0,2.0,,,,,,,,,,,,,,
445,PT02M59.00S,2020-08-09T22:39:55.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628365,7.966491458607096,39.77481617647059,1610612753,75,72,2020-08-09T22:40:08Z,4370000,51.0,22.0,1,left,MISS M. Fultz 6' jumpshot,[1628365],1610612753.0,ORL,drivingfloatingbank,,,Fultz,M. Fultz,,,,,5.82,Missed,,,,,,,,,,,,,,,,,,
446,PT02M56.00S,2020-08-09T22:39:58.8Z,3,REGULAR,rebound,offensive,[],203516,,,1610612753,75,72,2020-08-09T22:40:08Z,4380000,,,0,,J. Ennis III REBOUND (Off:2 Def:8),[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,445.0,10.0,8.0,2.0,,,,,,,,,,,,,,
447,PT02M54.00S,2020-08-09T22:40:00.4Z,3,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",203516,5.0,50.0,1610612753,75,74,2020-08-09T22:41:29Z,4390000,0.0,-6.0,1,left,J. Ennis III layup (10 PTS),[203516],1610612753.0,ORL,putback,,,Ennis III,J. Ennis III,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,,,
448,PT02M44.00S,2020-08-09T22:40:10.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,94.56307490144546,46.14736519607843,1610612738,75,74,2020-08-09T22:40:16Z,4400000,-19.0,-1.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,
449,PT02M44.00S,2020-08-09T22:40:10.8Z,3,REGULAR,rebound,defensive,[],203920,,,1610612753,75,74,2020-08-09T22:40:16Z,4410000,,,0,,K. Birch REBOUND (Off:2 Def:2),[203920],1610612753.0,ORL,,,,Birch,K. Birch,,,,,,,448.0,4.0,2.0,2.0,,,,,,,,,,,,,,
450,PT02M38.00S,2020-08-09T22:40:16.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203516,26.49474375821288,13.304227941176471,1610612753,75,74,2020-08-09T22:40:23Z,4420000,183.0,197.0,1,left,MISS J. Ennis III 27' 3PT,[203516],1610612753.0,ORL,pullup,,,Ennis III,J. Ennis III,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,
451,PT02M34.00S,2020-08-09T22:40:20.9Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,75,74,2020-08-09T22:40:23Z,4430000,,,0,,G. Hayward REBOUND (Off:1 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,450.0,6.0,5.0,1.0,,,,,,,,,,,,,,
452,PT02M31.00S,2020-08-09T22:40:24.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1629057,95.87713534822602,49.82383578431372,1610612738,77,74,2020-08-09T22:40:30Z,4440000,-1.0,-14.0,1,right,R. Williams III layup (6 PTS) (G. Hayward 5 AST),"[1629057, 202330]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,0.82,Made,,,,,6.0,G. Hayward,202330.0,5.0,,,,,,,,,,
