actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerName,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,subsInPlayerName,subsInPersonId,blockPlayerName,blockPersonId,blockTotal,value
98,PT02M56.00S,2020-02-23T20:55:49.8Z,1,REGULAR,foul,personal,[],1628464,,,1610612747,18,17,2020-02-23T20:56:13Z,970000,,[BOS] Theis foul personal (1 PF),"[1628464, 203076]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1830.0,1.0,0.0,Davis,203076.0,,,,,,,,,,
100,PT02M56.00S,2020-02-23T20:56:00.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,18,17,2020-02-23T20:56:00Z,990000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M56.00S,2020-02-23T20:59:06.7Z,1,REGULAR,substitution,out,[],1627759,,,1610612747,18,17,2020-02-23T20:59:25Z,1000000,,[BOS] substitution Brown replaced by Wanamaker,"[1627759, 202954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,Wanamaker,202954.0,,,,
102,PT02M56.00S,2020-02-23T20:59:06.7Z,1,REGULAR,substitution,out,[],1628464,,,1610612747,18,17,2020-02-23T20:59:25Z,1010000,,[BOS] substitution Theis replaced by Kanter,"[1628464, 202683]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,,,,
105,PT02M47.00S,2020-02-23T20:59:27.2Z,1,REGULAR,3pt,jumpshot,[],1628398,29.48423127463863,19.048713235294116,1610612747,18,17,2020-02-23T21:00:03Z,1040000,left,[LAL] Kuzma pullup 3pt jumpshot: Missed,[1628398],1610612747.0,LAL,pullup,,,Kuzma,K. Kuzma,,,,,27.74,: Missed,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M45.00S,2020-02-23T20:59:29.2Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,18,17,2020-02-23T20:59:30Z,1050000,,[BOS] Ojeleye defensive rebound (Off:0 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
107,PT02M29.00S,2020-02-23T20:59:44.1Z,1,REGULAR,turnover,lostball,[],202683,,,1610612738,18,17,2020-02-23T20:59:47Z,1060000,,[BOS] Kanter lostball turnover (1 TO) Steal: Caldwell-Pope (1 STL),"[202683, 203484]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,1.0,,,,,,
109,PT02M17.00S,2020-02-23T20:59:56.1Z,1,REGULAR,2pt,jumpshot,['fromturnover'],203076,18.31471747700394,19.784007352941174,1610612747,18,17,2020-02-23T21:00:02Z,1080000,left,[LAL] Davis jumpshot: Missed,[203076],1610612747.0,LAL,stepback,,,Davis,A. Davis,,,,,19.62,: Missed,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M14.00S,2020-02-23T21:00:00.0Z,1,REGULAR,rebound,offensive,[],200765,,,1610612747,18,17,2020-02-23T21:00:00Z,1090000,,[LAL] Rondo offensive rebound (Off:1 Def:0),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
111,PT02M13.00S,2020-02-23T21:00:00.9Z,1,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', '2ndchance']",203076,6.8823915900131425,50.91145833333333,1610612747,20,17,2020-02-23T21:00:05Z,1100000,left,[LAL] Davis dunk: Made (6 PTS) assist: Rondo (1 AST),"[203076, 200765]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,1.83,: Made,6.0,Rondo,200765.0,1.0,,,,,,,,,,,,,,,,,,,
113,PT01M55.00S,2020-02-23T21:00:19.2Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,80.73258869908015,63.41145833333333,1610612738,20,19,2020-02-23T21:00:24Z,1120000,right,[BOS] Hayward jumpshot: Made (4 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,15.0,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
114,PT01M47.00S,2020-02-23T21:00:26.7Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203484,9.379106438896187,45.029105392156865,1610612747,22,19,2020-02-23T21:01:25Z,1130000,left,[LAL] Caldwell-Pope layup: Made (2 PTS) assist: Rondo (2 AST),"[203484, 200765]",1610612747.0,LAL,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,4.81,: Made,2.0,Rondo,200765.0,2.0,,,,,,,,,,,,,,,,,,,
116,PT01M28.00S,2020-02-23T21:00:46.0Z,1,REGULAR,turnover,badpass,[],202954,,,1610612738,22,19,2020-02-23T21:00:51Z,1150000,,[BOS] Wanamaker badpass turnover (1 TO) Steal: Rondo (1 STL),"[202954, 200765]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,1.0,Rondo,200765.0,1.0,,,,,,
118,PT01M19.00S,2020-02-23T21:00:55.1Z,1,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",1628398,8.196452036793687,48.705575980392155,1610612747,24,19,2020-02-23T21:01:00Z,1170000,left,[LAL] Kuzma hook: Made (4 PTS),[1628398],1610612747.0,LAL,bank,,,Kuzma,K. Kuzma,,,,,3.07,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
120,PT00M57.60S,2020-02-23T21:01:17.0Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,92.69053876478318,47.23498774509803,1610612738,24,19,2020-02-23T21:02:10Z,1190000,right,[BOS] Smart jumpshot: Missed,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,2.57,: Missed,,,,,,,,,,,,,,,,,,,,,,,
121,PT00M55.30S,2020-02-23T21:01:19.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612747,24,19,2020-02-23T21:01:20Z,1200000,,[LAL] Kuzma defensive rebound (Off:0 Def:1),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT00M49.80S,2020-02-23T21:01:24.7Z,1,REGULAR,3pt,jumpshot,[],202340,28.170170827858072,83.99969362745098,1610612747,24,19,2020-02-23T21:01:29Z,1210000,left,[LAL] Bradley 3pt jumpshot: Missed,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,27.63,: Missed,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M47.10S,2020-02-23T21:01:27.5Z,1,REGULAR,rebound,defensive,[],1628400,,,1610612738,24,19,2020-02-23T21:01:27Z,1220000,,[BOS] Ojeleye defensive rebound (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,122.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
124,PT00M41.90S,2020-02-23T21:01:32.6Z,1,REGULAR,2pt,layup,['pointsinthepaint'],203935,91.11366622864652,48.705575980392155,1610612738,24,19,2020-02-23T21:02:39Z,1230000,right,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.71,: Missed,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M40.00S,2020-02-23T21:01:34.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,24,19,2020-02-23T21:01:34Z,1240000,,[LAL] Davis defensive rebound (Off:1 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,124.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
126,PT00M36.20S,2020-02-23T21:01:39.3Z,1,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",200765,8.459264126149804,49.685968137254896,1610612747,26,19,2020-02-23T21:01:44Z,1250000,left,[LAL] Rondo layup: Made (2 PTS),[200765],1610612747.0,LAL,runningreverse,,,Rondo,R. Rondo,,,,,3.25,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
127,PT00M21.50S,2020-02-23T21:01:56.7Z,1,REGULAR,3pt,jumpshot,[],203935,76.52759526938239,86.45067401960785,1610612738,26,19,2020-02-23T21:02:01Z,1260000,right,[BOS] Smart 3pt jumpshot: Missed,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.17,: Missed,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M18.60S,2020-02-23T21:01:59.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612747,26,19,2020-02-23T21:01:59Z,1270000,,[LAL] Kuzma defensive rebound (Off:0 Def:2),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
129,PT00M02.20S,2020-02-23T21:02:16.9Z,1,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628398,9.641918528252305,49.19577205882353,1610612747,28,19,2020-02-23T21:02:23Z,1280000,left,[LAL] Kuzma jumpshot: Made (6 PTS),[1628398],1610612747.0,LAL,drivingfloating,,,Kuzma,K. Kuzma,,,,,4.38,: Made,6.0,,,,,,,,,,,,,,,,,,,,,,
130,PT00M00.20S,2020-02-23T21:02:23.9Z,1,REGULAR,3pt,jumpshot,['fastbreak'],202954,69.4316688567674,29.587928921568633,1610612738,28,19,2020-02-23T21:02:49Z,1290000,right,[BOS] Wanamaker runningpullup 3pt jumpshot: Missed,[202954],1610612738.0,BOS,runningpullup,,,Wanamaker,B. Wanamaker,,,,,26.11,: Missed,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M00.10S,2020-02-23T21:02:24.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,19,2020-02-23T21:02:37Z,1300000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,
132,PT00M00.00S,2020-02-23T21:02:26.8Z,1,REGULAR,period,end,[],0,,,1610612738,28,19,2020-02-23T21:02:26Z,1310000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2020-02-23T21:04:49.5Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612738,28,19,2020-02-23T21:06:08Z,1320000,,[LAL] substitution Davis replaced by James,"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,James,2544.0,,,,
134,PT12M00.00S,2020-02-23T21:04:49.5Z,2,REGULAR,substitution,out,['startperiod'],202340,,,1610612738,28,19,2020-02-23T21:06:08Z,1330000,,[LAL] substitution Bradley replaced by Howard,"[202340, 2730]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,Howard,2730.0,,,,
135,PT12M00.00S,2020-02-23T21:04:49.5Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612738,28,19,2020-02-23T21:06:08Z,1340000,,[BOS] substitution Hayward replaced by Brown,"[202330, 1627759]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,Brown,1627759.0,,,,
136,PT12M00.00S,2020-02-23T21:04:49.5Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,28,19,2020-02-23T21:06:08Z,1350000,,[BOS] substitution Smart replaced by Tatum,"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,,,,
137,PT12M00.00S,2020-02-23T21:04:49.5Z,2,REGULAR,substitution,out,['startperiod'],1628400,,,1610612738,28,19,2020-02-23T21:06:08Z,1360000,,[BOS] substitution Ojeleye replaced by Langford,"[1628400, 1629641]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,Langford,1629641.0,,,,
143,PT12M00.00S,2020-02-23T21:06:12.7Z,2,REGULAR,period,start,[],0,,,1610612738,28,19,2020-02-23T21:06:12Z,1420000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M44.00S,2020-02-23T21:06:29.2Z,2,REGULAR,foul,personal,['2freethrow'],2730,,,1610612738,28,19,2020-02-23T21:06:35Z,1430000,,[LAL] Howard foul personal (1 PF) (Langford 2freethrow),"[2730, 1629641]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,,,,,,,,203592.0,1.0,0.0,Langford,1629641.0,,,,,,,,,,
146,PT11M44.00S,2020-02-23T21:06:54.9Z,2,REGULAR,freethrow,1of2,[],1629641,,,1610612738,28,19,2020-02-23T21:06:54Z,1450000,,[BOS] Langford freethrow 1of2: Missed,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M44.00S,2020-02-23T21:06:54.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,28,19,2020-02-23T21:06:54Z,1460000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,
148,PT11M44.00S,2020-02-23T21:06:54.9Z,2,REGULAR,freethrow,2of2,[],1629641,,,1610612738,28,19,2020-02-23T21:07:12Z,1470000,,[BOS] Langford freethrow 2of2: Missed,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M42.00S,2020-02-23T21:06:56.9Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,28,19,2020-02-23T21:07:12Z,1480000,,[LAL] Howard defensive rebound (Off:0 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
150,PT11M26.00S,2020-02-23T21:07:33.7Z,2,REGULAR,turnover,traveling,[],1628398,,,1610612747,28,19,2020-02-23T21:07:41Z,1490000,,[LAL] Kuzma traveling turnover (1 TO),[1628398],1610612747.0,LAL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,2529.0,,,,,1.0,,,,,,,,,
151,PT11M10.00S,2020-02-23T21:07:55.6Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628369,93.08475689881735,47.23498774509803,1610612738,28,21,2020-02-23T21:08:02Z,1500000,right,[BOS] Tatum layup: Made (3 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.27,: Made,3.0,,,,,,,,,,,,,,,,,,,,,,
152,PT10M56.00S,2020-02-23T21:08:09.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],2544,9.247700394218143,47.970281862745104,1610612747,28,21,2020-02-23T21:08:12Z,1510000,left,[LAL] James layup: Missed,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,4.12,: Missed,,,,,,,,,,,,,,,,,,,,,,,
153,PT10M54.00S,2020-02-23T21:08:11.2Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,28,21,2020-02-23T21:08:12Z,1520000,,[BOS] Kanter defensive rebound (Off:0 Def:1),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
155,PT10M52.00S,2020-02-23T21:08:14.8Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1629641,92.29632063074901,46.744791666666664,1610612738,28,21,2020-02-23T21:10:25Z,1540000,right,[BOS] Langford layup: Missed Block: Howard (1 BLK),"[1629641, 2730]",1610612738.0,BOS,running,,,Langford,R. Langford,,,,,3.02,: Missed,,,,,,,,,,,,,,,,,,,,Howard,2730.0,1.0,
174,PT10M52.00S,2020-02-23T21:08:14.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,28,21,2020-02-23T21:10:25Z,1560000,,[LAL] Team defensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,
158,PT10M52.00S,2020-02-23T21:09:09.2Z,2,REGULAR,stoppage,equipmentmalfunction,[],0,,,1610612747,28,21,2020-02-23T21:10:25Z,1570000,,stoppage equipmentmalfunction,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M52.00S,2020-02-23T21:09:19.6Z,2,REGULAR,jumpball,recovered,[],200765,,,1610612747,28,21,2020-02-23T21:11:59Z,1580000,,Jump Ball: Howard vs. Kanter tip to Rondo,"[200765, 2730, 202683]",1610612747.0,LAL,heldball,Rondo,200765.0,Rondo,R. Rondo,Howard,2730.0,Kanter,202683.0,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M47.00S,2020-02-23T21:09:20.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],2730,9.247700394218143,46.49969362745098,1610612747,28,21,2020-02-23T21:12:39Z,1620000,left,[LAL] Howard layup: Missed,[2730],1610612747.0,LAL,alleyoop,,,Howard,D. Howard,,,,,4.36,: Missed,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M46.00S,2020-02-23T21:09:21.4Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,28,21,2020-02-23T21:12:39Z,1635000,,[BOS] Kanter defensive rebound (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
165,PT10M32.00S,2020-02-23T21:09:29.0Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1627759,95.97568988173455,94.04871323529412,1610612738,28,24,2020-02-23T21:10:53Z,1640000,right,[BOS] Brown 3pt shot: Made (7 PTS) assist: Tatum (1 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.04,: Made,7.0,Tatum,1628369.0,1.0,,,,,,,,,,,,,,,,,,,
167,PT10M26.00S,2020-02-23T21:09:40.4Z,2,REGULAR,3pt,jumpshot,[],200765,25.147831800262807,14.146752450980387,1610612747,28,24,2020-02-23T21:12:05Z,1650000,left,[LAL] Rondo 3pt jumpshot: Missed,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,26.08,: Missed,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M23.00S,2020-02-23T21:09:43.4Z,2,REGULAR,rebound,offensive,[],2730,,,1610612747,28,24,2020-02-23T21:12:05Z,1660000,,[LAL] Howard offensive rebound (Off:1 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,167.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
169,PT10M22.00S,2020-02-23T21:09:43.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",2730,6.619579500657039,51.15655637254902,1610612747,30,24,2020-02-23T21:09:50Z,1670000,left,[LAL] Howard layup: Made (2 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,1.63,: Made,2.0,,,,,,,,,,,,,,,,,,,,,,
170,PT10M22.00S,2020-02-23T21:09:46.7Z,2,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612747,30,24,2020-02-23T21:09:55Z,1680000,,[BOS] Tatum foul personal (1 PF) (Howard 1freethrow),"[1628369, 2730]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2529.0,1.0,0.0,Howard,2730.0,,,,,,,,,,
172,PT10M22.00S,2020-02-23T21:10:12.9Z,2,REGULAR,freethrow,1of1,['2ndchance'],2730,,,1610612747,30,24,2020-02-23T21:10:15Z,1700000,,[LAL] Howard freethrow 1of1: Missed,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M20.00S,2020-02-23T21:10:14.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,30,24,2020-02-23T21:10:15Z,1710000,,[BOS] Brown defensive rebound (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
175,PT10M07.00S,2020-02-23T21:10:27.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,91.77069645203679,51.40165441176471,1610612738,30,26,2020-02-23T21:10:32Z,1720000,right,[BOS] Tatum jumpshot: Made (5 PTS),[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,3.12,: Made,5.0,,,,,,,,,,,,,,,,,,,,,,
176,PT09M56.00S,2020-02-23T21:10:39.8Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612747,30,26,2020-02-23T21:10:52Z,1730000,,[BOS] Tatum foul personal (2 PF) (Howard 2freethrow),"[1628369, 2730]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1830.0,2.0,0.0,Howard,2730.0,,,,,,,,,,
179,PT09M56.00S,2020-02-23T21:11:11.1Z,2,REGULAR,freethrow,1of2,[],2730,,,1610612747,31,26,2020-02-23T21:11:11Z,1750000,,[LAL] Howard freethrow 1of2: Made (3 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,: Made,3.0,,,,,,,,,,,,,,,,,,,,,,
180,PT09M56.00S,2020-02-23T21:11:31.9Z,2,REGULAR,freethrow,2of2,[],2730,,,1610612747,32,26,2020-02-23T21:11:32Z,1760000,,[LAL] Howard freethrow 2of2: Made (4 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,: Made,4.0,,,,,,,,,,,,,,,,,,,,,,
181,PT09M47.00S,2020-02-23T21:11:43.6Z,2,REGULAR,turnover,lostball,[],202954,,,1610612738,32,26,2020-02-23T21:11:47Z,1770000,,[BOS] Wanamaker lostball turnover (2 TO) Steal: Rondo (2 STL),"[202954, 200765]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,2.0,Rondo,200765.0,2.0,,,,,,
183,PT09M46.00S,2020-02-23T21:11:47.2Z,2,REGULAR,foul,personal,['2freethrow'],202954,,,1610612747,32,26,2020-02-23T21:11:59Z,1790000,,[BOS] Wanamaker foul personal (1 PF) (James 2freethrow),"[202954, 2544]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,203592.0,1.0,0.0,James,2544.0,,,,,,,,,,
185,PT09M46.00S,2020-02-23T21:12:23.7Z,2,REGULAR,freethrow,1of2,['fromturnover'],2544,,,1610612747,32,26,2020-02-23T21:12:23Z,1810000,,[LAL] James freethrow 1of2: Missed,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M46.00S,2020-02-23T21:12:23.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,32,26,2020-02-23T21:12:23Z,1820000,,[LAL] Team offensive rebound,[],1610612747.0,LAL,,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,
187,PT09M46.00S,2020-02-23T21:12:24.4Z,2,REGULAR,substitution,out,[],202683,,,1610612747,32,26,2020-02-23T21:12:33Z,1830000,,[BOS] substitution Kanter replaced by Williams,"[202683, 1629684]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,Williams,1629684.0,,,,
189,PT09M46.00S,2020-02-23T21:12:41.7Z,2,REGULAR,freethrow,2of2,['fromturnover'],2544,,,1610612747,33,26,2020-02-23T21:12:41Z,1850000,,[LAL] James freethrow 2of2: Made (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,: Made,6.0,,,,,,,,,,,,,,,,,,,,,,
191,PT09M32.00S,2020-02-23T21:13:03.5Z,2,REGULAR,3pt,jumpshot,[],1629684,94.26741130091985,96.49969362745098,1610612738,33,26,2020-02-23T21:13:07Z,1860000,right,[BOS] Williams 3pt jumpshot: Missed,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.26,: Missed,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M29.00S,2020-02-23T21:13:06.5Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,33,26,2020-02-23T21:13:07Z,1870000,,[LAL] Howard defensive rebound (Off:1 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,191.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
193,PT09M12.00S,2020-02-23T21:13:23.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628398,11.218791064388967,49.93106617647059,1610612747,33,26,2020-02-23T21:13:28Z,1880000,left,[LAL] Kuzma layup: Missed Block: Tatum (1 BLK),"[1628398, 1628369]",1610612747.0,LAL,driving,,,Kuzma,K. Kuzma,,,,,5.85,: Missed,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,1.0,
195,PT09M09.00S,2020-02-23T21:13:26.3Z,2,REGULAR,rebound,defensive,[],202954,,,1610612738,33,26,2020-02-23T21:13:28Z,1900000,,[BOS] Wanamaker defensive rebound (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,193.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
196,PT09M06.00S,2020-02-23T21:13:29.3Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1628369,71.13994743758212,81.30361519607843,1610612738,33,26,2020-02-23T21:15:21Z,1910000,right,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.35,: Missed,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M03.00S,2020-02-23T21:13:32.3Z,2,REGULAR,rebound,defensive,[],203484,,,1610612747,33,26,2020-02-23T21:13:34Z,1920000,,[LAL] Caldwell-Pope defensive rebound (Off:0 Def:1),[203484],1610612747.0,LAL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
198,PT09M01.00S,2020-02-23T21:13:35.0Z,2,REGULAR,2pt,dunk,"['fastbreak', 'pointsinthepaint']",1628398,7.408015768725363,50.666360294117645,1610612747,35,26,2020-02-23T21:15:36Z,1930000,left,[LAL] Kuzma dunk: Made (8 PTS) assist: Rondo (3 AST),"[1628398, 200765]",1610612747.0,LAL,cutting,,,Kuzma,K. Kuzma,,,,,2.28,: Made,8.0,Rondo,200765.0,3.0,,,,,,,,,,,,,,,,,,,
200,PT09M01.00S,2020-02-23T21:13:40.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,26,2020-02-23T21:13:40Z,1950000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M45.00S,2020-02-23T21:17:20.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,86.51445466491458,50.42126225490196,1610612738,35,26,2020-02-23T21:18:14Z,1960000,right,[BOS] Wanamaker jumpshot: Missed,[202954],1610612738.0,BOS,floating,,,Wanamaker,B. Wanamaker,,,,,7.98,: Missed,,,,,,,,,,,,,,,,,,,,,,,
