actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
270,PT03M55.00S,2020-09-09T23:37:29.3Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612761,43,38,2020-09-09T23:41:16Z,2650000,,,0,,D. Theis FOUL personal (1 PF) (Lowry 1freethrow),"[1628464, 200768]",1610612738.0,BOS,awayfromplay,,,Theis,D. Theis,,,,,1146.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
272,PT03M55.00S,2020-09-09T23:37:57.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612761,43,38,2020-09-09T23:39:31Z,2670000,,,0,,,[],,,support,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,
295,PT03M55.00S,2020-09-09T23:38:24.5Z,2,REGULAR,substitution,out,[],202689,,,1610612761,43,38,2020-09-09T23:41:36Z,2675000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M55.00S,2020-09-09T23:38:24.5Z,2,REGULAR,substitution,in,[],202954,,,1610612761,43,38,2020-09-09T23:41:36Z,2677500,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M55.00S,2020-09-09T23:38:51.7Z,2,REGULAR,freethrow,1of1,[],200768,,,1610612761,43,38,2020-09-09T23:41:22Z,2680000,,,0,,MISS K. Lowry awayfromplay freethrow 1of1,[200768],1610612761.0,TOR,awayfromplay,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,,,,,,,,,,,,,
274,PT03M55.00S,2020-09-09T23:38:51.7Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,43,38,2020-09-09T23:38:56Z,2690000,,,0,,J. Tatum REBOUND (Off:3 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,273.0,,8.0,5.0,3.0,,,,,,,,,
275,PT03M44.00S,2020-09-09T23:39:03.9Z,2,REGULAR,foul,personal,['2freethrow'],201586,,,1610612738,43,38,2020-09-09T23:39:11Z,2700000,,,0,,S. Ibaka FOUL personal (2 PF) (Smart 2freethrow),"[201586, 203935]",1610612761.0,TOR,shooting,,,Ibaka,S. Ibaka,,,,,2882.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
277,PT03M44.00S,2020-09-09T23:39:31.0Z,2,REGULAR,freethrow,1of2,[],203935,,,1610612738,44,38,2020-09-09T23:39:31Z,2720000,,,0,,M. Smart freethrow 1of2 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
278,PT03M44.00S,2020-09-09T23:39:43.7Z,2,REGULAR,freethrow,2of2,[],203935,,,1610612738,45,38,2020-09-09T23:39:43Z,2730000,,,0,,M. Smart freethrow 2of2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
279,PT03M33.00S,2020-09-09T23:39:57.3Z,2,REGULAR,3pt,jumpshot,[],1629744,32.670827858081466,59.62775735294118,1610612761,45,38,2020-09-09T23:40:00Z,2740000,-48.0,255.0,1,left,MISS M. Thomas 26' 3PT,[1629744],1610612761.0,TOR,,,,Thomas,M. Thomas,,,,,,,,,,Missed,,,26.45,,,,,,,,,,,,
280,PT03M32.00S,2020-09-09T23:39:58.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,38,2020-09-09T23:40:00Z,2750000,,,0,,J. Tatum REBOUND (Off:3 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,279.0,,9.0,6.0,3.0,,,,,,,,,
281,PT03M18.00S,2020-09-09T23:40:12.5Z,2,REGULAR,3pt,jumpshot,[],202954,92.59198423127464,95.65716911764706,1610612738,45,38,2020-09-09T23:40:17Z,2760000,228.0,17.0,1,right,MISS B. Wanamaker 23' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,,22.94,,,,,,,,,,,,
282,PT03M17.00S,2020-09-09T23:40:13.5Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,45,38,2020-09-09T23:40:58Z,2770000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,281.0,,3.0,3.0,0.0,,,,,,,,,
283,PT03M10.00S,2020-09-09T23:40:20.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627832,7.046649145860711,54.970894607843135,1610612761,45,38,2020-09-09T23:40:27Z,2780000,-25.0,14.0,1,left,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,3.14,,,,,,,,,,,,
284,PT03M08.00S,2020-09-09T23:40:22.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,38,2020-09-09T23:40:27Z,2790000,,,0,,J. Brown REBOUND (Off:3 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,283.0,,5.0,2.0,3.0,,,,,,,,,
285,PT03M04.00S,2020-09-09T23:40:26.1Z,2,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627759,90.62089356110381,51.53952205882353,1610612738,47,38,2020-09-09T23:40:41Z,2800000,8.0,36.0,1,right,J. Brown layup (19 PTS),[1627759],1610612738.0,BOS,runningfingerroll,,,Brown,J. Brown,,,,,,,,,,Made,19.0,,4.19,,,,,,,,,,,,
286,PT02M47.00S,2020-09-09T23:40:43.1Z,2,REGULAR,2pt,jumpshot,[],1629744,9.806176084099869,69.43167892156863,1610612761,47,40,2020-09-09T23:40:52Z,2810000,-97.0,40.0,1,left,M. Thomas 11' jumpshot (2 PTS) (P. Siakam 3 AST),"[1629744, 1627783]",1610612761.0,TOR,pullupbank,,,Thomas,M. Thomas,,,,,,,,,,Made,2.0,,10.72,,,,,,,P. Siakam,1627783.0,3.0,,,
288,PT02M35.00S,2020-09-09T23:40:59.9Z,2,REGULAR,foul,personal,[],1629744,,,1610612738,47,40,2020-09-09T23:41:40Z,2830000,,,0,,M. Thomas FOUL personal (1 PF),"[1629744, 1628369]",1610612761.0,TOR,,,,Thomas,M. Thomas,,,,,2882.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
290,PT02M35.00S,2020-09-09T23:41:09.3Z,2,REGULAR,substitution,out,[],201586,,,1610612738,47,40,2020-09-09T23:41:26Z,2850000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M35.00S,2020-09-09T23:41:09.3Z,2,REGULAR,substitution,out,[],1627832,,,1610612738,47,40,2020-09-09T23:41:26Z,2860000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M35.00S,2020-09-09T23:41:09.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612738,47,40,2020-09-09T23:41:26Z,2870000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M35.00S,2020-09-09T23:41:09.3Z,2,REGULAR,substitution,in,[],1628384,,,1610612738,47,40,2020-09-09T23:41:26Z,2880000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M35.00S,2020-09-09T23:41:09.3Z,2,REGULAR,substitution,out,[],203935,,,1610612738,47,40,2020-09-09T23:42:13Z,2885000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M35.00S,2020-09-09T23:41:09.3Z,2,REGULAR,substitution,in,[],202689,,,1610612738,47,40,2020-09-09T23:42:13Z,2887500,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M28.00S,2020-09-09T23:41:33.9Z,2,REGULAR,3pt,jumpshot,[],1627759,92.72339027595268,3.5003063725490198,1610612738,47,40,2020-09-09T23:42:06Z,2890000,-232.0,16.0,1,right,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,23.35,,,,,,,,,,,,
300,PT02M26.00S,2020-09-09T23:41:35.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,47,40,2020-09-09T23:42:06Z,2900000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,,,
297,PT02M26.00S,2020-09-09T23:42:06.0Z,2,REGULAR,jumpball,recovered,[],202689,,,1610612738,47,40,2020-09-09T23:42:06Z,2910000,,,0,,Jump Ball D. Theis vs. P. Siakam: Tip to K. Walker,"[202689, 1628464, 1627783]",1610612738.0,BOS,lodgedball,K. Walker,202689.0,Walker,K. Walker,Theis,1628464.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,,,,,
303,PT02M13.00S,2020-09-09T23:42:19.2Z,2,REGULAR,3pt,jumpshot,['2ndchance'],202689,67.88764783180025,66.98069852941177,1610612738,47,40,2020-09-09T23:42:22Z,2940000,85.0,249.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,26.87,,,,,,,,,,,,
304,PT02M12.00S,2020-09-09T23:42:20.2Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,47,40,2020-09-09T23:42:26Z,2950000,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,303.0,,3.0,1.0,2.0,,,,,,,,,
305,PT01M55.00S,2020-09-09T23:42:37.4Z,2,REGULAR,2pt,jumpshot,[],1626181,7.966491458607096,66.73560049019608,1610612761,47,40,2020-09-09T23:43:07Z,2960000,-84.0,22.0,1,left,MISS N. Powell 9' jumpshot,[1626181],1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,,,,,,Missed,,,8.82,,,,,,,,,,,,
306,PT01M54.00S,2020-09-09T23:42:38.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,40,2020-09-09T23:42:49Z,2970000,,,0,,J. Brown REBOUND (Off:3 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,305.0,,6.0,3.0,3.0,,,,,,,,,
307,PT01M40.00S,2020-09-09T23:42:52.1Z,2,REGULAR,3pt,jumpshot,[],1628369,72.35545335085413,79.97089460784314,1610612738,50,40,2020-09-09T23:42:55Z,2980000,150.0,207.0,1,right,J. Tatum 26' 3PT  (8 PTS) (K. Walker 2 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,8.0,,26.04,,,,,,,K. Walker,202689.0,2.0,,,
309,PT01M26.00S,2020-09-09T23:43:05.8Z,2,REGULAR,3pt,jumpshot,[],200768,32.670827858081466,53.990502450980394,1610612761,50,43,2020-09-09T23:43:12Z,3000000,-20.0,255.0,1,left,K. Lowry 26' 3PT  (13 PTS),[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,,,,Made,13.0,,26.09,,,,,,,,,,,,
310,PT01M10.00S,2020-09-09T23:43:26.9Z,2,REGULAR,turnover,outofbounds,[],202689,,,1610612738,50,43,2020-09-09T23:43:35Z,3010000,,,0,,K. Walker TURNOVER outofbounds (2 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,101284.0,,,,,,,,,,,,2.0,,,,,,,,
311,PT01M02.00S,2020-09-09T23:43:40.7Z,2,REGULAR,2pt,jumpshot,['fromturnover'],200768,22.552562417871222,19.676776960784316,1610612761,50,45,2020-09-09T23:43:43Z,3020000,152.0,159.0,1,left,K. Lowry 22' jumpshot (15 PTS),[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,,,,Made,15.0,,22.41,,,,,,,,,,,,
312,PT00M40.30S,2020-09-09T23:44:06.7Z,2,REGULAR,turnover,badpass,[],202954,,,1610612738,50,45,2020-09-09T23:44:10Z,3030000,,,0,,B. Wanamaker TURNOVER badpass (1 TOV) Stolen,"[202954, 1627783]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,,
313,PT00M40.30S,2020-09-09T23:44:06.7Z,2,REGULAR,steal,,[],1627783,,,1610612761,50,45,2020-09-09T23:44:09Z,3040000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M32.10S,2020-09-09T23:44:14.9Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1626181,6.258212877792378,93.69638480392157,1610612761,50,48,2020-09-09T23:44:18Z,3050000,-218.0,6.0,1,left,N. Powell 22' 3PT  (7 PTS) (K. Lowry 2 AST),"[1626181, 200768]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,7.0,,21.88,,,,,,,K. Lowry,200768.0,2.0,,,
316,PT00M12.90S,2020-09-09T23:44:39.7Z,2,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612738,50,48,2020-09-09T23:44:48Z,3070000,,,0,,P. Siakam FOUL personal (2 PF) (Brown 2freethrow),"[1627783, 1627759]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,2882.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
318,PT00M12.90S,2020-09-09T23:44:49.4Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,51,48,2020-09-09T23:51:34Z,3090000,,,0,,J. Brown freethrow 1of2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
326,PT00M12.90S,2020-09-09T23:44:51.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,51,48,2020-09-09T23:51:20Z,3092500,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M12.90S,2020-09-09T23:44:51.5Z,2,REGULAR,substitution,in,[],203935,,,1610612738,51,48,2020-09-09T23:51:20Z,3093750,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M12.90S,2020-09-09T23:44:49.4Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,52,48,2020-09-09T23:51:34Z,3095000,,,0,,J. Brown freethrow 2of2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
322,PT00M00.80S,2020-09-09T23:45:37.7Z,2,REGULAR,3pt,jumpshot,[],1626181,32.670827858081466,52.76501225490197,1610612761,52,48,2020-09-09T23:49:47Z,3115000,-14.0,255.0,1,left,MISS N. Powell 26' 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Missed,,,26.05,,,,,,,,,,,,
323,PT00M00.10S,2020-09-09T23:45:38.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,52,48,2020-09-09T23:49:47Z,3117500,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,322.0,,,,,,,,,,,,,
324,PT00M00.00S,2020-09-09T23:46:01.3Z,2,REGULAR,period,end,[],0,,,1610612738,52,48,2020-09-09T23:50:34Z,3150000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2020-09-10T00:00:19.8Z,3,REGULAR,substitution,out,['startperiod'],202954,,,1610612738,52,48,2020-09-10T00:00:52Z,3160000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2020-09-10T00:00:19.8Z,3,REGULAR,substitution,out,['startperiod'],1629744,,,1610612738,52,48,2020-09-10T00:00:52Z,3170000,,,0,,substitution out Thomas,[1629744],1610612761.0,TOR,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2020-09-10T00:00:19.8Z,3,REGULAR,substitution,out,['startperiod'],1626181,,,1610612738,52,48,2020-09-10T00:00:52Z,3180000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2020-09-10T00:00:19.8Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,52,48,2020-09-10T00:00:52Z,3190000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2020-09-10T00:00:19.8Z,3,REGULAR,substitution,in,['startperiod'],1627832,,,1610612738,52,48,2020-09-10T00:00:52Z,3200000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2020-09-10T00:00:19.8Z,3,REGULAR,substitution,in,['startperiod'],201188,,,1610612738,52,48,2020-09-10T00:00:52Z,3210000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2020-09-10T00:01:07.0Z,3,REGULAR,period,start,[],0,,,1610612738,52,48,2020-09-10T00:01:07Z,3220000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M44.00S,2020-09-10T00:01:22.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.652431011826544,53.50030637254902,1610612738,52,48,2020-09-10T00:01:46Z,3230000,-18.0,10.0,1,left,MISS J. Tatum layup Blocked,"[1628369, 201188]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,2.34,,,,,,,,,,Gasol,201188.0,
336,PT11M44.00S,2020-09-10T00:01:22.4Z,3,REGULAR,block,,[],201188,,,1610612738,52,48,2020-09-10T00:01:24Z,3240000,,,0,,M. Gasol BLOCK (1 BLK),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M43.00S,2020-09-10T00:01:23.4Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,52,48,2020-09-10T00:01:30Z,3250000,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,335.0,,4.0,2.0,2.0,,,,,,,,,
338,PT11M32.00S,2020-09-10T00:01:34.9Z,3,REGULAR,3pt,jumpshot,[],201188,68.9388961892247,26.294424019607842,1610612761,52,51,2020-09-10T00:01:41Z,3260000,-119.0,239.0,1,right,M. Gasol 27' 3PT  (3 PTS) (F. VanVleet 2 AST),"[201188, 1627832]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,Made,3.0,,27.22,,,,,,,F. VanVleet,1627832.0,2.0,,,
340,PT11M17.00S,2020-09-10T00:01:51.9Z,3,REGULAR,foul,personal,[],201188,,,1610612738,52,51,2020-09-10T00:02:03Z,3280000,,,0,,M. Gasol FOUL personal (2 PF),"[201188, 1628464]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,1146.0,2.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
342,PT11M17.00S,2020-09-10T00:02:19.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,52,51,2020-09-10T00:02:59Z,3300000,,,0,,,[],,,support,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
343,PT11M10.00S,2020-09-10T00:03:19.1Z,3,REGULAR,3pt,jumpshot,[],203935,14.799605781865965,94.18658088235294,1610612738,52,51,2020-09-10T00:03:24Z,3310000,-221.0,87.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,,,,,,Missed,,,23.93,,,,,,,,,,,,
344,PT11M09.00S,2020-09-10T00:03:20.1Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,52,51,2020-09-10T00:03:24Z,3320000,,,0,,O. Anunoby REBOUND (Off:2 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,343.0,,5.0,3.0,2.0,,,,,,,,,
345,PT10M54.00S,2020-09-10T00:03:36.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628384,92.32917214191852,47.372855392156865,1610612761,52,51,2020-09-10T00:03:39Z,3330000,-13.0,20.0,1,right,MISS O. Anunoby layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,2.83,,,,,,,,,,,,
346,PT10M53.00S,2020-09-10T00:03:37.2Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,51,2020-09-10T00:03:42Z,3340000,,,0,,J. Tatum REBOUND (Off:3 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,345.0,,10.0,7.0,3.0,,,,,,,,,
347,PT10M47.00S,2020-09-10T00:03:43.3Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203935,23.866622864651774,11.588541666666668,1610612738,55,51,2020-09-10T00:03:55Z,3350000,192.0,172.0,1,left,M. Smart 26' 3PT  (14 PTS) (J. Tatum 5 AST),"[203935, 1628369]",1610612738.0,BOS,runningpullup,,,Smart,M. Smart,,,,,,,,,,Made,14.0,,26.14,,,,,,,J. Tatum,1628369.0,5.0,,,
349,PT10M30.00S,2020-09-10T00:04:01.3Z,3,REGULAR,foul,personal,[],202689,,,1610612761,55,51,2020-09-10T00:04:07Z,3370000,,,0,,K. Walker FOUL personal (1 PF),"[202689, 1627783]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,101284.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
351,PT10M19.00S,2020-09-10T00:04:26.9Z,3,REGULAR,3pt,jumpshot,[],1627832,66.83639947437582,27.76501225490196,1610612761,55,54,2020-09-10T00:04:30Z,3390000,-111.0,259.0,1,right,F. VanVleet 29' 3PT  (7 PTS) (P. Siakam 4 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Made,7.0,,28.71,,,,,,,P. Siakam,1627783.0,4.0,,,
353,PT10M06.00S,2020-09-10T00:04:39.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,5.995400788436268,46.63756127450981,1610612738,57,54,2020-09-10T00:04:43Z,3410000,17.0,4.0,1,left,D. Theis layup (4 PTS) (M. Smart 3 AST),"[1628464, 203935]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,,,,Made,4.0,,1.93,,,,,,,M. Smart,203935.0,3.0,,,
355,PT09M50.00S,2020-09-10T00:04:59.0Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,91.01511169513797,59.62775735294118,1610612761,57,56,2020-09-10T00:05:02Z,3430000,48.0,32.0,1,right,P. Siakam 6' jumpshot (5 PTS),[1627783],1610612761.0,TOR,drivingfloatingbank,,,Siakam,P. Siakam,,,,,,,,,,Made,5.0,,6.1,,,,,,,,,,,,
356,PT09M50.00S,2020-09-10T00:05:02.8Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612761,57,56,2020-09-10T00:05:30Z,3440000,,,0,,J. Brown FOUL personal (3 PF) (Siakam 1freethrow),"[1627759, 1627783]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,1146.0,3.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,,
358,PT09M50.00S,2020-09-10T00:05:30.9Z,3,REGULAR,freethrow,1of1,[],1627783,,,1610612761,57,56,2020-09-10T00:05:33Z,3460000,,,0,,MISS P. Siakam freethrow 1of1,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,,,,,,,,,,,,,
359,PT09M50.00S,2020-09-10T00:05:30.9Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,57,56,2020-09-10T00:05:38Z,3470000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,358.0,,2.0,2.0,0.0,,,,,,,,,
360,PT09M28.00S,2020-09-10T00:05:51.8Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,6.258212877792378,49.333639705882355,1610612738,59,56,2020-09-10T00:05:55Z,3480000,3.0,6.0,1,left,D. Theis dunk (6 PTS) (J. Tatum 6 AST),"[1628464, 1628369]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,,,,Made,6.0,,1.23,,,,,,,J. Tatum,1628369.0,6.0,,,
362,PT09M27.00S,2020-09-10T00:05:57.7Z,3,REGULAR,violation,delayofgame,['team'],0,,,1610612761,59,56,2020-09-10T00:06:07Z,3500000,,,0,,Team violation delayofgame,[],1610612738.0,BOS,,,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
363,PT09M14.00S,2020-09-10T00:06:19.5Z,3,REGULAR,foul,personal,[],1628464,,,1610612761,59,56,2020-09-10T00:08:49Z,3510000,,,0,,D. Theis FOUL personal (2 PF),"[1628464, 201188]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2882.0,2.0,0.0,Gasol,201188.0,,,,,,,,,,,,,,,,
365,PT09M14.00S,2020-09-10T00:06:34.9Z,3,REGULAR,turnover,badpass,[],200768,,,1610612761,59,56,2020-09-10T00:06:55Z,3530000,,,0,,K. Lowry TURNOVER badpass (1 TOV) Stolen,"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,
366,PT09M14.00S,2020-09-10T00:06:34.9Z,3,REGULAR,steal,,[],1628369,,,1610612738,59,56,2020-09-10T00:06:36Z,3540000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT09M07.00S,2020-09-10T00:06:42.8Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,59,56,2020-09-10T00:06:48Z,3550000,,,0,,J. Brown FOUL offensive (4 PF),"[1627759, 200768]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,2882.0,4.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
