actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
551,PT05M19.00S,2020-09-10T00:51:00.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203935,6.915243101182654,52.76501225490197,1610612738,93,96,2020-09-10T00:51:07Z,5380000,-14.0,13.0,1,left,M. Smart layup (19 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Made,19.0,,2.27,,,,,,,,,,,,
552,PT05M19.00S,2020-09-10T00:51:03.6Z,4,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612738,93,96,2020-09-10T00:51:34Z,5390000,,,0,,N. Powell FOUL personal (1 PF) (Smart 1freethrow),"[1626181, 203935]",1610612761.0,TOR,shooting,,,Powell,N. Powell,,,,,101284.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
554,PT05M19.00S,2020-09-10T00:51:35.9Z,4,REGULAR,freethrow,1of1,[],203935,,,1610612738,94,96,2020-09-10T00:51:35Z,5410000,,,0,,M. Smart freethrow 1of1 (20 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
555,PT05M00.00S,2020-09-10T00:51:52.7Z,4,REGULAR,3pt,jumpshot,[],1627832,79.71419185282524,5.215992647058823,1610612761,94,96,2020-09-10T00:54:00Z,5420000,-224.0,138.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,stepback,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,26.6,,,,,,,,,,,,
556,PT04M53.00S,2020-09-10T00:51:59.7Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,94,96,2020-09-10T00:52:00Z,5430000,,,0,,O. Anunoby REBOUND (Off:4 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,555.0,,9.0,5.0,4.0,,,,,,,,,
557,PT04M53.00S,2020-09-10T00:51:58.8Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628384,95.0,50.0,1610612761,94,96,2020-09-10T00:52:16Z,5440000,0.0,-6.0,1,right,MISS O. Anunoby layup,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,,0.0,,,,,,,,,,,,
558,PT04M53.00S,2020-09-10T00:51:58.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,94,96,2020-09-10T00:52:16Z,5450000,,,0,,J. Brown REBOUND (Off:3 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,557.0,,9.0,6.0,3.0,,,,,,,,,
559,PT04M36.00S,2020-09-10T00:52:17.3Z,4,REGULAR,3pt,jumpshot,[],1628464,31.35676741130092,71.6375612745098,1610612738,94,96,2020-09-10T00:52:22Z,5460000,-108.0,242.0,1,left,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Missed,,,27.04,,,,,,,,,,,,
560,PT04M33.00S,2020-09-10T00:52:19.6Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,94,96,2020-09-10T00:52:19Z,5470000,,,0,,O. Anunoby REBOUND (Off:4 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,559.0,,10.0,6.0,4.0,,,,,,,,,
561,PT04M24.00S,2020-09-10T00:52:28.5Z,4,REGULAR,2pt,jumpshot,[],1628384,92.9862023653088,25.06893382352941,1610612761,94,98,2020-09-10T00:52:32Z,5480000,-125.0,13.0,1,right,O. Anunoby 13' jumpshot (10 PTS) (K. Lowry 4 AST),"[1628384, 200768]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,10.0,,12.61,,,,,,,K. Lowry,200768.0,4.0,,,
563,PT04M02.00S,2020-09-10T00:52:50.4Z,4,REGULAR,3pt,jumpshot,[],1627759,7.835085413929041,94.43167892156863,1610612738,94,98,2020-09-10T00:52:53Z,5500000,-222.0,21.0,1,left,MISS J. Brown 22' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,22.38,,,,,,,,,,,,
564,PT04M01.00S,2020-09-10T00:52:51.4Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,94,98,2020-09-10T00:52:56Z,5510000,,,0,,O. Anunoby REBOUND (Off:4 Def:7),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,563.0,,11.0,7.0,4.0,,,,,,,,,
565,PT03M52.00S,2020-09-10T00:53:05.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,94,98,2020-09-10T00:53:05Z,5520000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT03M40.00S,2020-09-10T00:56:51.8Z,4,REGULAR,foul,personal,[],1628464,,,1610612761,94,98,2020-09-10T00:57:16Z,5530000,,,0,,D. Theis FOUL personal (3 PF),"[1628464, 200768]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2882.0,3.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
568,PT03M33.00S,2020-09-10T00:57:21.9Z,4,REGULAR,foul,personal,[],1628464,,,1610612761,94,98,2020-09-10T00:57:28Z,5550000,,,0,,D. Theis FOUL personal (4 PF),"[1628464, 1626181]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,101284.0,4.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
570,PT03M33.00S,2020-09-10T00:57:38.9Z,4,REGULAR,foul,offensive,[],1626181,,,1610612761,94,98,2020-09-10T00:57:46Z,5570000,,,0,,N. Powell FOUL offensive (2 PF),"[1626181, 202689]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,101284.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
572,PT03M33.00S,2020-09-10T00:57:38.9Z,4,REGULAR,turnover,offensivefoul,[],1626181,,,1610612761,94,98,2020-09-10T00:57:38Z,5590000,,,0,,N. Powell TURNOVER offensivefoul (1 TOV),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,101284.0,,,,,,,,,,,,1.0,,,,,,,,
573,PT03M27.00S,2020-09-10T00:58:04.9Z,4,REGULAR,foul,personal,[],1628384,,,1610612738,94,98,2020-09-10T00:58:18Z,5600000,,,0,,O. Anunoby FOUL personal (3 PF),"[1628384, 1628464]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,101284.0,3.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
575,PT03M09.00S,2020-09-10T00:58:35.8Z,4,REGULAR,2pt,jumpshot,['fromturnover'],1628369,8.229303547963205,12.814031862745098,1610612738,94,98,2020-09-10T00:58:45Z,5620000,186.0,25.0,1,left,MISS J. Tatum 19' jumpshot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,18.84,,,,,,,,,,,,
576,PT03M08.00S,2020-09-10T00:58:36.8Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,94,98,2020-09-10T00:58:45Z,5630000,,,0,,J. Brown REBOUND (Off:4 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,575.0,,10.0,6.0,4.0,,,,,,,,,
577,PT03M08.00S,2020-09-10T00:58:46.8Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,94,98,2020-09-10T00:58:51Z,5640000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,
578,PT02M55.00S,2020-09-10T00:59:37.0Z,4,REGULAR,3pt,jumpshot,['fromturnover'],200768,68.01905387647832,24.333639705882355,1610612761,94,98,2020-09-10T00:59:40Z,5650000,-128.0,248.0,1,right,MISS K. Lowry 28' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,28.42,,,,,,,,,,,,
579,PT02M54.00S,2020-09-10T00:59:38.0Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,94,98,2020-09-10T00:59:43Z,5660000,,,0,,O. Anunoby REBOUND (Off:5 Def:7),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,578.0,,12.0,7.0,5.0,,,,,,,,,
580,PT02M44.00S,2020-09-10T00:59:48.5Z,4,REGULAR,2pt,jumpshot,"['fromturnover', '2ndchance']",1627783,89.04402102496715,30.46109068627451,1610612761,94,98,2020-09-10T00:59:51Z,5670000,-98.0,50.0,1,right,MISS P. Siakam 11' jumpshot,[1627783],1610612761.0,TOR,turnaroundfadeaway,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,11.26,,,,,,,,,,,,
581,PT02M43.00S,2020-09-10T00:59:49.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,94,98,2020-09-10T00:59:54Z,5680000,,,0,,J. Tatum REBOUND (Off:3 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,580.0,,14.0,11.0,3.0,,,,,,,,,
582,PT02M31.00S,2020-09-10T01:00:01.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627759,13.091327201051248,47.86305147058824,1610612738,94,98,2020-09-10T01:00:05Z,5690000,11.0,71.0,1,left,MISS J. Brown 8' layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Missed,,,7.68,,,,,,,,,,,,
583,PT02M30.00S,2020-09-10T01:00:02.1Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,94,98,2020-09-10T01:00:05Z,5700000,,,0,,D. Theis REBOUND (Off:3 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,582.0,,5.0,2.0,3.0,,,,,,,,,
584,PT02M29.00S,2020-09-10T01:00:03.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,6.915243101182654,49.08854166666667,1610612738,96,98,2020-09-10T01:00:07Z,5710000,5.0,13.0,1,left,D. Theis layup (8 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,,,,,,Made,8.0,,1.86,,,,,,,,,,,,
585,PT02M07.00S,2020-09-10T01:00:25.2Z,4,REGULAR,turnover,lostball,[],1627783,,,1610612761,96,98,2020-09-10T01:00:28Z,5720000,,,0,,P. Siakam TURNOVER lostball (2 TOV) Stolen,"[1627783, 203935]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,,
586,PT02M07.00S,2020-09-10T01:00:25.2Z,4,REGULAR,steal,,[],203935,,,1610612738,96,98,2020-09-10T01:00:27Z,5730000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT02M00.00S,2020-09-10T01:00:32.3Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,6.258212877792378,49.333639705882355,1610612738,98,98,2020-09-10T01:00:35Z,5740000,3.0,6.0,1,left,D. Theis dunk (10 PTS) (M. Smart 9 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Made,10.0,,1.23,,,,,,,M. Smart,203935.0,9.0,,,
589,PT01M45.00S,2020-09-10T01:00:52.8Z,4,REGULAR,2pt,jumpshot,[],1627832,75.64060446780552,68.2061887254902,1610612761,98,98,2020-09-10T01:01:34Z,5760000,91.0,176.0,1,right,MISS F. VanVleet 20' jumpshot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,20.35,,,,,,,,,,,,
590,PT01M44.00S,2020-09-10T01:00:53.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,98,98,2020-09-10T01:00:59Z,5770000,,,0,,J. Brown REBOUND (Off:4 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,589.0,,11.0,7.0,4.0,,,,,,,,,
591,PT01M44.00S,2020-09-10T01:00:58.8Z,4,REGULAR,foul,personal,[],200768,,,1610612738,98,98,2020-09-10T01:01:05Z,5780000,,,0,,K. Lowry FOUL personal (3 PF),"[200768, 1627759]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,101284.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
593,PT01M20.00S,2020-09-10T01:01:48.2Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,14.273981603153747,48.59834558823529,1610612738,98,98,2020-09-10T01:01:52Z,5800000,7.0,82.0,1,left,MISS K. Walker 9' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,8.75,,,,,,,,,,,,
594,PT01M19.00S,2020-09-10T01:01:49.2Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,98,98,2020-09-10T01:01:54Z,5810000,,,0,,F. VanVleet REBOUND (Off:0 Def:7),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,593.0,,7.0,7.0,0.0,,,,,,,,,
595,PT01M04.00S,2020-09-10T01:02:03.9Z,4,REGULAR,3pt,jumpshot,[],1627832,71.96123521681997,5.951286764705882,1610612761,98,98,2020-09-10T01:02:07Z,5820000,-220.0,211.0,1,right,MISS F. VanVleet 31' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,Missed,,,30.89,,,,,,,,,,,,
596,PT01M03.00S,2020-09-10T01:02:04.9Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,98,98,2020-09-10T01:02:09Z,5830000,,,0,,D. Theis REBOUND (Off:3 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,595.0,,6.0,3.0,3.0,,,,,,,,,
597,PT00M43.80S,2020-09-10T01:02:26.4Z,4,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,98,98,2020-09-10T01:03:55Z,5840000,,,0,,J. Tatum TURNOVER outofbounds (4 TOV),[1628369],1610612738.0,BOS,badpass,,,Tatum,J. Tatum,,,,,1146.0,,,,,,,,,,,,4.0,,,,,,,,
598,PT00M43.80S,2020-09-10T01:02:33.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,98,98,2020-09-10T01:02:33Z,5850000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT00M26.50S,2020-09-10T01:04:25.6Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627783,91.01511169513797,53.74540441176471,1610612761,98,98,2020-09-10T01:04:28Z,5860000,19.0,32.0,1,right,MISS P. Siakam layup,[1627783],1610612761.0,TOR,drivingfingerroll,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,4.19,,,,,,,,,,,,
600,PT00M25.40S,2020-09-10T01:04:26.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,98,98,2020-09-10T01:04:31Z,5870000,,,0,,M. Smart REBOUND (Off:0 Def:9),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,599.0,,9.0,9.0,0.0,,,,,,,,,
601,PT00M03.50S,2020-09-10T01:04:49.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202689,10.726018396846255,47.372855392156865,1610612738,98,98,2020-09-10T01:05:06Z,5880000,13.0,48.0,1,left,MISS K. Walker 6' layup,[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,,,,,,Missed,,,5.54,,,,,,,,,,,,
602,PT00M02.60S,2020-09-10T01:04:50.0Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,98,98,2020-09-10T01:05:06Z,5890000,,,0,,O. Anunoby REBOUND (Off:5 Def:8),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,601.0,,13.0,8.0,5.0,,,,,,,,,
603,PT00M02.20S,2020-09-10T01:05:12.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,98,98,2020-09-10T01:05:12Z,5900000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M02.20S,2020-09-10T01:06:07.9Z,4,REGULAR,substitution,out,[],1626181,,,1610612761,98,98,2020-09-10T01:06:28Z,5910000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M02.20S,2020-09-10T01:06:07.9Z,4,REGULAR,substitution,in,[],201188,,,1610612761,98,98,2020-09-10T01:06:28Z,5920000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M00.90S,2020-09-10T01:06:57.0Z,4,REGULAR,foul,personal,[],1628369,,,1610612761,98,98,2020-09-10T01:07:19Z,5930000,,,0,,J. Tatum FOUL personal (3 PF),"[1628369, 1628384]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2882.0,3.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
608,PT00M00.00S,2020-09-10T01:07:32.6Z,4,REGULAR,3pt,jumpshot,[],1627783,61.97437582128777,60.60814950980392,1610612761,98,98,2020-09-10T01:07:37Z,5950000,53.0,305.0,1,right,MISS P. Siakam 31' 3PT,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,31.49,,,,,,,,,,,,
609,PT00M00.00S,2020-09-10T01:07:34.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,98,98,2020-09-10T01:07:34Z,5960000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,608.0,,,,,,,,,,,,,
610,PT00M00.00S,2020-09-10T01:07:38.2Z,4,REGULAR,period,end,[],0,,,1610612761,98,98,2020-09-10T01:07:38Z,5970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M00.00S,2020-09-10T01:09:48.3Z,5,OVERTIME,substitution,out,['startperiod'],201188,,,1610612761,98,98,2020-09-10T01:10:16Z,5980000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M00.00S,2020-09-10T01:09:48.3Z,5,OVERTIME,substitution,in,['startperiod'],1626181,,,1610612761,98,98,2020-09-10T01:10:16Z,5990000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M00.00S,2020-09-10T01:10:43.4Z,5,OVERTIME,period,start,[],0,,,0,98,98,2020-09-10T01:10:43Z,6000000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M55.00S,2020-09-10T01:10:47.9Z,5,OVERTIME,jumpball,recovered,[],1626181,,,1610612761,98,98,2020-09-10T01:10:47Z,6020000,,,0,,Jump Ball O. Anunoby vs. D. Theis: Tip to N. Powell,"[1626181, 1628384, 1628464]",1610612761.0,TOR,startperiod,N. Powell,1626181.0,Powell,N. Powell,Anunoby,1628384.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,
618,PT04M40.00S,2020-09-10T01:11:02.9Z,5,OVERTIME,3pt,jumpshot,[],200768,64.73390275952694,39.5297181372549,1610612761,98,98,2020-09-10T01:11:07Z,6050000,-52.0,279.0,1,right,MISS K. Lowry 29' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,28.93,,,,,,,,,,,,
619,PT04M39.00S,2020-09-10T01:11:03.9Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,98,98,2020-09-10T01:11:10Z,6060000,,,0,,J. Brown REBOUND (Off:4 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,618.0,,12.0,8.0,4.0,,,,,,,,,
620,PT04M17.00S,2020-09-10T01:11:27.5Z,5,OVERTIME,foul,personal,[],200768,,,1610612738,98,98,2020-09-10T01:11:39Z,6070000,,,0,,K. Lowry FOUL personal (4 PF),"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,101284.0,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
622,PT04M17.00S,2020-09-10T01:11:58.1Z,5,OVERTIME,instantreplay,request,[],0,,,1610612738,98,98,2020-09-10T01:13:08Z,6090000,,,0,,,[],,,support,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,
623,PT04M17.00S,2020-09-10T01:13:24.3Z,5,OVERTIME,foul,technical,['1freethrow'],1628369,,,1610612738,98,98,2020-09-10T01:13:33Z,6100000,,,0,,J. Tatum FOUL technical (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,101284.0,3.0,1.0,,,,,,,,,,,,,,,,,,
624,PT04M17.00S,2020-09-10T01:13:34.3Z,5,OVERTIME,freethrow,1of1,[],1627832,,,1610612738,98,99,2020-09-10T01:13:34Z,6110000,,,0,,F. VanVleet technical freethrow 1of1 (21 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
625,PT04M13.00S,2020-09-10T01:13:56.2Z,5,OVERTIME,2pt,layup,['pointsinthepaint'],1627759,5.995400788436268,52.51991421568627,1610612738,100,99,2020-09-10T01:13:59Z,6120000,-13.0,4.0,1,left,J. Brown layup (29 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,29.0,,1.57,,,,,,,,,,,,
626,PT03M51.00S,2020-09-10T01:14:16.8Z,5,OVERTIME,2pt,jumpshot,['pointsinthepaint'],200768,80.1084099868594,40.01991421568628,1610612761,100,101,2020-09-10T01:14:20Z,6130000,-50.0,134.0,1,right,K. Lowry 15' jumpshot (29 PTS),[200768],1610612761.0,TOR,turnaround,,,Lowry,K. Lowry,,,,,,,,,,Made,29.0,,14.86,,,,,,,,,,,,
627,PT03M36.00S,2020-09-10T01:14:32.9Z,5,OVERTIME,2pt,jumpshot,['pointsinthepaint'],1627759,18.347568988173457,59.3826593137255,1610612738,100,101,2020-09-10T01:14:59Z,6140000,-47.0,120.0,1,left,MISS J. Brown 13' jumpshot,[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,,,,,,Missed,,,13.4,,,,,,,,,,,,
628,PT03M35.00S,2020-09-10T01:14:33.9Z,5,OVERTIME,rebound,defensive,[],1627832,,,1610612761,100,101,2020-09-10T01:14:39Z,6150000,,,0,,F. VanVleet REBOUND (Off:0 Def:8),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,627.0,,8.0,8.0,0.0,,,,,,,,,
629,PT03M20.00S,2020-09-10T01:14:48.6Z,5,OVERTIME,3pt,jumpshot,[],1627783,91.80354796320631,3.010110294117647,1610612761,100,101,2020-09-10T01:14:51Z,6160000,-235.0,25.0,1,right,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,23.68,,,,,,,,,,,,
630,PT03M19.00S,2020-09-10T01:14:49.6Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,100,101,2020-09-10T01:14:51Z,6170000,,,0,,J. Brown REBOUND (Off:4 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,629.0,,13.0,9.0,4.0,,,,,,,,,
631,PT03M10.00S,2020-09-10T01:14:59.0Z,5,OVERTIME,2pt,layup,['pointsinthepaint'],1628464,5.206964520367937,53.50030637254902,1610612738,102,101,2020-09-10T01:15:03Z,6180000,-18.0,-4.0,1,left,D. Theis layup (12 PTS) (K. Walker 4 AST),"[1628464, 202689]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Made,12.0,,1.76,,,,,,,K. Walker,202689.0,4.0,,,
633,PT02M52.00S,2020-09-10T01:15:16.7Z,5,OVERTIME,2pt,layup,['pointsinthepaint'],1627783,93.24901445466492,47.86305147058824,1610612761,102,101,2020-09-10T01:15:20Z,6200000,-11.0,11.0,1,right,MISS P. Siakam layup,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,1.97,,,,,,,,,,,,
634,PT02M51.00S,2020-09-10T01:15:17.7Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,102,101,2020-09-10T01:15:23Z,6210000,,,0,,J. Brown REBOUND (Off:4 Def:10),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,633.0,,14.0,10.0,4.0,,,,,,,,,
635,PT02M43.00S,2020-09-10T01:15:29.1Z,5,OVERTIME,foul,personal,[],1627832,,,1610612738,102,101,2020-09-10T01:15:37Z,6220000,,,0,,F. VanVleet FOUL personal (3 PF),"[1627832, 1628464]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,101284.0,3.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
637,PT02M37.00S,2020-09-10T01:16:02.7Z,5,OVERTIME,stoppage,outofbounds,[],0,,,1610612738,102,101,2020-09-10T01:16:02Z,6240000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT02M26.00S,2020-09-10T01:16:30.4Z,5,OVERTIME,2pt,jumpshot,[],202689,23.47240473061761,57.666973039215684,1610612738,104,101,2020-09-10T01:16:35Z,6250000,-38.0,168.0,1,left,K. Walker 18' jumpshot (5 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Made,5.0,,17.78,,,,,,,,,,,,
639,PT02M02.00S,2020-09-10T01:16:54.0Z,5,OVERTIME,3pt,jumpshot,[],1626181,95.6143232588699,3.7454044117647056,1610612761,104,104,2020-09-10T01:16:57Z,6260000,-231.0,-11.0,1,right,N. Powell 23' 3PT  (11 PTS) (F. VanVleet 7 AST),"[1626181, 1627832]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,Made,11.0,,23.14,,,,,,,F. VanVleet,1627832.0,7.0,,,
641,PT01M39.00S,2020-09-10T01:17:16.8Z,5,OVERTIME,3pt,jumpshot,[],203935,28.465834428383708,80.7061887254902,1610612738,104,104,2020-09-10T01:17:20Z,6280000,-154.0,215.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,26.88,,,,,,,,,,,,
642,PT01M38.00S,2020-09-10T01:17:17.8Z,5,OVERTIME,rebound,defensive,[],200768,,,1610612761,104,104,2020-09-10T01:17:22Z,6290000,,,0,,K. Lowry REBOUND (Off:0 Def:7),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,641.0,,7.0,7.0,0.0,,,,,,,,,
