actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
357,PT12M00.00S,2020-08-30T18:32:51.0Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612761,42,59,2020-08-30T18:33:11Z,3500000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2020-08-30T18:32:51.0Z,3,REGULAR,substitution,in,['startperiod'],200768,,,1610612761,42,59,2020-08-30T18:33:11Z,3510000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2020-08-30T18:32:51.0Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,42,59,2020-08-30T18:33:11Z,3520000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2020-08-30T18:32:51.0Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612761,42,59,2020-08-30T18:33:30Z,3535000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2020-08-30T18:33:22.9Z,3,REGULAR,period,start,[],0,,,1610612738,42,59,2020-08-30T18:33:22Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M46.00S,2020-08-30T18:33:36.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,7.046649145860711,54.23560049019608,1610612738,42,59,2020-08-30T18:33:40Z,3550000,-21.0,14.0,1,left,MISS D. Theis layup,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
364,PT11M45.00S,2020-08-30T18:33:37.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,42,59,2020-08-30T18:33:40Z,3560000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,363.0,,,,,,,,,,,,,,,,,,
365,PT11M45.00S,2020-08-30T18:33:40.4Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,42,59,2020-08-30T18:33:40Z,3570000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT11M44.00S,2020-08-30T18:33:56.1Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,42,59,2020-08-30T18:34:01Z,3580000,,,0,,M. Smart TURNOVER badpass (2 TOV) Stolen,"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,2.0,,,,,VanVleet,1627832.0,,,
367,PT11M44.00S,2020-08-30T18:33:56.1Z,3,REGULAR,steal,,[],1627832,,,1610612761,42,59,2020-08-30T18:33:57Z,3590000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M30.00S,2020-08-30T18:34:10.4Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201188,93.11760840998686,53.990502450980394,1610612761,44,59,2020-08-30T18:34:19Z,3600000,20.0,12.0,1,right,M. Gasol layup (5 PTS),[201188],1610612761.0,TOR,reverse,,,Gasol,M. Gasol,,,,,2.67,Made,,,,,5.0,,,,,,,,,,,,,,
369,PT11M15.00S,2020-08-30T18:34:24.1Z,3,REGULAR,3pt,jumpshot,[],1627759,4.02431011826544,95.16697303921569,1610612738,44,62,2020-08-30T18:34:29Z,3610000,-226.0,-15.0,1,left,J. Brown 23' 3PT  (14 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.6,Made,,,,,14.0,M. Smart,203935.0,3.0,,,,,,,,,,,
371,PT10M55.00S,2020-08-30T18:34:44.6Z,3,REGULAR,2pt,jumpshot,[],201188,74.72076215505913,46.14736519607843,1610612761,44,62,2020-08-30T18:34:51Z,3630000,-19.0,185.0,1,right,MISS M. Gasol 19' jumpshot,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,19.16,Missed,,,,,,,,,,,,,,,,,,,
372,PT10M51.00S,2020-08-30T18:34:48.6Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,44,62,2020-08-30T18:34:51Z,3640000,,,0,,D. Theis REBOUND (Off:2 Def:10),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,371.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
373,PT10M44.00S,2020-08-30T18:34:55.1Z,3,REGULAR,3pt,jumpshot,[],202689,4.28712220762155,95.65716911764706,1610612738,44,65,2020-08-30T18:35:00Z,3650000,-228.0,-12.0,1,left,K. Walker 23' 3PT  (15 PTS) (J. Tatum 2 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,22.84,Made,,,,,15.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,
375,PT10M33.00S,2020-08-30T18:35:10.4Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612761,44,65,2020-08-30T18:35:10Z,3670000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT10M23.00S,2020-08-30T18:35:31.3Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627832,88.78120893561103,43.69638480392157,1610612761,44,65,2020-08-30T18:35:36Z,3680000,-32.0,53.0,1,right,MISS F. VanVleet 7' jumpshot,[1627832],1610612761.0,TOR,stepback,,,VanVleet,F. VanVleet,,,,,6.64,Missed,,,,,,,,,,,,,,,,,,,
377,PT10M22.00S,2020-08-30T18:35:32.3Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,44,65,2020-08-30T18:35:36Z,3690000,,,0,,D. Theis REBOUND (Off:2 Def:11),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,376.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
378,PT10M15.00S,2020-08-30T18:35:39.3Z,3,REGULAR,3pt,jumpshot,[],1627759,32.14520367936925,43.69638480392157,1610612738,44,65,2020-08-30T18:35:43Z,3700000,32.0,250.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
379,PT10M13.00S,2020-08-30T18:35:41.4Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,44,65,2020-08-30T18:35:41Z,3710000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,378.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
380,PT10M06.00S,2020-08-30T18:35:48.0Z,3,REGULAR,3pt,jumpshot,[],201188,67.09921156373193,48.84344362745098,1610612761,44,65,2020-08-30T18:35:55Z,3720000,-6.0,257.0,1,right,MISS M. Gasol 26' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
381,PT10M03.00S,2020-08-30T18:35:51.2Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,44,65,2020-08-30T18:35:51Z,3730000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,380.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
382,PT10M03.00S,2020-08-30T18:35:52.0Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628384,93.11760840998686,53.01011029411765,1610612761,46,65,2020-08-30T18:36:06Z,3740000,15.0,12.0,1,right,O. Anunoby dunk (9 PTS),[1628384],1610612761.0,TOR,putback,,,Anunoby,O. Anunoby,,,,,2.33,Made,,,,,9.0,,,,,,,,,,,,,,
383,PT09M39.00S,2020-08-30T18:36:18.4Z,3,REGULAR,violation,kickedball,[],201188,,,1610612738,46,65,2020-08-30T18:36:30Z,3750000,,,0,,M. Gasol violation kickedball,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
384,PT09M33.00S,2020-08-30T18:36:39.8Z,3,REGULAR,3pt,jumpshot,[],203935,2.7102496714848883,3.010110294117647,1610612738,46,68,2020-08-30T18:36:45Z,3760000,235.0,-27.0,1,left,M. Smart 24' 3PT  (13 PTS) (K. Walker 5 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.59,Made,,,,,13.0,K. Walker,202689.0,5.0,,,,,,,,,,,
386,PT09M28.00S,2020-08-30T18:36:49.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,46,68,2020-08-30T18:36:49Z,3780000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M20.00S,2020-08-30T18:40:34.0Z,3,REGULAR,foul,personal,[],1627759,,,1610612761,46,68,2020-08-30T18:40:39Z,3790000,,,0,,J. Brown FOUL personal (3 PF),"[1627759, 1627783]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2530.0,,3.0,0.0,Siakam,1627783.0,,,,,
389,PT09M13.00S,2020-08-30T18:41:00.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],200768,92.59198423127464,54.48069852941176,1610612761,46,68,2020-08-30T18:41:06Z,3810000,22.0,17.0,1,right,MISS K. Lowry layup,[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,3.18,Missed,,,,,,,,,,,,,,,,,,,
390,PT09M10.00S,2020-08-30T18:41:03.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,46,68,2020-08-30T18:41:06Z,3820000,,,0,,D. Theis REBOUND (Off:2 Def:12),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,389.0,14.0,12.0,2.0,,,,,,,,,,,,,,,
391,PT09M05.00S,2020-08-30T18:41:09.3Z,3,REGULAR,turnover,traveling,[],1628369,,,1610612738,46,68,2020-08-30T18:41:24Z,3830000,,,0,,J. Tatum TURNOVER traveling (3 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,101284.0,3.0,,,,,,,,,
392,PT08M52.00S,2020-08-30T18:41:36.0Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1627832,77.34888304862024,31.196384803921568,1610612761,46,68,2020-08-30T18:41:41Z,3840000,-94.0,160.0,1,right,MISS F. VanVleet 19' jumpshot,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,19.07,Missed,,,,,,,,,,,,,,,,,,,
393,PT08M50.00S,2020-08-30T18:41:38.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,46,68,2020-08-30T18:41:41Z,3850000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,392.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
394,PT08M41.00S,2020-08-30T18:41:46.7Z,3,REGULAR,3pt,jumpshot,[],1628464,31.35676741130092,30.215992647058826,1610612738,46,68,2020-08-30T18:41:52Z,3860000,99.0,242.0,1,left,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
395,PT08M39.00S,2020-08-30T18:41:48.7Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,46,68,2020-08-30T18:41:52Z,3870000,,,0,,O. Anunoby REBOUND (Off:1 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,394.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
396,PT08M31.00S,2020-08-30T18:41:57.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201188,92.9862023653088,53.74540441176471,1610612761,48,68,2020-08-30T18:42:02Z,3880000,19.0,13.0,1,right,M. Gasol layup (7 PTS) (K. Lowry 4 AST),"[201188, 200768]",1610612761.0,TOR,cutting,,,Gasol,M. Gasol,,,,,2.66,Made,,,,,7.0,K. Lowry,200768.0,4.0,,,,,,,,,,,
398,PT08M04.00S,2020-08-30T18:42:24.9Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,4.812746386333772,45.90226715686275,1610612738,48,70,2020-08-30T18:42:31Z,3900000,20.0,-7.0,1,left,D. Theis dunk (7 PTS) (K. Walker 6 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,2.06,Made,,,,,7.0,K. Walker,202689.0,6.0,,,,,,,,,,,
400,PT07M44.00S,2020-08-30T18:42:47.3Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,48,70,2020-08-30T18:42:52Z,3920000,,,0,,D. Theis FOUL personal (4 PF) (VanVleet 2freethrow),"[1628464, 1627832]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,101284.0,,4.0,0.0,VanVleet,1627832.0,,,,,
402,PT07M44.00S,2020-08-30T18:43:09.6Z,3,REGULAR,freethrow,1of2,[],1627832,,,1610612761,49,70,2020-08-30T18:43:09Z,3940000,,,0,,F. VanVleet freethrow 1of2 (3 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
403,PT07M44.00S,2020-08-30T18:43:10.4Z,3,REGULAR,substitution,out,[],1628464,,,1610612761,49,70,2020-08-30T18:43:14Z,3950000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M44.00S,2020-08-30T18:43:10.4Z,3,REGULAR,substitution,in,[],1629057,,,1610612761,49,70,2020-08-30T18:43:14Z,3960000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M44.00S,2020-08-30T18:43:27.2Z,3,REGULAR,freethrow,2of2,[],1627832,,,1610612761,50,70,2020-08-30T18:43:27Z,3970000,,,0,,F. VanVleet freethrow 2of2 (4 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
406,PT07M28.00S,2020-08-30T18:43:46.3Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1629057,7.835085413929041,48.10814950980392,1610612738,50,72,2020-08-30T18:43:52Z,3980000,9.0,21.0,1,left,R. Williams III dunk (6 PTS) (K. Walker 7 AST),"[1629057, 202689]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,2.82,Made,,,,,6.0,K. Walker,202689.0,7.0,,,,,,,,,,,
408,PT07M15.00S,2020-08-30T18:43:59.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627783,89.43823915900131,41.24540441176471,1610612761,52,72,2020-08-30T18:44:05Z,4000000,-44.0,47.0,1,right,P. Siakam 7' layup (5 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,6.82,Made,,,,,5.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,,
410,PT06M59.00S,2020-08-30T18:44:14.7Z,3,REGULAR,3pt,jumpshot,[],202689,24.78646517739816,14.284620098039216,1610612738,52,72,2020-08-30T18:44:46Z,4020000,179.0,180.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
411,PT06M57.00S,2020-08-30T18:44:16.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,52,72,2020-08-30T18:44:19Z,4030000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,410.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
412,PT06M53.00S,2020-08-30T18:44:21.2Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627832,70.51576872536137,76.53952205882352,1610612761,55,72,2020-08-30T18:44:31Z,4040000,133.0,225.0,1,right,F. VanVleet 27' 3PT  (7 PTS) (P. Siakam 1 AST),"[1627832, 1627783]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.57,Made,,,,,7.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,
414,PT06M24.00S,2020-08-30T18:44:50.4Z,3,REGULAR,3pt,jumpshot,[],1627759,29.38567674113009,8.892463235294118,1610612738,55,72,2020-08-30T18:45:18Z,4060000,206.0,224.0,1,left,MISS J. Brown 31' 3PT,[1627759],1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,30.78,Missed,,,,,,,,,,,,,,,,,,,
415,PT06M22.00S,2020-08-30T18:44:52.4Z,3,REGULAR,rebound,defensive,[],200768,,,1610612761,55,72,2020-08-30T18:44:55Z,4070000,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,414.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
416,PT06M17.00S,2020-08-30T18:44:57.7Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627832,64.86530880420499,43.20618872549019,1610612761,55,72,2020-08-30T18:45:05Z,4080000,-34.0,278.0,1,right,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,28.53,Missed,,,,,,,,,,,,,,,,,,,
417,PT06M15.00S,2020-08-30T18:45:00.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,55,72,2020-08-30T18:45:00Z,4090000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,
418,PT06M15.00S,2020-08-30T18:45:01.9Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,55,72,2020-08-30T18:45:01Z,4100000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M04.00S,2020-08-30T18:45:30.3Z,3,REGULAR,3pt,jumpshot,[],203935,10.068988173455978,94.43167892156863,1610612738,55,75,2020-08-30T18:45:36Z,4110000,-222.0,42.0,1,left,M. Smart 23' 3PT  (16 PTS) (J. Brown 4 AST),"[203935, 1627759]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,22.72,Made,,,,,16.0,J. Brown,1627759.0,4.0,,,,,,,,,,,
421,PT05M48.00S,2020-08-30T18:45:48.9Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1627783,91.27792378449409,43.451286764705884,1610612761,57,75,2020-08-30T18:45:55Z,4130000,-33.0,29.0,1,right,P. Siakam hook (7 PTS) (K. Lowry 5 AST),"[1627783, 200768]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,4.79,Made,,,,,7.0,K. Lowry,200768.0,5.0,,,,,,,,,,,
422,PT05M48.00S,2020-08-30T18:45:51.9Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612761,57,75,2020-08-30T18:46:02Z,4140000,,,0,,J. Brown FOUL personal (4 PF) (Siakam 1freethrow),"[1627759, 1627783]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,202058.0,,4.0,0.0,Siakam,1627783.0,,,,,
424,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,out,[],200768,,,1610612761,57,75,2020-08-30T18:46:15Z,4160000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,out,[],201188,,,1610612761,57,75,2020-08-30T18:46:15Z,4170000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,out,[],1627759,,,1610612761,57,75,2020-08-30T18:46:15Z,4180000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,out,[],202689,,,1610612761,57,75,2020-08-30T18:46:15Z,4190000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,in,[],1626181,,,1610612761,57,75,2020-08-30T18:46:15Z,4200000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,in,[],201586,,,1610612761,57,75,2020-08-30T18:46:15Z,4210000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,in,[],202954,,,1610612761,57,75,2020-08-30T18:46:15Z,4220000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M48.00S,2020-08-30T18:46:03.4Z,3,REGULAR,substitution,in,[],1628400,,,1610612761,57,75,2020-08-30T18:46:15Z,4230000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M48.00S,2020-08-30T18:46:34.7Z,3,REGULAR,freethrow,1of1,[],1627783,,,1610612761,58,75,2020-08-30T18:46:34Z,4240000,,,0,,P. Siakam freethrow 1of1 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
434,PT05M27.00S,2020-08-30T18:46:58.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,10.988830486202366,52.76501225490197,1610612738,58,77,2020-08-30T18:47:05Z,4250000,-14.0,51.0,1,left,J. Tatum 6' jumpshot (12 PTS),[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,5.8,Made,,,,,12.0,,,,,,,,,,,,,,
435,PT05M20.00S,2020-08-30T18:47:08.8Z,3,REGULAR,foul,personal,[],1628400,,,1610612761,58,77,2020-08-30T18:47:13Z,4260000,,,0,,S. Ojeleye FOUL personal (1 PF),"[1628400, 1627783]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,101284.0,,1.0,0.0,Siakam,1627783.0,,,,,
437,PT05M07.00S,2020-08-30T18:47:47.0Z,3,REGULAR,turnover,lostball,[],1626181,,,1610612761,58,77,2020-08-30T18:52:54Z,4280000,,,0,,N. Powell TURNOVER lostball (1 TOV) Stolen,"[1626181, 1628400]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,1.0,,,,,Ojeleye,1628400.0,,,
438,PT05M07.00S,2020-08-30T18:47:47.0Z,3,REGULAR,steal,,[],1628400,,,1610612738,58,77,2020-08-30T18:47:50Z,4290000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M01.00S,2020-08-30T18:47:57.6Z,3,REGULAR,turnover,outofbounds,[],1629057,,,1610612738,58,77,2020-08-30T18:52:04Z,4300000,,,0,,R. Williams III TURNOVER outofbounds (1 TOV),[1629057],1610612738.0,BOS,lostball,,,Williams III,R. Williams III,,,,,,,,,,,,,,,202058.0,1.0,,,,,,,,,
440,PT04M41.00S,2020-08-30T18:48:18.1Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1627832,78.26872536136662,10.117953431372548,1610612761,58,77,2020-08-30T18:48:27Z,4310000,-199.0,152.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
441,PT04M38.00S,2020-08-30T18:48:21.1Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,58,77,2020-08-30T18:57:20Z,4320000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,440.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
442,PT04M36.00S,2020-08-30T18:48:24.6Z,3,REGULAR,foul,personal,[],1626181,,,1610612738,58,77,2020-08-30T18:48:37Z,4330000,,,0,,N. Powell FOUL personal (1 PF),"[1626181, 1629057]",1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,2530.0,,1.0,0.0,Williams III,1629057.0,,,,,
444,PT04M36.00S,2020-08-30T18:48:33.4Z,3,REGULAR,substitution,out,[],1628384,,,1610612738,58,77,2020-08-30T18:48:36Z,4350000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M36.00S,2020-08-30T18:48:33.4Z,3,REGULAR,substitution,in,[],200768,,,1610612738,58,77,2020-08-30T18:48:36Z,4360000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M28.00S,2020-08-30T18:48:50.2Z,3,REGULAR,3pt,jumpshot,[],1628400,20.71287779237845,7.666973039215687,1610612738,58,77,2020-08-30T18:48:55Z,4370000,212.0,142.0,1,left,MISS S. Ojeleye 26' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
447,PT04M25.00S,2020-08-30T18:48:53.2Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,77,2020-08-30T18:48:55Z,4380000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,446.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
448,PT04M18.00S,2020-08-30T18:48:59.7Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203935,5.732588699080158,2.5199142156862746,1610612738,58,77,2020-08-30T18:49:05Z,4390000,237.0,1.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
449,PT04M15.00S,2020-08-30T18:49:02.7Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,58,77,2020-08-30T18:49:05Z,4400000,,,0,,F. VanVleet REBOUND (Off:1 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,448.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
