actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
182,PT08M50.00S,2020-09-12T01:59:19.0Z,2,REGULAR,2pt,jumpshot,['fastbreak'],200768,22.815374507227332,75.55912990196079,1610612761,33,29,2020-09-12T01:59:24Z,1800000,-128.0,162.0,1,left,MISS K. Lowry 21' jumpshot,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,21.07,Missed,,,,,,,,,,,,,,,,,,
183,PT08M48.00S,2020-09-12T01:59:21.0Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612738,33,29,2020-09-12T01:59:24Z,1810000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,182.0,3.0,2.0,1.0,,,,,,,,,,,,,,
184,PT08M46.00S,2020-09-12T01:59:27.7Z,2,REGULAR,foul,personal,[],200768,,,1610612738,33,29,2020-09-12T01:59:35Z,1820000,,,0,,K. Lowry FOUL personal (1 PF),"[200768, 1627759]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Brown,1627759.0
186,PT08M46.00S,2020-09-12T01:59:35.5Z,2,REGULAR,substitution,out,[],1626181,,,1610612738,33,29,2020-09-12T02:00:03Z,1840000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M46.00S,2020-09-12T01:59:35.5Z,2,REGULAR,substitution,out,[],202689,,,1610612738,33,29,2020-09-12T02:00:03Z,1850000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M46.00S,2020-09-12T01:59:35.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,33,29,2020-09-12T02:00:03Z,1860000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M46.00S,2020-09-12T01:59:35.5Z,2,REGULAR,substitution,in,[],1627832,,,1610612738,33,29,2020-09-12T02:00:03Z,1870000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M46.00S,2020-09-12T01:59:35.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,33,29,2020-09-12T02:00:03Z,1880000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M46.00S,2020-09-12T01:59:35.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,33,29,2020-09-12T02:00:03Z,1890000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M40.00S,2020-09-12T02:00:11.8Z,2,REGULAR,3pt,jumpshot,[],203935,73.01248357424441,80.7061887254902,1610612738,33,29,2020-09-12T02:00:16Z,1900000,154.0,201.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
193,PT08M37.00S,2020-09-12T02:00:14.7Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,33,29,2020-09-12T02:00:14Z,1910000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,192.0,1.0,0.0,1.0,,,,,,,,,,,,,,
194,PT08M34.00S,2020-09-12T02:00:18.9Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",203935,92.59198423127464,62.814031862745104,1610612738,33,29,2020-09-12T02:00:22Z,1920000,64.0,17.0,1,right,MISS M. Smart 7' jumpshot,[203935],1610612738.0,BOS,floating,,,Smart,M. Smart,,,,,6.8,Missed,,,,,,,,,,,,,,,,,,
195,PT08M34.00S,2020-09-12T02:00:18.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,33,29,2020-09-12T02:00:22Z,1930000,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,
196,PT08M34.00S,2020-09-12T02:00:22.2Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612761,33,29,2020-09-12T02:00:22Z,1940000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M15.00S,2020-09-12T02:00:49.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627832,6.783837056504599,48.10814950980392,1610612761,35,29,2020-09-12T02:02:14Z,1950000,9.0,11.0,1,left,F. VanVleet layup (10 PTS),[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,1.93,Made,,,,,10.0,,,,,,,,,,,,,
198,PT08M15.00S,2020-09-12T02:00:54.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,29,2020-09-12T02:00:54Z,1960000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M15.00S,2020-09-12T02:03:51.7Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,35,29,2020-09-12T02:04:25Z,1970000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M15.00S,2020-09-12T02:03:51.7Z,2,REGULAR,substitution,in,[],202689,,,1610612738,35,29,2020-09-12T02:04:25Z,1980000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M00.00S,2020-09-12T02:04:50.9Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,35,29,2020-09-12T02:04:57Z,1990000,,,0,,J. Tatum FOUL offensive (1 PF),"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Lowry,200768.0
203,PT08M00.00S,2020-09-12T02:04:50.9Z,2,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,35,29,2020-09-12T02:04:50Z,2010000,,,0,,J. Tatum TURNOVER offensivefoul (1 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1.0,,,2534.0,,,,
204,PT07M40.00S,2020-09-12T02:05:27.5Z,2,REGULAR,turnover,badpass,[],201586,,,1610612761,35,29,2020-09-12T02:05:34Z,2020000,,,0,,S. Ibaka TURNOVER badpass (2 TOV) Stolen,"[201586, 1627759]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,
205,PT07M40.00S,2020-09-12T02:05:27.5Z,2,REGULAR,steal,,[],1627759,,,1610612738,35,29,2020-09-12T02:05:29Z,2030000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M36.00S,2020-09-12T02:05:32.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,94.30026281208936,49.57873774509804,1610612738,35,31,2020-09-12T02:05:40Z,2040000,-2.0,1.0,1,right,J. Brown layup (8 PTS),[1627759],1610612738.0,BOS,runningfingerroll,,,Brown,J. Brown,,,,,0.69,Made,,,,,8.0,,,,,,,,,,,,,
207,PT07M36.00S,2020-09-12T02:05:34.3Z,2,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612738,35,31,2020-09-12T02:05:44Z,2050000,,,0,,P. Siakam FOUL personal (2 PF) (Brown 1freethrow),"[1627783, 1627759]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Brown,1627759.0
209,PT07M36.00S,2020-09-12T02:06:08.1Z,2,REGULAR,freethrow,1of1,"['fromturnover', 'fastbreak']",1627759,,,1610612738,35,31,2020-09-12T02:06:10Z,2070000,,,0,,MISS J. Brown freethrow 1of1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
210,PT07M34.00S,2020-09-12T02:06:10.1Z,2,REGULAR,rebound,defensive,[],201586,,,1610612761,35,31,2020-09-12T02:06:10Z,2080000,,,0,,S. Ibaka REBOUND (Off:0 Def:4),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,209.0,4.0,4.0,0.0,,,,,,,,,,,,,,
211,PT07M13.00S,2020-09-12T02:06:30.5Z,2,REGULAR,3pt,jumpshot,[],1628384,32.14520367936925,60.11795343137255,1610612761,35,31,2020-09-12T02:06:34Z,2090000,-51.0,250.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
212,PT07M09.00S,2020-09-12T02:06:34.5Z,2,REGULAR,rebound,offensive,[],201586,,,1610612761,35,31,2020-09-12T02:06:34Z,2100000,,,0,,S. Ibaka REBOUND (Off:1 Def:4),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,211.0,5.0,4.0,1.0,,,,,,,,,,,,,,
213,PT07M09.00S,2020-09-12T02:06:34.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",201586,8.886333771353483,44.18658088235294,1610612761,37,31,2020-09-12T02:06:37Z,2110000,29.0,31.0,1,left,S. Ibaka layup (9 PTS),[201586],1610612761.0,TOR,putback,,,Ibaka,S. Ibaka,,,,,4.67,Made,,,,,9.0,,,,,,,,,,,,,
214,PT06M50.00S,2020-09-12T02:06:53.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.11760840998686,54.23560049019608,1610612738,37,31,2020-09-12T02:06:58Z,2120000,21.0,12.0,1,right,MISS J. Tatum layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.76,Missed,,,,,,,,,,,,,,,,,,
215,PT06M48.00S,2020-09-12T02:06:55.0Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,37,31,2020-09-12T02:06:58Z,2130000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,214.0,2.0,0.0,2.0,,,,,,,,,,,,,,
216,PT06M48.00S,2020-09-12T02:07:06.0Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1629057,94.95729303547962,51.53952205882353,1610612738,37,33,2020-09-12T02:07:23Z,2140000,8.0,-5.0,1,right,R. Williams III dunk (4 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.77,Made,,,,,4.0,,,,,,,,,,,,,
217,PT06M33.00S,2020-09-12T02:07:10.6Z,2,REGULAR,3pt,jumpshot,[],201586,30.17411300919842,22.61795343137255,1610612761,37,33,2020-09-12T02:07:17Z,2150000,137.0,231.0,1,left,MISS S. Ibaka 27' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,27.34,Missed,,,,,,,,,,,,,,,,,,
218,PT06M33.00S,2020-09-12T02:07:10.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,37,33,2020-09-12T02:07:17Z,2160000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,,
219,PT06M13.00S,2020-09-12T02:07:31.1Z,2,REGULAR,2pt,jumpshot,[],1628369,85.23324572930355,88.54932598039215,1610612738,37,33,2020-09-12T02:07:35Z,2170000,193.0,86.0,1,right,MISS J. Tatum 21' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,21.34,Missed,,,,,,,,,,,,,,,,,,
220,PT06M09.00S,2020-09-12T02:07:35.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,37,33,2020-09-12T02:07:35Z,2180000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,219.0,4.0,4.0,0.0,,,,,,,,,,,,,,
221,PT06M05.00S,2020-09-12T02:07:38.9Z,2,REGULAR,foul,personal,['3freethrow'],202689,,,1610612761,37,33,2020-09-12T02:08:26Z,2190000,,,0,,K. Walker FOUL personal (1 PF) (Ibaka 3freethrow),"[202689, 201586]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Ibaka,201586.0
223,PT06M05.00S,2020-09-12T02:08:19.2Z,2,REGULAR,freethrow,1of3,['fastbreak'],201586,,,1610612761,38,33,2020-09-12T02:09:35Z,2210000,,,0,,S. Ibaka freethrow 1of3 (10 PTS),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
224,PT06M05.00S,2020-09-12T02:08:19.2Z,2,REGULAR,freethrow,2of3,['fastbreak'],201586,,,1610612761,39,33,2020-09-12T02:09:35Z,2220000,,,0,,S. Ibaka freethrow 2of3 (11 PTS),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
225,PT06M05.00S,2020-09-12T02:08:41.0Z,2,REGULAR,substitution,out,[],200768,,,1610612761,39,33,2020-09-12T02:08:55Z,2230000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M05.00S,2020-09-12T02:08:41.0Z,2,REGULAR,substitution,out,[],1627783,,,1610612761,39,33,2020-09-12T02:08:55Z,2240000,,,0,,substitution out Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M05.00S,2020-09-12T02:08:41.0Z,2,REGULAR,substitution,in,[],1626181,,,1610612761,39,33,2020-09-12T02:08:55Z,2250000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M05.00S,2020-09-12T02:08:41.0Z,2,REGULAR,substitution,in,[],201188,,,1610612761,39,33,2020-09-12T02:08:55Z,2260000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M05.00S,2020-09-12T02:08:19.2Z,2,REGULAR,freethrow,3of3,['fastbreak'],201586,,,1610612761,40,33,2020-09-12T02:09:35Z,2270000,,,0,,S. Ibaka freethrow 3of3 (12 PTS),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
230,PT05M48.00S,2020-09-12T02:09:48.5Z,2,REGULAR,3pt,jumpshot,[],203935,93.51182654402102,3.7454044117647056,1610612738,40,33,2020-09-12T02:09:51Z,2280000,-231.0,8.0,1,right,MISS M. Smart 23' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
231,PT05M46.00S,2020-09-12T02:09:50.5Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,40,33,2020-09-12T02:09:51Z,2290000,,,0,,M. Gasol REBOUND (Off:0 Def:2),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,230.0,2.0,2.0,0.0,,,,,,,,,,,,,,
232,PT05M38.00S,2020-09-12T02:09:57.9Z,2,REGULAR,turnover,badpass,[],1627832,,,1610612761,40,33,2020-09-12T02:10:01Z,2300000,,,0,,F. VanVleet TURNOVER badpass (2 TOV) Stolen,"[1627832, 203935]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,2.0,Smart,203935.0,,,,,
233,PT05M38.00S,2020-09-12T02:09:57.9Z,2,REGULAR,steal,,[],203935,,,1610612738,40,33,2020-09-12T02:09:59Z,2310000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M34.00S,2020-09-12T02:10:02.2Z,2,REGULAR,2pt,dunk,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,94.30026281208936,49.82383578431372,1610612738,40,35,2020-09-12T02:11:16Z,2320000,-1.0,1.0,1,right,J. Tatum dunk (11 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,runningalleyoop,,,Tatum,J. Tatum,,,,,0.67,Made,,,,,11.0,M. Smart,203935.0,2.0,,,,,,,,,,
236,PT05M17.00S,2020-09-12T02:10:22.3Z,2,REGULAR,foul,offensive,[],201586,,,1610612761,40,35,2020-09-12T02:10:31Z,2340000,,,0,,S. Ibaka FOUL offensive (2 PF),"[201586, 203935]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Smart,203935.0
238,PT05M17.00S,2020-09-12T02:10:22.3Z,2,REGULAR,turnover,offensivefoul,[],201586,,,1610612761,40,35,2020-09-12T02:10:22Z,2360000,,,0,,S. Ibaka TURNOVER offensivefoul (3 TOV),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,3.0,,,1162.0,,,,
239,PT05M17.00S,2020-09-12T02:10:30.0Z,2,REGULAR,substitution,out,[],201586,,,1610612738,40,35,2020-09-12T02:10:40Z,2370000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M17.00S,2020-09-12T02:10:30.0Z,2,REGULAR,substitution,in,[],200768,,,1610612738,40,35,2020-09-12T02:10:40Z,2380000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M02.00S,2020-09-12T02:10:58.6Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203935,92.59198423127464,58.647365196078425,1610612738,40,37,2020-09-12T02:11:03Z,2390000,43.0,17.0,1,right,M. Smart jumpshot (10 PTS),[203935],1610612738.0,BOS,drivingfloatingbank,,,Smart,M. Smart,,,,,4.88,Made,,,,,10.0,,,,,,,,,,,,,
242,PT04M51.00S,2020-09-12T02:11:12.2Z,2,REGULAR,foul,personal,[],1629057,,,1610612761,40,37,2020-09-12T02:11:19Z,2400000,,,0,,R. Williams III FOUL personal (2 PF),"[1629057, 200768]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Lowry,200768.0
244,PT04M38.00S,2020-09-12T02:11:45.2Z,2,REGULAR,turnover,lostball,[],1628384,,,1610612761,40,37,2020-09-12T02:11:47Z,2420000,,,0,,O. Anunoby TURNOVER lostball (1 TOV) Stolen,"[1628384, 1628369]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,
245,PT04M38.00S,2020-09-12T02:11:45.2Z,2,REGULAR,steal,,[],1628369,,,1610612738,40,37,2020-09-12T02:11:46Z,2430000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M30.00S,2020-09-12T02:11:52.6Z,2,REGULAR,2pt,jumpshot,['fromturnover'],1628369,77.08607095926413,31.93167892156863,1610612738,40,37,2020-09-12T02:11:56Z,2440000,-90.0,163.0,1,right,MISS J. Tatum 19' jumpshot,[1628369],1610612738.0,BOS,pullupbank,,,Tatum,J. Tatum,,,,,19.11,Missed,,,,,,,,,,,,,,,,,,
247,PT04M28.00S,2020-09-12T02:11:54.6Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,40,37,2020-09-12T02:11:56Z,2450000,,,0,,M. Gasol REBOUND (Off:0 Def:3),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,246.0,3.0,3.0,0.0,,,,,,,,,,,,,,
248,PT04M22.00S,2020-09-12T02:12:01.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627832,7.440867279894875,42.715992647058826,1610612761,40,37,2020-09-12T02:12:12Z,2460000,36.0,17.0,1,left,MISS F. VanVleet layup Blocked,"[1627832, 202689]",1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,4.3,Missed,,,,,,,,,Walker,202689.0,,,,,,,,
249,PT04M22.00S,2020-09-12T02:12:01.4Z,2,REGULAR,block,,[],202689,,,1610612761,40,37,2020-09-12T02:12:03Z,2470000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M19.00S,2020-09-12T02:12:04.4Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,40,37,2020-09-12T02:12:12Z,2480000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,248.0,3.0,3.0,0.0,,,,,,,,,,,,,,
251,PT04M17.00S,2020-09-12T02:12:12.5Z,2,REGULAR,turnover,outofbounds,[],1627759,,,1610612738,40,37,2020-09-12T02:15:36Z,2490000,,,0,,J. Brown TURNOVER outofbounds (2 TOV),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2.0,,,2534.0,,,,
252,PT04M17.00S,2020-09-12T02:12:20.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,40,37,2020-09-12T02:12:20Z,2500000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M17.00S,2020-09-12T02:15:32.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612761,40,37,2020-09-12T02:15:57Z,2510000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M17.00S,2020-09-12T02:15:32.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612761,40,37,2020-09-12T02:15:57Z,2520000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M03.00S,2020-09-12T02:16:14.3Z,2,REGULAR,2pt,jumpshot,['fromturnover'],200768,16.90210249671485,86.09834558823529,1610612761,40,37,2020-09-12T02:16:17Z,2530000,-180.0,106.0,1,left,MISS K. Lowry 21' jumpshot,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,21.24,Missed,,,,,,,,,,,,,,,,,,
256,PT04M01.00S,2020-09-12T02:16:16.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,40,37,2020-09-12T02:16:17Z,2540000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,255.0,8.0,8.0,0.0,,,,,,,,,,,,,,
257,PT03M49.00S,2020-09-12T02:16:27.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,86.02168199737189,61.83363970588235,1610612738,40,39,2020-09-12T02:16:33Z,2550000,59.0,79.0,1,right,K. Walker 10' jumpshot (2 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,10.31,Made,,,,,2.0,,,,,,,,,,,,,
258,PT03M36.00S,2020-09-12T02:16:40.4Z,2,REGULAR,turnover,badpass,[],200768,,,1610612761,40,39,2020-09-12T02:16:43Z,2560000,,,0,,K. Lowry TURNOVER badpass (2 TOV) Stolen,"[200768, 1627759]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,
259,PT03M36.00S,2020-09-12T02:16:40.4Z,2,REGULAR,steal,,[],1627759,,,1610612738,40,39,2020-09-12T02:16:41Z,2570000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M34.00S,2020-09-12T02:16:43.1Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,95.3515111695138,50.55912990196079,1610612738,40,41,2020-09-12T02:16:56Z,2580000,3.0,-9.0,1,right,M. Smart layup (12 PTS),[203935],1610612738.0,BOS,runningfingerroll,,,Smart,M. Smart,,,,,0.43,Made,,,,,12.0,,,,,,,,,,,,,
261,PT03M21.00S,2020-09-12T02:16:55.3Z,2,REGULAR,3pt,jumpshot,[],1628384,20.71287779237845,91.00030637254902,1610612761,40,41,2020-09-12T02:16:58Z,2590000,-205.0,142.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
262,PT03M19.00S,2020-09-12T02:16:57.3Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,40,41,2020-09-12T02:16:58Z,2600000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,261.0,4.0,4.0,0.0,,,,,,,,,,,,,,
263,PT03M15.00S,2020-09-12T02:17:02.4Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202689,68.67608409986859,61.83363970588235,1610612738,40,41,2020-09-12T02:17:09Z,2610000,59.0,242.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
264,PT03M12.00S,2020-09-12T02:17:05.4Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,40,41,2020-09-12T02:17:09Z,2620000,,,0,,M. Gasol REBOUND (Off:0 Def:4),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,263.0,4.0,4.0,0.0,,,,,,,,,,,,,,
265,PT03M03.00S,2020-09-12T02:17:16.6Z,2,REGULAR,turnover,traveling,[],201188,,,1610612761,40,41,2020-09-12T02:17:21Z,2630000,,,0,,M. Gasol TURNOVER traveling (1 TOV),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,1.0,,,1162.0,,,,
266,PT03M03.00S,2020-09-12T02:17:19.9Z,2,REGULAR,substitution,out,[],1628384,,,1610612738,40,41,2020-09-12T02:17:31Z,2640000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M03.00S,2020-09-12T02:17:19.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612738,40,41,2020-09-12T02:17:31Z,2650000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
