actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
543,PT04M08.00S,2020-09-12T03:32:24.5Z,4,REGULAR,turnover,backcourt,[],1628369,,,1610612738,80,88,2020-09-12T03:32:32Z,5340000,,,0,,J. Tatum TURNOVER backcourt (3 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,3.0,,,2714.0,,,,
544,PT03M50.00S,2020-09-12T03:33:01.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627783,93.38042049934296,53.01011029411765,1610612761,82,88,2020-09-12T03:33:06Z,5350000,15.0,10.0,1,right,P. Siakam layup (12 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,2.14,Made,,,,,12.0,,,,,,,,,,,,,
545,PT03M26.00S,2020-09-12T03:33:34.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612738,82,88,2020-09-12T03:33:38Z,5360000,,,0,,K. Lowry FOUL personal (5 PF) (Smart inpenalty),"[200768, 203935]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,2534.0,5.0,0.0,Smart,203935.0
547,PT03M26.00S,2020-09-12T03:34:01.2Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,82,88,2020-09-12T03:34:01Z,5380000,,,0,,MISS M. Smart freethrow 1of2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,
548,PT03M26.00S,2020-09-12T03:34:01.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,82,88,2020-09-12T03:34:01Z,5390000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,
549,PT03M26.00S,2020-09-12T03:34:20.4Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,82,89,2020-09-12T03:34:20Z,5400000,,,0,,M. Smart freethrow 2of2 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
550,PT03M12.00S,2020-09-12T03:34:41.2Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,82,89,2020-09-12T03:34:48Z,5410000,,,0,,G. Williams FOUL personal (1 PF) (Siakam 2freethrow),"[1629684, 1627783]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Siakam,1627783.0
552,PT03M12.00S,2020-09-12T03:35:11.8Z,4,REGULAR,freethrow,1of2,[],1627783,,,1610612761,82,89,2020-09-12T03:35:11Z,5430000,,,0,,MISS P. Siakam freethrow 1of2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,
553,PT03M12.00S,2020-09-12T03:35:11.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,82,89,2020-09-12T03:35:11Z,5440000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,
554,PT03M12.00S,2020-09-12T03:35:32.6Z,4,REGULAR,freethrow,2of2,[],1627783,,,1610612761,83,89,2020-09-12T03:35:32Z,5450000,,,0,,P. Siakam freethrow 2of2 (13 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
555,PT02M53.00S,2020-09-12T03:35:54.6Z,4,REGULAR,3pt,jumpshot,[],202689,19.66162943495401,93.69638480392157,1610612738,83,89,2020-09-12T03:36:16Z,5460000,-218.0,132.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
556,PT02M49.00S,2020-09-12T03:35:58.6Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,83,89,2020-09-12T03:47:49Z,5470000,,,0,,G. Williams REBOUND (Off:2 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,555.0,2.0,0.0,2.0,,,,,,,,,,,,,,
602,PT02M49.00S,2020-09-12T03:36:04.3Z,4,REGULAR,turnover,outofbounds,[],1629684,,,1610612738,83,89,2020-09-12T03:48:28Z,5475000,,,0,,G. Williams TURNOVER outofbounds (1 TOV),[1629684],1610612738.0,BOS,badpass,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1.0,,,1162.0,,,,
558,PT02M30.00S,2020-09-12T03:36:41.3Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1626181,90.75229960578186,45.41207107843137,1610612761,83,89,2020-09-12T03:48:17Z,5490000,-23.0,34.0,1,right,MISS N. Powell jumpshot,[1626181],1610612761.0,TOR,drivingfloating,,,Powell,N. Powell,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,
559,PT02M27.00S,2020-09-12T03:36:44.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,83,89,2020-09-12T03:36:46Z,5500000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,558.0,6.0,4.0,2.0,,,,,,,,,,,,,,
560,PT02M07.00S,2020-09-12T03:37:10.1Z,4,REGULAR,foul,offensive,[],203935,,,1610612738,83,89,2020-09-12T03:37:17Z,5510000,,,0,,M. Smart FOUL offensive (1 PF),"[203935, 200768]",1610612738.0,BOS,charge,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Lowry,200768.0
562,PT02M07.00S,2020-09-12T03:37:10.1Z,4,REGULAR,turnover,offensivefoul,[],203935,,,1610612738,83,89,2020-09-12T03:37:10Z,5530000,,,0,,M. Smart TURNOVER offensivefoul (1 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,1.0,,,2534.0,,,,
563,PT01M55.00S,2020-09-12T03:37:47.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",200768,93.64323258869908,49.08854166666667,1610612761,85,89,2020-09-12T03:37:51Z,5540000,-5.0,7.0,1,right,K. Lowry layup (14 PTS),[200768],1610612761.0,TOR,drivingfingerroll,,,Lowry,K. Lowry,,,,,1.36,Made,,,,,14.0,,,,,,,,,,,,,
564,PT01M34.00S,2020-09-12T03:38:11.8Z,4,REGULAR,3pt,jumpshot,[],1628369,16.376478318002626,3.990502450980392,1610612738,85,89,2020-09-12T03:38:18Z,5550000,230.0,101.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
565,PT01M32.00S,2020-09-12T03:38:13.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,85,89,2020-09-12T03:38:18Z,5560000,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,564.0,,,,,,,,,,,,,,,,,
566,PT01M32.00S,2020-09-12T03:38:17.5Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612761,85,89,2020-09-12T03:38:17Z,5570000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT01M32.00S,2020-09-12T03:38:23.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612761,85,89,2020-09-12T03:38:32Z,5580000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
568,PT01M32.00S,2020-09-12T03:38:23.1Z,4,REGULAR,substitution,in,[],1628464,,,1610612761,85,89,2020-09-12T03:38:32Z,5590000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
569,PT01M21.00S,2020-09-12T03:38:55.1Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612761,85,89,2020-09-12T03:39:31Z,5600000,,,0,,D. Theis FOUL personal (6 PF) (Lowry 2freethrow),"[1628464, 200768]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1162.0,6.0,0.0,Lowry,200768.0
571,PT01M21.00S,2020-09-12T03:39:07.2Z,4,REGULAR,substitution,out,[],1628464,,,1610612761,85,89,2020-09-12T03:39:19Z,5620000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
572,PT01M21.00S,2020-09-12T03:39:07.2Z,4,REGULAR,substitution,in,[],1629684,,,1610612761,85,89,2020-09-12T03:39:19Z,5630000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
573,PT01M21.00S,2020-09-12T03:39:36.5Z,4,REGULAR,freethrow,1of2,[],200768,,,1610612761,86,89,2020-09-12T03:39:36Z,5640000,,,0,,K. Lowry freethrow 1of2 (15 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
574,PT01M21.00S,2020-09-12T03:39:53.5Z,4,REGULAR,freethrow,2of2,[],200768,,,1610612761,87,89,2020-09-12T03:39:53Z,5650000,,,0,,K. Lowry freethrow 2of2 (16 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
575,PT01M03.00S,2020-09-12T03:40:13.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.652431011826544,45.65716911764706,1610612738,87,89,2020-09-12T03:40:16Z,5660000,22.0,10.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.67,Missed,,,,,,,,,,,,,,,,,,
576,PT01M01.00S,2020-09-12T03:40:15.2Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,87,89,2020-09-12T03:40:16Z,5670000,,,0,,P. Siakam REBOUND (Off:2 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,575.0,11.0,9.0,2.0,,,,,,,,,,,,,,
577,PT00M58.20S,2020-09-12T03:40:19.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1626181,94.30026281208936,47.127757352941174,1610612761,87,89,2020-09-12T03:40:28Z,5680000,-14.0,1.0,1,right,MISS N. Powell layup Blocked,"[1626181, 203935]",1610612761.0,TOR,running,,,Powell,N. Powell,,,,,1.58,Missed,,,,,,,,,Smart,203935.0,,,,,,,,
578,PT00M58.20S,2020-09-12T03:40:19.1Z,4,REGULAR,block,,[],203935,,,1610612761,87,89,2020-09-12T03:40:20Z,5690000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
579,PT00M55.30S,2020-09-12T03:40:22.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,87,89,2020-09-12T03:40:28Z,5700000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,577.0,7.0,5.0,2.0,,,,,,,,,,,,,,
580,PT00M35.40S,2020-09-12T03:40:47.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612738,87,89,2020-09-12T03:43:45Z,5710000,,,0,,K. Lowry FOUL personal (6 PF) (Williams inpenalty),"[200768, 1629684]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,1162.0,6.0,0.0,Williams,1629684.0
582,PT00M35.40S,2020-09-12T03:41:13.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,87,89,2020-09-12T03:43:56Z,5730000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT00M35.40S,2020-09-12T03:41:29.3Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,87,89,2020-09-12T03:44:04Z,5740000,,,0,,,[],1610612761.0,TOR,stands,,,,,,,,,,,,,,,,,,,,,,,,1162.0,,,,
584,PT00M35.40S,2020-09-12T03:43:44.8Z,4,REGULAR,substitution,out,[],200768,,,1610612738,87,89,2020-09-12T03:44:02Z,5750000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
585,PT00M35.40S,2020-09-12T03:43:44.8Z,4,REGULAR,substitution,in,[],201586,,,1610612738,87,89,2020-09-12T03:44:02Z,5760000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
586,PT00M35.40S,2020-09-12T03:44:15.9Z,4,REGULAR,freethrow,1of2,[],1629684,,,1610612738,87,89,2020-09-12T03:44:45Z,5770000,,,0,,MISS G. Williams freethrow 1of2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
587,PT00M35.40S,2020-09-12T03:44:15.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,87,89,2020-09-12T03:44:45Z,5780000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,586.0,,,,,,,,,,,,,,,,,
588,PT00M35.40S,2020-09-12T03:44:15.9Z,4,REGULAR,freethrow,2of2,[],1629684,,,1610612738,87,89,2020-09-12T03:44:45Z,5790000,,,0,,MISS G. Williams freethrow 2of2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
589,PT00M34.90S,2020-09-12T03:44:16.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,87,89,2020-09-12T03:44:45Z,5800000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,588.0,,,,,,,,,,,,,,,,,
590,PT00M34.90S,2020-09-12T03:44:34.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612738,87,89,2020-09-12T03:44:51Z,5810000,,,0,,N. Powell FOUL personal (4 PF) (Tatum inpenalty),"[1626181, 1628369]",1610612761.0,TOR,looseball,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,2534.0,4.0,0.0,Tatum,1628369.0
592,PT00M34.90S,2020-09-12T03:45:01.6Z,4,REGULAR,freethrow,1of2,['2ndchance'],1628369,,,1610612738,87,90,2020-09-12T03:45:21Z,5830000,,,0,,J. Tatum freethrow 1of2 (29 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
593,PT00M34.90S,2020-09-12T03:45:01.6Z,4,REGULAR,freethrow,2of2,['2ndchance'],1628369,,,1610612738,87,90,2020-09-12T03:45:21Z,5840000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
594,PT00M32.30S,2020-09-12T03:45:04.2Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,87,90,2020-09-12T03:45:21Z,5850000,,,0,,O. Anunoby REBOUND (Off:1 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,593.0,6.0,5.0,1.0,,,,,,,,,,,,,,
595,PT00M12.00S,2020-09-12T03:45:41.2Z,4,REGULAR,3pt,jumpshot,[],1627832,75.1149802890933,88.05912990196079,1610612761,87,90,2020-09-12T03:45:45Z,5860000,190.0,181.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,
596,PT00M08.60S,2020-09-12T03:45:44.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,87,90,2020-09-12T03:45:45Z,5870000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,595.0,8.0,6.0,2.0,,,,,,,,,,,,,,
597,PT00M07.90S,2020-09-12T03:45:46.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612738,87,90,2020-09-12T03:45:57Z,5880000,,,0,,O. Anunoby FOUL personal (2 PF) (Walker inpenalty),"[1628384, 202689]",1610612761.0,TOR,take,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Walker,202689.0
599,PT00M07.90S,2020-09-12T03:46:26.8Z,4,REGULAR,freethrow,1of2,[],202689,,,1610612738,87,91,2020-09-12T03:46:26Z,5900000,,,0,,K. Walker freethrow 1of2 (13 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
600,PT00M07.90S,2020-09-12T03:46:45.7Z,4,REGULAR,freethrow,2of2,[],202689,,,1610612738,87,92,2020-09-12T03:46:45Z,5910000,,,0,,K. Walker freethrow 2of2 (14 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
601,PT00M07.90S,2020-09-12T03:46:49.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,87,92,2020-09-12T03:46:49Z,5920000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M04.20S,2020-09-12T03:48:41.7Z,4,REGULAR,3pt,jumpshot,[],1627783,79.97700394218134,5.46109068627451,1610612761,87,92,2020-09-12T03:48:48Z,5930000,-223.0,136.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,stepback,,,Siakam,P. Siakam,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
604,PT00M00.20S,2020-09-12T03:48:45.7Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,87,92,2020-09-12T03:48:45Z,5940000,,,0,,O. Anunoby REBOUND (Off:2 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,603.0,7.0,5.0,2.0,,,,,,,,,,,,,,
605,PT00M00.00S,2020-09-12T03:48:47.2Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",201586,94.30026281208936,53.990502450980394,1610612761,87,92,2020-09-12T03:48:52Z,5950000,20.0,1.0,1,right,MISS S. Ibaka layup,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,
606,PT00M00.00S,2020-09-12T03:48:51.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,87,92,2020-09-12T03:48:51Z,5960000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,605.0,,,,,,,,,,,,,,,,,
607,PT00M00.00S,2020-09-12T03:48:53.3Z,4,REGULAR,period,end,[],0,,,1610612761,87,92,2020-09-12T03:48:53Z,5970000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT00M00.00S,2020-09-12T03:48:57.3Z,4,REGULAR,game,end,[],0,,,0,87,92,2020-09-12T03:48:57Z,5980000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
