actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
460,PT02M01.00S,2019-12-12T01:42:27.6Z,3,REGULAR,substitution,in,[],1629048,,,1610612738,82,87,2019-12-12T01:42:30Z,4570000,,,0,,substitution in Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M01.00S,2019-12-12T01:42:27.0Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,82,87,2019-12-12T01:42:54Z,4580000,,,0,,MISS K. Walker freethrow 2of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
462,PT01M58.00S,2019-12-12T01:42:30.0Z,3,REGULAR,rebound,defensive,[],1628988,,,1610612754,82,87,2019-12-12T01:42:54Z,4590000,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,461.0,1.0,1.0,0.0,,,,,,,,,,,
463,PT01M48.00S,2019-12-12T01:43:03.8Z,3,REGULAR,2pt,jumpshot,[],203926,73.53810775295663,43.20618872549019,1610612754,82,87,2019-12-12T01:43:07Z,4600000,-34.0,196.0,1,right,MISS D. McDermott 20' jumpshot,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,20.45,Missed,,,,,,,,,,,,,,,,,,,
464,PT01M45.00S,2019-12-12T01:43:06.8Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,82,87,2019-12-12T01:43:07Z,4610000,,,0,,E. Kanter REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,463.0,4.0,2.0,2.0,,,,,,,,,,,
465,PT01M39.00S,2019-12-12T01:43:12.7Z,3,REGULAR,3pt,jumpshot,['fastbreak'],202689,35.03613666228647,32.421875,1610612738,82,87,2019-12-12T01:43:19Z,4620000,88.0,277.0,1,left,MISS K. Walker 30' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,29.57,Missed,,,,,,,,,,,,,,,,,,,
466,PT01M36.00S,2019-12-12T01:43:15.7Z,3,REGULAR,rebound,defensive,[],203926,,,1610612754,82,87,2019-12-12T01:43:16Z,4630000,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,465.0,3.0,3.0,0.0,,,,,,,,,,,
467,PT01M31.00S,2019-12-12T01:43:23.7Z,3,REGULAR,foul,personal,[],202689,,,1610612754,82,87,2019-12-12T01:43:32Z,4640000,,,0,,K. Walker FOUL personal (1 PF),"[202689, 1628988]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Holiday,1628988.0,
469,PT01M31.00S,2019-12-12T01:43:30.5Z,3,REGULAR,substitution,out,[],202689,,,1610612754,82,87,2019-12-12T01:43:35Z,4660000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M31.00S,2019-12-12T01:43:30.5Z,3,REGULAR,substitution,in,[],1628369,,,1610612754,82,87,2019-12-12T01:43:35Z,4670000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M20.00S,2019-12-12T01:44:00.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203926,92.9862023653088,51.78462009803921,1610612754,84,87,2019-12-12T01:44:03Z,4680000,9.0,13.0,1,right,D. McDermott layup (4 PTS) (T. McConnell 4 AST),"[203926, 204456]",1610612754.0,IND,cutting,,,McDermott,D. McDermott,,,,,2.09,Made,4.0,T. McConnell,204456.0,4.0,,,,,,,,,,,,,,,
473,PT01M20.00S,2019-12-12T01:44:02.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612754,84,87,2019-12-12T01:44:08Z,4700000,,,0,,J. Brown FOUL personal (4 PF) (McDermott inpenalty),"[1627759, 203926]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,2003.0,4.0,0.0,McDermott,203926.0,
475,PT01M20.00S,2019-12-12T01:44:24.3Z,3,REGULAR,freethrow,1of1,[],203926,,,1610612754,84,87,2019-12-12T01:44:25Z,4720000,,,0,,MISS D. McDermott freethrow 1of1,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,Missed,,,,,,,,,,,,,,,,,,,
476,PT01M18.00S,2019-12-12T01:44:26.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,84,87,2019-12-12T01:44:25Z,4730000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,475.0,7.0,7.0,0.0,,,,,,,,,,,
477,PT01M00.00S,2019-12-12T01:44:43.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,7.440867279894875,47.127757352941174,1610612738,84,89,2019-12-12T01:44:47Z,4740000,14.0,17.0,1,left,J. Tatum jumpshot (7 PTS),[1628369],1610612738.0,BOS,turnaroundbank,,,Tatum,J. Tatum,,,,,2.71,Made,7.0,,,,,,,,,,,,,,,,,,
478,PT00M50.80S,2019-12-12T01:44:55.6Z,3,REGULAR,turnover,lostball,[],204456,,,1610612754,84,89,2019-12-12T01:44:58Z,4750000,,,0,,T. McConnell TURNOVER lostball (2 TOV) Stolen,"[204456, 1627759]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,,,,
479,PT00M50.80S,2019-12-12T01:44:55.6Z,3,REGULAR,steal,,[],1627759,,,1610612738,84,89,2019-12-12T01:44:57Z,4760000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M45.50S,2019-12-12T01:45:03.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,84,89,2019-12-12T01:45:03Z,4770000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M44.10S,2019-12-12T01:45:25.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612738,84,89,2019-12-12T01:45:30Z,4780000,,,0,,J. Holiday FOUL personal (1 PF) (Tatum inpenalty),"[203200, 1628369]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Tatum,1628369.0,
483,PT00M44.10S,2019-12-12T01:45:46.5Z,3,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,84,90,2019-12-12T01:45:46Z,4800000,,,0,,J. Tatum freethrow 1of2 (8 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
484,PT00M44.10S,2019-12-12T01:45:47.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,84,90,2019-12-12T01:45:57Z,4810000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M44.10S,2019-12-12T01:45:47.2Z,3,REGULAR,substitution,in,[],1629750,,,1610612738,84,90,2019-12-12T01:45:57Z,4820000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M44.10S,2019-12-12T01:46:11.7Z,3,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,84,91,2019-12-12T01:46:11Z,4830000,,,0,,J. Tatum freethrow 2of2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
487,PT00M39.70S,2019-12-12T01:46:25.5Z,3,REGULAR,foul,offensive,['inpenalty'],203200,,,1610612754,84,91,2019-12-12T01:46:31Z,4840000,,,0,,J. Holiday FOUL offensive (2 PF) (Ojeleye inpenalty),"[203200, 1628400]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Ojeleye,1628400.0,
489,PT00M39.70S,2019-12-12T01:46:25.5Z,3,REGULAR,turnover,offensivefoul,[],203200,,,1610612754,84,91,2019-12-12T01:46:25Z,4860000,,,0,,J. Holiday TURNOVER offensivefoul (1 TOV),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,1.0,,,,,1627524.0,,,,,
490,PT00M31.70S,2019-12-12T01:46:46.2Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628369,30.17411300919842,10.608149509803921,1610612738,84,94,2019-12-12T01:46:50Z,4870000,197.0,231.0,1,left,J. Tatum 31' 3PT  (12 PTS) (B. Wanamaker 1 AST),"[1628369, 202954]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,30.79,Made,12.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,,,,
491,PT00M11.90S,2019-12-12T01:47:09.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],204456,85.3646517739816,56.196384803921575,1610612754,84,94,2019-12-12T01:47:13Z,4880000,31.0,85.0,1,right,MISS T. McConnell 10' jumpshot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,,
492,PT00M09.80S,2019-12-12T01:47:11.2Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612738,84,94,2019-12-12T01:47:13Z,4890000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,491.0,1.0,1.0,0.0,,,,,,,,,,,
493,PT00M02.30S,2019-12-12T01:47:18.7Z,3,REGULAR,3pt,jumpshot,[],1628369,32.670827858081466,17.715992647058822,1610612738,84,94,2019-12-12T01:49:24Z,4900000,161.0,255.0,1,left,MISS J. Tatum 31' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,30.61,Missed,,,,,,,,,,,,,,,,,,,
494,PT00M02.30S,2019-12-12T01:47:18.7Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,84,94,2019-12-12T01:47:25Z,4910000,,,0,,E. Kanter REBOUND (Off:3 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,493.0,5.0,2.0,3.0,,,,,,,,,,,
495,PT00M00.00S,2019-12-12T01:47:22.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.0,50.0,1610612738,84,94,2019-12-12T01:47:22Z,4920000,0.0,-6.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
496,PT00M00.00S,2019-12-12T01:47:23.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,94,2019-12-12T01:47:23Z,4930000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,
497,PT00M00.00S,2019-12-12T01:47:25.3Z,3,REGULAR,period,end,[],0,,,1610612738,84,94,2019-12-12T01:47:25Z,4940000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2019-12-12T01:49:18.9Z,4,REGULAR,substitution,out,['startperiod'],1629048,,,1610612738,84,94,2019-12-12T01:49:47Z,4950000,,,0,,substitution out Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2019-12-12T01:49:18.9Z,4,REGULAR,substitution,in,['startperiod'],1627734,,,1610612738,84,94,2019-12-12T01:49:47Z,4960000,,,0,,substitution in Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2019-12-12T01:50:08.6Z,4,REGULAR,period,start,[],0,,,1610612738,84,94,2019-12-12T01:50:08Z,4970000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT11M43.00S,2019-12-12T01:50:24.9Z,4,REGULAR,3pt,jumpshot,[],1628400,22.683968462549277,6.441482843137254,1610612738,84,94,2019-12-12T01:50:28Z,4980000,218.0,161.0,1,left,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.4,Missed,,,,,,,,,,,,,,,,,,,
503,PT11M41.00S,2019-12-12T01:50:26.9Z,4,REGULAR,rebound,defensive,[],1628988,,,1610612754,84,94,2019-12-12T01:50:28Z,4990000,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,502.0,2.0,2.0,0.0,,,,,,,,,,,
504,PT11M29.00S,2019-12-12T01:50:39.3Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203926,85.62746386333771,49.08854166666667,1610612754,84,94,2019-12-12T01:50:43Z,5000000,-5.0,83.0,1,right,MISS D. McDermott 9' jumpshot,[203926],1610612754.0,IND,drivingfloating,,,McDermott,D. McDermott,,,,,8.82,Missed,,,,,,,,,,,,,,,,,,,
505,PT11M26.00S,2019-12-12T01:50:42.3Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,84,94,2019-12-12T01:50:43Z,5010000,,,0,,E. Kanter REBOUND (Off:3 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,504.0,6.0,3.0,3.0,,,,,,,,,,,
506,PT11M19.00S,2019-12-12T01:50:49.3Z,4,REGULAR,turnover,badpass,[],1628369,,,1610612738,84,94,2019-12-12T01:50:52Z,5020000,,,0,,J. Tatum TURNOVER badpass (1 TOV) Stolen,"[1628369, 1627734]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1.0,Sabonis,1627734.0,,,,,,,,
507,PT11M19.00S,2019-12-12T01:50:49.3Z,4,REGULAR,steal,,[],1627734,,,1610612754,84,94,2019-12-12T01:50:50Z,5030000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M15.00S,2019-12-12T01:50:53.3Z,4,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203200,76.2976346911958,90.51011029411765,1610612754,84,94,2019-12-12T01:51:00Z,5040000,203.0,170.0,1,right,MISS J. Holiday 27' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
509,PT11M12.00S,2019-12-12T01:50:56.3Z,4,REGULAR,rebound,offensive,[],203926,,,1610612754,84,94,2019-12-12T01:51:00Z,5050000,,,0,,D. McDermott REBOUND (Off:1 Def:3),[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,508.0,4.0,3.0,1.0,,,,,,,,,,,
510,PT11M12.00S,2019-12-12T01:50:58.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203926,95.0,50.0,1610612754,86,94,2019-12-12T01:50:58Z,5060000,0.0,-6.0,1,right,D. McDermott layup (6 PTS),[203926],1610612754.0,IND,putback,,,McDermott,D. McDermott,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
511,PT11M12.00S,2019-12-12T01:50:58.8Z,4,REGULAR,foul,personal,['1freethrow'],202683,,,1610612754,86,94,2019-12-12T01:51:06Z,5070000,,,0,,E. Kanter FOUL personal (2 PF) (McDermott 1freethrow),"[202683, 203926]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,McDermott,203926.0,
513,PT11M12.00S,2019-12-12T01:51:23.2Z,4,REGULAR,freethrow,1of1,"['fromturnover', '2ndchance']",203926,,,1610612754,86,94,2019-12-12T01:51:24Z,5090000,,,0,,MISS D. McDermott freethrow 1of1,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,Missed,,,,,,,,,,,,,,,,,,,
514,PT11M11.00S,2019-12-12T01:51:24.2Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612738,86,94,2019-12-12T01:51:24Z,5100000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,513.0,2.0,2.0,0.0,,,,,,,,,,,
515,PT10M56.00S,2019-12-12T01:51:38.9Z,4,REGULAR,turnover,badpass,[],1628369,,,1610612738,86,94,2019-12-12T01:51:41Z,5110000,,,0,,J. Tatum TURNOVER badpass (2 TOV) Stolen,"[1628369, 204456]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2.0,McConnell,204456.0,,,,,,,,
516,PT10M56.00S,2019-12-12T01:51:38.9Z,4,REGULAR,steal,,[],204456,,,1610612754,86,94,2019-12-12T01:51:40Z,5120000,,,0,,T. McConnell STEAL (2 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT10M50.00S,2019-12-12T01:51:44.6Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,93.77463863337714,49.82383578431372,1610612754,88,94,2019-12-12T01:51:52Z,5130000,-1.0,6.0,1,right,J. Holiday jumpshot (10 PTS) (T. McConnell 5 AST),"[203200, 204456]",1610612754.0,IND,pullupbank,,,Holiday,J. Holiday,,,,,1.15,Made,10.0,T. McConnell,204456.0,5.0,,,,,,,,,,,,,,,
519,PT10M40.00S,2019-12-12T01:51:55.0Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202954,14.668199737187912,49.333639705882355,1610612738,88,94,2019-12-12T01:52:00Z,5150000,3.0,85.0,1,left,MISS B. Wanamaker 9' jumpshot,[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,9.1,Missed,,,,,,,,,,,,,,,,,,,
520,PT10M38.00S,2019-12-12T01:51:56.6Z,4,REGULAR,rebound,offensive,[],202954,,,1610612738,88,94,2019-12-12T01:51:56Z,5160000,,,0,,B. Wanamaker REBOUND (Off:1 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,519.0,3.0,2.0,1.0,,,,,,,,,,,
521,PT10M37.00S,2019-12-12T01:51:57.8Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202954,5.601182654402102,49.82383578431372,1610612738,88,96,2019-12-12T01:52:02Z,5170000,1.0,0.0,1,left,B. Wanamaker layup (8 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,0.58,Made,8.0,,,,,,,,,,,,,,,,,,
522,PT10M23.00S,2019-12-12T01:52:11.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203926,91.40932982917214,48.10814950980392,1610612754,88,96,2019-12-12T01:52:18Z,5180000,-9.0,28.0,1,right,MISS D. McDermott layup Blocked,"[203926, 202683]",1610612754.0,IND,driving,,,McDermott,D. McDermott,,,,,3.51,Missed,,,,,,,,,,,,Kanter,202683.0,,,,,,
523,PT10M23.00S,2019-12-12T01:52:11.9Z,4,REGULAR,block,,[],202683,,,1610612754,88,96,2019-12-12T01:52:13Z,5190000,,,0,,E. Kanter BLOCK (2 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M21.00S,2019-12-12T01:52:13.9Z,4,REGULAR,rebound,offensive,[],203926,,,1610612754,88,96,2019-12-12T01:52:31Z,5200000,,,0,,D. McDermott REBOUND (Off:2 Def:3),[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,522.0,5.0,3.0,2.0,,,,,,,,,,,
525,PT10M20.00S,2019-12-12T01:52:17.2Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",203926,95.0,50.0,1610612754,88,96,2019-12-12T01:52:41Z,5210000,0.0,-6.0,1,right,MISS D. McDermott layup Blocked,"[203926, 1629750]",1610612754.0,IND,putback,,,McDermott,D. McDermott,,,,,0.0,Missed,,,,,,,,,,,,Green,1629750.0,,,,,,
526,PT10M20.00S,2019-12-12T01:52:17.2Z,4,REGULAR,block,,[],1629750,,,1610612754,88,96,2019-12-12T01:52:18Z,5220000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M18.00S,2019-12-12T01:52:19.2Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,88,96,2019-12-12T01:52:41Z,5230000,,,0,,B. Wanamaker REBOUND (Off:1 Def:3),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,525.0,4.0,3.0,1.0,,,,,,,,,,,
528,PT10M16.00S,2019-12-12T01:52:21.8Z,4,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,88,96,2019-12-12T01:52:28Z,5240000,,,0,,J. Tatum TURNOVER outofbounds (3 TOV),[1628369],1610612738.0,BOS,step,,,Tatum,J. Tatum,,,,,,,,,,,,,,,3.0,,,,,1627524.0,,,,,
529,PT10M06.00S,2019-12-12T01:52:45.1Z,4,REGULAR,2pt,jumpshot,['fromturnover'],1628988,73.66951379763469,63.549325980392155,1610612754,90,96,2019-12-12T01:52:49Z,5250000,68.0,195.0,1,right,A. Holiday 21' jumpshot (9 PTS),[1628988],1610612754.0,IND,stepback,,,Holiday,A. Holiday,,,,,21.16,Made,9.0,,,,,,,,,,,,,,,,,,
530,PT09M41.00S,2019-12-12T01:53:09.9Z,4,REGULAR,2pt,hook,['pointsinthepaint'],202683,7.440867279894875,59.13756127450981,1610612738,90,96,2019-12-12T01:53:13Z,5260000,-46.0,17.0,1,left,MISS E. Kanter hook,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,5.11,Missed,,,,,,,,,,,,,,,,,,,
531,PT09M39.00S,2019-12-12T01:53:11.9Z,4,REGULAR,rebound,defensive,[],203200,,,1610612754,90,96,2019-12-12T01:53:13Z,5270000,,,0,,J. Holiday REBOUND (Off:0 Def:4),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,530.0,4.0,4.0,0.0,,,,,,,,,,,
532,PT09M29.00S,2019-12-12T01:53:22.3Z,4,REGULAR,2pt,jumpshot,[],203200,93.24901445466492,76.78462009803921,1610612754,92,96,2019-12-12T01:53:58Z,5280000,134.0,11.0,1,right,J. Holiday 13' jumpshot (12 PTS) (D. Sabonis 6 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,13.49,Made,12.0,D. Sabonis,1627734.0,6.0,,,,,,,,,,,,,,,
534,PT09M17.00S,2019-12-12T01:53:34.0Z,4,REGULAR,turnover,lostball,[],202954,,,1610612738,92,96,2019-12-12T01:53:37Z,5300000,,,0,,B. Wanamaker TURNOVER lostball (2 TOV) Stolen,"[202954, 1627734]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2.0,Sabonis,1627734.0,,,,,,,,
535,PT09M17.00S,2019-12-12T01:53:34.0Z,4,REGULAR,steal,,[],1627734,,,1610612754,92,96,2019-12-12T20:02:58Z,5310000,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT09M13.00S,2019-12-12T01:53:38.0Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,92.9862023653088,49.57873774509804,1610612754,94,96,2019-12-12T01:53:48Z,5320000,-2.0,13.0,1,right,J. Holiday dunk (14 PTS) (D. Sabonis 7 AST),"[203200, 1627734]",1610612754.0,IND,driving,,,Holiday,J. Holiday,,,,,1.9,Made,14.0,D. Sabonis,1627734.0,7.0,,,,,,,,,,,,,,,
537,PT09M13.00S,2019-12-12T01:53:48.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,94,96,2019-12-12T01:53:48Z,5330000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT09M13.00S,2019-12-12T01:55:04.7Z,4,REGULAR,substitution,out,[],202683,,,1610612738,94,96,2019-12-12T01:56:08Z,5340000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT09M13.00S,2019-12-12T01:55:04.7Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,94,96,2019-12-12T01:56:08Z,5350000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M13.00S,2019-12-12T01:55:04.7Z,4,REGULAR,substitution,out,[],1629750,,,1610612738,94,96,2019-12-12T01:56:08Z,5360000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT09M13.00S,2019-12-12T01:55:04.7Z,4,REGULAR,substitution,in,[],202330,,,1610612738,94,96,2019-12-12T01:56:08Z,5370000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT09M13.00S,2019-12-12T01:55:04.7Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,94,96,2019-12-12T01:56:08Z,5380000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M13.00S,2019-12-12T01:55:04.7Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,94,96,2019-12-12T01:56:08Z,5390000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M54.00S,2019-12-12T01:56:51.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202330,7.178055190538765,50.06893382352941,1610612738,94,98,2019-12-12T01:56:54Z,5400000,0.0,15.0,1,left,G. Hayward layup (9 PTS),[202330],1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,2.05,Made,9.0,,,,,,,,,,,,,,,,,,
546,PT08M44.00S,2019-12-12T01:57:01.3Z,4,REGULAR,2pt,jumpshot,[],204456,90.3580814717477,72.61795343137256,1610612754,94,98,2019-12-12T01:57:05Z,5410000,113.0,38.0,1,right,MISS T. McConnell 12' jumpshot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,12.12,Missed,,,,,,,,,,,,,,,,,,,
