actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
457,PT03M06.00S,2019-12-23T00:44:38.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628998,93.24901445466492,55.70618872549019,1610612766,80,73,2019-12-23T00:44:43Z,4520000,29.0,11.0,1,right,MISS C. Martin layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,,,,,,3.29,Missed,,,,,,,,,,,,,,
458,PT03M04.00S,2019-12-23T00:44:39.8Z,3,REGULAR,rebound,offensive,[],203469,,,1610612766,80,73,2019-12-23T00:44:39Z,4530000,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,457.0,1.0,0.0,1.0,,,,,,,,
459,PT03M04.00S,2019-12-23T00:44:41.5Z,3,REGULAR,3pt,jumpshot,['2ndchance'],101107,70.38436268068331,22.863051470588236,1610612766,80,73,2019-12-23T00:44:48Z,4540000,-136.0,226.0,1,right,MISS M. Williams 27' 3PT,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,26.83,Missed,,,,,,,,,,,,,,
460,PT03M03.00S,2019-12-23T00:44:42.5Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,80,73,2019-12-23T00:44:48Z,4550000,,,0,,E. Kanter REBOUND (Off:2 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,459.0,7.0,5.0,2.0,,,,,,,,
461,PT02M51.00S,2019-12-23T00:44:53.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,7.703679369250986,55.4610906862745,1610612738,82,73,2019-12-23T00:44:58Z,4560000,-27.0,20.0,1,left,K. Walker layup (23 PTS),[202689],1610612738.0,BOS,drivingreverse,,,Walker,K. Walker,,,,,,,,,,3.73,Made,,,,,,,23.0,,,,,,,
462,PT02M35.00S,2019-12-23T00:45:10.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626179,91.80354796320631,49.57873774509804,1610612766,82,75,2019-12-23T00:45:13Z,4570000,-2.0,25.0,1,right,T. Rozier layup (11 PTS) (M. Williams 1 AST),"[1626179, 101107]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,,,,,,3.01,Made,,,,,,,11.0,M. Williams,101107.0,1.0,,,,
463,PT02M16.00S,2019-12-23T00:45:27.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,8.360709592641262,45.65716911764706,1610612738,82,75,2019-12-23T00:45:32Z,4580000,22.0,26.0,1,left,MISS K. Walker layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,,,,,,3.83,Missed,,,,,,,,,,,,,,
464,PT02M14.00S,2019-12-23T00:45:29.9Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,82,75,2019-12-23T00:45:32Z,4590000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,463.0,2.0,2.0,0.0,,,,,,,,
465,PT02M09.00S,2019-12-23T00:45:35.1Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1628370,91.40932982917214,4.235600490196079,1610612766,82,75,2019-12-23T00:45:40Z,4600000,-229.0,28.0,1,right,MISS M. Monk 23' 3PT,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,23.13,Missed,,,,,,,,,,,,,,
466,PT02M07.00S,2019-12-23T00:45:37.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,82,75,2019-12-23T00:45:40Z,4610000,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,465.0,8.0,7.0,1.0,,,,,,,,
467,PT02M02.00S,2019-12-23T00:45:46.2Z,3,REGULAR,foul,offensive,['inpenalty'],1627759,,,1610612738,82,75,2019-12-23T00:45:59Z,4620000,,,0,,J. Brown FOUL offensive (2 PF) (Williams inpenalty),"[1627759, 101107]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,201639.0,2.0,0.0,Williams,101107.0,,,,,,,,,,,,,,,,
469,PT02M02.00S,2019-12-23T00:45:46.2Z,3,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,82,75,2019-12-23T00:45:59Z,4640000,,,0,,J. Brown TURNOVER offensivefoul (2 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,201639.0,,,,,,,,,,,,,,,,,2.0,,,
470,PT02M02.00S,2019-12-23T00:45:55.4Z,3,REGULAR,substitution,out,[],202689,,,1610612766,82,75,2019-12-23T00:46:03Z,4650000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M02.00S,2019-12-23T00:45:55.4Z,3,REGULAR,substitution,in,[],1628369,,,1610612766,82,75,2019-12-23T00:46:03Z,4660000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M40.00S,2019-12-23T00:46:32.3Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1626179,69.46452036793693,21.637561274509803,1610612766,82,75,2019-12-23T00:46:40Z,4670000,-142.0,235.0,1,right,MISS T. Rozier 28' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,27.88,Missed,,,,,,,,,,,,,,
474,PT01M38.00S,2019-12-23T00:46:34.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,82,75,2019-12-23T00:46:40Z,4680000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,473.0,7.0,7.0,0.0,,,,,,,,
475,PT01M31.00S,2019-12-23T00:46:42.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202683,5.995400788436268,53.990502450980394,1610612738,82,75,2019-12-23T00:46:51Z,4690000,-20.0,4.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,2.21,Missed,,,,,,,,,,,,,,
476,PT01M30.00S,2019-12-23T00:46:43.6Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,82,75,2019-12-23T00:46:51Z,4700000,,,0,,E. Kanter REBOUND (Off:3 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,475.0,8.0,5.0,3.0,,,,,,,,
477,PT01M29.00S,2019-12-23T00:46:44.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.995400788436268,52.27481617647059,1610612738,84,75,2019-12-23T00:47:02Z,4710000,-11.0,4.0,1,left,E. Kanter layup (8 PTS),[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,,,,,,1.48,Made,,,,,,,8.0,,,,,,,
478,PT01M07.00S,2019-12-23T00:47:05.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626179,92.59198423127464,56.196384803921575,1610612766,84,75,2019-12-23T00:47:15Z,4720000,31.0,17.0,1,right,MISS T. Rozier layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,,,,,,3.84,Missed,,,,,,,,,,,,,,
479,PT01M05.00S,2019-12-23T00:47:07.9Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,84,75,2019-12-23T00:47:15Z,4730000,,,0,,E. Kanter REBOUND (Off:3 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,478.0,9.0,6.0,3.0,,,,,,,,
480,PT01M01.00S,2019-12-23T00:47:13.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,84,75,2019-12-23T00:47:13Z,4740000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M53.70S,2019-12-23T00:47:33.8Z,3,REGULAR,3pt,jumpshot,[],1629641,24.917871222076215,89.28462009803921,1610612738,84,75,2019-12-23T00:47:38Z,4750000,-196.0,182.0,1,left,MISS R. Langford 27' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,27.13,Missed,,,,,,,,,,,,,,
482,PT00M52.10S,2019-12-23T00:47:35.4Z,3,REGULAR,rebound,defensive,[],101107,,,1610612766,84,75,2019-12-23T00:47:38Z,4760000,,,0,,M. Williams REBOUND (Off:0 Def:3),[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,481.0,3.0,3.0,0.0,,,,,,,,
483,PT00M35.60S,2019-12-23T00:47:52.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],101107,88.12417871222075,43.451286764705884,1610612766,84,75,2019-12-23T00:47:59Z,4770000,-33.0,59.0,1,right,MISS M. Williams 7' jumpshot Blocked,"[101107, 202954]",1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,,,,,,7.24,Missed,Wanamaker,202954.0,,,,,,,,,,,,
484,PT00M35.60S,2019-12-23T00:47:52.6Z,3,REGULAR,block,,[],202954,,,1610612766,84,75,2019-12-23T00:47:54Z,4780000,,,0,,B. Wanamaker BLOCK (1 BLK),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M33.00S,2019-12-23T00:47:55.2Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,84,75,2019-12-23T00:47:59Z,4790000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,483.0,1.0,1.0,0.0,,,,,,,,
486,PT00M29.00S,2019-12-23T00:47:59.2Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1628369,28.728646517739815,16.00030637254902,1610612738,84,75,2019-12-23T00:48:42Z,4800000,170.0,218.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,28.04,Missed,,,,,,,,,,,,,,
487,PT00M27.30S,2019-12-23T00:48:00.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,84,75,2019-12-23T00:48:09Z,4810000,,,0,,Team defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,
488,PT00M27.30S,2019-12-23T00:48:06.1Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612766,84,75,2019-12-23T00:48:06Z,4820000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M09.10S,2019-12-23T00:48:32.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626179,92.64126149802891,42.35983455882353,1610612766,84,77,2019-12-23T00:48:42Z,4830000,-38.0,17.0,1,right,T. Rozier layup (13 PTS),[1626179],1610612766.0,CHA,drivingreverse,,,Rozier,T. Rozier,,,,,,,,,,4.42,Made,,,,,,,13.0,,,,,,,
490,PT00M03.20S,2019-12-23T00:48:43.6Z,3,REGULAR,foul,personal,[],1628998,,,1610612738,84,77,2019-12-23T00:48:59Z,4840000,,,0,,C. Martin FOUL personal (4 PF),"[1628998, 1627759]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,204059.0,4.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
492,PT00M03.20S,2019-12-23T00:48:50.8Z,3,REGULAR,substitution,out,[],1629641,,,1610612738,84,77,2019-12-23T00:48:56Z,4860000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M03.20S,2019-12-23T00:48:50.8Z,3,REGULAR,substitution,in,[],202689,,,1610612738,84,77,2019-12-23T00:48:56Z,4870000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M00.40S,2019-12-23T00:49:12.7Z,3,REGULAR,3pt,jumpshot,[],202689,27.414586070959263,17.22579656862745,1610612738,84,77,2019-12-23T00:49:40Z,4880000,164.0,205.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,26.69,Missed,,,,,,,,,,,,,,
495,PT00M00.40S,2019-12-23T00:49:12.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,77,2019-12-23T00:49:17Z,4890000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,494.0,,,,,,,,,,,
496,PT00M00.00S,2019-12-23T00:49:16.3Z,3,REGULAR,period,end,[],0,,,1610612738,84,77,2019-12-23T00:49:16Z,4900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2019-12-23T00:51:38.2Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,84,77,2019-12-23T00:51:52Z,4910000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2019-12-23T00:51:38.2Z,4,REGULAR,substitution,out,['startperiod'],202689,,,1610612738,84,77,2019-12-23T00:51:52Z,4920000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2019-12-23T00:51:38.2Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,84,77,2019-12-23T00:51:52Z,4930000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2019-12-23T00:51:38.2Z,4,REGULAR,substitution,in,['startperiod'],1629641,,,1610612738,84,77,2019-12-23T00:51:52Z,4940000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2019-12-23T00:52:11.5Z,4,REGULAR,period,start,[],0,,,1610612766,84,77,2019-12-23T00:52:11Z,4950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT11M47.00S,2019-12-23T00:52:24.7Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628370,94.95729303547962,50.314031862745104,1610612766,84,79,2019-12-23T00:52:33Z,4960000,2.0,-5.0,1,right,M. Monk dunk (2 PTS) (T. Rozier 4 AST),"[1628370, 1626179]",1610612766.0,CHA,driving,,,Monk,M. Monk,,,,,,,,,,0.16,Made,,,,,,,2.0,T. Rozier,1626179.0,4.0,,,,
504,PT11M47.00S,2019-12-23T00:52:33.4Z,4,REGULAR,foul,personal,['1freethrow'],202683,,,1610612766,84,79,2019-12-23T00:52:41Z,4980000,,,0,,E. Kanter FOUL personal (1 PF) (Monk 1freethrow),"[202683, 1628370]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,204059.0,1.0,0.0,Monk,1628370.0,,,,,,,,,,,,,,,,
506,PT11M47.00S,2019-12-23T00:52:53.2Z,4,REGULAR,freethrow,1of1,[],1628370,,,1610612766,84,80,2019-12-23T00:52:53Z,5000000,,,0,,M. Monk freethrow 1of1 (3 PTS),[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
507,PT11M29.00S,2019-12-23T00:53:13.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,10.068988173455978,46.88265931372549,1610612738,86,80,2019-12-23T00:53:18Z,5010000,16.0,42.0,1,left,J. Tatum layup (19 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,,,5.01,Made,,,,,,,19.0,G. Williams,1629684.0,1.0,,,,
509,PT11M23.00S,2019-12-23T00:53:19.4Z,4,REGULAR,3pt,jumpshot,[],101107,72.88107752956637,16.490502450980394,1610612766,86,80,2019-12-23T00:53:30Z,5030000,-168.0,202.0,1,right,MISS M. Williams 27' 3PT,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,26.7,Missed,,,,,,,,,,,,,,
510,PT11M22.00S,2019-12-23T00:53:20.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,86,80,2019-12-23T00:53:30Z,5040000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,509.0,8.0,8.0,0.0,,,,,,,,
511,PT11M12.00S,2019-12-23T00:53:30.6Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,15.850854139290407,57.666973039215684,1610612738,88,80,2019-12-23T00:53:37Z,5050000,-38.0,96.0,1,left,J. Tatum 11' jumpshot (21 PTS),[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,,,,,,10.9,Made,,,,,,,21.0,,,,,,,
512,PT10M55.00S,2019-12-23T00:53:47.2Z,4,REGULAR,3pt,jumpshot,[],203469,67.36202365308804,25.06893382352941,1610612766,88,80,2019-12-23T00:53:53Z,5060000,-125.0,254.0,1,right,MISS C. Zeller 29' 3PT,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,28.82,Missed,,,,,,,,,,,,,,
513,PT10M53.00S,2019-12-23T00:53:49.2Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,88,80,2019-12-23T00:53:53Z,5070000,,,0,,E. Kanter REBOUND (Off:3 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,512.0,10.0,7.0,3.0,,,,,,,,
514,PT10M38.00S,2019-12-23T00:54:04.0Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,12.434296977660972,56.196384803921575,1610612738,88,80,2019-12-23T00:54:10Z,5080000,-31.0,64.0,1,left,MISS J. Tatum 8' jumpshot,[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,,,,,,7.65,Missed,,,,,,,,,,,,,,
515,PT10M37.00S,2019-12-23T00:54:05.0Z,4,REGULAR,rebound,defensive,[],1628370,,,1610612766,88,80,2019-12-23T00:54:10Z,5090000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,,,,514.0,2.0,2.0,0.0,,,,,,,,
516,PT10M25.00S,2019-12-23T00:54:24.7Z,4,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612766,88,80,2019-12-23T00:54:35Z,5100000,,,0,,J. Tatum FOUL technical (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,204059.0,1.0,1.0,,,,,,,,,,,,,,,,,,
517,PT10M25.00S,2019-12-23T00:54:41.0Z,4,REGULAR,freethrow,1of1,[],1626179,,,1610612766,88,81,2019-12-23T00:54:41Z,5110000,,,0,,T. Rozier technical freethrow 1of1 (14 PTS),[1626179],1610612766.0,CHA,technical,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,14.0,,,,,,,
518,PT10M22.00S,2019-12-23T00:55:02.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628370,88.17345597897503,46.15502450980392,1610612766,88,81,2019-12-23T00:55:13Z,5120000,-19.0,59.0,1,right,MISS M. Monk 7' layup Blocked,"[1628370, 202683]",1610612766.0,CHA,driving,,,Monk,M. Monk,,,,,,,,,,6.7,Missed,Kanter,202683.0,,,,,,,,,,,,
519,PT10M22.00S,2019-12-23T00:55:02.6Z,4,REGULAR,block,,[],202683,,,1610612766,88,81,2019-12-23T00:55:05Z,5130000,,,0,,E. Kanter BLOCK (1 BLK),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT10M21.00S,2019-12-23T00:55:03.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,88,81,2019-12-23T00:55:13Z,5140000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,518.0,,,,,,,,,,,
521,PT10M21.00S,2019-12-23T00:55:08.1Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,88,81,2019-12-23T00:55:08Z,5150000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT10M01.00S,2019-12-23T00:55:35.6Z,4,REGULAR,3pt,jumpshot,[],1629684,22.683968462549277,8.892463235294118,1610612738,91,81,2019-12-23T00:55:43Z,5160000,206.0,161.0,1,left,G. Williams 26' 3PT  (8 PTS) (B. Wanamaker 4 AST),"[1629684, 202954]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,26.43,Made,,,,,,,8.0,B. Wanamaker,202954.0,4.0,,,,
524,PT09M50.00S,2019-12-23T00:55:48.0Z,4,REGULAR,2pt,hook,['pointsinthepaint'],203469,91.5407358738502,51.78462009803921,1610612766,91,81,2019-12-23T00:55:57Z,5180000,9.0,27.0,1,right,MISS C. Zeller hook,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,3.37,Missed,,,,,,,,,,,,,,
525,PT09M49.00S,2019-12-23T00:55:49.0Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,91,81,2019-12-23T00:55:57Z,5190000,,,0,,E. Kanter REBOUND (Off:3 Def:8),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,524.0,11.0,8.0,3.0,,,,,,,,
526,PT09M39.00S,2019-12-23T00:55:58.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.258212877792378,46.63756127450981,1610612738,93,81,2019-12-23T00:57:02Z,5200000,17.0,6.0,1,left,J. Tatum layup (23 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,,,,,,2.05,Made,,,,,,,23.0,,,,,,,
527,PT09M39.00S,2019-12-23T00:56:06.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,93,81,2019-12-23T00:56:07Z,5210000,,,0,,timeout full,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M39.00S,2019-12-23T00:58:26.3Z,4,REGULAR,substitution,out,[],1628370,,,1610612766,93,81,2019-12-23T00:58:44Z,5220000,,,0,,substitution out Monk,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M39.00S,2019-12-23T00:58:26.3Z,4,REGULAR,substitution,out,[],203469,,,1610612766,93,81,2019-12-23T00:58:44Z,5230000,,,0,,substitution out Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M39.00S,2019-12-23T00:58:26.3Z,4,REGULAR,substitution,in,[],202687,,,1610612766,93,81,2019-12-23T00:58:44Z,5240000,,,0,,substitution in Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT09M39.00S,2019-12-23T00:58:26.3Z,4,REGULAR,substitution,in,[],1628984,,,1610612766,93,81,2019-12-23T00:58:44Z,5250000,,,0,,substitution in Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M20.00S,2019-12-23T00:59:15.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628984,89.30683311432325,53.01011029411765,1610612766,93,81,2019-12-23T00:59:22Z,5260000,15.0,48.0,1,right,MISS D. Graham 6' jumpshot,[1628984],1610612766.0,CHA,drivingfloating,,,Graham,D. Graham,,,,,,,,,,5.56,Missed,,,,,,,,,,,,,,
533,PT09M19.00S,2019-12-23T00:59:16.9Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,93,81,2019-12-23T00:59:22Z,5270000,,,0,,E. Kanter REBOUND (Off:3 Def:9),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,532.0,12.0,9.0,3.0,,,,,,,,
534,PT09M07.00S,2019-12-23T00:59:29.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.835085413929041,44.921875,1610612738,95,81,2019-12-23T00:59:34Z,5280000,25.0,21.0,1,left,J. Tatum layup (25 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,alleyoop,,,Tatum,J. Tatum,,,,,,,,,,3.68,Made,,,,,,,25.0,G. Williams,1629684.0,2.0,,,,
536,PT08M41.00S,2019-12-23T00:59:55.5Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],101107,87.99277266754271,34.38265931372549,1610612766,95,83,2019-12-23T00:59:59Z,5300000,-78.0,60.0,1,right,M. Williams 10' jumpshot (2 PTS),[101107],1610612766.0,CHA,turnaroundfadeaway,,,Williams,M. Williams,,,,,,,,,,10.22,Made,,,,,,,2.0,,,,,,,
537,PT08M15.00S,2019-12-23T01:00:20.7Z,4,REGULAR,3pt,jumpshot,[],1628369,32.013797634691194,31.686580882352942,1610612738,98,83,2019-12-23T01:00:24Z,5310000,92.0,248.0,1,left,J. Tatum 27' 3PT  (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,26.99,Made,,,,,,,28.0,,,,,,,
538,PT07M54.00S,2019-12-23T01:00:41.3Z,4,REGULAR,3pt,jumpshot,[],1628984,70.12155059132719,19.676776960784316,1610612766,98,86,2019-12-23T01:00:45Z,5320000,-152.0,228.0,1,right,D. Graham 28' 3PT  (23 PTS),[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,,,,,,27.87,Made,,,,,,,23.0,,,,,,,
539,PT07M28.00S,2019-12-23T01:01:07.9Z,4,REGULAR,2pt,jumpshot,[],1628369,10.200394218134035,32.176776960784316,1610612738,100,86,2019-12-23T01:01:11Z,5330000,89.0,43.0,1,left,J. Tatum 10' jumpshot (30 PTS),[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,,,,,,10.16,Made,,,,,,,30.0,,,,,,,
540,PT07M08.00S,2019-12-23T01:01:27.2Z,4,REGULAR,3pt,jumpshot,[],101107,94.43166885676742,95.90226715686273,1610612766,100,86,2019-12-23T01:01:31Z,5340000,230.0,0.0,1,right,MISS M. Williams 23' 3PT,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,22.96,Missed,,,,,,,,,,,,,,
541,PT07M07.00S,2019-12-23T01:01:28.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,100,86,2019-12-23T01:01:31Z,5350000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,540.0,9.0,9.0,0.0,,,,,,,,
