actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
285,PT05M05.00S,2020-09-26T01:34:28.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,37,44,2020-09-26T01:34:28Z,2800000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M59.00S,2020-09-26T01:38:12.9Z,2,REGULAR,3pt,jumpshot,[],203109,11.645860709592641,3.2552083333333335,1610612748,37,44,2020-09-26T01:38:17Z,2810000,234.0,57.0,1,left,MISS J. Crowder 24' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,24.19,Missed,,,,,,,,,,,,,,,,,,
287,PT04M58.00S,2020-09-26T01:38:13.9Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,37,44,2020-09-26T01:38:22Z,2820000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,286.0,4.0,4.0,0.0,,,,,,,,,,
288,PT04M47.00S,2020-09-26T01:38:24.5Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,85.3646517739816,49.333639705882355,1610612738,37,44,2020-09-26T01:38:28Z,2830000,-3.0,85.0,1,right,MISS J. Brown 9' jumpshot,[1627759],1610612738.0,BOS,drivingfloating,,,Brown,J. Brown,,,,,9.07,Missed,,,,,,,,,,,,,,,,,,
289,PT04M46.00S,2020-09-26T01:38:25.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,37,44,2020-09-26T01:38:31Z,2840000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,288.0,3.0,2.0,1.0,,,,,,,,,,
290,PT04M39.00S,2020-09-26T01:38:32.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203109,6.652431011826544,50.55912990196079,1610612748,37,46,2020-09-26T01:38:35Z,2850000,-3.0,10.0,1,left,J. Crowder layup (6 PTS) (B. Adebayo 3 AST),"[203109, 1628389]",1610612748.0,MIA,cutting,,,Crowder,J. Crowder,,,,,1.58,Made,6.0,B. Adebayo,1628389.0,3.0,,,,,,,,,,,,,,
292,PT04M16.00S,2020-09-26T01:38:55.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202683,93.11760840998686,45.41207107843137,1610612738,39,46,2020-09-26T01:38:58Z,2870000,-23.0,12.0,1,right,E. Kanter layup (8 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,2.89,Made,8.0,,,,,,,,,,,,,,,,,
293,PT04M00.00S,2020-09-26T01:39:11.4Z,2,REGULAR,2pt,hook,[],1628389,12.565703022339028,32.666973039215684,1610612748,39,46,2020-09-26T01:39:15Z,2880000,87.0,66.0,1,left,MISS B. Adebayo 11' hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,11.21,Missed,,,,,,,,,,,,,,,,,,
294,PT03M59.00S,2020-09-26T01:39:12.4Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,39,46,2020-09-26T01:39:19Z,2890000,,,0,,E. Kanter REBOUND (Off:0 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,293.0,2.0,2.0,0.0,,,,,,,,,,
295,PT03M46.00S,2020-09-26T01:39:26.0Z,2,REGULAR,2pt,jumpshot,[],1627759,73.66951379763469,51.049325980392155,1610612738,39,46,2020-09-26T01:39:29Z,2900000,5.0,195.0,1,right,MISS J. Brown 20' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,20.06,Missed,,,,,,,,,,,,,,,,,,
296,PT03M45.00S,2020-09-26T01:39:27.0Z,2,REGULAR,rebound,defensive,[],203109,,,1610612748,39,46,2020-09-26T01:39:31Z,2910000,,,0,,J. Crowder REBOUND (Off:0 Def:4),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,295.0,4.0,4.0,0.0,,,,,,,,,,
297,PT03M32.00S,2020-09-26T01:39:39.7Z,2,REGULAR,turnover,badpass,[],1629639,,,1610612748,39,46,2020-09-26T01:39:45Z,2920000,,,0,,T. Herro TURNOVER badpass (2 TOV) Stolen,"[1629639, 1628369]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,,,
298,PT03M32.00S,2020-09-26T01:39:39.7Z,2,REGULAR,steal,,[],1628369,,,1610612738,39,46,2020-09-26T01:39:41Z,2930000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M29.00S,2020-09-26T01:39:43.3Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.9862023653088,53.255208333333336,1610612738,41,46,2020-09-26T01:39:48Z,2940000,16.0,13.0,1,right,J. Tatum layup (7 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.5,Made,7.0,,,,,,,,,,,,,,,,,
301,PT03M05.00S,2020-09-26T01:40:26.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612748,41,46,2020-09-26T01:43:44Z,2960000,,,0,,K. Walker FOUL personal (3 PF) (Butler inpenalty),"[202689, 202710]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,101284.0,3.0,0.0,Butler,202710.0
303,PT03M05.00S,2020-09-26T01:40:57.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612748,41,46,2020-09-26T01:43:34Z,2980000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M05.00S,2020-09-26T01:40:58.8Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612748,41,46,2020-09-26T01:43:34Z,2990000,,,0,,,[],1610612738.0,BOS,support,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
305,PT03M05.00S,2020-09-26T01:43:54.3Z,2,REGULAR,freethrow,1of2,[],202710,,,1610612748,41,47,2020-09-26T01:43:54Z,3000000,,,0,,J. Butler freethrow 1of2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
306,PT03M05.00S,2020-09-26T01:43:54.8Z,2,REGULAR,substitution,out,[],1627759,,,1610612748,41,47,2020-09-26T01:44:08Z,3010000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M05.00S,2020-09-26T01:43:54.8Z,2,REGULAR,substitution,out,[],1629639,,,1610612748,41,47,2020-09-26T01:44:08Z,3020000,,,0,,substitution out Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M05.00S,2020-09-26T01:43:54.8Z,2,REGULAR,substitution,in,[],202330,,,1610612748,41,47,2020-09-26T01:44:08Z,3030000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M05.00S,2020-09-26T01:43:54.8Z,2,REGULAR,substitution,in,[],201609,,,1610612748,41,47,2020-09-26T01:44:08Z,3040000,,,0,,substitution in Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M05.00S,2020-09-26T01:44:10.0Z,2,REGULAR,freethrow,2of2,[],202710,,,1610612748,41,48,2020-09-26T01:44:10Z,3050000,,,0,,J. Butler freethrow 2of2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
311,PT02M53.00S,2020-09-26T01:44:25.5Z,2,REGULAR,3pt,jumpshot,[],202689,68.67608409986859,26.53952205882353,1610612738,44,48,2020-09-26T01:45:36Z,3060000,-117.0,242.0,1,right,K. Walker 27' 3PT  (8 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.38,Made,8.0,,,,,,,,,,,,,,,,,
312,PT02M36.00S,2020-09-26T01:44:41.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202710,16.245072273324574,45.65716911764706,1610612748,44,50,2020-09-26T01:44:44Z,3070000,22.0,100.0,1,left,J. Butler 11' jumpshot (12 PTS),[202710],1610612748.0,MIA,drivingfloating,,,Butler,J. Butler,,,,,10.79,Made,12.0,,,,,,,,,,,,,,,,,
313,PT02M26.00S,2020-09-26T01:44:58.2Z,2,REGULAR,foul,personal,[],203109,,,1610612738,44,50,2020-09-26T01:45:03Z,3080000,,,0,,J. Crowder FOUL personal (1 PF),"[203109, 1628369]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Tatum,1628369.0
315,PT02M20.00S,2020-09-26T01:45:26.4Z,2,REGULAR,2pt,jumpshot,[],202689,72.09264126149803,36.58854166666667,1610612738,44,50,2020-09-26T01:47:59Z,3100000,-67.0,210.0,1,right,MISS K. Walker 23' jumpshot,[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,
316,PT02M19.00S,2020-09-26T01:45:27.4Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,44,50,2020-09-26T01:45:36Z,3110000,,,0,,J. Butler REBOUND (Off:2 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,315.0,8.0,6.0,2.0,,,,,,,,,,
317,PT02M16.00S,2020-09-26T01:45:30.9Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203109,5.995400788436268,45.166973039215684,1610612748,44,52,2020-09-26T01:45:36Z,3120000,24.0,4.0,1,left,J. Crowder layup (8 PTS) (G. Dragic 2 AST),"[203109, 201609]",1610612748.0,MIA,running,,,Crowder,J. Crowder,,,,,2.6,Made,8.0,G. Dragic,201609.0,2.0,,,,,,,,,,,,,,
319,PT02M01.00S,2020-09-26T01:45:45.3Z,2,REGULAR,3pt,jumpshot,[],1628369,81.94809461235218,94.921875,1610612738,47,52,2020-09-26T01:45:48Z,3140000,225.0,117.0,1,right,J. Tatum 26' 3PT  (10 PTS) (E. Kanter 1 AST),"[1628369, 202683]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.59,Made,10.0,E. Kanter,202683.0,1.0,,,,,,,,,,,,,,
321,PT01M59.00S,2020-09-26T01:45:53.3Z,2,REGULAR,stoppage,other,[],0,,,1610612748,47,52,2020-09-26T01:45:53Z,3160000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M50.00S,2020-09-26T01:46:13.0Z,2,REGULAR,foul,offensive,[],201609,,,1610612748,47,52,2020-09-26T01:46:18Z,3170000,,,0,,G. Dragic FOUL offensive (1 PF),"[201609, 202689]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Walker,202689.0
324,PT01M50.00S,2020-09-26T01:46:13.0Z,2,REGULAR,turnover,offensivefoul,[],201609,,,1610612748,47,52,2020-09-26T01:46:13Z,3190000,,,0,,G. Dragic TURNOVER offensivefoul (1 TOV),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,1.0,,,201639.0,,,,
325,PT01M50.00S,2020-09-26T01:46:18.4Z,2,REGULAR,substitution,out,[],1628389,,,1610612738,47,52,2020-09-26T01:46:25Z,3200000,,,0,,substitution out Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M50.00S,2020-09-26T01:46:18.4Z,2,REGULAR,substitution,in,[],2738,,,1610612738,47,52,2020-09-26T01:46:25Z,3210000,,,0,,substitution in Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M50.00S,2020-09-26T01:46:48.2Z,2,REGULAR,instantreplay,altercationrequest,[],0,,,1610612738,47,52,2020-09-26T01:50:06Z,3220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,101284.0,,,,
328,PT01M35.00S,2020-09-26T01:49:39.1Z,2,REGULAR,2pt,layup,['fromturnover'],202683,90.22667542706965,33.15716911764706,1610612738,47,52,2020-09-26T01:56:18Z,3230000,-84.0,39.0,1,right,MISS E. Kanter 10' layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,9.54,Missed,,,,,,,,,,,,,,,,,,
329,PT01M33.00S,2020-09-26T01:49:41.1Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,47,52,2020-09-26T01:56:18Z,3240000,,,0,,E. Kanter REBOUND (Off:1 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,328.0,3.0,2.0,1.0,,,,,,,,,,
330,PT01M32.00S,2020-09-26T01:49:42.2Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202683,95.0,50.0,1610612738,47,52,2020-09-26T01:56:52Z,3252500,0.0,-6.0,1,right,MISS E. Kanter layup Blocked,"[202683, 202710]",1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,0.0,Missed,,,,,,,,,Butler,202710.0,,,,,,,,
331,PT01M32.00S,2020-09-26T01:49:42.2Z,2,REGULAR,block,,[],202710,,,1610612738,47,52,2020-09-26T01:49:43Z,3258750,,,0,,J. Butler BLOCK (1 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M32.00S,2020-09-26T01:49:42.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,47,52,2020-09-26T01:57:46Z,3261875,,,0,,Team defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,
333,PT01M32.00S,2020-09-26T01:49:46.1Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612748,47,52,2020-09-26T01:56:52Z,3265000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M32.00S,2020-09-26T01:49:50.8Z,2,REGULAR,substitution,out,[],202689,,,1610612748,47,52,2020-09-26T01:56:52Z,3290000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
335,PT01M32.00S,2020-09-26T01:49:50.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612748,47,52,2020-09-26T01:56:52Z,3300000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
336,PT01M18.00S,2020-09-26T01:50:16.4Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202710,12.959921156373195,45.41207107843137,1610612748,47,54,2020-09-26T01:50:22Z,3310000,23.0,69.0,1,left,J. Butler 8' jumpshot (14 PTS),[202710],1610612748.0,MIA,drivingfloating,,,Butler,J. Butler,,,,,7.82,Made,14.0,,,,,,,,,,,,,,,,,
337,PT01M04.00S,2020-09-26T01:50:29.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,86.81011826544021,48.59834558823529,1610612738,49,54,2020-09-26T01:50:33Z,3320000,-7.0,71.0,1,right,G. Hayward 8' jumpshot (2 PTS) (E. Kanter 2 AST),"[202330, 202683]",1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,7.73,Made,2.0,E. Kanter,202683.0,2.0,,,,,,,,,,,,,,
339,PT00M46.90S,2020-09-26T01:50:47.6Z,2,REGULAR,3pt,jumpshot,[],1629130,7.30946123521682,3.5003063725490198,1610612748,49,57,2020-09-26T01:50:52Z,3340000,232.0,16.0,1,left,D. Robinson 23' 3PT  (17 PTS) (J. Butler 5 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.35,Made,17.0,J. Butler,202710.0,5.0,,,,,,,,,,,,,,
341,PT00M32.30S,2020-09-26T01:51:04.6Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,86.94152431011827,50.80422794117647,1610612738,49,57,2020-09-26T01:51:09Z,3360000,4.0,70.0,1,right,MISS J. Tatum 8' layup Blocked,"[1628369, 2738]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,7.58,Missed,,,,,,,,,Iguodala,2738.0,,,,,,,,
342,PT00M32.30S,2020-09-26T01:51:04.6Z,2,REGULAR,block,,[],2738,,,1610612738,49,57,2020-09-26T01:51:06Z,3370000,,,0,,A. Iguodala BLOCK (1 BLK),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M31.70S,2020-09-26T01:51:05.2Z,2,REGULAR,rebound,offensive,[],202683,,,1610612738,49,57,2020-09-26T01:51:18Z,3380000,,,0,,E. Kanter REBOUND (Off:2 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,341.0,4.0,2.0,2.0,,,,,,,,,,
344,PT00M28.70S,2020-09-26T01:51:08.2Z,2,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",202683,95.0,50.0,1610612738,49,57,2020-09-26T01:51:11Z,3390000,0.0,-6.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
345,PT00M28.70S,2020-09-26T01:51:08.2Z,2,REGULAR,rebound,defensive,[],203109,,,1610612748,49,57,2020-09-26T01:51:11Z,3400000,,,0,,J. Crowder REBOUND (Off:0 Def:5),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,344.0,5.0,5.0,0.0,,,,,,,,,,
346,PT00M17.10S,2020-09-26T01:51:21.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,49,57,2020-09-26T01:51:48Z,3410000,,,0,,J. Tatum FOUL personal (3 PF) (Crowder inpenalty),"[1628369, 203109]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,202041.0,3.0,0.0,Crowder,203109.0
348,PT00M17.10S,2020-09-26T01:51:50.1Z,2,REGULAR,freethrow,1of2,[],203109,,,1610612748,49,57,2020-09-26T01:51:50Z,3430000,,,0,,MISS J. Crowder freethrow 1of2,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,Missed,,,,,,,,,,,,,,,,,,
349,PT00M17.10S,2020-09-26T01:51:50.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,49,57,2020-09-26T01:51:50Z,3440000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,
350,PT00M17.10S,2020-09-26T01:51:50.7Z,2,REGULAR,substitution,out,[],202683,,,1610612748,49,57,2020-09-26T01:52:02Z,3450000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M17.10S,2020-09-26T01:51:50.7Z,2,REGULAR,substitution,out,[],202710,,,1610612748,49,57,2020-09-26T01:52:02Z,3460000,,,0,,substitution out Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M17.10S,2020-09-26T01:51:50.7Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,49,57,2020-09-26T01:52:02Z,3470000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M17.10S,2020-09-26T01:51:50.7Z,2,REGULAR,substitution,in,[],202689,,,1610612748,49,57,2020-09-26T01:52:02Z,3480000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M17.10S,2020-09-26T01:51:50.7Z,2,REGULAR,substitution,in,[],203524,,,1610612748,49,57,2020-09-26T01:52:02Z,3490000,,,0,,substitution in Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M17.10S,2020-09-26T01:51:50.7Z,2,REGULAR,substitution,in,[],1627884,,,1610612748,49,57,2020-09-26T01:52:02Z,3500000,,,0,,substitution in Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M17.10S,2020-09-26T01:52:12.8Z,2,REGULAR,freethrow,2of2,[],203109,,,1610612748,49,58,2020-09-26T01:52:12Z,3510000,,,0,,J. Crowder freethrow 2of2 (9 PTS),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
357,PT00M07.50S,2020-09-26T01:52:28.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612738,49,58,2020-09-26T01:52:35Z,3520000,,,0,,D. Jones Jr. FOUL personal (1 PF) (Smart inpenalty),"[1627884, 203935]",1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Smart,203935.0
359,PT00M07.50S,2020-09-26T01:52:54.4Z,2,REGULAR,freethrow,1of2,[],203935,,,1610612738,50,58,2020-09-26T01:52:54Z,3540000,,,0,,M. Smart freethrow 1of2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
360,PT00M07.50S,2020-09-26T01:52:54.9Z,2,REGULAR,substitution,out,[],202689,,,1610612738,50,58,2020-09-26T01:53:07Z,3550000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
361,PT00M07.50S,2020-09-26T01:52:54.9Z,2,REGULAR,substitution,out,[],203524,,,1610612738,50,58,2020-09-26T01:53:07Z,3560000,,,0,,substitution out Hill,[203524],1610612748.0,MIA,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
362,PT00M07.50S,2020-09-26T01:52:54.9Z,2,REGULAR,substitution,out,[],1627884,,,1610612738,50,58,2020-09-26T01:53:07Z,3570000,,,0,,substitution out Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
363,PT00M07.50S,2020-09-26T01:52:54.9Z,2,REGULAR,substitution,in,[],202954,,,1610612738,50,58,2020-09-26T01:53:07Z,3580000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
364,PT00M07.50S,2020-09-26T01:52:54.9Z,2,REGULAR,substitution,in,[],202710,,,1610612738,50,58,2020-09-26T01:53:07Z,3590000,,,0,,substitution in Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M07.50S,2020-09-26T01:52:54.9Z,2,REGULAR,substitution,in,[],1629130,,,1610612738,50,58,2020-09-26T01:53:07Z,3600000,,,0,,substitution in Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M07.50S,2020-09-26T01:53:18.1Z,2,REGULAR,freethrow,2of2,[],203935,,,1610612738,51,58,2020-09-26T01:53:18Z,3610000,,,0,,M. Smart freethrow 2of2 (7 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
368,PT00M03.50S,2020-09-26T01:53:34.0Z,2,REGULAR,3pt,jumpshot,[],202710,44.6287779237845,5.215992647058823,1610612748,51,58,2020-09-26T01:53:40Z,3630000,224.0,367.0,1,left,MISS J. Butler 43' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,43.46,Missed,,,,,,,,,,,,,,,,,,
369,PT00M03.50S,2020-09-26T01:53:37.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,51,58,2020-09-26T01:53:37Z,3640000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,
370,PT00M03.50S,2020-09-26T01:53:39.5Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612748,51,58,2020-09-26T01:53:39Z,3650000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT00M01.70S,2020-09-26T01:53:52.5Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1629130,27.808804204993432,17.47089460784314,1610612748,51,58,2020-09-26T01:54:00Z,3660000,163.0,209.0,1,left,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,turnaround,,,Robinson,D. Robinson,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,
372,PT00M00.40S,2020-09-26T01:53:53.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612738,51,58,2020-09-26T01:54:03Z,3670000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,371.0,2.0,2.0,0.0,,,,,,,,,,
373,PT00M00.00S,2020-09-26T01:54:09.9Z,2,REGULAR,period,end,[],0,,,1610612738,51,58,2020-09-26T01:54:10Z,3680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2020-09-26T02:08:31.2Z,3,REGULAR,substitution,out,['startperiod'],202330,,,1610612738,51,58,2020-09-26T02:09:17Z,3690000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2020-09-26T02:08:31.2Z,3,REGULAR,substitution,out,['startperiod'],202954,,,1610612738,51,58,2020-09-26T02:09:17Z,3700000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2020-09-26T02:08:31.2Z,3,REGULAR,substitution,out,['startperiod'],2738,,,1610612738,51,58,2020-09-26T02:09:17Z,3710000,,,0,,substitution out Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2020-09-26T02:08:31.2Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,51,58,2020-09-26T02:09:17Z,3720000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
