actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
360,PT10M38.00S,2020-01-19T01:22:13.6Z,3,REGULAR,block,,[],1628464,,,1610612756,55,63,2020-01-19T01:22:15Z,3560000,,,0,,D. Theis BLOCK (3 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M36.00S,2020-01-19T01:22:15.6Z,3,REGULAR,rebound,offensive,[],203967,,,1610612756,55,63,2020-01-19T01:22:21Z,3570000,,,0,,D. Saric REBOUND (Off:2 Def:5),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,359.0,7.0,5.0,2.0,,,,,,,,,,,,,,
362,PT10M34.00S,2020-01-19T01:22:17.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203967,7.046649145860711,49.82383578431372,1610612756,55,65,2020-01-19T01:22:25Z,3580000,1.0,14.0,1,left,D. Saric layup (8 PTS),[203967],1610612756.0,PHX,putback,,,Saric,D. Saric,,,,,1.92,Made,8.0,,,,,,,,,,,,,,,,,,
363,PT10M21.00S,2020-01-19T01:22:30.7Z,3,REGULAR,2pt,jumpshot,[],1628369,77.61169513797634,66.24540441176471,1610612738,55,65,2020-01-19T01:23:22Z,3590000,81.0,158.0,1,right,MISS J. Tatum 18' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,18.26,Missed,,,,,,,,,,,,,,,,,,,
364,PT10M19.00S,2020-01-19T01:22:33.2Z,3,REGULAR,rebound,defensive,[],201937,,,1610612756,55,65,2020-01-19T01:22:33Z,3600000,,,0,,R. Rubio REBOUND (Off:0 Def:4),[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,363.0,4.0,4.0,0.0,,,,,,,,,,,,,,
365,PT10M14.00S,2020-01-19T01:22:38.9Z,3,REGULAR,turnover,lostball,[],1629028,,,1610612756,55,65,2020-01-19T01:22:43Z,3610000,,,0,,D. Ayton TURNOVER lostball (1 TOV) Stolen,"[1629028, 1628369]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,,
366,PT10M14.00S,2020-01-19T01:22:38.9Z,3,REGULAR,steal,,[],1628369,,,1610612738,55,65,2020-01-19T01:23:06Z,3620000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT10M10.00S,2020-01-19T01:22:45.5Z,3,REGULAR,foul,personal,['2freethrow'],203967,,,1610612738,55,65,2020-01-19T01:22:53Z,3630000,,,0,,D. Saric FOUL personal (2 PF) (Tatum 2freethrow),"[203967, 1628369]",1610612756.0,PHX,shooting,,,Saric,D. Saric,,,,,,,,,,,,,,,1627529.0,,,,,,2.0,0.0,Tatum,1628369.0,
369,PT10M10.00S,2020-01-19T01:23:14.9Z,3,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,56,65,2020-01-19T01:23:38Z,3650000,,,0,,J. Tatum freethrow 1of2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
370,PT10M10.00S,2020-01-19T01:23:14.9Z,3,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,56,65,2020-01-19T01:23:38Z,3660000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
371,PT10M10.00S,2020-01-19T01:23:14.9Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,56,65,2020-01-19T01:23:38Z,3670000,,,0,,D. Ayton REBOUND (Off:2 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,370.0,9.0,7.0,2.0,,,,,,,,,,,,,,
372,PT09M55.00S,2020-01-19T01:23:50.5Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1626164,15.719448094612352,38.794424019607845,1610612756,56,67,2020-01-19T01:23:56Z,3680000,56.0,95.0,1,left,D. Booker 12' hook (24 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,11.53,Made,24.0,,,,,,,,,,,,,,,,,,
373,PT09M55.00S,2020-01-19T01:23:54.1Z,3,REGULAR,foul,personal,['1freethrow'],1628369,,,1610612756,56,67,2020-01-19T01:24:14Z,3690000,,,0,,J. Tatum FOUL personal (2 PF) (Booker 1freethrow),"[1628369, 1626164]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Booker,1626164.0,
375,PT09M55.00S,2020-01-19T01:24:15.6Z,3,REGULAR,freethrow,1of1,[],1626164,,,1610612756,56,68,2020-01-19T01:24:15Z,3710000,,,0,,D. Booker freethrow 1of1 (25 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
376,PT09M43.00S,2020-01-19T01:24:27.7Z,3,REGULAR,turnover,lostball,[],202330,,,1610612738,56,68,2020-01-19T01:24:31Z,3720000,,,0,,G. Hayward TURNOVER lostball (2 TOV) Stolen,"[202330, 1626164]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,2.0,Booker,1626164.0,,,,,,,,,,,
377,PT09M43.00S,2020-01-19T01:24:27.7Z,3,REGULAR,steal,,[],1626164,,,1610612756,56,68,2020-01-19T01:24:29Z,3730000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT09M35.00S,2020-01-19T01:24:36.2Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628969,7.703679369250986,2.7650122549019605,1610612756,56,71,2020-01-19T01:24:41Z,3740000,236.0,20.0,1,left,M. Bridges 24' 3PT  (16 PTS) (D. Booker 6 AST),"[1628969, 1626164]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,23.76,Made,16.0,,,,,,,,,D. Booker,1626164.0,6.0,,,,,,,
380,PT09M21.00S,2020-01-19T01:24:48.9Z,3,REGULAR,3pt,jumpshot,[],203935,76.82325886990802,12.323835784313726,1610612738,59,71,2020-01-19T01:25:24Z,3760000,-188.0,165.0,1,right,M. Smart 25' 3PT  (25 PTS),[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,25.44,Made,25.0,,,,,,,,,,,,,,,,,,
381,PT09M07.00S,2020-01-19T01:25:03.1Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1629028,7.30946123521682,50.06893382352941,1610612756,59,73,2020-01-19T01:25:09Z,3770000,0.0,16.0,1,left,D. Ayton hook (13 PTS) (R. Rubio 4 AST),"[1629028, 201937]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,2.17,Made,13.0,,,,,,,,,R. Rubio,201937.0,4.0,,,,,,,
383,PT08M54.00S,2020-01-19T01:25:16.0Z,3,REGULAR,3pt,jumpshot,[],1628464,67.23061760840999,46.63756127450981,1610612738,59,73,2020-01-19T01:25:22Z,3790000,-17.0,256.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
384,PT08M53.00S,2020-01-19T01:25:17.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,59,73,2020-01-19T01:25:22Z,3800000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,383.0,,,,,,,,,,,,,,,,,
385,PT08M53.00S,2020-01-19T01:25:21.4Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,59,73,2020-01-19T01:25:21Z,3810000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M47.00S,2020-01-19T01:25:41.7Z,3,REGULAR,2pt,jumpshot,['2ndchance'],1628369,77.4802890932983,64.77481617647058,1610612738,61,73,2020-01-19T01:25:47Z,3820000,74.0,159.0,1,right,J. Tatum 18' jumpshot (11 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,18.05,Made,11.0,,,,,,,,,,,,,,,,,,
387,PT08M33.00S,2020-01-19T01:25:58.9Z,3,REGULAR,turnover,outofbounds,[],203967,,,1610612756,61,73,2020-01-19T01:26:53Z,3830000,,,0,,D. Saric TURNOVER outofbounds (2 TOV),[203967],1610612756.0,PHX,badpass,,,Saric,D. Saric,,,,,,,,,,,,2.0,,,101284.0,,,,,,,,,,
388,PT08M16.00S,2020-01-19T01:26:20.7Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628464,94.30026281208936,51.294424019607845,1610612738,63,73,2020-01-19T01:26:27Z,3840000,6.0,1.0,1,right,D. Theis dunk (6 PTS) (J. Tatum 1 AST),"[1628464, 1628369]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,0.93,Made,6.0,,,,,,,,,J. Tatum,1628369.0,1.0,,,,,,,
390,PT08M05.00S,2020-01-19T01:26:31.1Z,3,REGULAR,2pt,jumpshot,[],1626164,9.674770039421814,25.06893382352941,1610612756,63,73,2020-01-19T01:26:36Z,3860000,125.0,38.0,1,left,MISS D. Booker 13' jumpshot Blocked,"[1626164, 202330]",1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,13.22,Missed,,,,,,,,,,,,,Hayward,202330.0,,,,,
391,PT08M05.00S,2020-01-19T01:26:31.1Z,3,REGULAR,block,,[],202330,,,1610612756,63,73,2020-01-19T01:26:33Z,3870000,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M03.00S,2020-01-19T01:26:33.1Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,63,73,2020-01-19T01:26:36Z,3880000,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,390.0,2.0,2.0,0.0,,,,,,,,,,,,,,
393,PT08M02.00S,2020-01-19T01:26:35.8Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203935,87.33574244415243,4.970894607843137,1610612738,63,73,2020-01-19T01:27:45Z,3890000,-225.0,67.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
394,PT08M00.00S,2020-01-19T01:26:37.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,63,73,2020-01-19T01:26:49Z,3900000,,,0,,Team defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,,,
395,PT08M00.00S,2020-01-19T01:26:41.0Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612756,63,73,2020-01-19T01:26:41Z,3910000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M45.00S,2020-01-19T01:26:59.6Z,3,REGULAR,3pt,jumpshot,[],203967,29.6484888304862,23.84344362745098,1610612756,63,73,2020-01-19T01:27:04Z,3920000,131.0,226.0,1,left,MISS D. Saric 27' 3PT,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,26.61,Missed,,,,,,,,,,,,,,,,,,,
397,PT07M42.00S,2020-01-19T01:27:02.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,63,73,2020-01-19T01:27:04Z,3930000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,,,,,,,
398,PT07M33.00S,2020-01-19T01:27:11.1Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,94.03745072273325,50.06893382352941,1610612738,65,73,2020-01-19T01:27:16Z,3940000,0.0,4.0,1,right,D. Theis dunk (8 PTS) (M. Smart 4 AST),"[1628464, 203935]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.9,Made,8.0,,,,,,,,,M. Smart,203935.0,4.0,,,,,,,
400,PT07M33.00S,2020-01-19T01:27:16.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,65,73,2020-01-19T01:27:16Z,3960000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M18.00S,2020-01-19T01:30:21.4Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1629028,11.383048620236531,44.18658088235294,1610612756,65,75,2020-01-19T01:31:01Z,3970000,29.0,55.0,1,left,D. Ayton 7' hook (15 PTS) (R. Rubio 5 AST),"[1629028, 201937]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,6.67,Made,15.0,,,,,,,,,R. Rubio,201937.0,5.0,,,,,,,
403,PT06M55.00S,2020-01-19T01:30:44.8Z,3,REGULAR,3pt,jumpshot,[],1628400,93.51182654402102,3.990502450980392,1610612738,65,75,2020-01-19T01:30:52Z,3990000,-230.0,8.0,1,right,MISS S. Ojeleye 23' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
404,PT06M53.00S,2020-01-19T01:30:46.8Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,65,75,2020-01-19T01:30:52Z,4000000,,,0,,D. Booker REBOUND (Off:0 Def:7),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,403.0,7.0,7.0,0.0,,,,,,,,,,,,,,
405,PT06M42.00S,2020-01-19T01:30:57.5Z,3,REGULAR,turnover,lostball,[],1626164,,,1610612756,65,75,2020-01-19T01:31:02Z,4010000,,,0,,D. Booker TURNOVER lostball (4 TOV) Stolen,"[1626164, 1628369]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,4.0,Tatum,1628369.0,,,,,,,,,,,
406,PT06M42.00S,2020-01-19T01:30:57.5Z,3,REGULAR,steal,,[],1628369,,,1610612738,65,75,2020-01-19T01:30:59Z,4020000,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M41.00S,2020-01-19T01:31:00.7Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,94.43166885676742,48.59834558823529,1610612738,67,75,2020-01-19T01:31:22Z,4030000,-7.0,0.0,1,right,J. Tatum layup (13 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.88,Made,13.0,,,,,,,,,,,,,,,,,,
408,PT06M41.00S,2020-01-19T01:31:05.1Z,3,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612738,67,75,2020-01-19T01:31:12Z,4040000,,,0,,D. Booker FOUL personal (3 PF) (Tatum 1freethrow),"[1626164, 1628369]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,,,,,,,,,,,1626302.0,,,,,,3.0,0.0,Tatum,1628369.0,
410,PT06M41.00S,2020-01-19T01:31:29.7Z,3,REGULAR,freethrow,1of1,"['fromturnover', 'fastbreak']",1628369,,,1610612738,68,75,2020-01-19T01:31:29Z,4060000,,,0,,J. Tatum freethrow 1of1 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
411,PT06M27.00S,2020-01-19T01:31:48.8Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612756,68,75,2020-01-19T01:31:56Z,4070000,,,0,,D. Theis FOUL personal (2 PF) (Ayton 2freethrow),"[1628464, 1629028]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Ayton,1629028.0,
413,PT06M27.00S,2020-01-19T01:32:10.6Z,3,REGULAR,freethrow,1of2,[],1629028,,,1610612756,68,76,2020-01-19T01:32:10Z,4090000,,,0,,D. Ayton freethrow 1of2 (16 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
414,PT06M27.00S,2020-01-19T01:32:12.3Z,3,REGULAR,substitution,out,[],1628464,,,1610612756,68,76,2020-01-19T01:32:14Z,4100000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M27.00S,2020-01-19T01:32:12.3Z,3,REGULAR,substitution,in,[],202683,,,1610612756,68,76,2020-01-19T01:32:14Z,4110000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M27.00S,2020-01-19T01:32:26.4Z,3,REGULAR,freethrow,2of2,[],1629028,,,1610612756,68,77,2020-01-19T01:32:26Z,4120000,,,0,,D. Ayton freethrow 2of2 (17 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
417,PT06M12.00S,2020-01-19T01:32:43.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,87.1222076215506,39.85906862745098,1610612738,70,77,2020-01-19T01:32:50Z,4130000,-51.0,69.0,1,right,G. Hayward 9' jumpshot (11 PTS) (E. Kanter 1 AST),"[202330, 202683]",1610612738.0,BOS,drivingfloating,,,Hayward,G. Hayward,,,,,8.98,Made,11.0,,,,,,,,,E. Kanter,202683.0,1.0,,,,,,,
419,PT06M01.00S,2020-01-19T01:32:56.7Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612756,70,77,2020-01-19T01:32:56Z,4150000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M59.00S,2020-01-19T01:33:10.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629028,19.66162943495401,63.30422794117647,1610612756,70,79,2020-01-19T01:33:20Z,4160000,-67.0,132.0,1,left,D. Ayton 15' jumpshot (19 PTS) (R. Rubio 6 AST),"[1629028, 201937]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,15.3,Made,19.0,,,,,,,,,R. Rubio,201937.0,6.0,,,,,,,
422,PT05M39.00S,2020-01-19T01:33:30.5Z,3,REGULAR,2pt,jumpshot,[],202330,83.78777923784494,66.24540441176471,1610612738,70,79,2020-01-19T01:33:37Z,4180000,81.0,100.0,1,right,MISS G. Hayward 13' jumpshot,[202330],1610612738.0,BOS,fadeawaybank,,,Hayward,G. Hayward,,,,,13.31,Missed,,,,,,,,,,,,,,,,,,,
423,PT05M37.00S,2020-01-19T01:33:32.5Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,70,79,2020-01-19T01:33:37Z,4190000,,,0,,D. Ayton REBOUND (Off:2 Def:8),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,422.0,10.0,8.0,2.0,,,,,,,,,,,,,,
424,PT05M27.00S,2020-01-19T01:33:43.0Z,3,REGULAR,2pt,jumpshot,[],1626164,2.9730617608409986,28.745404411764707,1610612756,70,79,2020-01-19T01:33:49Z,4200000,106.0,-25.0,1,left,MISS D. Booker 11' jumpshot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,10.8,Missed,,,,,,,,,,,,,,,,,,,
425,PT05M24.00S,2020-01-19T01:33:46.0Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,70,79,2020-01-19T01:33:49Z,4210000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,424.0,4.0,4.0,0.0,,,,,,,,,,,,,,
426,PT05M17.00S,2020-01-19T01:33:52.0Z,3,REGULAR,3pt,jumpshot,[],1628400,67.01297634691196,55.68321078431373,1610612738,70,79,2020-01-19T01:34:00Z,4220000,28.0,258.0,1,right,MISS S. Ojeleye 26' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M14.00S,2020-01-19T01:33:55.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,70,79,2020-01-19T01:34:00Z,4230000,,,0,,D. Ayton REBOUND (Off:2 Def:9),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,426.0,11.0,9.0,2.0,,,,,,,,,,,,,,
428,PT05M06.00S,2020-01-19T01:34:06.8Z,3,REGULAR,turnover,outofbounds,[],201937,,,1610612756,70,79,2020-01-19T01:34:13Z,4240000,,,0,,R. Rubio TURNOVER outofbounds (3 TOV),[201937],1610612756.0,PHX,step,,,Rubio,R. Rubio,,,,,,,,,,,,3.0,,,1627529.0,,,,,,,,,,
429,PT04M51.00S,2020-01-19T01:34:30.5Z,3,REGULAR,2pt,jumpshot,['fromturnover'],202330,73.80091984231275,59.13756127450981,1610612738,70,79,2020-01-19T01:35:17Z,4250000,46.0,194.0,1,right,MISS G. Hayward 20' jumpshot,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,20.45,Missed,,,,,,,,,,,,,,,,,,,
430,PT04M49.00S,2020-01-19T01:34:32.5Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612756,70,79,2020-01-19T01:34:38Z,4260000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,,,
431,PT04M38.00S,2020-01-19T01:34:43.6Z,3,REGULAR,2pt,jumpshot,[],1629028,7.835085413929041,70.65716911764706,1610612756,70,79,2020-01-19T01:34:49Z,4270000,-103.0,21.0,1,left,MISS D. Ayton 11' jumpshot,[1629028],1610612756.0,PHX,turnaroundfadeaway,,,Ayton,D. Ayton,,,,,10.67,Missed,,,,,,,,,,,,,,,,,,,
432,PT04M36.00S,2020-01-19T01:34:45.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,79,2020-01-19T01:34:49Z,4280000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,431.0,5.0,5.0,0.0,,,,,,,,,,,,,,
433,PT04M30.00S,2020-01-19T01:34:51.2Z,3,REGULAR,turnover,lostball,[],1628369,,,1610612738,70,79,2020-01-19T01:34:54Z,4290000,,,0,,J. Tatum TURNOVER lostball (3 TOV) Stolen,"[1628369, 1626164]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,3.0,Booker,1626164.0,,,,,,,,,,,
434,PT04M30.00S,2020-01-19T01:34:51.2Z,3,REGULAR,steal,,[],1626164,,,1610612756,70,79,2020-01-19T01:34:52Z,4300000,,,0,,D. Booker STEAL (2 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M27.00S,2020-01-19T01:34:55.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1626164,6.1268068331143235,53.74540441176471,1610612756,70,81,2020-01-19T01:35:08Z,4310000,-19.0,5.0,1,left,D. Booker layup (27 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,2.15,Made,27.0,,,,,,,,,,,,,,,,,,
436,PT04M27.00S,2020-01-19T01:34:59.7Z,3,REGULAR,violation,defensivegoaltending,[],1628369,,,1610612756,70,81,2020-01-19T01:35:08Z,4320000,,,0,,J. Tatum violation defensivegoaltending,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1627529.0,,,,,,,,,,
437,PT04M22.00S,2020-01-19T01:35:14.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202683,94.1688567674113,50.80422794117647,1610612738,72,81,2020-01-19T01:35:19Z,4330000,4.0,2.0,1,right,E. Kanter layup (4 PTS) (G. Hayward 5 AST),"[202683, 202330]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,0.88,Made,4.0,,,,,,,,,G. Hayward,202330.0,5.0,,,,,,,
439,PT04M05.00S,2020-01-19T01:35:32.0Z,3,REGULAR,3pt,jumpshot,[],201937,31.225361366622867,71.14736519607843,1610612756,72,81,2020-01-19T01:35:38Z,4350000,-106.0,241.0,1,left,MISS R. Rubio 27' 3PT,[201937],1610612756.0,PHX,stepback,,,Rubio,R. Rubio,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
440,PT04M03.00S,2020-01-19T01:35:34.0Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,72,81,2020-01-19T01:35:38Z,4360000,,,0,,E. Kanter REBOUND (Off:0 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,439.0,3.0,3.0,0.0,,,,,,,,,,,,,,
441,PT03M56.00S,2020-01-19T01:35:41.6Z,3,REGULAR,3pt,jumpshot,[],203935,70.38436268068331,70.41207107843137,1610612738,72,81,2020-01-19T01:35:55Z,4370000,102.0,226.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,,
442,PT03M54.00S,2020-01-19T01:35:43.6Z,3,REGULAR,rebound,defensive,[],203967,,,1610612756,72,81,2020-01-19T01:35:55Z,4380000,,,0,,D. Saric REBOUND (Off:2 Def:6),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,441.0,8.0,6.0,2.0,,,,,,,,,,,,,,
443,PT03M44.00S,2020-01-19T01:35:53.6Z,3,REGULAR,2pt,jumpshot,[],1629028,12.302890932982917,30.706188725490197,1610612756,72,81,2020-01-19T01:36:04Z,4390000,96.0,63.0,1,left,MISS D. Ayton 12' jumpshot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,11.84,Missed,,,,,,,,,,,,,,,,,,,
444,PT03M42.00S,2020-01-19T01:35:55.5Z,3,REGULAR,rebound,offensive,[],203967,,,1610612756,72,81,2020-01-19T01:35:55Z,4400000,,,0,,D. Saric REBOUND (Off:3 Def:6),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,443.0,9.0,6.0,3.0,,,,,,,,,,,,,,
445,PT03M41.00S,2020-01-19T01:35:56.7Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203967,7.703679369250986,57.666973039215684,1610612756,72,81,2020-01-19T01:36:11Z,4410000,-38.0,20.0,1,left,MISS D. Saric layup,[203967],1610612756.0,PHX,putback,,,Saric,D. Saric,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,,
