actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
356,PT10M46.00S,2020-09-20T01:59:58.3Z,3,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",203109,67.49342969776609,62.814031862745104,1610612748,53,63,2020-09-20T02:00:03Z,3520000,64.0,253.0,1,right,J. Crowder 27' 3PT  (8 PTS) (G. Dragic 5 AST),"[203109, 201609]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.64,Made,,,,,8.0,G. Dragic,201609.0,5.0,,,,,,,,,,,
358,PT10M25.00S,2020-09-20T02:00:18.3Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,17.559132720105126,47.61795343137255,1610612738,53,63,2020-09-20T02:00:22Z,3540000,12.0,113.0,1,left,MISS M. Smart 12' jumpshot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,11.87,Missed,,,,,,,,,,,,,,,,,,,
359,PT10M23.00S,2020-09-20T02:00:20.3Z,3,REGULAR,rebound,offensive,[],1628464,,,1610612738,53,63,2020-09-20T02:00:22Z,3550000,,,0,,D. Theis REBOUND (Off:4 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,358.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
360,PT10M23.00S,2020-09-20T02:00:22.2Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628464,5.338370565045992,49.82383578431372,1610612738,53,65,2020-09-20T02:00:25Z,3560000,1.0,-2.0,1,left,D. Theis layup (8 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,0.33,Made,,,,,8.0,,,,,,,,,,,,,,
361,PT10M05.00S,2020-09-20T02:00:40.1Z,3,REGULAR,3pt,jumpshot,[],203109,68.41327201051249,34.872855392156865,1610612748,53,65,2020-09-20T02:00:45Z,3570000,-76.0,244.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612748.0,MIA,stepback,,,Crowder,J. Crowder,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
362,PT10M01.00S,2020-09-20T02:00:44.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,65,2020-09-20T02:00:45Z,3580000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,361.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
363,PT09M54.00S,2020-09-20T02:00:51.9Z,3,REGULAR,foul,personal,[],1628389,,,1610612738,53,65,2020-09-20T02:00:56Z,3590000,,,0,,B. Adebayo FOUL personal (3 PF),"[1628389, 1628369]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2534.0,3.0,0.0,Tatum,1628369.0,,,,,,
365,PT09M47.00S,2020-09-20T02:01:18.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,53,65,2020-09-20T02:01:18Z,3610000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT09M42.00S,2020-09-20T02:01:38.5Z,3,REGULAR,foul,personal,[],202710,,,1610612738,53,65,2020-09-20T02:01:45Z,3620000,,,0,,J. Butler FOUL personal (1 PF),"[202710, 203935]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,2534.0,1.0,0.0,Smart,203935.0,,,,,,
368,PT09M32.00S,2020-09-20T02:02:06.9Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1627759,6.915243101182654,49.08854166666667,1610612738,53,67,2020-09-20T02:02:11Z,3640000,5.0,13.0,1,left,J. Brown dunk (19 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.86,Made,,,,,19.0,M. Smart,203935.0,4.0,,,,,,,,,,,
370,PT09M22.00S,2020-09-20T02:02:18.6Z,3,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612748,53,67,2020-09-20T02:02:27Z,3660000,,,0,,D. Theis FOUL personal (4 PF) (Adebayo 2freethrow),"[1628464, 1628389]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,2715.0,4.0,0.0,Adebayo,1628389.0,,,,,,
372,PT09M22.00S,2020-09-20T02:02:48.4Z,3,REGULAR,freethrow,1of2,[],1628389,,,1610612748,54,67,2020-09-20T02:02:48Z,3680000,,,0,,B. Adebayo freethrow 1of2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
373,PT09M22.00S,2020-09-20T02:02:52.0Z,3,REGULAR,substitution,out,[],1628464,,,1610612748,54,67,2020-09-20T02:02:56Z,3690000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT09M22.00S,2020-09-20T02:02:52.0Z,3,REGULAR,substitution,in,[],1629684,,,1610612748,54,67,2020-09-20T02:02:56Z,3700000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M22.00S,2020-09-20T02:03:22.7Z,3,REGULAR,freethrow,2of2,[],1628389,,,1610612748,55,67,2020-09-20T02:03:22Z,3710000,,,0,,B. Adebayo freethrow 2of2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
376,PT09M01.00S,2020-09-20T02:03:46.5Z,3,REGULAR,3pt,jumpshot,[],1629684,4.5499342969776615,94.921875,1610612738,55,70,2020-09-20T02:03:50Z,3720000,-225.0,-10.0,1,left,G. Williams 22' 3PT  (3 PTS) (J. Brown 3 AST),"[1629684, 1627759]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.46,Made,,,,,3.0,J. Brown,1627759.0,3.0,,,,,,,,,,,
378,PT08M51.00S,2020-09-20T02:03:58.4Z,3,REGULAR,3pt,jumpshot,[],201609,82.07950065703022,92.71599264705883,1610612748,55,70,2020-09-20T02:04:58Z,3740000,214.0,116.0,1,right,MISS G. Dragic 25' 3PT,[201609],1610612748.0,MIA,pullup,,,Dragic,G. Dragic,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
379,PT08M50.00S,2020-09-20T02:03:59.4Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,55,70,2020-09-20T02:04:58Z,3750000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,378.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
383,PT08M49.00S,2020-09-20T02:04:03.9Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,55,70,2020-09-20T02:04:45Z,3755000,,,0,,K. Walker TURNOVER outofbounds (2 TOV),[202689],1610612738.0,BOS,step,,,Walker,K. Walker,,,,,,,,,,,,,,,2003.0,,,,,2.0,,,,,
381,PT08M29.00S,2020-09-20T02:04:38.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],203109,66.96780551905388,40.01991421568628,1610612748,55,70,2020-09-20T02:05:42Z,3770000,-50.0,258.0,1,right,MISS J. Crowder 27' 3PT,[203109],1610612748.0,MIA,pullup,,,Crowder,J. Crowder,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
382,PT08M24.00S,2020-09-20T02:04:42.7Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,55,70,2020-09-20T02:04:42Z,3780000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,381.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
384,PT08M20.00S,2020-09-20T02:04:51.4Z,3,REGULAR,foul,personal,[],201609,,,1610612738,55,70,2020-09-20T02:05:06Z,3790000,,,0,,G. Dragic FOUL personal (2 PF),"[201609, 202689]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,2715.0,2.0,0.0,Walker,202689.0,,,,,,
386,PT08M11.00S,2020-09-20T02:05:17.8Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1629684,7.703679369250986,42.715992647058826,1610612738,55,72,2020-09-20T02:05:22Z,3810000,36.0,20.0,1,left,G. Williams hook (5 PTS) (M. Smart 5 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,4.44,Made,,,,,5.0,M. Smart,203935.0,5.0,,,,,,,,,,,
388,PT08M05.00S,2020-09-20T02:05:27.1Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612748,55,72,2020-09-20T02:05:34Z,3830000,,,0,,K. Walker FOUL personal (2 PF) (Butler 2freethrow),"[202689, 202710]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,2715.0,2.0,0.0,Butler,202710.0,,,,,,
390,PT08M05.00S,2020-09-20T02:05:54.1Z,3,REGULAR,freethrow,1of2,[],202710,,,1610612748,56,72,2020-09-20T02:06:13Z,3850000,,,0,,J. Butler freethrow 1of2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
391,PT08M05.00S,2020-09-20T02:05:54.1Z,3,REGULAR,freethrow,2of2,[],202710,,,1610612748,56,72,2020-09-20T02:06:13Z,3860000,,,0,,MISS J. Butler freethrow 2of2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Missed,,,,,,,,,,,,,,,,,,,
392,PT08M02.00S,2020-09-20T02:05:57.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,72,2020-09-20T02:06:13Z,3870000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,391.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
393,PT07M53.00S,2020-09-20T02:06:22.3Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1628369,11.251642575558476,41.24540441176471,1610612738,56,74,2020-09-20T02:06:27Z,3880000,44.0,53.0,1,left,J. Tatum 7' hook (15 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,drivingbank,,,Tatum,J. Tatum,,,,,7.33,Made,,,,,15.0,M. Smart,203935.0,6.0,,,,,,,,,,,
395,PT07M39.00S,2020-09-20T02:06:36.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628389,94.30026281208936,49.82383578431372,1610612748,58,74,2020-09-20T02:06:39Z,3900000,-1.0,1.0,1,right,B. Adebayo layup (12 PTS),[1628389],1610612748.0,MIA,drivingfingerroll,,,Adebayo,B. Adebayo,,,,,0.67,Made,,,,,12.0,,,,,,,,,,,,,,
396,PT07M22.00S,2020-09-20T02:06:52.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,11.777266754270697,49.82383578431372,1610612738,58,76,2020-09-20T02:06:56Z,3910000,1.0,58.0,1,left,J. Brown 6' layup (21 PTS) (K. Walker 1 AST),"[1627759, 202689]",1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,6.37,Made,,,,,21.0,K. Walker,202689.0,1.0,,,,,,,,,,,
398,PT07M12.00S,2020-09-20T02:07:06.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,58,76,2020-09-20T02:07:06Z,3930000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M57.00S,2020-09-20T02:10:59.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628389,93.11760840998686,46.14736519607843,1610612748,58,76,2020-09-20T02:11:03Z,3940000,-19.0,12.0,1,right,MISS B. Adebayo layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,2.62,Missed,,,,,,,,,,,,,,,,,,,
401,PT06M54.00S,2020-09-20T02:11:02.3Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,58,76,2020-09-20T02:11:02Z,3950000,,,0,,B. Adebayo REBOUND (Off:1 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,400.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
402,PT06M54.00S,2020-09-20T02:11:02.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628389,95.0,50.0,1610612748,58,76,2020-09-20T02:11:02Z,3960000,0.0,-6.0,1,right,MISS B. Adebayo layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
403,PT06M54.00S,2020-09-20T02:11:02.7Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,58,76,2020-09-20T02:11:02Z,3970000,,,0,,B. Adebayo REBOUND (Off:2 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,402.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
404,PT06M54.00S,2020-09-20T02:11:06.6Z,3,REGULAR,foul,personal,[],1629684,,,1610612748,58,76,2020-09-20T02:11:15Z,3980000,,,0,,G. Williams FOUL personal (1 PF),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2534.0,1.0,0.0,Adebayo,1628389.0,,,,,,
406,PT06M54.00S,2020-09-20T02:11:13.3Z,3,REGULAR,substitution,out,[],201609,,,1610612748,58,76,2020-09-20T02:11:16Z,4000000,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M54.00S,2020-09-20T02:11:13.3Z,3,REGULAR,substitution,in,[],1629639,,,1610612748,58,76,2020-09-20T02:11:16Z,4010000,,,0,,substitution in Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M46.00S,2020-09-20T02:11:39.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,58,76,2020-09-20T02:12:02Z,4020000,,,0,,J. Brown FOUL personal (2 PF),"[1627759, 203109]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2003.0,2.0,0.0,Crowder,203109.0,,,,,,
410,PT06M41.00S,2020-09-20T02:12:23.2Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628389,87.33574244415243,56.44148284313726,1610612748,60,76,2020-09-20T02:14:01Z,4040000,32.0,67.0,1,right,B. Adebayo 8' jumpshot (14 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,7.89,Made,,,,,14.0,T. Herro,1629639.0,1.0,,,,,,,,,,,
412,PT06M17.00S,2020-09-20T02:12:46.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,17.0335085413929,56.93167892156863,1610612738,60,76,2020-09-20T02:12:57Z,4060000,-35.0,108.0,1,left,MISS K. Walker 12' jumpshot,[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,11.83,Missed,,,,,,,,,,,,,,,,,,,
413,PT06M16.00S,2020-09-20T02:12:47.6Z,3,REGULAR,rebound,defensive,[],203109,,,1610612748,60,76,2020-09-20T02:12:57Z,4070000,,,0,,J. Crowder REBOUND (Off:0 Def:4),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,412.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
414,PT06M09.00S,2020-09-20T02:12:55.4Z,3,REGULAR,3pt,jumpshot,[],1629639,73.66951379763469,14.774816176470587,1610612748,60,76,2020-09-20T02:13:01Z,4080000,-176.0,195.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
415,PT06M09.00S,2020-09-20T02:12:55.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,60,76,2020-09-20T02:13:01Z,4090000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,414.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
416,PT06M02.00S,2020-09-20T02:13:04.5Z,3,REGULAR,foul,personal,['2freethrow'],203109,,,1610612738,60,76,2020-09-20T02:13:15Z,4100000,,,0,,J. Crowder FOUL personal (4 PF) (Brown 2freethrow),"[203109, 1627759]",1610612748.0,MIA,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,2715.0,4.0,0.0,Brown,1627759.0,,,,,,
418,PT06M02.00S,2020-09-20T02:13:32.1Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,60,77,2020-09-20T02:13:32Z,4120000,,,0,,J. Brown freethrow 1of2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
419,PT06M02.00S,2020-09-20T02:13:38.2Z,3,REGULAR,substitution,out,[],203109,,,1610612738,60,77,2020-09-20T02:13:41Z,4130000,,,0,,substitution out Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M02.00S,2020-09-20T02:13:38.2Z,3,REGULAR,substitution,in,[],1627884,,,1610612738,60,77,2020-09-20T02:13:41Z,4140000,,,0,,substitution in Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M02.00S,2020-09-20T02:13:54.3Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,60,78,2020-09-20T02:13:54Z,4150000,,,0,,J. Brown freethrow 2of2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
422,PT05M50.00S,2020-09-20T02:14:14.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628389,88.25558475689881,50.06893382352941,1610612748,62,78,2020-09-20T02:14:22Z,4160000,0.0,58.0,1,right,B. Adebayo 6' jumpshot (16 PTS),[1628389],1610612748.0,MIA,drivingfloating,,,Adebayo,B. Adebayo,,,,,6.34,Made,,,,,16.0,,,,,,,,,,,,,,
423,PT05M50.00S,2020-09-20T02:14:18.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203935,,,1610612748,62,78,2020-09-20T02:14:27Z,4170000,,,0,,M. Smart FOUL personal (2 PF) (Adebayo inpenalty),"[203935, 1628389]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,2715.0,2.0,0.0,Adebayo,1628389.0,,,,,,
425,PT05M50.00S,2020-09-20T02:14:46.1Z,3,REGULAR,freethrow,1of1,[],1628389,,,1610612748,62,78,2020-09-20T02:14:48Z,4190000,,,0,,MISS B. Adebayo freethrow 1of1,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
426,PT05M47.00S,2020-09-20T02:14:49.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,78,2020-09-20T02:14:48Z,4200000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,425.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
427,PT05M34.00S,2020-09-20T02:15:01.0Z,3,REGULAR,2pt,jumpshot,[],1628369,22.552562417871222,47.61795343137255,1610612738,62,78,2020-09-20T02:15:14Z,4210000,12.0,159.0,1,left,MISS J. Tatum 17' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,16.54,Missed,,,,,,,,,,,,,,,,,,,
428,PT05M32.00S,2020-09-20T02:15:03.0Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,62,78,2020-09-20T02:15:14Z,4220000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,427.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
429,PT05M30.00S,2020-09-20T02:15:12.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,62,78,2020-09-20T02:15:12Z,4230000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M30.00S,2020-09-20T02:17:49.6Z,3,REGULAR,substitution,out,[],202689,,,1610612738,62,78,2020-09-20T02:18:38Z,4240000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M30.00S,2020-09-20T02:17:49.6Z,3,REGULAR,substitution,in,[],202330,,,1610612738,62,78,2020-09-20T02:18:38Z,4250000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M17.00S,2020-09-20T02:19:01.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203935,6.783837056504599,50.80422794117647,1610612738,62,80,2020-09-20T02:19:05Z,4260000,-4.0,11.0,1,left,M. Smart layup (7 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.73,Made,,,,,7.0,,,,,,,,,,,,,,
433,PT04M53.00S,2020-09-20T02:19:24.9Z,3,REGULAR,3pt,jumpshot,[],1629639,68.41327201051249,44.43167892156863,1610612748,62,80,2020-09-20T02:19:29Z,4270000,-28.0,244.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
434,PT04M50.00S,2020-09-20T02:19:27.9Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,62,80,2020-09-20T02:19:29Z,4280000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,433.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
435,PT04M43.00S,2020-09-20T02:19:38.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612738,62,80,2020-09-20T02:19:45Z,4290000,,,0,,D. Jones Jr. FOUL personal (1 PF) (Brown inpenalty),"[1627884, 1627759]",1610612748.0,MIA,shooting,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,2534.0,1.0,0.0,Brown,1627759.0,,,,,,
437,PT04M43.00S,2020-09-20T02:20:02.6Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,62,80,2020-09-20T02:20:02Z,4310000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
438,PT04M43.00S,2020-09-20T02:20:02.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,62,80,2020-09-20T02:20:02Z,4320000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,,
439,PT04M43.00S,2020-09-20T02:20:17.3Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,62,81,2020-09-20T02:20:17Z,4330000,,,0,,J. Brown freethrow 2of2 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,24.0,,,,,,,,,,,,,,
440,PT04M31.00S,2020-09-20T02:20:31.1Z,3,REGULAR,3pt,jumpshot,[],1627884,90.62089356110381,3.2552083333333335,1610612748,62,81,2020-09-20T02:20:36Z,4340000,-234.0,36.0,1,right,MISS D. Jones Jr. 24' 3PT,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
441,PT04M28.00S,2020-09-20T02:20:34.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,62,81,2020-09-20T02:20:36Z,4350000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,440.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
442,PT04M19.00S,2020-09-20T02:20:46.3Z,3,REGULAR,foul,offensive,['inpenalty'],203935,,,1610612738,62,81,2020-09-20T02:20:54Z,4360000,,,0,,M. Smart FOUL offensive (3 PF) (Robinson inpenalty),"[203935, 1629130]",1610612738.0,BOS,charge,,,Smart,M. Smart,,,,,,,,,,,,,,,2003.0,3.0,0.0,Robinson,1629130.0,,,,,,
444,PT04M19.00S,2020-09-20T02:20:46.3Z,3,REGULAR,turnover,offensivefoul,[],203935,,,1610612738,62,81,2020-09-20T02:20:46Z,4380000,,,0,,M. Smart TURNOVER offensivefoul (1 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,2003.0,,,,,1.0,,,,,
445,PT04M19.00S,2020-09-20T02:20:54.3Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,62,81,2020-09-20T02:21:00Z,4390000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M19.00S,2020-09-20T02:20:54.3Z,3,REGULAR,substitution,in,[],1629134,,,1610612748,62,81,2020-09-20T02:21:00Z,4400000,,,0,,substitution in Nunn,[1629134],1610612748.0,MIA,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M11.00S,2020-09-20T02:21:20.1Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202710,92.06636005256242,50.80422794117647,1610612748,64,81,2020-09-20T02:21:23Z,4410000,4.0,22.0,1,right,J. Butler jumpshot (9 PTS) (T. Herro 2 AST),"[202710, 1629639]",1610612748.0,MIA,drivingfloating,,,Butler,J. Butler,,,,,2.79,Made,,,,,9.0,T. Herro,1629639.0,2.0,,,,,,,,,,,
449,PT04M11.00S,2020-09-20T02:21:23.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612748,64,81,2020-09-20T02:21:34Z,4430000,,,0,,G. Williams FOUL personal (2 PF) (Butler inpenalty),"[1629684, 202710]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2534.0,2.0,0.0,Butler,202710.0,,,,,,
451,PT04M11.00S,2020-09-20T02:21:30.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612748,64,81,2020-09-20T02:21:33Z,4450000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT04M11.00S,2020-09-20T02:21:30.8Z,3,REGULAR,substitution,in,[],202689,,,1610612748,64,81,2020-09-20T02:21:33Z,4460000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
