actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
350,PT08M06.00S,2020-09-06T00:04:56.6Z,3,REGULAR,3pt,jumpshot,[],200768,71.30420499342969,19.186580882352942,1610612761,56,59,2020-09-06T00:05:55Z,3470000,-154.0,217.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612761.0,TOR,stepback,,,Lowry,K. Lowry,,,,,,,27.08,Missed,,,,,,,,,,,,,,,,,
351,PT08M05.00S,2020-09-06T00:04:57.6Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,56,59,2020-09-06T00:05:03Z,3480000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,350.0,2.0,1.0,1.0,,,,,,,,,,,,,
352,PT08M03.00S,2020-09-06T00:05:04.3Z,3,REGULAR,foul,personal,[],202689,,,1610612761,56,59,2020-09-06T00:05:10Z,3490000,,,0,,K. Walker FOUL personal (2 PF),"[202689, 1628384]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,1830.0,,,,,,,,,2.0,0.0,Anunoby,1628384.0,,,,,,,,
354,PT07M51.00S,2020-09-06T00:05:36.9Z,3,REGULAR,2pt,jumpshot,['2ndchance'],1627832,74.06373193166885,48.59834558823529,1610612761,56,61,2020-09-06T00:05:39Z,3510000,-7.0,191.0,1,right,F. VanVleet 20' jumpshot (11 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,19.69,Made,,,,,11.0,,,,,,,,,,,,
355,PT07M39.00S,2020-09-06T00:05:51.8Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,56,61,2020-09-06T00:06:01Z,3520000,,,0,,J. Brown FOUL offensive (4 PF),"[1627759, 200768]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,1830.0,,,,,,,,,4.0,0.0,Lowry,200768.0,,,,,,,,
357,PT07M39.00S,2020-09-06T00:05:51.8Z,3,REGULAR,turnover,offensivefoul,[],1627759,,,1610612738,56,61,2020-09-06T00:05:51Z,3540000,,,0,,J. Brown TURNOVER offensivefoul (1 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,1830.0,1.0,,,,,,,,,,,,,,,,,,,
358,PT07M23.00S,2020-09-06T00:06:30.0Z,3,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",1627783,86.41590013140605,48.59834558823529,1610612761,56,63,2020-09-06T00:06:33Z,3550000,-7.0,75.0,1,right,P. Siakam 8' hook (13 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,8.1,Made,,,,,13.0,,,,,,,,,,,,
359,PT07M12.00S,2020-09-06T00:06:43.9Z,3,REGULAR,foul,personal,[],201188,,,1610612738,56,63,2020-09-06T00:06:56Z,3560000,,,0,,M. Gasol FOUL personal (3 PF),"[201188, 203935]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,1830.0,,,,,,,,,3.0,0.0,Smart,203935.0,,,,,,,,
361,PT07M12.00S,2020-09-06T00:06:51.4Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,56,63,2020-09-06T00:07:03Z,3580000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M12.00S,2020-09-06T00:06:51.4Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,56,63,2020-09-06T00:07:03Z,3590000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT07M04.00S,2020-09-06T00:07:17.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.30946123521682,46.392463235294116,1610612738,58,63,2020-09-06T00:07:22Z,3600000,18.0,16.0,1,left,J. Tatum layup (14 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,,,2.82,Made,,,,,14.0,,,,,,,,,,,,
365,PT06M57.00S,2020-09-06T00:07:28.0Z,3,REGULAR,foul,offensive,[],200768,,,1610612761,58,63,2020-09-06T00:07:35Z,3620000,,,0,,K. Lowry FOUL offensive (2 PF),"[200768, 202689]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,1662.0,,,,,,,,,2.0,0.0,Walker,202689.0,,,,,,,,
367,PT06M57.00S,2020-09-06T00:07:28.0Z,3,REGULAR,turnover,offensivefoul,[],200768,,,1610612761,58,63,2020-09-06T00:07:28Z,3640000,,,0,,K. Lowry TURNOVER offensivefoul (3 TOV),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,1662.0,3.0,,,,,,,,,,,,,,,,,,,
368,PT06M57.00S,2020-09-06T00:07:35.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,63,2020-09-06T00:07:35Z,3650000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M43.00S,2020-09-06T00:11:17.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628400,12.959921156373195,2.5199142156862746,1610612738,58,63,2020-09-06T00:11:23Z,3660000,237.0,69.0,1,left,MISS S. Ojeleye 25' 3PT,[1628400],1610612738.0,BOS,stepback,,,Ojeleye,S. Ojeleye,,,,,,,24.89,Missed,,,,,,,,,,,,,,,,,
370,PT06M42.00S,2020-09-06T00:11:18.4Z,3,REGULAR,rebound,defensive,[],200768,,,1610612761,58,63,2020-09-06T00:11:24Z,3670000,,,0,,K. Lowry REBOUND (Off:1 Def:6),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,369.0,7.0,6.0,1.0,,,,,,,,,,,,,
371,PT06M21.00S,2020-09-06T00:11:40.4Z,3,REGULAR,3pt,jumpshot,[],1627783,73.53810775295663,7.912071078431373,1610612761,58,66,2020-09-06T00:11:44Z,3680000,-210.0,196.0,1,right,P. Siakam 29' 3PT  (16 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,29.15,Made,,,,,16.0,,,,,F. VanVleet,1627832.0,6.0,,,,,
373,PT05M54.00S,2020-09-06T00:12:06.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,18.084756898817346,37.56893382352941,1610612738,60,66,2020-09-06T00:12:10Z,3700000,62.0,117.0,1,left,J. Tatum 14' jumpshot (16 PTS),[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,,,13.78,Made,,,,,16.0,,,,,,,,,,,,
374,PT05M36.00S,2020-09-06T00:12:24.6Z,3,REGULAR,3pt,jumpshot,[],200768,66.44218134034165,32.176776960784316,1610612761,60,66,2020-09-06T00:13:00Z,3710000,-89.0,263.0,1,right,MISS K. Lowry 28' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,28.28,Missed,,,,,,,,,,,,,,,,,
375,PT05M35.00S,2020-09-06T00:12:25.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,60,66,2020-09-06T00:12:30Z,3720000,,,0,,M. Smart REBOUND (Off:0 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,374.0,6.0,6.0,0.0,,,,,,,,,,,,,
376,PT05M18.00S,2020-09-06T00:12:44.9Z,3,REGULAR,foul,offensive,[],202689,,,1610612738,60,66,2020-09-06T00:12:56Z,3730000,,,0,,K. Walker FOUL offensive (3 PF),"[202689, 200768]",1610612738.0,BOS,charge,,,Walker,K. Walker,,,,,1662.0,,,,,,,,,3.0,0.0,Lowry,200768.0,,,,,,,,
378,PT05M18.00S,2020-09-06T00:12:44.9Z,3,REGULAR,turnover,offensivefoul,[],202689,,,1610612738,60,66,2020-09-06T00:12:44Z,3750000,,,0,,K. Walker TURNOVER offensivefoul (2 TOV),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,1662.0,2.0,,,,,,,,,,,,,,,,,,,
379,PT05M01.00S,2020-09-06T00:13:21.8Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628384,72.09264126149803,18.941482843137255,1610612761,60,66,2020-09-06T00:13:26Z,3760000,-155.0,210.0,1,right,MISS O. Anunoby 27' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,26.55,Missed,,,,,,,,,,,,,,,,,
380,PT05M00.00S,2020-09-06T00:13:22.8Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,60,66,2020-09-06T00:13:27Z,3770000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,379.0,1.0,1.0,0.0,,,,,,,,,,,,,
381,PT04M54.00S,2020-09-06T00:13:32.1Z,3,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612738,60,66,2020-09-06T00:13:43Z,3780000,,,0,,F. VanVleet FOUL personal (1 PF) (Walker 2freethrow),"[1627832, 202689]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,1662.0,,,,,,,,,1.0,0.0,Walker,202689.0,,,,,,,,
383,PT04M54.00S,2020-09-06T00:14:02.8Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,61,66,2020-09-06T00:14:02Z,3800000,,,0,,K. Walker freethrow 1of2 (10 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,
384,PT04M54.00S,2020-09-06T00:14:19.8Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,62,66,2020-09-06T00:14:19Z,3810000,,,0,,K. Walker freethrow 2of2 (11 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
385,PT04M34.00S,2020-09-06T00:14:42.1Z,3,REGULAR,3pt,jumpshot,[],1627832,67.62483574244416,32.91207107843137,1610612761,62,66,2020-09-06T00:14:47Z,3820000,-85.0,252.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,27.11,Missed,,,,,,,,,,,,,,,,,
386,PT04M33.00S,2020-09-06T00:14:43.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,66,2020-09-06T00:14:49Z,3830000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,385.0,4.0,4.0,0.0,,,,,,,,,,,,,
387,PT04M27.00S,2020-09-06T00:14:53.8Z,3,REGULAR,foul,personal,[],201188,,,1610612738,62,66,2020-09-06T00:15:05Z,3840000,,,0,,M. Gasol FOUL personal (4 PF),"[201188, 1628369]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,1662.0,,,,,,,,,4.0,0.0,Tatum,1628369.0,,,,,,,,
389,PT04M27.00S,2020-09-06T00:15:10.0Z,3,REGULAR,substitution,out,[],201188,,,1610612738,62,66,2020-09-06T00:15:17Z,3860000,,,0,,substitution out Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT04M27.00S,2020-09-06T00:15:10.0Z,3,REGULAR,substitution,in,[],201586,,,1610612738,62,66,2020-09-06T00:15:17Z,3870000,,,0,,substitution in Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M16.00S,2020-09-06T00:15:40.5Z,3,REGULAR,2pt,jumpshot,[],1628464,7.966491458607096,30.215992647058826,1610612738,62,66,2020-09-06T00:15:45Z,3880000,99.0,22.0,1,left,MISS D. Theis 10' jumpshot Blocked,"[1628464, 200768]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,10.28,Missed,,,,,,,,,,,,,,,Lowry,200768.0,
392,PT04M16.00S,2020-09-06T00:15:40.5Z,3,REGULAR,block,,[],200768,,,1610612738,62,66,2020-09-06T00:15:42Z,3890000,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M15.00S,2020-09-06T00:15:41.5Z,3,REGULAR,rebound,defensive,[],200768,,,1610612761,62,66,2020-09-06T00:15:57Z,3900000,,,0,,K. Lowry REBOUND (Off:1 Def:7),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,391.0,8.0,7.0,1.0,,,,,,,,,,,,,
394,PT04M11.00S,2020-09-06T00:15:45.9Z,3,REGULAR,turnover,badpass,[],200768,,,1610612761,62,66,2020-09-06T00:16:36Z,3910000,,,0,,K. Lowry TURNOVER badpass (4 TOV) Stolen,"[200768, 1628464]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,4.0,,,,,,,,,,,,,,,Theis,1628464.0,,,
395,PT04M11.00S,2020-09-06T00:15:45.9Z,3,REGULAR,steal,,[],1628464,,,1610612738,62,66,2020-09-06T00:15:49Z,3920000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M06.00S,2020-09-06T00:15:51.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203935,8.229303547963205,45.166973039215684,1610612738,62,66,2020-09-06T00:15:58Z,3930000,24.0,25.0,1,left,MISS M. Smart layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,,,3.89,Missed,,,,,,,,,,,,,,,,,
397,PT04M05.00S,2020-09-06T00:15:52.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,62,66,2020-09-06T00:16:10Z,3940000,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,396.0,7.0,6.0,1.0,,,,,,,,,,,,,
398,PT03M58.00S,2020-09-06T00:15:58.7Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627783,92.72339027595268,51.049325980392155,1610612761,62,68,2020-09-06T00:16:07Z,3950000,5.0,16.0,1,right,P. Siakam layup (18 PTS) (K. Lowry 2 AST),"[1627783, 200768]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,,,2.2,Made,,,,,18.0,,,,,K. Lowry,200768.0,2.0,,,,,
400,PT03M46.00S,2020-09-06T00:16:19.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201586,,,1610612738,62,68,2020-09-06T00:16:24Z,3970000,,,0,,S. Ibaka FOUL personal (2 PF) (Walker inpenalty),"[201586, 202689]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,1830.0,,,,,,,,,2.0,0.0,Walker,202689.0,,,,,,,,
402,PT03M46.00S,2020-09-06T00:16:40.9Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,63,68,2020-09-06T00:16:40Z,3990000,,,0,,K. Walker freethrow 1of2 (12 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
403,PT03M46.00S,2020-09-06T00:16:58.8Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,64,68,2020-09-06T00:16:58Z,4000000,,,0,,K. Walker freethrow 2of2 (13 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
404,PT03M21.00S,2020-09-06T00:17:26.7Z,3,REGULAR,3pt,jumpshot,[],1627783,92.72339027595268,95.65716911764706,1610612761,64,68,2020-09-06T00:17:31Z,4010000,228.0,16.0,1,right,MISS P. Siakam 23' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,22.93,Missed,,,,,,,,,,,,,,,,,
405,PT03M20.00S,2020-09-06T00:17:27.7Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,64,68,2020-09-06T00:17:35Z,4020000,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,404.0,3.0,1.0,2.0,,,,,,,,,,,,,
406,PT03M18.00S,2020-09-06T00:17:30.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628384,93.64323258869908,53.01011029411765,1610612761,64,70,2020-09-06T00:17:33Z,4030000,15.0,7.0,1,right,O. Anunoby layup (9 PTS),[1628384],1610612761.0,TOR,putback,,,Anunoby,O. Anunoby,,,,,,,1.98,Made,,,,,9.0,,,,,,,,,,,,
407,PT03M17.00S,2020-09-06T00:17:37.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,64,70,2020-09-06T00:17:37Z,4040000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,64,70,2020-09-06T00:21:04Z,4050000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,64,70,2020-09-06T00:21:04Z,4060000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,out,[],203935,,,1610612738,64,70,2020-09-06T00:21:04Z,4070000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,64,70,2020-09-06T00:21:04Z,4080000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,in,[],1627759,,,1610612738,64,70,2020-09-06T00:21:04Z,4090000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,64,70,2020-09-06T00:21:04Z,4100000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,64,70,2020-09-06T00:21:04Z,4110000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M17.00S,2020-09-06T00:20:05.6Z,3,REGULAR,substitution,in,[],202954,,,1610612738,64,70,2020-09-06T00:21:04Z,4120000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M53.00S,2020-09-06T00:21:36.2Z,3,REGULAR,3pt,jumpshot,[],202689,32.40801576872536,26.53952205882353,1610612738,64,70,2020-09-06T00:21:41Z,4130000,117.0,252.0,1,left,MISS K. Walker 28' 3PT,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,,,28.3,Missed,,,,,,,,,,,,,,,,,
417,PT02M52.00S,2020-09-06T00:21:37.2Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,64,70,2020-09-06T00:21:44Z,4140000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,416.0,5.0,4.0,1.0,,,,,,,,,,,,,
418,PT02M40.00S,2020-09-06T00:21:51.3Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",201586,,,1610612738,64,70,2020-09-06T00:22:03Z,4150000,,,0,,S. Ibaka FOUL personal (3 PF) (Walker inpenalty),"[201586, 202689]",1610612761.0,TOR,shooting,,,Ibaka,S. Ibaka,,,,,1662.0,,,,,,,,,3.0,0.0,Walker,202689.0,,,,,,,,
420,PT02M40.00S,2020-09-06T00:22:29.1Z,3,REGULAR,freethrow,1of3,['2ndchance'],202689,,,1610612738,65,70,2020-09-06T00:22:29Z,4170000,,,0,,K. Walker freethrow 1of3 (14 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
421,PT02M40.00S,2020-09-06T00:22:49.1Z,3,REGULAR,freethrow,2of3,['2ndchance'],202689,,,1610612738,65,70,2020-09-06T00:22:49Z,4180000,,,0,,MISS K. Walker freethrow 2of3,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Missed,,,,,,,,,,,,,,,,,
422,PT02M40.00S,2020-09-06T00:22:49.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,65,70,2020-09-06T00:22:49Z,4190000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,421.0,,,,,,,,,,,,,,,,
423,PT02M40.00S,2020-09-06T00:22:49.9Z,3,REGULAR,substitution,out,[],1628384,,,1610612738,65,70,2020-09-06T00:22:53Z,4200000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M40.00S,2020-09-06T00:22:49.9Z,3,REGULAR,substitution,in,[],1626181,,,1610612738,65,70,2020-09-06T00:22:53Z,4210000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M40.00S,2020-09-06T00:23:08.1Z,3,REGULAR,freethrow,3of3,['2ndchance'],202689,,,1610612738,66,70,2020-09-06T00:23:08Z,4220000,,,0,,K. Walker freethrow 3of3 (15 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
426,PT02M24.00S,2020-09-06T00:23:26.7Z,3,REGULAR,3pt,jumpshot,[],1627832,69.07030223390277,68.94148284313727,1610612761,66,73,2020-09-06T00:23:30Z,4230000,95.0,238.0,1,right,F. VanVleet 26' 3PT  (14 PTS) (K. Lowry 3 AST),"[1627832, 200768]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,26.15,Made,,,,,14.0,,,,,K. Lowry,200768.0,3.0,,,,,
428,PT02M04.00S,2020-09-06T00:23:46.1Z,3,REGULAR,2pt,jumpshot,[],202954,9.017739816031538,28.745404411764707,1610612738,68,73,2020-09-06T00:23:49Z,4250000,106.0,32.0,1,left,B. Wanamaker 11' jumpshot (5 PTS),[202954],1610612738.0,BOS,drivingfloating,,,Wanamaker,B. Wanamaker,,,,,,,11.28,Made,,,,,5.0,,,,,,,,,,,,
429,PT01M51.00S,2020-09-06T00:23:58.8Z,3,REGULAR,3pt,jumpshot,[],201586,68.28186596583443,24.333639705882355,1610612761,68,76,2020-09-06T00:24:02Z,4260000,-128.0,246.0,1,right,S. Ibaka 28' 3PT  (14 PTS) (K. Lowry 4 AST),"[201586, 200768]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,28.21,Made,,,,,14.0,,,,,K. Lowry,200768.0,4.0,,,,,
431,PT01M29.00S,2020-09-06T00:24:21.4Z,3,REGULAR,3pt,jumpshot,[],202954,17.95335085413929,93.69638480392157,1610612738,68,76,2020-09-06T00:24:24Z,4280000,-218.0,116.0,1,left,MISS B. Wanamaker 25' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,25.02,Missed,,,,,,,,,,,,,,,,,
432,PT01M28.00S,2020-09-06T00:24:22.4Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,68,76,2020-09-06T00:24:24Z,4290000,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,431.0,8.0,7.0,1.0,,,,,,,,,,,,,
433,PT01M16.00S,2020-09-06T00:24:35.1Z,3,REGULAR,3pt,jumpshot,[],1627832,71.56701708278581,77.0297181372549,1610612761,68,79,2020-09-06T00:24:38Z,4300000,135.0,215.0,1,right,F. VanVleet 26' 3PT  (17 PTS) (K. Lowry 5 AST),"[1627832, 200768]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,25.84,Made,,,,,17.0,,,,,K. Lowry,200768.0,5.0,,,,,
435,PT01M15.00S,2020-09-06T00:24:40.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,68,79,2020-09-06T00:24:40Z,4320000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT01M15.00S,2020-09-06T00:25:41.4Z,3,REGULAR,substitution,out,[],202689,,,1610612738,68,79,2020-09-06T00:25:57Z,4330000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M15.00S,2020-09-06T00:25:41.4Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,68,79,2020-09-06T00:25:57Z,4340000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M15.00S,2020-09-06T00:25:41.4Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,68,79,2020-09-06T00:25:57Z,4350000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT01M15.00S,2020-09-06T00:25:41.4Z,3,REGULAR,substitution,in,[],203935,,,1610612738,68,79,2020-09-06T00:25:57Z,4360000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M07.00S,2020-09-06T00:26:12.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202954,5.732588699080158,47.86305147058824,1610612738,70,79,2020-09-06T00:26:15Z,4370000,11.0,1.0,1,left,B. Wanamaker layup (7 PTS) (M. Smart 4 AST),"[202954, 203935]",1610612738.0,BOS,cutting,,,Wanamaker,B. Wanamaker,,,,,,,1.27,Made,,,,,7.0,,,,,M. Smart,203935.0,4.0,,,,,
442,PT00M44.20S,2020-09-06T00:26:35.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,86.28449408672799,59.3826593137255,1610612761,70,81,2020-09-06T00:28:35Z,4390000,47.0,76.0,1,right,P. Siakam 9' jumpshot (20 PTS),[1627783],1610612761.0,TOR,turnaroundfadeaway,,,Siakam,P. Siakam,,,,,,,9.44,Made,,,,,20.0,,,,,,,,,,,,
