actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
361,PT06M03.00S,2019-12-25T18:37:43.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628384,93.51182654402102,54.48069852941176,1610612761,61,73,2019-12-25T18:40:47Z,3590000,22.0,8.0,1,right,O. Anunoby layup (5 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,2.64,Made,5.0,,,,,,,,,,,,,,,,,,
362,PT05M49.00S,2019-12-25T18:37:57.0Z,3,REGULAR,3pt,jumpshot,[],1627759,31.488173455978973,72.37285539215686,1610612738,61,76,2019-12-25T18:38:00Z,3600000,-112.0,243.0,1,left,J. Brown 27' 3PT  (17 PTS) (K. Walker 3 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.3,Made,17.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,,
364,PT05M22.00S,2019-12-25T18:38:23.6Z,3,REGULAR,2pt,jumpshot,[],1627832,79.71419185282524,24.57873774509804,1610612761,61,76,2019-12-25T18:38:28Z,3620000,-127.0,138.0,1,right,MISS F. VanVleet 19' jumpshot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,19.18,Missed,,,,,,,,,,,,,,,,,,,
365,PT05M20.00S,2019-12-25T18:38:25.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,61,76,2019-12-25T18:38:28Z,3630000,,,0,,J. Tatum REBOUND (Off:4 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,364.0,6.0,2.0,4.0,,,,,,,,,,,
366,PT05M14.00S,2019-12-25T18:38:32.2Z,3,REGULAR,turnover,lostball,[],1628369,,,1610612738,61,76,2019-12-25T18:39:04Z,3640000,,,0,,J. Tatum TURNOVER lostball (3 TOV) Stolen,"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,3.0,VanVleet,1627832.0,
367,PT05M14.00S,2019-12-25T18:38:32.2Z,3,REGULAR,steal,,[],1627832,,,1610612761,61,76,2019-12-25T18:43:55Z,3650000,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M09.00S,2019-12-25T18:38:41.2Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612761,61,76,2019-12-25T18:38:41Z,3660000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT05M09.00S,2019-12-25T18:38:42.0Z,3,REGULAR,substitution,out,[],202330,,,1610612761,61,76,2019-12-25T18:38:47Z,3670000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT05M09.00S,2019-12-25T18:38:42.0Z,3,REGULAR,substitution,out,[],1628464,,,1610612761,61,76,2019-12-25T18:38:47Z,3680000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT05M09.00S,2019-12-25T18:38:42.0Z,3,REGULAR,substitution,in,[],202683,,,1610612761,61,76,2019-12-25T18:38:47Z,3690000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT05M09.00S,2019-12-25T18:38:42.0Z,3,REGULAR,substitution,in,[],1629684,,,1610612761,61,76,2019-12-25T18:38:47Z,3700000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT05M09.00S,2019-12-25T18:38:42.0Z,3,REGULAR,substitution,out,[],1628369,,,1610612761,61,76,2019-12-25T18:38:54Z,3710000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT05M09.00S,2019-12-25T18:38:42.0Z,3,REGULAR,substitution,in,[],1629641,,,1610612761,61,76,2019-12-25T18:38:54Z,3720000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT04M58.00S,2019-12-25T18:39:10.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1629056,94.30026281208936,3.5003063725490198,1610612761,61,76,2019-12-25T18:39:14Z,3730000,-232.0,1.0,1,right,MISS T. Davis 23' 3PT,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,23.26,Missed,,,,,,,,,,,,,,,,,,,
376,PT04M55.00S,2019-12-25T18:39:13.4Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,61,76,2019-12-25T18:39:14Z,3740000,,,0,,E. Kanter REBOUND (Off:1 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,375.0,7.0,6.0,1.0,,,,,,,,,,,
377,PT04M40.00S,2019-12-25T18:39:27.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202683,6.915243101182654,51.53952205882353,1610612738,61,76,2019-12-25T18:39:32Z,3750000,-8.0,13.0,1,left,MISS E. Kanter layup Blocked,"[202683, 1628384]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,1.96,Missed,,,,,,,,,Anunoby,1628384.0,,,,,,,,,
378,PT04M40.00S,2019-12-25T18:39:27.6Z,3,REGULAR,block,,[],1628384,,,1610612738,61,76,2019-12-25T18:39:29Z,3760000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT04M38.00S,2019-12-25T18:39:29.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612761,61,76,2019-12-25T18:39:32Z,3770000,,,0,,K. Lowry REBOUND (Off:1 Def:3),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,377.0,4.0,3.0,1.0,,,,,,,,,,,
380,PT04M35.00S,2019-12-25T18:39:32.8Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628384,94.30026281208936,51.53952205882353,1610612761,61,76,2019-12-25T18:45:10Z,3780000,8.0,1.0,1,right,MISS O. Anunoby layup,[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,1.01,Missed,,,,,,,,,,,,,,,,,,,
381,PT04M33.00S,2019-12-25T18:39:34.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,76,2019-12-25T18:45:10Z,3790000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,380.0,3.0,3.0,0.0,,,,,,,,,,,
382,PT04M28.00S,2019-12-25T18:39:42.4Z,3,REGULAR,foul,personal,['2freethrow'],201586,,,1610612738,61,76,2019-12-25T18:39:55Z,3800000,,,0,,S. Ibaka FOUL personal (1 PF) (Brown 2freethrow),"[201586, 1627759]",1610612761.0,TOR,shooting,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Brown,1627759.0,,,,
384,PT04M28.00S,2019-12-25T18:40:09.7Z,3,REGULAR,freethrow,1of2,['fastbreak'],1627759,,,1610612738,61,77,2019-12-25T18:40:09Z,3820000,,,0,,J. Brown freethrow 1of2 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
385,PT04M28.00S,2019-12-25T18:40:28.4Z,3,REGULAR,freethrow,2of2,['fastbreak'],1627759,,,1610612738,61,78,2019-12-25T18:40:28Z,3830000,,,0,,J. Brown freethrow 2of2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
386,PT04M14.00S,2019-12-25T18:40:46.4Z,3,REGULAR,3pt,jumpshot,[],200768,67.62483574244416,45.166973039215684,1610612761,64,78,2019-12-25T18:40:50Z,3840000,-24.0,252.0,1,right,K. Lowry 26' 3PT  (11 PTS) (F. VanVleet 5 AST),"[200768, 1627832]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,25.84,Made,11.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,,,,,,
388,PT03M58.00S,2019-12-25T18:41:01.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,7.30946123521682,41.98069852941176,1610612738,64,78,2019-12-25T18:41:12Z,3860000,40.0,16.0,1,left,MISS K. Walker layup Blocked,"[202689, 1628384]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,4.56,Missed,,,,,,,,,Anunoby,1628384.0,,,,,,,,,
389,PT03M58.00S,2019-12-25T18:41:01.0Z,3,REGULAR,block,,[],1628384,,,1610612738,64,78,2019-12-25T18:41:03Z,3870000,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT03M53.00S,2019-12-25T18:41:06.0Z,3,REGULAR,rebound,offensive,[],202689,,,1610612738,64,78,2019-12-25T18:41:12Z,3880000,,,0,,K. Walker REBOUND (Off:1 Def:0),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,388.0,1.0,0.0,1.0,,,,,,,,,,,
391,PT03M53.00S,2019-12-25T18:41:07.3Z,3,REGULAR,turnover,badpass,[],202689,,,1610612738,64,78,2019-12-25T18:41:23Z,3890000,,,0,,K. Walker TURNOVER badpass (3 TOV) Stolen,"[202689, 201586]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,3.0,Ibaka,201586.0,
392,PT03M53.00S,2019-12-25T18:41:07.3Z,3,REGULAR,steal,,[],201586,,,1610612761,64,78,2019-12-25T18:46:07Z,3900000,,,0,,S. Ibaka STEAL (1 STL),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M53.00S,2019-12-25T18:41:12.9Z,3,REGULAR,turnover,traveling,[],200768,,,1610612761,64,78,2019-12-25T18:41:27Z,3910000,,,0,,K. Lowry TURNOVER traveling (4 TOV),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,101284.0,,,,,4.0,,,
394,PT03M36.00S,2019-12-25T18:41:42.5Z,3,REGULAR,3pt,jumpshot,['fromturnover'],202689,28.07161629434954,20.902267156862745,1610612738,64,78,2019-12-25T18:47:12Z,3920000,145.0,211.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
395,PT03M35.00S,2019-12-25T18:41:43.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,64,78,2019-12-25T18:41:49Z,3930000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,394.0,,,,,,,,,,,,,,
396,PT03M35.00S,2019-12-25T18:41:49.0Z,3,REGULAR,foul,personal,[],201586,,,1610612738,64,78,2019-12-25T18:42:23Z,3940000,,,0,,S. Ibaka FOUL personal (2 PF),"[201586, 202683]",1610612761.0,TOR,looseball,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Kanter,202683.0,,,,
398,PT03M23.00S,2019-12-25T18:42:20.0Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,6.783837056504599,49.333639705882355,1610612738,64,78,2019-12-25T18:42:27Z,3960000,3.0,11.0,1,left,MISS E. Kanter dunk,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,,
399,PT03M20.00S,2019-12-25T18:42:23.5Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,64,78,2019-12-25T18:42:23Z,3970000,,,0,,E. Kanter REBOUND (Off:2 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,398.0,8.0,6.0,2.0,,,,,,,,,,,
400,PT03M20.00S,2019-12-25T18:42:23.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,5.0,50.0,1610612738,64,78,2019-12-25T18:42:23Z,3980000,0.0,-6.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,tip,,,Kanter,E. Kanter,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
401,PT03M18.00S,2019-12-25T18:42:24.9Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,64,78,2019-12-25T18:42:24Z,3990000,,,0,,E. Kanter REBOUND (Off:3 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,400.0,9.0,6.0,3.0,,,,,,,,,,,
402,PT03M18.00S,2019-12-25T18:42:24.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202683,5.0,50.0,1610612738,64,78,2019-12-25T18:42:24Z,4000000,0.0,-6.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
403,PT03M18.00S,2019-12-25T18:42:25.5Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,64,78,2019-12-25T18:42:25Z,4010000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,402.0,2.0,2.0,0.0,,,,,,,,,,,
404,PT03M17.00S,2019-12-25T18:42:28.8Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,64,78,2019-12-25T18:42:50Z,4020000,,,0,,G. Williams FOUL personal (3 PF) (Lowry 2freethrow),"[1629684, 200768]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,Lowry,200768.0,,,,
406,PT03M17.00S,2019-12-25T18:43:16.4Z,3,REGULAR,freethrow,1of2,['fastbreak'],200768,,,1610612761,65,78,2019-12-25T18:43:48Z,4040000,,,0,,K. Lowry freethrow 1of2 (12 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
407,PT03M17.00S,2019-12-25T18:43:17.4Z,3,REGULAR,substitution,out,[],1627832,,,1610612761,65,78,2019-12-25T18:43:25Z,4050000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M17.00S,2019-12-25T18:43:17.4Z,3,REGULAR,substitution,out,[],202689,,,1610612761,65,78,2019-12-25T18:43:25Z,4060000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M17.00S,2019-12-25T18:43:17.4Z,3,REGULAR,substitution,out,[],1629684,,,1610612761,65,78,2019-12-25T18:43:25Z,4070000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M17.00S,2019-12-25T18:43:17.4Z,3,REGULAR,substitution,in,[],1626178,,,1610612761,65,78,2019-12-25T18:43:25Z,4080000,,,0,,substitution in Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M17.00S,2019-12-25T18:43:17.4Z,3,REGULAR,substitution,in,[],1628369,,,1610612761,65,78,2019-12-25T18:43:25Z,4090000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M17.00S,2019-12-25T18:43:17.4Z,3,REGULAR,substitution,in,[],202954,,,1610612761,65,78,2019-12-25T18:43:25Z,4100000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M17.00S,2019-12-25T18:43:16.4Z,3,REGULAR,freethrow,2of2,['fastbreak'],200768,,,1610612761,65,78,2019-12-25T18:43:48Z,4110000,,,0,,MISS K. Lowry freethrow 2of2,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
414,PT03M14.00S,2019-12-25T18:43:19.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,78,2019-12-25T18:43:48Z,4120000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,413.0,4.0,4.0,0.0,,,,,,,,,,,
415,PT03M00.00S,2019-12-25T18:44:01.2Z,3,REGULAR,turnover,lostball,[],202683,,,1610612738,65,78,2019-12-25T18:44:05Z,4130000,,,0,,E. Kanter TURNOVER lostball (2 TOV) Stolen,"[202683, 1629056]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,2.0,Davis,1629056.0,
416,PT03M00.00S,2019-12-25T18:44:01.2Z,3,REGULAR,steal,,[],1629056,,,1610612761,65,78,2019-12-25T18:44:03Z,4140000,,,0,,T. Davis STEAL (1 STL),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M54.00S,2019-12-25T18:44:09.6Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612761,65,78,2019-12-25T18:44:09Z,4150000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M54.00S,2019-12-25T18:44:14.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,65,78,2019-12-25T18:44:14Z,4160000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M54.00S,2019-12-25T18:46:29.7Z,3,REGULAR,substitution,out,[],201586,,,1610612761,65,78,2019-12-25T18:47:07Z,4170000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M54.00S,2019-12-25T18:46:29.7Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,65,78,2019-12-25T18:47:07Z,4180000,,,0,,substitution in Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M49.00S,2019-12-25T18:47:39.9Z,3,REGULAR,3pt,jumpshot,['fromturnover'],200768,91.5407358738502,97.61795343137256,1610612761,65,78,2019-12-25T18:47:45Z,4190000,238.0,27.0,1,right,MISS K. Lowry 24' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,,
422,PT02M47.00S,2019-12-25T18:47:41.9Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,65,78,2019-12-25T18:47:45Z,4200000,,,0,,E. Kanter REBOUND (Off:3 Def:7),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,421.0,10.0,7.0,3.0,,,,,,,,,,,
423,PT02M38.00S,2019-12-25T18:47:56.0Z,3,REGULAR,foul,personal,['2freethrow'],1626178,,,1610612738,65,78,2019-12-25T18:48:15Z,4210000,,,0,,R. Hollis-Jefferson FOUL personal (1 PF) (Brown 2freethrow),"[1626178, 1627759]",1610612761.0,TOR,shooting,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Brown,1627759.0,,,,
425,PT02M38.00S,2019-12-25T18:48:16.6Z,3,REGULAR,freethrow,1of2,[],1627759,,,1610612738,65,79,2019-12-25T18:48:48Z,4230000,,,0,,J. Brown freethrow 1of2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
426,PT02M38.00S,2019-12-25T18:48:16.6Z,3,REGULAR,freethrow,2of2,[],1627759,,,1610612738,65,79,2019-12-25T18:48:48Z,4240000,,,0,,MISS J. Brown freethrow 2of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
427,PT02M36.00S,2019-12-25T18:48:18.6Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,65,79,2019-12-25T18:48:48Z,4250000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,426.0,1.0,1.0,0.0,,,,,,,,,,,
428,PT02M20.00S,2019-12-25T18:48:45.0Z,3,REGULAR,3pt,jumpshot,[],1628384,78.40013140604468,8.892463235294118,1610612761,65,79,2019-12-25T18:48:50Z,4260000,-206.0,151.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,,
429,PT02M16.00S,2019-12-25T18:48:49.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,79,2019-12-25T18:48:50Z,4270000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,428.0,5.0,5.0,0.0,,,,,,,,,,,
430,PT02M10.00S,2019-12-25T18:48:56.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,9.806176084099869,45.65716911764706,1610612738,65,79,2019-12-25T18:49:44Z,4280000,22.0,40.0,1,left,MISS J. Tatum layup Blocked,"[1628369, 1628449]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,5.01,Missed,,,,,,,,,Boucher,1628449.0,,,,,,,,,
431,PT02M10.00S,2019-12-25T18:48:56.3Z,3,REGULAR,block,,[],1628449,,,1610612738,65,79,2019-12-25T18:48:58Z,4290000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M09.00S,2019-12-25T18:48:57.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,65,79,2019-12-25T18:49:44Z,4300000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,,
433,PT02M09.00S,2019-12-25T18:49:00.8Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,65,79,2019-12-25T18:49:00Z,4310000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT01M56.00S,2019-12-25T18:49:21.5Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1627759,31.09395532194481,24.823835784313726,1610612738,65,82,2019-12-25T18:49:26Z,4320000,126.0,240.0,1,left,J. Brown 28' 3PT  (23 PTS) (J. Tatum 5 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.57,Made,23.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,,
436,PT01M42.00S,2019-12-25T18:49:36.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612761,65,82,2019-12-25T18:49:44Z,4340000,,,0,,J. Tatum FOUL personal (3 PF) (Boucher inpenalty),"[1628369, 1628449]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,101284.0,3.0,0.0,Boucher,1628449.0,,,,
438,PT01M42.00S,2019-12-25T18:49:56.4Z,3,REGULAR,freethrow,1of2,[],1628449,,,1610612761,66,82,2019-12-25T18:49:56Z,4360000,,,0,,C. Boucher freethrow 1of2 (14 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
439,PT01M42.00S,2019-12-25T18:50:04.1Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,66,82,2019-12-25T18:50:10Z,4370000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT01M42.00S,2019-12-25T18:50:04.1Z,3,REGULAR,substitution,in,[],1627775,,,1610612761,66,82,2019-12-25T18:50:10Z,4380000,,,0,,substitution in McCaw,[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M42.00S,2019-12-25T18:50:18.6Z,3,REGULAR,freethrow,2of2,[],1628449,,,1610612761,67,82,2019-12-25T18:50:18Z,4390000,,,0,,C. Boucher freethrow 2of2 (15 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
442,PT01M26.00S,2019-12-25T18:50:46.9Z,3,REGULAR,3pt,jumpshot,[],1628369,33.722076215505915,61.588541666666664,1610612738,67,82,2019-12-25T18:51:19Z,4400000,-58.0,264.0,1,left,MISS J. Tatum 28' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,27.61,Missed,,,,,,,,,,,,,,,,,,,
443,PT01M26.00S,2019-12-25T18:50:46.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,67,82,2019-12-25T18:51:19Z,4410000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,
444,PT01M26.00S,2019-12-25T18:50:59.5Z,3,REGULAR,foul,personal,[],1628449,,,1610612738,67,82,2019-12-25T18:51:04Z,4420000,,,0,,C. Boucher FOUL personal (2 PF),"[1628449, 202683]",1610612761.0,TOR,looseball,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Kanter,202683.0,,,,
446,PT01M18.00S,2019-12-25T18:51:20.6Z,3,REGULAR,2pt,jumpshot,['2ndchance'],1627759,24.392247043363994,66.49050245098039,1610612738,67,84,2019-12-25T18:51:27Z,4440000,-82.0,177.0,1,left,J. Brown 20' jumpshot (25 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,20.01,Made,25.0,,,,,,,,,,,,,,,,,,
447,PT01M06.00S,2019-12-25T18:51:31.9Z,3,REGULAR,3pt,jumpshot,[],200768,67.09921156373193,66.00030637254902,1610612761,67,84,2019-12-25T18:51:37Z,4450000,80.0,257.0,1,right,MISS K. Lowry 27' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
448,PT01M03.00S,2019-12-25T18:51:34.9Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,67,84,2019-12-25T18:51:37Z,4460000,,,0,,E. Kanter REBOUND (Off:3 Def:8),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,447.0,11.0,8.0,3.0,,,,,,,,,,,
