actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
428,PT04M44.00S,2019-12-19T04:12:16.5Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203501,71.30420499342969,75.3140318627451,1610612742,69,65,2019-12-19T04:12:24Z,4240000,127.0,217.0,1,right,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,runningpullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M40.00S,2019-12-19T04:12:20.5Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,69,65,2019-12-19T04:12:24Z,4250000,,,0,,E. Kanter REBOUND (Off:4 Def:2),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,428.0,6.0,2.0,4.0,,,,,,,,,,,,,,,
430,PT04M21.00S,2019-12-19T04:12:39.3Z,3,REGULAR,turnover,badpass,[],1629750,,,1610612738,69,65,2019-12-19T04:12:51Z,4260000,,,0,,J. Green TURNOVER badpass (1 TOV) Stolen,"[1629750, 203939]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,1.0,,,,,Powell,203939.0,,,,,,,
431,PT04M21.00S,2019-12-19T04:12:39.3Z,3,REGULAR,steal,,[],203939,,,1610612742,69,65,2019-12-19T04:12:41Z,4270000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M09.00S,2019-12-19T04:12:51.2Z,3,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",203939,93.29829172141918,57.19975490196079,1610612742,69,65,2019-12-19T04:13:04Z,4280000,36.0,10.0,1,right,MISS D. Powell hook,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,3.94,Missed,,,,,,,,,,,,,,,,,,,
433,PT04M09.00S,2019-12-19T04:12:51.2Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,69,65,2019-12-19T04:13:04Z,4290000,,,0,,E. Kanter REBOUND (Off:4 Def:3),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,432.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
434,PT04M09.00S,2019-12-19T04:12:58.9Z,3,REGULAR,foul,technical,['1freethrow'],203939,,,1610612738,69,65,2019-12-19T04:13:07Z,4300000,,,0,,D. Powell FOUL technical (1 Tech),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,202056.0,,,,,,,,1.0,1.0,,,,,
435,PT04M09.00S,2019-12-19T04:13:23.8Z,3,REGULAR,freethrow,1of1,[],202689,,,1610612738,69,66,2019-12-19T04:13:23Z,4310000,,,0,,K. Walker technical freethrow 1of1 (17 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Made,,,,,,,17.0,,,,,,,,,,,,
436,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,out,[],203939,,,1610612738,69,66,2019-12-19T04:13:38Z,4320000,,,0,,substitution out Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,out,[],203501,,,1610612738,69,66,2019-12-19T04:13:38Z,4330000,,,0,,substitution out Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,69,66,2019-12-19T04:13:38Z,4340000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,69,66,2019-12-19T04:13:38Z,4350000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,in,[],1628467,,,1610612738,69,66,2019-12-19T04:13:38Z,4360000,,,0,,substitution in Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,in,[],203552,,,1610612738,69,66,2019-12-19T04:13:38Z,4370000,,,0,,substitution in Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,in,[],202954,,,1610612738,69,66,2019-12-19T04:13:38Z,4380000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M09.00S,2019-12-19T04:13:25.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,69,66,2019-12-19T04:13:38Z,4390000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M59.00S,2019-12-19T04:13:52.4Z,3,REGULAR,foul,personal,[],204001,,,1610612738,69,66,2019-12-19T04:14:19Z,4400000,,,0,,K. Porzingis FOUL personal (3 PF),"[204001, 202689]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,202026.0,,,,,,,,3.0,0.0,Walker,202689.0,,,
446,PT03M51.00S,2019-12-19T04:14:17.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202683,5.469776609724048,49.82383578431372,1610612738,69,66,2019-12-19T04:14:23Z,4420000,1.0,-1.0,1,left,MISS E. Kanter layup,[202683],1610612738.0,BOS,reverse,,,Kanter,E. Kanter,,,,,0.45,Missed,,,,,,,,,,,,,,,,,,,
447,PT03M48.00S,2019-12-19T04:14:20.9Z,3,REGULAR,rebound,defensive,[],203552,,,1610612742,69,66,2019-12-19T04:14:23Z,4430000,,,0,,S. Curry REBOUND (Off:0 Def:3),[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,446.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
448,PT03M37.00S,2019-12-19T04:14:31.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628973,88.38699080157687,49.333639705882355,1610612742,69,66,2019-12-19T04:14:35Z,4440000,-3.0,57.0,1,right,MISS J. Brunson 6' jumpshot,[1628973],1610612742.0,DAL,drivingfloating,,,Brunson,J. Brunson,,,,,6.23,Missed,,,,,,,,,,,,,,,,,,,
449,PT03M34.00S,2019-12-19T04:14:34.6Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,69,66,2019-12-19T04:14:35Z,4450000,,,0,,E. Kanter REBOUND (Off:4 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,448.0,8.0,4.0,4.0,,,,,,,,,,,,,,,
450,PT03M27.00S,2019-12-19T04:14:41.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,5.732588699080158,46.63756127450981,1610612738,69,68,2019-12-19T04:14:45Z,4460000,17.0,1.0,1,left,K. Walker layup (19 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.82,Made,,,,,,,19.0,,,,,,,,,,,,
451,PT03M19.00S,2019-12-19T04:14:54.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,69,68,2019-12-19T04:14:54Z,4470000,,,0,,timeout full,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M19.00S,2019-12-19T04:15:09.3Z,3,REGULAR,substitution,out,[],204001,,,1610612742,69,68,2019-12-19T04:18:01Z,4480000,,,0,,substitution out Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M19.00S,2019-12-19T04:15:09.3Z,3,REGULAR,substitution,out,[],1627827,,,1610612742,69,68,2019-12-19T04:18:01Z,4490000,,,0,,substitution out Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M19.00S,2019-12-19T04:15:09.3Z,3,REGULAR,substitution,out,[],1628973,,,1610612742,69,68,2019-12-19T04:18:01Z,4500000,,,0,,substitution out Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M19.00S,2019-12-19T04:15:09.3Z,3,REGULAR,substitution,in,[],203939,,,1610612742,69,68,2019-12-19T04:18:01Z,4510000,,,0,,substitution in Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M19.00S,2019-12-19T04:15:09.3Z,3,REGULAR,substitution,in,[],1626153,,,1610612742,69,68,2019-12-19T04:18:01Z,4520000,,,0,,substitution in Wright,[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M19.00S,2019-12-19T04:15:09.3Z,3,REGULAR,substitution,in,[],1628382,,,1610612742,69,68,2019-12-19T04:18:01Z,4530000,,,0,,substitution in Jackson,[1628382],1610612742.0,DAL,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M14.00S,2019-12-19T04:18:23.5Z,3,REGULAR,foul,personal,[],1629750,,,1610612742,69,68,2019-12-19T04:18:37Z,4540000,,,0,,J. Green FOUL personal (1 PF),"[1629750, 1626153]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,1146.0,,,,,,,,1.0,0.0,Wright,1626153.0,,,
460,PT02M59.00S,2019-12-19T04:18:52.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203939,89.96386333771353,45.166973039215684,1610612742,69,68,2019-12-19T04:19:00Z,4560000,-24.0,42.0,1,right,MISS D. Powell layup,[203939],1610612742.0,DAL,driving,,,Powell,D. Powell,,,,,5.31,Missed,,,,,,,,,,,,,,,,,,,
461,PT02M57.00S,2019-12-19T04:18:54.3Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,69,68,2019-12-19T04:19:00Z,4570000,,,0,,E. Kanter REBOUND (Off:4 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,460.0,9.0,5.0,4.0,,,,,,,,,,,,,,,
462,PT02M51.00S,2019-12-19T04:19:00.4Z,3,REGULAR,3pt,jumpshot,[],1629684,6.783837056504599,94.43167892156863,1610612738,69,68,2019-12-19T04:19:05Z,4580000,-222.0,11.0,1,left,MISS G. Williams 22' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.28,Missed,,,,,,,,,,,,,,,,,,,
463,PT02M49.00S,2019-12-19T04:19:02.4Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612742,69,68,2019-12-19T04:19:05Z,4590000,,,0,,D. Wright REBOUND (Off:1 Def:1),[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,462.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
464,PT02M41.00S,2019-12-19T04:19:12.9Z,3,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612742,69,68,2019-12-19T04:19:29Z,4600000,,,0,,J. Green FOUL personal (2 PF) (Wright 2freethrow),"[1629750, 1626153]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,1146.0,,,,,,,,2.0,0.0,Wright,1626153.0,,,
466,PT02M41.00S,2019-12-19T04:19:40.9Z,3,REGULAR,freethrow,1of2,[],1626153,,,1610612742,70,68,2019-12-19T04:19:40Z,4620000,,,0,,D. Wright freethrow 1of2 (3 PTS),[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
467,PT02M41.00S,2019-12-19T04:19:57.1Z,3,REGULAR,freethrow,2of2,[],1626153,,,1610612742,71,68,2019-12-19T04:19:57Z,4630000,,,0,,D. Wright freethrow 2of2 (4 PTS),[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
468,PT02M30.00S,2019-12-19T04:20:09.2Z,3,REGULAR,3pt,jumpshot,[],202954,31.35676741130092,63.794424019607845,1610612738,71,71,2019-12-19T04:20:18Z,4640000,-69.0,242.0,1,left,B. Wanamaker 26' 3PT  (5 PTS),[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,25.72,Made,,,,,,,5.0,,,,,,,,,,,,
469,PT02M15.00S,2019-12-19T04:20:24.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628382,87.86136662286465,43.451286764705884,1610612742,73,71,2019-12-19T04:20:28Z,4650000,-33.0,62.0,1,right,J. Jackson 7' jumpshot (4 PTS) (D. Wright 4 AST),"[1628382, 1626153]",1610612742.0,DAL,drivingfloating,,,Jackson,J. Jackson,,,,,7.46,Made,,,,,,,4.0,D. Wright,1626153.0,4.0,,,,,,,,,
471,PT01M55.00S,2019-12-19T04:20:47.5Z,3,REGULAR,turnover,traveling,[],202954,,,1610612738,73,71,2019-12-19T04:20:53Z,4670000,,,0,,B. Wanamaker TURNOVER traveling (1 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,202056.0,1.0,,,,,,,,,,,,,
472,PT01M37.00S,2019-12-19T04:21:15.1Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",1626153,85.23324572930355,41.490502450980394,1610612742,73,71,2019-12-19T04:21:19Z,4680000,-43.0,86.0,1,right,MISS D. Wright 10' jumpshot,[1626153],1610612742.0,DAL,drivingfloating,,,Wright,D. Wright,,,,,10.12,Missed,,,,,,,,,,,,,,,,,,,
473,PT01M35.00S,2019-12-19T04:21:17.1Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,73,71,2019-12-19T04:21:19Z,4690000,,,0,,E. Kanter REBOUND (Off:4 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,472.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
474,PT01M27.00S,2019-12-19T04:21:25.1Z,3,REGULAR,3pt,jumpshot,[],1629684,20.18725361366623,10.363051470588236,1610612738,73,74,2019-12-19T04:21:30Z,4700000,198.0,137.0,1,left,G. Williams 24' 3PT  (3 PTS) (J. Green 1 AST),"[1629684, 1629750]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.43,Made,,,,,,,3.0,J. Green,1629750.0,1.0,,,,,,,,,
476,PT01M07.00S,2019-12-19T04:21:45.3Z,3,REGULAR,3pt,jumpshot,[],203939,67.36202365308804,44.921875,1610612742,73,74,2019-12-19T04:21:50Z,4720000,-25.0,254.0,1,right,MISS D. Powell 26' 3PT,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
477,PT01M04.00S,2019-12-19T04:21:48.3Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612738,73,74,2019-12-19T04:21:50Z,4730000,,,0,,J. Green REBOUND (Off:0 Def:3),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,476.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
478,PT00M54.70S,2019-12-19T04:22:00.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629684,8.672798948751643,63.08210784313726,1610612738,73,76,2019-12-19T04:22:18Z,4740000,-65.0,29.0,1,left,G. Williams 7' jumpshot (5 PTS),[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,7.39,Made,,,,,,,5.0,,,,,,,,,,,,
479,PT00M30.00S,2019-12-19T04:22:28.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628382,86.41590013140605,58.15716911764706,1610612742,73,76,2019-12-19T04:22:38Z,4750000,41.0,75.0,1,right,MISS J. Jackson 9' jumpshot,[1628382],1610612742.0,DAL,drivingfloating,,,Jackson,J. Jackson,,,,,9.04,Missed,,,,,,,,,,,,,,,,,,,
480,PT00M27.40S,2019-12-19T04:22:30.6Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,73,76,2019-12-19T04:22:30Z,4760000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,479.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
481,PT00M23.90S,2019-12-19T04:22:34.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202954,8.492115637319317,58.40226715686274,1610612738,73,76,2019-12-19T04:22:46Z,4770000,-42.0,27.0,1,left,MISS B. Wanamaker layup,[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
482,PT00M23.90S,2019-12-19T04:22:34.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,73,76,2019-12-19T04:22:46Z,4780000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,,
483,PT00M23.30S,2019-12-19T04:22:40.8Z,3,REGULAR,foul,personal,[],203939,,,1610612738,73,76,2019-12-19T04:23:00Z,4790000,,,0,,D. Powell FOUL personal (2 PF),"[203939, 202689]",1610612742.0,DAL,looseball,,,Powell,D. Powell,,,,,,,,,,,202026.0,,,,,,,,2.0,1.0,Walker,202689.0,,,
485,PT00M23.30S,2019-12-19T04:22:55.7Z,3,REGULAR,substitution,out,[],203939,,,1610612738,73,76,2019-12-19T04:23:35Z,4810000,,,0,,substitution out Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M23.30S,2019-12-19T04:22:55.7Z,3,REGULAR,substitution,out,[],1626153,,,1610612738,73,76,2019-12-19T04:23:35Z,4820000,,,0,,substitution out Wright,[1626153],1610612742.0,DAL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M23.30S,2019-12-19T04:22:55.7Z,3,REGULAR,substitution,out,[],1629750,,,1610612738,73,76,2019-12-19T04:23:35Z,4830000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M23.30S,2019-12-19T04:22:55.7Z,3,REGULAR,substitution,in,[],1628973,,,1610612738,73,76,2019-12-19T04:23:35Z,4840000,,,0,,substitution in Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M23.30S,2019-12-19T04:22:55.7Z,3,REGULAR,substitution,in,[],204001,,,1610612738,73,76,2019-12-19T04:23:35Z,4850000,,,0,,substitution in Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M23.30S,2019-12-19T04:22:55.7Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,73,76,2019-12-19T04:23:35Z,4860000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M13.60S,2019-12-19T04:23:34.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202689,8.623521681997373,53.01011029411765,1610612738,73,76,2019-12-19T04:29:19Z,4862500,-15.0,29.0,1,left,MISS K. Walker layup Blocked,"[202689, 204001]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.73,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0,
519,PT00M13.60S,2019-12-19T04:23:34.8Z,3,REGULAR,block,,[],204001,,,1610612738,73,76,2019-12-19T04:29:19Z,4863750,,,0,,K. Porzingis BLOCK (3 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M12.60S,2019-12-19T04:23:35.8Z,3,REGULAR,rebound,offensive,[],202683,,,1610612738,73,76,2019-12-19T04:29:19Z,4864375,,,0,,E. Kanter REBOUND (Off:5 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,491.0,11.0,6.0,5.0,,,,,,,,,,,,,,,
493,PT00M12.00S,2019-12-19T04:23:39.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202683,5.863994743758213,48.59834558823529,1610612738,73,76,2019-12-19T04:34:47Z,4865000,7.0,3.0,1,left,MISS E. Kanter layup Blocked,"[202683, 1628467]",1610612738.0,BOS,putback,,,Kanter,E. Kanter,,,,,1.07,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
494,PT00M12.00S,2019-12-19T04:23:39.6Z,3,REGULAR,block,,[],1628467,,,1610612738,73,76,2019-12-19T04:29:39Z,4867500,,,0,,M. Kleber BLOCK (2 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M11.60S,2019-12-19T04:23:40.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,73,76,2019-12-19T04:29:39Z,4868750,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,
496,PT00M09.30S,2019-12-19T04:23:45.0Z,3,REGULAR,turnover,shotclock,['team'],0,,,1610612738,73,76,2019-12-19T04:24:43Z,4920000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,,,
497,PT00M09.30S,2019-12-19T04:23:57.0Z,3,REGULAR,substitution,out,[],1628467,,,1610612742,73,76,2019-12-19T04:24:20Z,4930000,,,0,,substitution out Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M09.30S,2019-12-19T04:23:57.0Z,3,REGULAR,substitution,out,[],202683,,,1610612742,73,76,2019-12-19T04:24:20Z,4940000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M09.30S,2019-12-19T04:23:57.0Z,3,REGULAR,substitution,in,[],203501,,,1610612742,73,76,2019-12-19T04:24:20Z,4950000,,,0,,substitution in Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M09.30S,2019-12-19T04:23:57.0Z,3,REGULAR,substitution,in,[],1628464,,,1610612742,73,76,2019-12-19T04:24:20Z,4960000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT00M02.10S,2019-12-19T04:24:28.3Z,3,REGULAR,3pt,jumpshot,['fromturnover'],203552,71.43561103810775,20.412071078431374,1610612742,73,76,2019-12-19T04:24:59Z,4970000,-148.0,216.0,1,right,MISS S. Curry 27' 3PT,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
502,PT00M00.30S,2019-12-19T04:24:30.1Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,73,76,2019-12-19T04:32:29Z,4980000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,501.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
503,PT00M00.00S,2019-12-19T04:24:35.8Z,3,REGULAR,period,end,[],0,,,1610612738,73,76,2019-12-19T04:24:35Z,4990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2019-12-19T04:25:26.0Z,4,REGULAR,substitution,out,['startperiod'],203501,,,1610612738,73,76,2019-12-19T04:28:03Z,5000000,,,0,,substitution out Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2019-12-19T04:25:26.0Z,4,REGULAR,substitution,out,['startperiod'],202689,,,1610612738,73,76,2019-12-19T04:28:03Z,5010000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2019-12-19T04:25:26.0Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612738,73,76,2019-12-19T04:28:03Z,5020000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2019-12-19T04:25:26.0Z,4,REGULAR,substitution,in,['startperiod'],1628467,,,1610612738,73,76,2019-12-19T04:28:03Z,5030000,,,0,,substitution in Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2019-12-19T04:25:26.0Z,4,REGULAR,substitution,in,['startperiod'],202683,,,1610612738,73,76,2019-12-19T04:28:03Z,5040000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2019-12-19T04:25:26.0Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,73,76,2019-12-19T04:28:03Z,5050000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2019-12-19T04:28:06.0Z,4,REGULAR,period,start,[],0,,,1610612742,73,76,2019-12-19T04:28:06Z,5060000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M43.00S,2019-12-19T04:28:26.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628467,93.51182654402102,50.80422794117647,1610612742,75,76,2019-12-19T04:28:37Z,5070000,4.0,8.0,1,right,M. Kleber layup (4 PTS) (J. Jackson 1 AST),"[1628467, 1628382]",1610612742.0,DAL,alleyoop,,,Kleber,M. Kleber,,,,,1.46,Made,,,,,,,4.0,J. Jackson,1628382.0,1.0,,,,,,,,,
513,PT11M28.00S,2019-12-19T04:28:40.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,6.258212877792378,45.166973039215684,1610612738,75,78,2019-12-19T04:28:46Z,5090000,24.0,6.0,1,left,J. Brown jumpshot (20 PTS) (E. Kanter 2 AST),"[1627759, 202683]",1610612738.0,BOS,turnaroundbank,,,Brown,J. Brown,,,,,2.69,Made,,,,,,,20.0,E. Kanter,202683.0,2.0,,,,,,,,,
