actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
454,PT02M37.00S,2020-01-09T01:44:19.7Z,3,REGULAR,2pt,jumpshot,[],1628369,78.0059132720105,38.30422794117647,1610612738,72,90,2020-01-09T01:44:27Z,4400000,-58.0,154.0,1,right,MISS J. Tatum 17' jumpshot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.01,Missed,,,,,,,,,,,,,,,,,,,
455,PT02M36.00S,2020-01-09T01:44:20.7Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,72,90,2020-01-09T01:44:27Z,4410000,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,454.0,5.0,3.0,2.0,,,,,,,,,,,,,,
456,PT02M25.00S,2020-01-09T01:44:31.2Z,3,REGULAR,3pt,jumpshot,[],201988,6.389618922470433,94.67677696078431,1610612759,72,93,2020-01-09T01:44:35Z,4420000,-223.0,8.0,1,left,P. Mills 22' 3PT  (7 PTS) (J. Poeltl 2 AST),"[201988, 1627751]",1610612759.0,SAS,,,,Mills,P. Mills,,,,,22.38,Made,7.0,,,,,J. Poeltl,1627751.0,2.0,,,,,,,,,,,
458,PT02M10.00S,2020-01-09T01:44:46.7Z,3,REGULAR,3pt,jumpshot,[],1627759,73.66951379763469,13.794424019607842,1610612738,72,93,2020-01-09T01:44:52Z,4440000,-181.0,195.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
459,PT02M08.00S,2020-01-09T01:44:48.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612759,72,93,2020-01-09T01:44:52Z,4450000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,458.0,4.0,4.0,0.0,,,,,,,,,,,,,,
460,PT01M48.00S,2020-01-09T01:45:07.9Z,3,REGULAR,2pt,jumpshot,[],201942,7.703679369250986,75.55912990196079,1610612759,72,93,2020-01-09T01:45:14Z,4460000,-128.0,20.0,1,left,MISS D. DeRozan 13' jumpshot,[201942],1610612759.0,SAS,turnaroundfadeaway,,,DeRozan,D. DeRozan,,,,,13.03,Missed,,,,,,,,,,,,,,,,,,,
461,PT01M46.00S,2020-01-09T01:45:09.9Z,3,REGULAR,rebound,defensive,[],202683,,,1610612738,72,93,2020-01-09T01:45:14Z,4470000,,,0,,E. Kanter REBOUND (Off:1 Def:5),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,460.0,6.0,5.0,1.0,,,,,,,,,,,,,,
462,PT01M41.00S,2020-01-09T01:45:18.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612738,72,93,2020-01-09T01:45:28Z,4480000,,,0,,J. Poeltl FOUL personal (3 PF) (Tatum inpenalty),"[1627751, 1628369]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Tatum,1628369.0,,,
464,PT01M41.00S,2020-01-09T01:45:43.6Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,73,93,2020-01-09T01:45:43Z,4500000,,,0,,J. Tatum freethrow 1of2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
465,PT01M41.00S,2020-01-09T01:45:44.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,73,93,2020-01-09T01:45:51Z,4510000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT01M41.00S,2020-01-09T01:45:44.6Z,3,REGULAR,substitution,out,[],201942,,,1610612738,73,93,2020-01-09T01:45:51Z,4520000,,,0,,substitution out DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT01M41.00S,2020-01-09T01:45:44.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,73,93,2020-01-09T01:45:51Z,4530000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M41.00S,2020-01-09T01:45:44.6Z,3,REGULAR,substitution,in,[],1629022,,,1610612738,73,93,2020-01-09T01:45:51Z,4540000,,,0,,substitution in Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M41.00S,2020-01-09T01:46:06.2Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,74,93,2020-01-09T01:46:06Z,4550000,,,0,,J. Tatum freethrow 2of2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
470,PT01M28.00S,2020-01-09T01:46:23.4Z,3,REGULAR,3pt,jumpshot,[],200752,14.668199737187912,4.4806985294117645,1610612759,74,93,2020-01-09T01:46:29Z,4560000,228.0,85.0,1,left,MISS R. Gay 25' 3PT,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,,
471,PT01M27.00S,2020-01-09T01:46:24.4Z,3,REGULAR,rebound,defensive,[],202954,,,1610612738,74,93,2020-01-09T01:46:29Z,4570000,,,0,,B. Wanamaker REBOUND (Off:0 Def:3),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,470.0,3.0,3.0,0.0,,,,,,,,,,,,,,
472,PT01M06.00S,2020-01-09T01:46:45.3Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,74,93,2020-01-09T01:46:48Z,4580000,,,0,,M. Smart TURNOVER badpass (3 TOV) Stolen,"[203935, 200752]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,3.0,Gay,200752.0,,,,,,,,
473,PT01M06.00S,2020-01-09T01:46:45.3Z,3,REGULAR,steal,,[],200752,,,1610612759,74,93,2020-01-09T01:46:47Z,4590000,,,0,,R. Gay STEAL (1 STL),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT00M59.20S,2020-01-09T01:46:51.6Z,3,REGULAR,3pt,jumpshot,['fromturnover'],201988,4.681340341655716,95.41207107843137,1610612759,74,93,2020-01-09T01:47:00Z,4600000,-227.0,-8.0,1,left,MISS P. Mills 23' 3PT,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,22.71,Missed,,,,,,,,,,,,,,,,,,,
475,PT00M58.20S,2020-01-09T01:46:52.6Z,3,REGULAR,rebound,offensive,[],200752,,,1610612759,74,93,2020-01-09T01:47:48Z,4610000,,,0,,R. Gay REBOUND (Off:1 Def:6),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,474.0,7.0,6.0,1.0,,,,,,,,,,,,,,
490,PT00M56.30S,2020-01-09T01:47:01.0Z,3,REGULAR,turnover,lostball,[],200752,,,1610612759,74,93,2020-01-09T01:49:40Z,4615000,,,0,,R. Gay TURNOVER lostball (3 TOV),[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,3.0,,,,,,,,,,
476,PT00M55.30S,2020-01-09T01:47:10.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612738,74,93,2020-01-09T01:49:16Z,4620000,,,0,,R. Gay FOUL personal (3 PF) (Tatum inpenalty),"[200752, 1628369]",1610612759.0,SAS,looseball,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Tatum,1628369.0,,,
479,PT00M55.30S,2020-01-09T01:47:34.5Z,3,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,75,93,2020-01-09T01:49:16Z,4650000,,,0,,J. Tatum freethrow 1of2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
480,PT00M55.30S,2020-01-09T01:47:49.4Z,3,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,76,93,2020-01-09T01:49:16Z,4660000,,,0,,J. Tatum freethrow 2of2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
481,PT00M46.90S,2020-01-09T01:48:01.6Z,3,REGULAR,2pt,jumpshot,[],1628401,22.026938239159,40.510110294117645,1610612759,76,95,2020-01-09T01:52:01Z,4670000,47.0,155.0,1,left,D. White 17' jumpshot (12 PTS),[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,16.7,Made,12.0,,,,,,,,,,,,,,,,,,
482,PT00M46.90S,2020-01-09T01:48:06.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202954,,,1610612759,76,95,2020-01-09T01:48:11Z,4680000,,,0,,B. Wanamaker FOUL personal (1 PF) (White inpenalty),"[202954, 1628401]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,White,1628401.0,,,
484,PT00M46.90S,2020-01-09T01:48:15.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612759,76,95,2020-01-09T01:49:16Z,4700000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M46.90S,2020-01-09T01:48:15.7Z,3,REGULAR,substitution,in,[],202330,,,1610612759,76,95,2020-01-09T01:49:16Z,4710000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M46.90S,2020-01-09T01:48:31.4Z,3,REGULAR,freethrow,1of1,[],1628401,,,1610612759,76,96,2020-01-09T01:48:31Z,4720000,,,0,,D. White freethrow 1of1 (13 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
487,PT00M40.00S,2020-01-09T01:48:44.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612738,76,96,2020-01-09T01:48:52Z,4730000,,,0,,R. Gay FOUL personal (4 PF) (Wanamaker inpenalty),"[200752, 202954]",1610612759.0,SAS,shooting,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,204059.0,4.0,0.0,Wanamaker,202954.0,,,
489,PT00M40.00S,2020-01-09T01:49:06.5Z,3,REGULAR,freethrow,1of2,[],202954,,,1610612738,77,96,2020-01-09T01:49:06Z,4750000,,,0,,B. Wanamaker freethrow 1of2 (8 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
491,PT00M40.00S,2020-01-09T01:49:16.2Z,3,REGULAR,substitution,out,[],200752,,,1610612738,77,96,2020-01-09T01:49:23Z,4760000,,,0,,substitution out Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M40.00S,2020-01-09T01:49:16.2Z,3,REGULAR,substitution,in,[],201942,,,1610612738,77,96,2020-01-09T01:49:23Z,4770000,,,0,,substitution in DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M40.00S,2020-01-09T01:49:35.9Z,3,REGULAR,freethrow,2of2,[],202954,,,1610612738,78,96,2020-01-09T01:49:35Z,4780000,,,0,,B. Wanamaker freethrow 2of2 (9 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
494,PT00M32.70S,2020-01-09T01:49:48.0Z,3,REGULAR,2pt,jumpshot,[],1628401,12.302890932982917,30.215992647058826,1610612759,78,96,2020-01-09T01:50:07Z,4790000,99.0,63.0,1,left,MISS D. White 12' jumpshot,[1628401],1610612759.0,SAS,fadeaway,,,White,D. White,,,,,12.04,Missed,,,,,,,,,,,,,,,,,,,
495,PT00M31.30S,2020-01-09T01:49:54.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,78,96,2020-01-09T01:49:54Z,4800000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,
496,PT00M31.30S,2020-01-09T01:49:54.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612738,78,96,2020-01-09T01:50:13Z,4810000,,,0,,J. Poeltl FOUL personal (4 PF) (Williams inpenalty),"[1627751, 1629684]",1610612759.0,SAS,looseball,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,1179.0,4.0,0.0,Williams,1629684.0,,,
498,PT00M31.30S,2020-01-09T01:50:20.6Z,3,REGULAR,freethrow,1of2,[],1629684,,,1610612738,79,96,2020-01-09T01:50:20Z,4830000,,,0,,G. Williams freethrow 1of2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
499,PT00M31.30S,2020-01-09T01:50:33.3Z,3,REGULAR,freethrow,2of2,[],1629684,,,1610612738,80,96,2020-01-09T01:50:33Z,4840000,,,0,,G. Williams freethrow 2of2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
500,PT00M07.10S,2020-01-09T01:51:00.9Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201942,5.601182654402102,55.21599264705882,1610612759,80,98,2020-01-09T01:51:09Z,4850000,-26.0,0.0,1,left,D. DeRozan layup (27 PTS) (P. Mills 3 AST),"[201942, 201988]",1610612759.0,SAS,drivingreverse,,,DeRozan,D. DeRozan,,,,,2.67,Made,27.0,,,,,P. Mills,201988.0,3.0,,,,,,,,,,,
502,PT00M07.10S,2020-01-09T01:51:07.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612759,80,98,2020-01-09T01:51:24Z,4870000,,,0,,G. Williams FOUL personal (1 PF) (DeRozan inpenalty),"[1629684, 201942]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,DeRozan,201942.0,,,
504,PT00M07.10S,2020-01-09T01:51:28.1Z,3,REGULAR,freethrow,1of1,[],201942,,,1610612759,80,99,2020-01-09T01:51:28Z,4890000,,,0,,D. DeRozan freethrow 1of1 (28 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
505,PT00M02.20S,2020-01-09T01:51:41.5Z,3,REGULAR,3pt,jumpshot,[],202330,74.06373193166885,16.245404411764707,1610612738,83,99,2020-01-09T01:51:47Z,4900000,-169.0,191.0,1,right,G. Hayward 26' 3PT  (12 PTS) (B. Wanamaker 2 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.93,Made,12.0,,,,,B. Wanamaker,202954.0,2.0,,,,,,,,,,,
507,PT00M00.00S,2020-01-09T01:51:54.7Z,3,REGULAR,period,end,[],0,,,1610612759,83,99,2020-01-09T01:51:54Z,4920000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2020-01-09T01:53:57.4Z,4,REGULAR,substitution,out,['startperiod'],201942,,,1610612759,83,99,2020-01-09T01:54:24Z,4930000,,,0,,substitution out DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2020-01-09T01:53:57.4Z,4,REGULAR,substitution,in,['startperiod'],200752,,,1610612759,83,99,2020-01-09T01:54:24Z,4940000,,,0,,substitution in Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2020-01-09T01:54:34.9Z,4,REGULAR,period,start,[],0,,,1610612759,83,99,2020-01-09T01:54:34Z,4950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT11M48.00S,2020-01-09T01:54:46.8Z,4,REGULAR,2pt,jumpshot,[],201988,23.078186596583443,49.333639705882355,1610612759,83,99,2020-01-09T01:54:54Z,4960000,3.0,164.0,1,left,MISS P. Mills 17' jumpshot,[201988],1610612759.0,SAS,drivingfloating,,,Mills,P. Mills,,,,,16.99,Missed,,,,,,,,,,,,,,,,,,,
512,PT11M46.00S,2020-01-09T01:54:48.8Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,83,99,2020-01-09T01:54:54Z,4970000,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,511.0,6.0,3.0,3.0,,,,,,,,,,,,,,
513,PT11M40.00S,2020-01-09T01:54:58.7Z,4,REGULAR,foul,personal,[],202683,,,1610612759,83,99,2020-01-09T01:55:29Z,4980000,,,0,,E. Kanter FOUL personal (1 PF),"[202683, 1627751]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Poeltl,1627751.0,,,
515,PT11M27.00S,2020-01-09T01:55:22.9Z,4,REGULAR,2pt,jumpshot,['2ndchance'],1629022,21.50131406044678,31.93167892156863,1610612759,83,101,2020-01-09T01:55:32Z,5000000,90.0,150.0,1,left,L. Walker IV 18' jumpshot (11 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,17.95,Made,11.0,,,,,,,,,,,,,,,,,,
516,PT11M11.00S,2020-01-09T01:55:39.1Z,4,REGULAR,3pt,jumpshot,[],202330,70.64717477003943,68.45128676470588,1610612738,86,101,2020-01-09T01:55:47Z,5010000,92.0,223.0,1,right,G. Hayward 25' 3PT  (15 PTS) (M. Smart 5 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,24.68,Made,15.0,,,,,M. Smart,203935.0,5.0,,,,,,,,,,,
518,PT10M58.00S,2020-01-09T01:55:51.6Z,4,REGULAR,2pt,jumpshot,[],1629022,21.107095926412615,28.500306372549016,1610612759,86,103,2020-01-09T01:56:00Z,5030000,107.0,146.0,1,left,L. Walker IV 19' jumpshot (13 PTS) (J. Poeltl 3 AST),"[1629022, 1627751]",1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,18.57,Made,13.0,,,,,J. Poeltl,1627751.0,3.0,,,,,,,,,,,
520,PT10M40.00S,2020-01-09T01:56:10.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203935,93.9060446780552,53.50030637254902,1610612738,88,103,2020-01-09T01:56:13Z,5050000,18.0,5.0,1,right,M. Smart layup (10 PTS),[203935],1610612738.0,BOS,drivingfingerroll,,,Smart,M. Smart,,,,,2.03,Made,10.0,,,,,,,,,,,,,,,,,,
521,PT10M29.00S,2020-01-09T01:56:21.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628401,6.1268068331143235,44.676776960784316,1610612759,88,105,2020-01-09T01:56:24Z,5060000,27.0,5.0,1,left,D. White layup (15 PTS) (J. Poeltl 4 AST),"[1628401, 1627751]",1610612759.0,SAS,cuttingfingerroll,,,White,D. White,,,,,2.86,Made,15.0,,,,,J. Poeltl,1627751.0,4.0,,,,,,,,,,,
523,PT10M17.00S,2020-01-09T01:56:35.8Z,4,REGULAR,foul,personal,[],201988,,,1610612738,88,105,2020-01-09T01:56:49Z,5080000,,,0,,P. Mills FOUL personal (2 PF),"[201988, 202954]",1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Wanamaker,202954.0,,,
525,PT10M09.00S,2020-01-09T01:57:01.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,88,105,2020-01-09T01:57:01Z,5100000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M06.00S,2020-01-09T01:57:14.2Z,4,REGULAR,foul,personal,[],1629022,,,1610612738,88,105,2020-01-09T01:57:24Z,5110000,,,0,,L. Walker IV FOUL personal (1 PF),"[1629022, 203935]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Smart,203935.0,,,
528,PT09M57.00S,2020-01-09T01:57:41.2Z,4,REGULAR,3pt,jumpshot,[],202330,71.96123521681997,19.921875,1610612738,91,105,2020-01-09T01:57:45Z,5130000,-150.0,211.0,1,right,G. Hayward 26' 3PT  (18 PTS) (B. Wanamaker 3 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.37,Made,18.0,,,,,B. Wanamaker,202954.0,3.0,,,,,,,,,,,
530,PT09M36.00S,2020-01-09T01:58:02.6Z,4,REGULAR,2pt,jumpshot,[],1629022,27.677398160315374,59.3826593137255,1610612759,91,107,2020-01-09T01:58:11Z,5150000,-47.0,208.0,1,left,L. Walker IV 22' jumpshot (15 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,21.83,Made,15.0,,,,,,,,,,,,,,,,,,
531,PT09M25.00S,2020-01-09T01:58:17.3Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,91,107,2020-01-09T01:58:17Z,5160000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT09M20.00S,2020-01-09T01:58:38.3Z,4,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612738,91,107,2020-01-09T01:58:50Z,5170000,,,0,,L. Walker IV FOUL personal (2 PF) (Smart 2freethrow),"[1629022, 203935]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Smart,203935.0,,,
534,PT09M20.00S,2020-01-09T01:59:04.1Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,92,107,2020-01-09T01:59:04Z,5190000,,,0,,M. Smart freethrow 1of2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
535,PT09M20.00S,2020-01-09T01:59:17.0Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,93,107,2020-01-09T01:59:17Z,5200000,,,0,,M. Smart freethrow 2of2 (12 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
536,PT09M05.00S,2020-01-09T01:59:35.2Z,4,REGULAR,turnover,outofbounds,[],200752,,,1610612759,93,107,2020-01-09T01:59:43Z,5210000,,,0,,R. Gay TURNOVER outofbounds (4 TOV),[200752],1610612759.0,SAS,lostball,,,Gay,R. Gay,,,,,,,,,,,,,,,4.0,,,1628172.0,,,,,,,
537,PT08M54.00S,2020-01-09T01:59:52.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",202330,93.38042049934296,43.94148284313725,1610612738,93,107,2020-01-09T02:00:14Z,5220000,-30.0,10.0,1,right,MISS G. Hayward layup,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,3.39,Missed,,,,,,,,,,,,,,,,,,,
538,PT08M53.00S,2020-01-09T01:59:53.4Z,4,REGULAR,rebound,defensive,[],1627751,,,1610612759,93,107,2020-01-09T02:00:14Z,5230000,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,537.0,7.0,4.0,3.0,,,,,,,,,,,,,,
539,PT08M44.00S,2020-01-09T02:00:02.5Z,4,REGULAR,3pt,jumpshot,[],200752,28.597240473061763,84.1375612745098,1610612759,93,107,2020-01-09T02:00:24Z,5240000,-171.0,216.0,1,left,MISS R. Gay 28' 3PT,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,,
540,PT08M43.00S,2020-01-09T02:00:03.5Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,93,107,2020-01-09T02:00:24Z,5250000,,,0,,J. Poeltl REBOUND (Off:4 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,539.0,8.0,4.0,4.0,,,,,,,,,,,,,,
541,PT08M43.00S,2020-01-09T02:00:06.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627751,9.017739816031538,44.43167892156863,1610612759,93,107,2020-01-09T02:01:10Z,5260000,28.0,32.0,1,left,MISS J. Poeltl layup,[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,,
542,PT08M41.00S,2020-01-09T02:00:08.5Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,93,107,2020-01-09T02:00:33Z,5270000,,,0,,E. Kanter REBOUND (Off:1 Def:6),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,541.0,7.0,6.0,1.0,,,,,,,,,,,,,,
543,PT08M34.00S,2020-01-09T02:00:14.8Z,4,REGULAR,turnover,outofbounds,[],202954,,,1610612738,93,107,2020-01-09T02:00:50Z,5280000,,,0,,B. Wanamaker TURNOVER outofbounds (1 TOV),[202954],1610612738.0,BOS,step,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1.0,,,204059.0,,,,,,,
544,PT08M34.00S,2020-01-09T02:00:17.8Z,4,REGULAR,substitution,out,[],1627751,,,1610612759,93,107,2020-01-09T02:00:36Z,5290000,,,0,,substitution out Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M34.00S,2020-01-09T02:00:17.8Z,4,REGULAR,substitution,out,[],200752,,,1610612759,93,107,2020-01-09T02:00:36Z,5300000,,,0,,substitution out Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT08M34.00S,2020-01-09T02:00:17.8Z,4,REGULAR,substitution,in,[],201942,,,1610612759,93,107,2020-01-09T02:00:36Z,5310000,,,0,,substitution in DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT08M34.00S,2020-01-09T02:00:17.8Z,4,REGULAR,substitution,in,[],200746,,,1610612759,93,107,2020-01-09T02:00:36Z,5320000,,,0,,substitution in Aldridge,[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
