actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
264,PT05M42.00S,2020-09-03T23:40:27.6Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,40,37,2020-09-03T23:40:30Z,2630000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,
265,PT05M36.00S,2020-09-03T23:40:32.7Z,2,REGULAR,turnover,badpass,[],200768,,,1610612761,40,37,2020-09-03T23:40:36Z,2640000,,,0,,K. Lowry TURNOVER badpass (3 TOV) Stolen,"[200768, 202689]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,3.0,Walker,202689.0,
266,PT05M36.00S,2020-09-03T23:40:32.7Z,2,REGULAR,steal,,[],202689,,,1610612738,40,37,2020-09-03T23:40:34Z,2650000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M28.00S,2020-09-03T23:40:41.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627759,94.1688567674113,52.51991421568627,1610612738,42,37,2020-09-03T23:40:44Z,2660000,13.0,2.0,1,right,J. Brown layup (6 PTS) (K. Walker 1 AST),"[1627759, 202689]",1610612738.0,BOS,drivingfingerroll,,,Brown,J. Brown,,,,,1.48,Made,6.0,,,,,,,,,,K. Walker,202689.0,1.0,,,,,,
269,PT05M13.00S,2020-09-03T23:40:55.9Z,2,REGULAR,3pt,jumpshot,[],201586,33.590670170827856,50.80422794117647,1610612761,42,37,2020-09-03T23:41:00Z,2680000,-4.0,263.0,1,left,MISS S. Ibaka 27' 3PT,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,,
270,PT05M09.00S,2020-09-03T23:40:59.9Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,42,37,2020-09-03T23:41:00Z,2690000,,,0,,J. Brown REBOUND (Off:0 Def:9),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,269.0,9.0,9.0,0.0,,,,,,,,,
271,PT04M49.00S,2020-09-03T23:41:20.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,93.64323258869908,52.27481617647059,1610612738,44,37,2020-09-03T23:43:02Z,2700000,11.0,7.0,1,right,J. Brown layup (8 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.71,Made,8.0,,,,,,,,,,M. Smart,203935.0,2.0,,,,,,
273,PT04M49.00S,2020-09-03T23:41:25.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,44,37,2020-09-03T23:41:25Z,2720000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M49.00S,2020-09-03T23:44:24.1Z,2,REGULAR,substitution,out,[],201586,,,1610612761,44,37,2020-09-03T23:45:20Z,2730000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M49.00S,2020-09-03T23:44:24.1Z,2,REGULAR,substitution,in,[],201188,,,1610612761,44,37,2020-09-03T23:45:20Z,2740000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M30.00S,2020-09-03T23:45:30.2Z,2,REGULAR,2pt,jumpshot,[],1627832,22.552562417871222,41.24540441176471,1610612761,44,37,2020-09-03T23:45:36Z,2750000,44.0,159.0,1,left,MISS F. VanVleet 17' jumpshot,[1627832],1610612761.0,TOR,turnaround,,,VanVleet,F. VanVleet,,,,,17.07,Missed,,,,,,,,,,,,,,,,,,,
277,PT04M27.00S,2020-09-03T23:45:33.2Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,44,37,2020-09-03T23:45:36Z,2760000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,276.0,1.0,1.0,0.0,,,,,,,,,
278,PT04M27.00S,2020-09-03T23:45:41.6Z,2,REGULAR,foul,technical,['1freethrow'],1627832,,,1610612738,44,37,2020-09-03T23:45:48Z,2770000,,,0,,F. VanVleet FOUL technical (1 Tech),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,1179.0,2.0,1.0,,,,,,,,,,,,,,,
279,PT04M27.00S,2020-09-03T23:45:59.5Z,2,REGULAR,freethrow,1of1,[],202689,,,1610612738,45,37,2020-09-03T23:45:59Z,2780000,,,0,,K. Walker technical freethrow 1of1 (18 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
280,PT04M10.00S,2020-09-03T23:46:38.9Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,80.3712220762155,48.353247549019606,1610612738,47,37,2020-09-03T23:46:43Z,2790000,-8.0,132.0,1,right,J. Brown 14' jumpshot (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,13.77,Made,10.0,,,,,,,,,,,,,,,,,,
281,PT03M54.00S,2020-09-03T23:46:57.9Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201188,9.149145860709593,48.10814950980392,1610612761,47,39,2020-09-03T23:47:03Z,2800000,9.0,34.0,1,left,M. Gasol layup (8 PTS) (F. VanVleet 4 AST),"[201188, 1627832]",1610612761.0,TOR,cutting,,,Gasol,M. Gasol,,,,,4.01,Made,8.0,,,,,,,,,,F. VanVleet,1627832.0,4.0,,,,,,
283,PT03M54.00S,2020-09-03T23:47:00.7Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612761,47,39,2020-09-03T23:47:05Z,2820000,,,0,,G. Williams FOUL personal (2 PF) (Gasol 1freethrow),"[1629684, 201188]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,1148.0,2.0,0.0,Gasol,201188.0,,,,,,,,,,,,,
285,PT03M54.00S,2020-09-03T23:47:15.1Z,2,REGULAR,substitution,out,[],1627759,,,1610612761,47,39,2020-09-03T23:47:49Z,2840000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M54.00S,2020-09-03T23:47:15.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612761,47,39,2020-09-03T23:47:49Z,2850000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M54.00S,2020-09-03T23:47:15.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612761,47,39,2020-09-03T23:47:49Z,2860000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M54.00S,2020-09-03T23:47:15.1Z,2,REGULAR,substitution,in,[],1628400,,,1610612761,47,39,2020-09-03T23:47:49Z,2870000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M54.00S,2020-09-03T23:47:47.5Z,2,REGULAR,freethrow,1of1,[],201188,,,1610612761,47,39,2020-09-03T23:47:47Z,2880000,,,0,,MISS M. Gasol freethrow 1of1,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M51.00S,2020-09-03T23:47:50.5Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,47,39,2020-09-03T23:47:50Z,2890000,,,0,,K. Walker REBOUND (Off:0 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,289.0,2.0,2.0,0.0,,,,,,,,,
291,PT03M36.00S,2020-09-03T23:48:04.7Z,2,REGULAR,3pt,jumpshot,[],1628369,67.36202365308804,39.5297181372549,1610612738,47,39,2020-09-03T23:48:09Z,2900000,-52.0,254.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
292,PT03M33.00S,2020-09-03T23:48:07.7Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612761,47,39,2020-09-03T23:48:09Z,2910000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,291.0,1.0,1.0,0.0,,,,,,,,,
293,PT03M17.00S,2020-09-03T23:48:23.9Z,2,REGULAR,3pt,jumpshot,[],1628384,12.434296977660972,3.010110294117647,1610612761,47,39,2020-09-03T23:48:27Z,2920000,235.0,64.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,,
294,PT03M14.00S,2020-09-03T23:48:26.9Z,2,REGULAR,rebound,offensive,[],200768,,,1610612761,47,39,2020-09-03T23:48:27Z,2930000,,,0,,K. Lowry REBOUND (Off:1 Def:3),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,293.0,4.0,3.0,1.0,,,,,,,,,
295,PT03M12.00S,2020-09-03T23:48:29.1Z,2,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628384,17.95335085413929,50.06893382352941,1610612761,47,41,2020-09-03T23:48:32Z,2940000,0.0,116.0,1,left,O. Anunoby 12' jumpshot (9 PTS) (K. Lowry 4 AST),"[1628384, 200768]",1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,12.18,Made,9.0,,,,,,,,,,K. Lowry,200768.0,4.0,,,,,,
297,PT02M53.00S,2020-09-03T23:48:49.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,47,41,2020-09-03T23:48:49Z,2960000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M47.00S,2020-09-03T23:49:08.1Z,2,REGULAR,3pt,jumpshot,[],203935,67.7562417871222,39.28462009803921,1610612738,50,41,2020-09-03T23:49:52Z,2970000,-54.0,251.0,1,right,M. Smart 26' 3PT  (4 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,26.16,Made,4.0,,,,,,,,,,,,,,,,,,
299,PT02M33.00S,2020-09-03T23:49:22.7Z,2,REGULAR,3pt,jumpshot,[],1627832,32.14520367936925,29.235600490196077,1610612761,50,44,2020-09-03T23:49:26Z,2980000,104.0,250.0,1,left,F. VanVleet 28' 3PT  (5 PTS) (M. Gasol 1 AST),"[1627832, 201188]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.55,Made,5.0,,,,,,,,,,M. Gasol,201188.0,1.0,,,,,,
301,PT02M17.00S,2020-09-03T23:49:38.3Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,90.22667542706965,65.01991421568627,1610612738,52,44,2020-09-03T23:49:41Z,3000000,75.0,39.0,1,right,M. Smart 9' jumpshot (6 PTS),[203935],1610612738.0,BOS,drivingfloatingbank,,,Smart,M. Smart,,,,,8.75,Made,6.0,,,,,,,,,,,,,,,,,,
302,PT02M00.00S,2020-09-03T23:49:55.4Z,2,REGULAR,3pt,jumpshot,[],1628384,9.149145860709593,95.41207107843137,1610612761,52,44,2020-09-03T23:49:59Z,3010000,-227.0,34.0,1,left,MISS O. Anunoby 23' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
303,PT01M58.00S,2020-09-03T23:49:57.4Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,52,44,2020-09-03T23:49:59Z,3020000,,,0,,D. Theis REBOUND (Off:2 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,302.0,3.0,1.0,2.0,,,,,,,,,
304,PT01M46.00S,2020-09-03T23:50:10.2Z,2,REGULAR,turnover,badpass,[],202689,,,1610612738,52,44,2020-09-03T23:50:14Z,3030000,,,0,,K. Walker TURNOVER badpass (1 TOV) Stolen,"[202689, 1628384]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0,
305,PT01M46.00S,2020-09-03T23:50:10.2Z,2,REGULAR,steal,,[],1628384,,,1610612761,52,44,2020-09-04T00:12:49Z,3040000,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M42.00S,2020-09-03T23:50:14.4Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1627832,25.837713534822605,3.990502450980392,1610612761,52,47,2020-09-03T23:50:19Z,3050000,230.0,190.0,1,left,F. VanVleet 30' 3PT  (8 PTS) (O. Anunoby 1 AST),"[1627832, 1628384]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,30.21,Made,8.0,,,,,,,,,,O. Anunoby,1628384.0,1.0,,,,,,
308,PT01M27.00S,2020-09-03T23:50:28.6Z,2,REGULAR,3pt,jumpshot,[],203935,73.66951379763469,79.72579656862744,1610612738,52,47,2020-09-03T23:50:32Z,3070000,149.0,195.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
309,PT01M25.00S,2020-09-03T23:50:30.6Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,52,47,2020-09-03T23:50:32Z,3080000,,,0,,O. Anunoby REBOUND (Off:0 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,308.0,4.0,4.0,0.0,,,,,,,,,
310,PT01M21.00S,2020-09-03T23:50:38.0Z,2,REGULAR,foul,personal,[],1628369,,,1610612761,52,47,2020-09-03T23:50:44Z,3090000,,,0,,J. Tatum FOUL personal (1 PF),"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,1179.0,1.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,
312,PT01M21.00S,2020-09-03T23:50:48.7Z,2,REGULAR,substitution,out,[],1628400,,,1610612761,52,47,2020-09-03T23:50:53Z,3110000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M21.00S,2020-09-03T23:50:48.7Z,2,REGULAR,substitution,in,[],1627759,,,1610612761,52,47,2020-09-03T23:50:53Z,3120000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M12.00S,2020-09-03T23:51:05.6Z,2,REGULAR,3pt,jumpshot,[],1627832,33.590670170827856,47.372855392156865,1610612761,52,47,2020-09-03T23:51:10Z,3130000,13.0,263.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
315,PT01M10.00S,2020-09-03T23:51:07.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,52,47,2020-09-03T23:51:10Z,3140000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,314.0,7.0,6.0,1.0,,,,,,,,,
316,PT00M54.40S,2020-09-03T23:51:23.9Z,2,REGULAR,2pt,jumpshot,[],202689,88.12417871222075,87.07873774509804,1610612738,52,47,2020-09-03T23:51:27Z,3150000,185.0,59.0,1,right,MISS K. Walker 20' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,19.63,Missed,,,,,,,,,,,,,,,,,,,
317,PT00M52.50S,2020-09-03T23:51:25.8Z,2,REGULAR,rebound,defensive,[],201188,,,1610612761,52,47,2020-09-03T23:51:27Z,3160000,,,0,,M. Gasol REBOUND (Off:0 Def:3),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,316.0,3.0,3.0,0.0,,,,,,,,,
318,PT00M49.00S,2020-09-03T23:51:30.4Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627832,7.703679369250986,52.27481617647059,1610612761,52,47,2020-09-03T23:51:35Z,3170000,-11.0,20.0,1,left,MISS F. VanVleet layup Blocked,"[1627832, 1627759]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,2.78,Missed,,,,,,,,,,,,,,Brown,1627759.0,,,,
319,PT00M49.00S,2020-09-03T23:51:30.4Z,2,REGULAR,block,,[],1627759,,,1610612761,52,47,2020-09-03T23:51:32Z,3180000,,,0,,J. Brown BLOCK (3 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M49.00S,2020-09-03T23:51:30.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,52,47,2020-09-03T23:51:35Z,3190000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,318.0,,,,,,,,,,,,
321,PT00M49.00S,2020-09-03T23:51:36.9Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612761,52,47,2020-09-03T23:51:37Z,3200000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M47.10S,2020-09-03T23:51:50.6Z,2,REGULAR,3pt,jumpshot,['2ndchance'],201188,31.35676741130092,69.18658088235294,1610612761,52,47,2020-09-03T23:51:54Z,3210000,-96.0,242.0,1,left,MISS M. Gasol 27' 3PT,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
323,PT00M44.10S,2020-09-03T23:51:53.6Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,52,47,2020-09-03T23:51:54Z,3220000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,322.0,3.0,3.0,0.0,,,,,,,,,
324,PT00M35.10S,2020-09-03T23:52:03.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.64323258869908,52.27481617647059,1610612738,54,47,2020-09-03T23:52:06Z,3230000,11.0,7.0,1,right,J. Tatum layup (10 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,1.71,Made,10.0,,,,,,,,,,J. Brown,1627759.0,2.0,,,,,,
326,PT00M27.70S,2020-09-03T23:52:22.0Z,2,REGULAR,2pt,layup,['pointsinthepaint'],200768,5.863994743758213,51.049325980392155,1610612761,54,47,2020-09-03T23:52:31Z,3250000,-5.0,3.0,1,left,MISS K. Lowry layup,[200768],1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,0.96,Missed,,,,,,,,,,,,,,,,,,,
327,PT00M26.00S,2020-09-03T23:52:23.7Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,54,47,2020-09-03T23:52:31Z,3260000,,,0,,J. Brown REBOUND (Off:0 Def:10),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,326.0,10.0,10.0,0.0,,,,,,,,,
328,PT00M02.70S,2020-09-03T23:52:47.0Z,2,REGULAR,3pt,jumpshot,[],202689,70.51576872536137,71.39246323529412,1610612738,57,47,2020-09-03T23:52:50Z,3270000,107.0,225.0,1,right,K. Walker 25' 3PT  (21 PTS) (M. Smart 3 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.39,Made,21.0,,,,,,,,,,M. Smart,203935.0,3.0,,,,,,
330,PT00M00.00S,2020-09-03T23:52:55.5Z,2,REGULAR,3pt,jumpshot,[],200768,62.23718791064389,52.51991421568627,1610612761,57,47,2020-09-03T23:53:00Z,3290000,-13.0,533.0,1,left,MISS K. Lowry 54' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,53.81,Missed,,,,,,,,,,,,,,,,,,,
331,PT00M00.00S,2020-09-03T23:52:58.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,57,47,2020-09-03T23:52:58Z,3300000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,
332,PT00M00.00S,2020-09-03T23:53:00.9Z,2,REGULAR,period,end,[],0,,,1610612761,57,47,2020-09-03T23:53:00Z,3310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2020-09-04T00:08:46.6Z,3,REGULAR,substitution,out,['startperiod'],1626181,,,1610612761,57,47,2020-09-04T00:09:31Z,3320000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2020-09-04T00:08:46.6Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,57,47,2020-09-04T00:09:31Z,3330000,,,0,,substitution in Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2020-09-04T00:09:35.0Z,3,REGULAR,period,start,[],0,,,1610612738,57,47,2020-09-04T00:09:35Z,3340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M39.00S,2020-09-04T00:09:55.2Z,3,REGULAR,3pt,jumpshot,[],1627759,5.995400788436268,96.14736519607843,1610612738,57,47,2020-09-04T00:10:00Z,3350000,-231.0,4.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
337,PT11M37.00S,2020-09-04T00:09:57.2Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,57,47,2020-09-04T00:10:00Z,3360000,,,0,,O. Anunoby REBOUND (Off:0 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,336.0,5.0,5.0,0.0,,,,,,,,,
338,PT11M28.00S,2020-09-04T00:10:06.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627783,94.30026281208936,49.08854166666667,1610612761,57,49,2020-09-04T00:10:14Z,3370000,-5.0,1.0,1,right,P. Siakam layup (4 PTS) (M. Gasol 2 AST),"[1627783, 201188]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,0.8,Made,4.0,,,,,,,,,,M. Gasol,201188.0,2.0,,,,,,
340,PT11M08.00S,2020-09-04T00:10:26.0Z,3,REGULAR,3pt,jumpshot,[],202689,20.581471747700395,91.49050245098039,1610612738,57,49,2020-09-04T00:10:30Z,3390000,-207.0,141.0,1,left,MISS K. Walker 25' 3PT Blocked,"[202689, 1628384]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.4,Missed,,,,,,,,,,,,,,Anunoby,1628384.0,,,,
341,PT11M08.00S,2020-09-04T00:10:26.0Z,3,REGULAR,block,,[],1628384,,,1610612738,57,49,2020-09-04T00:10:29Z,3400000,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M04.00S,2020-09-04T00:10:30.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,57,49,2020-09-04T00:10:30Z,3410000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,340.0,4.0,4.0,0.0,,,,,,,,,
343,PT10M52.00S,2020-09-04T00:10:41.4Z,3,REGULAR,3pt,jumpshot,[],1627783,67.88764783180025,44.921875,1610612761,57,49,2020-09-04T00:10:47Z,3420000,-25.0,249.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
344,PT10M48.00S,2020-09-04T00:10:45.4Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,57,49,2020-09-04T00:10:47Z,3430000,,,0,,O. Anunoby REBOUND (Off:1 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,343.0,6.0,5.0,1.0,,,,,,,,,
345,PT10M48.00S,2020-09-04T00:10:52.6Z,3,REGULAR,violation,kickedball,[],1628464,,,1610612761,57,49,2020-09-04T00:10:57Z,3440000,,,0,,D. Theis violation kickedball,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,1148.0,,,,,,,,,,,,,,,,,
346,PT10M36.00S,2020-09-04T00:11:21.8Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1627783,92.85479632063075,48.10814950980392,1610612761,57,51,2020-09-04T00:17:59Z,3450000,-9.0,15.0,1,right,P. Siakam jumpshot (6 PTS),[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,2.23,Made,6.0,,,,,,,,,,,,,,,,,,
347,PT10M19.00S,2020-09-04T00:11:38.2Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628464,20.18725361366623,49.333639705882355,1610612738,57,51,2020-09-04T00:11:42Z,3460000,3.0,137.0,1,left,MISS D. Theis 14' jumpshot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,14.28,Missed,,,,,,,,,,,,,,,,,,,
348,PT10M17.00S,2020-09-04T00:11:40.2Z,3,REGULAR,rebound,defensive,[],201188,,,1610612761,57,51,2020-09-04T00:11:42Z,3470000,,,0,,M. Gasol REBOUND (Off:0 Def:4),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,347.0,4.0,4.0,0.0,,,,,,,,,
349,PT10M11.00S,2020-09-04T00:11:47.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627832,93.9060446780552,51.78462009803921,1610612761,57,51,2020-09-04T00:12:23Z,3480000,9.0,5.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,1.36,Missed,,,,,,,,,,,,,,,,,,,
350,PT10M11.00S,2020-09-04T00:11:47.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,57,51,2020-09-04T00:12:23Z,3490000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,
