actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
634,PT05M19.00S,2020-07-26T19:36:45.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627767,92.85479632063075,45.41207107843137,1610612756,110,95,2020-07-26T19:36:53Z,6320000,-23.0,15.0,1,right,C. Diallo layup (3 PTS) (J. Carter 1 AST),"[1627767, 1628975]",1610612756.0,PHX,cuttingfingerroll,,,Diallo,C. Diallo,,,,,,,,3.05,Made,3.0,,,,,,,,,,J. Carter,1628975.0,1.0,,,
636,PT05M19.00S,2020-07-26T19:36:50.3Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629738,,,1610612756,110,95,2020-07-26T19:37:06Z,6340000,,,0,,V. Poirier FOUL personal (1 PF) (Diallo inpenalty),"[1629738, 1627767]",1610612738.0,BOS,shooting,,,Poirier,V. Poirier,,,,,,,,,,,,,,,202007.0,1.0,0.0,Diallo,1627767.0,,,,,,
638,PT05M19.00S,2020-07-26T19:37:08.3Z,4,REGULAR,freethrow,1of1,[],1627767,,,1610612756,110,95,2020-07-26T19:37:08Z,6360000,,,0,,MISS C. Diallo freethrow 1of1,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,Missed,,,,,,,,,,,,,,,,
639,PT05M16.00S,2020-07-26T19:37:09.6Z,4,REGULAR,rebound,defensive,[],1629738,,,1610612738,110,95,2020-07-26T19:37:09Z,6370000,,,0,,V. Poirier REBOUND (Off:0 Def:1),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,638.0,1.0,1.0,0.0,,,,,,,,,,,
640,PT05M02.00S,2020-07-26T19:37:24.2Z,4,REGULAR,2pt,jumpshot,[],1629641,9.411957950065702,79.97089460784314,1610612738,110,95,2020-07-26T19:39:00Z,6380000,-150.0,36.0,1,left,MISS R. Langford 16' jumpshot,[1629641],1610612738.0,BOS,pullup,,,Langford,R. Langford,,,,,,,,15.55,Missed,,,,,,,,,,,,,,,,
641,PT04M57.00S,2020-07-26T19:37:29.2Z,4,REGULAR,rebound,offensive,[],1629750,,,1610612738,110,95,2020-07-26T19:37:30Z,6390000,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,640.0,1.0,0.0,1.0,,,,,,,,,,,
642,PT04M52.00S,2020-07-26T19:37:33.7Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1629641,6.915243101182654,96.39246323529412,1610612738,110,95,2020-07-26T19:37:38Z,6400000,-232.0,13.0,1,left,MISS R. Langford 23' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,23.27,Missed,,,,,,,,,,,,,,,,
643,PT04M48.00S,2020-07-26T19:37:37.7Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612756,110,95,2020-07-26T19:37:38Z,6410000,,,0,,J. Carter REBOUND (Off:0 Def:3),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,642.0,3.0,3.0,0.0,,,,,,,,,,,
644,PT04M46.00S,2020-07-26T19:37:44.3Z,4,REGULAR,foul,offensive,[],1627767,,,1610612756,110,95,2020-07-26T19:37:51Z,6420000,,,0,,C. Diallo FOUL offensive (2 PF),"[1627767, 1629641]",1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,1146.0,2.0,0.0,Langford,1629641.0,,,,,,
646,PT04M46.00S,2020-07-26T19:37:44.3Z,4,REGULAR,turnover,offensivefoul,[],1627767,,,1610612756,110,95,2020-07-26T19:37:44Z,6440000,,,0,,C. Diallo TURNOVER offensivefoul (3 TOV),[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,3.0,,,,,,,,,,1146.0,,,,,,,,,,
647,PT04M35.00S,2020-07-26T19:38:10.3Z,4,REGULAR,foul,personal,[],1626166,,,1610612738,110,95,2020-07-26T19:38:19Z,6450000,,,0,,C. Payne FOUL personal (3 PF),"[1626166, 1629738]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,202026.0,3.0,0.0,Poirier,1629738.0,,,,,,
649,PT04M26.00S,2020-07-26T19:38:34.5Z,4,REGULAR,turnover,lostball,[],1629682,,,1610612738,110,95,2020-07-26T19:38:38Z,6470000,,,0,,T. Waters TURNOVER lostball (1 TOV) Stolen,"[1629682, 1629660]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,1.0,Jerome,1629660.0,,,,,,,,,,,,,,,,,,
650,PT04M26.00S,2020-07-26T19:38:34.5Z,4,REGULAR,steal,,[],1629660,,,1610612756,110,95,2020-07-26T19:38:36Z,6480000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT04M25.00S,2020-07-26T19:38:41.5Z,4,REGULAR,foul,offensive,[],1628975,,,1610612756,110,95,2020-07-26T19:38:57Z,6490000,,,0,,J. Carter FOUL offensive (2 PF),"[1628975, 1629682]",1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,,,,,202026.0,2.0,0.0,Waters,1629682.0,,,,,,
653,PT04M25.00S,2020-07-26T19:38:41.5Z,4,REGULAR,turnover,offensivefoul,[],1628975,,,1610612756,110,95,2020-07-26T19:38:41Z,6510000,,,0,,J. Carter TURNOVER offensivefoul (2 TOV),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,2.0,,,,,,,,,,202026.0,,,,,,,,,,
654,PT04M25.00S,2020-07-26T19:38:49.7Z,4,REGULAR,substitution,out,[],1627767,,,1610612738,110,95,2020-07-26T19:38:59Z,6520000,,,0,,substitution out Diallo,[1627767],1610612756.0,PHX,,,,Diallo,C. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT04M25.00S,2020-07-26T19:38:49.7Z,4,REGULAR,substitution,in,[],1626163,,,1610612738,110,95,2020-07-26T19:38:59Z,6530000,,,0,,substitution in Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M13.00S,2020-07-26T19:39:10.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1629641,6.521024967148489,49.82383578431372,1610612738,112,95,2020-07-26T19:39:16Z,6540000,1.0,9.0,1,left,R. Langford layup (6 PTS) (T. Waters 1 AST),"[1629641, 1629682]",1610612738.0,BOS,cutting,,,Langford,R. Langford,,,,,,,,1.43,Made,6.0,,,,,,,,,,T. Waters,1629682.0,1.0,,,
658,PT04M13.00S,2020-07-26T19:39:17.7Z,4,REGULAR,foul,personal,['1freethrow'],1626166,,,1610612738,112,95,2020-07-26T19:39:38Z,6560000,,,0,,C. Payne FOUL personal (4 PF) (Langford 1freethrow),"[1626166, 1629641]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,,,,,,,,1146.0,4.0,0.0,Langford,1629641.0,,,,,,
660,PT04M13.00S,2020-07-26T19:39:40.4Z,4,REGULAR,freethrow,1of1,['fromturnover'],1629641,,,1610612738,112,95,2020-07-26T19:39:45Z,6580000,,,0,,MISS R. Langford freethrow 1of1,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,Missed,,,,,,,,,,,,,,,,
661,PT04M11.00S,2020-07-26T19:39:42.4Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612756,112,95,2020-07-26T19:39:45Z,6590000,,,0,,J. Carter REBOUND (Off:0 Def:4),[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,,,,660.0,4.0,4.0,0.0,,,,,,,,,,,
662,PT04M05.00S,2020-07-26T19:39:47.2Z,4,REGULAR,3pt,jumpshot,[],1626166,83.919185282523,4.970894607843137,1610612756,112,95,2020-07-26T19:39:54Z,6600000,-225.0,99.0,1,right,MISS C. Payne 25' 3PT,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,,,,24.8,Missed,,,,,,,,,,,,,,,,
663,PT04M01.00S,2020-07-26T19:39:51.2Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,112,95,2020-07-26T19:39:54Z,6610000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,662.0,1.0,1.0,0.0,,,,,,,,,,,
664,PT03M56.00S,2020-07-26T19:39:55.1Z,4,REGULAR,turnover,lostball,[],1629641,,,1610612738,112,95,2020-07-26T19:40:00Z,6620000,,,0,,R. Langford TURNOVER lostball (1 TOV) Stolen,"[1629641, 1626163]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,1.0,Kaminsky,1626163.0,,,,,,,,,,,,,,,,,,
665,PT03M56.00S,2020-07-26T19:39:55.1Z,4,REGULAR,steal,,[],1626163,,,1610612756,112,95,2020-07-26T19:39:57Z,6630000,,,0,,F. Kaminsky STEAL (2 STL),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT03M44.00S,2020-07-26T19:40:10.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612756,112,95,2020-07-26T19:40:26Z,6640000,,,0,,G. Williams FOUL personal (1 PF) (Johnson inpenalty),"[1629684, 1629661]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,202026.0,1.0,0.0,Johnson,1629661.0,,,,,,
668,PT03M44.00S,2020-07-26T19:40:36.5Z,4,REGULAR,freethrow,1of2,['fromturnover'],1629661,,,1610612756,112,96,2020-07-26T19:40:36Z,6660000,,,0,,C. Johnson freethrow 1of2 (10 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
669,PT03M44.00S,2020-07-26T19:40:48.5Z,4,REGULAR,freethrow,2of2,['fromturnover'],1629661,,,1610612756,112,97,2020-07-26T19:40:48Z,6670000,,,0,,C. Johnson freethrow 2of2 (11 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
670,PT03M29.00S,2020-07-26T19:41:06.8Z,4,REGULAR,foul,personal,['2freethrow'],1626163,,,1610612738,112,97,2020-07-26T19:41:17Z,6680000,,,0,,F. Kaminsky FOUL personal (1 PF) (Langford 2freethrow),"[1626163, 1629641]",1610612756.0,PHX,shooting,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,202026.0,1.0,0.0,Langford,1629641.0,,,,,,
672,PT03M29.00S,2020-07-26T19:41:30.4Z,4,REGULAR,freethrow,1of2,[],1629641,,,1610612738,112,97,2020-07-26T19:41:30Z,6700000,,,0,,MISS R. Langford freethrow 1of2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,Missed,,,,,,,,,,,,,,,,
673,PT03M29.00S,2020-07-26T19:41:30.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,112,97,2020-07-26T19:41:30Z,6710000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,672.0,,,,,,,,,,,,,,
674,PT03M29.00S,2020-07-26T19:41:47.1Z,4,REGULAR,freethrow,2of2,[],1629641,,,1610612738,113,97,2020-07-26T19:41:47Z,6720000,,,0,,R. Langford freethrow 2of2 (7 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
675,PT03M19.00S,2020-07-26T19:41:58.0Z,4,REGULAR,3pt,jumpshot,[],1629661,64.20827858081472,47.372855392156865,1610612756,113,97,2020-07-26T19:42:01Z,6730000,-13.0,284.0,1,right,MISS C. Johnson 29' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,28.97,Missed,,,,,,,,,,,,,,,,
676,PT03M17.00S,2020-07-26T19:42:00.0Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,113,97,2020-07-26T19:42:01Z,6740000,,,0,,R. Langford REBOUND (Off:0 Def:2),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,675.0,2.0,2.0,0.0,,,,,,,,,,,
677,PT03M10.00S,2020-07-26T19:42:07.1Z,4,REGULAR,2pt,jumpshot,[],1629682,20.71287779237845,47.127757352941174,1610612738,113,97,2020-07-26T19:42:13Z,6750000,14.0,142.0,1,left,MISS T. Waters 15' jumpshot,[1629682],1610612738.0,BOS,stepback,,,Waters,T. Waters,,,,,,,,14.84,Missed,,,,,,,,,,,,,,,,
678,PT03M07.00S,2020-07-26T19:42:10.1Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612756,113,97,2020-07-26T19:42:13Z,6760000,,,0,,F. Kaminsky REBOUND (Off:1 Def:4),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,677.0,5.0,4.0,1.0,,,,,,,,,,,
679,PT03M00.00S,2020-07-26T19:42:19.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'defensivegoaltending']",1629661,91.93495400788436,45.166973039215684,1610612756,113,99,2020-07-26T19:42:50Z,6770000,-24.0,23.0,1,right,C. Johnson layup (13 PTS) (J. Carter 2 AST),"[1629661, 1628975]",1610612756.0,PHX,driving,,,Johnson,C. Johnson,,,,,,,,3.76,Made,13.0,,,,,,,,,,J. Carter,1628975.0,2.0,,,
681,PT03M00.00S,2020-07-26T19:42:26.7Z,4,REGULAR,violation,defensivegoaltending,[],1629738,,,1610612756,113,99,2020-07-26T19:42:50Z,6790000,,,0,,V. Poirier violation defensivegoaltending,[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,,,,,202007.0,,,,,,,,,,
682,PT02M47.00S,2020-07-26T19:42:48.3Z,4,REGULAR,3pt,jumpshot,[],1629738,33.196452036793694,47.372855392156865,1610612738,113,99,2020-07-26T19:42:55Z,6800000,13.0,260.0,1,left,MISS V. Poirier 27' 3PT,[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,26.53,Missed,,,,,,,,,,,,,,,,
683,PT02M42.00S,2020-07-26T19:42:53.3Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612756,113,99,2020-07-26T19:42:55Z,6810000,,,0,,C. Payne REBOUND (Off:0 Def:4),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,682.0,4.0,4.0,0.0,,,,,,,,,,,
684,PT02M38.00S,2020-07-26T19:42:59.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612756,113,99,2020-07-26T19:43:10Z,6820000,,,0,,J. Green FOUL personal (1 PF) (Kaminsky inpenalty),"[1629750, 1626163]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,1146.0,1.0,0.0,Kaminsky,1626163.0,,,,,,
686,PT02M38.00S,2020-07-26T19:43:29.8Z,4,REGULAR,freethrow,1of2,[],1626163,,,1610612756,113,99,2020-07-26T19:43:29Z,6840000,,,0,,MISS F. Kaminsky freethrow 1of2,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,Missed,,,,,,,,,,,,,,,,
687,PT02M38.00S,2020-07-26T19:43:29.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,113,99,2020-07-26T19:43:29Z,6850000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,686.0,,,,,,,,,,,,,,
688,PT02M38.00S,2020-07-26T19:43:41.9Z,4,REGULAR,freethrow,2of2,[],1626163,,,1610612756,113,100,2020-07-26T19:43:41Z,6860000,,,0,,F. Kaminsky freethrow 2of2 (9 PTS),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
689,PT02M14.00S,2020-07-26T19:44:08.3Z,4,REGULAR,turnover,lostball,[],1629750,,,1610612738,113,100,2020-07-26T19:44:17Z,6870000,,,0,,J. Green TURNOVER lostball (1 TOV) Stolen,"[1629750, 1629660]",1610612738.0,BOS,,,,Green,J. Green,,,,,1.0,Jerome,1629660.0,,,,,,,,,,,,,,,,,,
690,PT02M14.00S,2020-07-26T19:44:08.3Z,4,REGULAR,steal,,[],1629660,,,1610612756,113,100,2020-07-26T19:44:10Z,6880000,,,0,,T. Jerome STEAL (2 STL),[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT02M06.00S,2020-07-26T19:44:15.9Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1629660,91.80354796320631,50.55912990196079,1610612756,113,100,2020-07-26T19:44:20Z,6890000,3.0,25.0,1,right,MISS T. Jerome layup,[1629660],1610612756.0,PHX,,,,Jerome,T. Jerome,,,,,,,,3.01,Missed,,,,,,,,,,,,,,,,
692,PT02M04.00S,2020-07-26T19:44:17.9Z,4,REGULAR,rebound,defensive,[],1629738,,,1610612738,113,100,2020-07-26T19:44:20Z,6900000,,,0,,V. Poirier REBOUND (Off:0 Def:2),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,691.0,2.0,2.0,0.0,,,,,,,,,,,
693,PT02M02.00S,2020-07-26T19:44:23.1Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,113,100,2020-07-26T19:44:23Z,6910000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT01M48.00S,2020-07-26T19:44:44.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629750,7.703679369250986,50.314031862745104,1610612738,113,100,2020-07-26T19:44:48Z,6920000,-2.0,20.0,1,left,MISS J. Green jumpshot,[1629750],1610612738.0,BOS,drivingfloating,,,Green,J. Green,,,,,,,,2.55,Missed,,,,,,,,,,,,,,,,
695,PT01M48.00S,2020-07-26T19:44:44.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612756,113,100,2020-07-26T19:44:48Z,6930000,,,0,,Team defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,694.0,,,,,,,,,,,,,,
696,PT01M48.00S,2020-07-26T19:44:49.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629738,,,1610612756,113,100,2020-07-26T19:44:59Z,6940000,,,0,,V. Poirier FOUL personal (2 PF) (Kaminsky inpenalty),"[1629738, 1626163]",1610612738.0,BOS,looseball,,,Poirier,V. Poirier,,,,,,,,,,,,,,,1146.0,2.0,0.0,Kaminsky,1626163.0,,,,,,
698,PT01M48.00S,2020-07-26T19:45:14.8Z,4,REGULAR,freethrow,1of2,[],1626163,,,1610612756,113,101,2020-07-26T19:45:14Z,6960000,,,0,,F. Kaminsky freethrow 1of2 (10 PTS),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
699,PT01M48.00S,2020-07-26T19:45:26.5Z,4,REGULAR,freethrow,2of2,[],1626163,,,1610612756,113,101,2020-07-26T19:45:26Z,6970000,,,0,,MISS F. Kaminsky freethrow 2of2,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,Missed,,,,,,,,,,,,,,,,
700,PT01M46.00S,2020-07-26T19:45:27.2Z,4,REGULAR,rebound,defensive,[],1629738,,,1610612738,113,101,2020-07-26T19:45:27Z,6980000,,,0,,V. Poirier REBOUND (Off:0 Def:3),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,699.0,3.0,3.0,0.0,,,,,,,,,,,
701,PT01M24.00S,2020-07-26T19:45:49.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629684,6.915243101182654,52.51991421568627,1610612738,115,101,2020-07-26T19:45:54Z,6990000,-13.0,13.0,1,left,G. Williams layup (4 PTS) (T. Waters 2 AST),"[1629684, 1629682]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,,,,2.2,Made,4.0,,,,,,,,,,T. Waters,1629682.0,2.0,,,
703,PT01M03.00S,2020-07-26T19:46:12.4Z,4,REGULAR,3pt,jumpshot,[],1628975,75.1149802890933,83.89246323529412,1610612756,115,101,2020-07-26T19:46:17Z,7010000,169.0,181.0,1,right,MISS J. Carter 25' 3PT,[1628975],1610612756.0,PHX,,,,Carter,J. Carter,,,,,,,,25.23,Missed,,,,,,,,,,,,,,,,
704,PT00M59.50S,2020-07-26T19:46:15.9Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,115,101,2020-07-26T19:46:46Z,7020000,,,0,,R. Langford REBOUND (Off:0 Def:3),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,703.0,3.0,3.0,0.0,,,,,,,,,,,
705,PT00M58.90S,2020-07-26T19:46:20.5Z,4,REGULAR,turnover,outofbounds,[],1629641,,,1610612738,115,101,2020-07-26T19:46:28Z,7030000,,,0,,R. Langford TURNOVER outofbounds (2 TOV),[1629641],1610612738.0,BOS,badpass,,,Langford,R. Langford,,,,,2.0,,,,,,,,,,1146.0,,,,,,,,,,
706,PT00M53.00S,2020-07-26T19:46:44.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1626166,93.64323258869908,53.255208333333336,1610612756,115,101,2020-07-26T19:46:51Z,7040000,16.0,7.0,1,right,MISS C. Payne layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,,,,2.07,Missed,,,,,,,,,,,,,,,,
707,PT00M53.00S,2020-07-26T19:46:44.7Z,4,REGULAR,rebound,defensive,[],1629738,,,1610612738,115,101,2020-07-26T19:46:51Z,7050000,,,0,,V. Poirier REBOUND (Off:0 Def:4),[1629738],1610612738.0,BOS,,,,Poirier,V. Poirier,,,,,,,,,,,706.0,4.0,4.0,0.0,,,,,,,,,,,
708,PT00M36.50S,2020-07-26T19:47:01.8Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1629641,7.178055190538765,47.61795343137255,1610612738,117,101,2020-07-26T19:47:06Z,7060000,12.0,15.0,1,left,R. Langford dunk (9 PTS) (T. Waters 3 AST),"[1629641, 1629682]",1610612738.0,BOS,cutting,,,Langford,R. Langford,,,,,,,,2.37,Made,9.0,,,,,,,,,,T. Waters,1629682.0,3.0,,,
710,PT00M24.30S,2020-07-26T19:47:16.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628975,92.32917214191852,44.18658088235294,1610612756,117,103,2020-07-26T19:47:23Z,7080000,-29.0,20.0,1,right,J. Carter layup (7 PTS),[1628975],1610612756.0,PHX,driving,,,Carter,J. Carter,,,,,,,,3.84,Made,7.0,,,,,,,,,,,,,,,
711,PT00M00.30S,2020-07-26T19:47:58.1Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,117,103,2020-07-26T19:48:15Z,7090000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,PT00M00.00S,2020-07-26T19:48:07.3Z,4,REGULAR,period,end,[],0,,,1610612756,117,103,2020-07-26T19:48:07Z,7100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,PT00M00.00S,2020-07-26T19:48:35.8Z,4,REGULAR,game,end,[],0,,,0,117,103,2020-07-26T19:48:35Z,7110000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
