actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
271,PT05M59.00S,2020-07-26T18:18:53.4Z,2,REGULAR,turnover,badpass,[],1626164,,,1610612756,40,46,2020-07-26T18:18:57Z,2690000,,,0,,D. Booker TURNOVER badpass (2 TOV) Stolen,"[1626164, 1628464]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,2.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,
272,PT05M59.00S,2020-07-26T18:18:53.4Z,2,REGULAR,steal,,[],1628464,,,1610612738,40,46,2020-07-26T18:18:55Z,2700000,,,0,,D. Theis STEAL (2 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M53.00S,2020-07-26T18:18:59.4Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1628400,83.39356110381078,95.65716911764706,1610612738,43,46,2020-07-26T18:19:06Z,2710000,228.0,104.0,1,right,S. Ojeleye 25' 3PT  (5 PTS) (G. Hayward 2 AST),"[1628400, 202330]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,25.3,Made,5.0,,,,,,,,,,G. Hayward,202330.0,2.0,,,
275,PT05M34.00S,2020-07-26T18:19:17.9Z,2,REGULAR,3pt,jumpshot,[],1626164,21.895532194480946,87.32383578431373,1610612756,43,46,2020-07-26T18:19:24Z,2730000,-187.0,153.0,1,left,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,24.5,Missed,,,,,,,,,,,,,,,,
276,PT05M33.00S,2020-07-26T18:19:18.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,43,46,2020-07-26T18:19:24Z,2740000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,
277,PT05M33.00S,2020-07-26T18:19:23.6Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612738,43,46,2020-07-26T18:19:23Z,2750000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M33.00S,2020-07-26T18:19:24.4Z,2,REGULAR,substitution,out,[],1628464,,,1610612738,43,46,2020-07-26T18:19:33Z,2760000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M33.00S,2020-07-26T18:19:24.4Z,2,REGULAR,substitution,out,[],1628969,,,1610612738,43,46,2020-07-26T18:19:33Z,2770000,,,0,,substitution out Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M33.00S,2020-07-26T18:19:24.4Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,43,46,2020-07-26T18:19:33Z,2780000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M33.00S,2020-07-26T18:19:24.4Z,2,REGULAR,substitution,in,[],1629661,,,1610612738,43,46,2020-07-26T18:19:33Z,2790000,,,0,,substitution in Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M18.00S,2020-07-26T18:19:54.2Z,2,REGULAR,foul,offensive,[],202954,,,1610612738,43,46,2020-07-26T18:20:06Z,2800000,,,0,,B. Wanamaker FOUL offensive (2 PF),"[202954, 201937]",1610612738.0,BOS,charge,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,1146.0,2.0,0.0,Rubio,201937.0,,,,,,
284,PT05M18.00S,2020-07-26T18:19:54.2Z,2,REGULAR,turnover,offensivefoul,[],202954,,,1610612738,43,46,2020-07-26T18:19:54Z,2820000,,,0,,B. Wanamaker TURNOVER offensivefoul (1 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,1.0,,,,,,,,,,1146.0,,,,,,,,,,
285,PT05M18.00S,2020-07-26T18:20:03.8Z,2,REGULAR,substitution,out,[],1628400,,,1610612756,43,46,2020-07-26T18:20:09Z,2830000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M18.00S,2020-07-26T18:20:03.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612756,43,46,2020-07-26T18:20:09Z,2840000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M11.00S,2020-07-26T18:20:23.2Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",201937,5.995400788436268,54.970894607843135,1610612756,43,46,2020-07-26T18:22:41Z,2850000,-25.0,4.0,1,left,MISS R. Rubio layup,[201937],1610612756.0,PHX,driving,,,Rubio,R. Rubio,,,,,,,,2.66,Missed,,,,,,,,,,,,,,,,
288,PT05M09.00S,2020-07-26T18:20:25.2Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,43,46,2020-07-26T18:22:41Z,2860000,,,0,,D. Ayton REBOUND (Off:3 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,287.0,6.0,3.0,3.0,,,,,,,,,,,
289,PT05M09.00S,2020-07-26T18:20:27.0Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629028,7.178055190538765,49.82383578431372,1610612756,43,46,2020-07-26T18:23:32Z,2862500,1.0,15.0,1,left,MISS D. Ayton layup,[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,,,,2.05,Missed,,,,,,,,,,,,,,,,
291,PT05M06.00S,2020-07-26T18:20:30.0Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,43,46,2020-07-26T18:23:32Z,2864375,,,0,,D. Ayton REBOUND (Off:4 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,289.0,7.0,3.0,4.0,,,,,,,,,,,
292,PT05M05.00S,2020-07-26T18:20:33.1Z,2,REGULAR,turnover,lostball,[],1629028,,,1610612756,43,46,2020-07-26T18:22:04Z,2865000,,,0,,D. Ayton TURNOVER lostball (3 TOV) Stolen,"[1629028, 1627759]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,3.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,
293,PT05M05.00S,2020-07-26T18:20:33.1Z,2,REGULAR,steal,,[],1627759,,,1610612738,43,46,2020-07-26T18:20:34Z,2867500,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M59.00S,2020-07-26T18:20:38.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627759,93.51182654402102,49.08854166666667,1610612738,45,46,2020-07-26T18:23:32Z,2920000,-5.0,8.0,1,right,J. Brown layup (12 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,1.47,Made,12.0,,,,,,,,,,,,,,,
296,PT04M59.00S,2020-07-26T18:20:45.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201937,,,1610612738,45,46,2020-07-26T18:20:56Z,2940000,,,0,,R. Rubio FOUL personal (2 PF) (Brown inpenalty),"[201937, 1627759]",1610612756.0,PHX,shooting,,,Rubio,R. Rubio,,,,,,,,,,,,,,,202007.0,2.0,0.0,Brown,1627759.0,,,,,,
298,PT04M59.00S,2020-07-26T18:21:01.5Z,2,REGULAR,freethrow,1of1,['fromturnover'],1627759,,,1610612738,46,46,2020-07-26T18:23:32Z,2960000,,,0,,J. Brown freethrow 1of1 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
299,PT04M40.00S,2020-07-26T18:21:21.2Z,2,REGULAR,turnover,badpass,[],1626164,,,1610612756,46,46,2020-07-26T18:21:25Z,2970000,,,0,,D. Booker TURNOVER badpass (3 TOV) Stolen,"[1626164, 1628369]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,3.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,
300,PT04M40.00S,2020-07-26T18:21:21.2Z,2,REGULAR,steal,,[],1628369,,,1610612738,46,46,2020-07-26T18:21:23Z,2980000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M35.00S,2020-07-26T18:21:25.7Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.85479632063075,48.353247549019606,1610612738,48,46,2020-07-26T18:21:32Z,2990000,-8.0,15.0,1,right,J. Tatum dunk (13 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,2.18,Made,13.0,,,,,,,,,,,,,,,
302,PT04M32.00S,2020-07-26T18:21:30.8Z,2,REGULAR,foul,personal,['2freethrow'],202954,,,1610612756,48,46,2020-07-26T18:21:44Z,3000000,,,0,,B. Wanamaker FOUL personal (3 PF) (Booker 2freethrow),"[202954, 1626164]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,202026.0,3.0,0.0,Booker,1626164.0,,,,,,
304,PT04M32.00S,2020-07-26T18:21:51.6Z,2,REGULAR,freethrow,1of2,[],1626164,,,1610612756,48,46,2020-07-26T18:21:51Z,3020000,,,0,,MISS D. Booker freethrow 1of2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Missed,,,,,,,,,,,,,,,,
305,PT04M32.00S,2020-07-26T18:21:51.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,48,46,2020-07-26T18:21:51Z,3030000,,,0,,Team offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,
306,PT04M32.00S,2020-07-26T18:22:03.3Z,2,REGULAR,freethrow,2of2,[],1626164,,,1610612756,48,47,2020-07-26T18:22:03Z,3040000,,,0,,D. Booker freethrow 2of2 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
307,PT04M23.00S,2020-07-26T18:22:17.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629661,,,1610612738,48,47,2020-07-26T18:22:24Z,3050000,,,0,,C. Johnson FOUL personal (3 PF) (Brown inpenalty),"[1629661, 1627759]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,202026.0,3.0,0.0,Brown,1627759.0,,,,,,
309,PT04M23.00S,2020-07-26T18:22:37.6Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,49,47,2020-07-26T18:22:37Z,3070000,,,0,,J. Brown freethrow 1of2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
310,PT04M23.00S,2020-07-26T18:22:39.4Z,2,REGULAR,substitution,out,[],1629661,,,1610612738,49,47,2020-07-26T18:22:44Z,3080000,,,0,,substitution out Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M23.00S,2020-07-26T18:22:39.4Z,2,REGULAR,substitution,in,[],1628969,,,1610612738,49,47,2020-07-26T18:22:44Z,3090000,,,0,,substitution in Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M23.00S,2020-07-26T18:22:59.6Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,50,47,2020-07-26T18:22:59Z,3100000,,,0,,J. Brown freethrow 2of2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
313,PT04M16.00S,2020-07-26T18:23:09.1Z,2,REGULAR,2pt,dunk,['pointsinthepaint'],1629028,7.30946123521682,46.392463235294116,1610612756,50,49,2020-07-26T18:23:15Z,3110000,18.0,16.0,1,left,D. Ayton dunk (5 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",1610612756.0,PHX,alleyoop,,,Ayton,D. Ayton,,,,,,,,2.82,Made,5.0,,,,,,,,,,M. Bridges,1628969.0,1.0,,,
315,PT03M56.00S,2020-07-26T18:23:28.8Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202330,85.62746386333771,34.38265931372549,1610612738,52,49,2020-07-26T18:23:34Z,3130000,-78.0,83.0,1,right,G. Hayward 12' jumpshot (2 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,,11.77,Made,2.0,,,,,,,,,,,,,,,
316,PT03M47.00S,2020-07-26T18:23:40.8Z,2,REGULAR,foul,offensive,['inpenalty'],1629028,,,1610612756,52,49,2020-07-26T18:23:50Z,3140000,,,0,,D. Ayton FOUL offensive (3 PF) (Williams inpenalty),"[1629028, 1629684]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,1146.0,3.0,0.0,Williams,1629684.0,,,,,,
318,PT03M47.00S,2020-07-26T18:23:40.8Z,2,REGULAR,turnover,offensivefoul,[],1629028,,,1610612756,52,49,2020-07-26T18:23:40Z,3160000,,,0,,D. Ayton TURNOVER offensivefoul (4 TOV),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,4.0,,,,,,,,,,1146.0,,,,,,,,,,
319,PT03M42.00S,2020-07-26T18:24:26.0Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202330,66.3107752956636,48.84344362745098,1610612738,55,49,2020-07-26T18:24:33Z,3170000,-6.0,264.0,1,right,G. Hayward 27' 3PT  (5 PTS) (B. Wanamaker 3 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,26.98,Made,5.0,,,,,,,,,,B. Wanamaker,202954.0,3.0,,,
321,PT03M42.00S,2020-07-26T18:24:34.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203967,,,1610612738,55,49,2020-07-26T18:25:53Z,3190000,,,0,,D. Saric FOUL personal (1 PF) (Williams inpenalty),"[203967, 1629684]",1610612756.0,PHX,looseball,,,Saric,D. Saric,,,,,,,,,,,,,,,202026.0,1.0,0.0,Williams,1629684.0,,,,,,
323,PT03M42.00S,2020-07-26T18:25:03.8Z,2,REGULAR,freethrow,1of1,['fromturnover'],1629684,,,1610612738,55,49,2020-07-26T18:25:08Z,3210000,,,0,,MISS G. Williams freethrow 1of1,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Missed,,,,,,,,,,,,,,,,
324,PT03M38.00S,2020-07-26T18:25:07.8Z,2,REGULAR,rebound,defensive,[],203967,,,1610612756,55,49,2020-07-26T18:25:08Z,3220000,,,0,,D. Saric REBOUND (Off:1 Def:7),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,323.0,8.0,7.0,1.0,,,,,,,,,,,
325,PT03M33.00S,2020-07-26T18:25:17.2Z,2,REGULAR,foul,personal,[],1627759,,,1610612756,55,49,2020-07-26T18:25:24Z,3230000,,,0,,J. Brown FOUL personal (2 PF),"[1627759, 1629028]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,202026.0,2.0,1.0,Ayton,1629028.0,,,,,,
327,PT03M20.00S,2020-07-26T18:25:41.2Z,2,REGULAR,3pt,jumpshot,[],203967,29.122864651773984,22.37285539215686,1610612756,55,49,2020-07-26T18:25:46Z,3250000,138.0,221.0,1,left,MISS D. Saric 27' 3PT,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,26.55,Missed,,,,,,,,,,,,,,,,
328,PT03M16.00S,2020-07-26T18:25:45.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,55,49,2020-07-26T18:25:46Z,3260000,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,327.0,8.0,6.0,2.0,,,,,,,,,,,
329,PT03M09.00S,2020-07-26T18:25:52.7Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1628369,91.80354796320631,37.56893382352941,1610612738,55,49,2020-07-26T18:30:31Z,3270000,-62.0,25.0,1,right,MISS J. Tatum 7' layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,6.91,Missed,,,,,,,,,,,,,,,,
331,PT03M05.00S,2020-07-26T18:25:56.7Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,55,49,2020-07-26T18:26:00Z,3290000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,329.0,3.0,3.0,0.0,,,,,,,,,,,
332,PT03M03.00S,2020-07-26T18:25:58.7Z,2,REGULAR,3pt,jumpshot,['fastbreak'],1626164,32.933639947437584,50.80422794117647,1610612756,55,52,2020-07-26T18:26:05Z,3300000,-4.0,257.0,1,left,D. Booker 26' 3PT  (12 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,26.26,Made,12.0,,,,,,,,,,,,,,,
333,PT02M47.00S,2020-07-26T18:26:17.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612738,55,52,2020-07-26T18:26:39Z,3310000,,,0,,M. Bridges FOUL personal (3 PF) (Williams inpenalty),"[1628969, 1629684]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,,,,,,,,,,,202007.0,3.0,0.0,Williams,1629684.0,,,,,,
335,PT02M47.00S,2020-07-26T18:26:42.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,55,52,2020-07-26T18:26:42Z,3330000,,,0,,timeout full,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT02M47.00S,2020-07-26T18:28:49.4Z,2,REGULAR,substitution,out,[],202954,,,1610612738,55,52,2020-07-26T18:29:05Z,3340000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT02M47.00S,2020-07-26T18:28:49.4Z,2,REGULAR,substitution,in,[],203935,,,1610612738,55,52,2020-07-26T18:29:05Z,3350000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT02M47.00S,2020-07-26T18:29:31.9Z,2,REGULAR,freethrow,1of2,[],1629684,,,1610612738,56,52,2020-07-26T18:29:31Z,3360000,,,0,,G. Williams freethrow 1of2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
339,PT02M47.00S,2020-07-26T18:29:42.8Z,2,REGULAR,freethrow,2of2,[],1629684,,,1610612738,57,52,2020-07-26T18:29:42Z,3370000,,,0,,G. Williams freethrow 2of2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
340,PT02M22.00S,2020-07-26T18:30:08.9Z,2,REGULAR,2pt,jumpshot,[],1628969,6.652431011826544,29.235600490196077,1610612756,57,54,2020-07-26T18:31:51Z,3380000,104.0,10.0,1,left,M. Bridges 10' jumpshot (10 PTS) (D. Saric 2 AST),"[1628969, 203967]",1610612756.0,PHX,drivingfloating,,,Bridges,M. Bridges,,,,,,,,10.5,Made,10.0,,,,,,,,,,D. Saric,203967.0,2.0,,,
342,PT02M06.00S,2020-07-26T18:30:27.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629028,,,1610612738,57,54,2020-07-26T18:30:35Z,3400000,,,0,,D. Ayton FOUL personal (4 PF) (Hayward inpenalty),"[1629028, 202330]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,,,,,,,,,,,1146.0,4.0,0.0,Hayward,202330.0,,,,,,
344,PT02M06.00S,2020-07-26T18:30:51.4Z,2,REGULAR,freethrow,1of2,[],202330,,,1610612738,58,54,2020-07-26T18:30:51Z,3420000,,,0,,G. Hayward freethrow 1of2 (6 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
345,PT02M06.00S,2020-07-26T18:30:52.4Z,2,REGULAR,substitution,out,[],1629028,,,1610612738,58,54,2020-07-26T18:30:57Z,3430000,,,0,,substitution out Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT02M06.00S,2020-07-26T18:30:52.4Z,2,REGULAR,substitution,in,[],1626163,,,1610612738,58,54,2020-07-26T18:30:57Z,3440000,,,0,,substitution in Kaminsky,[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT02M06.00S,2020-07-26T18:31:00.5Z,2,REGULAR,substitution,out,[],201937,,,1610612738,58,54,2020-07-26T18:31:07Z,3450000,,,0,,substitution out Rubio,[201937],1610612756.0,PHX,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT02M06.00S,2020-07-26T18:31:00.5Z,2,REGULAR,substitution,in,[],1626166,,,1610612738,58,54,2020-07-26T18:31:07Z,3460000,,,0,,substitution in Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT02M06.00S,2020-07-26T18:31:15.0Z,2,REGULAR,freethrow,2of2,[],202330,,,1610612738,59,54,2020-07-26T18:31:15Z,3470000,,,0,,G. Hayward freethrow 2of2 (7 PTS),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
350,PT01M51.00S,2020-07-26T18:31:32.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203967,11.383048620236531,34.627757352941174,1610612756,59,54,2020-07-26T18:31:37Z,3480000,77.0,55.0,1,left,MISS D. Saric 10' layup Blocked,"[203967, 1629684]",1610612756.0,PHX,driving,,,Saric,D. Saric,,,,,,,,9.75,Missed,,,,,,,,,,,,,,Williams,1629684.0,
351,PT01M51.00S,2020-07-26T18:31:32.1Z,2,REGULAR,block,,[],1629684,,,1610612756,59,54,2020-07-26T18:31:34Z,3490000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT01M49.00S,2020-07-26T18:31:34.1Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,59,54,2020-07-26T18:31:37Z,3500000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,350.0,2.0,2.0,0.0,,,,,,,,,,,
353,PT01M45.00S,2020-07-26T18:31:38.0Z,2,REGULAR,turnover,badpass,[],1628369,,,1610612738,59,54,2020-07-26T18:31:42Z,3510000,,,0,,J. Tatum TURNOVER badpass (2 TOV) Stolen,"[1628369, 1626163]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,Kaminsky,1626163.0,,,,,,,,,,,,,,,,,,
354,PT01M45.00S,2020-07-26T18:31:38.0Z,2,REGULAR,steal,,[],1626163,,,1610612756,59,54,2020-07-26T18:31:40Z,3520000,,,0,,F. Kaminsky STEAL (1 STL),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT01M41.00S,2020-07-26T18:31:42.7Z,2,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1626164,28.728646517739815,71.39246323529412,1610612756,59,57,2020-07-26T18:31:50Z,3530000,-107.0,218.0,1,left,D. Booker 25' 3PT  (15 PTS),[1626164],1610612756.0,PHX,runningpullup,,,Booker,D. Booker,,,,,,,,24.73,Made,15.0,,,,,,,,,,,,,,,
356,PT01M24.00S,2020-07-26T18:31:59.0Z,2,REGULAR,3pt,jumpshot,[],202330,65.39093298291722,34.38265931372549,1610612738,59,57,2020-07-26T18:32:05Z,3540000,-78.0,273.0,1,right,MISS G. Hayward 29' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,28.91,Missed,,,,,,,,,,,,,,,,
357,PT01M19.00S,2020-07-26T18:32:04.0Z,2,REGULAR,rebound,defensive,[],1626163,,,1610612756,59,57,2020-07-26T18:32:05Z,3550000,,,0,,F. Kaminsky REBOUND (Off:0 Def:3),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,,,,
358,PT01M10.00S,2020-07-26T18:32:13.4Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1626164,8.492115637319317,48.353247549019606,1610612756,59,57,2020-07-26T18:32:18Z,3560000,8.0,27.0,1,left,MISS D. Booker layup,[1626164],1610612756.0,PHX,drivingfingerroll,,,Booker,D. Booker,,,,,,,,3.38,Missed,,,,,,,,,,,,,,,,
359,PT01M06.00S,2020-07-26T18:32:17.3Z,2,REGULAR,rebound,offensive,[],1626163,,,1610612756,59,57,2020-07-26T18:32:17Z,3570000,,,0,,F. Kaminsky REBOUND (Off:1 Def:3),[1626163],1610612756.0,PHX,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,358.0,4.0,3.0,1.0,,,,,,,,,,,
360,PT01M04.00S,2020-07-26T18:32:19.5Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628969,27.283180026281208,79.97089460784314,1610612756,59,57,2020-07-26T18:32:24Z,3580000,-150.0,204.0,1,left,MISS M. Bridges 26' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,25.76,Missed,,,,,,,,,,,,,,,,
361,PT01M00.00S,2020-07-26T18:32:23.5Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,59,57,2020-07-26T18:32:24Z,3590000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,360.0,3.0,3.0,0.0,,,,,,,,,,,
362,PT00M52.60S,2020-07-26T18:32:31.7Z,2,REGULAR,2pt,jumpshot,[],1627759,93.9060446780552,30.215992647058826,1610612738,59,57,2020-07-26T18:32:39Z,3600000,-99.0,5.0,1,right,MISS J. Brown 10' jumpshot,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,9.94,Missed,,,,,,,,,,,,,,,,
363,PT00M49.50S,2020-07-26T18:32:34.8Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,59,57,2020-07-26T18:32:34Z,3610000,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,362.0,3.0,2.0,1.0,,,,,,,,,,,
