actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,blockTotal,subsInPlayerName,subsInPersonId,value
408,PT03M32.00S,2020-03-11T00:33:31.7Z,3,REGULAR,substitution,out,[],1628988,,,1610612754,68,85,2020-03-11T00:33:52Z,4070000,,[IND] substitution Holiday replaced by McConnell,"[1628988, 204456]",1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,McConnell,204456.0,
410,PT03M32.00S,2020-03-11T00:33:52.0Z,3,REGULAR,freethrow,1of1,[],1626167,,,1610612754,68,85,2020-03-11T00:33:54Z,4090000,,[IND] Turner freethrow 1of1: Missed,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M30.00S,2020-03-11T00:33:54.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,68,85,2020-03-11T00:33:54Z,4100000,,[BOS] Tatum defensive rebound (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,410.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
412,PT03M20.00S,2020-03-11T00:34:02.5Z,3,REGULAR,3pt,jumpshot,[],202330,29.122864651773984,19.431678921568626,1610612738,68,85,2020-03-11T00:34:10Z,4110000,left,[BOS] Hayward pullup 3pt jumpshot: Missed,[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,27.35,: Missed,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M17.00S,2020-03-11T00:34:05.5Z,3,REGULAR,rebound,defensive,[],203960,,,1610612754,68,85,2020-03-11T00:34:10Z,4120000,,[IND] Sampson defensive rebound (Off:1 Def:3),[203960],1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,412.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
414,PT03M06.00S,2020-03-11T00:34:17.2Z,3,REGULAR,turnover,badpass,[],1628410,,,1610612754,68,85,2020-03-11T00:34:20Z,4130000,,[IND] Sumner badpass turnover (1 TO) Steal: Tatum (4 STL),"[1628410, 1628369]",1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,4.0,,,,,,,,,,,
416,PT03M01.00S,2020-03-11T00:34:21.8Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202330,7.440867279894875,51.53952205882353,1610612738,68,87,2020-03-11T00:38:54Z,4150000,left,[BOS] Hayward layup: Made (25 PTS) assist: Tatum (2 AST),"[202330, 1628369]",1610612738.0,BOS,runningalleyoop,,,Hayward,G. Hayward,,,,,2.42,: Made,,,,,25.0,Tatum,1628369.0,2.0,,,,,,,,,,,,,,,
418,PT02M54.00S,2020-03-11T00:34:29.0Z,3,REGULAR,3pt,jumpshot,[],203200,79.97700394218134,7.912071078431373,1610612754,71,87,2020-03-11T00:34:44Z,4170000,right,[IND] Holiday 3pt shot: Made (6 PTS) assist: McConnell (3 AST),"[203200, 204456]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,25.34,: Made,,,,,6.0,McConnell,204456.0,3.0,,,,,,,,,,,,,,,
419,PT02M39.00S,2020-03-11T00:34:44.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1629641,7.440867279894875,51.78462009803921,1610612738,71,87,2020-03-11T00:34:47Z,4180000,left,[BOS] Langford layup: Missed,[1629641],1610612738.0,BOS,fingerroll,,,Langford,R. Langford,,,,,2.46,: Missed,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M37.00S,2020-03-11T00:34:46.0Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,71,87,2020-03-11T00:34:47Z,4190000,,[IND] Turner defensive rebound (Off:1 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,419.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
422,PT02M31.00S,2020-03-11T00:34:51.8Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1626167,64.47109067017082,46.14736519607843,1610612754,71,87,2020-03-11T00:34:57Z,4200000,right,[IND] Turner 3pt jumpshot: Missed,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,28.76,: Missed,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M29.00S,2020-03-11T00:34:53.8Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,71,87,2020-03-11T00:34:57Z,4210000,,[BOS] Hayward defensive rebound (Off:1 Def:6),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,422.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
424,PT02M19.00S,2020-03-11T00:35:04.3Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,10.988830486202366,48.84344362745098,1610612738,71,89,2020-03-11T00:35:10Z,4220000,left,[BOS] Tatum jumpshot: Made (22 PTS),[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,5.66,: Made,,,,,22.0,,,,,,,,,,,,,,,,,,
425,PT01M58.00S,2020-03-11T00:35:25.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1626167,92.85479632063075,48.84344362745098,1610612754,73,89,2020-03-11T00:35:29Z,4230000,right,[IND] Turner layup: Made (16 PTS),[1626167],1610612754.0,IND,drivingfingerroll,,,Turner,M. Turner,,,,,2.1,: Made,,,,,16.0,,,,,,,,,,,,,,,,,,
426,PT01M36.00S,2020-03-11T00:35:47.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,6.783837056504599,52.27481617647059,1610612738,73,89,2020-03-11T00:35:50Z,4240000,left,[BOS] Theis layup: Missed,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.03,: Missed,,,,,,,,,,,,,,,,,,,,,,,
427,PT01M34.00S,2020-03-11T00:35:49.3Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612738,73,89,2020-03-11T00:35:50Z,4250000,,[BOS] Langford offensive rebound (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,426.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
428,PT01M33.00S,2020-03-11T00:35:50.0Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1629641,6.389618922470433,53.255208333333336,1610612738,73,89,2020-03-11T00:35:54Z,4260000,left,[BOS] Langford dunk: Missed Block: Turner (3 BLK),"[1629641, 1626167]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,2.09,: Missed,,,,,,,,,,,,,,,,,,Turner,1626167.0,3.0,,,
430,PT01M29.00S,2020-03-11T00:35:54.0Z,3,REGULAR,rebound,defensive,[],203960,,,1610612754,73,89,2020-03-11T00:35:54Z,4280000,,[IND] Sampson defensive rebound (Off:1 Def:4),[203960],1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,428.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
431,PT01M27.00S,2020-03-11T00:35:55.5Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628410,94.03745072273325,51.049325980392155,1610612754,75,89,2020-03-11T00:36:03Z,4290000,right,[IND] Sumner layup: Made (2 PTS) assist: Sampson (1 AST),"[1628410, 203960]",1610612754.0,IND,runningfingerroll,,,Sumner,E. Sumner,,,,,1.04,: Made,,,,,2.0,Sampson,203960.0,1.0,,,,,,,,,,,,,,,
432,PT01M27.00S,2020-03-11T00:36:03.3Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,75,89,2020-03-11T00:36:03Z,4300000,,[BOS] timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT01M27.00S,2020-03-11T00:37:13.1Z,3,REGULAR,substitution,out,[],1626167,,,1610612738,75,89,2020-03-11T00:37:27Z,4310000,,[IND] substitution Turner replaced by Sabonis,"[1626167, 1627734]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabonis,1627734.0,
435,PT01M27.00S,2020-03-11T00:37:13.1Z,3,REGULAR,substitution,out,[],202330,,,1610612738,75,89,2020-03-11T00:37:27Z,4320000,,[BOS] substitution Hayward replaced by Kanter,"[202330, 202683]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,
436,PT01M27.00S,2020-03-11T00:37:13.1Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,75,89,2020-03-11T00:37:27Z,4330000,,[BOS] substitution Theis replaced by Smart,"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
437,PT01M27.00S,2020-03-11T00:37:13.1Z,3,REGULAR,substitution,out,[],1629641,,,1610612738,75,89,2020-03-11T00:37:27Z,4340000,,[BOS] substitution Langford replaced by Ojeleye,"[1629641, 1628400]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,
442,PT01M08.00S,2020-03-11T00:37:55.1Z,3,REGULAR,foul,personal,[],1627734,,,1610612738,75,89,2020-03-11T00:38:11Z,4390000,,[IND] Sabonis foul personal (1 PF),"[1627734, 202683]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Kanter,202683.0,,,,,,
444,PT01M04.00S,2020-03-11T00:38:15.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202954,7.440867279894875,50.80422794117647,1610612738,75,91,2020-03-11T00:38:20Z,4410000,left,[BOS] Wanamaker layup: Made (4 PTS) assist: Kanter (1 AST),"[202954, 202683]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,2.32,: Made,,,,,4.0,Kanter,202683.0,1.0,,,,,,,,,,,,,,,
445,PT01M04.00S,2020-03-11T00:38:20.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204456,,,1610612738,75,91,2020-03-11T00:38:26Z,4420000,,[IND] McConnell foul personal (1 PF) (Wanamaker inpenalty),"[204456, 202954]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Wanamaker,202954.0,,,,,,
447,PT01M04.00S,2020-03-11T00:38:40.3Z,3,REGULAR,freethrow,1of1,[],202954,,,1610612738,75,92,2020-03-11T00:38:40Z,4440000,,[BOS] Wanamaker freethrow 1of1: Made (5 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,: Made,,,,,5.0,,,,,,,,,,,,,,,,,,
449,PT00M56.90S,2020-03-11T00:39:01.2Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1778,,,1610612754,75,92,2020-03-11T00:39:07Z,4460000,,[IND] Team foul technical,[1778],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,,
450,PT00M56.90S,2020-03-11T00:39:17.4Z,3,REGULAR,freethrow,1of1,[],1628369,,,1610612754,75,93,2020-03-11T00:39:17Z,4470000,,[BOS] Tatum technical freethrow 1of1: Made (23 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,: Made,,,,,23.0,,,,,,,,,,,,,,,,,,
451,PT00M48.00S,2020-03-11T00:39:51.2Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1627734,91.80354796320631,52.27481617647059,1610612754,77,93,2020-03-11T00:39:55Z,4480000,right,[IND] Sabonis dunk: Made (20 PTS) assist: Sumner (1 AST),"[1627734, 1628410]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,3.21,: Made,,,,,20.0,Sumner,1628410.0,1.0,,,,,,,,,,,,,,,
453,PT00M48.00S,2020-03-11T00:39:53.4Z,3,REGULAR,foul,personal,['1freethrow'],202954,,,1610612754,77,93,2020-03-11T00:40:00Z,4500000,,[BOS] Wanamaker foul personal (1 PF) (Sabonis 1freethrow),"[202954, 1627734]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Sabonis,1627734.0,,,,,,
455,PT00M48.00S,2020-03-11T00:40:18.1Z,3,REGULAR,freethrow,1of1,[],1627734,,,1610612754,78,93,2020-03-11T00:40:18Z,4520000,,[IND] Sabonis freethrow 1of1: Made (21 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,: Made,,,,,21.0,,,,,,,,,,,,,,,,,,
456,PT00M32.10S,2020-03-11T00:40:44.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628410,,,1610612738,78,93,2020-03-11T00:40:50Z,4530000,,[IND] Sumner foul personal (1 PF) (Tatum inpenalty),"[1628410, 1628369]",1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Tatum,1628369.0,,,,,,
458,PT00M32.10S,2020-03-11T00:41:05.0Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,78,93,2020-03-11T00:41:05Z,4550000,,[BOS] Tatum freethrow 1of2: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M32.10S,2020-03-11T00:41:05.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,78,93,2020-03-11T00:41:05Z,4560000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,,,,,
460,PT00M32.10S,2020-03-11T00:41:06.0Z,3,REGULAR,substitution,out,[],202683,,,1610612738,78,93,2020-03-11T00:41:08Z,4570000,,[BOS] substitution Kanter replaced by Theis,"[202683, 1628464]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,
463,PT00M32.10S,2020-03-11T00:41:20.8Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,78,94,2020-03-11T00:41:20Z,4590000,,[BOS] Tatum freethrow 2of2: Made (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,: Made,,,,,24.0,,,,,,,,,,,,,,,,,,
465,PT00M18.30S,2020-03-11T00:41:41.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],204456,93.11760840998686,48.59834558823529,1610612754,80,94,2020-03-11T00:41:43Z,4610000,right,[IND] McConnell layup: Made (2 PTS),[204456],1610612754.0,IND,drivingfingerroll,,,McConnell,T. McConnell,,,,,1.9,: Made,,,,,2.0,,,,,,,,,,,,,,,,,,
466,PT00M01.00S,2020-03-11T00:42:03.0Z,3,REGULAR,3pt,jumpshot,[],1628369,24.26084099868594,86.09834558823529,1610612738,80,94,2020-03-11T00:42:09Z,4620000,left,[BOS] Tatum stepback 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,25.57,: Missed,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M01.00S,2020-03-11T00:42:03.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,80,94,2020-03-11T00:42:09Z,4630000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,466.0,,,,,,,,,,,,,,,,,,,,,,
468,PT00M00.00S,2020-03-11T00:42:05.9Z,3,REGULAR,period,end,[],0,,,1610612738,80,94,2020-03-11T00:42:05Z,4640000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2020-03-11T00:44:07.8Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612738,80,94,2020-03-11T00:44:30Z,4650000,,[BOS] substitution Theis replaced by Kanter,"[1628464, 202683]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanter,202683.0,
471,PT12M00.00S,2020-03-11T00:44:49.4Z,4,REGULAR,period,start,[],0,,,1610612738,80,94,2020-03-11T00:44:49Z,4670000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT11M37.00S,2020-03-11T00:45:14.3Z,4,REGULAR,3pt,jumpshot,[],1628369,30.042706964520367,73.35324754901961,1610612738,80,94,2020-03-11T00:45:30Z,4680000,left,[BOS] Tatum 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.28,: Missed,,,,,,,,,,,,,,,,,,,,,,,
473,PT11M36.00S,2020-03-11T00:45:15.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,80,94,2020-03-11T00:45:30Z,4690000,,[BOS] Team offensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,,,,,,
474,PT11M36.00S,2020-03-11T00:45:18.3Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,80,94,2020-03-11T00:45:23Z,4700000,,[BOS] Team shotclock turnover,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,1626302.0,,,,,,,,,,
475,PT11M26.00S,2020-03-11T00:45:34.0Z,4,REGULAR,3pt,jumpshot,['fromturnover'],203200,64.20827858081472,35.36305147058824,1610612754,80,94,2020-03-11T00:48:26Z,4710000,right,[IND] Holiday 3pt jumpshot: Missed,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,29.85,: Missed,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M23.00S,2020-03-11T00:45:37.0Z,4,REGULAR,rebound,defensive,[],202683,,,1610612738,80,94,2020-03-11T00:45:39Z,4720000,,[BOS] Kanter defensive rebound (Off:2 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,475.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
477,PT11M15.00S,2020-03-11T00:45:44.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.178055190538765,52.76501225490197,1610612738,80,94,2020-03-11T00:45:48Z,4730000,left,[BOS] Tatum layup: Missed Block: Holiday (2 BLK),"[1628369, 203200]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.47,: Missed,,,,,,,,,,,,,,,,,,Holiday,203200.0,2.0,,,
479,PT11M13.00S,2020-03-11T00:45:46.9Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,80,94,2020-03-11T00:45:48Z,4750000,,[BOS] Tatum offensive rebound (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,477.0,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
480,PT11M06.00S,2020-03-11T00:45:54.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628369,5.995400788436268,49.333639705882355,1610612738,80,94,2020-03-11T00:45:59Z,4760000,left,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,fingerroll,,,Tatum,J. Tatum,,,,,1.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
481,PT11M03.00S,2020-03-11T00:45:57.0Z,4,REGULAR,rebound,offensive,[],202954,,,1610612738,80,94,2020-03-11T00:45:59Z,4770000,,[BOS] Wanamaker offensive rebound (Off:1 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,480.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
482,PT11M02.00S,2020-03-11T00:46:00.7Z,4,REGULAR,foul,personal,[],203960,,,1610612738,80,94,2020-03-11T00:46:12Z,4780000,,[IND] Sampson foul personal (2 PF),"[203960, 1628400]",1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,,,,,,,,,,,,,201640.0,2.0,0.0,Ojeleye,1628400.0,,,,,,
484,PT10M53.00S,2020-03-11T00:46:28.2Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",203935,20.18725361366623,47.61795343137255,1610612738,80,96,2020-03-11T00:46:32Z,4800000,left,[BOS] Smart jumpshot: Made (12 PTS),[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,14.33,: Made,,,,,12.0,,,,,,,,,,,,,,,,,,
485,PT10M39.00S,2020-03-11T00:46:42.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627734,93.24901445466492,49.08854166666667,1610612754,82,96,2020-03-11T00:46:45Z,4810000,right,[IND] Sabonis layup: Made (23 PTS) assist: McConnell (4 AST),"[1627734, 204456]",1610612754.0,IND,cuttingfingerroll,,,Sabonis,D. Sabonis,,,,,1.71,: Made,,,,,23.0,McConnell,204456.0,4.0,,,,,,,,,,,,,,,
487,PT10M15.00S,2020-03-11T00:47:06.9Z,4,REGULAR,3pt,jumpshot,[],203935,34.773324572930356,51.53952205882353,1610612738,82,96,2020-03-11T00:47:11Z,4830000,left,[BOS] Smart pullup 3pt jumpshot: Missed,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,28.0,: Missed,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M12.00S,2020-03-11T00:47:09.9Z,4,REGULAR,rebound,defensive,[],1628410,,,1610612754,82,96,2020-03-11T00:47:11Z,4840000,,[IND] Sumner defensive rebound (Off:0 Def:3),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,487.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
489,PT10M04.00S,2020-03-11T00:47:17.4Z,4,REGULAR,2pt,jumpshot,[],203200,93.38042049934296,79.72579656862744,1610612754,84,96,2020-03-11T00:47:21Z,4850000,right,[IND] Holiday jumpshot: Made (8 PTS) assist: Sabonis (6 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,14.94,: Made,,,,,8.0,Sabonis,1627734.0,6.0,,,,,,,,,,,,,,,
491,PT09M42.00S,2020-03-11T00:47:39.2Z,4,REGULAR,2pt,jumpshot,[],1628369,19.530223390275953,74.08854166666666,1610612738,84,98,2020-03-11T00:47:42Z,4870000,left,[BOS] Tatum jumpshot: Made (26 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,18.21,: Made,,,,,26.0,,,,,,,,,,,,,,,,,,
492,PT09M19.00S,2020-03-11T00:48:02.2Z,4,REGULAR,3pt,jumpshot,[],203960,93.11760840998686,2.2748161764705883,1610612754,84,98,2020-03-11T00:48:06Z,4880000,right,[IND] Sampson 3pt jumpshot: Missed,[203960],1610612754.0,IND,,,,Sampson,J. Sampson,,,,,23.93,: Missed,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M16.00S,2020-03-11T00:48:05.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,84,98,2020-03-11T00:48:06Z,4890000,,[BOS] Tatum defensive rebound (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,492.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
494,PT09M07.00S,2020-03-11T00:48:14.6Z,4,REGULAR,3pt,jumpshot,[],1628369,30.436925098554536,81.93167892156863,1610612738,84,98,2020-03-11T00:48:21Z,4900000,left,[BOS] Tatum pullup 3pt jumpshot: Missed,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,28.75,: Missed,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M04.00S,2020-03-11T00:48:17.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,84,98,2020-03-11T00:48:21Z,4910000,,[IND] Team defensive rebound,[],1610612754.0,IND,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,,,,,
496,PT09M04.00S,2020-03-11T00:48:22.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612754,84,98,2020-03-11T00:48:22Z,4920000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT09M04.00S,2020-03-11T00:48:23.2Z,4,REGULAR,substitution,out,[],203960,,,1610612754,84,98,2020-03-11T00:48:25Z,4930000,,[IND] substitution Sampson replaced by Warren,"[203960, 203933]",1610612754.0,IND,,,,Sampson,J. Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,Warren,203933.0,
499,PT08M49.00S,2020-03-11T00:48:45.9Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1627734,91.40932982917214,53.74540441176471,1610612754,84,98,2020-03-11T00:48:50Z,4950000,right,[IND] Sabonis hook: Missed,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,3.86,: Missed,,,,,,,,,,,,,,,,,,,,,,,
500,PT08M47.00S,2020-03-11T00:48:47.9Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,84,98,2020-03-11T00:48:50Z,4960000,,[BOS] Ojeleye defensive rebound (Off:1 Def:5),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,499.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,,,
501,PT08M30.00S,2020-03-11T00:49:04.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203935,7.703679369250986,50.55912990196079,1610612738,84,98,2020-03-11T00:49:09Z,4970000,left,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,drivingfingerroll,,,Smart,M. Smart,,,,,2.56,: Missed,,,,,,,,,,,,,,,,,,,,,,,
502,PT08M27.00S,2020-03-11T00:49:07.6Z,4,REGULAR,rebound,defensive,[],1628410,,,1610612754,84,98,2020-03-11T00:49:09Z,4980000,,[IND] Sumner defensive rebound (Off:0 Def:4),[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,501.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
503,PT08M23.00S,2020-03-11T00:49:11.9Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1628410,95.48291721419186,55.21599264705882,1610612754,86,98,2020-03-11T00:50:22Z,4990000,right,[IND] Sumner layup: Made (4 PTS),[1628410],1610612754.0,IND,runningfingerroll,,,Sumner,E. Sumner,,,,,2.65,: Made,,,,,4.0,,,,,,,,,,,,,,,,,,
504,PT08M05.00S,2020-03-11T00:49:29.7Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,15.062417871222076,41.73560049019608,1610612738,86,98,2020-03-11T00:49:40Z,5000000,left,[BOS] Tatum jumpshot: Missed,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,10.32,: Missed,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M03.00S,2020-03-11T00:49:31.7Z,4,REGULAR,rebound,offensive,[],202683,,,1610612738,86,98,2020-03-11T00:49:40Z,5010000,,[BOS] Kanter offensive rebound (Off:3 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,504.0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
