actionNumber,clock,timeActual,period,periodType,actionType,subType,descriptor,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,side,description,personIdsFilter,teamId,teamTricode,isFieldGoal,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,jumpBallRecoveredName,jumpBallRecoveredPersonId,pointsTotal,shotResult,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotActionNumber,stealPlayerName,stealPersonId,stealTotal,turnoverTotal,assistPlayerName,assistPersonId,assistTotal,blockPersonId,blockPlayerName,foulDrawnPlayerName,foulDrawnPersonId,foulPersonalTotal,foulTechnicalTotal,officialId
103,PT02M58.00S,2020-08-04T23:04:48Z,1,REGULAR,3pt,jumpshot,,[],1627759,13.22,3.99,1610612738,24,16,2020-08-04T23:04:54,1020000,230,72,left,MISS Brown 24' 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,24.1,,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2020-08-04T23:04:51Z,1,REGULAR,rebound,offensive,,[],202683,,,1610612738,24,16,2020-08-04T23:04:54,1030000,230,72,left,Kanter REBOUND (Off:2 Def:0),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,2.0,0.0,2.0,103.0,,,,,,,,,,,,,,
105,PT02M54.00S,2020-08-04T23:04:51Z,1,REGULAR,2pt,layup,putback,"['pointsinthepaint', '2ndchance']",202683,5.6,47.13,1610612738,24,18,2020-08-04T23:04:58,1040000,14,0,left,Kanter 1' Putback Layup (4 PTS),[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,4.0,Made,1.4,,,,,,,,,,,,,,,,,,
106,PT02M38.00S,2020-08-04T23:05:10Z,1,REGULAR,foul,personal,,[],1628369,,,1610612748,24,18,2020-08-04T23:05:16,1050000,-197,191,right,Tatum P.FOUL (P1.T3),"[1628369, 1629130]",1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,Robinson,1629130.0,1.0,0.0,1146.0
108,PT02M32.00S,2020-08-04T23:05:34Z,1,REGULAR,2pt,layup,cutting,['pointsinthepaint'],203482,92.99,44.19,1610612748,26,18,2020-08-04T23:06:12,1070000,-29,13,right,Olynyk 3' Cutting Layup Shot (2 PTS) (Iguodala 1 AST),"[203482, 2738]",1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,2.0,Made,3.18,,,,,,,,,Iguodala,2738.0,1.0,,,,,,,
110,PT02M16.00S,2020-08-04T23:05:50Z,1,REGULAR,turnover,badpass,,[],202954,,,1610612738,26,18,2020-08-04T23:05:54,1090000,52,93,left,Wanamaker Bad Pass Turnover (P1.T4) Stolen,"[202954, 201609]",1610612738,BOS,0,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,Dragic,201609.0,1.0,1.0,,,,,,,,,,
111,PT02M16.00S,2020-08-04T23:05:50Z,1,REGULAR,steal,,,[],201609,,,1610612748,26,18,0001-01-01T00:00:00,1100000,52,93,left, STEAL ,[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M13.00S,2020-08-04T23:05:53Z,1,REGULAR,3pt,jumpshot,,"['fromturnover', 'fastbreak']",1629130,79.06,8.4,1610612748,26,18,2020-08-04T23:06:00,1110000,-208,144,right,MISS Robinson 25' 3PT Jump Shot,[1629130],1610612748,MIA,1,Robinson,D. Robinson,,,,,,,0.0,Missed,25.3,,,,,,,,,,,,,,,,,,
113,PT02M10.00S,2020-08-04T23:05:56Z,1,REGULAR,rebound,defensive,,[],1627759,,,1610612738,26,18,2020-08-04T23:06:00,1120000,-208,144,right,Brown REBOUND (Off:0 Def:3),[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,3.0,3.0,0.0,112.0,,,,,,,,,,,,,,
114,PT01M54.00S,2020-08-04T23:06:12Z,1,REGULAR,3pt,jumpshot,,[],1627759,32.67,67.47,1610612738,26,18,2020-08-04T23:06:17,1130000,-87,255,left,MISS Brown 27' 3PT Jump Shot,[1627759],1610612738,BOS,1,Brown,J. Brown,,,,,,,0.0,Missed,26.94,,,,,,,,,,,,,,,,,,
115,PT01M52.00S,2020-08-04T23:06:14Z,1,REGULAR,rebound,offensive,,[],202683,,,1610612738,26,18,2020-08-04T23:06:17,1140000,-87,255,left,Kanter REBOUND (Off:3 Def:0),[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,3.0,0.0,3.0,114.0,,,,,,,,,,,,,,
116,PT01M50.00S,2020-08-04T23:06:17Z,1,REGULAR,2pt,layup,putback,"['pointsinthepaint', '2ndchance']",202683,6.65,44.92,1610612738,26,20,2020-08-04T23:06:23,1150000,25,10,left,Kanter 3' Putback Layup (6 PTS),[202683],1610612738,BOS,1,Kanter,E. Kanter,,,,,,,6.0,Made,2.69,,,,,,,,,,,,,,,,,,
117,PT01M37.00S,2020-08-04T23:06:30Z,1,REGULAR,3pt,jumpshot,,[],2738,70.52,74.33,1610612748,26,20,2020-08-04T23:06:35,1160000,122,225,right,MISS Iguodala 26' 3PT Jump Shot,[2738],1610612748,MIA,1,Iguodala,A. Iguodala,,,,,,,0.0,Missed,25.59,,,,,,,,,,,,,,,,,,
118,PT01M32.00S,2020-08-04T23:06:35Z,1,REGULAR,rebound,defensive,,[],1628369,,,1610612738,26,20,2020-08-04T23:09:11,1170000,122,225,right,Tatum REBOUND (Off:0 Def:1),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,,,,1.0,1.0,0.0,117.0,,,,,,,,,,,,,,
119,PT01M26.00S,2020-08-04T23:06:40Z,1,REGULAR,3pt,jumpshot,,[],202954,30.96,30.46,1610612738,26,20,2020-08-04T23:06:46,1180000,98,239,left,MISS Wanamaker 26' 3PT Jump Shot,[202954],1610612738,BOS,1,Wanamaker,B. Wanamaker,,,,,,,0.0,Missed,25.83,,,,,,,,,,,,,,,,,,
120,PT01M24.00S,2020-08-04T23:06:42Z,1,REGULAR,rebound,defensive,,['team'],0,,,1610612748,26,20,2020-08-04T23:06:46,1190000,98,239,left,HEAT Rebound,[],1610612748,MIA,0,,,,,,,,,,,,0.0,0.0,0.0,119.0,,,,,,,,,,,,,,
121,PT01M24.00S,2020-08-04T23:06:45Z,1,REGULAR,stoppage,outofbounds,,[],0,,,1610612748,26,20,0001-01-01T00:00:00,1200000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M24.00S,2020-08-04T23:06:46Z,1,REGULAR,substitution,out,,[],1629130,,,1610612748,26,20,2020-08-04T23:07:08,1210000,0,-80,,SUB: Herro FOR Robinson,[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M24.00S,2020-08-04T23:06:46Z,1,REGULAR,substitution,out,,[],1627759,,,1610612748,26,20,0001-01-01T00:00:00,1230000,0,-80,,SUB: Ojeleye FOR Brown,[1627759],1610612738,BOS,0,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M15.00S,2020-08-04T23:07:28Z,1,REGULAR,foul,personal,shooting,['3freethrow'],203935,,,1610612748,26,20,2020-08-04T23:07:40,1250000,120,223,right,Smart S.FOUL (P1.T4),"[203935, 201609]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,Dragic,201609.0,1.0,0.0,1146.0
128,PT01M15.00S,2020-08-04T23:07:57Z,1,REGULAR,freethrow,1of3,,[],201609,,,1610612748,27,20,0001-01-01T00:00:00,1270000,-250,888,right,Dragic Free Throw 1 of 3 (3 PTS),[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,3.0,Made,,,,,,,,,,,,,,,,,,,
129,PT01M15.00S,2020-08-04T23:08:11Z,1,REGULAR,freethrow,2of3,,[],201609,,,1610612748,28,20,0001-01-01T00:00:00,1280000,-250,888,right,Dragic Free Throw 2 of 3 (4 PTS),[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,4.0,Made,,,,,,,,,,,,,,,,,,,
130,PT01M15.00S,2020-08-04T23:08:25Z,1,REGULAR,freethrow,3of3,,[],201609,,,1610612748,29,20,0001-01-01T00:00:00,1290000,-250,888,right,Dragic Free Throw 3 of 3 (5 PTS),[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,5.0,Made,,,,,,,,,,,,,,,,,,,
131,PT00M55.20S,2020-08-04T23:08:48Z,1,REGULAR,3pt,jumpshot,stepback,[],1628369,28.47,75.31,1610612738,29,23,2020-08-04T23:10:38,1300000,-127,215,left,Tatum 25' 3PT Step Back Jump Shot (3 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,3.0,Made,24.97,,,,,,,,,,,,,,,,,,
132,PT00M35.20S,2020-08-04T23:09:12Z,1,REGULAR,2pt,dunk,cutting,['pointsinthepaint'],1627884,93.12,47.86,1610612748,31,23,2020-08-04T23:09:17,1310000,-11,12,right,Jones Jr. 2' Cutting Dunk Shot (2 PTS) (Herro 1 AST),"[1627884, 1629639]",1610612748,MIA,1,Jones Jr.,D. Jones Jr.,,,,,,,2.0,Made,1.63,,,,,,,,,Herro,1629639.0,1.0,,,,,,,
134,PT00M27.30S,2020-08-04T23:09:26Z,1,REGULAR,2pt,layup,driving,['pointsinthepaint'],1628369,8.62,40.27,1610612738,31,25,2020-08-04T23:09:38,1330000,49,29,left,Tatum 6' Driving Layup (5 PTS),[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,5.0,Made,5.69,,,,,,,,,,,,,,,,,,
135,PT00M27.30S,2020-08-04T23:09:32Z,1,REGULAR,foul,personal,shooting,['1freethrow'],1627884,,,1610612738,31,25,2020-08-04T23:09:42,1340000,49,29,left,Jones Jr. S.FOUL (P1.T2),"[1627884, 1628369]",1610612748,MIA,0,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,1.0,0.0,101283.0
137,PT00M27.30S,2020-08-04T23:09:42Z,1,REGULAR,substitution,out,,[],1627884,,,1610612738,31,25,2020-08-04T23:10:38,1360000,0,-80,,SUB: Robinson FOR Jones Jr.,[1627884],1610612748,MIA,0,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M27.30S,2020-08-04T23:10:02Z,1,REGULAR,freethrow,1of1,,[],1628369,,,1610612738,31,26,0001-01-01T00:00:00,1380000,250,-52,left,Tatum Free Throw 1 of 1 (6 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,6.0,Made,,,,,,,,,,,,,,,,,,,
140,PT00M08.80S,2020-08-04T23:10:23Z,1,REGULAR,2pt,jumpshot,stepback,[],201609,79.32,33.65,1610612748,33,26,2020-08-04T23:10:29,1390000,-82,142,right,Dragic 16' Step Back Jump Shot (7 PTS),[201609],1610612748,MIA,1,Dragic,G. Dragic,,,,,,,7.0,Made,16.4,,,,,,,,,,,,,,,,,,
141,PT00M00.50S,2020-08-04T23:10:34Z,1,REGULAR,foul,personal,shooting,"['inpenalty', '2freethrow']",1629130,,,1610612738,33,26,2020-08-04T23:10:48,1400000,68,201,left,Robinson S.FOUL (P2.PN),"[1629130, 1628369]",1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,2.0,0.0,202026.0
143,PT00M00.50S,2020-08-04T23:10:58Z,1,REGULAR,freethrow,1of2,,[],1628369,,,1610612738,33,27,0001-01-01T00:00:00,1420000,250,-52,left,Tatum Free Throw 1 of 2 (7 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,7.0,Made,,,,,,,,,,,,,,,,,,,
144,PT00M00.50S,2020-08-04T23:11:14Z,1,REGULAR,freethrow,2of2,,[],1628369,,,1610612738,33,28,0001-01-01T00:00:00,1430000,250,-52,left,Tatum Free Throw 2 of 2 (8 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,8.0,Made,,,,,,,,,,,,,,,,,,,
145,PT00M00.00S,2020-08-04T23:11:19Z,1,REGULAR,period,end,,[],0,,,1610612748,33,28,0001-01-01T00:00:00,1440000,0,-80,,End of 1st Period (7:12 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2020-08-04T23:14:18Z,2,REGULAR,substitution,out,,['startperiod'],1629130,,,1610612748,33,28,0001-01-01T00:00:00,1450000,0,-80,,,[1629130],1610612748,MIA,0,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2020-08-04T23:15:01Z,2,REGULAR,period,start,,[],0,,,1610612738,33,28,0001-01-01T00:00:00,1470000,0,-80,,Start of 2nd Period (7:15 PM EST),[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M43.00S,2020-08-04T23:15:17Z,2,REGULAR,2pt,layup,,['pointsinthepaint'],202683,4.02,37.32,1610612738,33,28,2020-08-04T23:15:24,1480000,63,-15,left,MISS Kanter 6' Layup Blocked,"[202683, 203482]",1610612738,BOS,1,Kanter,E. Kanter,,,,,,,0.0,Missed,6.48,,,,,,,,,,,,203482.0,Olynyk,,,,,
150,PT11M43.00S,2020-08-04T23:15:17Z,2,REGULAR,block,,,[],203482,,,1610612738,33,28,0001-01-01T00:00:00,1490000,63,-15,left, BLOCK ,[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M40.00S,2020-08-04T23:15:20Z,2,REGULAR,rebound,defensive,,[],203482,,,1610612748,33,28,2020-08-04T23:15:24,1500000,63,-15,left,Olynyk REBOUND (Off:0 Def:3),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,3.0,3.0,0.0,149.0,,,,,,,,,,,,,,
152,PT11M25.00S,2020-08-04T23:15:36Z,2,REGULAR,3pt,jumpshot,pullup,[],201609,67.36,36.59,1610612748,33,28,2020-08-04T23:15:43,1510000,-67,254,right,MISS Dragic 26' 3PT Pullup Jump Shot,[201609],1610612748,MIA,1,Dragic,G. Dragic,,,,,,,0.0,Missed,26.27,,,,,,,,,,,,,,,,,,
153,PT11M21.00S,2020-08-04T23:15:40Z,2,REGULAR,rebound,offensive,,[],203482,,,1610612748,33,28,2020-08-04T23:15:43,1520000,-67,254,right,Olynyk REBOUND (Off:1 Def:3),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,4.0,3.0,1.0,152.0,,,,,,,,,,,,,,
154,PT11M20.00S,2020-08-04T23:15:40Z,2,REGULAR,3pt,jumpshot,,['2ndchance'],1629639,71.44,75.8,1610612748,36,28,2020-08-04T23:15:49,1530000,129,216,right,Herro 25' 3PT Jump Shot (3 PTS) (Olynyk 3 AST),"[1629639, 203482]",1610612748,MIA,1,Herro,T. Herro,,,,,,,3.0,Made,25.16,,,,,,,,,Olynyk,203482.0,3.0,,,,,,,
156,PT11M08.00S,2020-08-04T23:15:53Z,2,REGULAR,3pt,jumpshot,,[],1628400,22.55,12.81,1610612738,36,31,2020-08-04T23:15:57,1550000,186,159,left,Ojeleye 24' 3PT Jump Shot (3 PTS) (Kanter 1 AST),"[1628400, 202683]",1610612738,BOS,1,Ojeleye,S. Ojeleye,,,,,,,3.0,Made,24.47,,,,,,,,,Kanter,202683.0,1.0,,,,,,,
158,PT10M46.00S,2020-08-04T23:16:14Z,2,REGULAR,turnover,lostball,,[],1629639,,,1610612748,36,31,2020-08-04T23:16:18,1570000,-50,106,right,Herro Lost Ball Turnover (P1.T3) Stolen,"[1629639, 203935]",1610612748,MIA,0,Herro,T. Herro,,,,,,,,,,,,,,Smart,203935.0,2.0,1.0,,,,,,,,,,
159,PT10M46.00S,2020-08-04T23:16:14Z,2,REGULAR,steal,,,[],203935,,,1610612738,36,31,0001-01-01T00:00:00,1580000,-50,106,right, STEAL ,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M39.00S,2020-08-04T23:16:21Z,2,REGULAR,3pt,jumpshot,stepback,['fromturnover'],1628369,14.54,94.92,1610612738,36,31,2020-08-04T23:16:29,1590000,-225,84,left,MISS Tatum 24' 3PT Step Back Jump Shot,[1628369],1610612738,BOS,1,Tatum,J. Tatum,,,,,,,0.0,Missed,24.02,,,,,,,,,,,,,,,,,,
161,PT10M35.00S,2020-08-04T23:16:25Z,2,REGULAR,rebound,defensive,,[],2738,,,1610612748,36,31,2020-08-04T23:18:47,1600000,-225,84,left,Iguodala REBOUND (Off:0 Def:1),[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,,,,1.0,1.0,0.0,160.0,,,,,,,,,,,,,,
162,PT10M25.00S,2020-08-04T23:16:39Z,2,REGULAR,foul,personal,shooting,['2freethrow'],203935,,,1610612748,36,31,2020-08-04T23:16:45,1610000,-3,15,right,Smart S.FOUL (P2.T1),"[203935, 203482]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,Olynyk,203482.0,2.0,0.0,202026.0
164,PT10M25.00S,2020-08-04T23:17:01Z,2,REGULAR,freethrow,1of2,,[],203482,,,1610612748,36,31,0001-01-01T00:00:00,1630000,-250,888,right,MISS Olynyk Free Throw 1 of 2,[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,2.0,Missed,,,,,,,,,,,,,,,,,,,
165,PT10M25.00S,2020-08-04T23:17:01Z,2,REGULAR,rebound,offensive,,"['deadball', 'team']",0,,,1610612748,36,31,0001-01-01T00:00:00,1640000,-250,888,right,HEAT Rebound,[],1610612748,MIA,0,,,,,,,,,,,,0.0,0.0,0.0,164.0,,,,,,,,,,,,,,
166,PT10M25.00S,2020-08-04T23:17:07Z,2,REGULAR,substitution,out,,[],202683,,,1610612748,36,31,0001-01-01T00:00:00,1650000,0,-80,,SUB: Williams FOR Kanter,[202683],1610612738,BOS,0,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M25.00S,2020-08-04T23:17:26Z,2,REGULAR,freethrow,2of2,,[],203482,,,1610612748,37,31,0001-01-01T00:00:00,1670000,-250,888,right,Olynyk Free Throw 2 of 2 (3 PTS),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,3.0,Made,,,,,,,,,,,,,,,,,,,
169,PT10M07.00S,2020-08-04T23:17:47Z,2,REGULAR,2pt,jumpshot,pullup,[],202954,14.8,10.85,1610612738,37,31,2020-08-04T23:17:54,1680000,196,87,left,MISS Wanamaker 21' Pullup Jump Shot,[202954],1610612738,BOS,1,Wanamaker,B. Wanamaker,,,,,,,0.0,Missed,21.44,,,,,,,,,,,,,,,,,,
170,PT10M05.00S,2020-08-04T23:17:49Z,2,REGULAR,rebound,offensive,,['team'],0,,,1610612738,37,31,2020-08-04T23:17:54,1690000,196,87,left,Celtics Rebound,[],1610612738,BOS,0,,,,,,,,,,,,0.0,0.0,0.0,169.0,,,,,,,,,,,,,,
171,PT10M05.00S,2020-08-04T23:17:52Z,2,REGULAR,foul,personal,looseball,[],1629639,,,1610612738,37,31,2020-08-04T23:18:03,1700000,8,24,left,Herro L.B.FOUL (P1.T1),"[1629639, 1628400]",1610612748,MIA,0,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,Ojeleye,1628400.0,1.0,0.0,1146.0
173,PT09M57.00S,2020-08-04T23:18:14Z,2,REGULAR,2pt,layup,driving,"['pointsinthepaint', '2ndchance']",203935,7.31,45.17,1610612738,37,31,2020-08-04T23:18:19,1720000,24,16,left,MISS Smart 3' Driving Layup,[203935],1610612738,BOS,1,Smart,M. Smart,,,,,,,0.0,Missed,2.88,,,,,,,,,,,,,,,,,,
174,PT09M54.00S,2020-08-04T23:18:17Z,2,REGULAR,rebound,defensive,,[],1629639,,,1610612748,37,31,2020-08-04T23:18:19,1730000,24,16,left,Herro REBOUND (Off:0 Def:1),[1629639],1610612748,MIA,0,Herro,T. Herro,,,,,,,,,,1.0,1.0,0.0,173.0,,,,,,,,,,,,,,
175,PT09M46.00S,2020-08-04T23:18:27Z,2,REGULAR,foul,personal,shooting,['2freethrow'],203935,,,1610612748,37,31,2020-08-04T23:18:38,1740000,0,-6,right,Smart S.FOUL (P3.T2),"[203935, 203482]",1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,Olynyk,203482.0,3.0,0.0,1146.0
177,PT09M46.00S,2020-08-04T23:18:47Z,2,REGULAR,freethrow,1of2,,[],203482,,,1610612748,38,31,0001-01-01T00:00:00,1760000,-250,888,right,Olynyk Free Throw 1 of 2 (4 PTS),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,4.0,Made,,,,,,,,,,,,,,,,,,,
178,PT09M46.00S,2020-08-04T23:19:05Z,2,REGULAR,freethrow,2of2,,[],203482,,,1610612748,39,31,0001-01-01T00:00:00,1770000,-250,888,right,Olynyk Free Throw 2 of 2 (5 PTS),[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,5.0,Made,,,,,,,,,,,,,,,,,,,
179,PT09M33.00S,2020-08-04T23:19:24Z,2,REGULAR,foul,personal,shooting,['2freethrow'],1627884,,,1610612738,39,31,2020-08-04T23:19:47,1780000,-70,76,left,Jones Jr. S.FOUL (P2.T2),"[1627884, 1628369]",1610612748,MIA,0,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,Tatum,1628369.0,2.0,0.0,202026.0
181,PT09M33.00S,2020-08-04T23:19:48Z,2,REGULAR,freethrow,1of2,,[],1628369,,,1610612738,39,32,0001-01-01T00:00:00,1800000,250,-52,left,Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,9.0,Made,,,,,,,,,,,,,,,,,,,
182,PT09M33.00S,2020-08-04T23:19:49Z,2,REGULAR,substitution,out,,[],203935,,,1610612738,39,32,0001-01-01T00:00:00,1810000,0,-80,,SUB: Hayward FOR Smart,[203935],1610612738,BOS,0,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M33.00S,2020-08-04T23:20:06Z,2,REGULAR,freethrow,2of2,,[],1628369,,,1610612738,39,33,0001-01-01T00:00:00,1830000,250,-52,left,Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738,BOS,0,Tatum,J. Tatum,,,,,,,10.0,Made,,,,,,,,,,,,,,,,,,,
185,PT09M09.00S,2020-08-04T23:20:32Z,2,REGULAR,3pt,jumpshot,,[],1629639,74.59,12.81,1610612748,42,33,2020-08-04T23:20:37,1840000,-186,186,right,Herro 26' 3PT Jump Shot (6 PTS) (Olynyk 4 AST),"[1629639, 203482]",1610612748,MIA,1,Herro,T. Herro,,,,,,,6.0,Made,26.3,,,,,,,,,Olynyk,203482.0,4.0,,,,,,,
187,PT08M58.00S,2020-08-04T23:20:42Z,2,REGULAR,3pt,jumpshot,pullup,[],202330,31.62,54.24,1610612738,42,33,2020-08-04T23:20:50,1860000,-21,245,left,MISS Hayward 25' 3PT Pullup Jump Shot,[202330],1610612738,BOS,1,Hayward,G. Hayward,,,,,,,0.0,Missed,24.59,,,,,,,,,,,,,,,,,,
188,PT08M55.00S,2020-08-04T23:20:45Z,2,REGULAR,rebound,defensive,,[],201609,,,1610612748,42,33,2020-08-04T23:20:50,1870000,-21,245,left,Dragic REBOUND (Off:0 Def:1),[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,1.0,1.0,0.0,187.0,,,,,,,,,,,,,,
189,PT08M44.00S,2020-08-04T23:20:56Z,2,REGULAR,3pt,jumpshot,stepback,[],1629639,77.61,87.08,1610612748,45,33,2020-08-04T23:21:02,1880000,185,158,right,Herro 24' 3PT Step Back Jump Shot (9 PTS),[1629639],1610612748,MIA,1,Herro,T. Herro,,,,,,,9.0,Made,24.33,,,,,,,,,,,,,,,,,,
190,PT08M22.00S,2020-08-04T23:21:18Z,2,REGULAR,3pt,jumpshot,,[],1628400,18.61,4.97,1610612738,45,33,2020-08-04T23:21:23,1890000,225,122,left,MISS Ojeleye 26' 3PT Jump Shot,[1628400],1610612738,BOS,1,Ojeleye,S. Ojeleye,,,,,,,0.0,Missed,25.59,,,,,,,,,,,,,,,,,,
191,PT08M20.00S,2020-08-04T23:21:20Z,2,REGULAR,rebound,defensive,,[],2738,,,1610612748,45,33,2020-08-04T23:21:23,1900000,225,122,left,Iguodala REBOUND (Off:0 Def:2),[2738],1610612748,MIA,0,Iguodala,A. Iguodala,,,,,,,,,,2.0,2.0,0.0,190.0,,,,,,,,,,,,,,
192,PT07M59.00S,2020-08-04T23:21:44Z,2,REGULAR,stoppage,outofbounds,,[],0,,,1610612748,45,33,0001-01-01T00:00:00,1910000,0,-80,,,[],0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M58.00S,2020-08-04T23:22:02Z,2,REGULAR,2pt,jumpshot,turnaroundfadeaway,[],203482,80.9,17.47,1610612748,45,33,2020-08-04T23:23:46,1920000,-163,127,right,MISS Olynyk 21' Turnaround Fadeaway Shot Blocked,"[203482, 1629684]",1610612748,MIA,1,Olynyk,K. Olynyk,,,,,,,0.0,Missed,20.66,,,,,,,,,,,,1629684.0,Williams,,,,,
194,PT07M58.00S,2020-08-04T23:22:02Z,2,REGULAR,block,,,[],1629684,,,1610612748,45,33,2020-08-04T23:23:46,1930000,-163,127,right, BLOCK ,[1629684],1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M58.00S,2020-08-04T23:22:02Z,2,REGULAR,rebound,offensive,,['team'],0,,,1610612748,45,33,2020-08-04T23:23:46,1940000,-163,127,right,HEAT Rebound,[],1610612748,MIA,0,,,,,,,,,,,,0.0,0.0,0.0,193.0,,,,,,,,,,,,,,
196,PT07M58.00S,2020-08-04T23:22:06Z,2,REGULAR,turnover,shotclock,,['team'],0,,,1610612748,45,33,2020-08-04T23:23:52,1950000,-14,59,right,HEAT Turnover: Shot Clock (T#4),[],1610612748,MIA,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
197,PT07M47.00S,2020-08-04T23:22:34Z,2,REGULAR,turnover,badpass,,[],1629684,,,1610612738,45,33,2020-08-04T23:22:38,1960000,-162,147,left,Williams Bad Pass Turnover (P1.T5) Stolen,"[1629684, 203482]",1610612738,BOS,0,Williams,G. Williams,,,,,,,,,,,,,,Olynyk,203482.0,2.0,1.0,,,,,,,,,,
198,PT07M47.00S,2020-08-04T23:22:34Z,2,REGULAR,steal,,,[],203482,,,1610612748,45,33,0001-01-01T00:00:00,1970000,-162,147,left, STEAL ,[203482],1610612748,MIA,0,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M44.00S,2020-08-04T23:22:36Z,2,REGULAR,3pt,jumpshot,pullup,"['fromturnover', 'fastbreak']",1629639,68.54,60.85,1610612748,45,33,2020-08-04T23:24:25,1980000,54,243,right,MISS Herro 25' 3PT Pullup Jump Shot,[1629639],1610612748,MIA,1,Herro,T. Herro,,,,,,,0.0,Missed,24.89,,,,,,,,,,,,,,,,,,
200,PT07M42.00S,2020-08-04T23:22:39Z,2,REGULAR,rebound,offensive,,[],201609,,,1610612748,45,33,0001-01-01T00:00:00,1990000,54,243,right,Dragic REBOUND (Off:1 Def:1),[201609],1610612748,MIA,0,Dragic,G. Dragic,,,,,,,,,,2.0,1.0,1.0,199.0,,,,,,,,,,,,,,
