actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
344,PT09M46.00S,2020-09-24T02:05:02.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,52,46,2020-09-24T02:05:02Z,3410000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT09M37.00S,2020-09-24T02:05:22.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,71.43561103810775,10.853247549019608,1610612748,52,46,2020-09-24T02:05:27Z,3420000,-196.0,216.0,1,right,MISS D. Robinson 29' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,29.56,Missed,,,,,,,,,,,,,,,,,,,
346,PT09M36.00S,2020-09-24T02:05:23.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,52,46,2020-09-24T02:05:27Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,
347,PT09M36.00S,2020-09-24T02:05:27.1Z,3,REGULAR,foul,personal,[],1628369,,,1610612748,52,46,2020-09-24T02:05:33Z,3440000,,,0,,J. Tatum loose ball personal FOUL (3 PF),"[1628369, 1628389]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,202027.0,,3.0,0.0,Adebayo,1628389.0,,,
349,PT09M25.00S,2020-09-24T02:06:04.9Z,3,REGULAR,foul,personal,['3freethrow'],202689,,,1610612748,52,46,2020-09-24T02:06:13Z,3460000,,,0,,K. Walker shooting personal FOUL (1 PF) (Robinson 3 FT),"[202689, 1629130]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,202027.0,,1.0,0.0,Robinson,1629130.0,,,
351,PT09M25.00S,2020-09-24T02:06:31.0Z,3,REGULAR,freethrow,1 of 3,['2ndchance'],1629130,,,1610612748,53,46,2020-09-24T02:06:31Z,3480000,,,0,,D. Robinson Free Throw 1 of 3 (1 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
352,PT09M25.00S,2020-09-24T02:06:49.2Z,3,REGULAR,freethrow,2 of 3,['2ndchance'],1629130,,,1610612748,54,46,2020-09-24T02:06:49Z,3490000,,,0,,D. Robinson Free Throw 2 of 3 (2 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
353,PT09M25.00S,2020-09-24T02:07:07.5Z,3,REGULAR,freethrow,3 of 3,['2ndchance'],1629130,,,1610612748,55,46,2020-09-24T02:07:07Z,3500000,,,0,,D. Robinson Free Throw 3 of 3 (3 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
354,PT09M16.00S,2020-09-24T02:07:17.2Z,3,REGULAR,3pt,Jump Shot,[],203935,6.783837056504599,95.65716911764706,1610612738,55,46,2020-09-24T02:07:21Z,3510000,-228.0,11.0,1,left,MISS M. Smart 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,22.89,Missed,,,,,,,,,,,,,,,,,,,
355,PT09M15.00S,2020-09-24T02:07:18.2Z,3,REGULAR,rebound,defensive,[],203109,,,1610612748,55,46,2020-09-24T02:07:24Z,3520000,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,354.0,,,,3.0,3.0,0.0,,,,,,,,,
356,PT09M04.00S,2020-09-24T02:07:32.4Z,3,REGULAR,violation,kicked ball,[],1628464,,,1610612748,55,46,2020-09-24T02:07:37Z,3530000,,,0,,D. Theis kicked ball VIOLATION,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,202027.0,,,,,,,,
357,PT08M51.00S,2020-09-24T02:07:59.5Z,3,REGULAR,3pt,Jump Shot,[],201609,70.64717477003943,18.45128676470588,1610612748,58,46,2020-09-24T02:08:02Z,3540000,-158.0,223.0,1,right,G. Dragic 27' 3PT  (11 PTS) (J. Crowder 3 AST),"[201609, 203109]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.8,Made,11.0,,,,J. Crowder,203109.0,3.0,,,,,,,,,,,,
359,PT08M38.00S,2020-09-24T02:08:12.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,17.427726675427067,48.10814950980392,1610612738,58,48,2020-09-24T02:08:15Z,3560000,9.0,111.0,1,left,K. Walker 11' driving floating Jump Shot (14 PTS),[202689],1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,11.72,Made,14.0,,,,,,,,,,,,,,,,,,
360,PT08M28.00S,2020-09-24T02:08:25.3Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612748,58,48,2020-09-24T02:08:36Z,3570000,,,0,,K. Walker shooting personal FOUL (2 PF) (Butler 2 FT),"[202689, 202710]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1162.0,,2.0,0.0,Butler,202710.0,,,
362,PT08M28.00S,2020-09-24T02:08:49.6Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,59,48,2020-09-24T02:08:49Z,3590000,,,0,,J. Butler Free Throw 1 of 2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
363,PT08M28.00S,2020-09-24T02:09:01.6Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,60,48,2020-09-24T02:09:01Z,3600000,,,0,,J. Butler Free Throw 2 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
364,PT08M15.00S,2020-09-24T02:09:16.1Z,3,REGULAR,3pt,Jump Shot,[],202689,30.831143232588698,68.94148284313727,1610612738,60,48,2020-09-24T02:09:21Z,3610000,-95.0,237.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
365,PT08M14.00S,2020-09-24T02:09:17.1Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,60,48,2020-09-24T02:09:24Z,3620000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,364.0,,,,2.0,2.0,0.0,,,,,,,,,
366,PT08M02.00S,2020-09-24T02:09:31.9Z,3,REGULAR,foul,offensive,[],202710,,,1610612748,60,48,2020-09-24T02:10:14Z,3630000,,,0,,J. Butler charge offensive FOUL (1 PF),"[202710, 202689]",1610612748.0,MIA,charge,,,Butler,J. Butler,,,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Walker,202689.0,,,
368,PT08M02.00S,2020-09-24T02:09:31.9Z,3,REGULAR,turnover,offensive foul,[],202710,,,1610612748,60,48,2020-09-24T02:09:31Z,3650000,,,0,,J. Butler offensive foul TURNOVER (1 TOV),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,1146.0,1.0,,,,,,,
369,PT07M53.00S,2020-09-24T02:09:59.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,6.1268068331143235,3.2552083333333335,1610612738,60,48,2020-09-24T02:10:02Z,3660000,234.0,5.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,,
370,PT07M51.00S,2020-09-24T02:10:01.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,60,48,2020-09-24T02:10:10Z,3670000,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,369.0,,,,8.0,7.0,1.0,,,,,,,,,
371,PT07M32.00S,2020-09-24T02:10:19.4Z,3,REGULAR,3pt,Jump Shot,[],203109,74.58935611038108,11.588541666666668,1610612748,60,48,2020-09-24T02:10:22Z,3680000,-192.0,186.0,1,right,MISS J. Crowder 27' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,27.15,Missed,,,,,,,,,,,,,,,,,,,
372,PT07M30.00S,2020-09-24T02:10:21.4Z,3,REGULAR,rebound,offensive,[],1629130,,,1610612748,60,48,2020-09-24T02:10:22Z,3690000,,,0,,D. Robinson REBOUND (Off:1 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,371.0,,,,3.0,2.0,1.0,,,,,,,,,
373,PT07M27.00S,2020-09-24T02:10:24.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203109,74.06373193166885,12.814031862745098,1610612748,60,48,2020-09-24T02:10:28Z,3700000,-186.0,191.0,1,right,MISS J. Crowder 27' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
374,PT07M26.00S,2020-09-24T02:10:25.4Z,3,REGULAR,rebound,offensive,[],201609,,,1610612748,60,48,2020-09-24T02:13:28Z,3710000,,,0,,G. Dragic REBOUND (Off:1 Def:2),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,373.0,,,,3.0,2.0,1.0,,,,,,,,,
375,PT07M22.00S,2020-09-24T02:10:29.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201609,65.39093298291722,43.94148284313725,1610612748,60,48,2020-09-24T02:10:32Z,3720000,-30.0,273.0,1,right,MISS G. Dragic 27' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,,
376,PT07M21.00S,2020-09-24T02:10:30.3Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,60,48,2020-09-24T02:13:24Z,3730000,,,0,,J. Butler REBOUND (Off:3 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,375.0,,,,7.0,4.0,3.0,,,,,,,,,
377,PT07M18.00S,2020-09-24T02:10:33.5Z,3,REGULAR,2pt,hook,"['pointsinthepaint', '2ndchance']",202710,91.80354796320631,64.5297181372549,1610612748,60,48,2020-09-24T02:10:38Z,3740000,73.0,25.0,1,right,MISS J. Butler 7' hook,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,7.86,Missed,,,,,,,,,,,,,,,,,,,
378,PT07M17.00S,2020-09-24T02:10:34.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,60,48,2020-09-24T02:10:38Z,3750000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,377.0,,,,,,,,,,,,,,,
379,PT07M17.00S,2020-09-24T02:10:37.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,60,48,2020-09-24T02:10:37Z,3760000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M02.00S,2020-09-24T02:10:56.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,6.389618922470433,46.63756127450981,1610612738,60,50,2020-09-24T02:11:53Z,3770000,17.0,8.0,1,left,D. Theis Layup (6 PTS) (M. Smart 5 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,2.13,Made,6.0,,,,M. Smart,203935.0,5.0,,,,,,,,,,,,
382,PT06M51.00S,2020-09-24T02:11:07.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203109,91.40932982917214,53.255208333333336,1610612748,60,50,2020-09-24T02:12:04Z,3790000,16.0,28.0,1,right,MISS J. Crowder driving Layup,[203109],1610612748.0,MIA,driving,,,Crowder,J. Crowder,,,,,3.75,Missed,,,,,,,,,,,,,,,,,,,
383,PT06M50.00S,2020-09-24T02:11:08.6Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,60,50,2020-09-24T02:12:06Z,3800000,,,0,,D. Theis REBOUND (Off:3 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,382.0,,,,7.0,4.0,3.0,,,,,,,,,
384,PT06M48.00S,2020-09-24T02:11:11.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,30.56833114323259,71.8826593137255,1610612738,60,53,2020-09-24T02:11:18Z,3810000,-109.0,235.0,1,left,J. Tatum 26' 3PT  (3 PTS) (K. Walker 3 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.4,Made,3.0,,,,K. Walker,202689.0,3.0,,,,,,,,,,,,
386,PT06M41.00S,2020-09-24T02:11:26.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,60,53,2020-09-24T02:11:26Z,3830000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M29.00S,2020-09-24T02:15:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.8166885676741,50.06893382352941,1610612748,62,53,2020-09-24T02:15:15Z,3840000,0.0,118.0,1,right,B. Adebayo 12' pullup Jump Shot (12 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,12.39,Made,12.0,,,,J. Butler,202710.0,2.0,,,,,,,,,,,,
389,PT06M12.00S,2020-09-24T02:15:27.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,27.283180026281208,17.715992647058822,1610612738,62,56,2020-09-24T02:15:30Z,3860000,161.0,204.0,1,left,J. Tatum 26' 3PT  (6 PTS) (M. Smart 6 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.45,Made,6.0,,,,M. Smart,203935.0,6.0,,,,,,,,,,,,
391,PT05M50.00S,2020-09-24T02:15:48.9Z,3,REGULAR,2pt,Jump Shot,[],201609,93.51182654402102,69.67677696078431,1610612748,64,56,2020-09-24T02:15:52Z,3880000,98.0,8.0,1,right,G. Dragic 9' step back Jump Shot (13 PTS),[201609],1610612748.0,MIA,step back,,,Dragic,G. Dragic,,,,,9.94,Made,13.0,,,,,,,,,,,,,,,,,,
399,PT05M35.00S,2020-09-24T02:15:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.198423127463863,50.091911764705884,1610612738,64,56,2020-09-24T02:17:56Z,3885000,0.0,34.0,1,left,MISS J. Brown cutting Layup Blocked,"[1627759, 203109]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,3.95,Missed,,Crowder,203109.0,,,,,,,,,,,,,,,,
400,PT05M35.00S,2020-09-24T02:15:58.7Z,3,REGULAR,block,,[],203109,,,1610612738,64,56,2020-09-24T02:17:16Z,3887500,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M34.00S,2020-09-24T02:15:59.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,64,56,2020-09-24T02:17:56Z,3888750,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,
392,PT05M34.00S,2020-09-24T02:16:08.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,64,56,2020-09-24T02:16:08Z,3890000,,,0,,Stoppage out-of-bounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M34.00S,2020-09-24T02:16:09.0Z,3,REGULAR,substitution,out,[],201609,,,1610612738,64,56,2020-09-24T02:16:13Z,3900000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M34.00S,2020-09-24T02:16:09.0Z,3,REGULAR,substitution,in,[],1629639,,,1610612738,64,56,2020-09-24T02:16:13Z,3910000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M32.00S,2020-09-24T02:16:27.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,14.14257555847569,60.36305147058824,1610612738,64,58,2020-09-24T02:18:32Z,3920000,-52.0,80.0,1,left,J. Brown 10' floating Jump Shot (12 PTS) (M. Smart 7 AST),"[1627759, 203935]",1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,10.03,Made,12.0,,,,M. Smart,203935.0,7.0,,,,,,,,,,,,
397,PT05M11.00S,2020-09-24T02:16:50.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612748,64,58,2020-09-24T02:16:59Z,3940000,,,0,,J. Brown shooting personal FOUL (3 PF),"[1627759, 1628389]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,1146.0,,3.0,0.0,Adebayo,1628389.0,,,
402,PT05M11.00S,2020-09-24T02:17:21.2Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,65,58,2020-09-24T02:17:42Z,3960000,,,0,,B. Adebayo Free Throw 1 of 2 (13 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
403,PT05M11.00S,2020-09-24T02:17:22.5Z,3,REGULAR,substitution,out,[],202689,,,1610612748,65,58,2020-09-24T02:17:24Z,3970000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M11.00S,2020-09-24T02:17:22.5Z,3,REGULAR,substitution,in,[],202330,,,1610612748,65,58,2020-09-24T02:17:24Z,3980000,,,0,,SUB in: G. Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M11.00S,2020-09-24T02:17:21.2Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,65,58,2020-09-24T02:17:42Z,3990000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
406,PT05M11.00S,2020-09-24T02:17:21.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,58,2020-09-24T02:17:45Z,4000000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,405.0,,,,7.0,7.0,0.0,,,,,,,,,
407,PT04M51.00S,2020-09-24T02:17:59.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,5.863994743758213,95.41207107843137,1610612738,65,58,2020-09-24T02:18:02Z,4010000,-227.0,3.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.72,Missed,,,,,,,,,,,,,,,,,,,
408,PT04M50.00S,2020-09-24T02:18:00.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,65,58,2020-09-24T02:18:06Z,4020000,,,0,,B. Adebayo REBOUND (Off:1 Def:8),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,407.0,,,,9.0,8.0,1.0,,,,,,,,,
409,PT04M34.00S,2020-09-24T02:18:15.6Z,3,REGULAR,2pt,Jump Shot,[],202710,90.88370565045992,70.41207107843137,1610612748,65,58,2020-09-24T02:18:20Z,4030000,102.0,33.0,1,right,MISS J. Butler 10' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,10.92,Missed,,,,,,,,,,,,,,,,,,,
410,PT04M34.00S,2020-09-24T02:18:15.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,65,58,2020-09-24T02:18:20Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,,
411,PT04M34.00S,2020-09-24T02:18:21.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612748,65,58,2020-09-24T02:18:32Z,4050000,,,0,,G. Hayward loose ball personal FOUL (3 PF),"[202330, 1628389]",1610612738.0,BOS,loose ball,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,202027.0,,3.0,0.0,Adebayo,1628389.0,,,
413,PT04M34.00S,2020-09-24T02:18:47.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628389,,,1610612748,66,58,2020-09-24T02:18:47Z,4070000,,,0,,B. Adebayo Free Throw 1 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
414,PT04M34.00S,2020-09-24T02:18:49.3Z,3,REGULAR,substitution,out,[],1628464,,,1610612748,66,58,2020-09-24T02:18:53Z,4080000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M34.00S,2020-09-24T02:18:49.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612748,66,58,2020-09-24T02:18:53Z,4090000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M34.00S,2020-09-24T02:19:14.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628389,,,1610612748,67,58,2020-09-24T02:19:14Z,4100000,,,0,,B. Adebayo Free Throw 2 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
417,PT04M27.00S,2020-09-24T02:19:31.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,7.046649145860711,95.41207107843137,1610612738,67,61,2020-09-24T02:19:34Z,4110000,-227.0,14.0,1,left,J. Brown 3PT  (15 PTS) (M. Smart 8 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.79,Made,15.0,,,,M. Smart,203935.0,8.0,,,,,,,,,,,,
420,PT04M03.00S,2020-09-24T02:19:59.7Z,3,REGULAR,2pt,Jump Shot,[],202710,77.4802890932983,82.17677696078431,1610612748,69,61,2020-09-24T02:21:03Z,4140000,161.0,159.0,1,right,J. Butler 23' Jump Shot (17 PTS) (D. Robinson 2 AST),"[202710, 1629130]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,23.02,Made,17.0,,,,D. Robinson,1629130.0,2.0,,,,,,,,,,,,
422,PT03M37.00S,2020-09-24T02:20:21.0Z,3,REGULAR,3pt,Jump Shot,[],202330,32.013797634691194,62.32383578431373,1610612738,69,64,2020-09-24T02:20:25Z,4160000,-62.0,248.0,1,left,G. Hayward 26' 3PT  (8 PTS) (M. Smart 9 AST),"[202330, 203935]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.13,Made,8.0,,,,M. Smart,203935.0,9.0,,,,,,,,,,,,
424,PT03M18.00S,2020-09-24T02:20:39.8Z,3,REGULAR,3pt,Jump Shot,[],1629130,66.17936925098554,50.80422794117647,1610612748,69,64,2020-09-24T02:20:42Z,4180000,4.0,265.0,1,right,MISS D. Robinson 27' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,,
425,PT03M17.00S,2020-09-24T02:20:40.8Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,69,64,2020-09-24T02:20:45Z,4190000,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,424.0,,,,3.0,2.0,1.0,,,,,,,,,
426,PT03M07.00S,2020-09-24T02:20:50.3Z,3,REGULAR,2pt,Jump Shot,[],202330,22.026938239159,68.2061887254902,1610612738,69,66,2020-09-24T02:20:53Z,4200000,-91.0,155.0,1,left,G. Hayward 18' turnaround fadeaway Jump Shot (10 PTS),[202330],1610612738.0,BOS,turnaround fadeaway,,,Hayward,G. Hayward,,,,,18.42,Made,10.0,,,,,,,,,,,,,,,,,,
427,PT02M57.00S,2020-09-24T02:21:03.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,69,66,2020-09-24T02:21:10Z,4210000,,,0,,J. Tatum personal FOUL (4 PF),"[1628369, 1628389]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,202027.0,,4.0,0.0,Adebayo,1628389.0,,,
429,PT02M57.00S,2020-09-24T02:21:16.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,69,66,2020-09-24T02:21:16Z,4230000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M57.00S,2020-09-24T02:24:14.3Z,3,REGULAR,substitution,out,[],202710,,,1610612748,69,66,2020-09-24T02:24:48Z,4240000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M57.00S,2020-09-24T02:24:14.3Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,69,66,2020-09-24T02:24:48Z,4250000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M57.00S,2020-09-24T02:24:14.3Z,3,REGULAR,substitution,in,[],2738,,,1610612748,69,66,2020-09-24T02:24:48Z,4260000,,,0,,SUB in: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M57.00S,2020-09-24T02:24:14.3Z,3,REGULAR,substitution,in,[],201609,,,1610612748,69,66,2020-09-24T02:24:48Z,4270000,,,0,,SUB in: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M57.00S,2020-09-24T02:25:12.7Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,70,66,2020-09-24T02:25:33Z,4280000,,,0,,B. Adebayo Free Throw 1 of 2 (16 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
435,PT02M57.00S,2020-09-24T02:25:12.7Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,70,66,2020-09-24T02:25:33Z,4290000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
436,PT02M57.00S,2020-09-24T02:25:12.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,66,2020-09-24T02:25:36Z,4300000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,435.0,,,,8.0,8.0,0.0,,,,,,,,,
