actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
641,PT01M10.00S,2019-12-13T03:30:55.2Z,4,REGULAR,foul,personal,[],1627732,,,1610612738,102,106,2019-12-13T03:31:00Z,6360000,,,0,,B. Simmons FOUL personal (4 PF),"[1627732, 1628369]",1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,2534.0,,,,,,,,,,,,4.0,0.0,Tatum,1628369.0,,,,,
643,PT01M02.00S,2019-12-13T03:31:20.0Z,4,REGULAR,2pt,jumpshot,[],202330,84.31340341655716,70.16697303921569,1610612738,104,106,2019-12-13T03:31:58Z,6380000,101.0,95.0,1,right,G. Hayward 14' jumpshot (19 PTS),[202330],1610612738.0,BOS,pullup,,,Hayward,G. Hayward,,,,,,,14.23,Made,,,,,19.0,,,,,,,,,,,,
644,PT01M01.00S,2019-12-13T03:31:26.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,104,106,2019-12-13T03:31:26Z,6390000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M52.70S,2019-12-13T03:33:13.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202683,,,1610612755,104,106,2019-12-13T03:33:25Z,6400000,,,0,,E. Kanter FOUL personal (5 PF) (Richardson inpenalty),"[202683, 1626196]",1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,1627961.0,,,,,,,,,,,,5.0,0.0,Richardson,1626196.0,,,,,
647,PT00M52.70S,2019-12-13T03:33:46.1Z,4,REGULAR,freethrow,1of2,[],1626196,,,1610612755,104,107,2019-12-13T03:33:46Z,6420000,,,0,,J. Richardson freethrow 1of2 (13 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
648,PT00M52.70S,2019-12-13T03:34:04.2Z,4,REGULAR,freethrow,2of2,[],1626196,,,1610612755,104,108,2019-12-13T03:34:04Z,6430000,,,0,,J. Richardson freethrow 2of2 (14 PTS),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
649,PT00M41.30S,2019-12-13T03:34:19.2Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],202683,93.24901445466492,47.86305147058824,1610612738,106,108,2019-12-13T03:34:23Z,6440000,-11.0,11.0,1,right,E. Kanter dunk (20 PTS) (J. Tatum 4 AST),"[202683, 1628369]",1610612738.0,BOS,cutting,,,Kanter,E. Kanter,,,,,,,1.97,Made,,,,,20.0,J. Tatum,1628369.0,4.0,,,,,,,,,
651,PT00M34.60S,2019-12-13T03:34:30.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612755,106,108,2019-12-13T03:34:38Z,6460000,,,0,,G. Hayward FOUL personal (3 PF) (Simmons inpenalty),"[202330, 1627732]",1610612738.0,BOS,take,,,Hayward,G. Hayward,,,,,1627961.0,,,,,,,,,,,,3.0,0.0,Simmons,1627732.0,,,,,
653,PT00M34.60S,2019-12-13T03:34:52.6Z,4,REGULAR,freethrow,1of2,[],1627732,,,1610612755,106,109,2019-12-13T03:34:52Z,6480000,,,0,,B. Simmons freethrow 1of2 (6 PTS),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
654,PT00M34.60S,2019-12-13T03:35:08.0Z,4,REGULAR,freethrow,2of2,[],1627732,,,1610612755,106,110,2019-12-13T03:35:08Z,6490000,,,0,,B. Simmons freethrow 2of2 (7 PTS),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
655,PT00M34.60S,2019-12-13T03:35:11.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,106,110,2019-12-13T03:35:11Z,6500000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M32.70S,2019-12-13T03:36:52.0Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,106,110,2019-12-13T03:36:52Z,6510000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M27.30S,2019-12-13T03:37:13.7Z,4,REGULAR,3pt,jumpshot,[],1628369,69.46452036793693,30.215992647058826,1610612738,109,110,2019-12-13T03:37:18Z,6520000,-99.0,235.0,1,right,J. Tatum 26' 3PT  (15 PTS) (K. Walker 8 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,25.96,Made,,,,,15.0,K. Walker,202689.0,8.0,,,,,,,,,
659,PT00M26.50S,2019-12-13T03:37:23.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,109,110,2019-12-13T03:37:23Z,6540000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M26.50S,2019-12-13T03:38:18.1Z,4,REGULAR,substitution,out,[],202683,,,1610612755,109,110,2019-12-13T03:38:42Z,6550000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M26.50S,2019-12-13T03:38:18.1Z,4,REGULAR,substitution,in,[],1628464,,,1610612755,109,110,2019-12-13T03:38:42Z,6560000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M25.70S,2019-12-13T03:39:08.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612755,109,110,2019-12-13T03:39:19Z,6570000,,,0,,J. Tatum FOUL personal (4 PF) (Embiid inpenalty),"[1628369, 203954]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,2534.0,,,,,,,,,,,,4.0,1.0,Embiid,203954.0,,,,,
664,PT00M25.70S,2019-12-13T03:39:36.7Z,4,REGULAR,freethrow,1of2,[],203954,,,1610612755,109,111,2019-12-13T03:39:36Z,6590000,,,0,,J. Embiid freethrow 1of2 (34 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,34.0,,,,,,,,,,,,
665,PT00M25.70S,2019-12-13T03:39:56.0Z,4,REGULAR,freethrow,2of2,[],203954,,,1610612755,109,112,2019-12-13T03:39:56Z,6600000,,,0,,J. Embiid freethrow 2of2 (35 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,35.0,,,,,,,,,,,,
666,PT00M25.70S,2019-12-13T03:40:07.8Z,4,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,109,112,2019-12-13T03:40:18Z,6610000,,,0,,J. Tatum TURNOVER outofbounds (1 TOV),[1628369],1610612738.0,BOS,badpass,,,Tatum,J. Tatum,,,,,2534.0,1.0,,,,,,,,,,,,,,,,,,,
667,PT00M22.30S,2019-12-13T03:40:37.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612755,109,112,2019-12-13T03:40:47Z,6620000,,,0,,D. Theis FOUL personal (3 PF) (Embiid inpenalty),"[1628464, 203954]",1610612738.0,BOS,take,,,Theis,D. Theis,,,,,2534.0,,,,,,,,,,,,3.0,0.0,Embiid,203954.0,,,,,
669,PT00M22.30S,2019-12-13T03:41:03.6Z,4,REGULAR,freethrow,1of2,['fromturnover'],203954,,,1610612755,109,113,2019-12-13T03:41:03Z,6640000,,,0,,J. Embiid freethrow 1of2 (36 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,36.0,,,,,,,,,,,,
670,PT00M22.30S,2019-12-13T03:41:03.6Z,4,REGULAR,freethrow,2of2,['fromturnover'],203954,,,1610612755,109,113,2019-12-13T03:41:36Z,6650000,,,0,,MISS J. Embiid freethrow 2of2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,
671,PT00M22.30S,2019-12-13T03:41:03.6Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,109,113,2019-12-13T03:41:36Z,6660000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,670.0,3.0,2.0,1.0,,,,,,,,,,,,,
672,PT00M14.80S,2019-12-13T03:41:26.7Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,92.37844940867281,46.380974264705884,1610612738,109,113,2019-12-13T03:42:05Z,6670000,-18.0,19.0,1,right,MISS D. Theis dunk Blocked,"[1628464, 203954]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,,,3.05,Missed,,,,,,,,,,,,,,,Embiid,203954.0,
673,PT00M14.80S,2019-12-13T03:41:26.7Z,4,REGULAR,block,,[],203954,,,1610612738,109,113,2019-12-13T03:41:30Z,6680000,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M12.10S,2019-12-13T03:41:29.4Z,4,REGULAR,rebound,defensive,[],1627732,,,1610612755,109,113,2019-12-13T03:45:54Z,6690000,,,0,,B. Simmons REBOUND (Off:0 Def:8),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,672.0,8.0,8.0,0.0,,,,,,,,,,,,,
675,PT00M10.10S,2019-12-13T03:41:35.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612755,109,113,2019-12-13T03:41:48Z,6700000,,,0,,J. Brown FOUL personal (4 PF) (Embiid inpenalty),"[1627759, 203954]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2534.0,,,,,,,,,,,,4.0,0.0,Embiid,203954.0,,,,,
677,PT00M10.10S,2019-12-13T03:42:03.0Z,4,REGULAR,freethrow,1of2,[],203954,,,1610612755,109,114,2019-12-13T03:42:03Z,6720000,,,0,,J. Embiid freethrow 1of2 (37 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,37.0,,,,,,,,,,,,
678,PT00M10.10S,2019-12-13T03:42:19.0Z,4,REGULAR,freethrow,2of2,[],203954,,,1610612755,109,115,2019-12-13T03:42:19Z,6730000,,,0,,J. Embiid freethrow 2of2 (38 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,38.0,,,,,,,,,,,,
679,PT00M10.10S,2019-12-13T03:42:22.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,109,115,2019-12-13T03:42:22Z,6740000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M10.10S,2019-12-13T03:43:13.0Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,109,115,2019-12-13T03:43:40Z,6750000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M10.10S,2019-12-13T03:43:13.0Z,4,REGULAR,substitution,in,[],202683,,,1610612738,109,115,2019-12-13T03:43:40Z,6760000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M08.10S,2019-12-13T03:43:55.6Z,4,REGULAR,3pt,jumpshot,[],202689,69.85873850197109,74.08854166666666,1610612738,109,115,2019-12-13T03:44:08Z,6770000,120.0,231.0,1,right,MISS K. Walker 27' 3PT Blocked,"[202689, 1629680]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,26.52,Missed,,,,,,,,,,,,,,,Thybulle,1629680.0,
683,PT00M08.10S,2019-12-13T03:43:55.6Z,4,REGULAR,block,,[],1629680,,,1610612738,109,115,2019-12-13T03:43:58Z,6780000,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M07.10S,2019-12-13T03:43:56.6Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,109,115,2019-12-13T03:44:08Z,6790000,,,0,,T. Harris REBOUND (Off:2 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,682.0,8.0,6.0,2.0,,,,,,,,,,,,,
685,PT00M00.00S,2019-12-13T03:44:05.9Z,4,REGULAR,period,end,[],0,,,1610612755,109,115,2019-12-13T03:44:05Z,6800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M00.00S,2019-12-13T03:47:01.2Z,4,REGULAR,game,end,[],0,,,0,109,115,2019-12-13T03:47:01Z,6810000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
