actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
268,PT06M11.00S,2020-08-21T23:34:34.0Z,2,REGULAR,substitution,out,[],201143,,,1610612738,36,40,2020-08-21T23:34:38Z,2670000,,,0,,substitution out Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M11.00S,2020-08-21T23:34:34.0Z,2,REGULAR,substitution,in,[],202692,,,1610612738,36,40,2020-08-21T23:34:38Z,2680000,,,0,,substitution in Burks,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M11.00S,2020-08-21T23:34:52.1Z,2,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",202954,,,1610612738,36,41,2020-08-21T23:34:52Z,2690000,,,0,,B. Wanamaker freethrow 2of2 (5 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
271,PT06M01.00S,2020-08-21T23:35:05.5Z,2,REGULAR,2pt,hook,['pointsinthepaint'],1629003,7.30946123521682,57.666973039215684,1610612755,36,41,2020-08-21T23:35:10Z,2700000,-38.0,16.0,1,left,MISS S. Milton hook Blocked,"[1629003, 1628464]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,4.4,Missed,,,,,,,,,,,,,,,Theis,1628464.0,,,
278,PT06M01.00S,2020-08-21T23:35:05.5Z,2,REGULAR,block,,[],1628464,,,1610612755,36,41,2020-08-21T23:35:40Z,2705000,,,0,,D. Theis BLOCK (1 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M56.00S,2020-08-21T23:35:10.5Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,36,41,2020-08-21T23:35:10Z,2710000,,,0,,T. Harris REBOUND (Off:3 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,271.0,5.0,2.0,3.0,,,,,,,,,,,
273,PT05M55.00S,2020-08-21T23:35:09.7Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202699,9.149145860709593,46.63756127450981,1610612755,38,41,2020-08-21T23:35:30Z,2720000,17.0,34.0,1,left,T. Harris layup (11 PTS),[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,4.25,Made,11.0,,,,,,,,,,,,,,,,,,
274,PT05M46.00S,2020-08-21T23:35:19.4Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202689,82.21090670170827,64.28462009803921,1610612738,38,43,2020-08-21T23:35:33Z,2730000,71.0,115.0,1,right,K. Walker 14' jumpshot (10 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,13.98,Made,10.0,,,,,,,,,,,,,,,,,,
275,PT05M38.00S,2020-08-21T23:35:31.2Z,2,REGULAR,foul,offensive,[],202699,,,1610612755,38,43,2020-08-21T23:35:45Z,2740000,,,0,,T. Harris FOUL offensive (2 PF),"[202699, 202689]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,2004.0,,2.0,0.0,Walker,202689.0,,,,,
277,PT05M38.00S,2020-08-21T23:35:31.2Z,2,REGULAR,turnover,offensivefoul,[],202699,,,1610612755,38,43,2020-08-21T23:35:31Z,2760000,,,0,,T. Harris TURNOVER offensivefoul (1 TOV),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,2004.0,1.0,,,,,,,,,
279,PT05M25.00S,2020-08-21T23:35:58.3Z,2,REGULAR,3pt,jumpshot,['fromturnover'],202689,66.96780551905388,53.990502450980394,1610612738,38,43,2020-08-21T23:36:02Z,2770000,20.0,258.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
280,PT05M22.00S,2020-08-21T23:36:01.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,38,43,2020-08-21T23:36:02Z,2780000,,,0,,J. Embiid REBOUND (Off:4 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,279.0,10.0,6.0,4.0,,,,,,,,,,,
281,PT05M13.00S,2020-08-21T23:36:13.6Z,2,REGULAR,turnover,traveling,[],203954,,,1610612755,38,43,2020-08-21T23:36:20Z,2790000,,,0,,J. Embiid TURNOVER traveling (3 TOV),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1162.0,3.0,,,,,,,,,
282,PT05M00.00S,2020-08-21T23:36:55.3Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1627759,66.04796320630749,42.470894607843135,1610612738,38,46,2020-08-21T23:37:00Z,2800000,-38.0,267.0,1,right,J. Brown 27' 3PT  (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.47,Made,11.0,,,,,,,,,,,,,,,,,,
283,PT04M39.00S,2020-08-21T23:37:15.6Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],202699,15.062417871222076,34.872855392156865,1610612755,38,46,2020-08-21T23:37:19Z,2810000,76.0,89.0,1,left,MISS T. Harris 12' jumpshot,[202699],1610612755.0,PHI,drivingfloating,,,Harris,T. Harris,,,,,12.11,Missed,,,,,,,,,,,,,,,,,,,
284,PT04M38.00S,2020-08-21T23:37:16.6Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,38,46,2020-08-21T23:37:19Z,2820000,,,0,,T. Harris REBOUND (Off:4 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,283.0,6.0,2.0,4.0,,,,,,,,,,,
285,PT04M36.00S,2020-08-21T23:37:18.8Z,2,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",202699,8.229303547963205,45.166973039215684,1610612755,38,46,2020-08-21T23:37:23Z,2830000,24.0,25.0,1,left,MISS T. Harris layup,[202699],1610612755.0,PHI,putback,,,Harris,T. Harris,,,,,3.89,Missed,,,,,,,,,,,,,,,,,,,
286,PT04M36.00S,2020-08-21T23:37:18.8Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,38,46,2020-08-21T23:37:23Z,2840000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,285.0,2.0,2.0,0.0,,,,,,,,,,,
287,PT04M29.00S,2020-08-21T23:37:25.7Z,2,REGULAR,3pt,jumpshot,['fastbreak'],202689,67.7562417871222,64.28462009803921,1610612738,38,46,2020-08-21T23:37:33Z,2850000,71.0,251.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,runningpullup,,,Walker,K. Walker,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
288,PT04M28.00S,2020-08-21T23:37:26.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,38,46,2020-08-21T23:37:33Z,2860000,,,0,,Team defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,287.0,,,,,,,,,,,,,,
289,PT04M28.00S,2020-08-21T23:37:44.7Z,2,REGULAR,foul,personal,[],1628400,,,1610612755,38,46,2020-08-21T23:38:47Z,2870000,,,0,,S. Ojeleye FOUL personal (1 PF),"[1628400, 202699]",1610612738.0,BOS,looseball,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Harris,202699.0,,,,,
292,PT04M28.00S,2020-08-21T23:37:52.4Z,2,REGULAR,substitution,out,[],203954,,,1610612755,38,46,2020-08-21T23:38:47Z,2900000,,,0,,substitution out Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M28.00S,2020-08-21T23:37:52.4Z,2,REGULAR,substitution,in,[],201143,,,1610612755,38,46,2020-08-21T23:38:47Z,2910000,,,0,,substitution in Horford,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M13.00S,2020-08-21T23:38:11.5Z,2,REGULAR,2pt,jumpshot,[],202692,22.864651773981603,21.170343137254903,1610612755,38,46,2020-08-21T23:44:56Z,2920000,144.0,162.0,1,left,MISS A. Burks 22' jumpshot,[202692],1610612755.0,PHI,stepback,,,Burks,A. Burks,,,,,22.13,Missed,,,,,,,,,,,,,,,,,,,
295,PT04M10.00S,2020-08-21T23:38:14.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,38,46,2020-08-21T23:38:21Z,2930000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,294.0,5.0,5.0,0.0,,,,,,,,,,,
296,PT04M08.00S,2020-08-21T23:38:18.2Z,2,REGULAR,2pt,jumpshot,[],1628464,76.16622864651774,31.93167892156863,1610612738,38,46,2020-08-21T23:38:31Z,2940000,-90.0,172.0,1,right,MISS D. Theis 20' jumpshot Blocked,"[1628464, 202692]",1610612738.0,BOS,pullup,,,Theis,D. Theis,,,,,19.87,Missed,,,,,,,,,,,,,,,Burks,202692.0,,,
297,PT04M08.00S,2020-08-21T23:38:18.2Z,2,REGULAR,block,,[],202692,,,1610612738,38,46,2020-08-21T23:52:29Z,2950000,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT04M08.00S,2020-08-21T23:38:18.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,46,2020-08-21T23:38:31Z,2960000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,296.0,,,,,,,,,,,,,,
299,PT04M08.00S,2020-08-21T23:38:51.6Z,2,REGULAR,substitution,out,[],202689,,,1610612738,38,46,2020-08-21T23:38:55Z,2970000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT04M08.00S,2020-08-21T23:38:51.6Z,2,REGULAR,substitution,in,[],203935,,,1610612738,38,46,2020-08-21T23:38:55Z,2980000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M05.00S,2020-08-21T23:39:02.6Z,2,REGULAR,3pt,jumpshot,['2ndchance'],1628464,82.34231274638634,94.43167892156863,1610612738,38,46,2020-08-21T23:39:08Z,2990000,222.0,113.0,1,right,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
302,PT04M01.00S,2020-08-21T23:39:06.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612755,38,46,2020-08-21T23:39:08Z,3000000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,301.0,4.0,3.0,1.0,,,,,,,,,,,
303,PT03M44.00S,2020-08-21T23:39:23.1Z,2,REGULAR,3pt,jumpshot,[],1626196,33.327858081471746,35.11795343137255,1610612755,41,46,2020-08-21T23:39:29Z,3010000,74.0,261.0,1,left,J. Richardson 28' 3PT  (3 PTS) (T. Harris 1 AST),"[1626196, 202699]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,27.65,Made,3.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,,
305,PT03M28.00S,2020-08-21T23:39:40.5Z,2,REGULAR,3pt,jumpshot,[],1627759,67.23061760840999,49.57873774509804,1610612738,41,46,2020-08-21T23:39:45Z,3030000,-2.0,256.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
306,PT03M25.00S,2020-08-21T23:39:43.5Z,2,REGULAR,rebound,defensive,[],202692,,,1610612755,41,46,2020-08-21T23:39:45Z,3040000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,305.0,1.0,1.0,0.0,,,,,,,,,,,
307,PT03M16.00S,2020-08-21T23:39:51.3Z,2,REGULAR,2pt,layup,['pointsinthepaint'],201143,8.09789750328515,49.08854166666667,1610612755,43,46,2020-08-21T23:39:55Z,3050000,5.0,24.0,1,left,A. Horford layup (5 PTS) (T. Harris 2 AST),"[201143, 202699]",1610612755.0,PHI,,,,Horford,A. Horford,,,,,2.95,Made,5.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,,,
309,PT03M02.00S,2020-08-21T23:40:09.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],203935,91.80354796320631,56.68658088235294,1610612738,43,48,2020-08-21T23:40:13Z,3070000,33.0,25.0,1,right,M. Smart layup (5 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,4.49,Made,5.0,,,,,,,,,,,,,,,,,,
310,PT03M02.00S,2020-08-21T23:40:11.2Z,2,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612738,43,48,2020-08-21T23:40:17Z,3080000,,,0,,S. Milton FOUL personal (2 PF) (Smart 1freethrow),"[1629003, 203935]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,,,,,,,,,,,2004.0,,2.0,0.0,Smart,203935.0,,,,,
312,PT03M02.00S,2020-08-21T23:40:29.9Z,2,REGULAR,substitution,out,[],1627759,,,1610612738,43,48,2020-08-21T23:41:15Z,3100000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M02.00S,2020-08-21T23:40:29.9Z,2,REGULAR,substitution,in,[],202689,,,1610612738,43,48,2020-08-21T23:41:15Z,3110000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M02.00S,2020-08-21T23:40:51.1Z,2,REGULAR,freethrow,1of1,[],203935,,,1610612738,43,49,2020-08-21T23:40:51Z,3120000,,,0,,M. Smart freethrow 1of1 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
315,PT02M43.00S,2020-08-21T23:41:12.2Z,2,REGULAR,3pt,jumpshot,[],202699,9.411957950065702,4.235600490196079,1610612755,43,49,2020-08-21T23:47:33Z,3130000,229.0,36.0,1,left,MISS T. Harris 23' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,23.25,Missed,,,,,,,,,,,,,,,,,,,
316,PT02M39.00S,2020-08-21T23:41:16.2Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,43,49,2020-08-21T23:41:18Z,3140000,,,0,,K. Walker REBOUND (Off:1 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,315.0,3.0,2.0,1.0,,,,,,,,,,,
317,PT02M32.00S,2020-08-21T23:41:22.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,90.62089356110381,43.451286764705884,1610612738,43,49,2020-08-21T23:41:25Z,3150000,-33.0,36.0,1,right,MISS M. Smart jumpshot,[203935],1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,,
318,PT02M30.00S,2020-08-21T23:41:24.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,43,49,2020-08-21T23:41:25Z,3160000,,,0,,T. Harris REBOUND (Off:4 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,317.0,7.0,3.0,4.0,,,,,,,,,,,
319,PT02M19.00S,2020-08-21T23:41:35.3Z,2,REGULAR,3pt,jumpshot,[],1626196,22.28975032851511,92.22579656862744,1610612755,46,49,2020-08-21T23:41:41Z,3170000,-211.0,157.0,1,left,J. Richardson 27' 3PT  (6 PTS) (T. Harris 3 AST),"[1626196, 202699]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,26.64,Made,6.0,T. Harris,202699.0,3.0,,,,,,,,,,,,,,,
321,PT01M53.00S,2020-08-21T23:42:05.3Z,2,REGULAR,2pt,jumpshot,[],202689,88.51839684625493,80.7061887254902,1610612738,46,49,2020-08-21T23:42:47Z,3190000,154.0,55.0,1,right,MISS K. Walker 17' jumpshot Blocked,"[202689, 201143]",1610612738.0,BOS,turnaroundfadeaway,,,Walker,K. Walker,,,,,16.51,Missed,,,,,,,,,,,,,,,Horford,201143.0,,,
322,PT01M53.00S,2020-08-21T23:42:05.3Z,2,REGULAR,block,,[],201143,,,1610612738,46,49,2020-08-21T23:42:09Z,3200000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M52.00S,2020-08-21T23:42:06.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,46,49,2020-08-21T23:42:47Z,3210000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,
324,PT01M51.00S,2020-08-21T23:42:11.5Z,2,REGULAR,turnover,shotclock,['team'],0,,,1610612738,46,49,2020-08-21T23:42:29Z,3220000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,
325,PT01M51.00S,2020-08-21T23:42:17.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,46,49,2020-08-21T23:42:17Z,3230000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,46,49,2020-08-21T23:45:35Z,3240000,,,0,,substitution out Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,out,[],202954,,,1610612755,46,49,2020-08-21T23:45:35Z,3250000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,out,[],1628464,,,1610612755,46,49,2020-08-21T23:45:35Z,3260000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,out,[],1628400,,,1610612755,46,49,2020-08-21T23:45:35Z,3270000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,in,[],203954,,,1610612755,46,49,2020-08-21T23:45:35Z,3280000,,,0,,substitution in Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612755,46,49,2020-08-21T23:45:35Z,3290000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612755,46,49,2020-08-21T23:45:35Z,3300000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M51.00S,2020-08-21T23:44:49.8Z,2,REGULAR,substitution,in,[],202683,,,1610612755,46,49,2020-08-21T23:45:35Z,3310000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT01M35.00S,2020-08-21T23:46:03.7Z,2,REGULAR,3pt,jumpshot,['fromturnover'],1626196,32.14520367936925,67.22579656862744,1610612755,46,49,2020-08-21T23:46:09Z,3320000,-86.0,250.0,1,left,MISS J. Richardson 27' 3PT,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
335,PT01M32.00S,2020-08-21T23:46:06.7Z,2,REGULAR,rebound,defensive,[],202683,,,1610612738,46,49,2020-08-21T23:46:09Z,3330000,,,0,,E. Kanter REBOUND (Off:1 Def:4),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,334.0,5.0,4.0,1.0,,,,,,,,,,,
336,PT01M18.00S,2020-08-21T23:46:20.1Z,2,REGULAR,2pt,layup,['pointsinthepaint'],1627759,90.09526938239159,55.21599264705882,1610612738,46,49,2020-08-21T23:46:24Z,3340000,26.0,41.0,1,right,MISS J. Brown layup,[1627759],1610612738.0,BOS,drivingreverse,,,Brown,J. Brown,,,,,5.3,Missed,,,,,,,,,,,,,,,,,,,
337,PT01M16.00S,2020-08-21T23:46:22.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,46,49,2020-08-21T23:46:24Z,3350000,,,0,,T. Harris REBOUND (Off:4 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,336.0,8.0,4.0,4.0,,,,,,,,,,,
338,PT01M10.00S,2020-08-21T23:46:29.3Z,2,REGULAR,turnover,badpass,[],201143,,,1610612755,46,49,2020-08-21T23:59:28Z,3360000,,,0,,A. Horford TURNOVER badpass (1 TOV) Stolen,"[201143, 203935]",1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,,,,,,1.0,,,,,,,Smart,203935.0,
339,PT01M10.00S,2020-08-21T23:46:29.3Z,2,REGULAR,steal,,[],203935,,,1610612738,46,49,2020-08-21T23:59:28Z,3370000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M07.00S,2020-08-21T23:46:32.6Z,2,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,92.72339027595268,48.10814950980392,1610612738,46,51,2020-08-21T23:46:39Z,3380000,-9.0,16.0,1,right,J. Brown dunk (13 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.34,Made,13.0,M. Smart,203935.0,1.0,,,,,,,,,,,,,,,
342,PT00M49.60S,2020-08-21T23:46:50.2Z,2,REGULAR,2pt,layup,['pointsinthepaint'],202692,8.09789750328515,48.10814950980392,1610612755,46,51,2020-08-21T23:54:38Z,3400000,9.0,24.0,1,left,MISS A. Burks layup,[202692],1610612755.0,PHI,driving,,,Burks,A. Burks,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
343,PT00M47.60S,2020-08-21T23:46:52.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,46,51,2020-08-21T23:46:57Z,3410000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,342.0,6.0,6.0,0.0,,,,,,,,,,,
344,PT00M42.50S,2020-08-21T23:46:57.4Z,2,REGULAR,3pt,jumpshot,['fastbreak'],203935,76.42904073587385,88.05912990196079,1610612738,46,51,2020-08-21T23:47:08Z,3420000,190.0,169.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,runningpullup,,,Smart,M. Smart,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
345,PT00M40.90S,2020-08-21T23:46:59.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,46,51,2020-08-21T23:47:08Z,3430000,,,0,,Team defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,
346,PT00M40.90S,2020-08-21T23:47:01.4Z,2,REGULAR,stoppage,outofbounds,[],0,,,1610612755,46,51,2020-08-21T23:47:01Z,3440000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M28.50S,2020-08-21T23:47:24.1Z,2,REGULAR,2pt,jumpshot,['pointsinthepaint'],203954,19.004599211563733,43.69638480392157,1610612755,48,51,2020-08-21T23:47:28Z,3450000,32.0,126.0,1,left,J. Embiid 14' jumpshot (21 PTS),[203954],1610612755.0,PHI,turnaroundfadeaway,,,Embiid,J. Embiid,,,,,13.53,Made,21.0,,,,,,,,,,,,,,,,,,
348,PT00M28.50S,2020-08-21T23:47:26.7Z,2,REGULAR,foul,personal,['1freethrow'],202683,,,1610612755,48,51,2020-08-21T23:47:36Z,3460000,,,0,,E. Kanter FOUL personal (1 PF) (Embiid 1freethrow),"[202683, 203954]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,,,,2882.0,,1.0,0.0,Embiid,203954.0,,,,,
350,PT00M28.50S,2020-08-21T23:47:37.2Z,2,REGULAR,substitution,out,[],202692,,,1610612755,48,51,2020-08-21T23:47:41Z,3480000,,,0,,substitution out Burks,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M28.50S,2020-08-21T23:47:37.2Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,48,51,2020-08-21T23:47:41Z,3490000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M28.50S,2020-08-21T23:48:00.1Z,2,REGULAR,freethrow,1of1,[],203954,,,1610612755,49,51,2020-08-21T23:48:00Z,3500000,,,0,,J. Embiid freethrow 1of1 (22 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
353,PT00M05.00S,2020-08-21T23:48:26.1Z,2,REGULAR,3pt,jumpshot,[],203935,68.15045992115637,56.44148284313726,1610612738,49,51,2020-08-21T23:48:31Z,3510000,32.0,247.0,1,right,MISS M. Smart 25' 3PT Blocked,"[203935, 1626196]",1610612738.0,BOS,stepback,,,Smart,M. Smart,,,,,25.44,Missed,,,,,,,,,,,,,,,Richardson,1626196.0,,,
354,PT00M05.00S,2020-08-21T23:48:26.1Z,2,REGULAR,block,,[],1626196,,,1610612738,49,51,2020-08-21T23:48:30Z,3520000,,,0,,J. Richardson BLOCK (1 BLK),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M03.30S,2020-08-21T23:48:27.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612755,49,51,2020-08-21T23:50:01Z,3530000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,,353.0,5.0,4.0,1.0,,,,,,,,,,,
