actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
364,PT09M22.00S,2020-08-23T18:36:23.5Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,60,63,2020-08-23T18:36:23Z,3620000,,,0,,K. Walker freethrow 2of2 (22 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
365,PT09M05.00S,2020-08-23T18:36:44.1Z,3,REGULAR,3pt,jumpshot,[],1626196,71.30420499342969,77.76501225490196,1610612755,60,63,2020-08-23T18:36:54Z,3630000,139.0,217.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,Missed,,,,,26.24,,,,,,,,,,
366,PT09M03.00S,2020-08-23T18:36:46.1Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,60,63,2020-08-23T18:36:54Z,3640000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,365.0,4.0,4.0,0.0,,,,,,
367,PT08M55.00S,2020-08-23T18:36:53.9Z,3,REGULAR,turnover,badpass,[],1627759,,,1610612738,60,63,2020-08-23T18:36:58Z,3650000,,,0,,J. Brown TURNOVER badpass (3 TOV) Stolen,"[1627759, 1629003]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,3.0,Milton,1629003.0,,,,,,,,,,,
368,PT08M55.00S,2020-08-23T18:36:53.9Z,3,REGULAR,steal,,[],1629003,,,1610612755,60,63,2020-08-23T18:36:56Z,3660000,,,0,,S. Milton STEAL (1 STL),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT08M50.00S,2020-08-23T18:36:58.8Z,3,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",202699,90.09526938239159,95.16697303921569,1610612755,60,63,2020-08-23T18:37:04Z,3670000,226.0,41.0,1,right,MISS T. Harris 23' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,,,,23.05,,,,,,,,,,
370,PT08M47.00S,2020-08-23T18:37:01.8Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,60,63,2020-08-23T18:37:04Z,3680000,,,0,,K. Walker REBOUND (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,369.0,4.0,4.0,0.0,,,,,,
371,PT08M45.00S,2020-08-23T18:37:04.8Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1628369,21.76412614980289,6.931678921568627,1610612738,60,63,2020-08-23T18:37:19Z,3690000,215.0,152.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,26.68,,,,,,,,,,
372,PT08M43.00S,2020-08-23T18:37:06.8Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,60,63,2020-08-23T18:37:19Z,3700000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,371.0,3.0,2.0,1.0,,,,,,
373,PT08M40.00S,2020-08-23T18:37:13.9Z,3,REGULAR,foul,personal,[],1626196,,,1610612738,60,63,2020-08-23T18:37:23Z,3710000,,,0,,J. Richardson FOUL personal (4 PF),"[1626196, 203935]",1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,2715.0,4.0,1.0,Smart,203935.0,,,,,,,,,,,,,,,,
375,PT08M34.00S,2020-08-23T18:37:37.2Z,3,REGULAR,3pt,jumpshot,['2ndchance'],202689,32.013797634691194,62.814031862745104,1610612738,60,63,2020-08-23T18:37:44Z,3730000,-64.0,248.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,26.19,,,,,,,,,,
376,PT08M30.00S,2020-08-23T18:37:41.2Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,60,63,2020-08-23T18:37:44Z,3740000,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,375.0,4.0,4.0,0.0,,,,,,
377,PT08M17.00S,2020-08-23T18:37:54.6Z,3,REGULAR,3pt,jumpshot,[],203954,71.69842312746385,18.206188725490197,1610612755,60,63,2020-08-23T18:37:59Z,3750000,-159.0,214.0,1,right,MISS J. Embiid 27' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,27.06,,,,,,,,,,
378,PT08M13.00S,2020-08-23T18:37:58.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,63,2020-08-23T18:37:59Z,3760000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,377.0,9.0,8.0,1.0,,,,,,
379,PT08M05.00S,2020-08-23T18:38:06.9Z,3,REGULAR,3pt,jumpshot,[],1628464,30.042706964520367,24.088541666666664,1610612738,60,63,2020-08-23T18:38:14Z,3770000,130.0,230.0,1,left,MISS D. Theis 27' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Missed,,,,,26.87,,,,,,,,,,
380,PT08M03.00S,2020-08-23T18:38:08.9Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612755,60,63,2020-08-23T18:38:14Z,3780000,,,0,,J. Richardson REBOUND (Off:1 Def:1),[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,379.0,2.0,1.0,1.0,,,,,,
381,PT07M42.00S,2020-08-23T18:38:29.9Z,3,REGULAR,2pt,jumpshot,[],202699,78.13731931668858,43.451286764705884,1610612755,62,63,2020-08-23T18:38:34Z,3790000,-33.0,153.0,1,right,T. Harris 16' jumpshot (14 PTS),[202699],1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,,,,,,Made,14.0,,,,16.18,,,,,,,,,,
382,PT07M22.00S,2020-08-23T18:38:49.1Z,3,REGULAR,3pt,jumpshot,[],202689,33.327858081471746,49.08854166666667,1610612738,62,66,2020-08-23T18:38:53Z,3800000,5.0,261.0,1,left,K. Walker 27' 3PT  (25 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Made,25.0,,,,26.63,,,,,,,,,,
383,PT06M58.00S,2020-08-23T18:39:13.0Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203954,86.67871222076215,61.588541666666664,1610612755,64,66,2020-08-23T18:39:17Z,3810000,58.0,73.0,1,right,J. Embiid 10' jumpshot (13 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,,,,,,Made,13.0,,,,9.73,,,,,,,,,,
384,PT06M41.00S,2020-08-23T18:39:34.4Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,8.541392904073588,55.97426470588235,1610612738,64,68,2020-08-23T18:41:22Z,3820000,-30.0,28.0,1,left,J. Tatum jumpshot (11 PTS),[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,,,,,,Made,11.0,,,,4.48,,,,,,,,,,
385,PT06M41.00S,2020-08-23T18:39:38.0Z,3,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612738,64,68,2020-08-23T18:39:48Z,3830000,,,0,,S. Milton FOUL personal (3 PF) (Tatum 1freethrow),"[1629003, 1628369]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,201640.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
387,PT06M41.00S,2020-08-23T18:39:50.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,64,68,2020-08-23T18:39:50Z,3850000,,,0,,timeout full,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M41.00S,2020-08-23T18:40:12.2Z,3,REGULAR,substitution,out,[],203954,,,1610612738,64,68,2020-08-23T18:43:07Z,3860000,,,0,,substitution out Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M41.00S,2020-08-23T18:40:12.2Z,3,REGULAR,substitution,out,[],1626196,,,1610612738,64,68,2020-08-23T18:43:07Z,3870000,,,0,,substitution out Richardson,[1626196],1610612755.0,PHI,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M41.00S,2020-08-23T18:40:12.2Z,3,REGULAR,substitution,in,[],202692,,,1610612738,64,68,2020-08-23T18:43:07Z,3880000,,,0,,substitution in Burks,[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M41.00S,2020-08-23T18:40:12.2Z,3,REGULAR,substitution,in,[],1629680,,,1610612738,64,68,2020-08-23T18:43:07Z,3890000,,,0,,substitution in Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M41.00S,2020-08-23T18:43:24.5Z,3,REGULAR,freethrow,1of1,[],1628369,,,1610612738,64,68,2020-08-23T18:43:34Z,3900000,,,0,,MISS J. Tatum freethrow 1of1,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,,,,,,,,,,
393,PT06M40.00S,2020-08-23T18:43:25.5Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,64,68,2020-08-23T18:43:34Z,3910000,,,0,,J. Tatum REBOUND (Off:2 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,392.0,10.0,8.0,2.0,,,,,,
394,PT06M40.00S,2020-08-23T18:43:28.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612738,64,68,2020-08-23T18:43:48Z,3920000,,,0,,S. Milton FOUL personal (4 PF) (Tatum inpenalty),"[1629003, 1628369]",1610612755.0,PHI,shooting,,,Milton,S. Milton,,,,,203592.0,4.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
396,PT06M40.00S,2020-08-23T18:43:50.1Z,3,REGULAR,freethrow,1of2,['2ndchance'],1628369,,,1610612738,64,69,2020-08-23T18:44:10Z,3940000,,,0,,J. Tatum freethrow 1of2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
397,PT06M40.00S,2020-08-23T18:43:50.1Z,3,REGULAR,freethrow,2of2,['2ndchance'],1628369,,,1610612738,64,69,2020-08-23T18:44:10Z,3950000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,,,,,,,,,,
398,PT06M36.00S,2020-08-23T18:43:54.1Z,3,REGULAR,rebound,defensive,[],1629003,,,1610612755,64,69,2020-08-23T18:44:10Z,3960000,,,0,,S. Milton REBOUND (Off:0 Def:4),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,397.0,4.0,4.0,0.0,,,,,,
399,PT06M20.00S,2020-08-23T18:44:23.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201143,92.72339027595268,46.63756127450981,1610612755,66,69,2020-08-23T18:44:29Z,3970000,-17.0,16.0,1,right,A. Horford layup (10 PTS) (A. Burks 1 AST),"[201143, 202692]",1610612755.0,PHI,drivingreverse,,,Horford,A. Horford,,,,,,,,,,Made,10.0,,,,2.72,,,,,A. Burks,202692.0,1.0,,,
401,PT06M05.00S,2020-08-23T18:44:38.4Z,3,REGULAR,3pt,jumpshot,[],1627759,12.697109067017081,3.010110294117647,1610612738,66,69,2020-08-23T18:44:43Z,3990000,235.0,67.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,24.58,,,,,,,,,,
402,PT06M03.00S,2020-08-23T18:44:40.4Z,3,REGULAR,rebound,defensive,[],1629680,,,1610612755,66,69,2020-08-23T18:44:47Z,4000000,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,401.0,1.0,1.0,0.0,,,,,,
403,PT05M52.00S,2020-08-23T18:44:52.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'defensivegoaltending']",1629003,94.03745072273325,44.921875,1610612755,68,69,2020-08-23T18:45:04Z,4010000,-25.0,4.0,1,right,S. Milton layup (12 PTS),[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,,,,,,Made,12.0,,,,2.69,,,,,,,,,,
404,PT05M52.00S,2020-08-23T18:44:57.0Z,3,REGULAR,violation,defensivegoaltending,[],1628464,,,1610612755,68,69,2020-08-23T18:45:04Z,4020000,,,0,,D. Theis violation defensivegoaltending,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,201640.0,,,,,,,,,,,,,,,,,,,,
405,PT05M40.00S,2020-08-23T18:45:18.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,7.178055190538765,44.921875,1610612738,68,71,2020-08-23T18:45:23Z,4030000,25.0,15.0,1,left,D. Theis layup (10 PTS) (K. Walker 3 AST),"[1628464, 202689]",1610612738.0,BOS,cuttingfingerroll,,,Theis,D. Theis,,,,,,,,,,Made,10.0,,,,3.26,,,,,K. Walker,202689.0,3.0,,,
407,PT05M40.00S,2020-08-23T18:45:24.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201143,,,1610612738,68,71,2020-08-23T18:45:29Z,4050000,,,0,,A. Horford FOUL personal (3 PF) (Theis inpenalty),"[201143, 1628464]",1610612755.0,PHI,shooting,,,Horford,A. Horford,,,,,2715.0,3.0,0.0,Theis,1628464.0,,,,,,,,,,,,,,,,
409,PT05M40.00S,2020-08-23T18:45:33.8Z,3,REGULAR,substitution,out,[],1629003,,,1610612738,68,71,2020-08-23T18:46:22Z,4070000,,,0,,substitution out Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M40.00S,2020-08-23T18:45:33.8Z,3,REGULAR,substitution,in,[],203526,,,1610612738,68,71,2020-08-23T18:46:22Z,4080000,,,0,,substitution in Neto,[203526],1610612755.0,PHI,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M40.00S,2020-08-23T18:45:56.1Z,3,REGULAR,freethrow,1of1,[],1628464,,,1610612738,68,72,2020-08-23T18:45:56Z,4090000,,,0,,D. Theis freethrow 1of1 (11 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
412,PT05M31.00S,2020-08-23T18:46:10.6Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612755,68,72,2020-08-23T18:46:37Z,4100000,,,0,,K. Walker FOUL personal (3 PF) (Harris 2freethrow),"[202689, 202699]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,2715.0,3.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,,
414,PT05M31.00S,2020-08-23T18:46:38.7Z,3,REGULAR,freethrow,1of2,[],202699,,,1610612755,69,72,2020-08-23T18:46:38Z,4120000,,,0,,T. Harris freethrow 1of2 (15 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
415,PT05M31.00S,2020-08-23T18:46:39.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612755,69,72,2020-08-23T18:46:45Z,4130000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M31.00S,2020-08-23T18:46:39.3Z,3,REGULAR,substitution,in,[],1629641,,,1610612755,69,72,2020-08-23T18:46:45Z,4140000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M31.00S,2020-08-23T18:46:56.3Z,3,REGULAR,freethrow,2of2,[],202699,,,1610612755,70,72,2020-08-23T18:46:56Z,4150000,,,0,,T. Harris freethrow 2of2 (16 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
418,PT05M03.00S,2020-08-23T18:47:27.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203935,6.964520367936925,55.97426470588235,1610612738,70,74,2020-08-23T18:47:58Z,4160000,-30.0,13.0,1,left,M. Smart layup (8 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Made,8.0,,,,3.52,,,,,,,,,,
419,PT04M44.00S,2020-08-23T18:47:46.7Z,3,REGULAR,3pt,jumpshot,[],203526,73.80091984231275,11.833639705882353,1610612755,73,74,2020-08-23T18:48:19Z,4170000,-191.0,194.0,1,right,R. Neto 28' 3PT  (3 PTS) (A. Horford 3 AST),"[203526, 201143]",1610612755.0,PHI,stepback,,,Neto,R. Neto,,,,,,,,,,Made,3.0,,,,27.59,,,,,A. Horford,201143.0,3.0,,,
421,PT04M28.00S,2020-08-23T18:48:01.9Z,3,REGULAR,2pt,jumpshot,[],202689,16.63929040735874,29.725796568627448,1610612738,73,76,2020-08-23T18:48:07Z,4190000,101.0,104.0,1,left,K. Walker 15' jumpshot (27 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,Made,27.0,,,,14.92,,,,,,,,,,
422,PT04M26.00S,2020-08-23T18:48:11.8Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",2719,,,1610612755,73,76,2020-08-23T18:48:24Z,4200000,,,0,,Team foul technical,[2719],1610612755.0,PHI,,,,,,,,,,203592.0,,,,,,,,,,,,,,,,,,,,
423,PT04M26.00S,2020-08-23T18:48:33.8Z,3,REGULAR,freethrow,1of1,[],202689,,,1610612755,73,77,2020-08-23T18:48:33Z,4210000,,,0,,K. Walker technical freethrow 1of1 (28 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,,,,,Made,28.0,,,,,,,,,,,,,,
424,PT04M26.00S,2020-08-23T18:48:35.3Z,3,REGULAR,substitution,out,[],1628464,,,1610612755,73,77,2020-08-23T18:48:54Z,4220000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M26.00S,2020-08-23T18:48:35.3Z,3,REGULAR,substitution,out,[],203935,,,1610612755,73,77,2020-08-23T18:48:54Z,4230000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M26.00S,2020-08-23T18:48:35.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612755,73,77,2020-08-23T18:48:54Z,4240000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M26.00S,2020-08-23T18:48:35.3Z,3,REGULAR,substitution,in,[],202954,,,1610612755,73,77,2020-08-23T18:48:54Z,4250000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M13.00S,2020-08-23T18:49:09.0Z,3,REGULAR,2pt,hook,['pointsinthepaint'],201143,93.11760840998686,43.451286764705884,1610612755,75,77,2020-08-23T18:49:17Z,4260000,-33.0,12.0,1,right,A. Horford hook (12 PTS) (T. Harris 1 AST),"[201143, 202699]",1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,Made,12.0,,,,3.72,,,,,T. Harris,202699.0,1.0,,,
430,PT04M13.00S,2020-08-23T18:49:15.2Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612755,75,77,2020-08-23T18:49:22Z,4280000,,,0,,G. Williams FOUL personal (3 PF) (Horford 1freethrow),"[1629684, 201143]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,203592.0,3.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,,
432,PT04M13.00S,2020-08-23T18:49:45.0Z,3,REGULAR,freethrow,1of1,[],201143,,,1610612755,75,77,2020-08-23T18:49:50Z,4300000,,,0,,MISS A. Horford freethrow 1of1,[201143],1610612755.0,PHI,,,,Horford,A. Horford,,,,,,,,,,Missed,,,,,,,,,,,,,,,
433,PT04M11.00S,2020-08-23T18:49:47.0Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612738,75,77,2020-08-23T18:49:50Z,4310000,,,0,,R. Langford REBOUND (Off:0 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,432.0,1.0,1.0,0.0,,,,,,
434,PT04M00.00S,2020-08-23T18:49:56.5Z,3,REGULAR,3pt,jumpshot,[],202954,33.590670170827856,51.049325980392155,1610612738,75,77,2020-08-23T18:50:03Z,4320000,-5.0,263.0,1,left,MISS B. Wanamaker 27' 3PT,[202954],1610612738.0,BOS,pullup,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,,,,26.89,,,,,,,,,,
435,PT03M58.00S,2020-08-23T18:49:58.5Z,3,REGULAR,rebound,defensive,[],202692,,,1610612755,75,77,2020-08-23T18:50:03Z,4330000,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612755.0,PHI,,,,Burks,A. Burks,,,,,,,,,,,,,,,,434.0,2.0,2.0,0.0,,,,,,
436,PT03M49.00S,2020-08-23T18:50:08.6Z,3,REGULAR,3pt,jumpshot,[],203526,74.98357424441524,84.62775735294117,1610612755,75,77,2020-08-23T18:50:18Z,4340000,173.0,183.0,1,right,MISS R. Neto 26' 3PT,[203526],1610612755.0,PHI,pullup,,,Neto,R. Neto,,,,,,,,,,Missed,,,,,25.57,,,,,,,,,,
437,PT03M47.00S,2020-08-23T18:50:10.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,75,77,2020-08-23T18:50:18Z,4350000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,436.0,,,,,,,,,
438,PT03M47.00S,2020-08-23T18:50:13.1Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,75,77,2020-08-23T18:50:13Z,4360000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M38.00S,2020-08-23T18:50:30.5Z,3,REGULAR,foul,offensive,[],1629684,,,1610612738,75,77,2020-08-23T18:50:39Z,4370000,,,0,,G. Williams FOUL offensive (4 PF),"[1629684, 203526]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,2715.0,4.0,0.0,Neto,203526.0,,,,,,,,,,,,,,,,
441,PT03M38.00S,2020-08-23T18:50:30.5Z,3,REGULAR,turnover,offensivefoul,[],1629684,,,1610612738,75,77,2020-08-23T18:50:30Z,4390000,,,0,,G. Williams TURNOVER offensivefoul (1 TOV),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,2715.0,,,,,,,1.0,,,,,,,,,,,,,
442,PT03M31.00S,2020-08-23T18:50:56.1Z,3,REGULAR,foul,personal,[],1629641,,,1610612755,75,77,2020-08-23T18:51:02Z,4400000,,,0,,R. Langford FOUL personal (1 PF),"[1629641, 201143]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,203592.0,1.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,,
444,PT03M31.00S,2020-08-23T18:51:07.2Z,3,REGULAR,substitution,out,[],1629641,,,1610612755,75,77,2020-08-23T18:51:13Z,4420000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M31.00S,2020-08-23T18:51:07.2Z,3,REGULAR,substitution,in,[],1628464,,,1610612755,75,77,2020-08-23T18:51:13Z,4430000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M20.00S,2020-08-23T18:51:30.4Z,3,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",202692,93.11760840998686,62.07873774509803,1610612755,77,77,2020-08-23T18:51:35Z,4440000,60.0,12.0,1,right,A. Burks 6' hook (13 PTS),[202692],1610612755.0,PHI,drivingbank,,,Burks,A. Burks,,,,,,,,,,Made,13.0,,,,6.29,,,,,,,,,,
447,PT03M14.00S,2020-08-23T18:51:41.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,77,77,2020-08-23T18:51:41Z,4450000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M14.00S,2020-08-23T18:53:46.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,77,77,2020-08-23T18:55:25Z,4460000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M14.00S,2020-08-23T18:53:46.2Z,3,REGULAR,substitution,out,[],202689,,,1610612738,77,77,2020-08-23T18:55:25Z,4470000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M14.00S,2020-08-23T18:53:46.2Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,77,77,2020-08-23T18:55:25Z,4480000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M14.00S,2020-08-23T18:53:46.2Z,3,REGULAR,substitution,in,[],203935,,,1610612738,77,77,2020-08-23T18:55:25Z,4490000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M05.00S,2020-08-23T18:55:37.0Z,3,REGULAR,3pt,jumpshot,[],1629684,5.601182654402102,96.8826593137255,1610612738,77,80,2020-08-23T18:55:43Z,4500000,-234.0,0.0,1,left,G. Williams 23' 3PT  (3 PTS) (D. Theis 2 AST),"[1629684, 1628464]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Made,3.0,,,,23.45,,,,,D. Theis,1628464.0,2.0,,,
454,PT02M52.00S,2020-08-23T18:55:49.7Z,3,REGULAR,3pt,jumpshot,[],202692,70.90998685939553,75.06893382352942,1610612755,77,80,2020-08-23T18:55:55Z,4520000,125.0,221.0,1,right,MISS A. Burks 26' 3PT,[202692],1610612755.0,PHI,pullup,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,25.88,,,,,,,,,,
