actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
448,PT01M05.00S,2022-05-12T00:49:40.2Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,83,74,2022-05-12T00:49:40Z,4350000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (29 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,29.0,,,,,,,,,,,,,,,,,,
449,PT00M52.10S,2022-05-12T00:50:00.4Z,3,REGULAR,2pt,Jump Shot,[],1627759,78.66294349540078,65.19607843137256,1610612738,83,74,2022-05-12T00:50:37Z,4360000,76.0,148.0,1,right,MISS J. Brown 16' pullup Shot - blocked,"[1627759, 1626192]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,16.65,Missed,,,,,,,,,,,,,,,,,Connaughton,1626192.0,
450,PT00M52.10S,2022-05-12T00:50:00.4Z,3,REGULAR,block,,[],1626192,,,1610612738,83,74,2022-05-12T00:50:37Z,4370000,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT00M49.10S,2022-05-12T00:50:03.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,74,2022-05-12T00:50:37Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,
451,PT00M49.10S,2022-05-12T00:50:34.7Z,3,REGULAR,jumpball,recovered,[],1629684,,,1610612738,83,74,2022-05-12T00:50:34Z,4390000,,,0,,Jump Ball J. Brown vs. P. Connaughton: Tip to G. Williams,"[1629684, 1627759, 1626192]",1610612738.0,BOS,heldball,G. Williams,1629684.0,Williams,G. Williams,Brown,1627759.0,Connaughton,1626192.0,,,,,,,,,,,,,,,,,,,,,
455,PT00M41.50S,2022-05-12T00:50:42.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,65.78515111695138,37.5,1610612738,86,74,2022-05-12T00:52:12Z,4420000,-62.0,269.0,1,right,J. Brown 27' 3PT step back (25 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,27.63,Made,25.0,,,,,,,,,,,,,,,,,,
456,PT00M34.30S,2022-05-12T00:50:51.6Z,3,REGULAR,3pt,Jump Shot,[],203507,29.77989487516426,73.52941176470588,1610612749,86,77,2022-05-12T00:55:28Z,4430000,-118.0,227.0,1,left,G. Antetokounmpo 25' 3PT running pullup (32 PTS),[203507],1610612749.0,MIL,running pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,25.6,Made,32.0,,,,,,,,,,,,,,,,,,
457,PT00M15.10S,2022-05-12T00:51:15.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,63.9454664914586,57.107843137254896,1610612738,86,77,2022-05-12T00:51:31Z,4440000,36.0,286.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.86,Missed,,,,,,,,,,,,,,,,,,,
458,PT00M11.90S,2022-05-12T00:51:19.0Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,86,77,2022-05-12T00:51:19Z,4450000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,457.0,2.0,1.0,1.0,,,,,,,,,,,
459,PT00M04.10S,2022-05-12T00:51:26.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,76.16622864651774,86.27450980392157,1610612738,86,77,2022-05-12T00:51:34Z,4460000,181.0,172.0,1,right,MISS M. Smart 24' step back 3PT,[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
460,PT00M01.20S,2022-05-12T00:51:29.7Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,86,77,2022-05-12T00:51:29Z,4470000,,,0,,B. Portis REBOUND (Off:3 Def:8),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,459.0,11.0,8.0,3.0,,,,,,,,,,,
461,PT00M00.00S,2022-05-12T00:51:31.6Z,3,REGULAR,3pt,Jump Shot,[],1626171,61.58015768725361,49.50980392156863,1610612749,86,77,2022-05-12T00:51:37Z,4480000,2.0,526.0,1,left,MISS B. Portis 52' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,52.64,Missed,,,,,,,,,,,,,,,,,,,
462,PT00M00.00S,2022-05-12T00:51:34.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,86,77,2022-05-12T00:51:34Z,4490000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,,
463,PT00M00.00S,2022-05-12T00:51:35.5Z,3,REGULAR,period,end,[],0,,,1610612749,86,77,2022-05-12T00:51:35Z,4500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2022-05-12T00:54:37.9Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612749,86,77,2022-05-12T00:55:06Z,4510000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2022-05-12T00:54:37.9Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612749,86,77,2022-05-12T00:55:06Z,4520000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2022-05-12T00:54:37.9Z,4,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,86,77,2022-05-12T00:55:06Z,4530000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2022-05-12T00:54:37.9Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612749,86,77,2022-05-12T00:55:06Z,4540000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2022-05-12T00:54:37.9Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612749,86,77,2022-05-12T00:55:06Z,4550000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2022-05-12T00:54:37.9Z,4,REGULAR,substitution,in,['startperiod'],1628960,,,1610612749,86,77,2022-05-12T00:55:06Z,4560000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2022-05-12T00:55:16.7Z,4,REGULAR,period,start,[],0,,,1610612749,86,77,2022-05-12T00:55:16Z,4570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT11M44.00S,2022-05-12T00:55:35.1Z,4,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612749,86,77,2022-05-12T00:55:41Z,4580000,,,0,,G. Allen lost ball out-of-bounds TURNOVER (3 TO),[1628960],1610612749.0,MIL,lost ball,,,Allen,G. Allen,,,,,,,,,,,,,,,201639.0,3.0,,,,,,,,,
472,PT11M33.00S,2022-05-12T00:55:49.8Z,4,REGULAR,turnover,lost ball,[],1629684,,,1610612738,86,77,2022-05-12T00:55:53Z,4590000,,,0,,G. Williams lost ball TURNOVER (2 TO),"[1629684, 202083]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,2.0,Matthews,202083.0,,,,,,,
473,PT11M33.00S,2022-05-12T00:55:49.8Z,4,REGULAR,steal,,[],202083,,,1610612749,86,77,2022-05-12T01:00:04Z,4600000,,,0,,W. Matthews STEAL (1 STL),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT11M29.00S,2022-05-12T00:55:52.9Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612749,86,77,2022-05-12T00:56:03Z,4610000,,,0,,J. Tatum shooting personal FOUL (3 PF) (Portis 2 FT),"[1628369, 1626171]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,201639.0,,,,3.0,0.0,Portis,1626171.0,,,
476,PT11M29.00S,2022-05-12T00:56:20.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626171,,,1610612749,86,78,2022-05-12T00:56:20Z,4630000,,,0,,B. Portis Free Throw 1 of 2 (9 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
477,PT11M29.00S,2022-05-12T00:56:37.6Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626171,,,1610612749,86,79,2022-05-12T00:56:37Z,4640000,,,0,,B. Portis Free Throw 2 of 2 (10 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
478,PT11M15.00S,2022-05-12T00:56:53.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,92.32917214191852,50.73529411764706,1610612738,88,79,2022-05-12T00:56:58Z,4650000,4.0,20.0,1,right,A. Horford DUNK (6 PTS) (D. White 5 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,1.99,Made,6.0,D. White,1628401.0,5.0,,,,,,,,,,,,,,,
480,PT11M04.00S,2022-05-12T00:57:03.8Z,4,REGULAR,2pt,Jump Shot,[],203507,14.536793692509855,67.40196078431373,1610612749,88,79,2022-05-12T00:57:07Z,4670000,-87.0,84.0,1,left,MISS G. Antetokounmpo 12' driving floating bank Shot,[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,12.1,Missed,,,,,,,,,,,,,,,,,,,
481,PT11M03.00S,2022-05-12T00:57:04.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,88,79,2022-05-12T00:57:07Z,4680000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,480.0,6.0,6.0,0.0,,,,,,,,,,,
482,PT11M01.00S,2022-05-12T00:57:08.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,92.9862023653088,53.18627450980392,1610612738,90,79,2022-05-12T01:00:03Z,4690000,16.0,13.0,1,right,J. Tatum running finger roll Layup (24 PTS) (A. Horford 5 AST),"[1628369, 201143]",1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,2.08,Made,24.0,A. Horford,201143.0,5.0,,,,,,,,,,,,,,,
484,PT11M01.00S,2022-05-12T00:57:10.9Z,4,REGULAR,foul,personal,['1freethrow'],201588,,,1610612738,90,79,2022-05-12T00:57:19Z,4710000,,,0,,G. Hill shooting personal FOUL (2 PF) (Tatum 1 FT),"[201588, 1628369]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,,201639.0,,,,2.0,0.0,Tatum,1628369.0,,,
486,PT11M01.00S,2022-05-12T00:57:30.5Z,4,REGULAR,substitution,out,[],1626171,,,1610612738,90,79,2022-05-12T00:58:10Z,4730000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT11M01.00S,2022-05-12T00:57:30.5Z,4,REGULAR,substitution,in,[],201950,,,1610612738,90,79,2022-05-12T00:58:10Z,4740000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M01.00S,2022-05-12T00:57:55.9Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1628369,,,1610612738,91,79,2022-05-12T00:57:55Z,4750000,,,0,,J. Tatum Free Throw 1 of 1 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
489,PT10M48.00S,2022-05-12T00:58:10.3Z,4,REGULAR,foul,offensive,[],203507,,,1610612749,91,79,2022-05-12T00:58:31Z,4760000,,,0,,G. Antetokounmpo charge offensive FOUL (1 PF),"[203507, 1629684]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201639.0,,,,1.0,0.0,Williams,1629684.0,,,
491,PT10M48.00S,2022-05-12T00:58:10.3Z,4,REGULAR,turnover,offensive foul,[],203507,,,1610612749,91,79,2022-05-12T00:58:10Z,4780000,,,0,,G. Antetokounmpo offensive foul TURNOVER (5 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,201639.0,5.0,,,,,,,,,
492,PT10M32.00S,2022-05-12T00:58:55.1Z,4,REGULAR,foul,personal,[],203507,,,1610612738,91,79,2022-05-12T00:59:05Z,4790000,,,0,,G. Antetokounmpo personal FOUL (2 PF),"[203507, 1628369]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Tatum,1628369.0,,,
494,PT10M16.00S,2022-05-12T00:59:38.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630202,86.81011826544021,51.470588235294116,1610612738,93,79,2022-05-12T01:02:19Z,4810000,7.0,71.0,1,right,P. Pritchard 7' turnaround fadeaway Jump Shot (2 PTS) (J. Tatum 4 AST),"[1630202, 1628369]",1610612738.0,BOS,turnaround fadeaway,,,Pritchard,P. Pritchard,,,,,7.19,Made,2.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,,
496,PT10M08.00S,2022-05-12T00:59:49.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,93,79,2022-05-12T00:59:50Z,4830000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT10M08.00S,2022-05-12T01:03:02.5Z,4,REGULAR,substitution,out,[],201588,,,1610612749,93,79,2022-05-12T01:03:23Z,4840000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT10M08.00S,2022-05-12T01:03:02.5Z,4,REGULAR,substitution,in,[],1626192,,,1610612749,93,79,2022-05-12T01:03:23Z,4850000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M52.00S,2022-05-12T01:03:43.8Z,4,REGULAR,3pt,Jump Shot,[],1626192,32.40801576872536,54.166666666666664,1610612749,93,82,2022-05-12T01:03:49Z,4860000,-21.0,252.0,1,left,P. Connaughton 25' 3PT  (8 PTS) (J. Holiday 7 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,25.3,Made,8.0,J. Holiday,201950.0,7.0,,,,,,,,,,,,,,,
501,PT09M27.00S,2022-05-12T01:04:08.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,92.46057818659659,50.245098039215684,1610612738,95,82,2022-05-12T01:04:14Z,4880000,1.0,18.0,1,right,J. Tatum driving DUNK (27 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.84,Made,27.0,,,,,,,,,,,,,,,,,,
502,PT09M18.00S,2022-05-12T01:04:17.5Z,4,REGULAR,3pt,Jump Shot,[],201950,21.76412614980289,90.93137254901961,1610612749,95,85,2022-05-12T01:04:21Z,4890000,-205.0,152.0,1,left,J. Holiday 25' 3PT  (19 PTS) (G. Allen 4 AST),"[201950, 1628960]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.5,Made,19.0,G. Allen,1628960.0,4.0,,,,,,,,,,,,,,,
504,PT08M56.00S,2022-05-12T01:04:42.1Z,4,REGULAR,foul,personal,['2freethrow'],201950,,,1610612738,95,85,2022-05-12T01:04:49Z,4910000,,,0,,J. Holiday shooting personal FOUL (2 PF) (Tatum 2 FT),"[201950, 1628369]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,201639.0,,,,2.0,0.0,Tatum,1628369.0,,,
506,PT08M56.00S,2022-05-12T01:05:12.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,96,85,2022-05-12T01:05:40Z,4930000,,,0,,J. Tatum Free Throw 1 of 2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
507,PT08M56.00S,2022-05-12T01:05:12.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,96,85,2022-05-12T01:05:40Z,4940000,,,0,,MISS J. Tatum Free Throw 2 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
508,PT08M56.00S,2022-05-12T01:05:12.2Z,4,REGULAR,rebound,defensive,[],202083,,,1610612749,96,85,2022-05-12T01:05:40Z,4950000,,,0,,W. Matthews REBOUND (Off:2 Def:3),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,507.0,5.0,3.0,2.0,,,,,,,,,,,
509,PT08M41.00S,2022-05-12T01:05:51.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,5.995400788436268,50.98039215686274,1610612749,96,87,2022-05-12T01:05:55Z,4960000,-5.0,4.0,1,left,G. Antetokounmpo cutting DUNK (34 PTS) (G. Allen 5 AST),"[203507, 1628960]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,0.63,Made,34.0,G. Allen,1628960.0,5.0,,,,,,,,,,,,,,,
511,PT08M15.00S,2022-05-12T01:06:17.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,89.83245729303549,62.745098039215684,1610612738,98,87,2022-05-12T01:07:32Z,4980000,64.0,43.0,1,right,P. Pritchard 7' driving floating bank Jump Shot (4 PTS) (D. White 6 AST),"[1630202, 1628401]",1610612738.0,BOS,driving floating bank,,,Pritchard,P. Pritchard,,,,,7.69,Made,4.0,D. White,1628401.0,6.0,,,,,,,,,,,,,,,
513,PT08M01.00S,2022-05-12T01:06:31.4Z,4,REGULAR,turnover,lost ball,[],203507,,,1610612749,98,87,2022-05-12T01:06:41Z,5000000,,,0,,G. Antetokounmpo lost ball TURNOVER (6 TO),"[203507, 201143]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,6.0,Horford,201143.0,,,,,,,
514,PT08M01.00S,2022-05-12T01:06:31.4Z,4,REGULAR,steal,,[],201143,,,1610612738,98,87,2022-05-12T01:06:38Z,5010000,,,0,,A. Horford STEAL (3 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M01.00S,2022-05-12T01:06:38.8Z,4,REGULAR,foul,personal,[],203507,,,1610612738,98,87,2022-05-12T01:07:01Z,5020000,,,0,,G. Antetokounmpo personal FOUL (3 PF),"[203507, 201143]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,1830.0,,,,3.0,0.0,Horford,201143.0,,,
517,PT07M47.00S,2022-05-12T01:07:12.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,71.30420499342969,45.09803921568628,1610612738,98,87,2022-05-12T01:08:57Z,5040000,-25.0,217.0,1,right,MISS J. Tatum 21' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,21.86,Missed,,,,,,,,,,,,,,,,,,,
518,PT07M44.00S,2022-05-12T01:07:15.7Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,98,87,2022-05-12T01:07:17Z,5050000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,517.0,9.0,8.0,1.0,,,,,,,,,,,
519,PT07M38.00S,2022-05-12T01:07:22.4Z,4,REGULAR,3pt,Jump Shot,[],1626192,21.23850197109067,88.23529411764706,1610612749,98,90,2022-05-12T01:07:26Z,5060000,-191.0,147.0,1,left,P. Connaughton 24' 3PT  (11 PTS) (G. Antetokounmpo 3 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,24.12,Made,11.0,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,,
521,PT07M34.00S,2022-05-12T01:07:31.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,98,90,2022-05-12T01:07:31Z,5080000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M34.00S,2022-05-12T01:10:38.9Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,98,90,2022-05-12T01:11:04Z,5090000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M34.00S,2022-05-12T01:10:38.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,98,90,2022-05-12T01:11:04Z,5100000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M34.00S,2022-05-12T01:10:38.9Z,4,REGULAR,substitution,out,[],1628960,,,1610612738,98,90,2022-05-12T01:11:04Z,5110000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M34.00S,2022-05-12T01:10:38.9Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,98,90,2022-05-12T01:11:04Z,5120000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M34.00S,2022-05-12T01:10:38.9Z,4,REGULAR,substitution,in,[],203935,,,1610612738,98,90,2022-05-12T01:11:04Z,5130000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M34.00S,2022-05-12T01:10:38.9Z,4,REGULAR,substitution,in,[],1626171,,,1610612738,98,90,2022-05-12T01:11:04Z,5140000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M12.00S,2022-05-12T01:11:36.0Z,4,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,98,90,2022-05-12T01:11:41Z,5150000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,,,,,,,,,,,1830.0,2.0,,,,,,,,,
529,PT07M04.00S,2022-05-12T01:11:58.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203507,11.908672798948752,62.99019607843137,1610612749,98,90,2022-05-12T01:12:45Z,5160000,-65.0,59.0,1,left,MISS G. Antetokounmpo 8' driving floating bank Shot,[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,8.81,Missed,,,,,,,,,,,,,,,,,,,
530,PT07M03.00S,2022-05-12T01:11:59.8Z,4,REGULAR,rebound,offensive,[],1626171,,,1610612749,98,90,2022-05-12T01:12:09Z,5170000,,,0,,B. Portis REBOUND (Off:4 Def:8),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,529.0,12.0,8.0,4.0,,,,,,,,,,,
531,PT07M02.00S,2022-05-12T01:12:01.4Z,4,REGULAR,foul,personal,['2freethrow'],201143,,,1610612749,98,90,2022-05-12T01:12:22Z,5180000,,,0,,A. Horford shooting personal FOUL (3 PF) (Portis 2 FT),"[201143, 1626171]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,1830.0,,,,3.0,0.0,Portis,1626171.0,,,
533,PT07M02.00S,2022-05-12T01:12:27.1Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626171,,,1610612749,98,91,2022-05-12T01:12:27Z,5200000,,,0,,B. Portis Free Throw 1 of 2 (11 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
534,PT07M02.00S,2022-05-12T01:12:43.8Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626171,,,1610612749,98,92,2022-05-12T01:12:43Z,5210000,,,0,,B. Portis Free Throw 2 of 2 (12 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
535,PT06M48.00S,2022-05-12T01:13:03.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612738,98,92,2022-05-12T01:13:11Z,5220000,,,0,,B. Portis shooting personal FOUL (2 PF) (Brown 2 FT),"[1626171, 1627759]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Brown,1627759.0,,,
537,PT06M48.00S,2022-05-12T01:13:25.4Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,98,92,2022-05-12T01:13:25Z,5240000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
538,PT06M48.00S,2022-05-12T01:13:25.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,98,92,2022-05-12T01:13:25Z,5250000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,
539,PT06M48.00S,2022-05-12T01:13:41.3Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,99,92,2022-05-12T01:13:41Z,5260000,,,0,,J. Brown Free Throw 2 of 2 (26 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
540,PT06M26.00S,2022-05-12T01:14:04.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203507,8.492115637319317,53.92156862745098,1610612749,99,92,2022-05-12T01:14:08Z,5270000,-20.0,27.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1628401]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,3.36,Missed,,,,,,,,,,,,,,,,,White,1628401.0,
