actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
425,PT05M02.00S,2022-05-14T01:25:14.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201588,8.360709592641262,45.588235294117645,1610612749,56,70,2022-05-14T01:25:22Z,4200000,22.0,26.0,1,left,MISS G. Hill driving Layup,[201588],1610612749.0,MIL,driving,,,Hill,G. Hill,,,,,3.42,Missed,,,,,,,,,,,,,,,,,,,
426,PT04M59.00S,2022-05-14T01:25:17.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,56,70,2022-05-14T01:25:22Z,4210000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,425.0,7.0,6.0,1.0,,,,,,,,,,,,,,
427,PT04M44.00S,2022-05-14T01:25:32.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,68.15045992115637,34.55882352941176,1610612738,56,70,2022-05-14T01:25:38Z,4220000,-77.0,247.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.87,Missed,,,,,,,,,,,,,,,,,,,
428,PT04M41.00S,2022-05-14T01:25:35.9Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,56,70,2022-05-14T01:25:38Z,4230000,,,0,,B. Portis REBOUND (Off:2 Def:8),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,427.0,10.0,8.0,2.0,,,,,,,,,,,,,,
429,PT04M33.00S,2022-05-14T01:25:43.5Z,3,REGULAR,3pt,Jump Shot,[],1626192,23.340998685939553,7.598039215686274,1610612749,59,70,2022-05-14T01:25:48Z,4240000,212.0,167.0,1,left,P. Connaughton 26' 3PT  (5 PTS) (J. Holiday 2 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.98,Made,5.0,,,,,,,,,,J. Holiday,201950.0,2.0,,,,,,
431,PT04M13.00S,2022-05-14T01:26:03.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,67.23061760840999,34.55882352941176,1610612738,59,70,2022-05-14T01:26:11Z,4260000,-77.0,256.0,1,right,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,26.69,Missed,,,,,,,,,,,,,,,,,,,
432,PT04M10.00S,2022-05-14T01:26:06.2Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,59,70,2022-05-14T01:26:11Z,4270000,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,431.0,8.0,6.0,2.0,,,,,,,,,,,,,,
433,PT03M58.00S,2022-05-14T01:26:18.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201143,66.44218134034165,57.84313725490197,1610612738,59,70,2022-05-14T01:26:27Z,4280000,39.0,263.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
434,PT03M56.00S,2022-05-14T01:26:20.3Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,59,70,2022-05-14T01:26:27Z,4290000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,433.0,12.0,9.0,3.0,,,,,,,,,,,,,,
435,PT03M49.00S,2022-05-14T01:26:26.7Z,3,REGULAR,2pt,Jump Shot,[],1626171,7.835085413929041,77.20588235294117,1610612749,59,70,2022-05-14T01:26:31Z,4300000,-136.0,21.0,1,left,MISS B. Portis 13' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,13.76,Missed,,,,,,,,,,,,,,,,,,,
436,PT03M47.00S,2022-05-14T01:26:28.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,59,70,2022-05-14T01:26:31Z,4310000,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,435.0,9.0,7.0,2.0,,,,,,,,,,,,,,
437,PT03M31.00S,2022-05-14T01:26:45.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,81.553876478318,94.6078431372549,1610612738,59,70,2022-05-14T01:27:36Z,4320000,223.0,121.0,1,right,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
438,PT03M29.00S,2022-05-14T01:26:47.2Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,59,70,2022-05-14T01:26:51Z,4330000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,437.0,13.0,10.0,3.0,,,,,,,,,,,,,,
439,PT03M24.00S,2022-05-14T01:26:56.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.915243101182654,50.245098039215684,1610612749,61,70,2022-05-14T01:27:32Z,4340000,-1.0,13.0,1,left,G. Antetokounmpo driving Layup (25 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.26,Made,25.0,,,,,,,,,,,,,,,,,,
440,PT03M24.00S,2022-05-14T01:27:08.8Z,3,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612749,61,70,2022-05-14T01:27:20Z,4350000,,,0,,D. White shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1628401, 203507]",1610612738.0,BOS,shooting,,,White,D. White,,,,,,,,,,,,2715.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
442,PT03M24.00S,2022-05-14T01:27:21.6Z,3,REGULAR,substitution,out,[],201950,,,1610612749,61,70,2022-05-14T01:28:55Z,4370000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M24.00S,2022-05-14T01:27:21.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612749,61,70,2022-05-14T01:28:55Z,4380000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M24.00S,2022-05-14T01:27:21.6Z,3,REGULAR,substitution,in,[],1628960,,,1610612749,61,70,2022-05-14T01:28:55Z,4390000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M24.00S,2022-05-14T01:27:21.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612749,61,70,2022-05-14T01:28:55Z,4400000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M24.00S,2022-05-14T01:28:06.9Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,62,70,2022-05-14T01:28:06Z,4410000,,,0,,G. Antetokounmpo Free Throw 1 of 1 (26 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
447,PT03M06.00S,2022-05-14T01:28:26.1Z,3,REGULAR,3pt,Jump Shot,[],203935,72.35545335085413,81.61764705882352,1610612738,62,73,2022-05-14T01:28:31Z,4420000,158.0,207.0,1,right,M. Smart 26' 3PT  (19 PTS) (D. White 1 AST),"[203935, 1628401]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.08,Made,19.0,,,,,,,,,,D. White,1628401.0,1.0,,,,,,
449,PT02M54.00S,2022-05-14T01:28:37.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203507,20.18725361366623,48.529411764705884,1610612749,64,73,2022-05-14T01:28:45Z,4440000,7.0,137.0,1,left,G. Antetokounmpo 13' Hook (28 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,13.75,Made,28.0,,,,,,,,,,,,,,,,,,
450,PT02M40.00S,2022-05-14T01:28:55.5Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,64,73,2022-05-14T02:18:54Z,4450000,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 201588]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,2715.0,1.0,0.0,Hill,201588.0,,,,,,,,,
452,PT02M40.00S,2022-05-14T01:28:55.5Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,64,73,2022-05-14T01:29:04Z,4470000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,2715.0,,,,,,,,3.0,,,,,
453,PT02M40.00S,2022-05-14T01:29:05.2Z,3,REGULAR,substitution,out,[],201588,,,1610612749,64,73,2022-05-14T01:29:12Z,4480000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M40.00S,2022-05-14T01:29:05.2Z,3,REGULAR,substitution,out,[],203507,,,1610612749,64,73,2022-05-14T01:29:12Z,4490000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M40.00S,2022-05-14T01:29:05.2Z,3,REGULAR,substitution,in,[],201950,,,1610612749,64,73,2022-05-14T01:29:12Z,4500000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M40.00S,2022-05-14T01:29:05.2Z,3,REGULAR,substitution,in,[],201572,,,1610612749,64,73,2022-05-14T01:29:12Z,4510000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M40.00S,2022-05-14T01:29:14.6Z,3,REGULAR,substitution,out,[],201143,,,1610612749,64,73,2022-05-14T01:29:18Z,4520000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M40.00S,2022-05-14T01:29:14.6Z,3,REGULAR,substitution,in,[],1628464,,,1610612749,64,73,2022-05-14T01:29:18Z,4530000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M30.00S,2022-05-14T01:29:30.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201572,7.966491458607096,50.245098039215684,1610612749,64,73,2022-05-14T01:29:37Z,4540000,-1.0,22.0,1,left,MISS B. Lopez alley-oop DUNK,[201572],1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,,
460,PT02M28.00S,2022-05-14T01:29:32.7Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,64,73,2022-05-14T01:29:37Z,4550000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,459.0,2.0,2.0,0.0,,,,,,,,,,,,,,
461,PT02M19.00S,2022-05-14T01:29:41.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.04402102496715,45.34313725490196,1610612738,64,75,2022-05-14T01:29:47Z,4560000,-23.0,50.0,1,right,J. Tatum floating Jump Shot (25 PTS),[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,5.56,Made,25.0,,,,,,,,,,,,,,,,,,
462,PT02M09.00S,2022-05-14T01:29:51.8Z,3,REGULAR,3pt,Jump Shot,[],1628960,29.6484888304862,74.75490196078431,1610612749,64,75,2022-05-14T01:29:56Z,4570000,-124.0,226.0,1,left,MISS G. Allen 25' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
463,PT02M07.00S,2022-05-14T01:29:53.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,75,2022-05-14T01:29:56Z,4580000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,462.0,8.0,8.0,0.0,,,,,,,,,,,,,,
464,PT02M01.00S,2022-05-14T01:30:03.9Z,3,REGULAR,foul,personal,[],1628960,,,1610612738,64,75,2022-05-14T01:30:22Z,4590000,,,0,,G. Allen personal FOUL (3 PF),"[1628960, 1628401]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,2715.0,3.0,0.0,White,1628401.0,,,,,,,,,
466,PT02M01.00S,2022-05-14T01:30:20.4Z,3,REGULAR,substitution,out,[],1628960,,,1610612738,64,75,2022-05-14T01:30:25Z,4610000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M01.00S,2022-05-14T01:30:20.4Z,3,REGULAR,substitution,in,[],201588,,,1610612738,64,75,2022-05-14T01:30:25Z,4620000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M47.00S,2022-05-14T01:30:40.5Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,64,75,2022-05-14T01:30:52Z,4630000,,,0,,J. Tatum lost ball TURNOVER (4 TO),"[1628369, 201950]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,4.0,Holiday,201950.0,,,
469,PT01M47.00S,2022-05-14T01:30:40.5Z,3,REGULAR,steal,,[],201950,,,1610612749,64,75,2022-05-14T01:30:42Z,4640000,,,0,,J. Holiday STEAL (3 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M41.00S,2022-05-14T01:30:45.6Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201950,33.722076215505915,37.254901960784316,1610612749,64,75,2022-05-14T01:31:55Z,4650000,64.0,264.0,1,left,MISS J. Holiday 27' running pullup 3PT,[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,,
471,PT01M39.00S,2022-05-14T01:30:47.6Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,64,75,2022-05-14T01:31:55Z,4660000,,,0,,G. Williams REBOUND (Off:0 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,470.0,5.0,5.0,0.0,,,,,,,,,,,,,,
472,PT01M20.00S,2022-05-14T01:31:06.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628464,93.9060446780552,39.46078431372549,1610612738,64,77,2022-05-14T01:31:11Z,4670000,-53.0,5.0,1,right,D. Theis Jump Shot (4 PTS) (M. Smart 4 AST),"[1628464, 203935]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,5.29,Made,4.0,,,,,,,,,,M. Smart,203935.0,4.0,,,,,,
474,PT01M03.00S,2022-05-14T01:31:23.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,7.835085413929041,43.872549019607845,1610612749,66,77,2022-05-14T01:31:28Z,4690000,31.0,21.0,1,left,P. Connaughton driving floating bank Jump Shot (7 PTS) (J. Holiday 3 AST),"[1626192, 201950]",1610612749.0,MIL,driving floating bank,,,Connaughton,P. Connaughton,,,,,3.72,Made,7.0,,,,,,,,,,J. Holiday,201950.0,3.0,,,,,,
476,PT00M48.00S,2022-05-14T01:31:43.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,92.06636005256242,55.14705882352941,1610612738,66,79,2022-05-14T01:32:14Z,4710000,26.0,22.0,1,right,J. Tatum driving floating bank Jump Shot (27 PTS),[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,3.39,Made,27.0,,,,,,,,,,,,,,,,,,
477,PT00M48.00S,2022-05-14T01:31:46.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201588,,,1610612738,66,79,2022-05-14T01:32:30Z,4720000,,,0,,G. Hill shooting personal FOUL (2 PF) (Tatum 1 FT),"[201588, 1628369]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,202049.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
479,PT00M48.00S,2022-05-14T01:32:01.9Z,3,REGULAR,substitution,out,[],201572,,,1610612738,66,79,2022-05-14T01:32:11Z,4740000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M48.00S,2022-05-14T01:32:01.9Z,3,REGULAR,substitution,in,[],203507,,,1610612738,66,79,2022-05-14T01:32:11Z,4750000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M48.00S,2022-05-14T01:32:31.9Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,66,80,2022-05-14T01:32:31Z,4760000,,,0,,J. Tatum Free Throw 1 of 1 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
482,PT00M33.90S,2022-05-14T01:32:49.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.1268068331143235,50.98039215686274,1610612749,68,80,2022-05-14T02:06:29Z,4770000,-5.0,5.0,1,left,G. Antetokounmpo driving Layup (30 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,0.71,Made,30.0,,,,,,,,,,,,,,,,,,
483,PT00M28.20S,2022-05-14T01:33:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,89.70105124835742,52.450980392156865,1610612738,68,80,2022-05-14T01:33:15Z,4780000,12.0,44.0,1,right,MISS M. Smart driving Layup - blocked,"[203935, 203507]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,4.6,Missed,,,,,,,,,,,,,,,,,Antetokounmpo,203507.0,
484,PT00M28.20S,2022-05-14T01:33:06.7Z,3,REGULAR,block,,[],203507,,,1610612738,68,80,2022-05-14T01:33:11Z,4790000,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M28.20S,2022-05-14T01:33:06.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,80,2022-05-14T01:33:15Z,4800000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,,,
486,PT00M12.30S,2022-05-14T01:33:33.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,78.99556504599211,15.21905637254902,1610612738,68,82,2022-05-14T02:08:03Z,4810000,-174.0,145.0,1,right,J. Tatum 22' pullup Jump Shot (30 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,22.64,Made,30.0,,,,,,,,,,,,,,,,,,
619,PT00M12.30S,2022-05-14T01:33:39.0Z,3,REGULAR,instantreplay,request,[],0,,,1610612749,68,82,2022-05-14T02:07:21Z,4815000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,Changed to 2-pt FG
487,PT00M06.60S,2022-05-14T01:33:45.0Z,3,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612749,68,82,2022-05-14T01:33:54Z,4820000,,,0,,J. Tatum shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[1628369, 203507]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,2715.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
489,PT00M06.60S,2022-05-14T01:34:24.7Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,69,82,2022-05-14T01:34:24Z,4840000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (31 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,31.0,,,,,,,,,,,,,,,,,,
490,PT00M06.60S,2022-05-14T01:34:27.7Z,3,REGULAR,substitution,out,[],1626192,,,1610612749,69,82,2022-05-14T01:34:36Z,4850000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M06.60S,2022-05-14T01:34:27.7Z,3,REGULAR,substitution,out,[],1629684,,,1610612749,69,82,2022-05-14T01:34:36Z,4860000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M06.60S,2022-05-14T01:34:27.7Z,3,REGULAR,substitution,out,[],1628464,,,1610612749,69,82,2022-05-14T01:34:36Z,4870000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M06.60S,2022-05-14T01:34:27.7Z,3,REGULAR,substitution,in,[],202083,,,1610612749,69,82,2022-05-14T01:34:36Z,4880000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M06.60S,2022-05-14T01:34:27.7Z,3,REGULAR,substitution,in,[],1627759,,,1610612749,69,82,2022-05-14T01:34:36Z,4890000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M06.60S,2022-05-14T01:34:27.7Z,3,REGULAR,substitution,in,[],201143,,,1610612749,69,82,2022-05-14T01:34:36Z,4900000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M06.60S,2022-05-14T01:34:51.9Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,70,82,2022-05-14T01:34:51Z,4910000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (32 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,32.0,,,,,,,,,,,,,,,,,,
497,PT00M00.00S,2022-05-14T01:35:04.0Z,3,REGULAR,3pt,Jump Shot,[],1628401,93.51182654402102,3.9215686274509802,1610612738,70,82,2022-05-14T01:35:09Z,4920000,-230.0,8.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2022-05-14T01:35:06.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,70,82,2022-05-14T01:35:06Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,
499,PT00M00.00S,2022-05-14T01:36:11.1Z,3,REGULAR,period,end,[],0,,,1610612738,70,82,2022-05-14T01:36:11Z,4940000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2022-05-14T01:38:21.6Z,4,REGULAR,substitution,out,['startperiod'],1626171,,,1610612738,70,82,2022-05-14T01:38:38Z,4950000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2022-05-14T01:38:21.6Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,70,82,2022-05-14T01:38:38Z,4960000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2022-05-14T01:38:21.6Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,70,82,2022-05-14T01:38:38Z,4970000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2022-05-14T01:38:21.6Z,4,REGULAR,substitution,in,['startperiod'],1626192,,,1610612738,70,82,2022-05-14T01:38:38Z,4980000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2022-05-14T01:38:21.6Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,70,82,2022-05-14T01:38:38Z,4990000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2022-05-14T01:38:21.6Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,70,82,2022-05-14T01:38:38Z,5000000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-05-14T01:38:49.5Z,4,REGULAR,period,start,[],0,,,1610612738,70,82,2022-05-14T01:38:49Z,5010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT11M35.00S,2022-05-14T01:39:13.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,82.9993429697766,59.55882352941176,1610612738,70,82,2022-05-14T02:18:32Z,5020000,48.0,107.0,1,right,MISS D. White 11' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,11.75,Missed,,,,,,,,,,,,,,,,,,,
508,PT11M33.00S,2022-05-14T01:39:15.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,70,82,2022-05-14T01:39:20Z,5030000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,507.0,14.0,11.0,3.0,,,,,,,,,,,,,,
509,PT11M31.00S,2022-05-14T01:39:17.2Z,4,REGULAR,turnover,lost ball,[],203507,,,1610612749,70,82,2022-05-14T01:39:23Z,5040000,,,0,,G. Antetokounmpo lost ball TURNOVER (4 TO),"[203507, 1628401]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,4.0,White,1628401.0,,,
510,PT11M31.00S,2022-05-14T01:39:17.2Z,4,REGULAR,steal,,[],1628401,,,1610612738,70,82,2022-05-14T01:39:20Z,5050000,,,0,,D. White STEAL (2 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
