actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
279,PT04M41.00S,2022-05-22T01:29:52.1Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,35,54,2022-05-22T01:30:21Z,2750000,,,0,,M. Strus REBOUND (Off:2 Def:2),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,278.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
280,PT04M22.00S,2022-05-22T01:30:36.5Z,2,REGULAR,3pt,Jump Shot,[],200782,12.565703022339028,94.11764705882352,1610612748,35,54,2022-05-22T01:31:55Z,2760000,-221.0,66.0,1,left,MISS P. Tucker step back 3PT,[200782],1610612748.0,MIA,step back,,,Tucker,P. Tucker,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
281,PT04M20.00S,2022-05-22T01:30:38.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,35,54,2022-05-22T01:30:45Z,2770000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,280.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
282,PT04M12.00S,2022-05-22T01:30:48.4Z,2,REGULAR,foul,offensive,[],201143,,,1610612738,35,54,2022-05-22T01:30:55Z,2780000,,,0,,A. Horford offensive FOUL (2 PF),"[201143, 200768]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,202058.0,2.0,0.0,Lowry,200768.0,,,
284,PT04M12.00S,2022-05-22T01:30:48.4Z,2,REGULAR,turnover,offensive foul,[],201143,,,1610612738,35,54,2022-05-22T01:30:48Z,2800000,,,0,,A. Horford offensive foul TURNOVER (3 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,3.0,,,202058.0,,,,,,,
285,PT03M55.00S,2022-05-22T01:31:21.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,26.888961892247043,80.63725490196079,1610612748,35,54,2022-05-22T01:31:29Z,2810000,-153.0,200.0,1,left,MISS M. Strus 25' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
286,PT03M54.00S,2022-05-22T01:31:22.6Z,2,REGULAR,rebound,offensive,[],200782,,,1610612748,35,54,2022-05-22T01:31:42Z,2820000,,,0,,P. Tucker REBOUND (Off:2 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,285.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
287,PT03M53.00S,2022-05-22T01:31:29.0Z,2,REGULAR,foul,personal,[],1627759,,,1610612748,35,54,2022-05-22T01:31:38Z,2830000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Tucker,200782.0,,,
289,PT03M40.00S,2022-05-22T01:32:12.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",200768,18.74178712220762,64.70588235294117,1610612748,35,56,2022-05-22T01:32:17Z,2850000,-74.0,124.0,1,left,K. Lowry 14' turnaround fadeaway Jump Shot (5 PTS),[200768],1610612748.0,MIA,turnaround fadeaway,,,Lowry,K. Lowry,,,,,14.39,Made,,,,,5.0,,,,,,,,,,,,,,
290,PT03M28.00S,2022-05-22T01:32:22.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,87.07293035479631,95.83333333333334,1610612738,35,56,2022-05-22T01:33:15Z,2860000,229.0,69.0,1,right,MISS J. Tatum pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,23.94,Missed,,,,,,,,,,,,,,,,,,,
291,PT03M26.00S,2022-05-22T01:32:24.6Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,35,56,2022-05-22T01:32:33Z,2870000,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,290.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
292,PT03M17.00S,2022-05-22T01:32:34.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,7.440867279894875,49.50980392156863,1610612748,35,58,2022-05-22T01:34:16Z,2880000,2.0,17.0,1,left,B. Adebayo cutting DUNK (14 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.76,Made,,,,,14.0,J. Butler,202710.0,2.0,,,,,,,,,,,
294,PT02M57.00S,2022-05-22T01:32:54.0Z,2,REGULAR,3pt,Jump Shot,[],201143,67.49342969776609,32.59803921568628,1610612738,35,58,2022-05-22T01:32:58Z,2900000,-87.0,253.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,,
295,PT02M55.00S,2022-05-22T01:32:56.0Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,35,58,2022-05-22T01:32:58Z,2910000,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,294.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
296,PT02M39.00S,2022-05-22T01:33:12.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,14.931011826544022,34.068627450980394,1610612748,35,60,2022-05-22T01:33:17Z,2920000,80.0,88.0,1,left,B. Adebayo 11' driving Hook (16 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,11.87,Made,,,,,16.0,,,,,,,,,,,,,,
297,PT02M16.00S,2022-05-22T01:33:36.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629622,,,1610612738,35,60,2022-05-22T01:37:19Z,2930000,,,0,,M. Strus shooting personal FOUL (2 PF) (Williams 2 FT),"[1629622, 1629684]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Williams,1629684.0,,,
299,PT02M16.00S,2022-05-22T01:33:51.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,35,60,2022-05-22T01:33:51Z,2950000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M16.00S,2022-05-22T01:36:49.8Z,2,REGULAR,substitution,out,[],200768,,,1610612738,35,60,2022-05-22T01:37:17Z,2960000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M16.00S,2022-05-22T01:36:49.8Z,2,REGULAR,substitution,in,[],1629216,,,1610612738,35,60,2022-05-22T01:37:17Z,2970000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M16.00S,2022-05-22T01:37:43.0Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,36,60,2022-05-22T01:37:43Z,2980000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
303,PT02M16.00S,2022-05-22T01:37:56.9Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,37,60,2022-05-22T01:37:56Z,2990000,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
304,PT02M06.00S,2022-05-22T01:38:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,10.11826544021025,37.415747549019606,1610612748,37,60,2022-05-22T01:39:08Z,3000000,63.0,43.0,1,left,MISS J. Butler 7' driving floating bank Shot,[202710],1610612748.0,MIA,driving floating bank,,,Butler,J. Butler,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,,
305,PT02M04.00S,2022-05-22T01:38:12.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,37,60,2022-05-22T01:38:21Z,3010000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,304.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
306,PT01M54.00S,2022-05-22T01:38:21.7Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,37,60,2022-05-22T01:38:25Z,3020000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 200782]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1.0,Tucker,200782.0,,,,,,,,
307,PT01M54.00S,2022-05-22T01:38:21.7Z,2,REGULAR,steal,,[],200782,,,1610612748,37,60,2022-05-22T01:38:23Z,3030000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M49.00S,2022-05-22T01:38:26.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,12.697109067017081,48.77450980392157,1610612748,37,62,2022-05-22T01:38:32Z,3040000,6.0,67.0,1,left,J. Butler 6' Layup (8 PTS) (G. Vincent 1 AST),"[202710, 1629216]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,6.72,Made,,,,,8.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,
310,PT01M30.00S,2022-05-22T01:38:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,92.85479632063075,50.49019607843137,1610612738,39,62,2022-05-22T01:39:02Z,3060000,2.0,15.0,1,right,A. Horford driving Layup (9 PTS),[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,1.49,Made,,,,,9.0,,,,,,,,,,,,,,
311,PT01M30.00S,2022-05-22T01:38:51.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200782,,,1610612738,39,62,2022-05-22T01:39:07Z,3070000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Horford 1 FT),"[200782, 201143]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Horford,201143.0,,,
314,PT01M30.00S,2022-05-22T01:39:24.6Z,2,REGULAR,freethrow,1 of 1,[],201143,,,1610612738,40,62,2022-05-22T01:39:24Z,3090000,,,0,,A. Horford Free Throw 1 of 1 (10 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
315,PT01M16.00S,2022-05-22T01:39:41.9Z,2,REGULAR,2pt,Layup,[],1629216,10.068988173455978,66.66666666666666,1610612748,40,62,2022-05-22T01:39:52Z,3100000,-83.0,42.0,1,left,MISS G. Vincent 9' driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,9.33,Missed,,,,,,,,,,,,,,,,,,,
316,PT01M14.00S,2022-05-22T01:39:43.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,40,62,2022-05-22T01:39:52Z,3110000,,,0,,A. Horford REBOUND (Off:2 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,315.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
317,PT01M09.00S,2022-05-22T01:39:48.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,92.85479632063075,49.754901960784316,1610612738,42,62,2022-05-22T01:39:57Z,3120000,-1.0,15.0,1,right,J. Tatum running finger roll Layup (5 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,1.47,Made,,,,,5.0,A. Horford,201143.0,1.0,,,,,,,,,,,
319,PT00M54.20S,2022-05-22T01:40:04.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,11.12023653088042,38.23529411764706,1610612748,42,62,2022-05-22T01:42:08Z,3140000,59.0,52.0,1,left,MISS J. Butler 7' cutting Layup,[202710],1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,7.85,Missed,,,,,,,,,,,,,,,,,,,
320,PT00M52.60S,2022-05-22T01:40:06.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,42,62,2022-05-22T01:40:12Z,3150000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,319.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
321,PT00M45.50S,2022-05-22T01:40:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,91.27792378449409,58.57843137254902,1610612738,44,62,2022-05-22T01:40:18Z,3160000,43.0,29.0,1,right,A. Horford cutting Layup (12 PTS) (M. Smart 2 AST),"[201143, 203935]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,5.21,Made,,,,,12.0,M. Smart,203935.0,2.0,,,,,,,,,,,
323,PT00M26.70S,2022-05-22T01:40:38.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,44,62,2022-05-22T01:40:38Z,3180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M22.80S,2022-05-22T01:41:00.6Z,2,REGULAR,2pt,Jump Shot,[],1629216,7.835085413929041,82.84313725490196,1610612748,44,62,2022-05-22T01:41:04Z,3190000,-164.0,21.0,1,left,MISS G. Vincent 16' step back Shot,[1629216],1610612748.0,MIA,step back,,,Vincent,G. Vincent,,,,,16.56,Missed,,,,,,,,,,,,,,,,,,,
325,PT00M19.60S,2022-05-22T01:41:03.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,44,62,2022-05-22T01:41:04Z,3200000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,324.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
326,PT00M17.00S,2022-05-22T01:41:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,88.51839684625493,45.588235294117645,1610612738,44,62,2022-05-22T01:41:19Z,3210000,-22.0,55.0,1,right,MISS J. Tatum running Layup - blocked,"[1628369, 1629622]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,5.96,Missed,,,,,,,,,,,,,,,,,Strus,1629622.0,
327,PT00M17.00S,2022-05-22T01:41:08.7Z,2,REGULAR,block,,[],1629622,,,1610612738,44,62,2022-05-22T01:41:10Z,3220000,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M16.00S,2022-05-22T01:41:09.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,44,62,2022-05-22T01:41:19Z,3230000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,326.0,,,,,,,,,,,,,,,,,,
329,PT00M16.00S,2022-05-22T01:41:12.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,44,62,2022-05-22T01:41:12Z,3240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M16.00S,2022-05-22T01:41:23.9Z,2,REGULAR,substitution,out,[],1629622,,,1610612738,44,62,2022-05-22T01:41:27Z,3250000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M16.00S,2022-05-22T01:41:23.9Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,44,62,2022-05-22T01:41:27Z,3260000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M01.40S,2022-05-22T01:41:51.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,82.07950065703022,95.09803921568627,1610612738,47,62,2022-05-22T01:44:11Z,3270000,225.0,116.0,1,right,J. Tatum 25' 3PT pullup (8 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.36,Made,,,,,8.0,M. Smart,203935.0,3.0,,,,,,,,,,,
334,PT00M00.00S,2022-05-22T01:42:01.3Z,2,REGULAR,period,end,[],0,,,1610612748,47,62,2022-05-22T01:42:01Z,3290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-05-22T01:57:10.5Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,47,62,2022-05-22T01:57:56Z,3300000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-05-22T01:57:10.5Z,3,REGULAR,substitution,out,['startperiod'],202710,,,1610612748,47,62,2022-05-22T01:57:56Z,3310000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-05-22T01:57:10.5Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612748,47,62,2022-05-22T01:57:56Z,3320000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-05-22T01:57:10.5Z,3,REGULAR,substitution,in,['startperiod'],200768,,,1610612748,47,62,2022-05-22T01:57:56Z,3330000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-05-22T01:57:10.5Z,3,REGULAR,substitution,in,['startperiod'],203506,,,1610612748,47,62,2022-05-22T01:57:56Z,3340000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-05-22T01:57:10.5Z,3,REGULAR,substitution,in,['startperiod'],1629622,,,1610612748,47,62,2022-05-22T01:57:56Z,3350000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-05-22T01:58:25.3Z,3,REGULAR,period,start,[],0,,,1610612748,47,62,2022-05-22T01:58:25Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M46.00S,2022-05-22T01:58:39.1Z,3,REGULAR,3pt,Jump Shot,[],203506,64.73390275952694,42.40196078431372,1610612748,47,62,2022-05-22T01:59:03Z,3370000,-38.0,279.0,1,right,MISS V. Oladipo 28' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,28.16,Missed,,,,,,,,,,,,,,,,,,,
343,PT11M43.00S,2022-05-22T01:58:42.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,47,62,2022-05-22T02:02:09Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,,
344,PT11M43.00S,2022-05-22T01:59:22.0Z,3,REGULAR,jumpball,recovered,[],0,,,1610612748,47,62,2022-05-22T02:00:42Z,3390000,,,0,,Jump Ball P. Tucker vs. A. Horford: Tip to Team (MIA),"[200782, 201143]",1610612748.0,MIA,heldball,Team (MIA),,,,Tucker,200782.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,
347,PT11M41.00S,2022-05-22T01:59:23.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,47,62,2022-05-22T01:59:23Z,3420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M34.00S,2022-05-22T01:59:42.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628389,77.08607095926413,50.98039215686274,1610612748,47,62,2022-05-22T02:01:59Z,3430000,5.0,163.0,1,right,MISS B. Adebayo 16' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,16.3,Missed,,,,,,,,,,,,,,,,,,,
349,PT11M32.00S,2022-05-22T01:59:44.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,47,62,2022-05-22T02:00:04Z,3440000,,,0,,A. Horford REBOUND (Off:2 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,348.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
350,PT11M19.00S,2022-05-22T01:59:57.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,7.966491458607096,45.83333333333333,1610612738,49,62,2022-05-22T02:00:08Z,3450000,21.0,22.0,1,left,J. Brown driving Layup (17 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.06,Made,,,,,17.0,,,,,,,,,,,,,,
351,PT11M06.00S,2022-05-22T02:00:11.3Z,3,REGULAR,2pt,Jump Shot,[],200768,73.53810775295663,37.00980392156863,1610612748,49,62,2022-05-22T02:00:16Z,3460000,-65.0,196.0,1,right,MISS K. Lowry 20' pullup Shot,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,20.67,Missed,,,,,,,,,,,,,,,,,,,
352,PT11M06.00S,2022-05-22T02:00:11.3Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,49,62,2022-05-22T02:12:39Z,3470000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,351.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
353,PT10M59.00S,2022-05-22T02:00:18.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,30.962549277266753,28.186274509803923,1610612738,49,62,2022-05-22T02:00:59Z,3480000,109.0,239.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
354,PT10M57.00S,2022-05-22T02:00:20.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,49,62,2022-05-22T02:00:59Z,3490000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,
355,PT10M57.00S,2022-05-22T02:00:30.2Z,3,REGULAR,foul,personal,[],203935,,,1610612748,49,62,2022-05-22T02:01:16Z,3500000,,,0,,M. Smart loose ball personal FOUL (1 PF),"[203935, 200768]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Lowry,200768.0,,,
358,PT10M57.00S,2022-05-22T02:01:19.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,49,62,2022-05-22T02:01:19Z,3530000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M57.00S,2022-05-22T02:03:44.6Z,3,REGULAR,substitution,out,[],203935,,,1610612748,49,62,2022-05-22T02:04:13Z,3540000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT10M57.00S,2022-05-22T02:03:44.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612748,49,62,2022-05-22T02:04:13Z,3550000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT10M44.00S,2022-05-22T02:04:31.6Z,3,REGULAR,2pt,Hook,[],200782,87.59855453350855,24.509803921568626,1610612748,49,62,2022-05-22T02:04:35Z,3560000,-127.0,64.0,1,right,MISS P. Tucker 14' Hook,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,14.27,Missed,,,,,,,,,,,,,,,,,,,
362,PT10M42.00S,2022-05-22T02:04:33.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,62,2022-05-22T02:04:35Z,3570000,,,0,,J. Tatum REBOUND (Off:1 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,361.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
363,PT10M37.00S,2022-05-22T02:04:38.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,31.35676741130092,72.54901960784314,1610612738,49,62,2022-05-22T02:04:47Z,3580000,-113.0,242.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
364,PT10M34.00S,2022-05-22T02:04:41.9Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,49,62,2022-05-22T02:04:47Z,3590000,,,0,,P. Tucker REBOUND (Off:2 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,363.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
365,PT10M25.00S,2022-05-22T02:04:50.6Z,3,REGULAR,3pt,Jump Shot,[],200768,66.5735873850197,30.392156862745097,1610612748,49,65,2022-05-22T02:04:54Z,3600000,-98.0,262.0,1,right,K. Lowry 27' 3PT pullup (8 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,27.94,Made,,,,,8.0,,,,,,,,,,,,,,
366,PT10M07.00S,2022-05-22T02:05:08.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.863994743758213,52.20588235294118,1610612738,51,65,2022-05-22T02:05:11Z,3610000,-11.0,3.0,1,left,J. Brown driving Layup (19 PTS) (P. Pritchard 4 AST),"[1627759, 1630202]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.13,Made,,,,,19.0,P. Pritchard,1630202.0,4.0,,,,,,,,,,,
368,PT10M06.00S,2022-05-22T02:05:18.2Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,51,65,2022-05-22T02:05:22Z,3630000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,
369,PT09M50.00S,2022-05-22T02:05:33.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,87.07293035479631,54.65686274509803,1610612748,51,67,2022-05-22T02:05:37Z,3640000,23.0,69.0,1,right,B. Adebayo 7' cutting Layup (18 PTS) (K. Lowry 3 AST),"[1628389, 200768]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,7.28,Made,,,,,18.0,K. Lowry,200768.0,3.0,,,,,,,,,,,
371,PT09M38.00S,2022-05-22T02:05:46.5Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,51,67,2022-05-22T02:05:49Z,3660000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203506]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2.0,Oladipo,203506.0,,,,,,,,
