actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
182,PT09M29.00S,2022-05-18T01:19:47.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.966491458607096,51.470588235294116,1610612738,30,34,2022-05-18T01:19:51Z,1770000,-7.0,22.0,1,left,R. Williams III alley-oop DUNK (12 PTS) (J. Tatum 3 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.36,Made,12.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,,
184,PT09M20.00S,2022-05-18T01:19:56.4Z,2,REGULAR,3pt,Jump Shot,[],1629639,66.5735873850197,45.09803921568628,1610612748,30,34,2022-05-18T01:20:04Z,1790000,-25.0,262.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
185,PT09M14.00S,2022-05-18T01:20:02.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,30,34,2022-05-18T01:20:04Z,1800000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,184.0,4.0,4.0,0.0,,,,,,,,,,,
186,PT09M08.00S,2022-05-18T01:20:11.0Z,2,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612738,30,34,2022-05-18T01:20:25Z,1810000,,,0,,A. Nesmith bad pass out-of-bounds TURNOVER (1 TO),[1630174],1610612738.0,BOS,bad pass,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,2534.0,,,,,,,1.0,,,
187,PT08M59.00S,2022-05-18T01:20:29.3Z,2,REGULAR,turnover,bad pass,[],1628389,,,1610612748,30,34,2022-05-18T01:20:34Z,1820000,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1630174]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0,
188,PT08M59.00S,2022-05-18T01:20:29.3Z,2,REGULAR,steal,,[],1630174,,,1610612738,30,34,2022-05-18T01:20:31Z,1830000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M54.00S,2022-05-18T01:20:34.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,7.178055190538765,50.245098039215684,1610612738,30,36,2022-05-18T01:20:41Z,1840000,-1.0,15.0,1,left,J. Brown running Layup (5 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,1.5,Made,5.0,,,,,,,,,,,,,,,,,,
190,PT08M38.00S,2022-05-18T01:20:49.8Z,2,REGULAR,3pt,Jump Shot,[],203506,94.56307490144546,1.4705882352941175,1610612748,30,36,2022-05-18T01:21:01Z,1850000,-243.0,-1.0,1,right,MISS V. Oladipo 24' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,24.26,Missed,,,,,,,,,,,,,,,,,,,
191,PT08M33.00S,2022-05-18T01:20:54.9Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,30,36,2022-05-18T01:20:54Z,1860000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,190.0,2.0,1.0,1.0,,,,,,,,,,,
192,PT08M26.00S,2022-05-18T01:21:01.9Z,2,REGULAR,2pt,Jump Shot,[],1628369,24.52365308804205,31.61764705882353,1610612738,30,36,2022-05-18T01:23:18Z,1870000,92.0,178.0,1,left,MISS J. Tatum 20' pullup Shot - blocked,"[1628369, 1628389]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,20.03,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,,,,
193,PT08M26.00S,2022-05-18T01:21:01.9Z,2,REGULAR,block,,[],1628389,,,1610612738,30,36,2022-05-18T01:21:05Z,1880000,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M21.00S,2022-05-18T01:21:06.9Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,30,36,2022-05-18T01:21:10Z,1890000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,
195,PT08M18.00S,2022-05-18T01:21:09.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,93.24901445466492,96.07843137254902,1610612748,30,36,2022-05-18T01:21:16Z,1900000,230.0,11.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,23.07,Missed,,,,,,,,,,,,,,,,,,,
196,PT08M18.00S,2022-05-18T01:21:13.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,30,36,2022-05-18T01:21:13Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,195.0,,,,,,,,,,,,,,
197,PT08M18.00S,2022-05-18T01:21:14.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,30,36,2022-05-18T01:21:14Z,1920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M18.00S,2022-05-18T01:21:23.5Z,2,REGULAR,substitution,out,[],1628997,,,1610612748,30,36,2022-05-18T01:21:27Z,1930000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M18.00S,2022-05-18T01:21:23.5Z,2,REGULAR,substitution,in,[],202710,,,1610612748,30,36,2022-05-18T01:21:27Z,1940000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M15.00S,2022-05-18T01:21:39.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,90.75229960578186,13.970588235294118,1610612748,30,36,2022-05-18T01:24:15Z,1950000,-180.0,34.0,1,right,MISS T. Herro 18' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,18.34,Missed,,,,,,,,,,,,,,,,,,,
201,PT08M12.00S,2022-05-18T01:21:42.7Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,30,36,2022-05-18T01:21:43Z,1960000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,200.0,4.0,2.0,2.0,,,,,,,,,,,
202,PT07M59.00S,2022-05-18T01:21:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.296320630749015,51.9607843137255,1610612738,30,38,2022-05-18T01:22:13Z,1970000,-10.0,110.0,1,left,J. Brown 11' fadeaway Jump Shot (7 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,11.05,Made,7.0,,,,,,,,,,,,,,,,,,
203,PT07M42.00S,2022-05-18T01:22:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203506,93.11760840998686,52.69607843137255,1610612748,30,38,2022-05-18T01:22:17Z,1980000,13.0,12.0,1,right,MISS V. Oladipo driving Layup - blocked,"[203506, 1629057]",1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,1.82,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,,
204,PT07M42.00S,2022-05-18T01:22:11.9Z,2,REGULAR,block,,[],1629057,,,1610612748,30,38,2022-05-18T01:22:14Z,1990000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M42.00S,2022-05-18T01:22:11.9Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,30,38,2022-05-18T01:22:17Z,2000000,,,0,,J. Butler REBOUND (Off:3 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,203.0,5.0,2.0,3.0,,,,,,,,,,,
206,PT07M39.00S,2022-05-18T01:22:16.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,90.3580814717477,50.98039215686274,1610612748,30,38,2022-05-18T01:25:37Z,2010000,5.0,38.0,1,right,MISS J. Butler putback Layup,[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,3.84,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M37.00S,2022-05-18T01:22:18.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,30,38,2022-05-18T01:22:53Z,2020000,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,206.0,3.0,2.0,1.0,,,,,,,,,,,
208,PT07M34.00S,2022-05-18T01:22:22.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,33.327858081471746,48.529411764705884,1610612738,30,41,2022-05-18T01:22:45Z,2030000,7.0,261.0,1,left,P. Pritchard 26' 3PT  (6 PTS) (J. Tatum 4 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.09,Made,6.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,,
210,PT07M34.00S,2022-05-18T01:22:30.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,30,41,2022-05-18T01:22:30Z,2050000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M34.00S,2022-05-18T01:22:34.1Z,2,REGULAR,substitution,out,[],1629622,,,1610612748,30,41,2022-05-18T01:26:27Z,2060000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M34.00S,2022-05-18T01:22:34.1Z,2,REGULAR,substitution,in,[],200782,,,1610612748,30,41,2022-05-18T01:26:27Z,2070000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M17.00S,2022-05-18T01:26:53.3Z,2,REGULAR,2pt,Jump Shot,[],203506,87.33574244415243,68.62745098039215,1610612748,32,41,2022-05-18T01:30:04Z,2080000,93.0,67.0,1,right,V. Oladipo 11' driving floating Jump Shot (5 PTS),[203506],1610612748.0,MIA,driving floating,,,Oladipo,V. Oladipo,,,,,11.44,Made,5.0,,,,,,,,,,,,,,,,,,
214,PT06M49.00S,2022-05-18T01:27:20.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,18.347568988173457,54.90196078431373,1610612738,32,43,2022-05-18T01:27:35Z,2090000,-25.0,120.0,1,left,P. Pritchard 12' pullup Jump Shot (8 PTS) (J. Tatum 5 AST),"[1630202, 1628369]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,12.25,Made,8.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,,
215,PT06M39.00S,2022-05-18T01:27:30.3Z,2,REGULAR,3pt,Jump Shot,[],1629639,74.19513797634691,11.27450980392157,1610612748,32,43,2022-05-18T01:30:35Z,2100000,-194.0,190.0,1,right,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
216,PT06M39.00S,2022-05-18T01:27:30.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,32,43,2022-05-18T01:27:40Z,2110000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,215.0,3.0,3.0,0.0,,,,,,,,,,,
217,PT06M25.00S,2022-05-18T01:27:44.5Z,2,REGULAR,3pt,Jump Shot,[],1627759,26.363337713534822,19.852941176470587,1610612738,32,43,2022-05-18T01:27:56Z,2120000,151.0,195.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
218,PT06M25.00S,2022-05-18T01:27:44.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,32,43,2022-05-18T01:27:56Z,2130000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,,,
219,PT06M25.00S,2022-05-18T01:27:49.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,32,43,2022-05-18T01:27:49Z,2140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M25.00S,2022-05-18T01:28:07.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,32,43,2022-05-18T01:28:07Z,2150000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M25.00S,2022-05-18T01:30:21.1Z,2,REGULAR,substitution,out,[],200782,,,1610612748,32,43,2022-05-18T01:31:20Z,2160000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M25.00S,2022-05-18T01:30:21.1Z,2,REGULAR,substitution,out,[],1630174,,,1610612748,32,43,2022-05-18T01:31:20Z,2170000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M25.00S,2022-05-18T01:30:21.1Z,2,REGULAR,substitution,out,[],1629057,,,1610612748,32,43,2022-05-18T01:31:20Z,2180000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M25.00S,2022-05-18T01:30:21.1Z,2,REGULAR,substitution,in,[],1628997,,,1610612748,32,43,2022-05-18T01:31:20Z,2190000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M25.00S,2022-05-18T01:30:21.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612748,32,43,2022-05-18T01:31:20Z,2200000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M25.00S,2022-05-18T01:30:21.1Z,2,REGULAR,substitution,in,[],1628464,,,1610612748,32,43,2022-05-18T01:31:20Z,2210000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M13.00S,2022-05-18T01:32:09.0Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612748,32,43,2022-05-18T01:32:15Z,2220000,,,0,,G. Williams shooting personal FOUL (1 PF) (Butler 2 FT),"[1629684, 202710]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2530.0,1.0,0.0,Butler,202710.0,,,,,,
230,PT06M13.00S,2022-05-18T01:32:36.2Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,33,43,2022-05-18T01:32:36Z,2240000,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
231,PT06M13.00S,2022-05-18T01:32:55.4Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,34,43,2022-05-18T01:32:55Z,2250000,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
232,PT05M57.00S,2022-05-18T01:33:12.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,6.389618922470433,50.49019607843137,1610612738,34,45,2022-05-18T01:34:20Z,2260000,-2.0,8.0,1,left,D. Theis cutting Layup (2 PTS) (G. Williams 2 AST),"[1628464, 1629684]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.8,Made,2.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,,
234,PT05M41.00S,2022-05-18T01:33:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203506,93.64323258869908,47.794117647058826,1610612748,34,45,2022-05-18T01:33:36Z,2280000,-11.0,7.0,1,right,MISS V. Oladipo driving reverse Layup,[203506],1610612748.0,MIA,driving reverse,,,Oladipo,V. Oladipo,,,,,1.32,Missed,,,,,,,,,,,,,,,,,,,
235,PT05M39.00S,2022-05-18T01:33:30.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,34,45,2022-05-18T01:33:36Z,2290000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,234.0,4.0,4.0,0.0,,,,,,,,,,,
236,PT05M37.00S,2022-05-18T01:33:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,7.703679369250986,46.568627450980394,1610612738,34,47,2022-05-18T01:33:49Z,2300000,17.0,20.0,1,left,P. Pritchard running finger roll Layup (10 PTS) (J. Brown 3 AST),"[1630202, 1627759]",1610612738.0,BOS,running finger roll,,,Pritchard,P. Pritchard,,,,,2.63,Made,10.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
238,PT05M25.00S,2022-05-18T01:33:50.4Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612748,34,47,2022-05-18T01:34:00Z,2320000,,,0,,J. Brown shooting personal FOUL (2 PF) (Butler 2 FT),"[1627759, 202710]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,1146.0,2.0,0.0,Butler,202710.0,,,,,,
240,PT05M25.00S,2022-05-18T01:34:15.2Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,35,47,2022-05-18T01:34:15Z,2340000,,,0,,J. Butler Free Throw 1 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
241,PT05M25.00S,2022-05-18T01:34:16.9Z,2,REGULAR,substitution,out,[],203506,,,1610612748,35,47,2022-05-18T01:34:36Z,2350000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M25.00S,2022-05-18T01:34:16.9Z,2,REGULAR,substitution,in,[],1629216,,,1610612748,35,47,2022-05-18T01:34:36Z,2360000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M25.00S,2022-05-18T01:34:39.0Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,36,47,2022-05-18T01:34:39Z,2370000,,,0,,J. Butler Free Throw 2 of 2 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
244,PT05M09.00S,2022-05-18T01:34:54.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,31.882391590013142,39.21568627450981,1610612738,36,47,2022-05-18T01:35:35Z,2380000,54.0,247.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,25.3,Missed,,,,,,,,,,,,,,,,,,,
245,PT05M07.00S,2022-05-18T01:34:56.1Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,36,47,2022-05-18T01:34:59Z,2390000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,244.0,3.0,3.0,0.0,,,,,,,,,,,
246,PT04M54.00S,2022-05-18T01:35:09.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,66.96780551905388,45.83333333333333,1610612748,39,47,2022-05-18T01:35:14Z,2400000,-21.0,258.0,1,right,G. Vincent 25' 3PT  (5 PTS) (J. Butler 2 AST),"[1629216, 202710]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,25.88,Made,5.0,J. Butler,202710.0,2.0,,,,,,,,,,,,,,,
248,PT04M31.00S,2022-05-18T01:35:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.915243101182654,55.392156862745104,1610612738,39,49,2022-05-18T01:36:33Z,2420000,-27.0,13.0,1,left,J. Tatum driving Layup (14 PTS) (D. Theis 1 AST),"[1628369, 1628464]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.98,Made,14.0,D. Theis,1628464.0,1.0,,,,,,,,,,,,,,,
250,PT04M20.00S,2022-05-18T01:35:42.9Z,2,REGULAR,2pt,Jump Shot,[],1629639,93.77463863337714,30.637254901960787,1610612748,41,49,2022-05-18T01:37:15Z,2440000,-97.0,6.0,1,right,T. Herro 9' driving floating Jump Shot (9 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,9.7,Made,9.0,,,,,,,,,,,,,,,,,,
251,PT04M14.00S,2022-05-18T01:35:50.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629684,5.995400788436268,50.49019607843137,1610612738,41,51,2022-05-18T01:37:46Z,2450000,-2.0,4.0,1,left,G. Williams running Layup (5 PTS) (P. Pritchard 1 AST),"[1629684, 1630202]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,0.46,Made,5.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,,
253,PT03M59.00S,2022-05-18T01:36:04.6Z,2,REGULAR,2pt,Jump Shot,[],1629639,73.40670170827858,50.49019607843137,1610612748,43,51,2022-05-18T01:38:27Z,2470000,2.0,197.0,1,right,T. Herro 19' pullup Jump Shot (11 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,19.75,Made,11.0,,,,,,,,,,,,,,,,,,
255,PT03M37.00S,2022-05-18T01:36:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,19.530223390275953,50.49019607843137,1610612738,43,53,2022-05-18T01:39:00Z,2490000,-2.0,131.0,1,left,J. Tatum 13' pullup Jump Shot (16 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,13.11,Made,16.0,,,,,,,,,,,,,,,,,,
256,PT03M17.00S,2022-05-18T01:36:46.0Z,2,REGULAR,3pt,Jump Shot,[],1628997,78.53153745072274,6.862745098039216,1610612748,43,53,2022-05-18T01:36:51Z,2500000,-216.0,149.0,1,right,MISS C. Martin 26' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
257,PT03M14.00S,2022-05-18T01:36:49.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,43,53,2022-05-18T01:36:51Z,2510000,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,256.0,4.0,3.0,1.0,,,,,,,,,,,
258,PT03M00.00S,2022-05-18T01:37:03.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628464,5.601182654402102,47.794117647058826,1610612738,43,55,2022-05-18T01:37:08Z,2520000,11.0,0.0,1,left,D. Theis cutting DUNK (4 PTS) (P. Pritchard 2 AST),"[1628464, 1630202]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.1,Made,4.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,,,,
260,PT02M43.00S,2022-05-18T01:37:20.9Z,2,REGULAR,3pt,Jump Shot,[],1628997,84.57621550591328,95.34313725490196,1610612748,46,55,2022-05-18T01:40:43Z,2540000,227.0,92.0,1,right,C. Martin 24' 3PT  (5 PTS) (B. Adebayo 1 AST),"[1628997, 1628389]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,24.48,Made,5.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,,
262,PT02M16.00S,2022-05-18T01:37:48.3Z,2,REGULAR,2pt,Jump Shot,[],1630202,20.581471747700395,40.44117647058824,1610612738,46,55,2022-05-18T01:37:53Z,2560000,48.0,141.0,1,left,MISS P. Pritchard 14' turnaround fadeaway Shot,[1630202],1610612738.0,BOS,turnaround fadeaway,,,Pritchard,P. Pritchard,,,,,14.89,Missed,,,,,,,,,,,,,,,,,,,
263,PT02M12.00S,2022-05-18T01:37:52.3Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,46,55,2022-05-18T01:37:53Z,2570000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,262.0,3.0,3.0,0.0,,,,,,,,,,,
264,PT02M05.00S,2022-05-18T01:37:58.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,85.75886990801577,45.34313725490196,1610612748,46,55,2022-05-18T01:38:02Z,2580000,-23.0,81.0,1,right,MISS T. Herro 8' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,8.47,Missed,,,,,,,,,,,,,,,,,,,
265,PT02M03.00S,2022-05-18T01:38:00.7Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,46,55,2022-05-18T01:38:00Z,2590000,,,0,,T. Herro REBOUND (Off:1 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,264.0,4.0,3.0,1.0,,,,,,,,,,,
266,PT02M00.00S,2022-05-18T01:38:03.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,88.12417871222075,42.40196078431372,1610612748,48,55,2022-05-18T01:41:32Z,2600000,-38.0,59.0,1,right,T. Herro 7' turnaround Jump Shot (13 PTS),[1629639],1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,7.03,Made,13.0,,,,,,,,,,,,,,,,,,
267,PT01M41.00S,2022-05-18T01:38:22.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,28.597240473061763,22.30392156862745,1610612738,48,58,2022-05-18T01:38:34Z,2610000,138.0,216.0,1,left,J. Tatum 25' 3PT pullup (19 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.68,Made,19.0,,,,,,,,,,,,,,,,,,
268,PT01M27.00S,2022-05-18T01:38:47.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612748,48,58,2022-05-18T01:38:56Z,2620000,,,0,,P. Pritchard personal FOUL (1 PF) (Butler 2 FT),"[1630202, 202710]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,2530.0,1.0,0.0,Butler,202710.0,,,,,,
