actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
457,PT00M33.40S,2022-05-20T02:30:31.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,69,94,2022-05-20T02:32:22Z,4400000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,
450,PT00M18.30S,2022-05-20T02:30:46.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,7.703679369250986,96.81372549019608,1610612748,69,94,2022-05-20T02:31:12Z,4410000,-234.0,20.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,
451,PT00M18.30S,2022-05-20T02:30:51.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,69,94,2022-05-20T02:30:51Z,4420000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,
452,PT00M18.30S,2022-05-20T02:30:55.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,69,94,2022-05-20T02:31:31Z,4430000,,,0,,J. Butler loose ball personal FOUL (3 PF) (Williams 2 FT),"[202710, 1629684]",1610612748.0,MIA,loose ball,,,Butler,J. Butler,,,,,,,,,,,,,,,1662.0,3.0,0.0,Williams,1629684.0,,,,,
454,PT00M18.30S,2022-05-20T02:31:30.9Z,3,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,69,95,2022-05-20T02:31:30Z,4450000,,,0,,G. Williams Free Throw 1 of 2 (15 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
455,PT00M18.30S,2022-05-20T02:31:31.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,69,95,2022-05-20T02:31:36Z,4460000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M18.30S,2022-05-20T02:31:31.6Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,69,95,2022-05-20T02:31:36Z,4470000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M18.30S,2022-05-20T02:31:51.6Z,3,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,69,96,2022-05-20T02:31:51Z,4480000,,,0,,G. Williams Free Throw 2 of 2 (16 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
459,PT00M04.70S,2022-05-20T02:32:11.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612748,69,96,2022-05-20T02:34:47Z,4490000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Oladipo 2 FT),"[1629057, 203506]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2714.0,3.0,0.0,Oladipo,203506.0,,,,,
461,PT00M04.70S,2022-05-20T02:32:37.3Z,3,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,70,96,2022-05-20T02:41:37Z,4510000,,,0,,V. Oladipo Free Throw 1 of 2 (1 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
470,PT00M04.70S,2022-05-20T02:32:37.3Z,3,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,71,96,2022-05-20T02:41:37Z,4515000,,,0,,V. Oladipo Free Throw 2 of 2 (2 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
462,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,out,[],202710,,,1610612738,71,96,2022-05-20T02:41:37Z,4520000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
463,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,out,[],1629130,,,1610612738,71,96,2022-05-20T02:41:37Z,4530000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,71,96,2022-05-20T02:41:37Z,4540000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
465,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,out,[],1630174,,,1610612738,71,96,2022-05-20T02:41:37Z,4550000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
466,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,in,[],1628997,,,1610612738,71,96,2022-05-20T02:41:37Z,4560000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
467,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,in,[],1629216,,,1610612738,71,96,2022-05-20T02:41:37Z,4570000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,in,[],1627759,,,1610612738,71,96,2022-05-20T02:41:37Z,4580000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M04.70S,2022-05-20T02:32:38.2Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,71,96,2022-05-20T02:41:37Z,4590000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M00.50S,2022-05-20T02:33:12.4Z,3,REGULAR,3pt,Jump Shot,[],1630202,69.20170827858082,93.13725490196079,1610612738,71,96,2022-05-20T02:35:45Z,4595000,216.0,237.0,1,right,MISS P. Pritchard 32' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,32.05,Missed,,,,,,,,,,,,,,,,,,
472,PT00M00.10S,2022-05-20T02:33:12.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,71,96,2022-05-20T02:35:45Z,4597500,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,
473,PT00M00.00S,2022-05-20T02:33:18.8Z,3,REGULAR,period,end,[],0,,,1610612738,71,96,2022-05-20T02:33:18Z,4630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2022-05-20T02:36:15.8Z,4,REGULAR,substitution,out,['startperiod'],1629216,,,1610612738,71,96,2022-05-20T02:36:47Z,4640000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2022-05-20T02:36:15.8Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,71,96,2022-05-20T02:36:47Z,4650000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2022-05-20T02:36:15.8Z,4,REGULAR,substitution,in,['startperiod'],1629130,,,1610612738,71,96,2022-05-20T02:36:47Z,4660000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2022-05-20T02:36:15.8Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,71,96,2022-05-20T02:36:47Z,4670000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2022-05-20T02:36:55.3Z,4,REGULAR,period,start,[],0,,,1610612748,71,96,2022-05-20T02:36:55Z,4680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT11M40.00S,2022-05-20T02:37:14.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203473,13.61695137976347,50.73529411764706,1610612748,73,96,2022-05-20T02:37:24Z,4690000,-4.0,75.0,1,left,D. Dedmon 7' turnaround Hook (2 PTS),[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,7.56,Made,2.0,,,,,,,,,,,,,,,,,
480,PT11M22.00S,2022-05-20T02:37:32.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.24901445466492,50.49019607843137,1610612738,73,98,2022-05-20T02:37:36Z,4700000,2.0,11.0,1,right,J. Brown driving finger roll Layup (19 PTS) (M. Smart 9 AST),"[1627759, 203935]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,1.13,Made,19.0,,,,,M. Smart,203935.0,9.0,,,,,,,,,,
482,PT11M08.00S,2022-05-20T02:37:52.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,73,98,2022-05-20T02:37:52Z,4720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT10M53.00S,2022-05-20T02:38:22.1Z,4,REGULAR,3pt,Jump Shot,[],203506,18.610381077529567,96.07843137254902,1610612748,73,98,2022-05-20T02:46:49Z,4730000,-230.0,122.0,1,left,MISS V. Oladipo 26' pullup 3PT,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
484,PT10M53.00S,2022-05-20T02:38:22.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,73,98,2022-05-20T02:38:57Z,4740000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,,
486,PT10M53.00S,2022-05-20T02:38:54.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,73,98,2022-05-20T02:40:35Z,4760000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT10M47.00S,2022-05-20T02:38:57.7Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,73,98,2022-05-20T02:42:19Z,4770000,,,0,,J. Brown lost ball TURNOVER (1 TO),"[1627759, 203506]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,1.0,Oladipo,203506.0
498,PT10M47.00S,2022-05-20T02:38:57.7Z,4,REGULAR,steal,,[],203506,,,1610612748,73,98,2022-05-20T02:42:19Z,4775000,,,0,,V. Oladipo STEAL (1 STL),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M33.00S,2022-05-20T02:39:01.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628997,6.389618922470433,48.529411764705884,1610612748,73,98,2022-05-20T02:50:07Z,4780000,7.0,8.0,1,left,MISS C. Martin reverse Layup,[1628997],1610612748.0,MIA,reverse,,,Martin,C. Martin,,,,,1.06,Missed,,,,,,,,,,,,,,,,,,
489,PT10M32.00S,2022-05-20T02:39:03.0Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,73,98,2022-05-20T02:39:03Z,4790000,,,0,,M. Smart REBOUND (Off:2 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,488.0,6.0,4.0,2.0,,,,,,,,,,,,,
490,PT10M25.00S,2022-05-20T02:39:08.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.03745072273325,54.41176470588235,1610612738,73,100,2022-05-20T02:39:21Z,4800000,22.0,4.0,1,right,J. Brown Layup (21 PTS) (M. Smart 10 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,2.24,Made,21.0,,,,,M. Smart,203935.0,10.0,,,,,,,,,,
492,PT10M09.00S,2022-05-20T02:39:25.6Z,4,REGULAR,2pt,Jump Shot,[],1629639,15.982260183968464,12.990196078431374,1610612748,73,100,2022-05-20T02:51:34Z,4820000,185.0,98.0,1,left,MISS T. Herro 20' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,20.92,Missed,,,,,,,,,,,,,,,,,,
493,PT10M06.00S,2022-05-20T02:39:28.2Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,73,100,2022-05-20T02:39:28Z,4830000,,,0,,M. Smart REBOUND (Off:2 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,492.0,7.0,5.0,2.0,,,,,,,,,,,,,
494,PT09M55.00S,2022-05-20T02:39:39.5Z,4,REGULAR,3pt,Jump Shot,[],203935,68.54467805519053,68.87254901960785,1610612738,73,103,2022-05-20T02:39:46Z,4840000,94.0,243.0,1,right,M. Smart 26' 3PT step back (21 PTS) (A. Horford 3 AST),"[203935, 201143]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,26.09,Made,21.0,,,,,A. Horford,201143.0,3.0,,,,,,,,,,
495,PT09M55.00S,2022-05-20T02:39:46.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,73,103,2022-05-20T02:39:46Z,4850000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT09M37.00S,2022-05-20T02:43:47.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.915243101182654,51.9607843137255,1610612748,75,103,2022-05-20T02:52:55Z,4860000,-10.0,13.0,1,left,T. Herro driving finger roll Layup (9 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,1.59,Made,9.0,,,,,D. Dedmon,203473.0,1.0,,,,,,,,,,
500,PT09M19.00S,2022-05-20T02:44:04.6Z,4,REGULAR,2pt,Jump Shot,[],201143,78.9257555847569,48.28431372549019,1610612738,75,105,2022-05-20T02:44:09Z,4870000,-9.0,146.0,1,right,A. Horford 14' Jump Shot (7 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,14.59,Made,7.0,,,,,,,,,,,,,,,,,
501,PT09M04.00S,2022-05-20T02:44:20.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,6.915243101182654,49.01960784313725,1610612748,77,105,2022-05-20T02:44:26Z,4880000,5.0,13.0,1,left,D. Robinson driving Layup (4 PTS) (T. Herro 3 AST),"[1629130, 1629639]",1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,1.34,Made,4.0,,,,,T. Herro,1629639.0,3.0,,,,,,,,,,
503,PT08M40.00S,2022-05-20T02:44:43.5Z,4,REGULAR,3pt,Jump Shot,[],201143,66.96780551905388,48.28431372549019,1610612738,77,108,2022-05-20T02:44:48Z,4900000,-9.0,258.0,1,right,A. Horford 25' 3PT  (10 PTS) (M. Smart 11 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.81,Made,10.0,,,,,M. Smart,203935.0,11.0,,,,,,,,,,
505,PT08M23.00S,2022-05-20T02:45:01.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,6.652431011826544,56.127450980392155,1610612748,79,108,2022-05-20T02:45:05Z,4920000,-31.0,10.0,1,left,T. Herro driving bank Jump Shot (11 PTS),[1629639],1610612748.0,MIA,driving bank,,,Herro,T. Herro,,,,,3.22,Made,11.0,,,,,,,,,,,,,,,,,
506,PT08M09.00S,2022-05-20T02:45:15.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.02825229960578,48.28431372549019,1610612738,79,108,2022-05-20T02:45:20Z,4930000,-9.0,126.0,1,right,MISS J. Brown 12' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,12.61,Missed,,,,,,,,,,,,,,,,,,
507,PT08M05.00S,2022-05-20T02:45:19.3Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,79,108,2022-05-20T02:45:20Z,4940000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,506.0,2.0,2.0,0.0,,,,,,,,,,,,,
508,PT08M03.00S,2022-05-20T02:45:24.6Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,79,108,2022-05-20T02:45:33Z,4950000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 1629639]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2714.0,4.0,0.0,Herro,1629639.0,,,,,
510,PT07M58.00S,2022-05-20T02:45:45.6Z,4,REGULAR,2pt,Jump Shot,[],1628997,11.169513797634691,91.93474264705883,1610612748,79,108,2022-05-20T02:51:52Z,4970000,-210.0,52.0,1,left,MISS C. Martin 21' Jump Shot,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,21.62,Missed,,,,,,,,,,,,,,,,,,
511,PT07M56.00S,2022-05-20T02:45:47.6Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,79,108,2022-05-20T02:45:50Z,4980000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,510.0,2.0,2.0,0.0,,,,,,,,,,,,,
512,PT07M50.00S,2022-05-20T02:45:58.1Z,4,REGULAR,foul,personal,['2freethrow'],203473,,,1610612738,79,108,2022-05-20T02:46:14Z,4990000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Williams 2 FT),"[203473, 1629684]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,1662.0,2.0,0.0,Williams,1629684.0,,,,,
515,PT07M50.00S,2022-05-20T02:46:19.2Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,79,109,2022-05-20T02:46:19Z,5010000,,,0,,G. Williams Free Throw 1 of 2 (17 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
516,PT07M50.00S,2022-05-20T02:46:19.2Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,79,109,2022-05-20T02:46:37Z,5020000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
517,PT07M47.00S,2022-05-20T02:46:22.2Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,79,109,2022-05-20T02:46:37Z,5030000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,516.0,1.0,1.0,0.0,,,,,,,,,,,,,
518,PT07M31.00S,2022-05-20T02:46:52.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203506,13.222733245729303,50.245098039215684,1610612748,81,109,2022-05-20T02:46:56Z,5040000,-1.0,72.0,1,left,V. Oladipo 7' driving Hook (4 PTS) (D. Robinson 1 AST),"[203506, 1629130]",1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,7.18,Made,4.0,,,,,D. Robinson,1629130.0,1.0,,,,,,,,,,
519,PT07M15.00S,2022-05-20T02:47:07.7Z,4,REGULAR,3pt,Jump Shot,[],203935,64.47109067017082,47.30392156862745,1610612738,81,112,2022-05-20T02:47:32Z,5050000,-13.0,281.0,1,right,M. Smart 28' 3PT  (24 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.18,Made,24.0,,,,,,,,,,,,,,,,,
521,PT07M02.00S,2022-05-20T02:47:27.8Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612748,81,112,2022-05-20T02:47:39Z,5060000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Oladipo 2 FT),"[1630202, 203506]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,2714.0,2.0,0.0,Oladipo,203506.0,,,,,
523,PT07M02.00S,2022-05-20T02:47:46.9Z,4,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,82,112,2022-05-20T02:47:46Z,5080000,,,0,,V. Oladipo Free Throw 1 of 2 (5 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
524,PT07M02.00S,2022-05-20T02:48:01.0Z,4,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,83,112,2022-05-20T02:48:01Z,5090000,,,0,,V. Oladipo Free Throw 2 of 2 (6 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
525,PT06M46.00S,2022-05-20T02:48:17.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,88.12417871222075,2.450980392156863,1610612738,83,115,2022-05-20T02:48:23Z,5100000,-238.0,59.0,1,right,J. Brown 24' 3PT  (24 PTS) (M. Smart 12 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.49,Made,24.0,,,,,M. Smart,203935.0,12.0,,,,,,,,,,
527,PT06M28.00S,2022-05-20T02:48:36.5Z,4,REGULAR,3pt,Jump Shot,[],1629639,26.363337713534822,16.42156862745098,1610612748,83,115,2022-05-20T02:48:55Z,5120000,168.0,195.0,1,left,MISS T. Herro 25' 3PT - blocked,"[1629639, 201143]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,25.76,Missed,,,,,,,,,,,,,,Horford,201143.0,,,
528,PT06M28.00S,2022-05-20T02:48:36.5Z,4,REGULAR,block,,[],201143,,,1610612748,83,115,2022-05-20T02:48:39Z,5130000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M24.00S,2022-05-20T02:48:40.5Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,83,115,2022-05-20T02:48:55Z,5140000,,,0,,M. Smart REBOUND (Off:2 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,527.0,8.0,6.0,2.0,,,,,,,,,,,,,
530,PT06M21.00S,2022-05-20T02:48:43.4Z,4,REGULAR,turnover,bad pass,[],201143,,,1610612738,83,115,2022-05-20T02:59:17Z,5150000,,,0,,A. Horford bad pass TURNOVER (3 TO),"[201143, 1629130]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,3.0,Robinson,1629130.0
531,PT06M21.00S,2022-05-20T02:48:43.4Z,4,REGULAR,steal,,[],1629130,,,1610612748,83,115,2022-05-20T02:48:46Z,5160000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
532,PT06M18.00S,2022-05-20T02:48:55.3Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,83,115,2022-05-20T02:59:48Z,5170000,,,0,,G. Williams take personal FOUL (5 PF),"[1629684, 203506]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,1662.0,5.0,0.0,Oladipo,203506.0,,,,,
534,PT06M18.00S,2022-05-20T02:49:04.6Z,4,REGULAR,substitution,out,[],203473,,,1610612748,83,115,2022-05-20T02:49:26Z,5190000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
535,PT06M18.00S,2022-05-20T02:49:04.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612748,83,115,2022-05-20T02:49:26Z,5200000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
536,PT06M18.00S,2022-05-20T02:49:04.6Z,4,REGULAR,substitution,out,[],201143,,,1610612748,83,115,2022-05-20T02:49:26Z,5210000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
537,PT06M18.00S,2022-05-20T02:49:04.6Z,4,REGULAR,substitution,in,[],1630209,,,1610612748,83,115,2022-05-20T02:49:26Z,5220000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
538,PT06M18.00S,2022-05-20T02:49:04.6Z,4,REGULAR,substitution,in,[],1628464,,,1610612748,83,115,2022-05-20T02:49:26Z,5230000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M18.00S,2022-05-20T02:49:04.6Z,4,REGULAR,substitution,in,[],1630174,,,1610612748,83,115,2022-05-20T02:49:26Z,5240000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M11.00S,2022-05-20T02:49:36.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,22.946780551905388,92.8921568627451,1610612748,83,115,2022-05-20T02:49:48Z,5250000,-214.0,163.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,
541,PT06M08.00S,2022-05-20T02:49:38.5Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,83,115,2022-05-20T02:49:38Z,5260000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,540.0,2.0,1.0,1.0,,,,,,,,,,,,,
542,PT06M04.00S,2022-05-20T02:49:42.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628997,31.488173455978973,76.47058823529412,1610612748,83,115,2022-05-20T02:49:50Z,5270000,-132.0,243.0,1,left,MISS C. Martin 27' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,27.72,Missed,,,,,,,,,,,,,,,,,,
543,PT06M01.00S,2022-05-20T02:49:45.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,83,115,2022-05-20T02:49:50Z,5280000,,,0,,M. Smart REBOUND (Off:2 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,542.0,9.0,7.0,2.0,,,,,,,,,,,,,
