actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
297,PT03M27.00S,2022-06-06T01:07:02.4Z,2,REGULAR,3pt,Jump Shot,[],201939,33.065045992115635,18.872549019607842,1610612744,45,46,2022-06-06T01:07:05Z,2940000,156.0,258.0,1,left,MISS S. Curry 30' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,30.15,Missed,,,,,,,,,,,,,,,,
298,PT03M25.00S,2022-06-06T01:07:05.6Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,46,2022-06-06T01:07:05Z,2950000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,297.0,5.0,5.0,0.0,,
299,PT03M16.00S,2022-06-06T01:07:14.5Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,45,46,2022-06-06T01:07:17Z,2960000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 203490]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,1.0,,,,,,,Porter Jr.,203490.0,,,,,,,,,,
300,PT03M16.00S,2022-06-06T01:07:14.5Z,2,REGULAR,steal,,[],203490,,,1610612744,45,46,2022-06-06T01:07:17Z,2970000,,,0,,O. Porter Jr. STEAL (2 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M02.00S,2022-06-06T01:07:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,7.966491458607096,41.911764705882355,1610612744,47,46,2022-06-06T01:07:30Z,2980000,40.0,22.0,1,left,D. Green driving finger roll Layup (6 PTS),[203110],1610612744.0,GSW,driving finger roll,,,Green,D. Green,,,,,,,4.62,Made,6.0,,,,,,,,,,,,,,,
302,PT02M50.00S,2022-06-06T01:07:39.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.94809461235218,39.21568627450981,1610612738,47,48,2022-06-06T01:07:42Z,2990000,-54.0,117.0,1,right,J. Tatum 12' turnaround fadeaway Jump Shot (21 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,12.9,Made,21.0,A. Horford,201143.0,1.0,,,,,,,,,,,,
304,PT02M37.00S,2022-06-06T01:07:56.0Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612744,47,48,2022-06-06T01:08:02Z,3010000,,,0,,A. Horford shooting personal FOUL (2 PF) (Green 2 FT),"[201143, 203110]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,201639.0,,,,,,,,,,2.0,0.0,Green,203110.0,,,,,,
306,PT02M37.00S,2022-06-06T01:08:22.3Z,2,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,47,48,2022-06-06T01:08:22Z,3030000,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,
307,PT02M37.00S,2022-06-06T01:08:22.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,47,48,2022-06-06T01:08:22Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,306.0,,,,,
308,PT02M37.00S,2022-06-06T01:08:23.1Z,2,REGULAR,substitution,out,[],203490,,,1610612744,47,48,2022-06-06T01:08:27Z,3050000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M37.00S,2022-06-06T01:08:23.1Z,2,REGULAR,substitution,in,[],202691,,,1610612744,47,48,2022-06-06T01:08:27Z,3060000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M37.00S,2022-06-06T01:08:38.1Z,2,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,48,48,2022-06-06T01:08:38Z,3070000,,,0,,D. Green Free Throw 2 of 2 (7 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
311,PT02M19.00S,2022-06-06T01:09:00.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.3107752956636,58.333333333333336,1610612738,48,48,2022-06-06T01:10:03Z,3080000,42.0,264.0,1,right,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,26.75,Missed,,,,,,,,,,,,,,,,
312,PT02M17.00S,2022-06-06T01:09:02.7Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,48,48,2022-06-06T01:10:11Z,3090000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,311.0,4.0,4.0,0.0,,
313,PT02M09.00S,2022-06-06T01:09:14.0Z,2,REGULAR,foul,personal,[],203935,,,1610612744,48,48,2022-06-06T01:09:16Z,3100000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 203110]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1146.0,,,,,,,,,,1.0,0.0,Green,203110.0,,,,,,
315,PT02M05.00S,2022-06-06T01:09:42.6Z,2,REGULAR,3pt,Jump Shot,[],203952,26.231931668856767,82.84313725490196,1610612744,48,48,2022-06-06T01:09:45Z,3120000,-164.0,194.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,25.42,Missed,,,,,,,,,,,,,,,,
316,PT02M02.00S,2022-06-06T01:09:46.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,48,48,2022-06-06T01:09:46Z,3130000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,315.0,2.0,2.0,0.0,,
317,PT01M58.00S,2022-06-06T01:09:49.7Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612738,48,48,2022-06-06T01:09:51Z,3140000,,,0,,M. Smart lost ball TURNOVER (4 TO),"[203935, 202691]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,4.0,,,,,,,Thompson,202691.0,,,,,,,,,,
318,PT01M58.00S,2022-06-06T01:09:49.7Z,2,REGULAR,steal,,[],202691,,,1610612744,48,48,2022-06-06T01:09:51Z,3150000,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M54.00S,2022-06-06T01:09:56.1Z,2,REGULAR,turnover,out-of-bounds,[],203952,,,1610612744,48,48,2022-06-06T01:09:59Z,3160000,,,0,,A. Wiggins lost ball out-of-bounds TURNOVER (1 TO),[203952],1610612744.0,GSW,lost ball,,,Wiggins,A. Wiggins,,,,,201639.0,1.0,,,,,,,,,,,,,,,,,,
320,PT01M32.00S,2022-06-06T01:10:25.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,90.75229960578186,52.94117647058824,1610612738,48,48,2022-06-06T01:10:27Z,3170000,15.0,34.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,3.74,Missed,,,,,,,,,,,,,,,,
321,PT01M29.00S,2022-06-06T01:10:28.4Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,48,48,2022-06-06T01:10:28Z,3180000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,320.0,2.0,1.0,1.0,,
322,PT01M28.00S,2022-06-06T01:10:29.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628401,95.87713534822602,2.941176470588235,1610612738,48,48,2022-06-06T01:10:31Z,3190000,-235.0,-14.0,1,right,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,23.57,Missed,,,,,,,,,,,,,,,,
323,PT01M26.00S,2022-06-06T01:10:31.9Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,48,48,2022-06-06T01:10:31Z,3200000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,322.0,1.0,1.0,0.0,,
324,PT01M11.00S,2022-06-06T01:10:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,7.835085413929041,56.127450980392155,1610612744,50,48,2022-06-06T01:10:48Z,3210000,-31.0,21.0,1,left,A. Wiggins cutting Layup (8 PTS) (S. Curry 4 AST),"[203952, 201939]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,,,3.72,Made,8.0,S. Curry,201939.0,4.0,,,,,,,,,,,,
326,PT00M54.30S,2022-06-06T01:11:03.3Z,2,REGULAR,foul,personal,['3freethrow'],203110,,,1610612738,50,48,2022-06-06T01:11:47Z,3230000,,,0,,D. Green shooting personal FOUL (1 PF) (Brown 3 FT),"[203110, 1627759]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,2534.0,,,,,,,,,,1.0,1.0,Brown,1627759.0,,,,,,
330,PT00M54.30S,2022-06-06T01:14:08.0Z,2,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,50,48,2022-06-06T01:14:08Z,3270000,,,0,,MISS J. Brown Free Throw 1 of 3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,
331,PT00M54.30S,2022-06-06T01:14:08.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,50,48,2022-06-06T01:14:08Z,3280000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,
332,PT00M54.30S,2022-06-06T01:14:24.5Z,2,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,50,49,2022-06-06T01:14:24Z,3290000,,,0,,J. Brown Free Throw 2 of 3 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
333,PT00M54.30S,2022-06-06T01:14:38.6Z,2,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,50,50,2022-06-06T01:14:38Z,3300000,,,0,,J. Brown Free Throw 3 of 3 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
334,PT00M44.50S,2022-06-06T01:14:51.5Z,2,REGULAR,3pt,Jump Shot,[],202691,29.77989487516426,26.47058823529412,1610612744,50,50,2022-06-06T01:14:54Z,3310000,118.0,227.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,25.6,Missed,,,,,,,,,,,,,,,,
335,PT00M42.10S,2022-06-06T01:14:53.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,50,50,2022-06-06T01:15:11Z,3320000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,334.0,3.0,2.0,1.0,,
336,PT00M33.50S,2022-06-06T01:15:02.5Z,2,REGULAR,2pt,Jump Shot,[],1628369,82.07950065703022,20.833333333333336,1610612738,50,50,2022-06-06T01:15:54Z,3330000,-146.0,116.0,1,right,MISS J. Tatum 18' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,18.63,Missed,,,,,,,,,,,,,,,,
337,PT00M31.30S,2022-06-06T01:15:04.7Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,50,50,2022-06-06T01:15:19Z,3340000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,336.0,3.0,3.0,0.0,,
338,PT00M14.50S,2022-06-06T01:15:21.5Z,2,REGULAR,3pt,Jump Shot,[],201939,32.276609724047304,55.88235294117647,1610612744,50,50,2022-06-06T01:15:25Z,3350000,-29.0,251.0,1,left,MISS S. Curry 25' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,25.26,Missed,,,,,,,,,,,,,,,,
339,PT00M12.80S,2022-06-06T01:15:23.2Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,50,50,2022-06-06T01:16:06Z,3360000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,338.0,3.0,2.0,1.0,,
342,PT00M09.80S,2022-06-06T01:15:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,5.590000152587891,50.0,1610612744,52,50,2022-06-06T01:15:28Z,3390000,0.0,0.0,1,left,A. Wiggins putback Layup (10 PTS),[203952],1610612744.0,GSW,putback,,,Wiggins,A. Wiggins,,,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,
343,PT00M06.10S,2022-06-06T01:15:35.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,74.06373193166885,44.11764705882353,1610612738,52,50,2022-06-06T01:17:53Z,3400000,-29.0,191.0,1,right,MISS J. Brown 19' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,19.35,Missed,,,,,,,,,,,,,,,,
344,PT00M05.10S,2022-06-06T01:15:36.3Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,52,50,2022-06-06T01:16:02Z,3410000,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,343.0,4.0,3.0,1.0,,
345,PT00M01.40S,2022-06-06T01:15:41.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628401,95.3515111695138,93.38235294117648,1610612738,52,50,2022-06-06T01:18:40Z,3420000,217.0,-9.0,1,right,MISS D. White 21' pullup Shot,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,,,21.71,Missed,,,,,,,,,,,,,,,,
346,PT00M00.10S,2022-06-06T01:15:42.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,52,50,2022-06-06T01:17:41Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,345.0,,,,,
347,PT00M00.00S,2022-06-06T01:15:47.3Z,2,REGULAR,period,end,[],0,,,1610612738,52,50,2022-06-06T01:15:47Z,3440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-06-06T01:29:42.8Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612738,52,50,2022-06-06T01:30:10Z,3450000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-06-06T01:29:42.8Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,52,50,2022-06-06T01:30:10Z,3460000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-06-06T01:29:42.8Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612738,52,50,2022-06-06T01:30:10Z,3470000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-06-06T01:29:42.8Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,52,50,2022-06-06T01:30:10Z,3480000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-06-06T01:31:42.5Z,3,REGULAR,period,start,[],0,,,1610612744,52,50,2022-06-06T01:31:42Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M47.00S,2022-06-06T01:31:58.3Z,3,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,52,50,2022-06-06T01:32:00Z,3500000,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,2534.0,1.0,,,,,,,,,,,,,,,,,,
354,PT11M32.00S,2022-06-06T01:32:22.3Z,3,REGULAR,foul,personal,[],203110,,,1610612738,52,50,2022-06-06T01:32:25Z,3510000,,,0,,D. Green personal FOUL (2 PF),"[203110, 203935]",1610612744.0,GSW,,,,Green,D. Green,,,,,201639.0,,,,,,,,,,2.0,1.0,Smart,203935.0,,,,,,
356,PT11M28.00S,2022-06-06T01:32:38.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,23.47240473061761,11.519607843137255,1610612738,52,50,2022-06-06T01:32:41Z,3530000,192.0,168.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.55,Missed,,,,,,,,,,,,,,,,
357,PT11M25.00S,2022-06-06T01:32:42.0Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,52,50,2022-06-06T01:32:42Z,3540000,,,0,,S. Curry REBOUND (Off:0 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,356.0,5.0,5.0,0.0,,
358,PT11M22.00S,2022-06-06T01:32:45.3Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],202691,83.39356110381078,74.26470588235294,1610612744,52,50,2022-06-06T01:33:37Z,3550000,121.0,104.0,1,right,MISS K. Thompson 15' running Shot,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,,,15.95,Missed,,,,,,,,,,,,,,,,
359,PT11M20.00S,2022-06-06T01:32:47.3Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,52,50,2022-06-06T01:33:24Z,3560000,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,358.0,4.0,2.0,2.0,,
360,PT11M17.00S,2022-06-06T01:32:49.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,93.38042049934296,58.08823529411765,1610612744,52,50,2022-06-06T01:34:04Z,3570000,40.0,10.0,1,right,MISS A. Wiggins putback Layup,[203952],1610612744.0,GSW,putback,,,Wiggins,A. Wiggins,,,,,,,4.15,Missed,,,,,,,,,,,,,,,,
361,PT11M14.00S,2022-06-06T01:32:52.9Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,52,50,2022-06-06T01:32:52Z,3580000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,360.0,4.0,3.0,1.0,,
362,PT11M07.00S,2022-06-06T01:32:59.9Z,3,REGULAR,2pt,Layup,[],1627759,7.490144546649145,31.583180147058826,1610612738,52,52,2022-06-06T01:33:11Z,3590000,92.0,18.0,1,left,J. Brown 9' cutting Layup (17 PTS) (M. Smart 3 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,,,9.38,Made,17.0,M. Smart,203935.0,3.0,,,,,,,,,,,,
364,PT10M53.00S,2022-06-06T01:33:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.80354796320631,58.333333333333336,1610612744,54,52,2022-06-06T01:33:17Z,3610000,42.0,25.0,1,right,S. Curry driving Layup (17 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,4.84,Made,17.0,,,,,,,,,,,,,,,
365,PT10M39.00S,2022-06-06T01:33:27.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,14.011169513797633,44.36274509803921,1610612738,54,52,2022-06-06T01:33:31Z,3620000,28.0,79.0,1,left,MISS A. Horford 8' driving Hook,[201143],1610612738.0,BOS,driving,,,Horford,A. Horford,,,,,,,8.41,Missed,,,,,,,,,,,,,,,,
366,PT10M36.00S,2022-06-06T01:33:32.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,54,52,2022-06-06T01:33:32Z,3630000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,365.0,4.0,4.0,0.0,,
367,PT10M33.00S,2022-06-06T01:33:36.8Z,3,REGULAR,foul,personal,[],203935,,,1610612744,54,52,2022-06-06T01:33:39Z,3640000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 201939]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2534.0,,,,,,,,,,2.0,0.0,Curry,201939.0,,,,,,
369,PT10M27.00S,2022-06-06T01:34:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202691,90.75229960578186,44.11764705882353,1610612744,54,52,2022-06-06T01:34:12Z,3660000,-29.0,34.0,1,right,MISS K. Thompson driving reverse Layup,[202691],1610612744.0,GSW,driving reverse,,,Thompson,K. Thompson,,,,,,,4.53,Missed,,,,,,,,,,,,,,,,
370,PT10M24.00S,2022-06-06T01:34:12.6Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,54,52,2022-06-06T01:34:12Z,3670000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,369.0,5.0,4.0,1.0,,
371,PT10M19.00S,2022-06-06T01:34:17.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,12.171484888304862,50.98039215686274,1610612738,54,52,2022-06-06T01:35:53Z,3680000,-5.0,62.0,1,left,MISS J. Brown 6' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,,,6.21,Missed,,,,,,,,,,,,,,,,
372,PT10M17.00S,2022-06-06T01:34:19.8Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,54,52,2022-06-06T01:34:35Z,3690000,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,371.0,2.0,2.0,0.0,,
373,PT10M13.00S,2022-06-06T01:34:23.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,64.07687253613666,46.568627450980394,1610612744,54,52,2022-06-06T01:36:19Z,3700000,-17.0,285.0,1,right,MISS S. Curry 28' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,,,28.57,Missed,,,,,,,,,,,,,,,,
374,PT10M12.00S,2022-06-06T01:34:29.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,54,52,2022-06-06T01:34:29Z,3710000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,373.0,,,,,
376,PT10M06.00S,2022-06-06T01:34:55.7Z,3,REGULAR,foul,personal,[],1629057,,,1610612744,54,52,2022-06-06T01:34:58Z,3730000,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 203952]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,201639.0,,,,,,,,,,1.0,0.0,Wiggins,203952.0,,,,,,
378,PT09M58.00S,2022-06-06T01:35:27.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,63.6826544021025,42.64705882352941,1610612744,54,52,2022-06-06T01:35:30Z,3750000,-37.0,289.0,1,right,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,29.12,Missed,,,,,,,,,,,,,,,,
379,PT09M56.00S,2022-06-06T01:35:29.6Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,54,52,2022-06-06T01:35:42Z,3760000,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,378.0,5.0,2.0,3.0,,
380,PT09M55.00S,2022-06-06T01:35:32.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,91.01511169513797,39.46078431372549,1610612744,54,52,2022-06-06T01:38:11Z,3810000,-53.0,32.0,1,right,MISS A. Wiggins 6' putback Layup - blocked,"[203952, 1629057]",1610612744.0,GSW,putback,,,Wiggins,A. Wiggins,,,,,,,6.17,Missed,,,,,,,,,,,,,,,Williams III,1629057.0
381,PT09M55.00S,2022-06-06T01:35:32.0Z,3,REGULAR,block,,[],1629057,,,1610612744,54,52,2022-06-06T01:35:36Z,3820000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
382,PT09M54.00S,2022-06-06T01:35:33.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,54,52,2022-06-06T01:35:47Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,380.0,,,,,
385,PT09M51.00S,2022-06-06T01:35:59.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626172,90.75229960578186,46.568627450980394,1610612744,56,52,2022-06-06T01:36:00Z,3850000,-17.0,34.0,1,right,K. Looney DUNK (8 PTS) (D. Green 5 AST),"[1626172, 203110]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,3.85,Made,8.0,D. Green,203110.0,5.0,,,,,,,,,,,,
387,PT09M32.00S,2022-06-06T01:36:17.7Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,56,52,2022-06-06T01:36:19Z,3870000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 203110]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,2.0,,,,,,,Green,203110.0,,,,,,,,,,
388,PT09M32.00S,2022-06-06T01:36:17.7Z,3,REGULAR,steal,,[],203110,,,1610612744,56,52,2022-06-06T01:38:11Z,3880000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
389,PT09M23.00S,2022-06-06T01:36:27.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202691,78.66294349540078,7.598039215686274,1610612744,59,52,2022-06-06T01:36:29Z,3890000,-212.0,148.0,1,right,K. Thompson 25' 3PT  (5 PTS) (D. Green 6 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,25.86,Made,5.0,D. Green,203110.0,6.0,,,,,,,,,,,,
391,PT09M21.00S,2022-06-06T01:36:32.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,59,52,2022-06-06T01:36:32Z,3910000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
