actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
465,PT01M32.00S,2022-05-28T02:33:24.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629057,8.623521681997373,44.6078431372549,1610612738,71,79,2022-05-28T02:33:45Z,4520000,27.0,29.0,1,left,R. Williams III running DUNK (10 PTS) (J. Tatum 3 AST),"[1629057, 1628369]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,,,,3.93,Made,,,,,,10.0,J. Tatum,1628369.0,3.0,,,,,,,
467,PT01M06.00S,2022-05-28T02:33:47.9Z,3,REGULAR,3pt,Jump Shot,[],1629622,70.12155059132719,81.86274509803921,1610612748,71,82,2022-05-28T02:33:54Z,4540000,159.0,228.0,1,right,M. Strus 27' 3PT  (13 PTS) (G. Vincent 2 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,27.85,Made,,,,,,13.0,G. Vincent,1629216.0,2.0,,,,,,,
469,PT00M45.70S,2022-05-28T02:34:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.30946123521682,52.450980392156865,1610612738,73,82,2022-05-28T02:34:13Z,4560000,-12.0,16.0,1,left,R. Williams III Layup (12 PTS) (D. White 4 AST),"[1629057, 1628401]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,2.03,Made,,,,,,12.0,D. White,1628401.0,4.0,,,,,,,
471,PT00M33.10S,2022-05-28T02:34:25.7Z,3,REGULAR,3pt,Jump Shot,[],203506,65.25952693823915,58.82352941176471,1610612748,73,82,2022-05-28T02:36:32Z,4580000,44.0,274.0,1,right,MISS V. Oladipo 27' pullup 3PT,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,,,,27.76,Missed,,,,,,,,,,,,,,,,
472,PT00M31.10S,2022-05-28T02:34:27.7Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,73,82,2022-05-28T02:34:40Z,4590000,,,0,,A. Horford REBOUND (Off:2 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,471.0,7.0,5.0,2.0,,,,,,,,,,,,
473,PT00M13.20S,2022-05-28T02:34:49.2Z,3,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,73,82,2022-05-28T02:35:15Z,4600000,,,0,,G. Vincent shooting personal FOUL (3 PF) (White 2 FT),"[1629216, 1628401]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,,,,2715.0,,,,,3.0,0.0,White,1628401.0,,,
475,PT00M13.20S,2022-05-28T02:35:22.5Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,74,82,2022-05-28T02:35:22Z,4620000,,,0,,D. White Free Throw 1 of 2 (10 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Made,,,,,,10.0,,,,,,,,,,
476,PT00M13.20S,2022-05-28T02:35:24.6Z,3,REGULAR,substitution,out,[],201143,,,1610612738,74,82,2022-05-28T02:35:44Z,4630000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M13.20S,2022-05-28T02:35:24.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,74,82,2022-05-28T02:35:44Z,4640000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M13.20S,2022-05-28T02:35:24.6Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,74,82,2022-05-28T02:35:44Z,4650000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT00M13.20S,2022-05-28T02:35:24.6Z,3,REGULAR,substitution,in,[],200768,,,1610612738,74,82,2022-05-28T02:35:44Z,4660000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M13.20S,2022-05-28T02:36:05.9Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,75,82,2022-05-28T02:36:05Z,4670000,,,0,,D. White Free Throw 2 of 2 (11 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Made,,,,,,11.0,,,,,,,,,,
481,PT00M02.80S,2022-05-28T02:36:21.3Z,3,REGULAR,3pt,Jump Shot,[],200768,62.36859395532195,59.068627450980394,1610612748,75,82,2022-05-28T02:37:19Z,4680000,45.0,301.0,1,right,MISS K. Lowry 30' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,30.46,Missed,,,,,,,,,,,,,,,,
482,PT00M01.80S,2022-05-28T02:36:22.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,82,2022-05-28T02:36:32Z,4690000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,481.0,5.0,5.0,0.0,,,,,,,,,,,,
483,PT00M00.00S,2022-05-28T02:36:27.4Z,3,REGULAR,period,end,[],0,,,1610612738,75,82,2022-05-28T02:36:27Z,4700000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,75,82,2022-05-28T02:40:00Z,4710000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,75,82,2022-05-28T02:40:00Z,4720000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,75,82,2022-05-28T02:40:00Z,4730000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,out,['startperiod'],1629216,,,1610612738,75,82,2022-05-28T02:40:00Z,4740000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,75,82,2022-05-28T02:40:00Z,4750000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,75,82,2022-05-28T02:40:00Z,4760000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,75,82,2022-05-28T02:40:00Z,4770000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-05-28T02:39:33.0Z,4,REGULAR,substitution,in,['startperiod'],200782,,,1610612738,75,82,2022-05-28T02:40:00Z,4780000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-05-28T02:40:13.4Z,4,REGULAR,period,start,[],0,,,1610612738,75,82,2022-05-28T02:40:13Z,4790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M52.00S,2022-05-28T02:40:20.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,27.94021024967148,82.1078431372549,1610612738,78,82,2022-05-28T02:40:25Z,4800000,-161.0,210.0,1,left,D. White 26' 3PT  (14 PTS) (J. Brown 4 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,,,,26.44,Made,,,,,,14.0,J. Brown,1627759.0,4.0,,,,,,,
495,PT11M26.00S,2022-05-28T02:40:46.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,79.71419185282524,53.18627450980392,1610612748,78,84,2022-05-28T02:42:01Z,4820000,16.0,138.0,1,right,J. Butler 13' pullup Jump Shot (32 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,13.91,Made,,,,,,32.0,,,,,,,,,,
496,PT11M26.00S,2022-05-28T02:40:55.1Z,4,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612748,78,84,2022-05-28T02:41:31Z,4830000,,,0,,G. Williams shooting personal FOUL (5 PF) (Butler 1 FT),"[1629684, 202710]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,2004.0,,,,,5.0,0.0,Butler,202710.0,,,
498,PT11M26.00S,2022-05-28T02:41:25.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,78,84,2022-05-28T02:41:25Z,4850000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M26.00S,2022-05-28T02:41:35.3Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612748,78,84,2022-05-28T02:42:51Z,4860000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,
500,PT11M26.00S,2022-05-28T02:45:02.4Z,4,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,78,85,2022-05-28T02:45:02Z,4870000,,,0,,J. Butler Free Throw 1 of 1 (33 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,33.0,,,,,,,,,,
501,PT11M15.00S,2022-05-28T02:45:16.2Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,78,85,2022-05-28T02:45:21Z,4880000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,4.0,Butler,202710.0,,,,,,,,,,,,,,,,,,
502,PT11M15.00S,2022-05-28T02:45:16.2Z,4,REGULAR,steal,,[],202710,,,1610612748,78,85,2022-05-28T02:46:25Z,4890000,,,0,,J. Butler STEAL (4 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M58.00S,2022-05-28T02:45:33.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],200782,88.64980289093299,31.61764705882353,1610612748,78,87,2022-05-28T02:45:38Z,4900000,-92.0,54.0,1,right,P. Tucker 10' driving floating Jump Shot (8 PTS) (K. Lowry 8 AST),"[200782, 200768]",1610612748.0,MIA,driving floating,,,Tucker,P. Tucker,,,,,,,,10.67,Made,,,,,,8.0,K. Lowry,200768.0,8.0,,,,,,,
505,PT10M40.00S,2022-05-28T02:45:50.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,7.966491458607096,45.09803921568628,1610612738,78,87,2022-05-28T02:45:54Z,4920000,25.0,22.0,1,left,MISS D. White driving Layup,[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,,,,3.32,Missed,,,,,,,,,,,,,,,,
506,PT10M37.00S,2022-05-28T02:45:53.7Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612748,78,87,2022-05-28T02:45:54Z,4930000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,505.0,1.0,1.0,0.0,,,,,,,,,,,,
507,PT10M37.00S,2022-05-28T02:45:55.1Z,4,REGULAR,turnover,bad pass,[],1629622,,,1610612748,78,87,2022-05-28T02:46:04Z,4940000,,,0,,M. Strus bad pass TURNOVER (3 TO),"[1629622, 1629684]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,3.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,
508,PT10M37.00S,2022-05-28T02:45:55.1Z,4,REGULAR,steal,,[],1629684,,,1610612738,78,87,2022-05-28T02:45:57Z,4950000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT10M34.00S,2022-05-28T02:46:03.4Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,78,87,2022-05-28T02:46:08Z,4960000,,,0,,M. Strus shooting personal FOUL (3 PF) (Williams 2 FT),"[1629622, 1629684]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,,,,2715.0,,,,,3.0,0.0,Williams,1629684.0,,,
511,PT10M34.00S,2022-05-28T02:46:22.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629684,,,1610612738,79,87,2022-05-28T02:46:22Z,4980000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,,,,,,1.0,,,,,,,,,,
512,PT10M34.00S,2022-05-28T02:46:37.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629684,,,1610612738,80,87,2022-05-28T02:46:37Z,4990000,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,Made,,,,,,2.0,,,,,,,,,,
513,PT10M17.00S,2022-05-28T02:46:56.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,85.3646517739816,44.85294117647059,1610612748,80,89,2022-05-28T02:47:00Z,5000000,-26.0,85.0,1,right,J. Butler 8' turnaround fadeaway Jump Shot (35 PTS) (K. Lowry 9 AST),"[202710, 200768]",1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,,,,8.89,Made,,,,,,35.0,K. Lowry,200768.0,9.0,,,,,,,
515,PT09M59.00S,2022-05-28T02:47:14.0Z,4,REGULAR,3pt,Jump Shot,[],1628401,25.312089356110377,12.990196078431374,1610612738,83,89,2022-05-28T02:47:18Z,5020000,185.0,185.0,1,left,D. White 26' 3PT  (17 PTS) (J. Brown 5 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,,,,26.19,Made,,,,,,17.0,J. Brown,1627759.0,5.0,,,,,,,
517,PT09M46.00S,2022-05-28T02:47:26.9Z,4,REGULAR,3pt,Jump Shot,[],202710,72.35545335085413,81.37254901960785,1610612748,83,89,2022-05-28T02:48:21Z,5040000,157.0,207.0,1,right,MISS J. Butler 26' pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,26.01,Missed,,,,,,,,,,,,,,,,
518,PT09M45.00S,2022-05-28T02:47:27.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,83,89,2022-05-28T02:47:32Z,5050000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,517.0,6.0,6.0,0.0,,,,,,,,,,,,
519,PT09M36.00S,2022-05-28T02:47:38.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,7.440867279894875,41.911764705882355,1610612738,85,89,2022-05-28T02:47:44Z,5060000,40.0,17.0,1,left,D. White driving floating Jump Shot (19 PTS) (J. Tatum 4 AST),"[1628401, 1628369]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,,,,4.4,Made,,,,,,19.0,J. Tatum,1628369.0,4.0,,,,,,,
521,PT09M36.00S,2022-05-28T02:47:41.7Z,4,REGULAR,foul,personal,['1freethrow'],200768,,,1610612738,85,89,2022-05-28T02:47:52Z,5080000,,,0,,K. Lowry shooting personal FOUL (3 PF) (White 1 FT),"[200768, 1628401]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,,,,,,,,,,2534.0,,,,,3.0,0.0,White,1628401.0,,,
523,PT09M36.00S,2022-05-28T02:48:16.2Z,4,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,85,89,2022-05-28T02:48:24Z,5100000,,,0,,MISS D. White Free Throw 1 of 1,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,Missed,,,,,,,,,,,,,,,,
524,PT09M36.00S,2022-05-28T02:48:16.2Z,4,REGULAR,rebound,defensive,[],200782,,,1610612748,85,89,2022-05-28T02:48:24Z,5110000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,523.0,2.0,1.0,1.0,,,,,,,,,,,,
525,PT09M36.00S,2022-05-28T02:48:23.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,85,89,2022-05-28T02:48:23Z,5120000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT09M36.00S,2022-05-28T02:51:32.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,85,89,2022-05-28T02:51:58Z,5130000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT09M36.00S,2022-05-28T02:51:32.0Z,4,REGULAR,substitution,in,[],203935,,,1610612748,85,89,2022-05-28T02:51:58Z,5140000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M14.00S,2022-05-28T02:52:32.2Z,4,REGULAR,foul,offensive,[],200768,,,1610612748,85,89,2022-05-28T02:52:41Z,5150000,,,0,,K. Lowry charge offensive FOUL (4 PF),"[200768, 1628401]",1610612748.0,MIA,charge,,,Lowry,K. Lowry,,,,,,,,,,,,,,2715.0,,,,,4.0,0.0,White,1628401.0,,,
530,PT09M14.00S,2022-05-28T02:52:32.2Z,4,REGULAR,turnover,offensive foul,[],200768,,,1610612748,85,89,2022-05-28T02:52:32Z,5170000,,,0,,K. Lowry offensive foul TURNOVER (1 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,1.0,,,,,,,,,2715.0,,,,,,,,,,,
531,PT09M02.00S,2022-05-28T02:52:57.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,20.18725361366623,39.46078431372549,1610612738,85,89,2022-05-28T02:53:06Z,5180000,53.0,137.0,1,left,MISS J. Brown 14' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,14.71,Missed,,,,,,,,,,,,,,,,
532,PT09M00.00S,2022-05-28T02:52:59.5Z,4,REGULAR,rebound,defensive,[],203506,,,1610612748,85,89,2022-05-28T02:53:22Z,5190000,,,0,,V. Oladipo REBOUND (Off:1 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,531.0,4.0,3.0,1.0,,,,,,,,,,,,
533,PT08M57.00S,2022-05-28T02:53:04.9Z,4,REGULAR,turnover,out-of-bounds,[],203506,,,1610612748,85,89,2022-05-28T02:53:15Z,5200000,,,0,,V. Oladipo bad pass out-of-bounds TURNOVER (1 TO),[203506],1610612748.0,MIA,bad pass,,,Oladipo,V. Oladipo,,,,,1.0,,,,,,,,,2004.0,,,,,,,,,,,
535,PT08M47.00S,2022-05-28T02:53:36.8Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,85,89,2022-05-28T02:54:25Z,5220000,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 200782]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,2715.0,,,,,3.0,0.0,Tucker,200782.0,,,
537,PT08M47.00S,2022-05-28T02:53:36.8Z,4,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,85,89,2022-05-28T02:53:36Z,5240000,,,0,,J. Tatum offensive foul TURNOVER (5 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,5.0,,,,,,,,,2715.0,,,,,,,,,,,
538,PT08M33.00S,2022-05-28T02:54:14.1Z,4,REGULAR,foul,offensive,[],1629622,,,1610612748,85,89,2022-05-28T02:54:23Z,5250000,,,0,,M. Strus offensive FOUL (4 PF),"[1629622, 203935]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,2534.0,,,,,4.0,0.0,Smart,203935.0,,,
540,PT08M33.00S,2022-05-28T02:54:14.1Z,4,REGULAR,turnover,offensive foul,[],1629622,,,1610612748,85,89,2022-05-28T02:54:14Z,5270000,,,0,,M. Strus offensive foul TURNOVER (4 TO),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,4.0,,,,,,,,,2534.0,,,,,,,,,,,
541,PT08M33.00S,2022-05-28T02:54:28.5Z,4,REGULAR,substitution,out,[],203506,,,1610612738,85,89,2022-05-28T02:54:34Z,5280000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M33.00S,2022-05-28T02:54:28.5Z,4,REGULAR,substitution,in,[],1628389,,,1610612738,85,89,2022-05-28T02:54:34Z,5290000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M18.00S,2022-05-28T02:54:59.6Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,85,89,2022-05-28T02:55:13Z,5300000,,,0,,J. Tatum lost ball TURNOVER (6 TO),"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,6.0,Lowry,200768.0,,,,,,,,,,,,,,,,,,
544,PT08M18.00S,2022-05-28T02:54:59.6Z,4,REGULAR,steal,,[],200768,,,1610612748,85,89,2022-05-28T02:55:02Z,5310000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M14.00S,2022-05-28T02:55:05.3Z,4,REGULAR,foul,personal,[],1628401,,,1610612748,85,89,2022-05-28T02:55:21Z,5320000,,,0,,D. White personal FOUL (2 PF),"[1628401, 1628389]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,2715.0,,,,,2.0,0.0,Adebayo,1628389.0,,,
547,PT08M03.00S,2022-05-28T02:55:54.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200768,68.41327201051249,73.77450980392157,1610612748,85,89,2022-05-28T02:56:47Z,5340000,119.0,244.0,1,right,MISS K. Lowry 27' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,,,,27.18,Missed,,,,,,,,,,,,,,,,
548,PT08M01.00S,2022-05-28T02:55:56.5Z,4,REGULAR,rebound,offensive,[],200782,,,1610612748,85,89,2022-05-28T02:56:03Z,5350000,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,547.0,3.0,1.0,2.0,,,,,,,,,,,,
549,PT07M59.00S,2022-05-28T02:55:58.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",200782,91.40932982917214,51.225490196078425,1610612748,85,89,2022-05-28T02:56:11Z,5360000,6.0,28.0,1,right,MISS P. Tucker putback Layup,[200782],1610612748.0,MIA,putback,,,Tucker,P. Tucker,,,,,,,,2.89,Missed,,,,,,,,,,,,,,,,
550,PT07M58.00S,2022-05-28T02:55:59.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,85,89,2022-05-28T02:56:16Z,5370000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,549.0,7.0,7.0,0.0,,,,,,,,,,,,
551,PT07M55.00S,2022-05-28T02:56:04.3Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,85,89,2022-05-28T02:56:15Z,5380000,,,0,,M. Strus shooting personal FOUL (5 PF) (Brown 2 FT),"[1629622, 1627759]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,,,,2715.0,,,,,5.0,0.0,Brown,1627759.0,,,
553,PT07M55.00S,2022-05-28T02:56:37.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1627759,,,1610612738,86,89,2022-05-28T02:56:37Z,5400000,,,0,,J. Brown Free Throw 1 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,,19.0,,,,,,,,,,
554,PT07M55.00S,2022-05-28T02:56:38.7Z,4,REGULAR,substitution,out,[],1629622,,,1610612738,86,89,2022-05-28T02:56:41Z,5410000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT07M55.00S,2022-05-28T02:56:38.7Z,4,REGULAR,substitution,in,[],1629216,,,1610612738,86,89,2022-05-28T02:56:41Z,5420000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M55.00S,2022-05-28T02:56:55.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1627759,,,1610612738,87,89,2022-05-28T02:56:55Z,5430000,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,,20.0,,,,,,,,,,
557,PT07M41.00S,2022-05-28T02:57:15.1Z,4,REGULAR,3pt,Jump Shot,[],202710,91.14651773981603,2.941176470588235,1610612748,87,92,2022-05-28T02:57:19Z,5440000,-235.0,31.0,1,right,J. Butler 3PT  (38 PTS) (K. Lowry 10 AST),"[202710, 200768]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,23.73,Made,,,,,,38.0,K. Lowry,200768.0,10.0,,,,,,,
559,PT07M18.00S,2022-05-28T02:57:38.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.652431011826544,54.166666666666664,1610612738,89,92,2022-05-28T02:57:45Z,5460000,-21.0,10.0,1,left,M. Smart reverse Layup (12 PTS) (A. Horford 4 AST),"[203935, 201143]",1610612738.0,BOS,reverse,,,Smart,M. Smart,,,,,,,,2.31,Made,,,,,,12.0,A. Horford,201143.0,4.0,,,,,,,
561,PT06M54.00S,2022-05-28T02:58:02.4Z,4,REGULAR,2pt,Jump Shot,[],200768,77.08607095926413,58.57843137254902,1610612748,89,92,2022-05-28T02:58:11Z,5480000,43.0,163.0,1,right,MISS K. Lowry 16' fadeaway Shot,[200768],1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,,,,16.85,Missed,,,,,,,,,,,,,,,,
