actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,value,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
272,PT01M42.00S,2022-04-24T00:36:15.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,67.49342969776609,54.90196078431373,1610612738,43,51,2022-04-24T00:36:21Z,2570000,25.0,253.0,1,right,G. Williams 25' 3PT  (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,25.43,Made,,,,,,,,,7.0,,,,,
273,PT01M31.00S,2022-04-24T00:36:27.1Z,2,REGULAR,3pt,Jump Shot,[],201142,27.808804204993432,21.568627450980394,1610612751,43,51,2022-04-24T00:38:50Z,2580000,142.0,209.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,25.27,Missed,,,,,,,,,,,,,,
274,PT01M29.00S,2022-04-24T00:36:29.1Z,2,REGULAR,rebound,offensive,[],1629651,,,1610612751,43,51,2022-04-24T00:38:50Z,2590000,,,0,,N. Claxton REBOUND (Off:3 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,273.0,3.0,0.0,3.0,,,,,,,,,,
275,PT01M28.00S,2022-04-24T00:36:31.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,5.590000152587891,50.0,1610612751,43,51,2022-04-24T00:39:04Z,2600000,0.0,0.0,1,left,MISS N. Claxton tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
276,PT01M26.00S,2022-04-24T00:36:33.6Z,2,REGULAR,rebound,offensive,[],201142,,,1610612751,43,51,2022-04-24T00:39:04Z,2610000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,275.0,5.0,4.0,1.0,,,,,,,,,,
277,PT01M25.00S,2022-04-24T00:36:34.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201142,13.091327201051248,24.264705882352942,1610612751,45,51,2022-04-24T00:39:13Z,2620000,129.0,71.0,1,left,K. Durant 14' Jump Shot (7 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,14.68,Made,,,,,,,,,7.0,,,,,
278,PT01M05.00S,2022-04-24T00:36:51.4Z,2,REGULAR,3pt,Jump Shot,[],1629684,93.64323258869908,96.07843137254902,1610612738,45,51,2022-04-24T00:36:55Z,2630000,230.0,7.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,23.05,Missed,,,,,,,,,,,,,,
279,PT01M02.00S,2022-04-24T00:36:54.4Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,45,51,2022-04-24T00:36:55Z,2640000,,,0,,N. Claxton REBOUND (Off:3 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,278.0,4.0,1.0,3.0,,,,,,,,,,
280,PT00M54.50S,2022-04-24T00:37:03.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,5.863994743758213,48.03921568627451,1610612751,47,51,2022-04-24T00:40:07Z,2650000,10.0,3.0,1,left,N. Claxton DUNK (10 PTS) (K. Irving 5 AST),"[1629651, 202681]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,1.01,Made,,,,,,,,,10.0,K. Irving,202681.0,5.0,,
282,PT00M38.40S,2022-04-24T00:37:27.7Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,47,51,2022-04-24T00:37:31Z,2670000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 201142]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2.0,Durant,201142.0,,,,,,
283,PT00M38.40S,2022-04-24T00:37:27.7Z,2,REGULAR,steal,,[],201142,,,1610612751,47,51,2022-04-24T00:37:30Z,2680000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT00M35.90S,2022-04-24T00:37:34.2Z,2,REGULAR,foul,personal,[],1627759,,,1610612751,47,51,2022-04-24T00:42:59Z,2690000,,,0,,J. Brown take personal FOUL (1 PF),"[1627759, 201142]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,202026.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
286,PT00M32.30S,2022-04-24T00:37:59.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201988,31.750985545335087,50.245098039215684,1610612751,50,51,2022-04-24T00:38:06Z,2710000,-1.0,246.0,1,left,P. Mills 24' 3PT  (3 PTS) (N. Claxton 1 AST),"[201988, 1629651]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,24.6,Made,,,,,,,,,3.0,N. Claxton,1629651.0,1.0,,
288,PT00M11.40S,2022-04-24T00:38:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,94.03745072273325,50.73529411764706,1610612738,50,53,2022-04-24T00:38:34Z,2730000,4.0,4.0,1,right,M. Smart driving finger roll Layup (8 PTS),[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,,,,,,0.51,Made,,,,,,,,,8.0,,,,,
289,PT00M03.10S,2022-04-24T00:38:44.2Z,2,REGULAR,2pt,Jump Shot,[],1628971,11.383048620236531,28.186274509803923,1610612751,50,53,2022-04-24T00:38:51Z,2740000,109.0,55.0,1,left,MISS B. Brown 12' floating Shot,[1628971],1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,12.2,Missed,,,,,,,,,,,,,,
290,PT00M00.10S,2022-04-24T00:38:47.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,50,53,2022-04-24T00:43:43Z,2750000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,289.0,,,,,,,,,,,,,
291,PT00M00.00S,2022-04-24T00:38:53.1Z,2,REGULAR,period,end,[],0,,,1610612751,50,53,2022-04-24T00:38:53Z,2760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT12M00.00S,2022-04-24T00:53:28.0Z,3,REGULAR,substitution,out,['startperiod'],1629651,,,1610612751,50,53,2022-04-24T00:54:03Z,2770000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2022-04-24T00:53:28.0Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612751,50,53,2022-04-24T00:54:03Z,2780000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2022-04-24T00:53:28.0Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612751,50,53,2022-04-24T00:54:03Z,2790000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2022-04-24T00:53:28.0Z,3,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,50,53,2022-04-24T00:54:03Z,2800000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2022-04-24T00:53:28.0Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612751,50,53,2022-04-24T00:54:03Z,2810000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2022-04-24T00:53:28.0Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612751,50,53,2022-04-24T00:54:03Z,2820000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2022-04-24T00:54:18.7Z,3,REGULAR,period,start,[],0,,,1610612751,50,53,2022-04-24T00:54:18Z,2830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT11M40.00S,2022-04-24T00:54:40.3Z,3,REGULAR,foul,offensive,[],203552,,,1610612751,50,53,2022-04-24T00:54:48Z,2840000,,,0,,S. Curry offensive FOUL (2 PF),"[203552, 203935]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,202026.0,2.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
301,PT11M40.00S,2022-04-24T00:54:40.3Z,3,REGULAR,turnover,offensive foul,[],203552,,,1610612751,50,53,2022-04-24T00:54:40Z,2860000,,,0,,S. Curry offensive foul TURNOVER (1 TO),[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,202026.0,,,,,,,,,,,,1.0,,,,,,,,
302,PT11M20.00S,2022-04-24T00:55:12.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,4.155716162943495,95.58823529411765,1610612738,50,56,2022-04-24T00:55:18Z,2870000,-228.0,-13.0,1,left,D. Theis 3PT  (7 PTS) (J. Brown 4 AST),"[1628464, 1627759]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,22.83,Made,,,,,,,,,7.0,J. Brown,1627759.0,4.0,,
304,PT11M04.00S,2022-04-24T00:55:28.7Z,3,REGULAR,turnover,bad pass,[],1628971,,,1610612751,50,56,2022-04-24T00:55:32Z,2890000,,,0,,B. Brown bad pass TURNOVER (2 TO),"[1628971, 1628369]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,,,,,,
305,PT11M04.00S,2022-04-24T00:55:28.7Z,3,REGULAR,steal,,[],1628369,,,1610612738,50,56,2022-04-24T00:55:30Z,2900000,,,0,,J. Tatum STEAL (4 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT11M02.00S,2022-04-24T00:55:31.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,4.944152431011826,49.26470588235294,1610612738,50,58,2022-04-24T01:01:17Z,2910000,4.0,-6.0,1,left,J. Tatum running DUNK (14 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,0.7,Made,,,,,,,,,14.0,A. Horford,201143.0,2.0,,
308,PT11M01.00S,2022-04-24T00:55:37.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,50,58,2022-04-24T00:55:37Z,2930000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT10M50.00S,2022-04-24T00:59:59.9Z,3,REGULAR,jumpball,recovered,[],1628369,,,1610612751,50,58,2022-04-24T01:02:01Z,2932500,,,0,,Jump Ball A. Horford vs. B. Brown: Tip to J. Tatum,"[1628369, 201143, 1628971]",1610612738.0,BOS,heldball,J. Tatum,1628369.0,Tatum,J. Tatum,Horford,201143.0,Brown,1628971.0,,,,,,,,,,,,,,,,,,,,,
312,PT10M50.00S,2022-04-24T00:59:59.9Z,3,REGULAR,turnover,bad pass,[],1628971,,,1610612751,50,58,2022-04-24T01:01:51Z,2935000,,,0,,B. Brown bad pass TURNOVER (3 TO),"[1628971, 1627759]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,3.0,Brown,1627759.0,,,,,,
313,PT10M50.00S,2022-04-24T00:59:59.9Z,3,REGULAR,steal,,[],1627759,,,1610612738,50,58,2022-04-24T01:00:33Z,2937500,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT10M35.00S,2022-04-24T01:00:11.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628464,8.360709592641262,32.84313725490196,1610612738,50,60,2022-04-24T01:00:15Z,2990000,86.0,26.0,1,left,D. Theis 8' fadeaway Jump Shot (9 PTS) (J. Tatum 4 AST),"[1628464, 1628369]",1610612738.0,BOS,fadeaway,,,Theis,D. Theis,,,,,,,,,,8.97,Made,,,,,,,,,9.0,J. Tatum,1628369.0,4.0,,
316,PT10M18.00S,2022-04-24T01:00:32.3Z,3,REGULAR,foul,personal,[],203935,,,1610612751,50,60,2022-04-24T01:00:39Z,3010000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 201142]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,200834.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,,
318,PT10M12.00S,2022-04-24T01:00:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,95.0886990801577,52.94117647058824,1610612751,52,60,2022-04-24T01:00:56Z,3030000,15.0,-6.0,1,right,K. Irving driving Layup (12 PTS) (A. Drummond 1 AST),"[202681, 203083]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,,,1.6,Made,,,,,,,,,12.0,A. Drummond,203083.0,1.0,,
319,PT09M59.00S,2022-04-24T01:01:08.3Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,52,60,2022-04-24T01:01:14Z,3040000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,200834.0,,,,,,,,,,,,1.0,,,,,,,,
321,PT09M42.00S,2022-04-24T01:01:34.1Z,3,REGULAR,turnover,out-of-bounds,[],201142,,,1610612751,52,60,2022-04-24T01:01:52Z,3050000,,,0,,K. Durant bad pass out-of-bounds TURNOVER (2 TO),[201142],1610612751.0,BKN,bad pass,,,Durant,K. Durant,,,,,202026.0,,,,,,,,,,,,2.0,,,,,,,,
322,PT09M24.00S,2022-04-24T01:01:56.5Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,52,60,2022-04-24T01:02:01Z,3060000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 202681]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,3.0,Irving,202681.0,,,,,,
323,PT09M24.00S,2022-04-24T01:01:56.5Z,3,REGULAR,steal,,[],202681,,,1610612751,52,60,2022-04-24T01:01:58Z,3070000,,,0,,K. Irving STEAL (3 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT09M20.00S,2022-04-24T01:02:00.3Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",201142,81.42247043363994,75.0,1610612751,54,60,2022-04-24T01:02:22Z,3080000,125.0,122.0,1,right,K. Durant 17' running pullup Jump Shot (9 PTS) (K. Irving 6 AST),"[201142, 202681]",1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,,,,,,17.47,Made,,,,,,,,,9.0,K. Irving,202681.0,6.0,,
326,PT09M04.00S,2022-04-24T01:02:16.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.38567674113009,29.411764705882355,1610612738,54,60,2022-04-24T01:05:52Z,3100000,103.0,224.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,24.62,Missed,,,,,,,,,,,,,,
327,PT09M04.00S,2022-04-24T01:02:16.1Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,54,60,2022-04-24T01:02:24Z,3110000,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,,,
328,PT08M50.00S,2022-04-24T01:02:31.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,86.28449408672799,57.59803921568627,1610612751,56,60,2022-04-24T01:02:34Z,3120000,38.0,76.0,1,right,B. Brown 8' floating Jump Shot (18 PTS) (K. Durant 2 AST),"[1628971, 201142]",1610612751.0,BKN,floating,,,Brown,B. Brown,,,,,,,,,,8.53,Made,,,,,,,,,18.0,K. Durant,201142.0,2.0,,
330,PT08M35.00S,2022-04-24T01:02:49.0Z,3,REGULAR,foul,personal,[],203083,,,1610612738,56,60,2022-04-24T01:03:05Z,3140000,,,0,,A. Drummond personal FOUL (2 PF),"[203083, 1627759]",1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,200834.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
332,PT08M28.00S,2022-04-24T01:03:17.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.485545335085414,55.63725490196079,1610612738,56,60,2022-04-24T01:03:24Z,3160000,-28.0,74.0,1,left,MISS J. Tatum 7' driving floating bank Shot,[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,,,,,,7.95,Missed,,,,,,,,,,,,,,
333,PT08M24.00S,2022-04-24T01:03:21.2Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,56,60,2022-04-24T01:03:24Z,3170000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,332.0,2.0,1.0,1.0,,,,,,,,,,
334,PT08M22.00S,2022-04-24T01:03:22.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,33.459264126149804,46.32352941176471,1610612738,56,60,2022-04-24T01:03:28Z,3180000,18.0,262.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,26.26,Missed,,,,,,,,,,,,,,
335,PT08M22.00S,2022-04-24T01:03:22.8Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,56,60,2022-04-24T01:03:28Z,3190000,,,0,,B. Brown REBOUND (Off:1 Def:3),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,334.0,4.0,3.0,1.0,,,,,,,,,,
336,PT08M20.00S,2022-04-24T01:03:29.0Z,3,REGULAR,foul,personal,[],203935,,,1610612751,56,60,2022-04-24T01:08:13Z,3200000,,,0,,M. Smart take personal FOUL (2 PF),"[203935, 202681]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,1148.0,2.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,,
338,PT08M06.00S,2022-04-24T01:03:57.5Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612751,56,60,2022-04-24T01:04:18Z,3220000,,,0,,M. Smart shooting personal FOUL (3 PF) (Irving 2 FT),"[203935, 202681]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,200834.0,3.0,0.0,Irving,202681.0,,,,,,,,,,,,,,,,
340,PT08M06.00S,2022-04-24T01:04:31.4Z,3,REGULAR,freethrow,1 of 2,[],202681,,,1610612751,57,60,2022-04-24T01:04:31Z,3240000,,,0,,K. Irving Free Throw 1 of 2 (13 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,Made,,,,,,,,,13.0,,,,,
341,PT08M06.00S,2022-04-24T01:04:54.3Z,3,REGULAR,freethrow,2 of 2,[],202681,,,1610612751,58,60,2022-04-24T01:04:54Z,3250000,,,0,,K. Irving Free Throw 2 of 2 (14 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,Made,,,,,,,,,14.0,,,,,
342,PT07M56.00S,2022-04-24T01:05:09.2Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612738,58,60,2022-04-24T01:06:21Z,3260000,,,0,,A. Drummond shooting personal FOUL (3 PF) (Brown 2 FT),"[203083, 1627759]",1610612751.0,BKN,shooting,,,Drummond,A. Drummond,,,,,200834.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
344,PT07M56.00S,2022-04-24T01:05:36.2Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,58,61,2022-04-24T01:05:36Z,3280000,,,0,,J. Brown Free Throw 1 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,,,,,9.0,,,,,
345,PT07M56.00S,2022-04-24T01:05:48.2Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,58,62,2022-04-24T01:05:48Z,3290000,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,,,,,10.0,,,,,
346,PT07M45.00S,2022-04-24T01:06:00.2Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,58,62,2022-04-24T01:06:05Z,3300000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,,,,,,
347,PT07M45.00S,2022-04-24T01:06:00.2Z,3,REGULAR,steal,,[],1628369,,,1610612738,58,62,2022-04-24T01:06:02Z,3310000,,,0,,J. Tatum STEAL (5 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT07M43.00S,2022-04-24T01:06:05.2Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612738,58,62,2022-04-24T01:06:23Z,3320000,,,0,,B. Brown shooting personal FOUL (3 PF) (Tatum 2 FT),"[1628971, 1628369]",1610612751.0,BKN,shooting,,,Brown,B. Brown,,,,,1148.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
350,PT07M43.00S,2022-04-24T01:06:35.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628369,,,1610612738,58,63,2022-04-24T01:06:35Z,3340000,,,0,,J. Tatum Free Throw 1 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,,,,,15.0,,,,,
351,PT07M43.00S,2022-04-24T01:06:55.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628369,,,1610612738,58,64,2022-04-24T01:06:55Z,3350000,,,0,,J. Tatum Free Throw 2 of 2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,,,,,16.0,,,,,
352,PT07M28.00S,2022-04-24T01:07:11.8Z,3,REGULAR,3pt,Jump Shot,[],202681,66.5735873850197,48.03921568627451,1610612751,58,64,2022-04-24T01:09:47Z,3360000,-10.0,262.0,1,right,MISS K. Irving 26' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,,,26.19,Missed,,,,,,,,,,,,,,
353,PT07M23.00S,2022-04-24T01:07:16.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,58,64,2022-04-24T01:07:16Z,3370000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,352.0,1.0,1.0,0.0,,,,,,,,,,
354,PT07M14.00S,2022-04-24T01:07:24.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,20.97568988173456,68.87254901960785,1610612738,58,66,2022-04-24T01:07:28Z,3380000,-94.0,145.0,1,left,J. Tatum 17' pullup Jump Shot (18 PTS) (A. Horford 3 AST),"[1628369, 201143]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,17.28,Made,,,,,,,,,18.0,A. Horford,201143.0,3.0,,
355,PT07M01.00S,2022-04-24T01:07:37.6Z,3,REGULAR,3pt,Jump Shot,[],201142,66.83639947437582,46.07843137254902,1610612751,61,66,2022-04-24T01:10:55Z,3390000,-20.0,259.0,1,right,K. Durant 25' 3PT pullup (12 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,,,25.99,Made,,,,,,,,,12.0,,,,,
357,PT06M47.00S,2022-04-24T01:07:51.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.305519053876477,30.392156862745097,1610612738,61,66,2022-04-24T01:11:15Z,3400000,98.0,232.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,25.22,Missed,,,,,,,,,,,,,,
358,PT06M44.00S,2022-04-24T01:07:54.8Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,61,66,2022-04-24T01:07:56Z,3410000,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,357.0,3.0,2.0,1.0,,,,,,,,,,
359,PT06M40.00S,2022-04-24T01:08:01.7Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612751,61,66,2022-04-24T01:08:12Z,3420000,,,0,,A. Horford shooting personal FOUL (1 PF) (Brown 2 FT),"[201143, 1628971]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,1148.0,1.0,0.0,Brown,1628971.0,,,,,,,,,,,,,,,,
361,PT06M40.00S,2022-04-24T01:08:29.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1628971,,,1610612751,61,66,2022-04-24T01:08:29Z,3440000,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,Missed,,,,,,,,,,,,,,
362,PT06M40.00S,2022-04-24T01:08:29.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,61,66,2022-04-24T01:08:29Z,3450000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,361.0,,,,,,,,,,,,,
363,PT06M40.00S,2022-04-24T01:08:30.9Z,3,REGULAR,substitution,out,[],203083,,,1610612751,61,66,2022-04-24T01:08:36Z,3460000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M40.00S,2022-04-24T01:08:30.9Z,3,REGULAR,substitution,in,[],1629651,,,1610612751,61,66,2022-04-24T01:08:36Z,3470000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M40.00S,2022-04-24T01:08:50.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1628971,,,1610612751,62,66,2022-04-24T01:08:50Z,3480000,,,0,,B. Brown Free Throw 2 of 2 (19 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,Made,,,,,,,,,19.0,,,,,
366,PT06M28.00S,2022-04-24T01:09:04.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.995400788436268,44.36274509803921,1610612738,62,68,2022-04-24T01:09:09Z,3490000,28.0,4.0,1,left,J. Brown driving Layup (12 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,2.85,Made,,,,,,,,,12.0,M. Smart,203935.0,5.0,,
