actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
614,PT04M59.00S,2022-05-15T21:58:50.6Z,4,REGULAR,block,,[],203935,,,1610612749,97,75,2022-05-15T21:58:53Z,6090000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M59.00S,2022-05-15T21:58:50.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,97,75,2022-05-15T21:59:16Z,6100000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,613.0,,,,,,,,,,,,,,,,,,
616,PT04M59.00S,2022-05-15T21:58:54.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,97,75,2022-05-15T21:58:54Z,6110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M58.00S,2022-05-15T21:59:11.0Z,4,REGULAR,foul,personal,[],203935,,,1610612749,97,75,2022-05-15T21:59:19Z,6120000,,,0,,M. Smart personal FOUL (5 PF),"[203935, 203507]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,201640.0,5.0,0.0,Antetokounmpo,203507.0,,,,,,
619,PT04M58.00S,2022-05-15T21:59:34.9Z,4,REGULAR,substitution,out,[],203935,,,1610612749,97,75,2022-05-15T21:59:37Z,6140000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M58.00S,2022-05-15T21:59:34.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612749,97,75,2022-05-15T21:59:37Z,6150000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M55.00S,2022-05-15T21:59:53.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201950,28.597240473061763,20.098039215686274,1610612749,97,75,2022-05-15T22:02:13Z,6160000,150.0,216.0,1,left,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
622,PT04M53.00S,2022-05-15T21:59:55.0Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,97,75,2022-05-15T22:00:01Z,6170000,,,0,,P. Pritchard REBOUND (Off:2 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,621.0,,,,,5.0,3.0,2.0,,,,,,,,,,,
623,PT04M33.00S,2022-05-15T22:00:14.3Z,4,REGULAR,3pt,Jump Shot,[],201143,67.23061760840999,60.78431372549019,1610612738,97,75,2022-05-15T22:00:23Z,6180000,54.0,256.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
624,PT04M31.00S,2022-05-15T22:00:16.3Z,4,REGULAR,rebound,defensive,[],201950,,,1610612749,97,75,2022-05-15T22:00:23Z,6190000,,,0,,J. Holiday REBOUND (Off:1 Def:4),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,623.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
625,PT04M24.00S,2022-05-15T22:00:23.3Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1626171,8.754927726675426,18.627450980392158,1610612749,97,75,2022-05-15T22:00:36Z,6200000,157.0,30.0,1,left,MISS B. Portis 15' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,15.97,Missed,,,,,,,,,,,,,,,,,,,
626,PT04M21.00S,2022-05-15T22:00:26.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,97,75,2022-05-15T22:00:36Z,6210000,,,0,,G. Williams REBOUND (Off:1 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,625.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
627,PT04M09.00S,2022-05-15T22:00:38.1Z,4,REGULAR,3pt,Jump Shot,[],1629684,89.04402102496715,5.147058823529411,1610612738,97,75,2022-05-15T22:00:45Z,6220000,-224.0,50.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,,
628,PT04M07.00S,2022-05-15T22:00:40.1Z,4,REGULAR,rebound,defensive,[],1626192,,,1610612749,97,75,2022-05-15T22:01:00Z,6230000,,,0,,P. Connaughton REBOUND (Off:0 Def:6),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,627.0,,,,,6.0,6.0,0.0,,,,,,,,,,,
629,PT03M59.00S,2022-05-15T22:00:48.3Z,4,REGULAR,3pt,Jump Shot,[],1626192,31.882391590013142,16.176470588235293,1610612749,97,75,2022-05-15T22:00:55Z,6240000,169.0,247.0,1,left,MISS P. Connaughton 29' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,29.95,Missed,,,,,,,,,,,,,,,,,,,
630,PT03M57.00S,2022-05-15T22:00:50.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,97,75,2022-05-15T22:00:55Z,6250000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,629.0,,,,,6.0,5.0,1.0,,,,,,,,,,,
631,PT03M42.00S,2022-05-15T22:01:05.1Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,97,75,2022-05-15T22:01:09Z,6260000,,,0,,J. Tatum lost ball TURNOVER (7 TO),"[1628369, 203507]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,7.0,,,Antetokounmpo,203507.0,
632,PT03M42.00S,2022-05-15T22:01:05.1Z,4,REGULAR,steal,,[],203507,,,1610612749,97,75,2022-05-15T22:01:06Z,6270000,,,0,,G. Antetokounmpo STEAL (2 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M39.00S,2022-05-15T22:01:08.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,6.521024967148489,47.794117647058826,1610612749,97,77,2022-05-15T22:01:14Z,6280000,11.0,9.0,1,left,G. Antetokounmpo running DUNK (25 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,1.41,Made,,25.0,,,,,,,,,,,,,,,,,
634,PT03M13.00S,2022-05-15T22:01:34.1Z,4,REGULAR,2pt,Jump Shot,[],201143,79.84559789750328,32.1078431372549,1610612738,97,77,2022-05-15T22:04:37Z,6290000,-89.0,137.0,1,right,MISS A. Horford 16' floating Shot,[201143],1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,16.36,Missed,,,,,,,,,,,,,,,,,,,
635,PT03M10.00S,2022-05-15T22:01:37.1Z,4,REGULAR,rebound,defensive,[],201572,,,1610612749,97,77,2022-05-15T22:01:39Z,6300000,,,0,,B. Lopez REBOUND (Off:4 Def:6),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,634.0,,,,,10.0,6.0,4.0,,,,,,,,,,,
636,PT03M05.00S,2022-05-15T22:01:43.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201572,34.247700394218136,63.970588235294116,1610612749,97,77,2022-05-15T22:01:49Z,6310000,-70.0,269.0,1,left,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,27.83,Missed,,,,,,,,,,,,,,,,,,,
637,PT03M03.00S,2022-05-15T22:01:45.0Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,97,77,2022-05-15T22:01:49Z,6320000,,,0,,G. Williams REBOUND (Off:1 Def:5),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,636.0,,,,,6.0,5.0,1.0,,,,,,,,,,,
638,PT02M55.00S,2022-05-15T22:01:53.3Z,4,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612738,97,77,2022-05-15T22:02:06Z,6330000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (Horford 2 FT),"[1626192, 201143]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,201640.0,1.0,0.0,Horford,201143.0,,,,,,
640,PT02M55.00S,2022-05-15T22:02:29.5Z,4,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,98,77,2022-05-15T22:02:29Z,6350000,,,0,,A. Horford Free Throw 1 of 2 (5 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
641,PT02M55.00S,2022-05-15T22:02:31.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,98,77,2022-05-15T22:03:00Z,6360000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT02M55.00S,2022-05-15T22:02:31.7Z,4,REGULAR,substitution,out,[],1626171,,,1610612738,98,77,2022-05-15T22:03:00Z,6370000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M55.00S,2022-05-15T22:02:31.7Z,4,REGULAR,substitution,out,[],1626192,,,1610612738,98,77,2022-05-15T22:03:00Z,6380000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M55.00S,2022-05-15T22:02:31.7Z,4,REGULAR,substitution,in,[],203935,,,1610612738,98,77,2022-05-15T22:03:00Z,6390000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M55.00S,2022-05-15T22:02:31.7Z,4,REGULAR,substitution,in,[],202083,,,1610612738,98,77,2022-05-15T22:03:00Z,6400000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT02M55.00S,2022-05-15T22:02:31.7Z,4,REGULAR,substitution,in,[],1628960,,,1610612738,98,77,2022-05-15T22:03:00Z,6410000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M55.00S,2022-05-15T22:03:01.6Z,4,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,99,77,2022-05-15T22:03:01Z,6420000,,,0,,A. Horford Free Throw 2 of 2 (6 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
648,PT02M48.00S,2022-05-15T22:03:05.7Z,4,REGULAR,3pt,Jump Shot,[],203507,28.465834428383708,17.892156862745097,1610612749,99,77,2022-05-15T22:06:19Z,6430000,161.0,215.0,1,left,MISS G. Antetokounmpo 26' step back 3PT,[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,,
649,PT02M46.00S,2022-05-15T22:03:07.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,99,77,2022-05-15T22:03:10Z,6440000,,,0,,M. Smart REBOUND (Off:1 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,648.0,,,,,7.0,6.0,1.0,,,,,,,,,,,
650,PT02M26.00S,2022-05-15T22:03:27.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,87.72996057818659,37.254901960784316,1610612738,101,77,2022-05-15T22:03:35Z,6450000,-64.0,63.0,1,right,G. Williams 8' floating Jump Shot (27 PTS) (M. Smart 10 AST),"[1629684, 203935]",1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,8.95,Made,,27.0,M. Smart,203935.0,10.0,,,,,,,,,,,,,,
652,PT02M14.00S,2022-05-15T22:03:39.8Z,4,REGULAR,3pt,Jump Shot,[],1628960,31.09395532194481,30.14705882352941,1610612749,101,77,2022-05-15T22:03:44Z,6470000,99.0,240.0,1,left,MISS G. Allen 25' step back 3PT,[1628960],1610612749.0,MIL,step back,,,Allen,G. Allen,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
653,PT02M11.00S,2022-05-15T22:03:42.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,101,77,2022-05-15T22:03:44Z,6480000,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,652.0,,,,,8.0,7.0,1.0,,,,,,,,,,,
654,PT02M03.00S,2022-05-15T22:03:54.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,101,77,2022-05-15T22:03:54Z,6490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,out,[],201572,,,1610612738,101,77,2022-05-15T22:04:29Z,6500000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,out,[],201950,,,1610612738,101,77,2022-05-15T22:04:29Z,6510000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,out,[],203507,,,1610612738,101,77,2022-05-15T22:04:29Z,6520000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,out,[],202083,,,1610612738,101,77,2022-05-15T22:04:29Z,6530000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,out,[],1628960,,,1610612738,101,77,2022-05-15T22:04:29Z,6540000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,in,[],203648,,,1610612738,101,77,2022-05-15T22:04:29Z,6550000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,in,[],1629670,,,1610612738,101,77,2022-05-15T22:04:29Z,6560000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,in,[],1629730,,,1610612738,101,77,2022-05-15T22:04:29Z,6570000,,,0,,SUB in: R. Tucker,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,in,[],1630492,,,1610612738,101,77,2022-05-15T22:04:29Z,6580000,,,0,,SUB in: L. Vildoza,[1630492],1610612749.0,MIL,,,,Vildoza,L. Vildoza,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT02M03.00S,2022-05-15T22:03:59.3Z,4,REGULAR,substitution,in,[],1628975,,,1610612738,101,77,2022-05-15T22:04:29Z,6590000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,101,77,2022-05-15T22:05:08Z,6600000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,101,77,2022-05-15T22:05:08Z,6610000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,101,77,2022-05-15T22:05:08Z,6620000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,out,[],203935,,,1610612738,101,77,2022-05-15T22:05:08Z,6630000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,out,[],201143,,,1610612738,101,77,2022-05-15T22:05:08Z,6640000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,in,[],203917,,,1610612738,101,77,2022-05-15T22:05:08Z,6650000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,101,77,2022-05-15T22:05:08Z,6660000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,101,77,2022-05-15T22:05:08Z,6670000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,101,77,2022-05-15T22:05:08Z,6680000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT02M03.00S,2022-05-15T22:04:36.8Z,4,REGULAR,substitution,in,[],1630238,,,1610612738,101,77,2022-05-15T22:05:08Z,6690000,,,0,,SUB in: M. Fitts,[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT01M50.00S,2022-05-15T22:05:23.5Z,4,REGULAR,2pt,Jump Shot,[],1630202,73.27529566360053,46.81372549019608,1610612738,103,77,2022-05-15T22:05:27Z,6700000,-16.0,199.0,1,right,P. Pritchard 19' step back Jump Shot (14 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,19.93,Made,,14.0,,,,,,,,,,,,,,,,,
676,PT01M38.00S,2022-05-15T22:05:37.0Z,4,REGULAR,2pt,Jump Shot,[],1629670,12.565703022339028,80.63725490196079,1610612749,103,79,2022-05-15T22:05:43Z,6710000,-153.0,66.0,1,left,J. Nwora 16' step back Jump Shot (2 PTS) (L. Vildoza 1 AST),"[1629670, 1630492]",1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,16.67,Made,,2.0,L. Vildoza,1630492.0,1.0,,,,,,,,,,,,,,
678,PT01M20.00S,2022-05-15T22:05:57.7Z,4,REGULAR,3pt,Jump Shot,[],1630174,67.09921156373193,62.00980392156863,1610612738,106,79,2022-05-15T22:06:02Z,6730000,60.0,257.0,1,right,A. Nesmith 26' 3PT  (3 PTS) (P. Pritchard 3 AST),"[1630174, 1630202]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.37,Made,,3.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,,,,,
680,PT01M11.00S,2022-05-15T22:06:12.4Z,4,REGULAR,3pt,Jump Shot,[],1629730,11.908672798948752,3.9215686274509802,1610612749,106,79,2022-05-15T22:06:19Z,6750000,230.0,59.0,1,left,MISS R. Tucker 3PT,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,23.79,Missed,,,,,,,,,,,,,,,,,,,
681,PT01M09.00S,2022-05-15T22:06:14.4Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,106,79,2022-05-15T22:06:19Z,6760000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,680.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
682,PT01M02.00S,2022-05-15T22:06:23.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629670,22.552562417871222,88.72549019607843,1610612749,106,79,2022-05-15T22:10:11Z,6770000,-194.0,159.0,1,left,MISS J. Nwora 25' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
683,PT00M59.50S,2022-05-15T22:06:25.8Z,4,REGULAR,rebound,offensive,[],1630492,,,1610612749,106,79,2022-05-15T22:10:11Z,6780000,,,0,,L. Vildoza REBOUND (Off:1 Def:0),[1630492],1610612749.0,MIL,,,,Vildoza,L. Vildoza,,,,,,,682.0,,,,,1.0,0.0,1.0,,,,,,,,,,,
689,PT00M57.90S,2022-05-15T22:06:31.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630492,7.046649145860711,50.245098039215684,1610612749,106,81,2022-05-15T22:10:27Z,6785000,-1.0,14.0,1,left,L. Vildoza putback Layup (2 PTS),[1630492],1610612749.0,MIL,putback,,,Vildoza,L. Vildoza,,,,,1.38,Made,,2.0,,,,,,,,,,,,,,,,,
684,PT00M56.50S,2022-05-15T22:06:39.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,106,81,2022-05-15T22:08:28Z,6790000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M56.50S,2022-05-15T22:07:40.5Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,106,81,2022-05-15T22:08:28Z,6800000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M56.50S,2022-05-15T22:07:40.5Z,4,REGULAR,substitution,in,[],1629752,,,1610612738,106,81,2022-05-15T22:08:28Z,6810000,,,0,,SUB in: J. Morgan,[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M43.20S,2022-05-15T22:08:24.0Z,4,REGULAR,3pt,Jump Shot,[],1630238,74.06373193166885,14.705882352941178,1610612738,109,81,2022-05-15T22:08:36Z,6820000,-176.0,191.0,1,right,M. Fitts 26' 3PT  (3 PTS) (N. Stauskas 1 AST),"[1630238, 203917]",1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,26.03,Made,,3.0,N. Stauskas,203917.0,1.0,,,,,,,,,,,,,,
690,PT00M31.60S,2022-05-15T22:08:38.2Z,4,REGULAR,2pt,Jump Shot,[],1629730,22.158344283837057,46.07843137254902,1610612749,109,81,2022-05-15T22:11:24Z,6840000,20.0,156.0,1,left,MISS R. Tucker 15' pullup Shot,[1629730],1610612749.0,MIL,pullup,,,Tucker,R. Tucker,,,,,15.7,Missed,,,,,,,,,,,,,,,,,,,
691,PT00M28.90S,2022-05-15T22:08:40.9Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,109,81,2022-05-15T22:08:53Z,6850000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,690.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
694,PT00M05.80S,2022-05-15T22:08:52.8Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,109,81,2022-05-15T22:09:58Z,6855000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,201640.0,,,,,,,,,,
693,PT00M00.00S,2022-05-15T22:09:24.1Z,4,REGULAR,period,end,[],0,,,1610612749,109,81,2022-05-15T22:09:24Z,6870000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M00.00S,2022-05-15T22:10:34.6Z,4,REGULAR,game,end,[],0,,,0,109,81,2022-05-15T22:10:34Z,6880000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
