actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
645,PT01M36.00S,2022-04-21T01:39:27.6Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,108,98,2022-04-21T01:39:37Z,6440000,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,644.0,4.0,4.0,0.0,,,,,,,,,
646,PT01M34.00S,2022-04-21T01:39:31.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612751,108,98,2022-04-21T01:39:37Z,6450000,,,0,,J. Brown personal FOUL (2 PF) (Durant 2 FT),"[1627759, 201142]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2715.0,,,,,,2.0,0.0,Durant,201142.0,,,,,
648,PT01M34.00S,2022-04-21T01:40:04.4Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,108,99,2022-04-21T01:40:04Z,6470000,,,0,,K. Durant Free Throw 1 of 2 (24 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
649,PT01M34.00S,2022-04-21T01:40:19.3Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,108,100,2022-04-21T01:40:19Z,6480000,,,0,,K. Durant Free Throw 2 of 2 (25 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
650,PT01M09.00S,2022-04-21T01:40:46.3Z,4,REGULAR,2pt,Jump Shot,[],203935,12.565703022339028,70.09803921568627,1610612738,110,100,2022-04-21T01:40:54Z,6490000,-100.0,66.0,1,left,M. Smart 12' driving floating bank Jump Shot (12 PTS) (J. Tatum 9 AST),"[203935, 1628369]",1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,12.0,Made,12.0,J. Tatum,1628369.0,9.0,,,,,,,,,,,,,,,
652,PT01M09.00S,2022-04-21T01:41:02.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,110,100,2022-04-21T01:41:02Z,6510000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M09.00S,2022-04-21T01:42:02.7Z,4,REGULAR,substitution,out,[],1628971,,,1610612751,110,100,2022-04-21T01:42:26Z,6520000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M09.00S,2022-04-21T01:42:02.7Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,110,100,2022-04-21T01:42:26Z,6530000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M09.00S,2022-04-21T01:42:02.7Z,4,REGULAR,substitution,in,[],201988,,,1610612751,110,100,2022-04-21T01:42:26Z,6540000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M09.00S,2022-04-21T01:42:02.7Z,4,REGULAR,substitution,in,[],203552,,,1610612751,110,100,2022-04-21T01:42:26Z,6550000,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M06.00S,2022-04-21T01:42:37.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612751,110,100,2022-04-21T01:42:46Z,6560000,,,0,,J. Tatum shooting personal FOUL (4 PF) (Durant 2 FT),"[1628369, 201142]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,2715.0,,,,,,4.0,0.0,Durant,201142.0,,,,,
659,PT01M06.00S,2022-04-21T01:43:03.1Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,110,101,2022-04-21T01:43:03Z,6580000,,,0,,K. Durant Free Throw 1 of 2 (26 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
660,PT01M06.00S,2022-04-21T01:43:04.6Z,4,REGULAR,substitution,out,[],1628464,,,1610612751,110,101,2022-04-21T01:43:13Z,6590000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M06.00S,2022-04-21T01:43:04.6Z,4,REGULAR,substitution,out,[],201988,,,1610612751,110,101,2022-04-21T01:43:13Z,6600000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M06.00S,2022-04-21T01:43:04.6Z,4,REGULAR,substitution,out,[],203552,,,1610612751,110,101,2022-04-21T01:43:13Z,6610000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M06.00S,2022-04-21T01:43:04.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612751,110,101,2022-04-21T01:43:13Z,6620000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M06.00S,2022-04-21T01:43:04.6Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,110,101,2022-04-21T01:43:13Z,6630000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M06.00S,2022-04-21T01:43:04.6Z,4,REGULAR,substitution,in,[],1629651,,,1610612751,110,101,2022-04-21T01:43:13Z,6640000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M06.00S,2022-04-21T01:43:31.6Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,110,102,2022-04-21T01:43:31Z,6650000,,,0,,K. Durant Free Throw 2 of 2 (27 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,Made,27.0,,,,,,,,,,,,,,,,,,
667,PT00M56.40S,2022-04-21T01:43:45.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,6.915243101182654,48.03921568627451,1610612738,112,102,2022-04-21T01:43:49Z,6660000,10.0,13.0,1,left,P. Pritchard cutting Layup (8 PTS) (J. Brown 6 AST),"[1630202, 1627759]",1610612738.0,BOS,cutting,,,Pritchard,P. Pritchard,,,,,1.59,Made,8.0,J. Brown,1627759.0,6.0,,,,,,,,,,,,,,,
669,PT00M44.20S,2022-04-21T01:43:58.5Z,4,REGULAR,3pt,Jump Shot,[],1628971,87.59855453350855,95.83333333333334,1610612751,112,105,2022-04-21T01:44:07Z,6680000,229.0,64.0,1,right,B. Brown 3PT  (23 PTS) (N. Claxton 2 AST),"[1628971, 1629651]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,23.8,Made,23.0,N. Claxton,1629651.0,2.0,,,,,,,,,,,,,,,
671,PT00M22.80S,2022-04-21T01:44:24.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,9.017739816031538,44.36274509803921,1610612738,114,105,2022-04-21T01:44:46Z,6700000,28.0,32.0,1,left,P. Pritchard driving Layup (10 PTS) (J. Tatum 10 AST),"[1630202, 1628369]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,4.29,Made,10.0,J. Tatum,1628369.0,10.0,,,,,,,,,,,,,,,
672,PT00M22.80S,2022-04-21T01:44:29.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,114,105,2022-04-21T01:44:29Z,6710000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,out,[],1630202,,,1610612751,114,105,2022-04-21T01:46:18Z,6720000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,out,[],201142,,,1610612751,114,105,2022-04-21T01:46:18Z,6730000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,out,[],202681,,,1610612751,114,105,2022-04-21T01:46:18Z,6740000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,out,[],1628971,,,1610612751,114,105,2022-04-21T01:46:18Z,6750000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,114,105,2022-04-21T01:46:18Z,6760000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,in,[],1628464,,,1610612751,114,105,2022-04-21T01:46:18Z,6770000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,in,[],201988,,,1610612751,114,105,2022-04-21T01:46:18Z,6780000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,in,[],1630556,,,1610612751,114,105,2022-04-21T01:46:18Z,6790000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,in,[],1630549,,,1610612751,114,105,2022-04-21T01:46:18Z,6800000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M22.80S,2022-04-21T01:46:01.6Z,4,REGULAR,substitution,in,[],1630560,,,1610612751,114,105,2022-04-21T01:46:18Z,6810000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M17.10S,2022-04-21T01:46:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201609,93.24901445466492,51.71568627450981,1610612751,114,107,2022-04-21T01:46:26Z,6820000,9.0,11.0,1,right,G. Dragic driving Layup (18 PTS),[201609],1610612751.0,BKN,driving,,,Dragic,G. Dragic,,,,,1.4,Made,18.0,,,,,,,,,,,,,,,,,,
685,PT00M00.00S,2022-04-21T01:46:43.8Z,4,REGULAR,period,end,[],0,,,1610612738,114,107,2022-04-21T01:46:43Z,6830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M00.00S,2022-04-21T01:46:57.1Z,4,REGULAR,game,end,[],0,,,0,114,107,2022-04-21T01:46:57Z,6840000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
