actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
278,PT02M50.00S,2022-06-14T02:00:32.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,6.389618922470433,43.872549019607845,1610612744,43,32,2022-06-14T02:00:34Z,2740000,31.0,8.0,1,left,A. Wiggins Layup (14 PTS) (D. Green 3 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,3.15,Made,14.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
280,PT02M34.00S,2022-06-14T02:00:48.9Z,2,REGULAR,3pt,Jump Shot,[],203935,74.06373193166885,9.558823529411764,1610612738,43,35,2022-06-14T02:00:51Z,2760000,-202.0,191.0,1,right,M. Smart 27' 3PT  (7 PTS) (J. Brown 2 AST),"[203935, 1627759]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.84,Made,7.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,
282,PT02M18.00S,2022-06-14T02:01:07.7Z,2,REGULAR,foul,personal,['2freethrow'],203935,,,1610612744,43,35,2022-06-14T02:01:14Z,2780000,,,0,,M. Smart shooting personal FOUL (1 PF) (Curry 2 FT),"[203935, 201939]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,201639.0,,,,,,1.0,0.0,Curry,201939.0,,,,
284,PT02M18.00S,2022-06-14T02:01:17.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,43,35,2022-06-14T02:01:17Z,2800000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M18.00S,2022-06-14T02:02:49.6Z,2,REGULAR,substitution,out,[],203490,,,1610612744,43,35,2022-06-14T02:04:50Z,2810000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M18.00S,2022-06-14T02:02:49.6Z,2,REGULAR,substitution,in,[],202691,,,1610612744,43,35,2022-06-14T02:04:50Z,2820000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M18.00S,2022-06-14T02:05:12.7Z,2,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,44,35,2022-06-14T02:05:12Z,2830000,,,0,,S. Curry Free Throw 1 of 2 (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
289,PT02M18.00S,2022-06-14T02:05:27.3Z,2,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,45,35,2022-06-14T02:05:27Z,2840000,,,0,,S. Curry Free Throw 2 of 2 (6 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
290,PT01M58.00S,2022-06-14T02:05:48.9Z,2,REGULAR,2pt,Jump Shot,[],1627759,75.77201051248358,25.245098039215684,1610612738,45,35,2022-06-14T02:05:59Z,2850000,-124.0,175.0,1,right,MISS J. Brown 21' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,21.45,Missed,,,,,,,,,,,,,,,,,,
291,PT01M56.00S,2022-06-14T02:05:50.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,45,35,2022-06-14T02:05:59Z,2860000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,290.0,,,,,,,,,,,
292,PT01M56.00S,2022-06-14T02:06:00.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627780,,,1610612738,45,35,2022-06-14T02:06:09Z,2870000,,,0,,G. Payton II loose ball personal FOUL (1 PF) (Horford 2 FT),"[1627780, 201143]",1610612744.0,GSW,loose ball,,,Payton II,G. Payton II,,,,,,,,,,,201639.0,,,,,,1.0,0.0,Horford,201143.0,,,,
294,PT01M56.00S,2022-06-14T02:06:23.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201143,,,1610612738,45,35,2022-06-14T02:06:23Z,2890000,,,0,,MISS A. Horford Free Throw 1 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Missed,,,,,,,,,,,,,,,,,,
295,PT01M56.00S,2022-06-14T02:06:23.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,45,35,2022-06-14T02:06:23Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,
296,PT01M56.00S,2022-06-14T02:06:41.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201143,,,1610612738,45,36,2022-06-14T02:06:41Z,2910000,,,0,,A. Horford Free Throw 2 of 2 (6 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
297,PT01M46.00S,2022-06-14T02:06:52.4Z,2,REGULAR,2pt,Jump Shot,[],201939,4.5499342969776615,82.84313725490196,1610612744,47,36,2022-06-14T02:06:55Z,2920000,-164.0,-10.0,1,left,S. Curry 16' step back Jump Shot (8 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,16.45,Made,8.0,,,,,,,,,,,,,,,,,
298,PT01M33.00S,2022-06-14T02:07:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.3580814717477,60.049019607843135,1610612738,47,38,2022-06-14T02:07:09Z,2930000,50.0,38.0,1,right,J. Tatum 6' driving Layup (13 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.3,Made,13.0,,,,,,,,,,,,,,,,,
299,PT01M19.00S,2022-06-14T02:07:20.1Z,2,REGULAR,3pt,Jump Shot,[],201939,25.443495400788436,85.7843137254902,1610612744,47,38,2022-06-14T02:07:23Z,2940000,-179.0,187.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,
300,PT01M17.00S,2022-06-14T02:07:22.1Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,47,38,2022-06-14T02:07:56Z,2950000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,299.0,4.0,3.0,1.0,,,,,,,,
301,PT00M59.70S,2022-06-14T02:07:39.3Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,47,38,2022-06-14T02:07:40Z,2960000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1627780]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,3.0,,,,,,,,,Payton II,1627780.0,,
302,PT00M59.70S,2022-06-14T02:07:39.3Z,2,REGULAR,steal,,[],1627780,,,1610612744,47,38,2022-06-14T02:07:41Z,2970000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M53.50S,2022-06-14T02:07:46.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,6.915243101182654,40.931372549019606,1610612744,49,38,2022-06-14T02:09:21Z,2980000,45.0,13.0,1,left,A. Wiggins cutting Layup (16 PTS) (S. Curry 2 AST),"[203952, 201939]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,4.7,Made,16.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
305,PT00M37.10S,2022-06-14T02:08:12.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612738,49,38,2022-06-14T02:08:17Z,3000000,,,0,,S. Curry shooting personal FOUL (1 PF) (White 2 FT),"[201939, 1628401]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,201639.0,,,,,,1.0,0.0,White,1628401.0,,,,
308,PT00M37.10S,2022-06-14T02:08:44.6Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,49,38,2022-06-14T02:08:44Z,3020000,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Missed,,,,,,,,,,,,,,,,,,
309,PT00M37.10S,2022-06-14T02:08:44.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,49,38,2022-06-14T02:08:44Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,308.0,,,,,,,,,,,
310,PT00M37.10S,2022-06-14T02:09:04.0Z,2,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,49,39,2022-06-14T02:09:04Z,3040000,,,0,,D. White Free Throw 2 of 2 (1 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
311,PT00M30.10S,2022-06-14T02:09:14.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.915243101182654,42.40196078431372,1610612744,51,39,2022-06-14T02:09:17Z,3050000,38.0,13.0,1,left,S. Curry driving finger roll Layup (10 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,4.0,Made,10.0,,,,,,,,,,,,,,,,,
312,PT00M12.20S,2022-06-14T02:09:35.5Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,51,39,2022-06-14T02:09:37Z,3060000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (2 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,1830.0,2.0,,,,,,,,,,,,
313,PT00M12.20S,2022-06-14T02:09:40.5Z,2,REGULAR,substitution,out,[],1627780,,,1610612744,51,39,2022-06-14T02:09:44Z,3070000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M12.20S,2022-06-14T02:09:40.5Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,51,39,2022-06-14T02:09:44Z,3080000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M02.60S,2022-06-14T02:10:04.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203110,9.411957950065702,4.901960784313726,1610612744,51,39,2022-06-14T02:10:47Z,3090000,225.0,36.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,22.84,Missed,,,,,,,,,,,,,,,,,,
316,PT00M00.30S,2022-06-14T02:10:06.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,39,2022-06-14T02:10:47Z,3100000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,315.0,8.0,8.0,0.0,,,,,,,,
317,PT00M00.00S,2022-06-14T02:10:11.9Z,2,REGULAR,period,end,[],0,,,1610612738,51,39,2022-06-14T02:10:11Z,3110000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2022-06-14T02:25:32.2Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612738,51,39,2022-06-14T02:25:43Z,3120000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2022-06-14T02:25:32.2Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,51,39,2022-06-14T02:25:43Z,3130000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2022-06-14T02:25:32.2Z,3,REGULAR,substitution,in,['startperiod'],203490,,,1610612738,51,39,2022-06-14T02:25:43Z,3140000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2022-06-14T02:25:32.2Z,3,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,51,39,2022-06-14T02:25:43Z,3150000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2022-06-14T02:26:31.3Z,3,REGULAR,period,start,[],0,,,1610612738,51,39,2022-06-14T02:26:31Z,3160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M42.00S,2022-06-14T02:26:48.4Z,3,REGULAR,foul,personal,['2freethrow'],202691,,,1610612738,51,39,2022-06-14T02:26:56Z,3170000,,,0,,K. Thompson shooting personal FOUL (2 PF) (Brown 2 FT),"[202691, 1627759]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,201639.0,,,,,,2.0,0.0,Brown,1627759.0,,,,
326,PT11M42.00S,2022-06-14T02:27:13.1Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,51,40,2022-06-14T02:27:13Z,3190000,,,0,,J. Brown Free Throw 1 of 2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
327,PT11M42.00S,2022-06-14T02:27:26.9Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,51,41,2022-06-14T02:27:26Z,3200000,,,0,,J. Brown Free Throw 2 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
328,PT11M35.00S,2022-06-14T02:27:37.1Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,51,41,2022-06-14T02:27:38Z,3210000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1627759]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,2.0,,,,,,,,,Brown,1627759.0,,
329,PT11M35.00S,2022-06-14T02:27:37.1Z,3,REGULAR,steal,,[],1627759,,,1610612738,51,41,2022-06-14T02:27:38Z,3220000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
330,PT11M33.00S,2022-06-14T02:27:42.1Z,3,REGULAR,foul,personal,['2freethrow'],202691,,,1610612738,51,41,2022-06-14T02:27:47Z,3230000,,,0,,K. Thompson shooting personal FOUL (3 PF) (Brown 2 FT),"[202691, 1627759]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,,,,,,,1830.0,,,,,,3.0,0.0,Brown,1627759.0,,,,
332,PT11M33.00S,2022-06-14T02:28:13.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,51,42,2022-06-14T02:28:13Z,3250000,,,0,,J. Brown Free Throw 1 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
333,PT11M33.00S,2022-06-14T02:28:27.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,51,43,2022-06-14T02:28:27Z,3260000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
334,PT11M09.00S,2022-06-14T02:28:53.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612744,51,43,2022-06-14T02:29:03Z,3270000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,
335,PT10M56.00S,2022-06-14T02:29:14.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,22.026938239159,87.99019607843137,1610612738,51,46,2022-06-14T02:29:17Z,3280000,-190.0,155.0,1,left,J. Tatum 24' 3PT pullup (16 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.5,Made,16.0,,,,,,,,,,,,,,,,,
336,PT10M43.00S,2022-06-14T02:29:27.5Z,3,REGULAR,foul,personal,[],203935,,,1610612744,51,46,2022-06-14T02:29:32Z,3290000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 201939]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,1830.0,,,,,,2.0,0.0,Curry,201939.0,,,,
338,PT10M33.00S,2022-06-14T02:29:58.5Z,3,REGULAR,2pt,Jump Shot,[],203952,79.23784494086728,54.89813112745098,1610612744,51,46,2022-06-14T02:30:47Z,3310000,24.0,143.0,1,right,MISS A. Wiggins 14' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,14.48,Missed,,,,,,,,,,,,,,,,,,
339,PT10M30.00S,2022-06-14T02:30:01.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,51,46,2022-06-14T02:30:47Z,3320000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,338.0,5.0,4.0,1.0,,,,,,,,
340,PT10M17.00S,2022-06-14T02:30:14.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.882391590013142,64.95098039215686,1610612738,51,49,2022-06-14T02:30:17Z,3330000,-75.0,247.0,1,left,J. Tatum 25' 3PT  (19 PTS) (J. Brown 3 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.83,Made,19.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,
342,PT10M15.00S,2022-06-14T02:30:20.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,51,49,2022-06-14T02:30:20Z,3350000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT10M05.00S,2022-06-14T02:34:10.9Z,3,REGULAR,foul,offensive,[],201939,,,1610612744,51,49,2022-06-14T02:34:20Z,3370000,,,0,,S. Curry offensive FOUL (2 PF),"[201939, 201143]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,201639.0,,,,,,2.0,0.0,Horford,201143.0,,,,
346,PT10M05.00S,2022-06-14T02:34:10.9Z,3,REGULAR,turnover,offensive foul,[],201939,,,1610612744,51,49,2022-06-14T02:34:10Z,3390000,,,0,,S. Curry offensive foul TURNOVER (1 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,201639.0,1.0,,,,,,,,,,,,
347,PT09M47.00S,2022-06-14T02:34:45.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,15.325229960578188,47.549019607843135,1610612738,51,49,2022-06-14T02:34:49Z,3400000,12.0,92.0,1,left,MISS M. Smart 9' pullup Shot,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,9.24,Missed,,,,,,,,,,,,,,,,,,
348,PT09M44.00S,2022-06-14T02:34:48.2Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,51,49,2022-06-14T02:35:17Z,3410000,,,0,,D. Green REBOUND (Off:1 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,347.0,5.0,4.0,1.0,,,,,,,,
349,PT09M40.00S,2022-06-14T02:34:52.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,73.53810775295663,87.74509803921569,1610612744,51,49,2022-06-14T02:35:51Z,3420000,189.0,196.0,1,right,MISS K. Thompson 27' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,
350,PT09M38.00S,2022-06-14T02:34:54.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,51,49,2022-06-14T02:35:13Z,3430000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,349.0,5.0,4.0,1.0,,,,,,,,
351,PT09M32.00S,2022-06-14T02:35:02.7Z,3,REGULAR,foul,personal,[],203490,,,1610612738,51,49,2022-06-14T02:35:05Z,3440000,,,0,,O. Porter Jr. personal FOUL (2 PF),"[203490, 1628369]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,1146.0,,,,,,2.0,0.0,Tatum,1628369.0,,,,
353,PT09M27.00S,2022-06-14T02:35:18.0Z,3,REGULAR,2pt,Jump Shot,[],1627759,23.603810775295663,58.82352941176471,1610612738,51,49,2022-06-14T02:35:20Z,3460000,-44.0,169.0,1,left,MISS J. Brown 17' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,17.5,Missed,,,,,,,,,,,,,,,,,,
354,PT09M25.00S,2022-06-14T02:35:20.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,51,49,2022-06-14T02:35:42Z,3470000,,,0,,D. Green REBOUND (Off:1 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,353.0,6.0,5.0,1.0,,,,,,,,
355,PT09M10.00S,2022-06-14T02:35:34.9Z,3,REGULAR,3pt,Jump Shot,[],203490,78.13731931668858,90.93137254901961,1610612744,51,49,2022-06-14T02:35:37Z,3480000,205.0,153.0,1,right,MISS O. Porter Jr. 25' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,
356,PT09M08.00S,2022-06-14T02:35:36.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,51,49,2022-06-14T02:41:10Z,3490000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,355.0,2.0,2.0,0.0,,,,,,,,
357,PT08M46.00S,2022-06-14T02:35:59.0Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,51,49,2022-06-14T02:36:00Z,3500000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 203952]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,3.0,,,,,,,,,Wiggins,203952.0,,
358,PT08M46.00S,2022-06-14T02:35:59.0Z,3,REGULAR,steal,,[],203952,,,1610612744,51,49,2022-06-14T02:41:05Z,3510000,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
359,PT08M38.00S,2022-06-14T02:36:07.2Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202691,82.21090670170827,22.54901960784314,1610612744,53,49,2022-06-14T02:37:45Z,3520000,-137.0,115.0,1,right,K. Thompson 17' driving floating Jump Shot (7 PTS) (D. Green 4 AST),"[202691, 203110]",1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,17.89,Made,7.0,D. Green,203110.0,4.0,,,,,,,,,,,,,,
361,PT08M14.00S,2022-06-14T02:36:30.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.697109067017081,50.245098039215684,1610612738,53,49,2022-06-14T02:36:33Z,3540000,-1.0,67.0,1,left,MISS M. Smart 6' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,6.69,Missed,,,,,,,,,,,,,,,,,,
362,PT08M11.00S,2022-06-14T02:36:33.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,53,49,2022-06-14T02:36:33Z,3550000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,361.0,3.0,3.0,0.0,,,,,,,,
363,PT08M08.00S,2022-06-14T02:36:36.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,60.791721419185286,50.245098039215684,1610612744,53,49,2022-06-14T02:38:33Z,3560000,1.0,316.0,1,right,MISS S. Curry 31' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,31.61,Missed,,,,,,,,,,,,,,,,,,
364,PT08M06.00S,2022-06-14T02:36:38.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,49,2022-06-14T02:37:01Z,3570000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,363.0,9.0,9.0,0.0,,,,,,,,
365,PT07M52.00S,2022-06-14T02:36:52.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.17411300919842,69.85294117647058,1610612738,53,52,2022-06-14T02:36:55Z,3580000,-99.0,231.0,1,left,J. Tatum 25' 3PT pullup (22 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.15,Made,22.0,,,,,,,,,,,,,,,,,
366,PT07M32.00S,2022-06-14T02:37:14.7Z,3,REGULAR,foul,personal,[],1627759,,,1610612744,53,52,2022-06-14T02:37:17Z,3590000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 203952]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,201639.0,,,,,,2.0,0.0,Wiggins,203952.0,,,,
368,PT07M32.00S,2022-06-14T02:37:20.3Z,3,REGULAR,substitution,out,[],203490,,,1610612744,53,52,2022-06-14T02:37:28Z,3610000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
369,PT07M32.00S,2022-06-14T02:37:20.3Z,3,REGULAR,substitution,in,[],1626172,,,1610612744,53,52,2022-06-14T02:37:28Z,3620000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M24.00S,2022-06-14T02:37:48.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.75229960578186,40.68627450980392,1610612744,53,52,2022-06-14T02:37:51Z,3630000,-47.0,34.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,
371,PT07M22.00S,2022-06-14T02:37:50.0Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,53,52,2022-06-14T02:38:17Z,3640000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,370.0,6.0,5.0,1.0,,,,,,,,
372,PT07M18.00S,2022-06-14T02:37:54.2Z,3,REGULAR,turnover,bad pass,[],201143,,,1610612738,53,52,2022-06-14T02:39:44Z,3650000,,,0,,A. Horford bad pass TURNOVER (2 TO),"[201143, 202691]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,2.0,,,,,,,,,Thompson,202691.0,,
