actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
190,PT09M59.00S,2022-06-17T01:47:52.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,72.09264126149803,77.94117647058823,1610612738,25,37,2022-06-17T01:47:56Z,1850000,140.0,210.0,1,right,J. Brown 25' 3PT  (10 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,10.0,25.21,J. Tatum,1628369.0,1.0,,,,,,,,,
192,PT09M42.00S,2022-06-17T01:48:09.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,19.267411300919843,34.80392156862745,1610612744,25,37,2022-06-17T01:48:24Z,1870000,76.0,129.0,1,left,MISS K. Thompson 14' driving floating Shot,[202691],1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,,,,,,Missed,,14.94,,,,,,,,,,,,
193,PT09M40.00S,2022-06-17T01:48:11.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,25,37,2022-06-17T01:48:24Z,1880000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,192.0,2.0,2.0,0.0,,,,,
195,PT09M23.00S,2022-06-17T01:48:43.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,78.53153745072274,88.23529411764706,1610612738,25,37,2022-06-17T01:48:49Z,1900000,191.0,149.0,1,right,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,24.26,,,,,,,,,,,,
196,PT09M20.00S,2022-06-17T01:48:46.9Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,25,37,2022-06-17T01:48:49Z,1910000,,,0,,D. Green REBOUND (Off:2 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,195.0,4.0,2.0,2.0,,,,,
197,PT09M17.00S,2022-06-17T01:48:50.6Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,25,37,2022-06-17T01:48:55Z,1920000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1628369]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1.0,Tatum,1628369.0,,
198,PT09M17.00S,2022-06-17T01:48:50.6Z,2,REGULAR,steal,,[],1628369,,,1610612738,25,37,2022-06-17T01:48:52Z,1930000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M11.00S,2022-06-17T01:48:57.7Z,2,REGULAR,foul,personal,[],203110,,,1610612738,25,37,2022-06-17T01:49:08Z,1940000,,,0,,D. Green personal FOUL (1 PF),"[203110, 201143]",1610612744.0,GSW,,,,Green,D. Green,,,,,2534.0,1.0,0.0,Horford,201143.0,,,,,,,,,,,,,,,
201,PT09M07.00S,2022-06-17T01:49:26.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,79.71419185282524,37.254901960784316,1610612738,27,37,2022-06-17T01:49:30Z,1960000,-64.0,138.0,1,right,J. Brown 15' pullup Jump Shot (12 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,Made,12.0,15.22,J. Tatum,1628369.0,2.0,,,,,,,,,
203,PT08M54.00S,2022-06-17T01:49:41.2Z,2,REGULAR,foul,personal,[],203935,,,1610612744,27,37,2022-06-17T01:50:05Z,1980000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 1627780]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,2714.0,3.0,0.0,Payton II,1627780.0,,,,,,,,,,,,,,,
205,PT08M54.00S,2022-06-17T01:50:05.2Z,2,REGULAR,substitution,out,[],203935,,,1610612744,27,37,2022-06-17T01:50:08Z,2000000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M54.00S,2022-06-17T01:50:05.2Z,2,REGULAR,substitution,in,[],1628401,,,1610612744,27,37,2022-06-17T01:50:08Z,2010000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M54.00S,2022-06-17T01:50:05.2Z,2,REGULAR,substitution,out,[],203110,,,1610612744,27,37,2022-06-17T01:50:30Z,2015000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M54.00S,2022-06-17T01:50:05.2Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,27,37,2022-06-17T01:50:30Z,2017500,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M43.00S,2022-06-17T01:50:24.8Z,2,REGULAR,3pt,Jump Shot,[],203952,31.35676741130092,77.45098039215686,1610612744,27,37,2022-06-17T01:50:36Z,2020000,-137.0,242.0,1,left,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,27.85,,,,,,,,,,,,
208,PT08M39.00S,2022-06-17T01:50:28.6Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,27,37,2022-06-17T01:50:28Z,2030000,,,0,,K. Looney REBOUND (Off:2 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,207.0,3.0,1.0,2.0,,,,,
211,PT08M37.00S,2022-06-17T01:50:30.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,10.33180026281209,43.38235294117647,1610612744,27,37,2022-06-17T01:50:39Z,2040000,33.0,45.0,1,left,MISS G. Payton II cutting Layup,[1627780],1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,,,,,,Missed,,5.55,,,,,,,,,,,,
212,PT08M35.00S,2022-06-17T01:50:32.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,27,37,2022-06-17T01:57:37Z,2050000,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,211.0,3.0,3.0,0.0,,,,,
213,PT08M24.00S,2022-06-17T01:50:46.5Z,2,REGULAR,foul,personal,[],1627780,,,1610612738,27,37,2022-06-17T01:53:28Z,2060000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1629057]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,101284.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
215,PT08M24.00S,2022-06-17T01:50:55.5Z,2,REGULAR,substitution,out,[],1627780,,,1610612738,27,37,2022-06-17T01:53:28Z,2080000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M24.00S,2022-06-17T01:50:55.5Z,2,REGULAR,substitution,in,[],201939,,,1610612738,27,37,2022-06-17T01:53:28Z,2090000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M18.00S,2022-06-17T01:51:19.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,70.90998685939553,70.83333333333334,1610612738,27,37,2022-06-17T01:51:24Z,2100000,104.0,221.0,1,right,MISS D. White 24' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,Missed,,24.42,,,,,,,,,,,,
218,PT08M15.00S,2022-06-17T01:51:22.8Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,27,37,2022-06-17T01:51:24Z,2110000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,217.0,2.0,2.0,0.0,,,,,
219,PT08M09.00S,2022-06-17T01:51:28.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,9.674770039421814,40.44117647058824,1610612744,27,37,2022-06-17T01:51:37Z,2120000,48.0,38.0,1,left,MISS S. Curry 6' running Layup - blocked,"[201939, 1629057]",1610612744.0,GSW,running,,,Curry,S. Curry,,,,,,,,,,Missed,,6.13,,,,,,,,,,,Williams III,1629057.0
220,PT08M09.00S,2022-06-17T01:51:28.2Z,2,REGULAR,block,,[],1629057,,,1610612744,27,37,2022-06-17T01:51:30Z,2130000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M07.00S,2022-06-17T01:51:30.2Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,27,37,2022-06-17T01:51:37Z,2140000,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,219.0,4.0,4.0,0.0,,,,,
222,PT08M03.00S,2022-06-17T01:51:34.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,94.03745072273325,49.26470588235294,1610612738,29,37,2022-06-17T01:51:40Z,2150000,-4.0,4.0,1,right,J. Tatum running Layup (9 PTS) (A. Horford 1 AST),"[1628369, 201143]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,Made,9.0,0.51,A. Horford,201143.0,1.0,,,,,,,,,
223,PT08M02.00S,2022-06-17T01:51:41.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,29,37,2022-06-17T01:51:41Z,2160000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M02.00S,2022-06-17T01:52:34.9Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,29,37,2022-06-17T01:53:10Z,2170000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M02.00S,2022-06-17T01:52:34.9Z,2,REGULAR,substitution,in,[],203110,,,1610612744,29,37,2022-06-17T01:53:10Z,2180000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M48.00S,2022-06-17T01:53:40.9Z,2,REGULAR,2pt,Jump Shot,[],202691,24.129434954007884,45.34313725490196,1610612744,29,39,2022-06-17T01:54:45Z,2190000,23.0,174.0,1,left,K. Thompson 17' pullup Jump Shot (7 PTS) (S. Curry 4 AST),"[202691, 201939]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,,,,,Made,7.0,17.59,S. Curry,201939.0,4.0,,,,,,,,,
232,PT07M22.00S,2022-06-17T01:54:10.7Z,2,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,29,39,2022-06-17T01:54:16Z,2210000,,,0,,R. Williams III lost ball out-of-bounds TURNOVER (1 TO),[1629057],1610612738.0,BOS,lost ball,,,Williams III,R. Williams III,,,,,2534.0,,,,,,,,,,,,,,,1.0,,,,
233,PT07M11.00S,2022-06-17T01:54:23.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203952,19.136005256241788,39.21568627450981,1610612744,29,39,2022-06-17T01:55:43Z,2220000,54.0,127.0,1,left,MISS A. Wiggins 13' driving finger roll Layup,[203952],1610612744.0,GSW,driving finger roll,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,13.83,,,,,,,,,,,,
234,PT07M08.00S,2022-06-17T01:54:26.7Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,29,39,2022-06-17T01:54:32Z,2230000,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,233.0,5.0,5.0,0.0,,,,,
235,PT06M56.00S,2022-06-17T01:54:38.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,87.86136662286465,45.09803921568628,1610612738,29,39,2022-06-17T01:54:44Z,2240000,-25.0,62.0,1,right,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Missed,,6.63,,,,,,,,,,,,
236,PT06M54.00S,2022-06-17T01:54:40.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,29,39,2022-06-17T01:55:10Z,2250000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,235.0,,,,,,,,
237,PT06M54.00S,2022-06-17T01:54:42.5Z,2,REGULAR,foul,personal,[],1626172,,,1610612738,29,39,2022-06-17T01:55:15Z,2260000,,,0,,K. Looney loose ball personal FOUL (3 PF),"[1626172, 1627759]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,2534.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
239,PT06M44.00S,2022-06-17T01:55:17.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,94.69448094612353,50.49019607843137,1610612738,31,39,2022-06-17T01:55:21Z,2280000,2.0,-3.0,1,right,R. Williams III cutting DUNK (4 PTS) (D. White 2 AST),"[1629057, 1628401]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,,,Made,4.0,0.36,D. White,1628401.0,2.0,,,,,,,,,
241,PT06M27.00S,2022-06-17T01:55:34.0Z,2,REGULAR,3pt,Jump Shot,[],203952,11.251642575558476,97.79411764705883,1610612744,31,42,2022-06-17T01:55:40Z,2300000,-239.0,53.0,1,left,A. Wiggins 24' 3PT  (10 PTS) (S. Curry 5 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Made,10.0,24.49,S. Curry,201939.0,5.0,,,,,,,,,
243,PT06M09.00S,2022-06-17T01:55:52.7Z,2,REGULAR,turnover,bad pass,[],1629057,,,1610612738,31,42,2022-06-17T01:55:56Z,2320000,,,0,,R. Williams III bad pass TURNOVER (2 TO),"[1629057, 203952]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,2.0,Wiggins,203952.0,,
244,PT06M09.00S,2022-06-17T01:55:52.7Z,2,REGULAR,steal,,[],203952,,,1610612744,31,42,2022-06-17T01:55:54Z,2330000,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M05.00S,2022-06-17T01:55:56.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202691,9.806176084099869,55.63725490196079,1610612744,31,42,2022-06-17T01:56:08Z,2340000,-28.0,40.0,1,left,MISS K. Thompson running Layup - blocked,"[202691, 1629057]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,,,,,,Missed,,4.87,,,,,,,,,,,Williams III,1629057.0
246,PT06M05.00S,2022-06-17T01:55:56.9Z,2,REGULAR,block,,[],1629057,,,1610612744,31,42,2022-06-17T01:55:58Z,2350000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M04.00S,2022-06-17T01:55:57.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,31,42,2022-06-17T01:56:08Z,2360000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,
249,PT06M01.00S,2022-06-17T01:56:20.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202691,13.485545335085414,71.32352941176471,1610612744,31,42,2022-06-17T01:58:40Z,2380000,-107.0,74.0,1,left,MISS K. Thompson 12' driving floating bank Shot,[202691],1610612744.0,GSW,driving floating bank,,,Thompson,K. Thompson,,,,,,,,,,Missed,,12.99,,,,,,,,,,,,
250,PT05M59.00S,2022-06-17T01:56:22.2Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,31,42,2022-06-17T01:56:31Z,2390000,,,0,,K. Looney REBOUND (Off:3 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,249.0,4.0,1.0,3.0,,,,,
251,PT05M59.00S,2022-06-17T01:56:24.2Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626172,5.590000152587891,50.0,1610612744,31,42,2022-06-17T01:56:41Z,2400000,0.0,0.0,1,left,MISS K. Looney tip DUNK,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
252,PT05M57.00S,2022-06-17T01:56:26.2Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,31,42,2022-06-17T01:56:41Z,2410000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,251.0,1.0,1.0,0.0,,,,,
253,PT05M43.00S,2022-06-17T01:56:38.3Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,31,42,2022-06-17T01:56:43Z,2420000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 203110]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2.0,Green,203110.0,,
254,PT05M43.00S,2022-06-17T01:56:38.3Z,2,REGULAR,steal,,[],203110,,,1610612744,31,42,2022-06-17T01:56:39Z,2430000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M41.00S,2022-06-17T01:56:41.8Z,2,REGULAR,foul,personal,[],1628401,,,1610612744,31,42,2022-06-17T01:56:49Z,2440000,,,0,,D. White take personal FOUL (1 PF),"[1628401, 203110]",1610612738.0,BOS,take,,,White,D. White,,,,,101284.0,1.0,0.0,Green,203110.0,,,,,,,,,,,,,,,
257,PT05M35.00S,2022-06-17T01:57:13.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201939,14.323258869908015,56.06617647058824,1610612744,31,44,2022-06-17T01:57:20Z,2460000,-30.0,82.0,1,left,S. Curry 8' driving floating Jump Shot (7 PTS),[201939],1610612744.0,GSW,driving floating,,,Curry,S. Curry,,,,,,,,,,Made,7.0,8.75,,,,,,,,,,,,
258,PT05M21.00S,2022-06-17T01:57:28.2Z,2,REGULAR,turnover,lost ball,[],1628401,,,1610612738,31,44,2022-06-17T02:07:53Z,2470000,,,0,,D. White lost ball TURNOVER (1 TO),"[1628401, 203952]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,
259,PT05M21.00S,2022-06-17T01:57:28.2Z,2,REGULAR,steal,,[],203952,,,1610612744,31,44,2022-06-17T01:57:30Z,2480000,,,0,,A. Wiggins STEAL (3 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M17.00S,2022-06-17T01:57:32.9Z,2,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,31,44,2022-06-17T01:57:56Z,2490000,,,0,,D. Green bad pass out-of-bounds TURNOVER (2 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,2534.0,,,,,,,,,,,,,,,2.0,,,,
261,PT05M02.00S,2022-06-17T01:57:57.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201143,79.84559789750328,36.51960784313725,1610612738,33,44,2022-06-17T02:01:26Z,2500000,-67.0,137.0,1,right,A. Horford 15' Jump Shot (4 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,4.0,15.27,J. Tatum,1628369.0,3.0,,,,,,,,,
263,PT04M47.00S,2022-06-17T01:58:12.0Z,2,REGULAR,3pt,Jump Shot,[],203952,37.92706964520368,37.99019607843137,1610612744,33,44,2022-06-17T01:58:16Z,2520000,60.0,304.0,1,left,MISS A. Wiggins 30' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,30.99,,,,,,,,,,,,
264,PT04M45.00S,2022-06-17T01:58:14.3Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,33,44,2022-06-17T01:58:14Z,2530000,,,0,,K. Looney REBOUND (Off:4 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,263.0,5.0,1.0,4.0,,,,,
265,PT04M36.00S,2022-06-17T01:58:23.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,34.90473061760841,50.0,1610612744,33,47,2022-06-17T01:58:28Z,2540000,0.0,276.0,1,left,S. Curry 27' 3PT  (10 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,Made,10.0,27.56,,,,,,,,,,,,
266,PT04M22.00S,2022-06-17T01:58:40.3Z,2,REGULAR,foul,offensive,[],1628369,,,1610612738,33,47,2022-06-17T02:06:11Z,2550000,,,0,,J. Tatum offensive FOUL (3 PF),"[1628369, 203952]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2714.0,3.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,
268,PT04M22.00S,2022-06-17T01:58:40.3Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,33,47,2022-06-17T01:58:40Z,2570000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2714.0,,,,,,,,,,,,,,,3.0,,,,
269,PT04M22.00S,2022-06-17T01:58:49.5Z,2,REGULAR,substitution,out,[],1628369,,,1610612744,33,47,2022-06-17T01:59:05Z,2580000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M22.00S,2022-06-17T01:58:49.5Z,2,REGULAR,substitution,out,[],1628401,,,1610612744,33,47,2022-06-17T01:59:05Z,2590000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M22.00S,2022-06-17T01:58:49.5Z,2,REGULAR,substitution,out,[],1629057,,,1610612744,33,47,2022-06-17T01:59:05Z,2600000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M22.00S,2022-06-17T01:58:49.5Z,2,REGULAR,substitution,in,[],1630202,,,1610612744,33,47,2022-06-17T01:59:05Z,2610000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M22.00S,2022-06-17T01:58:49.5Z,2,REGULAR,substitution,in,[],203935,,,1610612744,33,47,2022-06-17T01:59:05Z,2620000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M22.00S,2022-06-17T01:58:49.5Z,2,REGULAR,substitution,in,[],1629684,,,1610612744,33,47,2022-06-17T01:59:05Z,2630000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M10.00S,2022-06-17T01:59:22.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203110,10.726018396846255,96.81372549019608,1610612744,33,47,2022-06-17T01:59:31Z,2640000,-234.0,48.0,1,left,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,Missed,,23.9,,,,,,,,,,,,
276,PT04M06.00S,2022-06-17T01:59:26.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,33,47,2022-06-17T01:59:31Z,2650000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,275.0,,,,,,,,
279,PT03M51.00S,2022-06-17T01:59:51.9Z,2,REGULAR,substitution,out,[],1626172,,,1610612738,33,47,2022-06-17T01:59:59Z,2680000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M51.00S,2022-06-17T01:59:51.9Z,2,REGULAR,substitution,out,[],203952,,,1610612738,33,47,2022-06-17T01:59:59Z,2690000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M51.00S,2022-06-17T01:59:51.9Z,2,REGULAR,substitution,in,[],203490,,,1610612738,33,47,2022-06-17T01:59:59Z,2700000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M51.00S,2022-06-17T01:59:51.9Z,2,REGULAR,substitution,in,[],1627780,,,1610612738,33,47,2022-06-17T01:59:59Z,2710000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M46.00S,2022-06-17T02:00:17.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,71.96123521681997,17.647058823529413,1610612738,33,47,2022-06-17T02:00:24Z,2720000,-162.0,211.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,26.6,,,,,,,,,,,,
284,PT03M44.00S,2022-06-17T02:00:19.3Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,33,47,2022-06-17T02:00:24Z,2730000,,,0,,D. Green REBOUND (Off:2 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,283.0,5.0,3.0,2.0,,,,,
285,PT03M32.00S,2022-06-17T02:00:31.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,8.015768725361367,58.111213235294116,1610612744,33,47,2022-06-17T02:07:01Z,2740000,-41.0,23.0,1,left,MISS K. Thompson driving finger roll Layup,[202691],1610612744.0,GSW,driving finger roll,,,Thompson,K. Thompson,,,,,,,,,,Missed,,4.66,,,,,,,,,,,,
286,PT03M29.00S,2022-06-17T02:00:34.4Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,33,47,2022-06-17T02:00:36Z,2750000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,285.0,2.0,2.0,0.0,,,,,
