actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
180,PT11M41.00S,2022-05-07T20:15:26.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,23.99802890932983,7.598039215686274,1610612738,22,19,2022-05-07T20:15:34Z,1770000,212.0,173.0,1,left,MISS P. Pritchard 27' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,,
181,PT11M38.00S,2022-05-07T20:15:29.9Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,22,19,2022-05-07T20:15:34Z,1780000,,,0,,P. Connaughton REBOUND (Off:0 Def:4),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,180.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
182,PT11M28.00S,2022-05-07T20:15:39.7Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,22,19,2022-05-07T20:15:44Z,1790000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1629057]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0,
183,PT11M28.00S,2022-05-07T20:15:39.7Z,2,REGULAR,steal,,[],1629057,,,1610612738,22,19,2022-05-07T20:15:42Z,1800000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M03.00S,2022-05-07T20:16:04.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201143,11.777266754270697,95.09803921568627,1610612738,22,19,2022-05-07T20:16:10Z,1810000,-225.0,58.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
185,PT11M01.00S,2022-05-07T20:16:07.0Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,22,19,2022-05-07T20:16:07Z,1820000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,184.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
186,PT11M00.00S,2022-05-07T20:16:08.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201143,8.623521681997373,95.58823529411765,1610612738,22,22,2022-05-07T20:16:18Z,1830000,-228.0,29.0,1,left,A. Horford 3PT  (6 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,22.97,Made,,,,,,,6.0,P. Pritchard,1630202.0,1.0,,,,,,,,,
188,PT10M47.00S,2022-05-07T20:16:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,92.85479632063075,64.2156862745098,1610612749,22,22,2022-05-07T20:16:27Z,1850000,71.0,15.0,1,right,MISS J. Holiday 7' driving floating bank Shot,[201950],1610612749.0,MIL,driving floating bank,,,Holiday,J. Holiday,,,,,7.26,Missed,,,,,,,,,,,,,,,,,,,
189,PT10M41.00S,2022-05-07T20:16:26.5Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,22,22,2022-05-07T20:16:26Z,1860000,,,0,,B. Lopez REBOUND (Off:1 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,188.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
190,PT10M41.00S,2022-05-07T20:16:26.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612749,24,22,2022-05-07T20:18:11Z,1870000,0.0,0.0,1,right,B. Lopez tip DUNK (6 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,0.0,Made,,,,,,,6.0,,,,,,,,,,,,
191,PT10M33.00S,2022-05-07T20:16:34.7Z,2,REGULAR,3pt,Jump Shot,[],1630202,27.414586070959263,81.61764705882352,1610612738,24,22,2022-05-07T20:16:39Z,1880000,-158.0,205.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
192,PT10M30.00S,2022-05-07T20:16:37.7Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,24,22,2022-05-07T20:16:39Z,1890000,,,0,,B. Lopez REBOUND (Off:1 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,191.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
193,PT10M18.00S,2022-05-07T20:16:49.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,84.05059132720105,52.20588235294118,1610612749,26,22,2022-05-07T20:16:54Z,1900000,11.0,97.0,1,right,B. Lopez 9' driving floating Jump Shot (8 PTS) (G. Antetokounmpo 2 AST),"[201572, 203507]",1610612749.0,MIL,driving floating,,,Lopez,B. Lopez,,,,,9.8,Made,,,,,,,8.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,
195,PT10M03.00S,2022-05-07T20:17:04.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,33.327858081471746,47.05882352941176,1610612738,26,22,2022-05-07T20:17:13Z,1920000,15.0,261.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,,
196,PT10M01.00S,2022-05-07T20:17:06.8Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,26,22,2022-05-07T20:17:06Z,1930000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,195.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
197,PT09M53.00S,2022-05-07T20:17:14.8Z,2,REGULAR,3pt,Jump Shot,[],1628960,94.95729303547962,3.6764705882352944,1610612749,26,22,2022-05-07T20:17:19Z,1940000,-232.0,-5.0,1,right,MISS G. Allen 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
198,PT09M50.00S,2022-05-07T20:17:17.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,26,22,2022-05-07T20:17:19Z,1950000,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,197.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
199,PT09M32.00S,2022-05-07T20:17:35.3Z,2,REGULAR,2pt,Jump Shot,[],1629057,9.806176084099869,81.37254901960785,1610612738,26,24,2022-05-07T20:17:41Z,1960000,-157.0,40.0,1,left,R. Williams III 16' Jump Shot (8 PTS) (P. Pritchard 2 AST),"[1629057, 1630202]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,16.18,Made,,,,,,,8.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
201,PT09M19.00S,2022-05-07T20:17:49.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.32917214191852,51.71568627450981,1610612749,28,24,2022-05-07T20:17:54Z,1980000,9.0,20.0,1,right,G. Antetokounmpo driving DUNK (10 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,2.14,Made,,,,,,,10.0,,,,,,,,,,,,
202,PT09M00.00S,2022-05-07T20:18:07.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,33.459264126149804,32.35294117647059,1610612738,28,27,2022-05-07T20:18:11Z,1990000,88.0,262.0,1,left,D. White 27' 3PT step back (5 PTS),[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,27.64,Made,,,,,,,5.0,,,,,,,,,,,,
203,PT08M47.00S,2022-05-07T20:18:22.5Z,2,REGULAR,3pt,Jump Shot,[],203507,65.78515111695138,37.00980392156863,1610612749,28,27,2022-05-07T20:20:22Z,2000000,-65.0,269.0,1,right,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,,
204,PT08M47.00S,2022-05-07T20:18:22.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,28,27,2022-05-07T20:18:29Z,2010000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,
205,PT08M47.00S,2022-05-07T20:18:31.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,28,27,2022-05-07T20:18:31Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M47.00S,2022-05-07T20:18:34.2Z,2,REGULAR,substitution,out,[],1626192,,,1610612738,28,27,2022-05-07T20:18:46Z,2030000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M47.00S,2022-05-07T20:18:34.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,28,27,2022-05-07T20:18:46Z,2040000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M47.00S,2022-05-07T20:18:34.2Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,28,27,2022-05-07T20:18:46Z,2050000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M47.00S,2022-05-07T20:18:34.2Z,2,REGULAR,substitution,in,[],1628975,,,1610612738,28,27,2022-05-07T20:18:46Z,2060000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M47.00S,2022-05-07T20:18:34.2Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,28,27,2022-05-07T20:18:46Z,2070000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M47.00S,2022-05-07T20:18:34.2Z,2,REGULAR,substitution,in,[],203935,,,1610612738,28,27,2022-05-07T20:18:46Z,2080000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M34.00S,2022-05-07T20:18:58.5Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,28,27,2022-05-07T20:22:42Z,2090000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 201572]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2.0,Lopez,201572.0,
213,PT08M34.00S,2022-05-07T20:18:58.5Z,2,REGULAR,steal,,[],201572,,,1610612749,28,27,2022-05-07T20:19:01Z,2100000,,,0,,B. Lopez STEAL (1 STL),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M26.00S,2022-05-07T20:19:05.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,89.43823915900131,57.107843137254896,1610612749,28,27,2022-05-07T20:19:15Z,2110000,36.0,47.0,1,right,MISS G. Antetokounmpo running finger roll Layup,[203507],1610612749.0,MIL,running finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
215,PT08M20.00S,2022-05-07T20:19:11.1Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,28,27,2022-05-07T20:19:11Z,2120000,,,0,,B. Lopez REBOUND (Off:2 Def:4),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,214.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
216,PT08M20.00S,2022-05-07T20:19:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201572,94.40999984741211,50.0,1610612749,28,27,2022-05-07T20:19:11Z,2130000,0.0,0.0,1,right,MISS B. Lopez tip Layup,[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
217,PT08M19.00S,2022-05-07T20:19:11.8Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,28,27,2022-05-07T20:19:11Z,2140000,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,216.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
218,PT08M18.00S,2022-05-07T20:19:14.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628401,7.835085413929041,37.254901960784316,1610612738,28,27,2022-05-07T20:19:56Z,2150000,64.0,21.0,1,left,MISS D. White 6' driving floating bank Shot,[1628401],1610612738.0,BOS,driving floating bank,,,White,D. White,,,,,6.71,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M18.00S,2022-05-07T20:19:14.2Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612749,28,27,2022-05-07T20:19:27Z,2160000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
220,PT08M07.00S,2022-05-07T20:19:25.2Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612749,28,27,2022-05-07T20:19:34Z,2170000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 1628401]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,3.0,White,1628401.0,
221,PT08M07.00S,2022-05-07T20:19:25.2Z,2,REGULAR,steal,,[],1628401,,,1610612738,28,27,2022-05-07T20:19:27Z,2180000,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M04.00S,2022-05-07T20:19:30.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,7.30946123521682,49.01960784313725,1610612738,28,29,2022-05-07T20:19:45Z,2190000,5.0,16.0,1,left,J. Tatum running DUNK (4 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.69,Made,,,,,,,4.0,G. Williams,1629684.0,2.0,,,,,,,,,
224,PT08M04.00S,2022-05-07T20:19:35.7Z,2,REGULAR,foul,personal,['1freethrow'],203507,,,1610612738,28,29,2022-05-07T20:19:46Z,2210000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Tatum 1 FT),"[203507, 1628369]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Tatum,1628369.0,,,,
226,PT08M04.00S,2022-05-07T20:20:01.7Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,28,29,2022-05-07T20:20:52Z,2230000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,Common Foul Upheld
227,PT08M04.00S,2022-05-07T20:21:23.1Z,2,REGULAR,substitution,out,[],1628960,,,1610612738,28,29,2022-05-07T20:21:42Z,2240000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M04.00S,2022-05-07T20:21:23.1Z,2,REGULAR,substitution,out,[],1628401,,,1610612738,28,29,2022-05-07T20:21:42Z,2250000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M04.00S,2022-05-07T20:21:23.1Z,2,REGULAR,substitution,in,[],202083,,,1610612738,28,29,2022-05-07T20:21:42Z,2260000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M04.00S,2022-05-07T20:21:23.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,28,29,2022-05-07T20:21:42Z,2270000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M04.00S,2022-05-07T20:21:49.7Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628369,,,1610612738,28,30,2022-05-07T20:21:49Z,2280000,,,0,,J. Tatum Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
232,PT07M49.00S,2022-05-07T20:22:09.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201572,92.19776609724047,44.6078431372549,1610612749,30,30,2022-05-07T20:22:16Z,2290000,-27.0,21.0,1,right,B. Lopez turnaround Hook (10 PTS),[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,3.41,Made,,,,,,,10.0,,,,,,,,,,,,
233,PT07M49.00S,2022-05-07T20:22:12.7Z,2,REGULAR,foul,personal,['1freethrow'],201143,,,1610612749,30,30,2022-05-07T20:22:24Z,2300000,,,0,,A. Horford shooting personal FOUL (2 PF) (Lopez 1 FT),"[201143, 201572]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Lopez,201572.0,,,,
235,PT07M49.00S,2022-05-07T20:22:37.4Z,2,REGULAR,freethrow,1 of 1,[],201572,,,1610612749,31,30,2022-05-07T20:22:37Z,2320000,,,0,,B. Lopez Free Throw 1 of 1 (11 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
236,PT07M27.00S,2022-05-07T20:22:59.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.325229960578188,39.950980392156865,1610612738,31,32,2022-05-07T20:27:08Z,2330000,50.0,92.0,1,left,J. Brown 10' driving floating Jump Shot (8 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,10.45,Made,,,,,,,8.0,,,,,,,,,,,,
237,PT07M06.00S,2022-05-07T20:23:22.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201572,87.20433639947439,43.872549019607845,1610612749,31,32,2022-05-07T20:23:27Z,2340000,-31.0,68.0,1,right,MISS B. Lopez 7' Hook,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,7.44,Missed,,,,,,,,,,,,,,,,,,,
238,PT07M02.00S,2022-05-07T20:23:26.0Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,31,32,2022-05-07T20:23:27Z,2350000,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,237.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
239,PT06M58.00S,2022-05-07T20:23:29.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201143,30.699737187910642,28.186274509803923,1610612738,31,32,2022-05-07T20:24:01Z,2360000,109.0,236.0,1,left,MISS A. Horford 26' running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
240,PT06M58.00S,2022-05-07T20:23:29.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,31,32,2022-05-07T20:23:34Z,2370000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,239.0,,,,,,,,,,,,,,,,,,
241,PT06M58.00S,2022-05-07T20:23:35.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,31,32,2022-05-07T20:23:35Z,2380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M58.00S,2022-05-07T20:23:40.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,31,32,2022-05-07T20:23:40Z,2390000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M58.00S,2022-05-07T20:27:03.8Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,31,32,2022-05-07T20:27:35Z,2400000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M58.00S,2022-05-07T20:27:03.8Z,2,REGULAR,substitution,out,[],203507,,,1610612749,31,32,2022-05-07T20:27:35Z,2410000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M58.00S,2022-05-07T20:27:03.8Z,2,REGULAR,substitution,out,[],201143,,,1610612749,31,32,2022-05-07T20:27:35Z,2420000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M58.00S,2022-05-07T20:27:03.8Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,31,32,2022-05-07T20:27:35Z,2430000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M58.00S,2022-05-07T20:27:03.8Z,2,REGULAR,substitution,in,[],1626171,,,1610612749,31,32,2022-05-07T20:27:35Z,2440000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M58.00S,2022-05-07T20:27:03.8Z,2,REGULAR,substitution,in,[],1629057,,,1610612749,31,32,2022-05-07T20:27:35Z,2450000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M43.00S,2022-05-07T20:27:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.72339027595268,52.20588235294118,1610612749,33,32,2022-05-07T20:27:48Z,2460000,11.0,16.0,1,right,J. Holiday cutting Layup (6 PTS) (B. Lopez 2 AST),"[201950, 201572]",1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,1.93,Made,,,,,,,6.0,B. Lopez,201572.0,2.0,,,,,,,,,
251,PT06M28.00S,2022-05-07T20:27:58.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.411957950065702,48.529411764705884,1610612738,33,32,2022-05-07T20:28:04Z,2480000,7.0,36.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.68,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M25.00S,2022-05-07T20:28:01.2Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,33,32,2022-05-07T20:28:04Z,2490000,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
253,PT06M24.00S,2022-05-07T20:28:05.0Z,2,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612749,33,32,2022-05-07T20:28:13Z,2500000,,,0,,G. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628960],1610612749.0,MIL,bad pass,,,Allen,G. Allen,,,,,,,,,,,,,,,,,2882.0,,,,,1.0,,,
254,PT06M15.00S,2022-05-07T20:28:24.7Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612738,33,32,2022-05-07T20:28:35Z,2510000,,,0,,G. Allen shooting personal FOUL (1 PF) (Smart 2 FT),"[1628960, 203935]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Smart,203935.0,,,,
256,PT06M15.00S,2022-05-07T20:28:44.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203935,,,1610612738,33,33,2022-05-07T20:28:44Z,2530000,,,0,,M. Smart Free Throw 1 of 2 (1 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
257,PT06M15.00S,2022-05-07T20:28:59.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203935,,,1610612738,33,34,2022-05-07T20:28:59Z,2540000,,,0,,M. Smart Free Throw 2 of 2 (2 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
258,PT05M58.00S,2022-05-07T20:29:17.9Z,2,REGULAR,3pt,Jump Shot,[],1628960,65.52233902759527,46.81372549019608,1610612749,33,34,2022-05-07T20:29:28Z,2550000,-16.0,272.0,1,right,MISS G. Allen 27' 3PT - blocked,"[1628960, 1629057]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,27.21,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,,
259,PT05M58.00S,2022-05-07T20:29:17.9Z,2,REGULAR,block,,[],1629057,,,1610612749,33,34,2022-05-07T20:29:20Z,2560000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M52.00S,2022-05-07T20:29:23.9Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612749,33,34,2022-05-07T20:29:28Z,2570000,,,0,,G. Allen REBOUND (Off:1 Def:3),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,258.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
261,PT05M49.00S,2022-05-07T20:29:26.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201950,82.47371879106439,93.38235294117648,1610612749,36,34,2022-05-07T20:29:31Z,2580000,217.0,112.0,1,right,J. Holiday 24' 3PT pullup (9 PTS) (G. Allen 1 AST),"[201950, 1628960]",1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,24.42,Made,,,,,,,9.0,G. Allen,1628960.0,1.0,,,,,,,,,
262,PT05M30.00S,2022-05-07T20:29:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,15.193823915900131,36.76470588235294,1610612738,36,34,2022-05-07T20:29:56Z,2590000,66.0,90.0,1,left,MISS M. Smart 11' fadeaway Shot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,11.2,Missed,,,,,,,,,,,,,,,,,,,
263,PT05M27.00S,2022-05-07T20:29:48.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,36,34,2022-05-07T20:29:48Z,2600000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,262.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
