actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
345,PT09M21.00S,2021-05-13T01:20:07.9Z,3,REGULAR,3pt,Jump Shot,[],201567,69.85873850197109,19.921875,1610612739,49,47,2021-05-13T01:20:13Z,3410000,-150.0,231.0,1,right,K. Love 27' 3PT  (15 PTS) (C. Sexton 5 AST),"[201567, 1629012]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,27.55,Made,,,,,15.0,C. Sexton,1629012.0,5.0,,,,,,,,
347,PT09M09.00S,2021-05-13T01:20:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629682,9.017739816031538,60.36305147058824,1610612738,49,47,2021-05-13T01:20:23Z,3430000,-52.0,32.0,1,left,MISS T. Waters 6' driving floating Shot,[1629682],1610612738.0,BOS,driving floating,,,Waters,T. Waters,,,,,,,,6.1,Missed,,,,,,,,,,,,,,,,
348,PT09M07.00S,2021-05-13T01:20:21.8Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,49,47,2021-05-13T01:20:21Z,3440000,,,0,,D. Wade REBOUND (Off:1 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,347.0,2.0,1.0,1.0,,,,,,,,,,,,
349,PT08M53.00S,2021-05-13T01:20:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,94.1688567674113,49.82383578431372,1610612739,49,47,2021-05-13T01:20:39Z,3450000,-1.0,2.0,1,right,MISS C. Sexton driving Layup,[1629012],1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,,0.25,Missed,,,,,,,,,,,,,,,,
350,PT08M51.00S,2021-05-13T01:20:38.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,49,47,2021-05-13T01:20:39Z,3460000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,349.0,5.0,5.0,0.0,,,,,,,,,,,,
351,PT08M45.00S,2021-05-13T01:20:44.2Z,3,REGULAR,3pt,Jump Shot,[],203095,25.312089356110377,86.09834558823529,1610612738,49,50,2021-05-13T01:20:48Z,3470000,-180.0,185.0,1,left,E. Fournier 25' 3PT  (9 PTS) (G. Williams 1 AST),"[203095, 1629684]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,25.88,Made,,,,,9.0,G. Williams,1629684.0,1.0,,,,,,,,
353,PT08M19.00S,2021-05-13T01:21:10.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.51182654402102,51.049325980392155,1610612739,51,50,2021-05-13T01:21:13Z,3490000,5.0,8.0,1,right,J. Allen cutting Layup (6 PTS) (I. Okoro 6 AST),"[1628386, 1630171]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,1.0,Made,,,,,6.0,I. Okoro,1630171.0,6.0,,,,,,,,
355,PT08M06.00S,2021-05-13T01:21:22.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.670827858081466,48.59834558823529,1610612738,51,50,2021-05-13T01:21:28Z,3510000,7.0,255.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.47,Missed,,,,,,,,,,,,,,,,
356,PT08M02.00S,2021-05-13T01:21:26.9Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,51,50,2021-05-13T01:21:28Z,3520000,,,0,,J. Allen REBOUND (Off:1 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,355.0,8.0,7.0,1.0,,,,,,,,,,,,
357,PT07M49.00S,2021-05-13T01:21:45.6Z,3,REGULAR,foul,personal,[],203095,,,1610612739,51,50,2021-05-13T01:21:52Z,3530000,,,0,,E. Fournier personal FOUL (1 PF),"[203095, 1629012]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Sexton,1629012.0,,,
359,PT07M37.00S,2021-05-13T01:22:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.46057818659659,55.21599264705882,1610612739,51,50,2021-05-13T01:22:14Z,3550000,26.0,18.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,3.19,Missed,,,,,,,,,,,,,,,,
360,PT07M35.00S,2021-05-13T01:22:12.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,50,2021-05-13T01:22:14Z,3560000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,359.0,6.0,6.0,0.0,,,,,,,,,,,,
361,PT07M27.00S,2021-05-13T01:22:20.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,6.783837056504599,4.4806985294117645,1610612738,51,50,2021-05-13T01:22:25Z,3570000,228.0,11.0,1,left,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,22.79,Missed,,,,,,,,,,,,,,,,
362,PT07M24.00S,2021-05-13T01:22:23.6Z,3,REGULAR,rebound,defensive,[],1630171,,,1610612739,51,50,2021-05-13T01:22:25Z,3580000,,,0,,I. Okoro REBOUND (Off:1 Def:5),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,361.0,6.0,5.0,1.0,,,,,,,,,,,,
363,PT07M07.00S,2021-05-13T01:22:40.8Z,3,REGULAR,turnover,lost ball,[],201567,,,1610612739,51,50,2021-05-13T01:22:46Z,3590000,,,0,,K. Love lost ball TURNOVER (2 TO),"[201567, 203095]",1610612739.0,CLE,,,,Love,K. Love,,,,,2.0,Fournier,203095.0,,,,,,,,,,,,,,,,,,
364,PT07M07.00S,2021-05-13T01:22:40.8Z,3,REGULAR,steal,,[],203095,,,1610612738,51,50,2021-05-13T01:22:42Z,3600000,,,0,,E. Fournier STEAL (2 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT07M03.00S,2021-05-13T01:22:44.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,7.703679369250986,51.294424019607845,1610612738,51,50,2021-05-13T01:22:58Z,3610000,-6.0,20.0,1,left,MISS E. Fournier driving Layup,[203095],1610612738.0,BOS,driving,,,Fournier,E. Fournier,,,,,,,,2.09,Missed,,,,,,,,,,,,,,,,
366,PT07M03.00S,2021-05-13T01:22:44.6Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,51,50,2021-05-13T01:22:58Z,3620000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,365.0,7.0,6.0,1.0,,,,,,,,,,,,
367,PT07M03.00S,2021-05-13T01:23:01.5Z,3,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612738,51,50,2021-05-13T01:23:19Z,3630000,,,0,,D. Wade shooting personal FOUL (3 PF) (Tatum 2 FT),"[1629731, 1628369]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,2148.0,3.0,0.0,Tatum,1628369.0,,,
369,PT07M03.00S,2021-05-13T01:23:21.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628369,,,1610612738,51,50,2021-05-13T01:23:21Z,3650000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Missed,,,,,,,,,,,,,,,,
370,PT07M03.00S,2021-05-13T01:23:21.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,51,50,2021-05-13T01:23:21Z,3660000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,369.0,,,,,,,,,,,,,,,
371,PT07M03.00S,2021-05-13T01:23:21.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628369,,,1610612738,51,51,2021-05-13T01:23:31Z,3670000,,,0,,J. Tatum Free Throw 2 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,
372,PT06M45.00S,2021-05-13T01:23:43.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,81.15965834428384,38.549325980392155,1610612739,51,51,2021-05-13T01:23:46Z,3680000,-57.0,125.0,1,right,MISS C. Sexton 13' pullup Shot,[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,,,,13.71,Missed,,,,,,,,,,,,,,,,
373,PT06M43.00S,2021-05-13T01:23:45.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,51,51,2021-05-13T01:23:46Z,3690000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,372.0,8.0,7.0,1.0,,,,,,,,,,,,
374,PT06M41.00S,2021-05-13T01:23:48.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,5.206964520367937,47.61795343137255,1610612738,51,53,2021-05-13T01:23:56Z,3700000,12.0,-4.0,1,left,J. Tatum driving finger roll Layup (14 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,1.24,Made,,,,,14.0,,,,,,,,,,,
375,PT06M23.00S,2021-05-13T01:24:06.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.1688567674113,52.029718137254896,1610612739,51,53,2021-05-13T01:24:11Z,3710000,10.0,2.0,1,right,MISS J. Allen cutting DUNK - blocked,"[1628386, 202684]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,1.04,Missed,,,,,,,,,,,,,,Thompson,202684.0,
376,PT06M23.00S,2021-05-13T01:24:06.0Z,3,REGULAR,block,,[],202684,,,1610612739,51,53,2021-05-13T01:24:08Z,3720000,,,0,,T. Thompson BLOCK (1 BLK),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M23.00S,2021-05-13T01:24:06.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,51,53,2021-05-13T01:24:11Z,3730000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,375.0,,,,,,,,,,,,,,,
378,PT06M23.00S,2021-05-13T01:24:12.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,51,53,2021-05-13T01:24:12Z,3740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M23.00S,2021-05-13T01:24:15.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,51,53,2021-05-13T01:24:15Z,3750000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M23.00S,2021-05-13T01:25:53.5Z,3,REGULAR,substitution,out,[],201567,,,1610612739,51,53,2021-05-13T01:26:54Z,3760000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M23.00S,2021-05-13T01:25:53.5Z,3,REGULAR,substitution,in,[],1630271,,,1610612739,51,53,2021-05-13T01:26:54Z,3770000,,,0,,SUB in: B. Thomas,[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M17.00S,2021-05-13T01:27:11.8Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612739,51,53,2021-05-13T01:27:18Z,3780000,,,0,,E. Fournier shooting personal FOUL (2 PF) (Okoro 2 FT),"[203095, 1630171]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Okoro,1630171.0,,,
384,PT06M17.00S,2021-05-13T01:27:33.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630171,,,1610612739,52,53,2021-05-13T01:27:33Z,3800000,,,0,,I. Okoro Free Throw 1 of 2 (8 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
385,PT06M17.00S,2021-05-13T01:27:47.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630171,,,1610612739,53,53,2021-05-13T01:27:47Z,3810000,,,0,,I. Okoro Free Throw 2 of 2 (9 PTS),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
386,PT06M00.00S,2021-05-13T01:28:07.5Z,3,REGULAR,2pt,Jump Shot,[],1628369,10.200394218134035,31.686580882352942,1610612738,53,53,2021-05-13T01:28:12Z,3820000,92.0,43.0,1,left,MISS J. Tatum 10' floating Shot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,,,,10.14,Missed,,,,,,,,,,,,,,,,
387,PT05M56.00S,2021-05-13T01:28:10.9Z,3,REGULAR,rebound,defensive,[],1630271,,,1610612739,53,53,2021-05-13T01:28:11Z,3830000,,,0,,B. Thomas REBOUND (Off:0 Def:6),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,386.0,6.0,6.0,0.0,,,,,,,,,,,,
388,PT05M50.00S,2021-05-13T01:28:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630271,93.9060446780552,53.255208333333336,1610612739,53,53,2021-05-13T01:28:20Z,3840000,16.0,5.0,1,right,MISS B. Thomas driving finger roll Layup,[1630271],1610612739.0,CLE,driving finger roll,,,Thomas,B. Thomas,,,,,,,,1.7,Missed,,,,,,,,,,,,,,,,
389,PT05M48.00S,2021-05-13T01:28:18.7Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,53,53,2021-05-13T01:28:18Z,3850000,,,0,,J. Allen REBOUND (Off:2 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,388.0,9.0,7.0,2.0,,,,,,,,,,,,
390,PT05M46.00S,2021-05-13T01:28:20.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629731,92.06636005256242,53.50030637254902,1610612739,53,53,2021-05-13T01:28:25Z,3860000,18.0,22.0,1,right,MISS D. Wade driving Layup,[1629731],1610612739.0,CLE,driving,,,Wade,D. Wade,,,,,,,,2.82,Missed,,,,,,,,,,,,,,,,
391,PT05M44.00S,2021-05-13T01:28:22.7Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,53,53,2021-05-13T01:28:22Z,3870000,,,0,,J. Allen REBOUND (Off:3 Def:7),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,390.0,10.0,7.0,3.0,,,,,,,,,,,,
392,PT05M40.00S,2021-05-13T01:28:27.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,94.03745072273325,51.294424019607845,1610612739,55,53,2021-05-13T01:28:34Z,3880000,6.0,4.0,1,right,I. Okoro driving Layup (11 PTS),[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,0.74,Made,,,,,11.0,,,,,,,,,,,
393,PT05M29.00S,2021-05-13T01:28:40.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.732588699080158,50.314031862745104,1610612738,55,55,2021-05-13T01:28:44Z,3890000,-2.0,1.0,1,left,J. Tatum Layup (16 PTS) (T. Waters 3 AST),"[1628369, 1629682]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,0.21,Made,,,,,16.0,T. Waters,1629682.0,3.0,,,,,,,,
395,PT05M29.00S,2021-05-13T01:28:43.5Z,3,REGULAR,foul,personal,['1freethrow'],1630171,,,1610612738,55,55,2021-05-13T01:29:06Z,3910000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Tatum 1 FT),"[1630171, 1628369]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Tatum,1628369.0,,,
397,PT05M29.00S,2021-05-13T01:28:54.7Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,55,55,2021-05-13T01:29:05Z,3930000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M29.00S,2021-05-13T01:28:54.7Z,3,REGULAR,substitution,out,[],203095,,,1610612738,55,55,2021-05-13T01:29:05Z,3940000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M29.00S,2021-05-13T01:28:54.7Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,55,55,2021-05-13T01:29:05Z,3950000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT05M29.00S,2021-05-13T01:28:54.7Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,55,55,2021-05-13T01:29:05Z,3960000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT05M29.00S,2021-05-13T01:29:11.9Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,55,56,2021-05-13T01:29:12Z,3970000,,,0,,J. Tatum Free Throw 1 of 1 (17 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
402,PT05M09.00S,2021-05-13T01:29:34.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,84.1819973718791,34.38265931372549,1610612739,57,56,2021-05-13T01:29:38Z,3980000,-78.0,96.0,1,right,C. Sexton 12' pullup Jump Shot (16 PTS),[1629012],1610612739.0,CLE,pullup,,,Sexton,C. Sexton,,,,,,,,12.39,Made,,,,,16.0,,,,,,,,,,,
403,PT04M57.00S,2021-05-13T01:29:47.5Z,3,REGULAR,3pt,Jump Shot,[],1629682,26.62614980289093,13.304227941176471,1610612738,57,56,2021-05-13T01:29:52Z,3990000,183.0,198.0,1,left,MISS T. Waters 26' pullup 3PT,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,,,,26.98,Missed,,,,,,,,,,,,,,,,
404,PT04M55.00S,2021-05-13T01:29:49.5Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,57,56,2021-05-13T01:29:52Z,4000000,,,0,,D. Wade REBOUND (Off:1 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,403.0,3.0,2.0,1.0,,,,,,,,,,,,
405,PT04M49.00S,2021-05-13T01:29:59.7Z,3,REGULAR,foul,personal,[],1629682,,,1610612739,57,56,2021-05-13T01:30:05Z,4010000,,,0,,T. Waters personal FOUL (1 PF),"[1629682, 1629012]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Sexton,1629012.0,,,
407,PT04M49.00S,2021-05-13T01:30:05.7Z,3,REGULAR,substitution,out,[],1630171,,,1610612739,57,56,2021-05-13T01:30:15Z,4030000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M49.00S,2021-05-13T01:30:05.7Z,3,REGULAR,substitution,out,[],1629682,,,1610612739,57,56,2021-05-13T01:30:15Z,4040000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M49.00S,2021-05-13T01:30:05.7Z,3,REGULAR,substitution,in,[],1628422,,,1610612739,57,56,2021-05-13T01:30:15Z,4050000,,,0,,SUB in: D. Dotson,[1628422],1610612739.0,CLE,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M49.00S,2021-05-13T01:30:05.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612739,57,56,2021-05-13T01:30:15Z,4060000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M48.00S,2021-05-13T01:30:26.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612739,57,56,2021-05-13T01:30:38Z,4070000,,,0,,A. Nesmith personal FOUL (3 PF) (Sexton 2 FT),"[1630174, 1629012]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1626301.0,3.0,0.0,Sexton,1629012.0,,,
413,PT04M48.00S,2021-05-13T01:30:43.7Z,3,REGULAR,freethrow,1 of 2,[],1629012,,,1610612739,58,56,2021-05-13T01:30:43Z,4090000,,,0,,C. Sexton Free Throw 1 of 2 (17 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
414,PT04M48.00S,2021-05-13T01:30:55.1Z,3,REGULAR,freethrow,2 of 2,[],1629012,,,1610612739,59,56,2021-05-13T01:30:55Z,4100000,,,0,,C. Sexton Free Throw 2 of 2 (18 PTS),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,
415,PT04M33.00S,2021-05-13T01:31:10.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.783837056504599,50.55912990196079,1610612738,59,56,2021-05-13T01:31:14Z,4110000,-3.0,11.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,1.16,Missed,,,,,,,,,,,,,,,,
416,PT04M30.00S,2021-05-13T01:31:13.7Z,3,REGULAR,rebound,defensive,[],1630271,,,1610612739,59,56,2021-05-13T01:31:14Z,4120000,,,0,,B. Thomas REBOUND (Off:0 Def:7),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,415.0,7.0,7.0,0.0,,,,,,,,,,,,
417,PT04M27.00S,2021-05-13T01:31:17.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630271,92.9862023653088,50.314031862745104,1610612739,61,56,2021-05-13T01:33:44Z,4130000,2.0,13.0,1,right,B. Thomas running Layup (4 PTS),[1630271],1610612739.0,CLE,running,,,Thomas,B. Thomas,,,,,,,,1.35,Made,,,,,4.0,,,,,,,,,,,
418,PT04M13.00S,2021-05-13T01:31:30.6Z,3,REGULAR,3pt,Jump Shot,[],1630174,26.888961892247043,87.32383578431373,1610612738,61,56,2021-05-13T01:31:39Z,4140000,-187.0,200.0,1,left,MISS A. Nesmith 27' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,27.38,Missed,,,,,,,,,,,,,,,,
419,PT04M13.00S,2021-05-13T01:31:30.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,61,56,2021-05-13T01:31:39Z,4150000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,
420,PT04M13.00S,2021-05-13T01:31:36.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,61,56,2021-05-13T01:31:36Z,4160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M04.00S,2021-05-13T01:32:20.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630174,9.674770039421814,48.10814950980392,1610612738,61,58,2021-05-13T01:32:24Z,4170000,9.0,38.0,1,left,A. Nesmith Jump Shot (6 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,3.96,Made,,,,,6.0,,,,,,,,,,,
422,PT03M52.00S,2021-05-13T01:32:33.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,93.9060446780552,51.294424019607845,1610612739,61,58,2021-05-13T01:32:40Z,4180000,6.0,5.0,1,right,MISS C. Sexton driving Layup - blocked,"[1629012, 1628369]",1610612739.0,CLE,driving,,,Sexton,C. Sexton,,,,,,,,0.81,Missed,,,,,,,,,,,,,,Tatum,1628369.0,
423,PT03M52.00S,2021-05-13T01:32:33.3Z,3,REGULAR,block,,[],1628369,,,1610612739,61,58,2021-05-13T01:32:37Z,4190000,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M52.00S,2021-05-13T01:32:33.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,61,58,2021-05-13T01:32:40Z,4200000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,422.0,,,,,,,,,,,,,,,
425,PT03M52.00S,2021-05-13T01:32:39.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,61,58,2021-05-13T01:32:39Z,4210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M52.00S,2021-05-13T01:32:45.3Z,3,REGULAR,substitution,out,[],202684,,,1610612739,61,58,2021-05-13T01:32:49Z,4220000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M52.00S,2021-05-13T01:32:45.3Z,3,REGULAR,substitution,in,[],1628436,,,1610612739,61,58,2021-05-13T01:32:49Z,4230000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M41.00S,2021-05-13T01:33:09.8Z,3,REGULAR,turnover,out-of-bounds,[],1629731,,,1610612739,61,58,2021-05-13T01:33:17Z,4240000,,,0,,D. Wade bad pass out-of-bounds TURNOVER (2 TO),[1629731],1610612739.0,CLE,bad pass,,,Wade,D. Wade,,,,,2.0,,,,,,,,,,,,,2148.0,,,,,,,
429,PT03M19.00S,2021-05-13T01:33:39.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,7.046649145860711,49.08854166666667,1610612738,61,58,2021-05-13T01:33:46Z,4250000,5.0,14.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 1629012]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,,,,1.45,Missed,,,,,,,,,,,,,,Sexton,1629012.0,
430,PT03M19.00S,2021-05-13T01:33:39.8Z,3,REGULAR,block,,[],1629012,,,1610612738,61,58,2021-05-13T01:33:42Z,4260000,,,0,,C. Sexton BLOCK (1 BLK),[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
