actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
284,PT02M45.00S,2021-03-05T01:01:21.9Z,2,REGULAR,substitution,out,[],202684,,,1610612761,58,61,2021-03-05T01:01:42Z,2770000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M45.00S,2021-03-05T01:01:21.9Z,2,REGULAR,substitution,in,[],1629057,,,1610612761,58,61,2021-03-05T01:01:42Z,2780000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M25.00S,2021-03-05T01:02:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,8.09789750328515,57.91207107843137,1610612761,58,61,2021-03-05T01:02:30Z,2790000,-40.0,24.0,1,left,MISS K. Lowry driving finger roll Layup - blocked,"[200768, 1629057]",1610612761.0,TOR,driving finger roll,,,Lowry,K. Lowry,,,,,4.61,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,
287,PT02M25.00S,2021-03-05T01:02:21.2Z,2,REGULAR,block,,[],1629057,,,1610612761,58,61,2021-03-05T01:02:23Z,2800000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M23.00S,2021-03-05T01:02:23.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,61,2021-03-05T01:02:30Z,2810000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,286.0,4.0,4.0,0.0,,,,,,,,,,
289,PT02M18.00S,2021-03-05T01:02:28.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629057,91.80354796320631,46.14736519607843,1610612738,60,61,2021-03-05T01:02:40Z,2820000,-19.0,25.0,1,right,R. Williams III running alley-oop Layup (6 PTS) (K. Walker 2 AST),"[1629057, 202689]",1610612738.0,BOS,running alley-oop,,,Williams III,R. Williams III,,,,,3.12,Made,6.0,K. Walker,202689.0,2.0,,,,,,,,,,,,,,
291,PT01M57.00S,2021-03-05T01:02:51.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612761,60,61,2021-03-05T01:03:15Z,2840000,,,0,,P. Pritchard shooting personal FOUL (3 PF) (Davis 2 FT),"[1630202, 1629056]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,201638.0,3.0,0.0,Davis,1629056.0,,,,,
293,PT01M57.00S,2021-03-05T01:03:24.4Z,2,REGULAR,freethrow,1 of 2,[],1629056,,,1610612761,60,62,2021-03-05T01:03:24Z,2860000,,,0,,T. Davis Free Throw 1 of 2 (9 PTS),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
294,PT01M57.00S,2021-03-05T01:03:35.3Z,2,REGULAR,freethrow,2 of 2,[],1629056,,,1610612761,60,63,2021-03-05T01:03:35Z,2870000,,,0,,T. Davis Free Throw 2 of 2 (10 PTS),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
295,PT01M41.00S,2021-03-05T01:03:53.1Z,2,REGULAR,3pt,Jump Shot,[],202689,89.96386333771353,3.990502450980392,1610612738,60,63,2021-03-05T01:04:05Z,2880000,-230.0,42.0,1,right,MISS K. Walker 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,
296,PT01M39.00S,2021-03-05T01:03:55.1Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,60,63,2021-03-05T01:04:05Z,2890000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,295.0,2.0,1.0,1.0,,,,,,,,,,
297,PT01M37.00S,2021-03-05T01:03:57.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629684,91.93495400788436,48.59834558823529,1610612738,62,63,2021-03-05T01:04:10Z,2900000,-7.0,23.0,1,right,G. Williams putback Layup (8 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,2.43,Made,8.0,,,,,,,,,,,,,,,,,
298,PT01M28.00S,2021-03-05T01:04:08.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612761,62,63,2021-03-05T01:04:20Z,2910000,,,0,,G. Williams personal FOUL (2 PF) (Powell 2 FT),"[1629684, 1626181]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1162.0,2.0,0.0,Powell,1626181.0,,,,,
300,PT01M28.00S,2021-03-05T01:04:36.5Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612761,62,64,2021-03-05T01:04:36Z,2930000,,,0,,N. Powell Free Throw 1 of 2 (18 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
301,PT01M28.00S,2021-03-05T01:04:55.7Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612761,62,65,2021-03-05T01:04:55Z,2940000,,,0,,N. Powell Free Throw 2 of 2 (19 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
302,PT01M13.00S,2021-03-05T01:05:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,87.20433639947439,58.892463235294116,1610612738,64,65,2021-03-05T01:05:18Z,2950000,44.0,68.0,1,right,P. Pritchard 8' driving floating Jump Shot (8 PTS) (K. Walker 3 AST),"[1630202, 202689]",1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,8.11,Made,8.0,K. Walker,202689.0,3.0,,,,,,,,,,,,,,
304,PT01M01.00S,2021-03-05T01:05:25.5Z,2,REGULAR,2pt,Jump Shot,[],200768,20.844283837056505,70.65716911764706,1610612761,64,65,2021-03-05T01:05:35Z,2970000,-103.0,143.0,1,left,MISS K. Lowry 17' pullup Shot,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,17.67,Missed,,,,,,,,,,,,,,,,,,
305,PT00M59.40S,2021-03-05T01:05:27.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,65,2021-03-05T01:05:35Z,2980000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,304.0,5.0,5.0,0.0,,,,,,,,,,
306,PT00M50.50S,2021-03-05T01:05:36.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,67.88764783180025,72.12775735294117,1610612738,64,65,2021-03-05T01:05:46Z,2990000,111.0,249.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,
307,PT00M49.00S,2021-03-05T01:05:38.4Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,64,65,2021-03-05T01:05:56Z,3000000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,306.0,6.0,5.0,1.0,,,,,,,,,,
308,PT00M48.50S,2021-03-05T01:05:42.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628369,94.40999984741211,50.0,1610612738,66,65,2021-03-05T01:05:42Z,3010000,0.0,0.0,1,right,J. Tatum tip DUNK (9 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,
309,PT00M31.10S,2021-03-05T01:06:02.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,7.966491458607096,58.892463235294116,1610612761,66,65,2021-03-05T01:06:15Z,3020000,-44.0,22.0,1,left,MISS K. Lowry driving floating Shot - blocked,"[200768, 1629057]",1610612761.0,TOR,driving floating,,,Lowry,K. Lowry,,,,,4.98,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,
310,PT00M31.10S,2021-03-05T01:06:02.8Z,2,REGULAR,block,,[],1629057,,,1610612761,66,65,2021-03-05T01:06:04Z,3030000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M29.00S,2021-03-05T01:06:04.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,65,2021-03-05T01:06:15Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,
312,PT00M29.00S,2021-03-05T01:06:08.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,66,65,2021-03-05T01:06:08Z,3050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M27.40S,2021-03-05T01:06:24.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629056,6.783837056504599,76.53952205882352,1610612761,66,67,2021-03-05T01:06:34Z,3060000,-133.0,11.0,1,left,T. Davis 13' fadeaway Jump Shot (12 PTS) (K. Lowry 9 AST),"[1629056, 200768]",1610612761.0,TOR,fadeaway,,,Davis,T. Davis,,,,,13.32,Made,12.0,K. Lowry,200768.0,9.0,,,,,,,,,,,,,,
315,PT00M27.40S,2021-03-05T01:06:32.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629057,,,1610612761,66,67,2021-03-05T01:06:40Z,3080000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Davis 1 FT),"[1629057, 1629056]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,201638.0,1.0,0.0,Davis,1629056.0,,,,,
317,PT00M27.40S,2021-03-05T01:06:50.1Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,66,67,2021-03-05T01:07:52Z,3100000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M27.40S,2021-03-05T01:06:50.1Z,2,REGULAR,substitution,in,[],1627761,,,1610612761,66,67,2021-03-05T01:07:52Z,3110000,,,0,,SUB in: D. Bembry,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M27.40S,2021-03-05T01:07:19.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629056,,,1610612761,66,68,2021-03-05T01:07:19Z,3120000,,,0,,T. Davis Free Throw 1 of 1 (13 PTS),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
320,PT00M04.70S,2021-03-05T01:07:46.1Z,2,REGULAR,3pt,Jump Shot,[],202689,77.61169513797634,90.75520833333334,1610612738,66,68,2021-03-05T01:07:54Z,3130000,204.0,158.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
321,PT00M02.80S,2021-03-05T01:07:48.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,66,68,2021-03-05T01:07:54Z,3140000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,320.0,,,,,,,,,,,,,
322,PT00M02.80S,2021-03-05T01:07:53.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612761,66,68,2021-03-05T01:33:50Z,3150000,,,0,,J. Tatum loose ball personal FOUL (2 PF) (Powell 2 FT),"[1628369, 1626181]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1162.0,2.0,0.0,Powell,1626181.0,,,,,
324,PT00M02.80S,2021-03-05T01:08:27.0Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612761,66,69,2021-03-05T01:08:27Z,3170000,,,0,,N. Powell Free Throw 1 of 2 (20 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
325,PT00M02.80S,2021-03-05T01:08:43.6Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612761,66,70,2021-03-05T01:08:43Z,3180000,,,0,,N. Powell Free Throw 2 of 2 (21 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
326,PT00M01.00S,2021-03-05T01:08:48.8Z,2,REGULAR,3pt,Jump Shot,[],202689,42.000657030223394,74.57873774509804,1610612738,66,70,2021-03-05T01:09:30Z,3190000,123.0,493.0,1,right,MISS K. Walker 50' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,50.78,Missed,,,,,,,,,,,,,,,,,,
327,PT00M00.60S,2021-03-05T01:08:49.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,66,70,2021-03-05T01:09:30Z,3200000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,326.0,,,,,,,,,,,,,
328,PT00M00.00S,2021-03-05T01:08:53.0Z,2,REGULAR,period,end,[],0,,,1610612738,66,70,2021-03-05T01:08:53Z,3210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,66,70,2021-03-05T01:24:11Z,3220000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,66,70,2021-03-05T01:24:11Z,3230000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,66,70,2021-03-05T01:24:11Z,3240000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,out,['startperiod'],1629056,,,1610612738,66,70,2021-03-05T01:24:11Z,3250000,,,0,,SUB out: T. Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,66,70,2021-03-05T01:24:11Z,3260000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612738,66,70,2021-03-05T01:24:11Z,3270000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,in,['startperiod'],201952,,,1610612738,66,70,2021-03-05T01:24:11Z,3280000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-03-05T01:23:54.7Z,3,REGULAR,substitution,in,['startperiod'],203382,,,1610612738,66,70,2021-03-05T01:24:11Z,3290000,,,0,,SUB in: A. Baynes,[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-03-05T01:24:25.3Z,3,REGULAR,period,start,[],0,,,1610612761,66,70,2021-03-05T01:24:25Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M51.00S,2021-03-05T01:24:34.7Z,3,REGULAR,3pt,Jump Shot,[],200768,67.7562417871222,72.12775735294117,1610612761,66,70,2021-03-05T01:24:49Z,3310000,111.0,251.0,1,right,MISS K. Lowry 27' 3PT - blocked,"[200768, 201952]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,27.39,Missed,,,,,,,,,,,,,,,Teague,201952.0,,
339,PT11M51.00S,2021-03-05T01:24:34.7Z,3,REGULAR,block,,[],201952,,,1610612761,66,70,2021-03-05T01:24:37Z,3320000,,,0,,J. Teague BLOCK (1 BLK),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M49.00S,2021-03-05T01:24:36.7Z,3,REGULAR,rebound,offensive,[],200768,,,1610612761,66,70,2021-03-05T01:24:49Z,3330000,,,0,,K. Lowry REBOUND (Off:1 Def:1),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,338.0,2.0,1.0,1.0,,,,,,,,,,
341,PT11M49.00S,2021-03-05T01:24:43.8Z,3,REGULAR,foul,personal,[],202684,,,1610612761,66,70,2021-03-05T01:24:46Z,3340000,,,0,,T. Thompson personal FOUL (2 PF),"[202684, 200768]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,1162.0,2.0,0.0,Lowry,200768.0,,,,,
343,PT11M39.00S,2021-03-05T01:25:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627761,88.91261498028909,64.28462009803921,1610612761,66,70,2021-03-05T01:25:34Z,3360000,71.0,52.0,1,right,MISS D. Bembry 8' driving Layup - blocked,"[1627761, 202689]",1610612761.0,TOR,driving,,,Bembry,D. Bembry,,,,,8.82,Missed,,,,,,,,,,,,,,,Walker,202689.0,,
344,PT11M39.00S,2021-03-05T01:25:07.7Z,3,REGULAR,block,,[],202689,,,1610612761,66,70,2021-03-05T01:25:12Z,3370000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M37.00S,2021-03-05T01:25:09.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,70,2021-03-05T01:25:34Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,
346,PT11M37.00S,2021-03-05T01:25:14.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,66,70,2021-03-05T01:25:14Z,3390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M36.00S,2021-03-05T01:25:29.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627761,94.56307490144546,75.80422794117648,1610612761,66,70,2021-03-05T01:25:40Z,3400000,129.0,-1.0,1,right,MISS D. Bembry 12' Jump Shot,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,12.9,Missed,,,,,,,,,,,,,,,,,,
348,PT11M35.00S,2021-03-05T01:25:30.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,70,2021-03-05T01:25:40Z,3410000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,347.0,,,,,,,,,,,,,
349,PT11M35.00S,2021-03-05T01:25:35.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612761,66,70,2021-03-05T01:25:44Z,3420000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,
350,PT11M24.00S,2021-03-05T01:25:54.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202689,28.597240473061763,52.76501225490197,1610612738,66,70,2021-03-05T01:26:05Z,3430000,-14.0,216.0,1,left,MISS K. Walker 21' Jump Shot,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,21.67,Missed,,,,,,,,,,,,,,,,,,
351,PT11M22.00S,2021-03-05T01:25:56.9Z,3,REGULAR,rebound,defensive,[],203382,,,1610612761,66,70,2021-03-05T01:26:05Z,3440000,,,0,,A. Baynes REBOUND (Off:3 Def:4),[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,350.0,7.0,4.0,3.0,,,,,,,,,,
352,PT11M14.00S,2021-03-05T01:26:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203382,79.84559789750328,41.73560049019608,1610612761,66,70,2021-03-05T01:26:32Z,3450000,-41.0,137.0,1,right,MISS A. Baynes 14' Jump Shot,[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,14.31,Missed,,,,,,,,,,,,,,,,,,
354,PT11M13.00S,2021-03-05T01:26:07.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,66,70,2021-03-05T01:26:32Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,
355,PT11M13.00S,2021-03-05T01:26:16.1Z,3,REGULAR,turnover,traveling,[],203382,,,1610612761,66,70,2021-03-05T01:26:38Z,3480000,,,0,,A. Baynes traveling TURNOVER (1 TO),[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,201638.0,,,,,1.0,,,,
356,PT10M54.00S,2021-03-05T01:26:39.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202684,11.645860709592641,48.59834558823529,1610612738,68,70,2021-03-05T01:26:43Z,3490000,7.0,57.0,1,left,T. Thompson Hook (8 PTS) (J. Teague 2 AST),"[202684, 201952]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,5.74,Made,8.0,J. Teague,201952.0,2.0,,,,,,,,,,,,,,
358,PT10M44.00S,2021-03-05T01:26:49.1Z,3,REGULAR,turnover,bad pass,[],200768,,,1610612761,68,70,2021-03-05T01:26:53Z,3510000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 1628369]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,2.0,,,Tatum,1628369.0
359,PT10M44.00S,2021-03-05T01:26:49.1Z,3,REGULAR,steal,,[],1628369,,,1610612738,68,70,2021-03-05T01:26:50Z,3520000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
360,PT10M44.00S,2021-03-05T01:26:53.1Z,3,REGULAR,foul,personal,['2freethrow'],203382,,,1610612738,68,70,2021-03-05T01:27:17Z,3530000,,,0,,A. Baynes shooting personal FOUL (2 PF) (Tatum 2 FT),"[203382, 1628369]",1610612761.0,TOR,shooting,,,Baynes,A. Baynes,,,,,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,,,,
362,PT10M44.00S,2021-03-05T01:27:21.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,68,70,2021-03-05T01:27:21Z,3550000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,
363,PT10M44.00S,2021-03-05T01:27:21.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,68,70,2021-03-05T01:27:21Z,3560000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,
364,PT10M44.00S,2021-03-05T01:27:34.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,69,70,2021-03-05T01:27:34Z,3570000,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
365,PT10M29.00S,2021-03-05T01:27:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.75229960578186,44.43167892156863,1610612761,69,72,2021-03-05T01:27:59Z,3580000,-28.0,34.0,1,right,N. Powell driving Layup (23 PTS),[1626181],1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,4.42,Made,23.0,,,,,,,,,,,,,,,,,
366,PT10M14.00S,2021-03-05T01:28:05.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,10.85742444152431,42.715992647058826,1610612738,71,72,2021-03-05T01:29:19Z,3590000,36.0,50.0,1,left,T. Thompson 6' floating Jump Shot (10 PTS) (J. Teague 3 AST),"[202684, 201952]",1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,6.15,Made,10.0,J. Teague,201952.0,3.0,,,,,,,,,,,,,,
368,PT10M03.00S,2021-03-05T01:28:21.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,71,72,2021-03-05T01:28:21Z,3610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M56.00S,2021-03-05T01:28:40.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203382,91.67214191852825,50.06893382352941,1610612761,71,74,2021-03-05T01:28:46Z,3620000,0.0,26.0,1,right,A. Baynes cutting Layup (9 PTS) (K. Lowry 10 AST),"[203382, 200768]",1610612761.0,TOR,cutting,,,Baynes,A. Baynes,,,,,2.58,Made,9.0,K. Lowry,200768.0,10.0,,,,,,,,,,,,,,
371,PT09M34.00S,2021-03-05T01:29:03.2Z,3,REGULAR,turnover,bad pass,[],201952,,,1610612738,71,74,2021-03-05T01:29:08Z,3640000,,,0,,J. Teague bad pass TURNOVER (1 TO),"[201952, 1626169]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,1.0,,,Johnson,1626169.0
372,PT09M34.00S,2021-03-05T01:29:03.2Z,3,REGULAR,steal,,[],1626169,,,1610612761,71,74,2021-03-05T01:30:30Z,3650000,,,0,,S. Johnson STEAL (2 STL),[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
373,PT09M31.00S,2021-03-05T01:29:09.1Z,3,REGULAR,turnover,out-of-bounds,[],200768,,,1610612761,71,74,2021-03-05T01:29:28Z,3660000,,,0,,K. Lowry bad pass out-of-bounds TURNOVER (3 TO),[200768],1610612761.0,TOR,bad pass,,,Lowry,K. Lowry,,,,,,,,,,,,,,,1162.0,,,,,3.0,,,,
374,PT09M15.00S,2021-03-05T01:29:49.1Z,3,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612738,71,74,2021-03-05T01:29:56Z,3670000,,,0,,N. Powell shooting personal FOUL (2 PF) (Brown 2 FT),"[1626181, 1627759]",1610612761.0,TOR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,,1162.0,2.0,0.0,Brown,1627759.0,,,,,
