actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
426,PT04M30.00S,2021-05-06T00:34:59.2Z,3,REGULAR,foul,technical,['1freethrow'],1628964,,,1610612753,64,80,2021-05-06T00:35:04Z,4170000,,,0,,M. Bamba technical FOUL (1 Tech),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,1188.0,1.0,1.0,,,,,,,,,,,
427,PT04M30.00S,2021-05-06T00:35:07.8Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612753,64,81,2021-05-06T00:35:07Z,4180000,,,0,,J. Tatum technical Free Throw 1 of 1 (17 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
428,PT04M10.00S,2021-05-06T00:35:49.7Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612753,64,81,2021-05-06T00:36:16Z,4190000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Bamba 2 FT),"[1630174, 1628964]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,201640.0,3.0,0.0,Bamba,1628964.0,,,,,,,,,
431,PT04M10.00S,2021-05-06T00:36:18.5Z,3,REGULAR,freethrow,1 of 2,[],1628964,,,1610612753,65,81,2021-05-06T00:36:18Z,4210000,,,0,,M. Bamba Free Throw 1 of 2 (11 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
432,PT04M10.00S,2021-05-06T00:36:22.1Z,3,REGULAR,freethrow,2 of 2,[],1628964,,,1610612753,66,81,2021-05-06T00:36:22Z,4220000,,,0,,M. Bamba Free Throw 2 of 2 (12 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
433,PT03M54.00S,2021-05-06T00:36:40.3Z,3,REGULAR,3pt,Jump Shot,[],1630202,66.70499342969777,27.519914215686274,1610612738,66,84,2021-05-06T00:36:47Z,4230000,-112.0,260.0,1,right,P. Pritchard 28' 3PT  (9 PTS) (J. Tatum 3 AST),"[1630202, 1628369]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.37,Made,,,,,9.0,,,,,,,J. Tatum,1628369.0,3.0,,,,,
435,PT03M37.00S,2021-05-06T00:36:57.6Z,3,REGULAR,turnover,bad pass,[],1629649,,,1610612753,66,84,2021-05-06T00:37:01Z,4250000,,,0,,I. Brazdeikis bad pass TURNOVER (1 TO),"[1629649, 1628369]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,1.0,,,,Tatum,1628369.0,,,
436,PT03M37.00S,2021-05-06T00:36:57.6Z,3,REGULAR,steal,,[],1628369,,,1610612738,66,84,2021-05-06T00:36:59Z,4260000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M28.00S,2021-05-06T00:37:06.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,68.54467805519053,22.37285539215686,1610612738,66,87,2021-05-06T00:50:54Z,4270000,-138.0,243.0,1,right,J. Tatum 27' 3PT step back (20 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,27.97,Made,,,,,20.0,,,,,,,,,,,,,,
438,PT03M11.00S,2021-05-06T00:37:26.6Z,3,REGULAR,foul,personal,[],1628436,,,1610612753,66,87,2021-05-06T00:37:47Z,4280000,,,0,,L. Kornet personal FOUL (1 PF),"[1628436, 1628407]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,202007.0,1.0,0.0,Bacon,1628407.0,,,,,,,,,
440,PT03M11.00S,2021-05-06T00:37:44.8Z,3,REGULAR,substitution,out,[],1628964,,,1610612753,66,87,2021-05-06T00:37:56Z,4300000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M11.00S,2021-05-06T00:37:44.8Z,3,REGULAR,substitution,out,[],1628407,,,1610612753,66,87,2021-05-06T00:37:56Z,4310000,,,0,,SUB out: D. Bacon,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M11.00S,2021-05-06T00:37:44.8Z,3,REGULAR,substitution,in,[],1629021,,,1610612753,66,87,2021-05-06T00:37:56Z,4320000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M11.00S,2021-05-06T00:37:44.8Z,3,REGULAR,substitution,in,[],1628414,,,1610612753,66,87,2021-05-06T00:37:56Z,4330000,,,0,,SUB in: S. Thornwell,[1628414],1610612753.0,ORL,,,,Thornwell,S. Thornwell,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M59.00S,2021-05-06T00:38:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630181,6.258212877792378,61.34344362745098,1610612753,66,87,2021-05-06T00:38:13Z,4340000,-57.0,6.0,1,left,MISS R. Hampton driving Layup,[1630181],1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,,
445,PT02M58.00S,2021-05-06T00:38:09.9Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,66,87,2021-05-06T00:38:13Z,4350000,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,444.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
446,PT02M45.00S,2021-05-06T00:38:22.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,75.24638633377135,87.56893382352942,1610612738,66,90,2021-05-06T00:38:27Z,4360000,188.0,180.0,1,right,J. Tatum 26' 3PT  (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.03,Made,,,,,23.0,,,,,,,,,,,,,,
447,PT02M31.00S,2021-05-06T00:38:36.2Z,3,REGULAR,3pt,Jump Shot,[],1626184,24.917871222076215,11.833639705882353,1610612753,66,90,2021-05-06T00:38:43Z,4370000,191.0,182.0,1,left,MISS C. Randle 26' 3PT,[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
448,PT02M31.00S,2021-05-06T00:38:36.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,66,90,2021-05-06T00:38:43Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,447.0,,,,,,,,,,,,,,,,,,
449,PT02M31.00S,2021-05-06T00:38:43.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612753,66,90,2021-05-06T00:38:59Z,4390000,,,0,,J. Tatum loose ball personal FOUL (2 PF) (Wagner 2 FT),"[1628369, 1629021]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,,1188.0,2.0,0.0,Wagner,1629021.0,,,,,,,,,
451,PT02M31.00S,2021-05-06T00:39:07.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629021,,,1610612753,67,90,2021-05-06T00:39:07Z,4410000,,,0,,M. Wagner Free Throw 1 of 2 (14 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
452,PT02M31.00S,2021-05-06T00:39:22.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629021,,,1610612753,68,90,2021-05-06T00:39:22Z,4420000,,,0,,M. Wagner Free Throw 2 of 2 (15 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
453,PT02M14.00S,2021-05-06T00:39:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,89.43823915900131,55.4610906862745,1610612738,68,92,2021-05-06T00:39:45Z,4430000,27.0,47.0,1,right,J. Tatum Layup (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,5.42,Made,,,,,25.0,,,,,,,,,,,,,,
454,PT02M00.00S,2021-05-06T00:39:53.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626184,6.83311432325887,58.670343137254896,1610612753,68,92,2021-05-06T00:52:39Z,4440000,-43.0,12.0,1,left,MISS C. Randle driving Layup - blocked,"[1626184, 203935]",1610612753.0,ORL,driving,,,Randle,C. Randle,,,,,4.49,Missed,,,,,,,,,,,,,,,,,Smart,203935.0,
455,PT02M00.00S,2021-05-06T00:39:53.9Z,3,REGULAR,block,,[],203935,,,1610612753,68,92,2021-05-06T00:45:13Z,4450000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M58.00S,2021-05-06T00:39:55.9Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,68,92,2021-05-06T00:40:03Z,4460000,,,0,,A. Nesmith REBOUND (Off:0 Def:4),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,454.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
457,PT01M48.00S,2021-05-06T00:40:06.5Z,3,REGULAR,2pt,Jump Shot,[],1628369,93.77463863337714,87.56893382352942,1610612738,68,94,2021-05-06T00:40:15Z,4470000,188.0,6.0,1,right,J. Tatum 18' step back Jump Shot (27 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,18.79,Made,,,,,27.0,,,,,,,,,,,,,,
458,PT01M33.00S,2021-05-06T00:40:26.3Z,3,REGULAR,turnover,backcourt,[],1626184,,,1610612753,68,94,2021-05-06T00:40:35Z,4480000,,,0,,C. Randle backcourt TURNOVER (3 TO),[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,,,,,,,,201640.0,,,,,3.0,,,,,,,,
459,PT01M24.00S,2021-05-06T00:40:46.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,91.93495400788436,3.7454044117647056,1610612738,68,97,2021-05-06T00:40:51Z,4490000,-231.0,23.0,1,right,A. Nesmith 3PT  (5 PTS) (M. Smart 8 AST),"[1630174, 203935]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.25,Made,,,,,5.0,,,,,,,M. Smart,203935.0,8.0,,,,,
461,PT01M03.00S,2021-05-06T00:41:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626184,6.521024967148489,46.88265931372549,1610612753,70,97,2021-05-06T00:41:14Z,4510000,16.0,9.0,1,left,C. Randle driving Layup (2 PTS),[1626184],1610612753.0,ORL,driving,,,Randle,C. Randle,,,,,1.79,Made,,,,,2.0,,,,,,,,,,,,,,
462,PT00M46.50S,2021-05-06T00:41:25.1Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,70,97,2021-05-06T00:41:30Z,4520000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1628414]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2.0,,,,Thornwell,1628414.0,,,
463,PT00M46.50S,2021-05-06T00:41:25.1Z,3,REGULAR,steal,,[],1628414,,,1610612753,70,97,2021-05-06T00:41:27Z,4530000,,,0,,S. Thornwell STEAL (1 STL),[1628414],1610612753.0,ORL,,,,Thornwell,S. Thornwell,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M43.00S,2021-05-06T00:41:30.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,7.703679369250986,49.57873774509804,1610612753,72,97,2021-05-06T00:41:37Z,4540000,2.0,20.0,1,left,R. Hampton running Layup (11 PTS) (S. Thornwell 1 AST),"[1630181, 1628414]",1610612753.0,ORL,running,,,Hampton,R. Hampton,,,,,2.0,Made,,,,,11.0,,,,,,,S. Thornwell,1628414.0,1.0,,,,,
468,PT00M43.00S,2021-05-06T00:41:34.7Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203935,,,1610612753,72,97,2021-05-06T00:41:47Z,4560000,,,0,,M. Smart shooting personal FOUL (3 PF) (Hampton 1 FT),"[203935, 1630181]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,202007.0,3.0,0.0,Hampton,1630181.0,,,,,,,,,
470,PT00M43.00S,2021-05-06T00:41:51.0Z,3,REGULAR,substitution,out,[],1630174,,,1610612753,72,97,2021-05-06T00:42:33Z,4580000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M43.00S,2021-05-06T00:41:51.0Z,3,REGULAR,substitution,in,[],202689,,,1610612753,72,97,2021-05-06T00:42:33Z,4590000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT00M43.00S,2021-05-06T00:42:14.8Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630181,,,1610612753,73,97,2021-05-06T00:42:14Z,4600000,,,0,,R. Hampton Free Throw 1 of 1 (12 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
473,PT00M29.30S,2021-05-06T00:42:33.1Z,3,REGULAR,3pt,Jump Shot,[],1628436,71.43561103810775,18.45128676470588,1610612738,73,100,2021-05-06T00:42:38Z,4610000,-158.0,216.0,1,right,L. Kornet 26' 3PT  (5 PTS) (M. Smart 9 AST),"[1628436, 203935]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,26.74,Made,,,,,5.0,,,,,,,M. Smart,203935.0,9.0,,,,,
475,PT00M19.80S,2021-05-06T00:42:46.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612753,73,100,2021-05-06T00:42:51Z,4630000,,,0,,P. Pritchard personal FOUL (2 PF) (Hampton 2 FT),"[1630202, 1630181]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,202007.0,2.0,0.0,Hampton,1630181.0,,,,,,,,,
477,PT00M19.80S,2021-05-06T00:43:06.4Z,3,REGULAR,freethrow,1 of 2,[],1630181,,,1610612753,74,100,2021-05-06T00:43:06Z,4650000,,,0,,R. Hampton Free Throw 1 of 2 (13 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
478,PT00M19.80S,2021-05-06T00:43:20.8Z,3,REGULAR,freethrow,2 of 2,[],1630181,,,1610612753,75,100,2021-05-06T00:43:20Z,4660000,,,0,,R. Hampton Free Throw 2 of 2 (14 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
480,PT00M03.50S,2021-05-06T00:43:43.9Z,3,REGULAR,foul,personal,[],1629649,,,1610612738,75,100,2021-05-06T00:43:53Z,4670000,,,0,,I. Brazdeikis personal FOUL (3 PF),"[1629649, 1628369]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,201640.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
482,PT00M00.00S,2021-05-06T00:44:11.7Z,3,REGULAR,period,end,[],0,,,1610612738,75,100,2021-05-06T00:44:11Z,4690000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-05-06T00:44:51.7Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,75,100,2021-05-06T00:46:52Z,4700000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-05-06T00:44:51.7Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,75,100,2021-05-06T00:46:52Z,4710000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-05-06T00:44:51.7Z,4,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,75,100,2021-05-06T00:46:52Z,4720000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-05-06T00:44:51.7Z,4,REGULAR,substitution,in,['startperiod'],1630174,,,1610612738,75,100,2021-05-06T00:46:52Z,4730000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-05-06T00:46:57.9Z,4,REGULAR,period,start,[],0,,,1610612738,75,100,2021-05-06T00:46:58Z,4740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M40.00S,2021-05-06T00:47:17.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,66.83639947437582,55.70618872549019,1610612738,75,103,2021-05-06T00:47:23Z,4750000,29.0,259.0,1,right,P. Pritchard 26' 3PT  (12 PTS) (K. Walker 3 AST),"[1630202, 202689]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.08,Made,,,,,12.0,,,,,,,K. Walker,202689.0,3.0,,,,,
490,PT11M18.00S,2021-05-06T00:47:41.6Z,4,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612753,75,103,2021-05-06T00:47:49Z,4770000,,,0,,L. Kornet shooting personal FOUL (2 PF) (Wagner 2 FT),"[1628436, 1629021]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,,,,,,,,202007.0,2.0,0.0,Wagner,1629021.0,,,,,,,,,
492,PT11M18.00S,2021-05-06T00:48:04.0Z,4,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,76,103,2021-05-06T00:48:04Z,4790000,,,0,,M. Wagner Free Throw 1 of 2 (16 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
493,PT11M18.00S,2021-05-06T00:48:19.2Z,4,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,77,103,2021-05-06T00:48:19Z,4800000,,,0,,M. Wagner Free Throw 2 of 2 (17 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
494,PT11M09.00S,2021-05-06T00:48:30.0Z,4,REGULAR,3pt,Jump Shot,[],202689,67.23061760840999,36.09834558823529,1610612738,77,106,2021-05-06T00:48:36Z,4810000,-70.0,256.0,1,right,K. Walker 26' 3PT pullup (32 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.48,Made,,,,,32.0,,,,,,,,,,,,,,
495,PT10M52.00S,2021-05-06T00:48:45.9Z,4,REGULAR,3pt,Jump Shot,[],1629021,31.882391590013142,40.01991421568628,1610612753,80,106,2021-05-06T00:48:52Z,4820000,50.0,247.0,1,left,M. Wagner 25' 3PT  (20 PTS) (R. Hampton 3 AST),"[1629021, 1630181]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.22,Made,,,,,20.0,,,,,,,R. Hampton,1630181.0,3.0,,,,,
497,PT10M43.00S,2021-05-06T00:48:57.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,90.88370565045992,45.90226715686275,1610612738,80,106,2021-05-06T00:49:04Z,4840000,-20.0,33.0,1,right,MISS K. Walker driving Layup - blocked,"[202689, 1629021]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.9,Missed,,,,,,,,,,,,,,,,,Wagner,1629021.0,
498,PT10M43.00S,2021-05-06T00:48:57.6Z,4,REGULAR,block,,[],1629021,,,1610612738,80,106,2021-05-06T00:48:59Z,4850000,,,0,,M. Wagner BLOCK (1 BLK),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT10M43.00S,2021-05-06T00:48:57.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,80,106,2021-05-06T00:49:04Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,497.0,,,,,,,,,,,,,,,,,,
500,PT10M43.00S,2021-05-06T00:49:01.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,80,106,2021-05-06T00:49:01Z,4870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT10M34.00S,2021-05-06T00:49:24.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203095,86.67871222076215,45.90226715686275,1610612738,80,108,2021-05-06T00:49:33Z,4880000,-20.0,73.0,1,right,E. Fournier 7' driving floating Jump Shot (16 PTS) (K. Walker 4 AST),"[203095, 202689]",1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,7.55,Made,,,,,16.0,,,,,,,K. Walker,202689.0,4.0,,,,,
503,PT10M23.00S,2021-05-06T00:49:34.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,10.463206307490145,50.314031862745104,1610612753,80,108,2021-05-06T00:49:55Z,4900000,-2.0,46.0,1,left,MISS I. Brazdeikis Layup,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,4.59,Missed,,,,,,,,,,,,,,,,,,,
504,PT10M23.00S,2021-05-06T00:49:34.8Z,4,REGULAR,rebound,offensive,[],1629649,,,1610612753,80,108,2021-05-06T01:00:24Z,4910000,,,0,,I. Brazdeikis REBOUND (Off:1 Def:2),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,503.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
505,PT10M23.00S,2021-05-06T00:49:52.6Z,4,REGULAR,foul,personal,[],1628436,,,1610612753,80,108,2021-05-06T00:50:01Z,4920000,,,0,,L. Kornet personal FOUL (3 PF),"[1628436, 1629021]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,1188.0,3.0,0.0,Wagner,1629021.0,,,,,,,,,
507,PT10M20.00S,2021-05-06T00:50:03.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630181,11.908672798948752,51.78462009803921,1610612753,80,108,2021-05-06T01:03:15Z,4932500,-9.0,59.0,1,left,MISS R. Hampton 6' driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,6.01,Missed,,,,,,,,,,,,,,,,,,,
508,PT10M17.00S,2021-05-06T00:50:06.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612753,80,108,2021-05-06T01:05:23Z,4933750,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,,
509,PT10M17.00S,2021-05-06T00:50:14.8Z,4,REGULAR,turnover,offensive-kicked-ball,[],1630181,,,1610612753,80,108,2021-05-06T01:02:52Z,4935000,,,0,,R. Hampton offensive-kicked-ball TURNOVER (1 TO),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,1.0,,,,,,,,
510,PT10M08.00S,2021-05-06T00:50:25.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203095,89.70105124835742,54.48069852941176,1610612738,80,110,2021-05-06T01:03:15Z,4970000,22.0,44.0,1,right,E. Fournier driving Layup (18 PTS),[203095],1610612738.0,BOS,driving,,,Fournier,E. Fournier,,,,,4.96,Made,,,,,18.0,,,,,,,,,,,,,,
511,PT09M51.00S,2021-05-06T00:50:41.2Z,4,REGULAR,3pt,Jump Shot,[],1628414,20.97568988173456,10.608149509803921,1610612753,80,110,2021-05-06T00:50:48Z,4980000,197.0,145.0,1,left,MISS S. Thornwell 24' 3PT,[1628414],1610612753.0,ORL,,,,Thornwell,S. Thornwell,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,,
512,PT09M48.00S,2021-05-06T00:50:44.2Z,4,REGULAR,rebound,offensive,[],1629021,,,1610612753,80,110,2021-05-06T00:50:48Z,4990000,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,511.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
513,PT09M46.00S,2021-05-06T00:50:46.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628414,26.757555847568987,18.206188725490197,1610612753,80,110,2021-05-06T00:50:54Z,5000000,159.0,199.0,1,left,MISS S. Thornwell 25' 3PT,[1628414],1610612753.0,ORL,,,,Thornwell,S. Thornwell,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
514,PT09M40.00S,2021-05-06T00:50:52.5Z,4,REGULAR,rebound,offensive,[],1630181,,,1610612753,80,110,2021-05-06T00:50:54Z,5010000,,,0,,R. Hampton REBOUND (Off:1 Def:4),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,513.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
515,PT09M40.00S,2021-05-06T00:50:51.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630181,5.590000152587891,50.0,1610612753,82,110,2021-05-06T00:50:51Z,5020000,0.0,0.0,1,left,R. Hampton tip DUNK (16 PTS),[1630181],1610612753.0,ORL,tip,,,Hampton,R. Hampton,,,,,0.0,Made,,,,,16.0,,,,,,,,,,,,,,
516,PT09M22.00S,2021-05-06T00:51:09.5Z,4,REGULAR,turnover,lost ball,[],1630174,,,1610612738,82,110,2021-05-06T00:51:14Z,5030000,,,0,,A. Nesmith lost ball TURNOVER (1 TO),"[1630174, 1628414]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,1.0,,,,Thornwell,1628414.0,,,
517,PT09M22.00S,2021-05-06T00:51:09.5Z,4,REGULAR,steal,,[],1628414,,,1610612753,82,110,2021-05-06T00:51:11Z,5040000,,,0,,S. Thornwell STEAL (2 STL),[1628414],1610612753.0,ORL,,,,Thornwell,S. Thornwell,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT09M14.00S,2021-05-06T00:51:18.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629021,6.652431011826544,5.951286764705882,1610612753,82,110,2021-05-06T00:51:23Z,5050000,220.0,10.0,1,left,MISS M. Wagner 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,22.04,Missed,,,,,,,,,,,,,,,,,,,
519,PT09M11.00S,2021-05-06T00:51:21.2Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,82,110,2021-05-06T00:51:23Z,5060000,,,0,,K. Walker REBOUND (Off:1 Def:2),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,518.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
