actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
268,PT04M39.00S,2021-02-14T18:53:56.0Z,2,REGULAR,substitution,in,[],1628464,,,1610612764,42,35,2021-02-14T18:53:58Z,2660000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M39.00S,2021-02-14T18:54:12.3Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,43,35,2021-02-14T18:54:12Z,2670000,,,0,,B. Beal Free Throw 2 of 2 (16 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,16.0,,,,,,,,,,,,
270,PT04M29.00S,2021-02-14T18:54:24.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,77.08607095926413,86.58854166666666,1610612738,43,35,2021-02-14T18:54:29Z,2680000,183.0,163.0,1,right,MISS J. Brown 24' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,24.49,Missed,,,,,,,,,,,,,
271,PT04M25.00S,2021-02-14T18:54:27.4Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,43,35,2021-02-14T18:54:27Z,2690000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,270.0,1.0,0.0,1.0,,,,,
272,PT04M14.00S,2021-02-14T18:54:39.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202689,74.72076215505913,8.892463235294118,1610612738,43,38,2021-02-14T18:54:52Z,2700000,-206.0,185.0,1,right,K. Walker 27' 3PT step back (12 PTS),[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,,,,,27.66,Made,12.0,,,,,,,,,,,,
273,PT03M59.00S,2021-02-14T18:54:53.2Z,2,REGULAR,3pt,Jump Shot,[],201566,29.517082785808146,23.84344362745098,1610612764,43,38,2021-02-14T18:54:59Z,2710000,131.0,225.0,1,left,MISS R. Westbrook 26' 3PT,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,26.03,Missed,,,,,,,,,,,,,
274,PT03M55.00S,2021-02-14T18:54:57.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,43,38,2021-02-14T18:54:59Z,2720000,,,0,,J. Brown REBOUND (Off:2 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,273.0,4.0,2.0,2.0,,,,,
275,PT03M43.00S,2021-02-14T18:55:15.8Z,2,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,43,38,2021-02-14T18:55:23Z,2730000,,,0,,K. Walker lost ball out-of-bounds TURNOVER (2 TO),[202689],1610612738.0,BOS,lost ball,,,Walker,K. Walker,,,,,1146.0,,,,,,,,,,,,,,,2.0,,,,
276,PT03M43.00S,2021-02-14T18:55:19.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,43,38,2021-02-14T18:55:19Z,2740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M34.00S,2021-02-14T18:55:29.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203078,21.107095926412615,94.921875,1610612764,43,38,2021-02-14T18:55:35Z,2750000,-225.0,146.0,1,left,MISS B. Beal 26' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,26.78,Missed,,,,,,,,,,,,,
278,PT03M32.00S,2021-02-14T18:55:33.7Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612764,43,38,2021-02-14T18:55:33Z,2760000,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,277.0,3.0,2.0,1.0,,,,,
279,PT03M32.00S,2021-02-14T18:55:34.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612764,43,38,2021-02-14T18:55:41Z,2770000,,,0,,D. Theis shooting personal FOUL (2 PF) (Hachimura 2 FT),"[1628464, 1629060]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,1146.0,2.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,,,,
281,PT03M32.00S,2021-02-14T18:56:10.3Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629060,,,1610612764,44,38,2021-02-14T18:56:10Z,2790000,,,0,,R. Hachimura Free Throw 1 of 2 (5 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
282,PT03M32.00S,2021-02-14T18:56:25.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629060,,,1610612764,45,38,2021-02-14T18:56:25Z,2800000,,,0,,R. Hachimura Free Throw 2 of 2 (6 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
283,PT03M18.00S,2021-02-14T18:56:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,94.43166885676742,60.11795343137255,1610612738,45,38,2021-02-14T18:56:47Z,2810000,51.0,0.0,1,right,MISS R. Williams III cutting Layup,[1629057],1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,,,5.06,Missed,,,,,,,,,,,,,
284,PT03M14.00S,2021-02-14T18:56:46.1Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,45,38,2021-02-14T18:56:46Z,2820000,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,283.0,4.0,3.0,1.0,,,,,
285,PT03M03.00S,2021-02-14T18:56:56.6Z,2,REGULAR,3pt,Jump Shot,[],1629060,23.340998685939553,8.15716911764706,1610612764,45,38,2021-02-14T18:57:01Z,2830000,209.0,167.0,1,left,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,26.76,Missed,,,,,,,,,,,,,
286,PT03M01.00S,2021-02-14T18:56:58.6Z,2,REGULAR,rebound,offensive,[],201566,,,1610612764,45,38,2021-02-14T18:57:01Z,2840000,,,0,,R. Westbrook REBOUND (Off:2 Def:2),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,285.0,4.0,2.0,2.0,,,,,
287,PT02M59.00S,2021-02-14T18:57:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,10.5946123521682,53.01011029411765,1610612764,47,38,2021-02-14T18:57:11Z,2850000,-15.0,47.0,1,left,R. Hachimura Layup (8 PTS) (R. Westbrook 7 AST),"[1629060, 201566]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,4.95,Made,8.0,R. Westbrook,201566.0,7.0,,,,,,,,,
289,PT02M59.00S,2021-02-14T18:57:05.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628400,,,1610612764,47,38,2021-02-14T18:57:21Z,2870000,,,0,,S. Ojeleye shooting personal FOUL (3 PF) (Hachimura 1 FT),"[1628400, 1629060]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,1627519.0,3.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,,,,
291,PT02M59.00S,2021-02-14T18:57:26.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,47,38,2021-02-14T18:57:26Z,2890000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M59.00S,2021-02-14T18:57:49.1Z,2,REGULAR,substitution,out,[],1628400,,,1610612764,47,38,2021-02-14T18:59:51Z,2900000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M59.00S,2021-02-14T18:57:49.1Z,2,REGULAR,substitution,out,[],1629057,,,1610612764,47,38,2021-02-14T18:59:51Z,2910000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M59.00S,2021-02-14T18:57:49.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612764,47,38,2021-02-14T18:59:51Z,2920000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M59.00S,2021-02-14T18:57:49.1Z,2,REGULAR,substitution,in,[],202684,,,1610612764,47,38,2021-02-14T18:59:51Z,2930000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M59.00S,2021-02-14T19:00:24.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629060,,,1610612764,48,38,2021-02-14T19:00:24Z,2940000,,,0,,R. Hachimura Free Throw 1 of 1 (9 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
297,PT02M41.00S,2021-02-14T19:00:45.7Z,2,REGULAR,2pt,Jump Shot,[],1627759,81.68528252299606,22.37285539215686,1610612738,48,40,2021-02-14T19:00:50Z,2950000,-138.0,120.0,1,right,J. Brown 18' pullup Jump Shot (13 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,,,,,,18.28,Made,13.0,,,,,,,,,,,,
298,PT02M26.00S,2021-02-14T19:01:01.6Z,2,REGULAR,3pt,Jump Shot,[],203078,34.247700394218136,70.41207107843137,1610612764,48,40,2021-02-14T19:05:04Z,2960000,-102.0,269.0,1,left,MISS B. Beal 28' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,28.81,Missed,,,,,,,,,,,,,
299,PT02M24.00S,2021-02-14T19:01:03.6Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612738,48,40,2021-02-14T19:05:04Z,2970000,,,0,,D. Theis REBOUND (Off:0 Def:1),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,298.0,1.0,1.0,0.0,,,,,
301,PT02M22.00S,2021-02-14T19:01:07.7Z,2,REGULAR,turnover,bad pass,[],1628464,,,1610612738,48,40,2021-02-14T19:04:18Z,2990000,,,0,,D. Theis bad pass TURNOVER (1 TO),"[1628464, 203078]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,1.0,,,Beal,203078.0
302,PT02M22.00S,2021-02-14T19:01:07.7Z,2,REGULAR,steal,,[],203078,,,1610612764,48,40,2021-02-14T19:01:10Z,3000000,,,0,,B. Beal STEAL (1 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M19.00S,2021-02-14T19:01:11.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203078,5.075558475689881,97.37285539215686,1610612764,48,40,2021-02-14T19:03:56Z,3010000,-237.0,-5.0,1,left,MISS B. Beal pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,,,,,23.69,Missed,,,,,,,,,,,,,
304,PT02M17.00S,2021-02-14T19:01:13.6Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,48,40,2021-02-14T19:08:46Z,3020000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,303.0,5.0,3.0,2.0,,,,,
305,PT02M10.00S,2021-02-14T19:01:20.4Z,2,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612738,48,40,2021-02-14T19:01:58Z,3030000,,,0,,D. Avdija shooting personal FOUL (2 PF) (Thompson 2 FT),"[1630166, 202684]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,1146.0,2.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,
307,PT02M10.00S,2021-02-14T19:01:48.9Z,2,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,48,41,2021-02-14T19:02:15Z,3050000,,,0,,K. Walker Free Throw 1 of 2 (13 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
308,PT02M10.00S,2021-02-14T19:01:49.6Z,2,REGULAR,substitution,out,[],1630166,,,1610612738,48,41,2021-02-14T19:01:52Z,3060000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M10.00S,2021-02-14T19:01:49.6Z,2,REGULAR,substitution,in,[],202722,,,1610612738,48,41,2021-02-14T19:01:52Z,3070000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M10.00S,2021-02-14T19:01:48.9Z,2,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,48,41,2021-02-14T19:02:15Z,3080000,,,0,,MISS K. Walker Free Throw 2 of 2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,
311,PT02M06.00S,2021-02-14T19:01:52.9Z,2,REGULAR,rebound,defensive,[],201566,,,1610612764,48,41,2021-02-14T19:02:15Z,3090000,,,0,,R. Westbrook REBOUND (Off:2 Def:3),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,310.0,5.0,3.0,2.0,,,,,
312,PT02M00.00S,2021-02-14T19:02:25.1Z,2,REGULAR,foul,offensive,[],1629060,,,1610612764,48,41,2021-02-14T19:02:33Z,3100000,,,0,,R. Hachimura charge offensive FOUL (1 PF),"[1629060, 1629684]",1610612764.0,WAS,charge,,,Hachimura,R. Hachimura,,,,,1146.0,1.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
314,PT02M00.00S,2021-02-14T19:02:25.1Z,2,REGULAR,turnover,offensive foul,[],1629060,,,1610612764,48,41,2021-02-14T19:02:25Z,3120000,,,0,,R. Hachimura offensive foul TURNOVER (1 TO),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,1146.0,,,,,,,,,,,,,,,1.0,,,,
315,PT01M42.00S,2021-02-14T19:02:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,92.46057818659659,60.11795343137255,1610612738,48,41,2021-02-14T19:03:01Z,3130000,51.0,18.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,5.38,Missed,,,,,,,,,,,,,
316,PT01M40.00S,2021-02-14T19:02:59.8Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,48,41,2021-02-14T19:03:01Z,3140000,,,0,,D. Bertans REBOUND (Off:0 Def:4),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,315.0,4.0,4.0,0.0,,,,,
317,PT01M36.00S,2021-02-14T19:03:03.6Z,2,REGULAR,3pt,Jump Shot,[],202722,33.98488830486202,40.26501225490196,1610612764,51,41,2021-02-14T19:03:11Z,3150000,49.0,267.0,1,left,D. Bertans 27' 3PT  (3 PTS) (R. Westbrook 8 AST),"[202722, 201566]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,27.14,Made,3.0,R. Westbrook,201566.0,8.0,,,,,,,,,
319,PT01M19.00S,2021-02-14T19:03:21.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,88.25558475689881,57.421875,1610612738,51,43,2021-02-14T19:03:24Z,3170000,37.0,58.0,1,right,K. Walker 6' pullup Jump Shot (15 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,,,,,6.88,Made,15.0,,,,,,,,,,,,
320,PT01M08.00S,2021-02-14T19:03:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,7.046649145860711,65.01991421568627,1610612764,51,43,2021-02-14T19:03:35Z,3180000,-75.0,14.0,1,left,MISS B. Beal 7' driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,,,,,,7.63,Missed,,,,,,,,,,,,,
321,PT01M06.00S,2021-02-14T19:03:34.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,51,43,2021-02-14T19:03:35Z,3190000,,,0,,T. Thompson REBOUND (Off:2 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,320.0,6.0,4.0,2.0,,,,,
322,PT01M04.00S,2021-02-14T19:03:41.5Z,2,REGULAR,foul,personal,[],202722,,,1610612738,51,43,2021-02-14T19:04:47Z,3200000,,,0,,D. Bertans personal FOUL (2 PF),"[202722, 202684]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,200833.0,2.0,0.0,Thompson,202684.0,,,,,,,,,,,,,,,
324,PT01M04.00S,2021-02-14T19:04:51.8Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612738,51,43,2021-02-14T19:04:51Z,3220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M56.40S,2021-02-14T19:05:06.8Z,2,REGULAR,3pt,Jump Shot,[],1628464,91.80354796320631,96.8826593137255,1610612738,51,43,2021-02-14T19:05:12Z,3230000,234.0,25.0,1,right,MISS D. Theis 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,23.57,Missed,,,,,,,,,,,,,
326,PT00M52.40S,2021-02-14T19:05:10.8Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612764,51,43,2021-02-14T19:05:12Z,3240000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,325.0,2.0,2.0,0.0,,,,,
327,PT00M44.40S,2021-02-14T19:05:19.7Z,2,REGULAR,2pt,Jump Shot,[],201566,14.273981603153747,13.549325980392158,1610612764,53,43,2021-02-14T19:05:22Z,3250000,182.0,82.0,1,left,R. Westbrook 19' pullup Jump Shot (6 PTS),[201566],1610612764.0,WAS,pullup,,,Westbrook,R. Westbrook,,,,,,,,,,19.98,Made,6.0,,,,,,,,,,,,
328,PT00M28.60S,2021-02-14T19:05:39.0Z,2,REGULAR,3pt,Jump Shot,[],1628464,92.46057818659659,2.5199142156862746,1610612738,53,43,2021-02-14T19:05:43Z,3260000,-237.0,18.0,1,right,MISS D. Theis 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,23.81,Missed,,,,,,,,,,,,,
329,PT00M25.90S,2021-02-14T19:05:41.7Z,2,REGULAR,rebound,defensive,[],201566,,,1610612764,53,43,2021-02-14T19:05:43Z,3270000,,,0,,R. Westbrook REBOUND (Off:2 Def:4),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,328.0,6.0,4.0,2.0,,,,,
330,PT00M08.00S,2021-02-14T19:06:01.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612764,53,43,2021-02-14T19:06:09Z,3280000,,,0,,G. Williams shooting personal FOUL (1 PF) (Beal 2 FT),"[1629684, 203078]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,1146.0,1.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
332,PT00M08.00S,2021-02-14T19:06:27.7Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,54,43,2021-02-14T19:06:27Z,3300000,,,0,,B. Beal Free Throw 1 of 2 (17 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,17.0,,,,,,,,,,,,
333,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,out,[],1629021,,,1610612764,54,43,2021-02-14T19:06:43Z,3310000,,,0,,SUB out: M. Wagner,[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,out,[],202722,,,1610612764,54,43,2021-02-14T19:06:43Z,3320000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612764,54,43,2021-02-14T19:06:43Z,3330000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,out,[],202684,,,1610612764,54,43,2021-02-14T19:06:43Z,3340000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,54,43,2021-02-14T19:06:43Z,3350000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,in,[],203526,,,1610612764,54,43,2021-02-14T19:06:43Z,3360000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612764,54,43,2021-02-14T19:06:43Z,3370000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M08.00S,2021-02-14T19:06:28.2Z,2,REGULAR,substitution,in,[],1630174,,,1610612764,54,43,2021-02-14T19:06:43Z,3380000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M08.00S,2021-02-14T19:07:07.2Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,55,43,2021-02-14T19:07:07Z,3390000,,,0,,B. Beal Free Throw 2 of 2 (18 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,Made,18.0,,,,,,,,,,,,
342,PT00M03.40S,2021-02-14T19:07:15.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,66.96780551905388,17.96109068627451,1610612738,55,43,2021-02-14T19:07:23Z,3400000,-160.0,258.0,1,right,MISS J. Brown 30' running pullup 3PT,[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,,,,,,30.37,Missed,,,,,,,,,,,,,
343,PT00M03.00S,2021-02-14T19:07:15.4Z,2,REGULAR,rebound,defensive,[],201566,,,1610612764,55,43,2021-02-14T19:07:28Z,3410000,,,0,,R. Westbrook REBOUND (Off:2 Def:5),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,342.0,7.0,5.0,2.0,,,,,
344,PT00M00.00S,2021-02-14T19:07:31.0Z,2,REGULAR,period,end,[],0,,,1610612764,55,43,2021-02-14T19:07:31Z,3420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-02-14T19:18:29.5Z,3,REGULAR,substitution,out,['startperiod'],1630166,,,1610612764,55,43,2021-02-14T19:22:27Z,3430000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-02-14T19:18:29.5Z,3,REGULAR,substitution,out,['startperiod'],203526,,,1610612764,55,43,2021-02-14T19:22:27Z,3440000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-02-14T19:18:29.5Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612764,55,43,2021-02-14T19:22:27Z,3450000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-02-14T19:18:29.5Z,3,REGULAR,substitution,in,['startperiod'],1629021,,,1610612764,55,43,2021-02-14T19:22:27Z,3460000,,,0,,SUB in: M. Wagner,[1629021],1610612764.0,WAS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-02-14T19:18:29.5Z,3,REGULAR,substitution,in,['startperiod'],1629726,,,1610612764,55,43,2021-02-14T19:22:27Z,3470000,,,0,,SUB in: G. Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-02-14T19:18:29.5Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612764,55,43,2021-02-14T19:22:27Z,3480000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-02-14T19:22:41.7Z,3,REGULAR,period,start,[],0,,,1610612764,55,43,2021-02-14T19:22:41Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M45.00S,2021-02-14T19:22:56.6Z,3,REGULAR,2pt,Jump Shot,[],201566,79.97700394218134,74.57873774509804,1610612764,55,43,2021-02-14T19:23:03Z,3500000,123.0,136.0,1,right,MISS R. Westbrook 18' Jump Shot,[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,18.31,Missed,,,,,,,,,,,,,
353,PT11M41.00S,2021-02-14T19:23:00.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,55,43,2021-02-14T19:23:03Z,3510000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,352.0,,,,,,,,
354,PT11M41.00S,2021-02-14T19:23:14.3Z,3,REGULAR,substitution,out,[],1628464,,,1610612764,55,43,2021-02-14T19:23:19Z,3520000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
355,PT11M41.00S,2021-02-14T19:23:14.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612764,55,43,2021-02-14T19:23:19Z,3530000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
