actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
340,PT10M57.00S,2021-04-08T00:55:08.2Z,3,REGULAR,foul,personal,[],1629628,,,1610612738,47,46,2021-04-08T00:58:55Z,3360000,,,0,,R. Barrett take personal FOUL (1 PF),"[1629628, 1627759]",1610612752.0,NYK,take,,,Barrett,R. Barrett,,,,,1146.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
342,PT10M37.00S,2021-04-08T00:55:43.1Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,47,46,2021-04-08T00:55:47Z,3380000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (3 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,1628484.0,,,,,,,,,,,,,,,3.0,,,,,
343,PT10M23.00S,2021-04-08T00:56:02.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203457,90.88370565045992,46.392463235294116,1610612752,47,48,2021-04-08T01:00:33Z,3390000,-18.0,33.0,1,right,N. Noel alley-oop DUNK (4 PTS) (E. Payton 1 AST),"[203457, 203901]",1610612752.0,NYK,alley-oop,,,Noel,N. Noel,,,,,,,,,,Made,4.0,,,,,3.78,E. Payton,203901.0,1.0,,,,,,
345,PT10M04.00S,2021-04-08T00:56:20.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,18.610381077529567,3.2552083333333335,1610612738,50,48,2021-04-08T00:56:48Z,3410000,234.0,122.0,1,left,J. Brown 26' 3PT  (16 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,16.0,,,,,26.38,J. Tatum,1628369.0,3.0,,,,,,
348,PT09M55.00S,2021-04-08T00:56:33.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203901,89.96386333771353,44.676776960784316,1610612752,50,48,2021-04-08T00:56:56Z,3430000,-27.0,42.0,1,right,MISS E. Payton Layup - blocked,"[203901, 1629057]",1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,Missed,,,,,,4.95,,,,,Williams III,1629057.0,,,
349,PT09M55.00S,2021-04-08T00:56:33.1Z,3,REGULAR,block,,[],1629057,,,1610612752,50,48,2021-04-08T00:56:36Z,3440000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT09M54.00S,2021-04-08T00:56:34.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,50,48,2021-04-08T00:56:56Z,3450000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,,,
351,PT09M54.00S,2021-04-08T00:56:38.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,50,48,2021-04-08T00:56:38Z,3460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M52.00S,2021-04-08T00:56:50.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203944,82.9993429697766,22.37285539215686,1610612752,50,50,2021-04-08T00:57:02Z,3470000,-138.0,107.0,1,right,J. Randle 17' pullup Jump Shot (9 PTS) (E. Payton 2 AST),"[203944, 203901]",1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,,,,,,Made,9.0,,,,,17.49,E. Payton,203901.0,2.0,,,,,,
354,PT09M39.00S,2021-04-08T00:57:07.0Z,3,REGULAR,turnover,traveling,[],1628369,,,1610612738,50,50,2021-04-08T01:02:14Z,3490000,,,0,,J. Tatum traveling TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1628484.0,,,,,,,,,,,,,,,4.0,,,,,
355,PT09M29.00S,2021-04-08T00:57:31.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629628,80.76544021024968,41.24540441176471,1610612752,50,50,2021-04-08T00:58:08Z,3500000,-44.0,128.0,1,right,MISS R. Barrett 13' Jump Shot,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,13.56,,,,,,,,,
356,PT09M26.00S,2021-04-08T00:57:33.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,50,50,2021-04-08T00:57:33Z,3510000,,,0,,R. Williams III REBOUND (Off:5 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,355.0,7.0,2.0,5.0,,,,,,,,,,
358,PT09M16.00S,2021-04-08T00:57:46.1Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,50,50,2021-04-08T01:04:34Z,3520000,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (5 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,1628484.0,,,,,,,,,,,,,,,5.0,,,,,
359,PT09M05.00S,2021-04-08T00:58:10.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203901,66.5735873850197,70.65716911764706,1610612752,50,53,2021-04-08T00:58:20Z,3530000,103.0,262.0,1,right,E. Payton 28' 3PT  (3 PTS) (R. Barrett 1 AST),"[203901, 1629628]",1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,Made,3.0,,,,,28.13,R. Barrett,1629628.0,1.0,,,,,,
361,PT08M50.00S,2021-04-08T00:58:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.30946123521682,45.90226715686275,1610612738,50,53,2021-04-08T00:58:37Z,3550000,20.0,16.0,1,left,MISS R. Williams III Layup - blocked,"[1629057, 203457]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Missed,,,,,,2.61,,,,,Noel,203457.0,,,
362,PT08M50.00S,2021-04-08T00:58:25.2Z,3,REGULAR,block,,[],203457,,,1610612738,50,53,2021-04-08T00:58:29Z,3560000,,,0,,N. Noel BLOCK (2 BLK),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M45.00S,2021-04-08T00:58:30.2Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,50,53,2021-04-08T00:58:49Z,3570000,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,361.0,2.0,2.0,0.0,,,,,,,,,,
364,PT08M43.00S,2021-04-08T00:58:32.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,91.40932982917214,53.990502450980394,1610612752,50,55,2021-04-08T00:58:41Z,3580000,20.0,28.0,1,right,J. Randle running Layup (11 PTS) (R. Barrett 2 AST),"[203944, 1629628]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,,,,,,Made,11.0,,,,,3.47,R. Barrett,1629628.0,2.0,,,,,,
365,PT08M26.00S,2021-04-08T00:58:49.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.517082785808146,75.06893382352942,1610612738,50,55,2021-04-08T00:58:54Z,3590000,-125.0,225.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,25.75,,,,,,,,,
366,PT08M25.00S,2021-04-08T00:58:50.0Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,50,55,2021-04-08T00:58:54Z,3600000,,,0,,J. Brown REBOUND (Off:2 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,365.0,6.0,4.0,2.0,,,,,,,,,,
367,PT08M22.00S,2021-04-08T00:58:53.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,33.590670170827856,37.32383578431372,1610612738,50,55,2021-04-08T00:58:59Z,3610000,63.0,263.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,27.08,,,,,,,,,
368,PT08M18.00S,2021-04-08T00:58:57.0Z,3,REGULAR,rebound,defensive,[],203901,,,1610612752,50,55,2021-04-08T00:58:59Z,3620000,,,0,,E. Payton REBOUND (Off:1 Def:1),[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,367.0,2.0,1.0,1.0,,,,,,,,,,
369,PT08M13.00S,2021-04-08T00:59:04.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,89.17542706964521,64.28462009803921,1610612752,50,57,2021-04-08T01:05:55Z,3622500,71.0,49.0,1,right,E. Payton 8' driving floating Jump Shot (5 PTS),[203901],1610612752.0,NYK,driving floating,,,Payton,E. Payton,,,,,,,,,,Made,5.0,,,,,8.68,,,,,,,,,
370,PT08M11.00S,2021-04-08T00:59:11.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,50,57,2021-04-08T01:06:11Z,3623750,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT08M11.00S,2021-04-08T01:01:36.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,50,57,2021-04-08T01:05:55Z,3625000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M11.00S,2021-04-08T01:01:36.8Z,3,REGULAR,substitution,out,[],1629641,,,1610612738,50,57,2021-04-08T01:05:55Z,3627500,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT08M11.00S,2021-04-08T01:01:36.8Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,50,57,2021-04-08T01:05:55Z,3628750,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M11.00S,2021-04-08T01:01:36.8Z,3,REGULAR,substitution,in,[],202684,,,1610612738,50,57,2021-04-08T01:05:55Z,3629375,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M57.00S,2021-04-08T01:02:10.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,27.677398160315374,18.206188725490197,1610612738,53,57,2021-04-08T01:02:15Z,3690000,159.0,208.0,1,left,J. Brown 26' 3PT  (19 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,19.0,,,,,26.16,J. Tatum,1628369.0,4.0,,,,,,
377,PT07M40.00S,2021-04-08T01:02:28.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203901,90.3580814717477,62.32383578431373,1610612752,53,57,2021-04-08T01:02:38Z,3710000,62.0,38.0,1,right,MISS E. Payton 7' driving floating Shot,[203901],1610612752.0,NYK,driving floating,,,Payton,E. Payton,,,,,,,,,,Missed,,,,,,7.24,,,,,,,,,
378,PT07M39.00S,2021-04-08T01:02:29.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,53,57,2021-04-08T01:02:38Z,3720000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,377.0,,,,,,,,,,,,,
379,PT07M39.00S,2021-04-08T01:02:37.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,53,57,2021-04-08T01:02:37Z,3730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M27.00S,2021-04-08T01:02:49.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,27.151773981603156,83.15716911764706,1610612738,56,57,2021-04-08T01:02:54Z,3740000,-166.0,203.0,1,left,J. Tatum 26' 3PT pullup (12 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Made,12.0,,,,,26.19,G. Williams,1629684.0,1.0,,,,,,
381,PT07M11.00S,2021-04-08T01:03:04.8Z,3,REGULAR,3pt,Jump Shot,[],203944,72.88107752956637,85.85324754901961,1610612752,56,57,2021-04-08T01:03:10Z,3750000,179.0,202.0,1,right,MISS J. Randle 27' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,27.04,,,,,,,,,
382,PT07M09.00S,2021-04-08T01:03:06.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,57,2021-04-08T01:03:10Z,3760000,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,381.0,7.0,7.0,0.0,,,,,,,,,,
383,PT07M00.00S,2021-04-08T01:03:16.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.783837056504599,54.23560049019608,1610612738,58,57,2021-04-08T01:03:27Z,3770000,-21.0,11.0,1,left,J. Tatum driving reverse Layup (14 PTS),[1628369],1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,,,Made,14.0,,,,,2.4,,,,,,,,,
384,PT06M59.00S,2021-04-08T01:03:23.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,58,57,2021-04-08T01:03:23Z,3780000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M50.00S,2021-04-08T01:06:25.2Z,3,REGULAR,turnover,traveling,[],1629628,,,1610612752,58,57,2021-04-08T01:06:33Z,3790000,,,0,,R. Barrett traveling TURNOVER (2 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,1146.0,,,,,,,,,,,,,,,2.0,,,,,
386,PT06M49.00S,2021-04-08T01:06:45.9Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612738,58,57,2021-04-08T01:06:45Z,3800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M31.00S,2021-04-08T01:07:02.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,8.886333771353483,47.86305147058824,1610612738,60,57,2021-04-08T01:07:08Z,3810000,11.0,31.0,1,left,J. Tatum driving floating Jump Shot (16 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,Made,16.0,,,,,3.28,,,,,,,,,
388,PT06M15.00S,2021-04-08T01:07:22.1Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612752,60,57,2021-04-08T01:07:30Z,3820000,,,0,,G. Williams shooting personal FOUL (3 PF) (Randle 2 FT),"[1629684, 203944]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,1151.0,3.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,,
390,PT06M15.00S,2021-04-08T01:07:48.2Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,60,58,2021-04-08T01:07:48Z,3840000,,,0,,J. Randle Free Throw 1 of 2 (12 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
392,PT06M15.00S,2021-04-08T01:08:06.9Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,60,59,2021-04-08T01:08:06Z,3850000,,,0,,J. Randle Free Throw 2 of 2 (13 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
393,PT05M56.00S,2021-04-08T01:08:26.9Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,60,59,2021-04-08T01:08:34Z,3860000,,,0,,J. Tatum lost ball TURNOVER (6 TO),"[1628369, 203944]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,6.0,,,Randle,203944.0,
394,PT05M56.00S,2021-04-08T01:08:26.9Z,3,REGULAR,steal,,[],203944,,,1610612752,60,59,2021-04-08T01:08:30Z,3870000,,,0,,J. Randle STEAL (2 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT05M49.00S,2021-04-08T01:08:35.0Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",203457,91.93495400788436,68.45128676470588,1610612752,60,59,2021-04-08T01:08:51Z,3880000,92.0,23.0,1,right,MISS N. Noel 9' Jump Shot,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,Missed,,,,,,9.52,,,,,,,,,
396,PT05M45.00S,2021-04-08T01:08:39.0Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,60,59,2021-04-08T01:08:47Z,3890000,,,0,,T. Thompson REBOUND (Off:2 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,395.0,6.0,4.0,2.0,,,,,,,,,,
397,PT05M34.00S,2021-04-08T01:08:50.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.908672798948752,55.70618872549019,1610612738,62,59,2021-04-08T01:08:58Z,3900000,-29.0,59.0,1,left,J. Brown 6' turnaround Jump Shot (21 PTS) (M. Smart 5 AST),"[1627759, 203935]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,,,,,,Made,21.0,,,,,6.59,M. Smart,203935.0,5.0,,,,,,
399,PT05M34.00S,2021-04-08T01:08:57.0Z,3,REGULAR,foul,personal,['1freethrow'],203901,,,1610612738,62,59,2021-04-08T01:09:11Z,3920000,,,0,,E. Payton shooting personal FOUL (3 PF) (Brown 1 FT),"[203901, 1627759]",1610612752.0,NYK,shooting,,,Payton,E. Payton,,,,,1151.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
401,PT05M34.00S,2021-04-08T01:09:15.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,62,59,2021-04-08T01:09:15Z,3940000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT05M34.00S,2021-04-08T01:09:19.5Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612738,62,59,2021-04-08T01:11:50Z,3950000,,,0,,,[],1610612752.0,NYK,stands,,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
403,PT05M34.00S,2021-04-08T01:12:35.3Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,63,59,2021-04-08T01:12:35Z,3960000,,,0,,J. Brown Free Throw 1 of 1 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
404,PT05M18.00S,2021-04-08T01:12:56.1Z,3,REGULAR,3pt,Jump Shot,[],203493,88.51839684625493,96.14736519607843,1610612752,63,62,2021-04-08T01:13:10Z,3970000,231.0,55.0,1,right,R. Bullock 3PT  (6 PTS) (E. Payton 3 AST),"[203493, 203901]",1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,Made,6.0,,,,,23.73,E. Payton,203901.0,3.0,,,,,,
407,PT05M04.00S,2021-04-08T01:13:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.040078843626807,43.69638480392157,1610612738,63,62,2021-04-08T01:13:18Z,3990000,32.0,61.0,1,left,MISS M. Smart 6' driving floating bank Shot,[203935],1610612738.0,BOS,driving floating bank,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,,6.84,,,,,,,,,
408,PT05M00.00S,2021-04-08T01:13:13.6Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,63,62,2021-04-08T01:13:13Z,4000000,,,0,,J. Randle REBOUND (Off:0 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,407.0,7.0,7.0,0.0,,,,,,,,,,
409,PT04M56.00S,2021-04-08T01:13:20.7Z,3,REGULAR,foul,personal,['2freethrow'],202684,,,1610612752,63,62,2021-04-08T01:13:30Z,4010000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Noel 2 FT),"[202684, 203457]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,1151.0,1.0,0.0,Noel,203457.0,,,,,,,,,,,,,,,,
411,PT04M56.00S,2021-04-08T01:13:47.6Z,3,REGULAR,freethrow,1 of 2,[],203457,,,1610612752,63,63,2021-04-08T01:13:47Z,4030000,,,0,,N. Noel Free Throw 1 of 2 (5 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
412,PT04M56.00S,2021-04-08T01:13:59.6Z,3,REGULAR,substitution,out,[],202684,,,1610612752,63,63,2021-04-08T01:14:04Z,4040000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M56.00S,2021-04-08T01:13:59.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612752,63,63,2021-04-08T01:14:04Z,4050000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M56.00S,2021-04-08T01:14:23.1Z,3,REGULAR,freethrow,2 of 2,[],203457,,,1610612752,63,64,2021-04-08T01:14:23Z,4060000,,,0,,N. Noel Free Throw 2 of 2 (6 PTS),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
415,PT04M31.00S,2021-04-08T01:14:51.0Z,3,REGULAR,3pt,Jump Shot,[],1628369,6.258212877792378,96.14736519607843,1610612738,63,64,2021-04-08T01:14:58Z,4070000,-231.0,6.0,1,left,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,23.08,,,,,,,,,
416,PT04M29.00S,2021-04-08T01:14:53.0Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,63,64,2021-04-08T01:14:58Z,4080000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,415.0,3.0,3.0,0.0,,,,,,,,,,
417,PT04M17.00S,2021-04-08T01:15:05.2Z,3,REGULAR,2pt,Jump Shot,[],203944,89.17542706964521,70.90226715686273,1610612752,63,64,2021-04-08T01:15:12Z,4090000,105.0,49.0,1,right,MISS J. Randle 11' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,11.55,,,,,,,,,
418,PT04M12.00S,2021-04-08T01:15:09.4Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,63,64,2021-04-08T01:15:09Z,4100000,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,417.0,4.0,3.0,1.0,,,,,,,,,,
419,PT04M12.00S,2021-04-08T01:15:09.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,94.40999984741211,50.0,1610612752,63,66,2021-04-08T01:15:09Z,4110000,0.0,0.0,1,right,R. Barrett tip Layup (18 PTS),[1629628],1610612752.0,NYK,tip,,,Barrett,R. Barrett,,,,,,,,,,Made,18.0,,,,,0.0,,,,,,,,,
420,PT04M04.00S,2021-04-08T01:15:17.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,4.681340341655716,96.8826593137255,1610612738,66,66,2021-04-08T01:15:21Z,4120000,-234.0,-8.0,1,left,J. Brown 3PT  (25 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,25.0,,,,,23.46,M. Smart,203935.0,6.0,,,,,,
422,PT03M47.00S,2021-04-08T01:15:34.0Z,3,REGULAR,3pt,Jump Shot,[],203493,65.78515111695138,34.627757352941174,1610612752,66,66,2021-04-08T01:15:39Z,4140000,-77.0,269.0,1,right,MISS R. Bullock 27' 3PT,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,Missed,,,,,,27.99,,,,,,,,,
423,PT03M44.00S,2021-04-08T01:15:37.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,66,66,2021-04-08T01:15:39Z,4150000,,,0,,R. Williams III REBOUND (Off:5 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,422.0,8.0,3.0,5.0,,,,,,,,,,
424,PT03M39.00S,2021-04-08T01:15:47.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,10.5946123521682,45.166973039215684,1610612738,66,66,2021-04-08T01:16:26Z,4160000,24.0,47.0,1,left,MISS R. Williams III driving Layup - blocked,"[1629057, 203944]",1610612738.0,BOS,driving,,,Williams III,R. Williams III,,,,,,,,,,Missed,,,,,,5.3,,,,,Randle,203944.0,,,
425,PT03M39.00S,2021-04-08T01:15:47.2Z,3,REGULAR,block,,[],203944,,,1610612738,66,66,2021-04-08T01:15:53Z,4170000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M37.00S,2021-04-08T01:15:49.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,66,66,2021-04-08T01:16:26Z,4180000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,424.0,,,,,,,,,,,,,
427,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612752,66,66,2021-04-08T01:16:14Z,4190000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,out,[],203457,,,1610612752,66,66,2021-04-08T01:16:14Z,4200000,,,0,,SUB out: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,out,[],203901,,,1610612752,66,66,2021-04-08T01:16:14Z,4210000,,,0,,SUB out: E. Payton,[203901],1610612752.0,NYK,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,out,[],203493,,,1610612752,66,66,2021-04-08T01:16:14Z,4220000,,,0,,SUB out: R. Bullock,[203493],1610612752.0,NYK,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612752,66,66,2021-04-08T01:16:14Z,4230000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
