actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
338,PT10M37.00S,2021-03-28T02:19:13.6Z,3,REGULAR,2pt,Jump Shot,[],1630197,20.71287779237845,60.36305147058824,1610612760,56,49,2021-03-28T02:19:18Z,3340000,-52.0,142.0,1,left,A. Pokusevski 15' pullup Jump Shot (4 PTS),[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,15.13,Made,,,,,4.0,,,,,,,,,,,,,
339,PT10M26.00S,2021-03-28T02:19:27.2Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,56,49,2021-03-28T02:21:19Z,3350000,,,0,,J. Brown offensive FOUL (3 PF),"[1627759, 1629676]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1627541.0,3.0,0.0,Roby,1629676.0,,,,,
341,PT10M26.00S,2021-03-28T02:19:27.2Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,56,49,2021-03-28T02:19:27Z,3370000,,,0,,J. Brown offensive foul TURNOVER (1 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1627541.0,,,,,,,1.0,,
342,PT10M16.00S,2021-03-28T02:19:49.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630177,25.04927726675427,13.059129901960784,1610612760,59,49,2021-03-28T02:19:55Z,3380000,185.0,183.0,1,left,T. Maledon 26' 3PT  (10 PTS) (A. Pokusevski 5 AST),"[1630177, 1630197]",1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,26.0,Made,,,,,10.0,A. Pokusevski,1630197.0,5.0,,,,,,,,,,
344,PT09M52.00S,2021-03-28T02:20:13.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,92.19776609724047,4.970894607843137,1610612738,59,52,2021-03-28T02:20:17Z,3400000,-225.0,21.0,1,right,J. Tatum 3PT pullup (10 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,22.61,Made,,,,,10.0,,,,,,,,,,,,,
345,PT09M37.00S,2021-03-28T02:20:28.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629676,6.652431011826544,62.32383578431373,1610612760,59,52,2021-03-28T02:20:36Z,3410000,-62.0,10.0,1,left,MISS I. Roby 6' bank Shot,[1629676],1610612760.0,OKC,bank,,,Roby,I. Roby,,,,,6.24,Missed,,,,,,,,,,,,,,,,,,
346,PT09M36.00S,2021-03-28T02:20:29.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,59,52,2021-03-28T02:20:36Z,3420000,,,0,,R. Williams III REBOUND (Off:3 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,345.0,9.0,6.0,3.0,,,,,,,,,,,,,,
347,PT09M22.00S,2021-03-28T02:20:43.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.49342969776609,30.215992647058826,1610612738,59,52,2021-03-28T02:20:48Z,3430000,-99.0,253.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,27.17,Missed,,,,,,,,,,,,,,,,,,
348,PT09M20.00S,2021-03-28T02:20:45.5Z,3,REGULAR,rebound,defensive,[],1629676,,,1610612760,59,52,2021-03-28T02:20:48Z,3440000,,,0,,I. Roby REBOUND (Off:2 Def:4),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,347.0,6.0,4.0,2.0,,,,,,,,,,,,,,
349,PT09M11.00S,2021-03-28T02:20:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,6.258212877792378,59.62775735294118,1610612760,59,52,2021-03-28T02:21:00Z,3450000,-48.0,6.0,1,left,MISS A. Pokusevski driving Layup - blocked,"[1630197, 1629057]",1610612760.0,OKC,driving,,,Pokusevski,A. Pokusevski,,,,,4.85,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,
350,PT09M11.00S,2021-03-28T02:20:55.3Z,3,REGULAR,block,,[],1629057,,,1610612760,59,52,2021-03-28T02:20:57Z,3460000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
351,PT09M08.00S,2021-03-28T02:20:58.3Z,3,REGULAR,rebound,offensive,[],1629650,,,1610612760,59,52,2021-03-28T02:21:00Z,3470000,,,0,,M. Brown REBOUND (Off:6 Def:14),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,349.0,20.0,14.0,6.0,,,,,,,,,,,,,,
352,PT09M08.00S,2021-03-28T02:21:02.9Z,3,REGULAR,turnover,traveling,[],1629650,,,1610612760,59,52,2021-03-28T02:21:08Z,3480000,,,0,,M. Brown traveling TURNOVER (1 TO),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,1627524.0,,,,,,,1.0,,
353,PT09M00.00S,2021-03-28T02:21:27.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,69.99014454664915,23.84344362745098,1610612738,59,55,2021-03-28T02:21:33Z,3490000,-131.0,230.0,1,right,J. Brown 26' 3PT  (13 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.42,Made,,,,,13.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
355,PT08M34.00S,2021-03-28T02:21:52.4Z,3,REGULAR,3pt,Jump Shot,[],1629026,7.5722733245729295,95.90226715686273,1610612760,59,55,2021-03-28T02:22:01Z,3510000,-230.0,19.0,1,left,MISS K. Williams 3PT - blocked,"[1629026, 1629057]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,23.03,Missed,,,,,,,,,,,,,,Williams III,1629057.0,,,
356,PT08M34.00S,2021-03-28T02:21:52.4Z,3,REGULAR,block,,[],1629057,,,1610612760,59,55,2021-03-28T02:21:55Z,3520000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
357,PT08M31.00S,2021-03-28T02:21:55.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,59,55,2021-03-28T02:22:01Z,3530000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,355.0,2.0,1.0,1.0,,,,,,,,,,,,,,
358,PT08M31.00S,2021-03-28T02:22:01.0Z,3,REGULAR,foul,personal,[],1629026,,,1610612738,59,55,2021-03-28T02:22:17Z,3540000,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1627759]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,1151.0,1.0,0.0,Brown,1627759.0,,,,,
360,PT08M22.00S,2021-03-28T02:22:28.1Z,3,REGULAR,turnover,bad pass,[],1629684,,,1610612738,59,55,2021-03-28T02:22:31Z,3560000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 1629026]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1629026.0
361,PT08M22.00S,2021-03-28T02:22:28.1Z,3,REGULAR,steal,,[],1629026,,,1610612760,59,55,2021-03-28T02:22:29Z,3570000,,,0,,K. Williams STEAL (1 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
362,PT08M20.00S,2021-03-28T02:22:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629026,4.944152431011826,52.76501225490197,1610612760,61,55,2021-03-28T02:22:37Z,3580000,-14.0,-6.0,1,left,K. Williams running Layup (6 PTS),[1629026],1610612760.0,OKC,running,,,Williams,K. Williams,,,,,1.5,Made,,,,,6.0,,,,,,,,,,,,,
363,PT08M03.00S,2021-03-28T02:22:47.4Z,3,REGULAR,2pt,Jump Shot,[],1628369,85.3646517739816,76.04932598039215,1610612738,61,55,2021-03-28T02:22:53Z,3590000,130.0,85.0,1,right,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,15.55,Missed,,,,,,,,,,,,,,,,,,
364,PT08M00.00S,2021-03-28T02:22:50.4Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,61,55,2021-03-28T02:22:53Z,3600000,,,0,,R. Williams III REBOUND (Off:4 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,363.0,10.0,6.0,4.0,,,,,,,,,,,,,,
365,PT08M00.00S,2021-03-28T02:22:50.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,61,55,2021-03-28T02:22:50Z,3610000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
366,PT07M59.00S,2021-03-28T02:22:50.7Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612760,61,55,2021-03-28T02:22:50Z,3620000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,365.0,1.0,1.0,0.0,,,,,,,,,,,,,,
367,PT07M55.00S,2021-03-28T02:22:57.5Z,3,REGULAR,turnover,out-of-bounds,[],1629676,,,1610612760,61,55,2021-03-28T02:23:05Z,3630000,,,0,,I. Roby step out-of-bounds TURNOVER (2 TO),[1629676],1610612760.0,OKC,step,,,Roby,I. Roby,,,,,,,,,,,,,,,1627524.0,,,,,,,2.0,,
368,PT07M41.00S,2021-03-28T02:23:23.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,78.40013140604468,35.11795343137255,1610612738,61,55,2021-03-28T02:23:30Z,3640000,-74.0,151.0,1,right,MISS J. Brown 16' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,16.79,Missed,,,,,,,,,,,,,,,,,,
369,PT07M36.00S,2021-03-28T02:23:28.6Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,61,55,2021-03-28T02:23:30Z,3650000,,,0,,R. Williams III REBOUND (Off:5 Def:6),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,368.0,11.0,6.0,5.0,,,,,,,,,,,,,,
370,PT07M31.00S,2021-03-28T02:23:33.6Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,61,55,2021-03-28T02:23:36Z,3660000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 1630177]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,2.0,Maledon,1630177.0
371,PT07M31.00S,2021-03-28T02:23:33.6Z,3,REGULAR,steal,,[],1630177,,,1610612760,61,55,2021-03-28T02:23:35Z,3670000,,,0,,T. Maledon STEAL (2 STL),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
372,PT07M25.00S,2021-03-28T02:23:38.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630177,5.338370565045992,47.86305147058824,1610612760,63,55,2021-03-28T02:23:43Z,3680000,11.0,-2.0,1,left,T. Maledon running Layup (12 PTS),[1630177],1610612760.0,OKC,running,,,Maledon,T. Maledon,,,,,1.09,Made,,,,,12.0,,,,,,,,,,,,,
373,PT07M25.00S,2021-03-28T02:23:42.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,63,55,2021-03-28T02:23:42Z,3690000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT07M25.00S,2021-03-28T02:26:20.2Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,63,55,2021-03-28T02:26:27Z,3700000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
375,PT07M25.00S,2021-03-28T02:26:20.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,63,55,2021-03-28T02:26:27Z,3710000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
376,PT07M12.00S,2021-03-28T02:26:51.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,84.83902759526939,5.951286764705882,1610612738,63,58,2021-03-28T02:26:56Z,3720000,-220.0,90.0,1,right,J. Brown 3PT  (16 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.79,Made,,,,,16.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
378,PT06M56.00S,2021-03-28T02:27:10.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,63,58,2021-03-28T02:27:10Z,3740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M46.00S,2021-03-28T02:27:32.8Z,3,REGULAR,3pt,Jump Shot,[],1630177,28.86005256241787,11.098345588235293,1610612760,66,58,2021-03-28T02:28:09Z,3750000,195.0,219.0,1,left,T. Maledon 29' 3PT step back (15 PTS),[1630177],1610612760.0,OKC,step back,,,Maledon,T. Maledon,,,,,29.28,Made,,,,,15.0,,,,,,,,,,,,,
380,PT06M19.00S,2021-03-28T02:27:59.9Z,3,REGULAR,2pt,Jump Shot,[],1628369,95.3515111695138,19.921875,1610612738,66,60,2021-03-28T02:29:16Z,3760000,-150.0,-9.0,1,right,J. Tatum 15' fadeaway Jump Shot (12 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,15.07,Made,,,,,12.0,,,,,,,,,,,,,
381,PT06M02.00S,2021-03-28T02:28:16.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630197,5.075558475689881,47.86305147058824,1610612760,68,60,2021-03-28T02:28:21Z,3770000,11.0,-5.0,1,left,A. Pokusevski driving DUNK (6 PTS),[1630197],1610612760.0,OKC,driving,,,Pokusevski,A. Pokusevski,,,,,1.17,Made,,,,,6.0,,,,,,,,,,,,,
382,PT05M52.00S,2021-03-28T02:28:26.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.77463863337714,49.82383578431372,1610612738,68,62,2021-03-28T02:28:30Z,3780000,-1.0,6.0,1,right,R. Williams III DUNK (9 PTS) (M. Smart 6 AST),"[1629057, 203935]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,0.61,Made,,,,,9.0,M. Smart,203935.0,6.0,,,,,,,,,,
384,PT05M35.00S,2021-03-28T02:28:45.0Z,3,REGULAR,turnover,out-of-bounds,[],1629026,,,1610612760,68,62,2021-03-28T02:28:53Z,3800000,,,0,,K. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629026],1610612760.0,OKC,bad pass,,,Williams,K. Williams,,,,,,,,,,,,,,,1627524.0,,,,,,,1.0,,
385,PT05M35.00S,2021-03-28T02:28:48.5Z,3,REGULAR,substitution,out,[],1629650,,,1610612738,68,62,2021-03-28T02:29:01Z,3810000,,,0,,SUB out: M. Brown,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M35.00S,2021-03-28T02:28:48.5Z,3,REGULAR,substitution,in,[],1629660,,,1610612738,68,62,2021-03-28T02:29:01Z,3820000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M34.00S,2021-03-28T02:29:04.7Z,3,REGULAR,foul,personal,[],1629026,,,1610612738,68,62,2021-03-28T02:29:27Z,3830000,,,0,,K. Williams take personal FOUL (2 PF),"[1629026, 1628369]",1610612760.0,OKC,take,,,Williams,K. Williams,,,,,,,,,,,,,,,1151.0,2.0,0.0,Tatum,1628369.0,,,,,
389,PT05M34.00S,2021-03-28T02:29:09.6Z,3,REGULAR,substitution,out,[],1630197,,,1610612738,68,62,2021-03-28T02:29:18Z,3850000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M34.00S,2021-03-28T02:29:09.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,68,62,2021-03-28T02:29:18Z,3860000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M34.00S,2021-03-28T02:29:09.6Z,3,REGULAR,substitution,in,[],1630221,,,1610612738,68,62,2021-03-28T02:29:18Z,3870000,,,0,,SUB in: J. Hall,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,
392,PT05M34.00S,2021-03-28T02:29:09.6Z,3,REGULAR,substitution,in,[],1629035,,,1610612738,68,62,2021-03-28T02:29:18Z,3880000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M25.00S,2021-03-28T02:29:34.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,93.38042049934296,53.50030637254902,1610612738,68,64,2021-03-28T02:29:43Z,3890000,18.0,10.0,1,right,J. Brown driving Layup (18 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.0,Made,,,,,18.0,,,,,,,,,,,,,
394,PT05M25.00S,2021-03-28T02:29:37.0Z,3,REGULAR,foul,personal,['1freethrow'],1629026,,,1610612738,68,64,2021-03-28T02:29:42Z,3900000,,,0,,K. Williams shooting personal FOUL (3 PF) (Brown 1 FT),"[1629026, 1627759]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,,,,,,,,,,,1627524.0,3.0,0.0,Brown,1627759.0,,,,,
396,PT05M25.00S,2021-03-28T02:29:59.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1627759,,,1610612738,68,65,2021-03-28T02:29:59Z,3920000,,,0,,J. Brown Free Throw 1 of 1 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
397,PT05M09.00S,2021-03-28T02:30:15.8Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612760,68,65,2021-03-28T02:30:24Z,3930000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Roby 2 FT),"[1629057, 1629676]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1151.0,1.0,0.0,Roby,1629676.0,,,,,
399,PT05M09.00S,2021-03-28T02:30:45.9Z,3,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,69,65,2021-03-28T02:31:05Z,3950000,,,0,,I. Roby Free Throw 1 of 2 (1 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
400,PT05M09.00S,2021-03-28T02:30:45.9Z,3,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,69,65,2021-03-28T02:31:05Z,3960000,,,0,,MISS I. Roby Free Throw 2 of 2,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Missed,,,,,,,,,,,,,,,,,,
401,PT05M07.00S,2021-03-28T02:30:47.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,69,65,2021-03-28T02:31:05Z,3970000,,,0,,R. Williams III REBOUND (Off:5 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,400.0,12.0,7.0,5.0,,,,,,,,,,,,,,
402,PT04M54.00S,2021-03-28T02:31:16.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629035,91.5407358738502,39.5297181372549,1610612738,69,65,2021-03-28T02:31:22Z,3980000,-52.0,27.0,1,right,MISS C. Edwards driving Layup - blocked,"[1629035, 1629676]",1610612738.0,BOS,driving,,,Edwards,C. Edwards,,,,,5.89,Missed,,,,,,,,,,,,,,Roby,1629676.0,,,
403,PT04M54.00S,2021-03-28T02:31:16.6Z,3,REGULAR,block,,[],1629676,,,1610612738,69,65,2021-03-28T02:31:18Z,3990000,,,0,,I. Roby BLOCK (1 BLK),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M51.00S,2021-03-28T02:31:19.6Z,3,REGULAR,rebound,defensive,[],1629676,,,1610612760,69,65,2021-03-28T02:31:22Z,4000000,,,0,,I. Roby REBOUND (Off:2 Def:5),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,402.0,7.0,5.0,2.0,,,,,,,,,,,,,,
405,PT04M45.00S,2021-03-28T02:31:29.2Z,3,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612760,69,65,2021-03-28T02:31:36Z,4010000,,,0,,P. Pritchard shooting personal FOUL (3 PF) (Roby 2 FT),"[1630202, 1629676]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1627541.0,3.0,0.0,Roby,1629676.0,,,,,
407,PT04M45.00S,2021-03-28T02:31:59.7Z,3,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,69,65,2021-03-28T02:31:59Z,4030000,,,0,,MISS I. Roby Free Throw 1 of 2,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Missed,,,,,,,,,,,,,,,,,,
408,PT04M45.00S,2021-03-28T02:31:59.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,69,65,2021-03-28T02:31:59Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,407.0,,,,,,,,,,,,,,,,,
409,PT04M45.00S,2021-03-28T02:32:16.7Z,3,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,70,65,2021-03-28T02:32:16Z,4050000,,,0,,I. Roby Free Throw 2 of 2 (2 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
410,PT04M33.00S,2021-03-28T02:32:31.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,88.64980289093299,49.82383578431372,1610612738,70,67,2021-03-28T02:34:22Z,4060000,-1.0,54.0,1,right,J. Brown Hook (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,5.42,Made,,,,,21.0,,,,,,,,,,,,,
411,PT04M16.00S,2021-03-28T02:32:47.5Z,3,REGULAR,3pt,Jump Shot,[],1630221,25.312089356110377,82.17677696078431,1610612760,70,67,2021-03-28T02:32:51Z,4070000,-161.0,185.0,1,left,MISS J. Hall 24' 3PT,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,
412,PT04M13.00S,2021-03-28T02:32:50.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,70,67,2021-03-28T02:32:51Z,4080000,,,0,,R. Williams III REBOUND (Off:5 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,411.0,13.0,8.0,5.0,,,,,,,,,,,,,,
413,PT04M02.00S,2021-03-28T02:33:02.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.11760840998686,54.72579656862745,1610612738,70,67,2021-03-28T02:35:54Z,4090000,24.0,12.0,1,right,MISS R. Williams III alley-oop Layup,[1629057],1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,2.66,Missed,,,,,,,,,,,,,,,,,,
414,PT04M00.00S,2021-03-28T02:33:04.2Z,3,REGULAR,rebound,defensive,[],1630221,,,1610612760,70,67,2021-03-28T02:33:07Z,4100000,,,0,,J. Hall REBOUND (Off:0 Def:2),[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,,
415,PT03M57.00S,2021-03-28T02:33:07.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629660,4.28712220762155,95.65716911764706,1610612760,70,67,2021-03-28T02:33:13Z,4110000,-228.0,-12.0,1,left,MISS T. Jerome 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,
416,PT03M54.00S,2021-03-28T02:33:10.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,70,67,2021-03-28T02:33:13Z,4120000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,415.0,3.0,2.0,1.0,,,,,,,,,,,,,,
417,PT03M49.00S,2021-03-28T02:33:14.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,76.82325886990802,13.794424019607842,1610612738,70,67,2021-03-28T02:33:20Z,4130000,-181.0,165.0,1,right,MISS M. Smart 24' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
418,PT03M47.00S,2021-03-28T02:33:16.2Z,3,REGULAR,rebound,defensive,[],1630177,,,1610612760,70,67,2021-03-28T02:33:20Z,4140000,,,0,,T. Maledon REBOUND (Off:0 Def:5),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,417.0,5.0,5.0,0.0,,,,,,,,,,,,,,
419,PT03M39.00S,2021-03-28T02:33:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,12.565703022339028,53.01011029411765,1610612760,72,67,2021-03-28T02:33:28Z,4150000,-15.0,66.0,1,left,T. Maledon 6' fadeaway Jump Shot (17 PTS),[1630177],1610612760.0,OKC,fadeaway,,,Maledon,T. Maledon,,,,,6.73,Made,,,,,17.0,,,,,,,,,,,,,
420,PT03M21.00S,2021-03-28T02:33:42.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.59198423127464,53.50030637254902,1610612738,72,69,2021-03-28T02:33:48Z,4160000,18.0,17.0,1,right,J. Brown driving Layup (23 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.45,Made,,,,,23.0,,,,,,,,,,,,,
421,PT03M21.00S,2021-03-28T02:33:48.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,72,69,2021-03-28T02:33:48Z,4170000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M21.00S,2021-03-28T02:36:07.7Z,3,REGULAR,substitution,out,[],1630177,,,1610612760,72,69,2021-03-28T02:36:27Z,4180000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
