actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
364,PT09M27.00S,2021-02-25T01:55:25.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1627759,,,1610612738,73,56,2021-02-25T01:55:25Z,3640000,,,0,,J. Brown Free Throw 1 of 1 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
365,PT09M23.00S,2021-02-25T01:55:33.4Z,3,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,73,56,2021-02-25T01:55:40Z,3650000,,,0,,T. Young bad pass out-of-bounds TURNOVER (3 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,,,,,,,,,,,,,200833.0,,,,,3.0,,
366,PT09M13.00S,2021-02-25T01:55:47.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202684,6.258212877792378,51.294424019607845,1610612738,73,56,2021-02-25T01:55:53Z,3660000,-6.0,6.0,1,left,MISS T. Thompson Layup - blocked,"[202684, 203991]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,0.91,Missed,,,,,,Capela,203991.0,,,,,,,,,,,
432,PT09M13.00S,2021-02-25T01:55:47.9Z,3,REGULAR,block,,[],203991,,,1610612738,73,56,2021-02-25T02:10:35Z,3670000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
368,PT09M10.00S,2021-02-25T01:55:50.9Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,73,56,2021-02-25T01:55:53Z,3680000,,,0,,T. Thompson REBOUND (Off:5 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,366.0,,,,,,,9.0,4.0,5.0,,,,,,,,
369,PT09M04.00S,2021-02-25T01:55:57.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201952,7.178055190538765,50.55912990196079,1610612738,73,56,2021-02-25T01:56:04Z,3690000,-3.0,15.0,1,left,MISS J. Teague driving Layup,[201952],1610612738.0,BOS,driving,,,Teague,J. Teague,,,,,1.53,Missed,,,,,,,,,,,,,,,,,,
370,PT08M58.00S,2021-02-25T01:56:03.2Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,73,56,2021-02-25T02:08:31Z,3700000,,,0,,T. Thompson REBOUND (Off:6 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,369.0,,,,,,,10.0,4.0,6.0,,,,,,,,
371,PT08M58.00S,2021-02-25T01:56:03.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202684,5.590000152587891,50.0,1610612738,73,56,2021-02-25T02:08:31Z,3710000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
372,PT08M58.00S,2021-02-25T01:56:03.0Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,73,56,2021-02-25T02:06:33Z,3720000,,,0,,J. Collins REBOUND (Off:1 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,371.0,,,,,,,7.0,6.0,1.0,,,,,,,,
373,PT08M51.00S,2021-02-25T01:56:09.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203503,70.25295663600527,70.65716911764706,1610612737,76,56,2021-02-25T01:56:15Z,3730000,103.0,227.0,1,right,T. Snell 24' 3PT  (9 PTS) (T. Young 5 AST),"[203503, 1629027]",1610612737.0,ATL,,,,Snell,T. Snell,,,,,24.95,Made,,9.0,T. Young,1629027.0,5.0,,,,,,,,,,,,,
375,PT08M36.00S,2021-02-25T01:56:25.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.703679369250986,48.353247549019606,1610612738,76,56,2021-02-25T01:56:29Z,3750000,8.0,20.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.15,Missed,,,,,,,,,,,,,,,,,,
376,PT08M32.00S,2021-02-25T01:56:28.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,76,56,2021-02-25T01:56:28Z,3760000,,,0,,C. Capela REBOUND (Off:1 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,375.0,,,,,,,8.0,7.0,1.0,,,,,,,,
377,PT08M26.00S,2021-02-25T01:56:34.7Z,3,REGULAR,3pt,Jump Shot,[],1628381,93.77463863337714,3.010110294117647,1610612737,79,56,2021-02-25T01:56:39Z,3770000,-235.0,6.0,1,right,J. Collins 3PT  (12 PTS) (K. Huerter 3 AST),"[1628381, 1628989]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,23.5,Made,,12.0,K. Huerter,1628989.0,3.0,,,,,,,,,,,,,
379,PT08M12.00S,2021-02-25T01:56:51.3Z,3,REGULAR,foul,personal,[],1628989,,,1610612738,79,56,2021-02-25T01:57:09Z,3790000,,,0,,K. Huerter personal FOUL (2 PF),"[1628989, 1628369]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Tatum,1628369.0,,,
381,PT08M03.00S,2021-02-25T01:57:16.7Z,3,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612738,79,56,2021-02-25T01:57:37Z,3810000,,,0,,J. Collins shooting personal FOUL (3 PF) (Teague 2 FT),"[1628381, 201952]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,202041.0,3.0,0.0,Teague,201952.0,,,
383,PT08M03.00S,2021-02-25T01:57:38.0Z,3,REGULAR,freethrow,1 of 2,[],201952,,,1610612738,79,57,2021-02-25T01:57:38Z,3830000,,,0,,J. Teague Free Throw 1 of 2 (8 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
384,PT08M03.00S,2021-02-25T01:57:49.8Z,3,REGULAR,freethrow,2 of 2,[],201952,,,1610612738,79,58,2021-02-25T01:57:49Z,3840000,,,0,,J. Teague Free Throw 2 of 2 (9 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
385,PT07M46.00S,2021-02-25T01:58:07.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,82.7365308804205,49.08854166666667,1610612737,79,58,2021-02-25T01:58:17Z,3850000,-5.0,110.0,1,right,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.99,Missed,,,,,,,,,,,,,,,,,,
386,PT07M39.00S,2021-02-25T01:58:14.7Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,79,58,2021-02-25T02:22:46Z,3860000,,,0,,T. Thompson REBOUND (Off:6 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,385.0,,,,,,,11.0,5.0,6.0,,,,,,,,
387,PT07M36.00S,2021-02-25T01:58:17.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,31.750985545335087,63.549325980392155,1610612738,79,61,2021-02-25T01:58:23Z,3870000,-68.0,246.0,1,left,J. Tatum 25' 3PT  (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.51,Made,,11.0,,,,,,,,,,,,,,,,
388,PT07M34.00S,2021-02-25T01:58:24.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,79,61,2021-02-25T01:58:24Z,3880000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M34.00S,2021-02-25T02:00:47.8Z,3,REGULAR,substitution,out,[],203503,,,1610612737,79,61,2021-02-25T02:01:12Z,3890000,,,0,,SUB out: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M34.00S,2021-02-25T02:00:47.8Z,3,REGULAR,substitution,in,[],203524,,,1610612737,79,61,2021-02-25T02:01:12Z,3900000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M16.00S,2021-02-25T02:01:37.5Z,3,REGULAR,foul,personal,[],1628464,,,1610612737,79,61,2021-02-25T02:01:48Z,3910000,,,0,,D. Theis personal FOUL (2 PF),"[1628464, 1629027]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Young,1629027.0,,,
393,PT07M09.00S,2021-02-25T02:02:02.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.19776609724047,50.314031862745104,1610612737,81,61,2021-02-25T02:02:14Z,3930000,2.0,21.0,1,right,C. Capela cutting Layup (7 PTS) (T. Young 6 AST),"[203991, 1629027]",1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,2.09,Made,,7.0,T. Young,1629027.0,6.0,,,,,,,,,,,,,
395,PT06M53.00S,2021-02-25T02:02:20.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628381,,,1610612738,81,61,2021-02-25T02:02:37Z,3950000,,,0,,J. Collins shooting personal FOUL (4 PF) (Tatum 2 FT),"[1628381, 1628369]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,,,,,,,,,,,,,200833.0,4.0,0.0,Tatum,1628369.0,,,
397,PT06M53.00S,2021-02-25T02:02:39.1Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,81,62,2021-02-25T02:02:39Z,3970000,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
398,PT06M53.00S,2021-02-25T02:02:39.9Z,3,REGULAR,substitution,out,[],1628381,,,1610612738,81,62,2021-02-25T02:02:59Z,3980000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M53.00S,2021-02-25T02:02:39.9Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,81,62,2021-02-25T02:02:59Z,3990000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M53.00S,2021-02-25T02:02:39.9Z,3,REGULAR,substitution,in,[],201568,,,1610612738,81,62,2021-02-25T02:02:59Z,4000000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M53.00S,2021-02-25T02:02:39.9Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,81,62,2021-02-25T02:02:59Z,4010000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M53.00S,2021-02-25T02:03:07.0Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,81,63,2021-02-25T02:03:07Z,4020000,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
403,PT06M42.00S,2021-02-25T02:03:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.78777923784494,47.127757352941174,1610612737,83,63,2021-02-25T02:03:39Z,4030000,-14.0,100.0,1,right,T. Young 10' driving floating Jump Shot (27 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,10.09,Made,,27.0,,,,,,,,,,,,,,,,
404,PT06M23.00S,2021-02-25T02:03:39.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.699737187910642,35.11795343137255,1610612738,83,63,2021-02-25T02:03:44Z,4040000,74.0,236.0,1,left,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,
405,PT06M19.00S,2021-02-25T02:03:43.2Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,83,63,2021-02-25T02:03:44Z,4050000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,404.0,,,,,,,4.0,3.0,1.0,,,,,,,,
406,PT06M16.00S,2021-02-25T02:03:47.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,6.258212877792378,49.82383578431372,1610612738,83,63,2021-02-25T02:04:27Z,4060000,1.0,6.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 203991]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,0.64,Missed,,,,,,Capela,203991.0,,,,,,,,,,,
407,PT06M16.00S,2021-02-25T02:03:47.1Z,3,REGULAR,block,,[],203991,,,1610612738,83,63,2021-02-25T02:03:50Z,4070000,,,0,,C. Capela BLOCK (2 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M13.00S,2021-02-25T02:03:50.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,83,63,2021-02-25T02:04:27Z,4080000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,,
408,PT06M13.00S,2021-02-25T02:04:26.5Z,3,REGULAR,jumpball,recovered,[],1629027,,,1610612737,83,63,2021-02-25T02:04:26Z,4090000,,,0,,Jump Ball C. Capela vs. J. Brown: Tip to T. Young,"[1629027, 203991, 1627759]",1610612737.0,ATL,heldball,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,
412,PT06M06.00S,2021-02-25T02:04:33.8Z,3,REGULAR,3pt,Jump Shot,[],1629027,67.49342969776609,46.63756127450981,1610612737,83,63,2021-02-25T02:04:41Z,4120000,-17.0,253.0,1,right,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,
413,PT06M05.00S,2021-02-25T02:04:37.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,83,63,2021-02-25T02:04:37Z,4130000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,
414,PT06M05.00S,2021-02-25T02:04:38.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,83,63,2021-02-25T02:04:38Z,4140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M51.00S,2021-02-25T02:04:55.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201952,12.040078843626807,51.294424019607845,1610612738,83,63,2021-02-25T02:05:02Z,4150000,-6.0,61.0,1,left,MISS J. Teague 6' Layup - blocked,"[201952, 203991]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,6.1,Missed,,,,,,Capela,203991.0,,,,,,,,,,,
416,PT05M51.00S,2021-02-25T02:04:55.7Z,3,REGULAR,block,,[],203991,,,1610612738,83,63,2021-02-25T02:04:58Z,4160000,,,0,,C. Capela BLOCK (3 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M44.00S,2021-02-25T02:05:02.7Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,83,63,2021-02-25T02:05:02Z,4170000,,,0,,T. Thompson REBOUND (Off:7 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,415.0,,,,,,,12.0,5.0,7.0,,,,,,,,
418,PT05M44.00S,2021-02-25T02:05:01.4Z,3,REGULAR,2pt,Jump Shot,"['2ndchance', 'pointsinthepaint']",202684,5.590000152587891,50.0,1610612738,83,65,2021-02-25T02:18:44Z,4180000,0.0,0.0,1,left,T. Thompson floating Jump Shot (10 PTS),[202684],1610612738.0,BOS,floating,,,Thompson,T. Thompson,,,,,0.0,Made,,10.0,,,,,,,,,,,,,,,,
419,PT05M26.00S,2021-02-25T02:05:20.3Z,3,REGULAR,3pt,Jump Shot,[],201568,88.25558475689881,3.010110294117647,1610612737,86,65,2021-02-25T02:05:24Z,4190000,-235.0,58.0,1,right,D. Gallinari 24' 3PT step back (27 PTS) (T. Young 7 AST),"[201568, 1629027]",1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,24.19,Made,,27.0,T. Young,1629027.0,7.0,,,,,,,,,,,,,
421,PT05M12.00S,2021-02-25T02:05:36.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612738,86,65,2021-02-25T02:06:07Z,4210000,,,0,,K. Huerter personal FOUL (3 PF) (Teague 2 FT),"[1628989, 201952]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,1627963.0,3.0,0.0,Teague,201952.0,,,
423,PT05M12.00S,2021-02-25T02:06:08.0Z,3,REGULAR,freethrow,1 of 2,[],201952,,,1610612738,86,66,2021-02-25T02:06:08Z,4230000,,,0,,J. Teague Free Throw 1 of 2 (10 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,10.0,,,,,,,,,,,,,,,,
424,PT05M12.00S,2021-02-25T02:06:20.8Z,3,REGULAR,substitution,out,[],1629027,,,1610612738,86,66,2021-02-25T02:06:25Z,4240000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M12.00S,2021-02-25T02:06:20.8Z,3,REGULAR,substitution,in,[],200765,,,1610612738,86,66,2021-02-25T02:06:25Z,4250000,,,0,,SUB in: R. Rondo,[200765],1610612737.0,ATL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M12.00S,2021-02-25T02:06:34.8Z,3,REGULAR,freethrow,2 of 2,[],201952,,,1610612738,86,67,2021-02-25T02:06:34Z,4260000,,,0,,J. Teague Free Throw 2 of 2 (11 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
427,PT04M57.00S,2021-02-25T02:06:52.4Z,3,REGULAR,3pt,Jump Shot,[],203524,96.92838370565046,95.65716911764706,1610612737,86,67,2021-02-25T02:06:59Z,4270000,228.0,-24.0,1,right,MISS S. Hill 3PT,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,
428,PT04M53.00S,2021-02-25T02:06:56.4Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,86,67,2021-02-25T02:06:59Z,4280000,,,0,,C. Capela REBOUND (Off:2 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,427.0,,,,,,,9.0,7.0,2.0,,,,,,,,
429,PT04M53.00S,2021-02-25T02:06:58.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203991,94.40999984741211,50.0,1610612737,88,67,2021-02-25T02:06:58Z,4290000,0.0,0.0,1,right,C. Capela tip DUNK (9 PTS),[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Made,,9.0,,,,,,,,,,,,,,,,
430,PT04M53.00S,2021-02-25T02:07:07.7Z,3,REGULAR,stoppage,blood rule,[],0,,,1610612738,88,67,2021-02-25T02:07:07Z,4300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M53.00S,2021-02-25T02:07:47.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,88,67,2021-02-25T02:07:47Z,4310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M37.00S,2021-02-25T02:10:48.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,31.750985545335087,54.23560049019608,1610612738,88,67,2021-02-25T02:10:54Z,4320000,-21.0,246.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,
434,PT04M35.00S,2021-02-25T02:10:50.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,88,67,2021-02-25T02:10:54Z,4330000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,433.0,,,,,,,,,,,,,,,,,
435,PT04M35.00S,2021-02-25T02:10:54.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,88,67,2021-02-25T02:10:54Z,4340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M21.00S,2021-02-25T02:11:15.7Z,3,REGULAR,3pt,Jump Shot,[],1628989,85.75886990801577,94.921875,1610612737,91,67,2021-02-25T02:11:20Z,4350000,225.0,81.0,1,right,K. Huerter 3PT  (5 PTS) (D. Gallinari 1 AST),"[1628989, 201568]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.89,Made,,5.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,,,
438,PT04M06.00S,2021-02-25T02:11:30.4Z,3,REGULAR,turnover,lost ball,[],1629684,,,1610612738,91,67,2021-02-25T02:11:34Z,4370000,,,0,,G. Williams lost ball TURNOVER (1 TO),"[1629684, 201568]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,1.0,Gallinari,201568.0
439,PT04M06.00S,2021-02-25T02:11:30.4Z,3,REGULAR,steal,,[],201568,,,1610612737,91,67,2021-02-25T02:11:32Z,4380000,,,0,,D. Gallinari STEAL (1 STL),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M01.00S,2021-02-25T02:11:34.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201568,71.82982917214193,11.833639705882353,1610612737,94,67,2021-02-25T02:11:40Z,4390000,-191.0,212.0,1,right,D. Gallinari 28' 3PT  (30 PTS) (K. Huerter 4 AST),"[201568, 1628989]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,28.54,Made,,30.0,K. Huerter,1628989.0,4.0,,,,,,,,,,,,,
442,PT03M48.00S,2021-02-25T02:11:54.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200765,,,1610612738,94,67,2021-02-25T02:12:24Z,4410000,,,0,,R. Rondo personal FOUL (2 PF) (Thompson 2 FT),"[200765, 202684]",1610612737.0,ATL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Thompson,202684.0,,,
444,PT03M48.00S,2021-02-25T02:12:25.4Z,3,REGULAR,freethrow,1 of 2,[],202684,,,1610612738,94,68,2021-02-25T02:12:25Z,4430000,,,0,,T. Thompson Free Throw 1 of 2 (11 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
445,PT03M48.00S,2021-02-25T02:12:30.7Z,3,REGULAR,substitution,out,[],201952,,,1610612738,94,68,2021-02-25T02:12:44Z,4440000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M48.00S,2021-02-25T02:12:30.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,94,68,2021-02-25T02:12:44Z,4450000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M48.00S,2021-02-25T02:13:01.2Z,3,REGULAR,freethrow,2 of 2,[],202684,,,1610612738,94,69,2021-02-25T02:13:01Z,4460000,,,0,,T. Thompson Free Throw 2 of 2 (12 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
448,PT03M24.00S,2021-02-25T02:13:31.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,91.27792378449409,56.44148284313726,1610612737,94,69,2021-02-25T02:13:38Z,4470000,32.0,29.0,1,right,MISS C. Capela turnaround Shot,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,4.37,Missed,,,,,,,,,,,,,,,,,,
449,PT03M21.00S,2021-02-25T02:13:34.5Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,94,69,2021-02-25T02:13:38Z,4480000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,448.0,,,,,,,1.0,1.0,0.0,,,,,,,,
450,PT03M16.00S,2021-02-25T02:13:40.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,6.783837056504599,50.06893382352941,1610612738,94,69,2021-02-25T02:13:51Z,4490000,0.0,11.0,1,left,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,
451,PT03M15.00S,2021-02-25T02:13:43.0Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,94,69,2021-02-25T02:13:43Z,4500000,,,0,,T. Thompson REBOUND (Off:8 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,450.0,,,,,,,13.0,5.0,8.0,,,,,,,,
452,PT03M15.00S,2021-02-25T02:13:45.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612738,94,69,2021-02-25T02:14:10Z,4510000,,,0,,K. Huerter shooting personal FOUL (4 PF) (Thompson 2 FT),"[1628989, 202684]",1610612737.0,ATL,shooting,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,202041.0,4.0,0.0,Thompson,202684.0,,,
454,PT03M15.00S,2021-02-25T02:14:16.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612738,94,70,2021-02-25T02:14:41Z,4530000,,,0,,T. Thompson Free Throw 1 of 2 (13 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
455,PT03M15.00S,2021-02-25T02:14:17.6Z,3,REGULAR,substitution,out,[],1628989,,,1610612738,94,70,2021-02-25T02:14:25Z,4540000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M15.00S,2021-02-25T02:14:17.6Z,3,REGULAR,substitution,in,[],203503,,,1610612738,94,70,2021-02-25T02:14:25Z,4550000,,,0,,SUB in: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
