actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
367,PT11M07.00S,2021-04-10T00:57:06.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203935,10.726018396846255,56.93167892156863,1610612738,59,70,2021-04-10T00:57:14Z,3640000,-35.0,48.0,1,left,M. Smart driving Hook (9 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,5.95,Made,9.0,,,,,,,,,,,,,,,,,,
368,PT10M43.00S,2021-04-10T00:57:29.9Z,3,REGULAR,3pt,Jump Shot,[],1626157,67.99236202365309,60.631127450980394,1610612750,59,73,2021-04-10T00:57:37Z,3650000,53.0,248.0,1,right,K. Towns 25' 3PT  (16 PTS) (R. Rubio 6 AST),"[1626157, 201937]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,25.4,Made,16.0,R. Rubio,201937.0,6.0,,,,,,,,,,,,,,,
370,PT10M32.00S,2021-04-10T00:57:40.9Z,3,REGULAR,3pt,Jump Shot,[],202689,32.013797634691194,63.794424019607845,1610612738,59,73,2021-04-10T00:57:52Z,3670000,-69.0,248.0,1,left,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.78,Missed,,,,,,,,,,,,,,,,,,,
371,PT10M29.00S,2021-04-10T00:57:44.7Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,59,73,2021-04-10T00:57:44Z,3680000,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,370.0,1.0,0.0,1.0,,,,,,,,,
372,PT10M29.00S,2021-04-10T00:57:47.2Z,3,REGULAR,foul,personal,[],1629006,,,1610612738,59,73,2021-04-10T00:57:51Z,3690000,,,0,,J. Okogie personal FOUL (2 PF),"[1629006, 1627759]",1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,1628954.0,2.0,1.0,Brown,1627759.0,
374,PT10M20.00S,2021-04-10T00:58:10.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,32.276609724047304,60.36305147058824,1610612738,62,73,2021-04-10T00:59:13Z,3710000,-52.0,251.0,1,left,M. Smart 25' 3PT pullup (12 PTS) (R. Williams III 2 AST),"[203935, 1629057]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,25.62,Made,12.0,R. Williams III,1629057.0,2.0,,,,,,,,,,,,,,,
376,PT10M09.00S,2021-04-10T00:58:23.0Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612750,62,73,2021-04-10T00:58:31Z,3730000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Rubio 2 FT),"[1629057, 201937]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Rubio,201937.0,
378,PT10M09.00S,2021-04-10T00:58:47.6Z,3,REGULAR,freethrow,1 of 2,[],201937,,,1610612750,62,74,2021-04-10T00:58:47Z,3750000,,,0,,R. Rubio Free Throw 1 of 2 (3 PTS),[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
379,PT10M09.00S,2021-04-10T00:59:01.1Z,3,REGULAR,freethrow,2 of 2,[],201937,,,1610612750,62,75,2021-04-10T00:59:01Z,3760000,,,0,,R. Rubio Free Throw 2 of 2 (4 PTS),[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
380,PT09M57.00S,2021-04-10T00:59:14.7Z,3,REGULAR,3pt,Jump Shot,[],202689,30.56833114323259,67.47089460784314,1610612738,62,75,2021-04-10T00:59:23Z,3770000,-87.0,235.0,1,left,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
381,PT09M53.00S,2021-04-10T00:59:18.7Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,62,75,2021-04-10T00:59:23Z,3780000,,,0,,K. Towns REBOUND (Off:1 Def:8),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,380.0,9.0,8.0,1.0,,,,,,,,,
382,PT09M33.00S,2021-04-10T00:59:37.9Z,3,REGULAR,3pt,Jump Shot,[],201937,66.04796320630749,36.58854166666667,1610612750,62,75,2021-04-10T00:59:46Z,3790000,-67.0,267.0,1,right,MISS R. Rubio 27' step back 3PT,[201937],1610612750.0,MIN,step back,,,Rubio,R. Rubio,,,,,27.49,Missed,,,,,,,,,,,,,,,,,,,
383,PT09M32.00S,2021-04-10T00:59:38.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,62,75,2021-04-10T00:59:46Z,3800000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,382.0,4.0,3.0,1.0,,,,,,,,,
384,PT09M23.00S,2021-04-10T00:59:53.9Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,62,75,2021-04-10T01:00:07Z,3810000,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 201937]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,202053.0,2.0,1.0,Rubio,201937.0,
386,PT09M23.00S,2021-04-10T00:59:53.9Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,62,75,2021-04-10T00:59:53Z,3830000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,3.0,,,202053.0,,,,,
387,PT09M13.00S,2021-04-10T01:00:16.1Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612750,62,75,2021-04-10T01:00:53Z,3840000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Okogie 2 FT),"[1629057, 1629006]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Okogie,1629006.0,
389,PT09M13.00S,2021-04-10T01:00:55.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629006,,,1610612750,62,76,2021-04-10T01:00:55Z,3860000,,,0,,J. Okogie Free Throw 1 of 2 (12 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
390,PT09M13.00S,2021-04-10T01:01:05.0Z,3,REGULAR,substitution,out,[],1629057,,,1610612750,62,76,2021-04-10T01:01:07Z,3870000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT09M13.00S,2021-04-10T01:01:05.0Z,3,REGULAR,substitution,in,[],202684,,,1610612750,62,76,2021-04-10T01:01:07Z,3880000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT09M13.00S,2021-04-10T01:01:12.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629006,,,1610612750,62,77,2021-04-10T01:01:12Z,3890000,,,0,,J. Okogie Free Throw 2 of 2 (13 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
393,PT08M56.00S,2021-04-10T01:01:32.3Z,3,REGULAR,3pt,Jump Shot,[],1627759,8.360709592641262,4.235600490196079,1610612738,62,77,2021-04-10T01:01:38Z,3900000,229.0,26.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.03,Missed,,,,,,,,,,,,,,,,,,,
394,PT08M54.00S,2021-04-10T01:01:34.3Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,62,77,2021-04-10T01:01:38Z,3910000,,,0,,K. Towns REBOUND (Off:1 Def:9),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,393.0,10.0,9.0,1.0,,,,,,,,,
395,PT08M39.00S,2021-04-10T01:01:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,88.25558475689881,55.21599264705882,1610612750,62,77,2021-04-10T01:01:58Z,3920000,26.0,58.0,1,right,MISS J. McDaniels 6' driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,6.35,Missed,,,,,,,,,,,,,,,,,,,
396,PT08M38.00S,2021-04-10T01:01:50.5Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,62,77,2021-04-10T01:01:58Z,3930000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,395.0,2.0,1.0,1.0,,,,,,,,,
397,PT08M36.00S,2021-04-10T01:01:52.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630183,94.40999984741211,50.0,1610612750,62,79,2021-04-10T01:03:18Z,3940000,0.0,0.0,1,right,J. McDaniels tip Layup (6 PTS),[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
398,PT08M21.00S,2021-04-10T01:02:06.8Z,3,REGULAR,foul,personal,['3freethrow'],1630162,,,1610612738,62,79,2021-04-10T01:02:16Z,3950000,,,0,,A. Edwards shooting personal FOUL (3 PF) (Smart 3 FT),"[1630162, 203935]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,202053.0,3.0,0.0,Smart,203935.0,
400,PT08M21.00S,2021-04-10T01:02:37.7Z,3,REGULAR,freethrow,1 of 3,[],203935,,,1610612738,63,79,2021-04-10T01:02:37Z,3970000,,,0,,M. Smart Free Throw 1 of 3 (13 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
401,PT08M21.00S,2021-04-10T01:02:55.5Z,3,REGULAR,freethrow,2 of 3,[],203935,,,1610612738,64,79,2021-04-10T01:02:55Z,3980000,,,0,,M. Smart Free Throw 2 of 3 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
402,PT08M21.00S,2021-04-10T01:03:09.6Z,3,REGULAR,freethrow,3 of 3,[],203935,,,1610612738,65,79,2021-04-10T01:03:09Z,3990000,,,0,,M. Smart Free Throw 3 of 3 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
403,PT07M58.00S,2021-04-10T01:03:34.3Z,3,REGULAR,3pt,Jump Shot,[],1629006,66.96780551905388,27.27481617647059,1610612750,65,79,2021-04-10T01:03:42Z,4000000,-114.0,258.0,1,right,MISS J. Okogie 28' step back 3PT,[1629006],1610612750.0,MIN,step back,,,Okogie,J. Okogie,,,,,28.19,Missed,,,,,,,,,,,,,,,,,,,
404,PT07M56.00S,2021-04-10T01:03:36.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,79,2021-04-10T01:03:42Z,4010000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,403.0,8.0,7.0,1.0,,,,,,,,,
405,PT07M47.00S,2021-04-10T01:03:45.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,10.463206307490145,31.44148284313725,1610612738,65,79,2021-04-10T01:03:53Z,4020000,93.0,46.0,1,left,MISS J. Brown 10' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,10.35,Missed,,,,,,,,,,,,,,,,,,,
406,PT07M43.00S,2021-04-10T01:03:49.7Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,65,79,2021-04-10T01:03:49Z,4030000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,405.0,5.0,3.0,2.0,,,,,,,,,
407,PT07M38.00S,2021-04-10T01:03:54.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,7.046649145860711,50.55912990196079,1610612738,67,79,2021-04-10T01:04:11Z,4040000,-3.0,14.0,1,left,J. Tatum driving reverse Layup (20 PTS) (K. Walker 5 AST),"[1628369, 202689]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,1.4,Made,20.0,K. Walker,202689.0,5.0,,,,,,,,,,,,,,,
408,PT07M21.00S,2021-04-10T01:04:10.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,89.04402102496715,58.647365196078425,1610612750,67,79,2021-04-10T01:04:27Z,4050000,43.0,50.0,1,right,MISS J. Okogie 6' driving Layup,[1629006],1610612750.0,MIN,driving,,,Okogie,J. Okogie,,,,,6.65,Missed,,,,,,,,,,,,,,,,,,,
411,PT07M17.00S,2021-04-10T01:04:14.6Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,67,79,2021-04-10T01:16:50Z,4070000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,408.0,3.0,3.0,0.0,,,,,,,,,
412,PT07M10.00S,2021-04-10T01:04:22.0Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,67,79,2021-04-10T01:04:31Z,4080000,,,0,,J. Brown bad pass TURNOVER (4 TO),"[1627759, 1626157]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,4.0,Towns,1626157.0,,,,,,
413,PT07M10.00S,2021-04-10T01:04:22.0Z,3,REGULAR,steal,,[],1626157,,,1610612750,67,79,2021-04-10T01:04:23Z,4090000,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M04.00S,2021-04-10T01:04:28.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,67.62483574244416,25.559129901960787,1610612750,67,82,2021-04-10T01:06:59Z,4100000,-122.0,252.0,1,right,J. McDaniels 27' 3PT pullup (9 PTS),[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,27.99,Made,9.0,,,,,,,,,,,,,,,,,,
415,PT06M54.00S,2021-04-10T01:04:37.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,28.991458607095925,25.80422794117647,1610612738,67,82,2021-04-10T01:04:48Z,4110000,121.0,220.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
416,PT06M52.00S,2021-04-10T01:04:39.7Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,67,82,2021-04-10T01:04:48Z,4120000,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,415.0,3.0,2.0,1.0,,,,,,,,,
417,PT06M44.00S,2021-04-10T01:04:48.6Z,3,REGULAR,turnover,lost ball,[],1630162,,,1610612750,67,82,2021-04-10T01:04:52Z,4130000,,,0,,A. Edwards lost ball TURNOVER (3 TO),"[1630162, 203935]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,3.0,Smart,203935.0,,,,,,
418,PT06M44.00S,2021-04-10T01:04:48.6Z,3,REGULAR,steal,,[],203935,,,1610612738,67,82,2021-04-10T01:04:50Z,4140000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M43.00S,2021-04-10T01:04:59.7Z,3,REGULAR,foul,personal,[],201937,,,1610612738,67,82,2021-04-10T01:08:18Z,4150000,,,0,,R. Rubio take personal FOUL (1 PF),"[201937, 1627759]",1610612750.0,MIN,take,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Brown,1627759.0,
421,PT06M43.00S,2021-04-10T01:05:11.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,67,82,2021-04-10T01:05:11Z,4170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M32.00S,2021-04-10T01:07:58.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628369,12.040078843626807,34.627757352941174,1610612738,69,82,2021-04-10T01:12:04Z,4180000,77.0,61.0,1,left,J. Tatum 9' bank Hook (22 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,bank,,,Tatum,J. Tatum,,,,,9.8,Made,22.0,M. Smart,203935.0,5.0,,,,,,,,,,,,,,,
427,PT06M11.00S,2021-04-10T01:08:19.8Z,3,REGULAR,turnover,lost ball,[],1626157,,,1610612750,69,82,2021-04-10T01:08:27Z,4200000,,,0,,K. Towns lost ball TURNOVER (3 TO),"[1626157, 202689]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,3.0,Walker,202689.0,,,,,,
428,PT06M11.00S,2021-04-10T01:08:19.8Z,3,REGULAR,steal,,[],202689,,,1610612738,69,82,2021-04-10T01:18:21Z,4210000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M09.00S,2021-04-10T01:08:42.2Z,3,REGULAR,substitution,out,[],201937,,,1610612738,69,82,2021-04-10T01:08:45Z,4220000,,,0,,SUB out: R. Rubio,[201937],1610612750.0,MIN,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M09.00S,2021-04-10T01:08:42.2Z,3,REGULAR,substitution,in,[],1626156,,,1610612738,69,82,2021-04-10T01:08:45Z,4230000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M06.00S,2021-04-10T01:09:03.8Z,3,REGULAR,jumpball,recovered,[],202689,,,1610612738,69,82,2021-04-10T01:09:03Z,4240000,,,0,,Jump Ball M. Smart vs. J. McDaniels: Tip to K. Walker,"[202689, 203935, 1630183]",1610612738.0,BOS,heldball,K. Walker,202689.0,Walker,K. Walker,Smart,203935.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,,,,,,
434,PT05M59.00S,2021-04-10T01:09:11.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,14.931011826544022,66.49050245098039,1610612738,71,82,2021-04-10T01:09:16Z,4270000,-82.0,88.0,1,left,J. Brown 12' pullup Jump Shot (14 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,12.06,Made,14.0,,,,,,,,,,,,,,,,,,
435,PT05M46.00S,2021-04-10T01:09:23.9Z,3,REGULAR,3pt,Jump Shot,[],1630183,74.72076215505913,85.85324754901961,1610612750,71,82,2021-04-10T01:09:33Z,4280000,179.0,185.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
436,PT05M43.00S,2021-04-10T01:09:26.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,71,82,2021-04-10T01:09:33Z,4290000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,435.0,3.0,2.0,1.0,,,,,,,,,
437,PT05M36.00S,2021-04-10T01:09:33.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,7.884362680683312,95.68014705882352,1610612738,74,82,2021-04-10T01:09:40Z,4300000,-228.0,22.0,1,left,J. Brown 3PT  (17 PTS) (K. Walker 6 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.94,Made,17.0,K. Walker,202689.0,6.0,,,,,,,,,,,,,,,
439,PT05M20.00S,2021-04-10T01:09:54.7Z,3,REGULAR,foul,personal,[],203935,,,1610612750,74,82,2021-04-10T01:10:10Z,4320000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1626157]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Towns,1626157.0,
441,PT05M20.00S,2021-04-10T01:10:12.2Z,3,REGULAR,substitution,out,[],1629006,,,1610612750,74,82,2021-04-10T01:10:16Z,4340000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M20.00S,2021-04-10T01:10:12.2Z,3,REGULAR,substitution,in,[],1627823,,,1610612750,74,82,2021-04-10T01:10:16Z,4350000,,,0,,SUB in: J. Hernangomez,[1627823],1610612750.0,MIN,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M06.00S,2021-04-10T01:10:39.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612750,74,82,2021-04-10T01:10:52Z,4360000,,,0,,M. Smart shooting personal FOUL (2 PF) (Edwards 2 FT),"[203935, 1630162]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Edwards,1630162.0,
445,PT05M06.00S,2021-04-10T01:11:04.7Z,3,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,74,83,2021-04-10T01:11:04Z,4380000,,,0,,A. Edwards Free Throw 1 of 2 (15 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
446,PT05M06.00S,2021-04-10T01:11:21.4Z,3,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,74,84,2021-04-10T01:11:21Z,4390000,,,0,,A. Edwards Free Throw 2 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
447,PT04M53.00S,2021-04-10T01:11:37.8Z,3,REGULAR,turnover,lost ball,[],203935,,,1610612738,74,84,2021-04-10T01:11:42Z,4400000,,,0,,M. Smart lost ball TURNOVER (2 TO),"[203935, 1630183]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2.0,McDaniels,1630183.0,,,,,,
448,PT04M53.00S,2021-04-10T01:11:37.8Z,3,REGULAR,steal,,[],1630183,,,1610612750,74,84,2021-04-10T01:11:39Z,4410000,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M49.00S,2021-04-10T01:11:42.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612750,74,84,2021-04-10T01:12:06Z,4420000,,,0,,K. Walker shooting personal FOUL (2 PF) (Edwards 2 FT),"[202689, 1630162]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Edwards,1630162.0,
452,PT04M49.00S,2021-04-10T01:12:21.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,74,84,2021-04-10T01:12:21Z,4450000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT04M49.00S,2021-04-10T01:12:38.7Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612750,74,84,2021-04-10T01:19:17Z,4460000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,
454,PT04M49.00S,2021-04-10T01:13:46.1Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202689,,,1610612750,74,84,2021-04-10T01:15:42Z,4470000,,,0,,K. Walker technical FOUL (1 Tech),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,1151.0,2.0,1.0,,,
455,PT04M49.00S,2021-04-10T01:15:53.1Z,3,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,74,85,2021-04-10T01:15:53Z,4480000,,,0,,K. Towns technical Free Throw 1 of 1 (17 PTS),[1626157],1610612750.0,MIN,technical,,,Towns,K. Towns,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
456,PT04M49.00S,2021-04-10T01:16:15.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630162,,,1610612750,74,86,2021-04-10T01:16:15Z,4490000,,,0,,A. Edwards Free Throw 1 of 2 (17 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
457,PT04M49.00S,2021-04-10T01:16:38.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630162,,,1610612750,74,87,2021-04-10T01:16:38Z,4500000,,,0,,A. Edwards Free Throw 2 of 2 (18 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
458,PT04M34.00S,2021-04-10T01:16:55.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,6.389618922470433,96.8826593137255,1610612738,74,87,2021-04-10T01:17:01Z,4510000,-234.0,8.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
459,PT04M31.00S,2021-04-10T01:16:58.9Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,74,87,2021-04-10T01:17:01Z,4520000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,458.0,6.0,3.0,3.0,,,,,,,,,
460,PT04M28.00S,2021-04-10T01:17:02.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,23.47240473061761,13.059129901960784,1610612738,77,87,2021-04-10T01:17:08Z,4530000,185.0,168.0,1,left,M. Smart 24' 3PT  (18 PTS) (K. Walker 7 AST),"[203935, 202689]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.97,Made,18.0,K. Walker,202689.0,7.0,,,,,,,,,,,,,,,
462,PT04M07.00S,2021-04-10T01:17:22.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,92.72339027595268,49.82383578431372,1610612750,77,89,2021-04-10T01:17:26Z,4550000,-1.0,16.0,1,right,A. Edwards cutting DUNK (20 PTS) (K. Towns 3 AST),"[1630162, 1626157]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,1.59,Made,20.0,K. Towns,1626157.0,3.0,,,,,,,,,,,,,,,
