actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
456,PT02M46.00S,2021-02-20T02:06:49.5Z,3,REGULAR,turnover,lost ball,[],202684,,,1610612738,89,64,2021-02-20T02:06:55Z,4310000,,,0,,T. Thompson lost ball TURNOVER (2 TO),"[202684, 1629027]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,2.0,Young,1629027.0,,,,,
457,PT02M46.00S,2021-02-20T02:06:49.5Z,3,REGULAR,steal,,[],1629027,,,1610612737,89,64,2021-02-20T02:19:07Z,4320000,,,0,,T. Young STEAL (3 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M46.00S,2021-02-20T02:07:07.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612737,89,64,2021-02-20T02:16:37Z,4330000,,,0,,K. Walker take personal FOUL (2 PF) (Young 2 FT),"[202689, 1629027]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1188.0,,,,2.0,0.0,Young,1629027.0,
460,PT02M46.00S,2021-02-20T02:07:24.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629027,,,1610612737,89,65,2021-02-20T02:07:24Z,4350000,,,0,,T. Young Free Throw 1 of 2 (19 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
461,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612737,89,65,2021-02-20T02:07:39Z,4360000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,out,[],202689,,,1610612737,89,65,2021-02-20T02:07:39Z,4370000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,out,[],202684,,,1610612737,89,65,2021-02-20T02:07:39Z,4380000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,out,[],1628464,,,1610612737,89,65,2021-02-20T02:07:39Z,4390000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,89,65,2021-02-20T02:07:39Z,4400000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,in,[],1628369,,,1610612737,89,65,2021-02-20T02:07:39Z,4410000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612737,89,65,2021-02-20T02:07:39Z,4420000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,in,[],1629057,,,1610612737,89,65,2021-02-20T02:07:39Z,4430000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,in,[],1628400,,,1610612737,89,65,2021-02-20T02:07:39Z,4440000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M46.00S,2021-02-20T02:07:27.5Z,3,REGULAR,substitution,in,[],201568,,,1610612737,89,65,2021-02-20T02:07:39Z,4450000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M46.00S,2021-02-20T02:07:44.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629027,,,1610612737,89,66,2021-02-20T02:07:44Z,4460000,,,0,,T. Young Free Throw 2 of 2 (20 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,20.0,,,,,,,,,,,,,,
472,PT02M30.00S,2021-02-20T02:08:02.1Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,89,66,2021-02-20T02:08:06Z,4470000,,,0,,J. Tatum lost ball TURNOVER (4 TO),"[1628369, 203524]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,4.0,Hill,203524.0,,,,,
473,PT02M30.00S,2021-02-20T02:08:02.1Z,3,REGULAR,steal,,[],203524,,,1610612737,89,66,2021-02-20T02:08:03Z,4480000,,,0,,S. Hill STEAL (1 STL),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M26.00S,2021-02-20T02:08:05.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203524,93.5611038107753,54.013480392156865,1610612737,89,66,2021-02-20T02:08:16Z,4490000,20.0,8.0,1,right,MISS S. Hill running Layup,[203524],1610612737.0,ATL,running,,,Hill,S. Hill,,,,,2.16,Missed,,,,,,,,,,,,,,,,,,,
475,PT02M24.00S,2021-02-20T02:08:07.6Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,89,66,2021-02-20T02:08:16Z,4500000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,474.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
476,PT02M16.00S,2021-02-20T02:08:16.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,8.886333771353483,43.20618872549019,1610612738,89,66,2021-02-20T02:08:28Z,4510000,34.0,31.0,1,left,MISS P. Pritchard driving finger roll Layup,[1630202],1610612738.0,BOS,driving finger roll,,,Pritchard,P. Pritchard,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,,
477,PT02M15.00S,2021-02-20T02:08:17.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,89,66,2021-02-20T02:08:28Z,4520000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,476.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
478,PT02M14.00S,2021-02-20T02:08:23.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,89,66,2021-02-20T02:09:14Z,4530000,0.0,0.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
485,PT02M13.00S,2021-02-20T02:08:24.3Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,89,66,2021-02-20T02:09:14Z,4535000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,478.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
488,PT02M12.00S,2021-02-20T02:08:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,6.652431011826544,48.59834558823529,1610612738,91,66,2021-02-20T02:09:56Z,4537500,7.0,10.0,1,left,R. Williams III tip Layup (12 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,1.22,Made,,,,,12.0,,,,,,,,,,,,,,
479,PT02M01.00S,2021-02-20T02:08:31.1Z,3,REGULAR,3pt,Jump Shot,[],201568,64.86530880420499,67.22579656862744,1610612737,91,69,2021-02-20T02:08:39Z,4540000,86.0,278.0,1,right,D. Gallinari 29' 3PT  (3 PTS) (T. Young 9 AST),"[201568, 1629027]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,29.08,Made,,,,,3.0,T. Young,1629027.0,9.0,,,,,,,,,,,
481,PT01M41.00S,2021-02-20T02:08:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628400,9.674770039421814,44.676776960784316,1610612738,93,69,2021-02-20T02:08:56Z,4560000,27.0,38.0,1,left,S. Ojeleye driving Layup (2 PTS) (J. Tatum 4 AST),"[1628400, 1628369]",1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,4.67,Made,,,,,2.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,
483,PT01M22.00S,2021-02-20T02:09:09.8Z,3,REGULAR,3pt,Jump Shot,[],1629027,62.89421813403416,35.60814950980392,1610612737,93,69,2021-02-20T02:10:00Z,4580000,-72.0,296.0,1,right,MISS T. Young 30' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,30.49,Missed,,,,,,,,,,,,,,,,,,,
484,PT01M20.00S,2021-02-20T02:09:12.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,93,69,2021-02-20T02:09:12Z,4590000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,483.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
486,PT01M07.00S,2021-02-20T02:09:24.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.488173455978973,16.980698529411764,1610612738,96,69,2021-02-20T02:10:03Z,4600000,165.0,243.0,1,left,J. Tatum 29' 3PT  (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,29.42,Made,,,,,19.0,,,,,,,,,,,,,,
489,PT00M46.50S,2021-02-20T02:09:47.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203503,90.62089356110381,38.05912990196079,1610612737,96,69,2021-02-20T02:10:13Z,4620000,-60.0,36.0,1,right,MISS T. Snell 6' Jump Shot,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,6.96,Missed,,,,,,,,,,,,,,,,,,,
490,PT00M45.50S,2021-02-20T02:09:48.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,96,69,2021-02-20T02:10:13Z,4630000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,489.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
491,PT00M37.60S,2021-02-20T02:09:56.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,25.443495400788436,83.89246323529412,1610612738,96,69,2021-02-20T02:10:19Z,4640000,-169.0,187.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
492,PT00M35.00S,2021-02-20T02:09:59.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,96,69,2021-02-20T02:10:19Z,4650000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,491.0,,,,,,,,,,,,,,,,,,
493,PT00M35.00S,2021-02-20T02:10:02.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,96,69,2021-02-20T02:10:02Z,4660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M31.40S,2021-02-20T02:10:14.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.65637319316689,52.27481617647059,1610612737,96,71,2021-02-20T02:10:26Z,4670000,11.0,101.0,1,right,T. Young 10' Jump Shot (22 PTS) (D. Gallinari 1 AST),"[1629027, 201568]",1610612737.0,ATL,,,,Young,T. Young,,,,,10.17,Made,,,,,22.0,D. Gallinari,201568.0,1.0,,,,,,,,,,,
496,PT00M31.40S,2021-02-20T02:10:19.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629057,,,1610612737,96,71,2021-02-20T02:10:28Z,4690000,,,0,,R. Williams III shooting personal FOUL (4 PF) (Young 1 FT),"[1629057, 1629027]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,202026.0,,,,4.0,0.0,Young,1629027.0,
498,PT00M31.40S,2021-02-20T02:10:38.3Z,3,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,96,71,2021-02-20T02:10:53Z,4710000,,,0,,MISS T. Young Free Throw 1 of 1,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Missed,,,,,,,,,,,,,,,,,,,
499,PT00M31.40S,2021-02-20T02:10:38.3Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,96,71,2021-02-20T02:10:53Z,4720000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,498.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
500,PT00M11.00S,2021-02-20T02:10:58.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,11.169513797634691,40.349264705882355,1610612738,98,71,2021-02-20T02:11:13Z,4730000,48.0,52.0,1,left,J. Tatum 7' driving floating Jump Shot (21 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,7.13,Made,,,,,21.0,,,,,,,,,,,,,,
501,PT00M02.20S,2021-02-20T02:11:11.1Z,3,REGULAR,2pt,Jump Shot,[],1629027,80.3712220762155,31.196384803921568,1610612737,98,73,2021-02-20T02:11:16Z,4740000,-94.0,132.0,1,right,T. Young 16' pullup Jump Shot (24 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,16.2,Made,,,,,24.0,,,,,,,,,,,,,,
502,PT00M00.00S,2021-02-20T02:11:20.7Z,3,REGULAR,period,end,[],0,,,1610612738,98,73,2021-02-20T02:11:20Z,4750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M00.00S,2021-02-20T02:13:47.8Z,3,REGULAR,substitution,out,[],1629027,,,1610612738,98,73,2021-02-20T02:14:02Z,4760000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M00.00S,2021-02-20T02:13:47.8Z,3,REGULAR,substitution,out,[],1628981,,,1610612738,98,73,2021-02-20T02:14:02Z,4770000,,,0,,SUB out: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M00.00S,2021-02-20T02:13:47.8Z,3,REGULAR,substitution,in,[],1629164,,,1610612738,98,73,2021-02-20T02:14:02Z,4780000,,,0,,SUB in: B. Goodwin,[1629164],1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT00M00.00S,2021-02-20T02:13:47.8Z,3,REGULAR,substitution,in,[],203991,,,1610612738,98,73,2021-02-20T02:14:02Z,4790000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2021-02-20T02:14:37.3Z,4,REGULAR,period,start,[],0,,,1610612737,98,73,2021-02-20T02:14:37Z,4800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M44.00S,2021-02-20T02:14:37.3Z,4,REGULAR,foul,personal,[],1628369,,,1610612737,98,73,2021-02-20T02:42:33Z,4810000,,,0,,J. Tatum personal FOUL (2 PF),"[1628369, 201568]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,101283.0,,,,2.0,0.0,Gallinari,201568.0,
512,PT11M35.00S,2021-02-20T02:14:51.6Z,4,REGULAR,2pt,Jump Shot,['defensivegoaltending'],203524,91.40932982917214,31.44148284313725,1610612737,98,75,2021-02-20T02:30:31Z,4830000,-93.0,28.0,1,right,S. Hill 9' Jump Shot (6 PTS),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,9.7,Made,,,,,6.0,,,,,,,,,,,,,,
607,PT11M35.00S,2021-02-20T02:15:10.1Z,4,REGULAR,violation,defensive goaltending,[],1629057,,,1610612737,98,75,2021-02-20T02:30:31Z,4835000,,,0,,R. Williams III defensive goaltending VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M35.00S,2021-02-20T02:15:28.7Z,4,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612737,98,75,2021-02-20T02:15:35Z,4840000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Hill 1 FT),"[1630174, 203524]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,1188.0,,,,2.0,0.0,Hill,203524.0,
515,PT11M35.00S,2021-02-20T02:15:36.6Z,4,REGULAR,freethrow,1 of 1,[],203524,,,1610612737,98,76,2021-02-20T02:15:36Z,4860000,,,0,,S. Hill Free Throw 1 of 1 (7 PTS),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
520,PT11M35.00S,2021-02-20T02:15:46.0Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,98,76,2021-02-20T02:16:24Z,4865000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT11M35.00S,2021-02-20T02:15:46.0Z,4,REGULAR,substitution,in,[],1629750,,,1610612738,98,76,2021-02-20T02:16:24Z,4867500,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT11M22.00S,2021-02-20T02:15:55.4Z,4,REGULAR,foul,personal,[],201568,,,1610612738,98,76,2021-02-20T02:16:09Z,4870000,,,0,,D. Gallinari personal FOUL (2 PF),"[201568, 1629057]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,202026.0,,,,2.0,0.0,Williams III,1629057.0,
518,PT11M14.00S,2021-02-20T02:16:19.9Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,98,76,2021-02-20T02:16:28Z,4890000,,,0,,J. Tatum lost ball TURNOVER (5 TO),"[1628369, 203991]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,5.0,Capela,203991.0,,,,,
519,PT11M14.00S,2021-02-20T02:16:19.9Z,4,REGULAR,steal,,[],203991,,,1610612737,98,76,2021-02-20T02:26:52Z,4900000,,,0,,C. Capela STEAL (2 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT11M01.00S,2021-02-20T02:16:32.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203503,90.3580814717477,95.65716911764706,1610612737,98,79,2021-02-20T02:16:38Z,4910000,228.0,38.0,1,right,T. Snell 3PT  (3 PTS) (S. Hill 1 AST),"[203503, 203524]",1610612737.0,ATL,,,,Snell,T. Snell,,,,,23.15,Made,,,,,3.0,S. Hill,203524.0,1.0,,,,,,,,,,,
524,PT10M46.00S,2021-02-20T02:16:48.0Z,4,REGULAR,turnover,bad pass,[],1629750,,,1610612738,98,79,2021-02-20T02:16:54Z,4930000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 203503]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,1.0,Snell,203503.0,,,,,
525,PT10M46.00S,2021-02-20T02:16:48.0Z,4,REGULAR,steal,,[],203503,,,1610612737,98,79,2021-02-20T02:16:50Z,4940000,,,0,,T. Snell STEAL (1 STL),[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M37.00S,2021-02-20T02:16:58.8Z,4,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612737,98,79,2021-02-20T02:17:41Z,4950000,,,0,,J. Green shooting personal FOUL (1 PF) (Hill 2 FT),"[1629750, 203524]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,1188.0,,,,1.0,0.0,Hill,203524.0,
528,PT10M37.00S,2021-02-20T02:17:23.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203524,,,1610612737,98,80,2021-02-20T02:17:23Z,4970000,,,0,,S. Hill Free Throw 1 of 2 (8 PTS),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
529,PT10M37.00S,2021-02-20T02:17:44.7Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203524,,,1610612737,98,81,2021-02-20T02:17:44Z,4980000,,,0,,S. Hill Free Throw 2 of 2 (9 PTS),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
530,PT10M25.00S,2021-02-20T02:17:57.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,25.04927726675427,83.15716911764706,1610612738,98,81,2021-02-20T02:18:04Z,4990000,-166.0,183.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
531,PT10M23.00S,2021-02-20T02:17:59.5Z,4,REGULAR,rebound,defensive,[],203991,,,1610612737,98,81,2021-02-20T02:18:04Z,5000000,,,0,,C. Capela REBOUND (Off:6 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,530.0,11.0,5.0,6.0,,,,,,,,,,,,,,,
532,PT10M06.00S,2021-02-20T02:18:16.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203503,89.96386333771353,62.814031862745104,1610612737,98,81,2021-02-20T02:18:21Z,5010000,64.0,42.0,1,right,MISS T. Snell 7' driving floating Shot,[203503],1610612737.0,ATL,driving floating,,,Snell,T. Snell,,,,,7.65,Missed,,,,,,,,,,,,,,,,,,,
533,PT10M04.00S,2021-02-20T02:18:18.4Z,4,REGULAR,rebound,offensive,[],203503,,,1610612737,98,81,2021-02-20T02:18:32Z,5020000,,,0,,T. Snell REBOUND (Off:1 Def:0),[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,532.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
534,PT10M01.00S,2021-02-20T02:18:22.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203503,78.66294349540078,6.1963848039215685,1610612737,98,84,2021-02-20T02:18:27Z,5030000,-219.0,148.0,1,right,T. Snell 26' 3PT  (6 PTS),[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,26.44,Made,,,,,6.0,,,,,,,,,,,,,,
535,PT09M47.00S,2021-02-20T02:18:36.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.703679369250986,39.5297181372549,1610612738,98,84,2021-02-20T02:19:16Z,5040000,52.0,20.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,5.61,Missed,,,,,,,,,,,,,,,,,,,
536,PT09M46.00S,2021-02-20T02:18:37.2Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,98,84,2021-02-20T02:19:16Z,5050000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,535.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
537,PT09M45.00S,2021-02-20T02:18:42.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,7.227332457293036,44.39721200980392,1610612738,98,84,2021-02-20T02:19:27Z,5060000,28.0,15.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,,
538,PT09M33.00S,2021-02-20T02:18:54.9Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,98,84,2021-02-20T02:19:27Z,5070000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,537.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
539,PT09M33.00S,2021-02-20T02:18:48.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,5.590000152587891,50.0,1610612738,100,84,2021-02-20T02:18:48Z,5080000,0.0,0.0,1,left,J. Tatum tip Layup (23 PTS),[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,0.0,Made,,,,,23.0,,,,,,,,,,,,,,
540,PT09M25.00S,2021-02-20T02:18:59.7Z,4,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612737,100,84,2021-02-20T02:19:17Z,5090000,,,0,,J. Green shooting personal FOUL (2 PF) (Gallinari 2 FT),"[1629750, 201568]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,,,,,101283.0,,,,2.0,0.0,Gallinari,201568.0,
542,PT09M25.00S,2021-02-20T02:19:26.4Z,4,REGULAR,freethrow,1 of 2,[],201568,,,1610612737,100,85,2021-02-20T02:19:49Z,5110000,,,0,,D. Gallinari Free Throw 1 of 2 (4 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
543,PT09M25.00S,2021-02-20T02:19:26.4Z,4,REGULAR,freethrow,2 of 2,[],201568,,,1610612737,100,85,2021-02-20T02:19:49Z,5120000,,,0,,MISS D. Gallinari Free Throw 2 of 2,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,Missed,,,,,,,,,,,,,,,,,,,
544,PT09M25.00S,2021-02-20T02:19:26.4Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,100,85,2021-02-20T02:19:49Z,5130000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,543.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
545,PT09M10.00S,2021-02-20T02:19:56.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,43.94148284313725,1610612738,100,85,2021-02-20T02:20:05Z,5140000,30.0,32.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,4.43,Missed,,,,,,,,,,,,,,,,,,,
