actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
182,PT10M11.00S,2021-04-29T00:09:55.9Z,2,REGULAR,turnover,3-second-violation,[],202684,,,1610612738,39,23,2021-04-29T00:10:11Z,1780000,,,0,,T. Thompson 3-second-violation TURNOVER (1 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,202035.0,,,,,,,,1.0,,
183,PT10M11.00S,2021-04-29T00:10:03.2Z,2,REGULAR,substitution,out,[],203095,,,1610612766,39,23,2021-04-29T00:10:06Z,1790000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M11.00S,2021-04-29T00:10:03.2Z,2,REGULAR,substitution,in,[],1630174,,,1610612766,39,23,2021-04-29T00:10:06Z,1800000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M59.00S,2021-04-29T00:10:21.3Z,2,REGULAR,turnover,bad pass,[],1628998,,,1610612766,39,23,2021-04-29T00:10:25Z,1810000,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628998, 1629682]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,1.0,Waters,1629682.0
186,PT09M59.00S,2021-04-29T00:10:21.3Z,2,REGULAR,steal,,[],1629682,,,1610612738,39,23,2021-04-29T00:10:23Z,1820000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M53.00S,2021-04-29T00:10:26.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,90.48948751642575,49.08854166666667,1610612738,41,23,2021-04-29T00:10:33Z,1830000,-5.0,37.0,1,right,J. Tatum running DUNK (11 PTS) (T. Waters 3 AST),"[1628369, 1629682]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.72,Made,,,,,,,11.0,,,,,,T. Waters,1629682.0,3.0,,,
189,PT09M26.00S,2021-04-29T00:10:53.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,7.046649145860711,52.51991421568627,1610612766,41,25,2021-04-29T00:10:58Z,1850000,-13.0,14.0,1,left,P. Washington cutting DUNK (5 PTS) (M. Bridges 3 AST),"[1629023, 1628970]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,1.86,Made,,,,,,,5.0,,,,,,M. Bridges,1628970.0,3.0,,,
191,PT09M15.00S,2021-04-29T00:11:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202684,91.80354796320631,54.23560049019608,1610612738,41,25,2021-04-29T00:11:20Z,1870000,21.0,25.0,1,right,MISS T. Thompson driving Layup - blocked,"[202684, 1628984]",1610612738.0,BOS,driving,,,Thompson,T. Thompson,,,,,3.24,Missed,,,,,Graham,1628984.0,,,,,,,,,,,,
203,PT09M15.00S,2021-04-29T00:11:12.6Z,2,REGULAR,block,,[],1628984,,,1610612738,41,25,2021-04-29T00:13:48Z,1875000,,,0,,D. Graham BLOCK (2 BLK),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M13.00S,2021-04-29T00:11:14.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,41,25,2021-04-29T00:11:20Z,1880000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,
193,PT09M13.00S,2021-04-29T00:11:17.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,41,25,2021-04-29T00:11:17Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M03.00S,2021-04-29T00:11:27.0Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612766,41,25,2021-04-29T00:11:32Z,1900000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1630174]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0
195,PT09M03.00S,2021-04-29T00:11:27.0Z,2,REGULAR,steal,,[],1630174,,,1610612738,41,25,2021-04-29T00:11:28Z,1910000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M56.00S,2021-04-29T00:11:34.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,93.38042049934296,96.39246323529412,1610612738,41,25,2021-04-29T00:11:43Z,1920000,232.0,10.0,1,right,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,
197,PT08M54.00S,2021-04-29T00:11:36.4Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612766,41,25,2021-04-29T00:11:43Z,1930000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
198,PT08M46.00S,2021-04-29T00:11:44.0Z,2,REGULAR,3pt,Jump Shot,[],1629023,29.25427069645204,24.088541666666664,1610612766,41,28,2021-04-29T00:13:25Z,1940000,130.0,222.0,1,left,P. Washington 25' 3PT pullup (8 PTS) (D. Graham 1 AST),"[1629023, 1628984]",1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,25.75,Made,,,,,,,8.0,,,,,,D. Graham,1628984.0,1.0,,,
199,PT08M28.00S,2021-04-29T00:12:03.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,90.75229960578186,50.55912990196079,1610612738,43,28,2021-04-29T00:12:08Z,1950000,3.0,34.0,1,right,T. Thompson cutting DUNK (6 PTS) (P. Pritchard 2 AST),"[202684, 1630202]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,3.45,Made,,,,,,,6.0,,,,,,P. Pritchard,1630202.0,2.0,,,
201,PT08M28.00S,2021-04-29T00:12:08.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,43,28,2021-04-29T00:12:08Z,1970000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M28.00S,2021-04-29T00:14:13.9Z,2,REGULAR,substitution,out,[],1629682,,,1610612766,43,28,2021-04-29T00:14:48Z,1980000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M28.00S,2021-04-29T00:14:13.9Z,2,REGULAR,substitution,in,[],203095,,,1610612766,43,28,2021-04-29T00:14:48Z,1990000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M12.00S,2021-04-29T00:15:12.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,12.302890932982917,41.490502450980394,1610612766,43,30,2021-04-29T00:15:20Z,2000000,43.0,63.0,1,left,T. Rozier 7' driving floating bank Jump Shot (4 PTS) (C. Martin 1 AST),"[1626179, 1628998]",1610612766.0,CHA,driving floating bank,,,Rozier,T. Rozier,,,,,7.61,Made,,,,,,,4.0,,,,,,C. Martin,1628998.0,1.0,,,
208,PT07M53.00S,2021-04-29T00:15:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,86.67871222076215,42.470894607843135,1610612738,43,30,2021-04-29T00:15:40Z,2020000,-38.0,73.0,1,right,MISS J. Tatum 8' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,
209,PT07M50.00S,2021-04-29T00:15:34.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,43,30,2021-04-29T00:15:34Z,2030000,,,0,,T. Thompson REBOUND (Off:2 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,208.0,4.0,2.0,2.0,,,,,,,,,,,,,,
210,PT07M50.00S,2021-04-29T00:15:38.3Z,2,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612738,43,30,2021-04-29T00:15:52Z,2040000,,,0,,D. Graham shooting personal FOUL (2 PF) (Thompson 2 FT),"[1628984, 202684]",1610612766.0,CHA,shooting,,,Graham,D. Graham,,,,,,,,,,,,,,202035.0,2.0,0.0,Thompson,202684.0,,,,,,
212,PT07M50.00S,2021-04-29T00:16:07.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612738,43,30,2021-04-29T00:16:07Z,2060000,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
213,PT07M50.00S,2021-04-29T00:16:07.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,43,30,2021-04-29T00:16:07Z,2070000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,212.0,,,,,,,,,,,,,,,,,
214,PT07M50.00S,2021-04-29T00:16:08.7Z,2,REGULAR,substitution,out,[],1628984,,,1610612738,43,30,2021-04-29T00:16:17Z,2080000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M50.00S,2021-04-29T00:16:08.7Z,2,REGULAR,substitution,out,[],1629023,,,1610612738,43,30,2021-04-29T00:16:17Z,2090000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M50.00S,2021-04-29T00:16:08.7Z,2,REGULAR,substitution,in,[],1628997,,,1610612738,43,30,2021-04-29T00:16:17Z,2100000,,,0,,SUB in: C. Martin,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M50.00S,2021-04-29T00:16:08.7Z,2,REGULAR,substitution,in,[],203469,,,1610612738,43,30,2021-04-29T00:16:17Z,2110000,,,0,,SUB in: C. Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M50.00S,2021-04-29T00:16:28.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612738,44,30,2021-04-29T00:16:28Z,2120000,,,0,,T. Thompson Free Throw 2 of 2 (7 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
219,PT07M41.00S,2021-04-29T00:16:42.6Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612766,44,30,2021-04-29T00:16:54Z,2130000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Zeller 2 FT),"[1630174, 203469]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,202035.0,1.0,0.0,Zeller,203469.0,,,,,,
221,PT07M41.00S,2021-04-29T00:17:08.2Z,2,REGULAR,freethrow,1 of 2,[],203469,,,1610612766,44,30,2021-04-29T00:17:08Z,2150000,,,0,,MISS C. Zeller Free Throw 1 of 2,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,Missed,,,,,,,,,,,,,,,,,,
222,PT07M41.00S,2021-04-29T00:17:08.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,44,30,2021-04-29T00:17:08Z,2160000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,
223,PT07M41.00S,2021-04-29T00:17:33.5Z,2,REGULAR,freethrow,2 of 2,[],203469,,,1610612766,44,31,2021-04-29T00:17:33Z,2170000,,,0,,C. Zeller Free Throw 2 of 2 (1 PTS),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
224,PT07M24.00S,2021-04-29T00:17:54.8Z,2,REGULAR,2pt,Jump Shot,[],1628369,69.46452036793693,51.78462009803921,1610612738,44,31,2021-04-29T00:18:08Z,2180000,9.0,235.0,1,right,MISS J. Tatum 23' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
225,PT07M22.00S,2021-04-29T00:17:56.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,44,31,2021-04-29T00:18:03Z,2190000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,224.0,5.0,2.0,3.0,,,,,,,,,,,,,,
226,PT07M19.00S,2021-04-29T00:18:00.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,70.90998685939553,79.23560049019608,1610612738,47,31,2021-04-29T00:18:05Z,2200000,146.0,221.0,1,right,P. Pritchard 26' 3PT  (3 PTS) (T. Thompson 1 AST),"[1630202, 202684]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.49,Made,,,,,,,3.0,,,,,,T. Thompson,202684.0,1.0,,,
228,PT07M09.00S,2021-04-29T00:18:15.3Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612766,47,31,2021-04-29T00:18:29Z,2220000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Martin 2 FT),"[202684, 1628997]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,202035.0,1.0,0.0,Martin,1628997.0,,,,,,
230,PT07M09.00S,2021-04-29T00:18:43.9Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612766,47,32,2021-04-29T00:18:43Z,2240000,,,0,,C. Martin Free Throw 1 of 2 (1 PTS),[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
231,PT07M09.00S,2021-04-29T00:18:43.9Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612766,47,32,2021-04-29T00:19:08Z,2250000,,,0,,MISS C. Martin Free Throw 2 of 2,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,
232,PT07M09.00S,2021-04-29T00:18:43.9Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,47,32,2021-04-29T00:19:08Z,2260000,,,0,,C. Martin REBOUND (Off:4 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,231.0,5.0,1.0,4.0,,,,,,,,,,,,,,
233,PT07M02.00S,2021-04-29T00:19:08.4Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,47,32,2021-04-29T00:19:30Z,2270000,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628970, 1628369]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0
234,PT07M02.00S,2021-04-29T00:19:08.4Z,2,REGULAR,steal,,[],1628369,,,1610612738,47,32,2021-04-29T00:19:10Z,2280000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M58.00S,2021-04-29T00:19:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,91.93495400788436,51.294424019607845,1610612738,49,32,2021-04-29T00:19:19Z,2290000,6.0,23.0,1,right,J. Tatum running Layup (13 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,2.42,Made,,,,,,,13.0,,,,,,,,,,,
236,PT06M37.00S,2021-04-29T00:19:32.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,8.886333771353483,55.70618872549019,1610612766,49,32,2021-04-29T00:19:44Z,2300000,-29.0,31.0,1,left,MISS C. Martin Layup - blocked,"[1628998, 1630174]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,4.21,Missed,,,,,Nesmith,1630174.0,,,,,,,,,,,,
237,PT06M37.00S,2021-04-29T00:19:32.6Z,2,REGULAR,block,,[],1630174,,,1610612766,49,32,2021-04-29T00:19:36Z,2310000,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M35.00S,2021-04-29T00:19:34.6Z,2,REGULAR,rebound,offensive,[],203469,,,1610612766,49,32,2021-04-29T00:19:44Z,2320000,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,236.0,1.0,0.0,1.0,,,,,,,,,,,,,,
239,PT06M30.00S,2021-04-29T00:19:40.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,29.77989487516426,26.294424019607842,1610612766,49,32,2021-04-29T00:19:57Z,2330000,119.0,227.0,1,left,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
240,PT06M28.00S,2021-04-29T00:19:42.1Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,49,32,2021-04-29T00:19:42Z,2340000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,239.0,6.0,3.0,3.0,,,,,,,,,,,,,,
241,PT06M18.00S,2021-04-29T00:19:51.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,90.22667542706965,47.127757352941174,1610612738,49,32,2021-04-29T00:20:03Z,2350000,-14.0,39.0,1,right,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,4.19,Missed,,,,,,,,,,,,,,,,,,
242,PT06M16.00S,2021-04-29T00:19:53.5Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,49,32,2021-04-29T00:20:03Z,2360000,,,0,,T. Thompson REBOUND (Off:4 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,241.0,7.0,3.0,4.0,,,,,,,,,,,,,,
243,PT06M15.00S,2021-04-29T00:19:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,94.40999984741211,50.0,1610612738,49,32,2021-04-29T00:19:54Z,2370000,0.0,0.0,1,right,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
244,PT06M14.00S,2021-04-29T00:19:55.4Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,49,32,2021-04-29T00:19:55Z,2380000,,,0,,C. Martin REBOUND (Off:4 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,243.0,6.0,2.0,4.0,,,,,,,,,,,,,,
245,PT06M12.00S,2021-04-29T00:19:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,7.178055190538765,45.90226715686275,1610612766,49,32,2021-04-29T00:20:08Z,2390000,20.0,15.0,1,left,MISS T. Rozier driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,2.54,Missed,,,,,,,,,,,,,,,,,,
246,PT06M10.00S,2021-04-29T00:19:59.8Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,49,32,2021-04-29T00:20:08Z,2400000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,,,,
247,PT05M53.00S,2021-04-29T00:20:16.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,82.9993429697766,65.01991421568627,1610612738,49,32,2021-04-29T00:20:28Z,2410000,75.0,107.0,1,right,MISS J. Tatum 13' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,13.1,Missed,,,,,,,,,,,,,,,,,,
248,PT05M51.00S,2021-04-29T00:20:18.6Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,49,32,2021-04-29T00:20:28Z,2420000,,,0,,T. Thompson REBOUND (Off:5 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,247.0,8.0,3.0,5.0,,,,,,,,,,,,,,
249,PT05M49.00S,2021-04-29T00:20:21.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202684,92.06636005256242,47.127757352941174,1610612738,51,32,2021-04-29T00:20:38Z,2430000,-14.0,22.0,1,right,T. Thompson putback DUNK (9 PTS),[202684],1610612738.0,BOS,putback,,,Thompson,T. Thompson,,,,,2.64,Made,,,,,,,9.0,,,,,,,,,,,
250,PT05M24.00S,2021-04-29T00:20:46.4Z,2,REGULAR,3pt,Jump Shot,[],1628970,6.652431011826544,3.7454044117647056,1610612766,51,32,2021-04-29T00:20:55Z,2440000,231.0,10.0,1,left,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,
251,PT05M22.00S,2021-04-29T00:20:48.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,51,32,2021-04-29T00:20:55Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,
252,PT05M22.00S,2021-04-29T00:20:57.4Z,2,REGULAR,foul,personal,[],1630202,,,1610612766,51,32,2021-04-29T00:21:47Z,2460000,,,0,,P. Pritchard loose ball personal FOUL (1 PF),"[1630202, 1628998]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,202049.0,1.0,0.0,Martin,1628998.0,,,,,,
254,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,out,[],1628369,,,1610612766,51,32,2021-04-29T00:21:30Z,2480000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,out,[],1630202,,,1610612766,51,32,2021-04-29T00:21:30Z,2490000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,51,32,2021-04-29T00:21:30Z,2500000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,out,[],1628997,,,1610612766,51,32,2021-04-29T00:21:30Z,2510000,,,0,,SUB out: C. Martin,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,in,[],1627759,,,1610612766,51,32,2021-04-29T00:21:30Z,2520000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,in,[],1629682,,,1610612766,51,32,2021-04-29T00:21:30Z,2530000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612766,51,32,2021-04-29T00:21:30Z,2540000,,,0,,SUB in: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M22.00S,2021-04-29T00:21:07.4Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,51,32,2021-04-29T00:21:30Z,2550000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M13.00S,2021-04-29T00:21:33.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,51,32,2021-04-29T00:21:33Z,2560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M09.00S,2021-04-29T00:21:51.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203469,7.178055190538765,47.86305147058824,1610612766,51,34,2021-04-29T00:21:56Z,2570000,11.0,15.0,1,left,C. Zeller driving DUNK (3 PTS) (C. Martin 2 AST),"[203469, 1628998]",1610612766.0,CHA,driving,,,Zeller,C. Zeller,,,,,1.84,Made,,,,,,,3.0,,,,,,C. Martin,1628998.0,2.0,,,
265,PT04M51.00S,2021-04-29T00:22:12.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,68.54467805519053,76.04932598039215,1610612738,51,34,2021-04-29T00:22:19Z,2590000,130.0,243.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,
266,PT04M49.00S,2021-04-29T00:22:14.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,51,34,2021-04-29T00:22:19Z,2600000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,,
267,PT04M49.00S,2021-04-29T00:22:19.9Z,2,REGULAR,foul,personal,[],1630174,,,1610612766,51,34,2021-04-29T00:22:26Z,2610000,,,0,,A. Nesmith loose ball personal FOUL (2 PF),"[1630174, 1628998]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,202035.0,2.0,0.0,Martin,1628998.0,,,,,,
269,PT04M49.00S,2021-04-29T00:22:33.0Z,2,REGULAR,substitution,out,[],202684,,,1610612766,51,34,2021-04-29T00:22:38Z,2630000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M49.00S,2021-04-29T00:22:33.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612766,51,34,2021-04-29T00:22:38Z,2640000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M49.00S,2021-04-29T00:22:33.0Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,51,34,2021-04-29T00:24:05Z,2645000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
