actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
448,PT05M01.00S,2021-05-01T01:14:15.5Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612759,75,93,2021-05-01T01:14:29Z,4390000,,,0,,E. Fournier shooting personal FOUL (3 PF) (DeRozan 2 FT),"[203095, 201942]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,DeRozan,201942.0,,,
450,PT05M01.00S,2021-05-01T01:14:46.8Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612759,75,94,2021-05-01T01:14:46Z,4410000,,,0,,D. DeRozan Free Throw 1 of 2 (16 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
451,PT05M01.00S,2021-05-01T01:15:01.0Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612759,75,95,2021-05-01T01:15:01Z,4420000,,,0,,D. DeRozan Free Throw 2 of 2 (17 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
452,PT04M47.00S,2021-05-01T01:15:17.5Z,3,REGULAR,2pt,Jump Shot,[],1628369,82.07950065703022,32.666973039215684,1610612738,75,95,2021-05-01T01:15:25Z,4430000,-87.0,116.0,1,right,MISS J. Tatum 14' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,14.48,Missed,,,,,,,,,,,,,,,,,,,
453,PT04M43.00S,2021-05-01T01:15:21.5Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,75,95,2021-05-01T01:15:25Z,4440000,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,452.0,5.0,5.0,0.0,,,,,,,,,,,,,,
454,PT04M40.00S,2021-05-01T01:15:24.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201988,29.517082785808146,73.35324754901961,1610612759,75,95,2021-05-01T01:15:33Z,4450000,-117.0,225.0,1,left,MISS P. Mills 25' running pullup 3PT,[201988],1610612759.0,SAS,running pullup,,,Mills,P. Mills,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
455,PT04M37.00S,2021-05-01T01:15:27.7Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,95,2021-05-01T01:18:24Z,4460000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,454.0,3.0,3.0,0.0,,,,,,,,,,,,,,
456,PT04M32.00S,2021-05-01T01:15:32.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627759,87.46714848883047,53.990502450980394,1610612738,75,95,2021-05-01T01:15:47Z,4470000,20.0,65.0,1,right,MISS J. Brown 6' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,6.83,Missed,,,,,,,,,,,,,,,,,,,
457,PT04M28.00S,2021-05-01T01:15:36.7Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,75,95,2021-05-01T01:15:47Z,4480000,,,0,,R. Williams III REBOUND (Off:3 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,456.0,7.0,4.0,3.0,,,,,,,,,,,,,,
458,PT04M28.00S,2021-05-01T01:15:35.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,75,95,2021-05-01T01:15:35Z,4490000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
459,PT04M28.00S,2021-05-01T01:15:36.6Z,3,REGULAR,rebound,defensive,[],201988,,,1610612759,75,95,2021-05-01T01:15:36Z,4500000,,,0,,P. Mills REBOUND (Off:0 Def:2),[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,,,,458.0,2.0,2.0,0.0,,,,,,,,,,,,,,
460,PT04M11.00S,2021-05-01T01:15:52.7Z,3,REGULAR,3pt,Jump Shot,[],201942,33.327858081471746,40.26501225490196,1610612759,75,95,2021-05-01T01:15:57Z,4510000,49.0,261.0,1,left,MISS D. DeRozan 26' 3PT,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,,
461,PT04M09.00S,2021-05-01T01:15:54.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,75,95,2021-05-01T01:15:57Z,4520000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,460.0,8.0,5.0,3.0,,,,,,,,,,,,,,
462,PT03M56.00S,2021-05-01T01:16:08.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.88370565045992,53.50030637254902,1610612738,75,95,2021-05-01T01:16:13Z,4530000,18.0,33.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,3.75,Missed,,,,,,,,,,,,,,,,,,,
463,PT03M53.00S,2021-05-01T01:16:11.2Z,3,REGULAR,rebound,defensive,[],201942,,,1610612759,75,95,2021-05-01T01:16:11Z,4540000,,,0,,D. DeRozan REBOUND (Off:0 Def:5),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,462.0,5.0,5.0,0.0,,,,,,,,,,,,,,
464,PT03M48.00S,2021-05-01T01:16:16.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,6.521024967148489,95.65716911764706,1610612759,75,98,2021-05-01T01:16:20Z,4550000,-228.0,9.0,1,left,L. Walker IV 3PT  (18 PTS) (D. DeRozan 11 AST),"[1629022, 201942]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,22.85,Made,18.0,,,,,,,,D. DeRozan,201942.0,11.0,,,,,,,,
466,PT03M37.00S,2021-05-01T01:16:29.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.40932982917214,46.14736519607843,1610612738,77,98,2021-05-01T01:16:33Z,4570000,-19.0,28.0,1,right,R. Williams III cutting Layup (10 PTS) (M. Smart 8 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,3.43,Made,10.0,,,,,,,,M. Smart,203935.0,8.0,,,,,,,,
468,PT03M37.00S,2021-05-01T01:16:32.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629234,,,1610612738,77,98,2021-05-01T01:16:41Z,4590000,,,0,,D. Eubanks shooting personal FOUL (3 PF) (Williams III 1 FT),"[1629234, 1629057]",1610612759.0,SAS,shooting,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Williams III,1629057.0,,,
470,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,77,98,2021-05-01T01:17:14Z,4610000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,out,[],203095,,,1610612738,77,98,2021-05-01T01:17:14Z,4620000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,out,[],1629640,,,1610612738,77,98,2021-05-01T01:17:14Z,4630000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,out,[],1629234,,,1610612738,77,98,2021-05-01T01:17:14Z,4640000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,77,98,2021-05-01T01:17:14Z,4650000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,77,98,2021-05-01T01:17:14Z,4660000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,in,[],1627751,,,1610612738,77,98,2021-05-01T01:17:14Z,4670000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M37.00S,2021-05-01T01:16:42.1Z,3,REGULAR,substitution,in,[],200752,,,1610612738,77,98,2021-05-01T01:17:14Z,4680000,,,0,,SUB in: R. Gay,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M37.00S,2021-05-01T01:17:18.8Z,3,REGULAR,freethrow,1 of 1,[],1629057,,,1610612738,77,98,2021-05-01T01:17:25Z,4690000,,,0,,MISS R. Williams III Free Throw 1 of 1,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
479,PT03M33.00S,2021-05-01T01:17:22.8Z,3,REGULAR,rebound,defensive,[],1629022,,,1610612759,77,98,2021-05-01T01:17:25Z,4700000,,,0,,L. Walker IV REBOUND (Off:1 Def:2),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,478.0,3.0,2.0,1.0,,,,,,,,,,,,,,
480,PT03M19.00S,2021-05-01T01:17:35.9Z,3,REGULAR,3pt,Jump Shot,[],201988,27.54599211563732,78.99050245098039,1610612759,77,98,2021-05-01T01:17:40Z,4710000,-145.0,206.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
481,PT03M17.00S,2021-05-01T01:17:37.9Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,77,98,2021-05-01T01:17:40Z,4720000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,480.0,1.0,1.0,0.0,,,,,,,,,,,,,,
482,PT03M12.00S,2021-05-01T01:17:44.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.40932982917214,45.41207107843137,1610612738,79,98,2021-05-01T01:17:51Z,4730000,-23.0,28.0,1,right,J. Brown driving Layup (10 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.64,Made,10.0,,,,,,,,,,,,,,,,,,
483,PT03M12.00S,2021-05-01T01:17:48.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629022,,,1610612738,79,98,2021-05-01T01:18:01Z,4740000,,,0,,L. Walker IV shooting personal FOUL (3 PF) (Brown 1 FT),"[1629022, 1627759]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Brown,1627759.0,,,
485,PT03M12.00S,2021-05-01T01:17:55.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,79,98,2021-05-01T01:18:24Z,4760000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M12.00S,2021-05-01T01:17:55.2Z,3,REGULAR,substitution,in,[],202684,,,1610612738,79,98,2021-05-01T01:18:24Z,4770000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M12.00S,2021-05-01T01:18:16.9Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,80,98,2021-05-01T01:18:16Z,4780000,,,0,,J. Brown Free Throw 1 of 1 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
488,PT02M53.00S,2021-05-01T01:18:38.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200752,15.062417871222076,59.62775735294118,1610612759,80,98,2021-05-01T01:18:42Z,4790000,-48.0,89.0,1,left,MISS R. Gay 10' Jump Shot,[200752],1610612759.0,SAS,,,,Gay,R. Gay,,,,,10.13,Missed,,,,,,,,,,,,,,,,,,,
489,PT02M51.00S,2021-05-01T01:18:40.4Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,80,98,2021-05-01T01:18:42Z,4800000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,488.0,1.0,1.0,0.0,,,,,,,,,,,,,,
490,PT02M44.00S,2021-05-01T01:18:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.06636005256242,61.09834558823529,1610612738,80,98,2021-05-01T01:18:52Z,4810000,55.0,22.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.97,Missed,,,,,,,,,,,,,,,,,,,
491,PT02M41.00S,2021-05-01T01:18:50.0Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,80,98,2021-05-01T01:18:52Z,4820000,,,0,,T. Thompson REBOUND (Off:6 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,490.0,10.0,4.0,6.0,,,,,,,,,,,,,,
492,PT02M41.00S,2021-05-01T01:18:49.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,94.40999984741211,50.0,1610612738,82,98,2021-05-01T01:18:49Z,4830000,0.0,0.0,1,right,T. Thompson tip Layup (6 PTS),[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
493,PT02M25.00S,2021-05-01T01:19:06.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,8.886333771353483,46.63756127450981,1610612759,82,98,2021-05-01T01:19:17Z,4840000,17.0,31.0,1,left,MISS D. DeRozan driving Layup - blocked,"[201942, 1627759]",1610612759.0,SAS,driving,,,DeRozan,D. DeRozan,,,,,3.53,Missed,,,,,,,,,,,,,,,,,,Brown,1627759.0
494,PT02M25.00S,2021-05-01T01:19:06.7Z,3,REGULAR,block,,[],1627759,,,1610612759,82,98,2021-05-01T01:19:09Z,4850000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M23.00S,2021-05-01T01:19:08.7Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,82,98,2021-05-01T01:19:17Z,4860000,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,493.0,6.0,3.0,3.0,,,,,,,,,,,,,,
496,PT02M23.00S,2021-05-01T01:19:14.2Z,3,REGULAR,foul,personal,[],1630174,,,1610612759,82,98,2021-05-01T01:19:21Z,4870000,,,0,,A. Nesmith personal FOUL (3 PF),"[1630174, 1627751]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1198.0,3.0,0.0,Poeltl,1627751.0,,,
498,PT02M23.00S,2021-05-01T01:19:20.7Z,3,REGULAR,substitution,out,[],1629022,,,1610612759,82,98,2021-05-01T01:19:25Z,4890000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M23.00S,2021-05-01T01:19:20.7Z,3,REGULAR,substitution,out,[],201942,,,1610612759,82,98,2021-05-01T01:19:25Z,4900000,,,0,,SUB out: D. DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M23.00S,2021-05-01T01:19:20.7Z,3,REGULAR,substitution,in,[],1629640,,,1610612759,82,98,2021-05-01T01:19:25Z,4910000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M23.00S,2021-05-01T01:19:20.7Z,3,REGULAR,substitution,in,[],1627749,,,1610612759,82,98,2021-05-01T01:19:25Z,4920000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M14.00S,2021-05-01T01:19:47.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201988,28.991458607095925,75.80422794117648,1610612759,82,98,2021-05-01T01:19:52Z,4930000,-129.0,220.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612759.0,SAS,,,,Mills,P. Mills,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
503,PT02M11.00S,2021-05-01T01:19:50.0Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,82,98,2021-05-01T01:19:52Z,4940000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,502.0,2.0,2.0,0.0,,,,,,,,,,,,,,
504,PT02M05.00S,2021-05-01T01:19:56.7Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,82,98,2021-05-01T01:20:00Z,4950000,,,0,,J. Brown lost ball TURNOVER (3 TO),"[1627759, 1629640]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,3.0,Johnson,1629640.0,,,,,,,,,,,
505,PT02M05.00S,2021-05-01T01:19:56.7Z,3,REGULAR,steal,,[],1629640,,,1610612759,82,98,2021-05-01T01:27:52Z,4960000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M00.00S,2021-05-01T01:20:01.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",200752,28.597240473061763,21.39246323529412,1610612759,82,101,2021-05-01T01:20:06Z,4970000,143.0,216.0,1,left,R. Gay 25' 3PT  (12 PTS) (P. Mills 2 AST),"[200752, 201988]",1610612759.0,SAS,,,,Gay,R. Gay,,,,,25.93,Made,12.0,,,,,,,,P. Mills,201988.0,2.0,,,,,,,,
508,PT01M42.00S,2021-05-01T01:20:18.8Z,3,REGULAR,3pt,Jump Shot,[],1630174,69.59592641261499,78.99050245098039,1610612738,85,101,2021-05-01T01:20:23Z,4990000,145.0,233.0,1,right,A. Nesmith 27' 3PT  (3 PTS) (M. Smart 9 AST),"[1630174, 203935]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,27.47,Made,3.0,,,,,,,,M. Smart,203935.0,9.0,,,,,,,,
510,PT01M17.00S,2021-05-01T01:20:43.4Z,3,REGULAR,2pt,Jump Shot,[],1627749,8.360709592641262,72.37285539215686,1610612759,85,101,2021-05-01T01:20:49Z,5010000,-112.0,26.0,1,left,MISS D. Murray 11' Jump Shot,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,11.49,Missed,,,,,,,,,,,,,,,,,,,
511,PT01M15.00S,2021-05-01T01:20:45.4Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,85,101,2021-05-01T01:20:49Z,5020000,,,0,,T. Thompson REBOUND (Off:6 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,510.0,11.0,5.0,6.0,,,,,,,,,,,,,,
512,PT01M10.00S,2021-05-01T01:20:51.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,67.23061760840999,30.46109068627451,1610612738,85,101,2021-05-01T01:20:56Z,5030000,-98.0,256.0,1,right,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
513,PT01M07.00S,2021-05-01T01:20:54.0Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,85,101,2021-05-01T01:20:56Z,5040000,,,0,,K. Johnson REBOUND (Off:0 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,512.0,6.0,6.0,0.0,,,,,,,,,,,,,,
514,PT00M59.40S,2021-05-01T01:21:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.783837056504599,58.40226715686274,1610612759,85,101,2021-05-01T01:21:08Z,5050000,-42.0,11.0,1,left,MISS D. Murray driving Layup - blocked,"[1627749, 1627759]",1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,4.35,Missed,,,,,,,,,,,,,,,,,,Brown,1627759.0
515,PT00M59.40S,2021-05-01T01:21:02.5Z,3,REGULAR,block,,[],1627759,,,1610612759,85,101,2021-05-01T01:21:04Z,5060000,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M57.00S,2021-05-01T01:21:04.9Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,85,101,2021-05-01T01:21:08Z,5070000,,,0,,T. Thompson REBOUND (Off:6 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,514.0,12.0,6.0,6.0,,,,,,,,,,,,,,
517,PT00M51.90S,2021-05-01T01:21:10.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",202684,89.30683311432325,47.127757352941174,1610612738,85,101,2021-05-01T01:21:24Z,5080000,-14.0,48.0,1,right,MISS T. Thompson turnaround Hook - blocked,"[202684, 1627751]",1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,5.01,Missed,,,,,,,,,,,,,,,,,,Poeltl,1627751.0
518,PT00M51.90S,2021-05-01T01:21:10.0Z,3,REGULAR,block,,[],1627751,,,1610612738,85,101,2021-05-01T01:21:13Z,5090000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M50.60S,2021-05-01T01:21:11.3Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,85,101,2021-05-01T01:21:24Z,5100000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,517.0,3.0,2.0,1.0,,,,,,,,,,,,,,
520,PT00M50.60S,2021-05-01T01:21:15.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,90.88370565045992,50.06893382352941,1610612738,87,101,2021-05-01T01:21:27Z,5110000,0.0,33.0,1,right,A. Nesmith putback Layup (5 PTS),[1630174],1610612738.0,BOS,putback,,,Nesmith,A. Nesmith,,,,,3.32,Made,5.0,,,,,,,,,,,,,,,,,,
521,PT00M34.60S,2021-05-01T01:21:31.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,14.273981603153747,49.333639705882355,1610612759,87,101,2021-05-01T01:21:40Z,5120000,3.0,82.0,1,left,MISS D. Murray 8' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,8.18,Missed,,,,,,,,,,,,,,,,,,,
522,PT00M32.90S,2021-05-01T01:21:33.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,87,101,2021-05-01T01:21:40Z,5130000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,521.0,,,,,,,,,,,,,,,,,
523,PT00M32.90S,2021-05-01T01:21:37.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,87,101,2021-05-01T01:21:37Z,5140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT00M20.70S,2021-05-01T01:21:55.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,68.80749014454665,77.76501225490196,1610612738,90,101,2021-05-01T01:22:05Z,5150000,139.0,241.0,1,right,J. Brown 27' 3PT  (14 PTS) (M. Smart 10 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.79,Made,14.0,,,,,,,,M. Smart,203935.0,10.0,,,,,,,,
526,PT00M06.70S,2021-05-01T01:22:13.4Z,3,REGULAR,2pt,Jump Shot,[],200752,7.046649145860711,78.01011029411765,1610612759,90,103,2021-05-01T01:22:17Z,5170000,-140.0,14.0,1,left,R. Gay 14' Jump Shot (14 PTS) (D. Murray 5 AST),"[200752, 1627749]",1610612759.0,SAS,,,,Gay,R. Gay,,,,,14.08,Made,14.0,,,,,,,,D. Murray,1627749.0,5.0,,,,,,,,
528,PT00M01.50S,2021-05-01T01:22:20.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,70.77858081471747,84.1375612745098,1610612738,90,103,2021-05-01T01:22:29Z,5190000,171.0,222.0,1,right,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,28.02,Missed,,,,,,,,,,,,,,,,,,,
529,PT00M01.50S,2021-05-01T01:22:20.6Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,90,103,2021-05-01T01:22:29Z,5200000,,,0,,D. Murray REBOUND (Off:1 Def:5),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,528.0,6.0,5.0,1.0,,,,,,,,,,,,,,
530,PT00M00.00S,2021-05-01T01:22:26.9Z,3,REGULAR,period,end,[],0,,,1610612759,90,103,2021-05-01T01:22:26Z,5210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2021-05-01T01:24:27.9Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612759,90,103,2021-05-01T01:24:41Z,5220000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2021-05-01T01:24:27.9Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612759,90,103,2021-05-01T01:24:41Z,5230000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2021-05-01T01:25:01.4Z,4,REGULAR,period,start,[],0,,,1610612759,90,103,2021-05-01T01:25:01Z,5240000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
