actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
529,PT01M02.00S,2021-05-19T02:49:06.3Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,88,78,2021-05-19T02:49:06Z,5250000,,,0,,J. Tatum Free Throw 2 of 2 (39 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,39.0,,,,,,,,,,,,
530,PT00M50.90S,2021-05-19T02:49:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,86.28449408672799,54.970894607843135,1610612764,88,80,2021-05-19T02:49:25Z,5260000,25.0,76.0,1,right,B. Beal 8' pullup Jump Shot (22 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,,8.04,Made,,,,,22.0,,,,,,,,,,,,
531,PT00M28.10S,2021-05-19T02:49:47.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,28.465834428383708,58.40226715686274,1610612738,90,80,2021-05-19T02:49:56Z,5270000,-42.0,215.0,1,left,J. Tatum 21' Jump Shot (41 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,21.92,Made,,,,,41.0,,,,,,,,,,,,
532,PT00M09.20S,2021-05-19T02:50:08.3Z,3,REGULAR,foul,offensive,['inpenalty'],202397,,,1610612764,90,80,2021-05-19T02:50:16Z,5280000,,,0,,I. Smith charge offensive FOUL (3 PF),"[202397, 1629641]",1610612764.0,WAS,charge,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Langford,1629641.0,,
534,PT00M09.20S,2021-05-19T02:50:08.3Z,3,REGULAR,turnover,offensive foul,[],202397,,,1610612764,90,80,2021-05-19T02:50:08Z,5300000,,,0,,I. Smith offensive foul TURNOVER (2 TO),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,2.0,,,,,,,,,,,,,1162.0,,,,,,
535,PT00M01.80S,2021-05-19T02:50:35.6Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,90,80,2021-05-19T02:52:05Z,5302500,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 202397]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.0,,,,,,,,,,,,,,,,,,Smith,202397.0
536,PT00M01.80S,2021-05-19T02:50:35.6Z,3,REGULAR,steal,,[],202397,,,1610612764,90,80,2021-05-19T02:50:37Z,5303750,,,0,,I. Smith STEAL (2 STL),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
537,PT00M00.30S,2021-05-19T02:50:38.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203078,25.837713534822605,64.03952205882352,1610612764,90,80,2021-05-19T02:52:15Z,5305000,70.0,645.0,1,right,MISS B. Beal 64' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,64.84,Missed,,,,,,,,,,,,,,,,,
538,PT00M00.30S,2021-05-19T02:50:38.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,90,80,2021-05-19T02:52:17Z,5307500,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,,
539,PT00M00.00S,2021-05-19T02:50:41.7Z,3,REGULAR,period,end,[],0,,,1610612764,90,80,2021-05-19T02:50:41Z,5350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2021-05-19T02:52:21.4Z,4,REGULAR,substitution,out,['startperiod'],1628436,,,1610612764,90,80,2021-05-19T02:54:05Z,5360000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2021-05-19T02:52:21.4Z,4,REGULAR,substitution,out,['startperiod'],203078,,,1610612764,90,80,2021-05-19T02:54:05Z,5370000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2021-05-19T02:52:21.4Z,4,REGULAR,substitution,in,['startperiod'],202684,,,1610612764,90,80,2021-05-19T02:54:05Z,5380000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2021-05-19T02:52:21.4Z,4,REGULAR,substitution,in,['startperiod'],1629060,,,1610612764,90,80,2021-05-19T02:54:05Z,5390000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2021-05-19T02:54:23.7Z,4,REGULAR,period,start,[],0,,,1610612764,90,80,2021-05-19T02:54:23Z,5400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT11M45.00S,2021-05-19T02:54:37.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201577,83.52496714848883,42.470894607843135,1610612764,90,82,2021-05-19T02:54:46Z,5410000,-38.0,102.0,1,right,R. Lopez 10' driving Hook (5 PTS),[201577],1610612764.0,WAS,driving,,,Lopez,R. Lopez,,,,,,10.91,Made,,,,,5.0,,,,,,,,,,,,
546,PT11M23.00S,2021-05-19T02:55:01.8Z,4,REGULAR,foul,personal,[],201566,,,1610612738,90,82,2021-05-19T02:55:15Z,5420000,,,0,,R. Westbrook personal FOUL (4 PF),"[201566, 1628369]",1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,1162.0,4.0,0.0,Tatum,1628369.0,,
548,PT11M19.00S,2021-05-19T02:55:25.2Z,4,REGULAR,3pt,Jump Shot,[],202689,31.225361366622867,30.46109068627451,1610612738,90,82,2021-05-19T02:55:31Z,5440000,98.0,241.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,26.01,Missed,,,,,,,,,,,,,,,,,
549,PT11M14.00S,2021-05-19T02:55:30.2Z,4,REGULAR,rebound,offensive,[],1629641,,,1610612738,90,82,2021-05-19T02:55:31Z,5450000,,,0,,R. Langford REBOUND (Off:1 Def:0),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,548.0,1.0,0.0,1.0,,,,,,,,,,,,,
550,PT11M11.00S,2021-05-19T02:55:31.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,8.09789750328515,96.6375612745098,1610612738,90,82,2021-05-19T02:55:41Z,5460000,-233.0,24.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,23.44,Missed,,,,,,,,,,,,,,,,,
551,PT11M10.00S,2021-05-19T02:55:32.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,90,82,2021-05-19T02:55:41Z,5470000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,
552,PT11M10.00S,2021-05-19T02:55:38.6Z,4,REGULAR,foul,personal,[],1628369,,,1610612764,90,82,2021-05-19T02:55:48Z,5480000,,,0,,J. Tatum loose ball personal FOUL (1 PF),"[1628369, 1629060]",1610612738.0,BOS,loose ball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Hachimura,1629060.0,,
554,PT10M50.00S,2021-05-19T02:56:09.2Z,4,REGULAR,3pt,Jump Shot,[],1629726,90.88370565045992,3.5003063725490198,1610612764,90,82,2021-05-19T02:56:15Z,5500000,-232.0,33.0,1,right,MISS G. Mathews 3PT - blocked,"[1629726, 1630174]",1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,23.49,Missed,,,,,,,,,Nesmith,1630174.0,,,,,,,
555,PT10M50.00S,2021-05-19T02:56:09.2Z,4,REGULAR,block,,[],1630174,,,1610612764,90,82,2021-05-19T02:56:12Z,5510000,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
556,PT10M46.00S,2021-05-19T02:56:13.2Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,90,82,2021-05-19T02:56:15Z,5520000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,554.0,2.0,1.0,1.0,,,,,,,,,,,,,
557,PT10M41.00S,2021-05-19T02:56:18.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202689,33.065045992115635,55.21599264705882,1610612738,90,82,2021-05-19T02:56:29Z,5530000,-26.0,258.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,25.96,Missed,,,,,,,,,,,,,,,,,
558,PT10M37.00S,2021-05-19T02:56:22.0Z,4,REGULAR,rebound,defensive,[],1629726,,,1610612764,90,82,2021-05-19T02:56:29Z,5540000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,557.0,1.0,1.0,0.0,,,,,,,,,,,,,
559,PT10M34.00S,2021-05-19T02:56:26.6Z,4,REGULAR,foul,personal,[],1629641,,,1610612764,90,82,2021-05-19T02:56:41Z,5550000,,,0,,R. Langford personal FOUL (2 PF),"[1629641, 1629060]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Hachimura,1629060.0,,
561,PT10M24.00S,2021-05-19T02:56:55.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201577,84.1819973718791,47.86305147058824,1610612764,90,82,2021-05-19T02:57:30Z,5570000,-11.0,96.0,1,right,MISS R. Lopez 9' driving floating Shot,[201577],1610612764.0,WAS,driving floating,,,Lopez,R. Lopez,,,,,,9.68,Missed,,,,,,,,,,,,,,,,,
562,PT10M23.00S,2021-05-19T02:56:56.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,90,82,2021-05-19T02:57:19Z,5580000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,561.0,,,,,,,,,,,,,,,,
563,PT10M23.00S,2021-05-19T02:57:01.3Z,4,REGULAR,foul,personal,[],202684,,,1610612764,90,82,2021-05-19T02:57:08Z,5590000,,,0,,T. Thompson loose ball personal FOUL (3 PF),"[202684, 202397]",1610612738.0,BOS,loose ball,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1179.0,3.0,0.0,Smith,202397.0,,
565,PT10M23.00S,2021-05-19T02:57:11.3Z,4,REGULAR,substitution,out,[],1630174,,,1610612764,90,82,2021-05-19T02:57:23Z,5610000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
566,PT10M23.00S,2021-05-19T02:57:11.3Z,4,REGULAR,substitution,in,[],203095,,,1610612764,90,82,2021-05-19T02:57:23Z,5620000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
567,PT10M17.00S,2021-05-19T02:57:31.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201577,81.68528252299606,48.59834558823529,1610612764,90,82,2021-05-19T02:57:37Z,5630000,-7.0,120.0,1,right,MISS R. Lopez 11' Jump Shot - blocked,"[201577, 202689]",1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,11.99,Missed,,,,,,,,,Walker,202689.0,,,,,,,
568,PT10M17.00S,2021-05-19T02:57:31.6Z,4,REGULAR,block,,[],202689,,,1610612764,90,82,2021-05-19T02:58:30Z,5640000,,,0,,K. Walker BLOCK (1 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
569,PT10M13.00S,2021-05-19T02:57:35.6Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,90,82,2021-05-19T02:57:37Z,5650000,,,0,,K. Walker REBOUND (Off:2 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,567.0,5.0,3.0,2.0,,,,,,,,,,,,,
570,PT10M13.00S,2021-05-19T02:57:36.3Z,4,REGULAR,foul,personal,['2freethrow'],1629060,,,1610612738,90,82,2021-05-19T02:57:50Z,5660000,,,0,,R. Hachimura shooting personal FOUL (5 PF) (Langford 2 FT),"[1629060, 1629641]",1610612764.0,WAS,shooting,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,202058.0,5.0,0.0,Langford,1629641.0,,
572,PT10M13.00S,2021-05-19T02:58:05.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629641,,,1610612738,90,82,2021-05-19T02:58:05Z,5680000,,,0,,MISS R. Langford Free Throw 1 of 2,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,Missed,,,,,,,,,,,,,,,,,
573,PT10M13.00S,2021-05-19T02:58:05.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,90,82,2021-05-19T02:58:05Z,5690000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,572.0,,,,,,,,,,,,,,,,
574,PT10M13.00S,2021-05-19T02:58:06.5Z,4,REGULAR,substitution,out,[],1629060,,,1610612738,90,82,2021-05-19T02:58:11Z,5700000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
575,PT10M13.00S,2021-05-19T02:58:06.5Z,4,REGULAR,substitution,in,[],202722,,,1610612738,90,82,2021-05-19T02:58:11Z,5710000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
576,PT10M13.00S,2021-05-19T02:58:25.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629641,,,1610612738,91,82,2021-05-19T02:58:25Z,5720000,,,0,,R. Langford Free Throw 2 of 2 (1 PTS),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
577,PT10M04.00S,2021-05-19T02:58:35.3Z,4,REGULAR,2pt,Jump Shot,[],201566,79.05716162943496,62.32383578431373,1610612764,91,82,2021-05-19T02:58:41Z,5730000,62.0,144.0,1,right,MISS R. Westbrook 15' pullup Shot,[201566],1610612764.0,WAS,pullup,,,Westbrook,R. Westbrook,,,,,,15.7,Missed,,,,,,,,,,,,,,,,,
578,PT09M59.00S,2021-05-19T02:58:40.3Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,91,82,2021-05-19T02:58:41Z,5740000,,,0,,K. Walker REBOUND (Off:2 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,577.0,6.0,4.0,2.0,,,,,,,,,,,,,
579,PT09M51.00S,2021-05-19T02:58:48.1Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,91,82,2021-05-19T02:58:54Z,5750000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201566]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.0,,,,,,,,,,,,,,,,,,Westbrook,201566.0
580,PT09M51.00S,2021-05-19T02:58:48.1Z,4,REGULAR,steal,,[],201566,,,1610612764,91,82,2021-05-19T02:58:50Z,5760000,,,0,,R. Westbrook STEAL (3 STL),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
581,PT09M49.00S,2021-05-19T02:58:51.5Z,4,REGULAR,foul,personal,['2freethrow'],203095,,,1610612764,91,82,2021-05-19T02:59:24Z,5770000,,,0,,E. Fournier shooting personal FOUL (4 PF) (Westbrook 2 FT),"[203095, 201566]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,1179.0,4.0,0.0,Westbrook,201566.0,,
583,PT09M49.00S,2021-05-19T02:59:32.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201566,,,1610612764,91,83,2021-05-19T02:59:32Z,5790000,,,0,,R. Westbrook Free Throw 1 of 2 (15 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
584,PT09M49.00S,2021-05-19T02:59:48.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201566,,,1610612764,91,84,2021-05-19T02:59:48Z,5800000,,,0,,R. Westbrook Free Throw 2 of 2 (16 PTS),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
585,PT09M37.00S,2021-05-19T03:00:05.2Z,4,REGULAR,foul,personal,['2freethrow'],201577,,,1610612738,91,84,2021-05-19T03:00:12Z,5810000,,,0,,R. Lopez shooting personal FOUL (2 PF) (Tatum 2 FT),"[201577, 1628369]",1610612764.0,WAS,shooting,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Tatum,1628369.0,,
587,PT09M37.00S,2021-05-19T03:00:26.5Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,92,84,2021-05-19T03:00:26Z,5830000,,,0,,J. Tatum Free Throw 1 of 2 (42 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,42.0,,,,,,,,,,,,
588,PT09M37.00S,2021-05-19T03:00:40.5Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,93,84,2021-05-19T03:00:40Z,5840000,,,0,,J. Tatum Free Throw 2 of 2 (43 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,Made,,,,,43.0,,,,,,,,,,,,
589,PT09M29.00S,2021-05-19T03:00:54.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.01511169513797,46.63756127450981,1610612764,93,84,2021-05-19T03:00:59Z,5850000,-17.0,32.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612764.0,WAS,driving,,,Westbrook,R. Westbrook,,,,,,3.61,Missed,,,,,,,,,,,,,,,,,
590,PT09M27.00S,2021-05-19T03:00:56.2Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,93,84,2021-05-19T03:00:59Z,5860000,,,0,,T. Thompson REBOUND (Off:3 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,589.0,9.0,6.0,3.0,,,,,,,,,,,,,
591,PT09M13.00S,2021-05-19T03:01:12.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.389618922470433,37.32383578431372,1610612738,93,84,2021-05-19T03:01:25Z,5870000,63.0,8.0,1,left,MISS J. Tatum 6' driving Layup - blocked,"[1628369, 201566]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,6.39,Missed,,,,,,,,,Westbrook,201566.0,,,,,,,
592,PT09M13.00S,2021-05-19T03:01:12.7Z,4,REGULAR,block,,[],201566,,,1610612738,93,84,2021-05-19T03:01:15Z,5880000,,,0,,R. Westbrook BLOCK (2 BLK),[201566],1610612764.0,WAS,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
593,PT09M11.00S,2021-05-19T03:01:14.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,93,84,2021-05-19T03:01:25Z,5890000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,591.0,,,,,,,,,,,,,,,,
594,PT09M11.00S,2021-05-19T03:01:18.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,93,84,2021-05-19T03:01:18Z,5900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT09M11.00S,2021-05-19T03:01:19.4Z,4,REGULAR,substitution,out,[],1629726,,,1610612738,93,84,2021-05-19T03:01:24Z,5910000,,,0,,SUB out: G. Mathews,[1629726],1610612764.0,WAS,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
596,PT09M11.00S,2021-05-19T03:01:19.4Z,4,REGULAR,substitution,in,[],203078,,,1610612738,93,84,2021-05-19T03:01:24Z,5920000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
597,PT09M07.00S,2021-05-19T03:01:37.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202689,15.325229960578188,34.13756127450981,1610612738,95,84,2021-05-19T03:01:42Z,5930000,79.0,92.0,1,left,K. Walker 12' pullup Jump Shot (23 PTS) (T. Thompson 1 AST),"[202689, 202684]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,,12.12,Made,,,,,23.0,T. Thompson,202684.0,1.0,,,,,,,,,
599,PT09M01.00S,2021-05-19T03:01:45.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612764,95,84,2021-05-19T03:01:59Z,5950000,,,0,,K. Walker shooting personal FOUL (3 PF) (Smith 2 FT),"[202689, 202397]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1179.0,3.0,1.0,Smith,202397.0,,
601,PT09M01.00S,2021-05-19T03:02:12.0Z,4,REGULAR,freethrow,1 of 2,[],202397,,,1610612764,95,85,2021-05-19T03:02:12Z,5970000,,,0,,I. Smith Free Throw 1 of 2 (16 PTS),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
602,PT09M01.00S,2021-05-19T03:02:25.4Z,4,REGULAR,freethrow,2 of 2,[],202397,,,1610612764,95,86,2021-05-19T03:02:25Z,5980000,,,0,,I. Smith Free Throw 2 of 2 (17 PTS),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
603,PT08M49.00S,2021-05-19T03:02:41.4Z,4,REGULAR,3pt,Jump Shot,[],203095,6.652431011826544,3.5003063725490198,1610612738,98,86,2021-05-19T03:02:47Z,5990000,232.0,10.0,1,left,E. Fournier 3PT  (8 PTS) (T. Thompson 2 AST),"[203095, 202684]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,23.27,Made,,,,,8.0,T. Thompson,202684.0,2.0,,,,,,,,,
605,PT08M34.00S,2021-05-19T03:02:55.6Z,4,REGULAR,2pt,Jump Shot,[],203078,86.81011826544021,16.490502450980394,1610612764,98,86,2021-05-19T03:03:01Z,6010000,-168.0,71.0,1,right,MISS B. Beal 18' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,18.21,Missed,,,,,,,,,,,,,,,,,
606,PT08M31.00S,2021-05-19T03:02:58.6Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,98,86,2021-05-19T03:03:01Z,6020000,,,0,,K. Walker REBOUND (Off:2 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,605.0,7.0,5.0,2.0,,,,,,,,,,,,,
607,PT08M26.00S,2021-05-19T03:03:03.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202689,30.56833114323259,61.588541666666664,1610612738,98,86,2021-05-19T03:03:12Z,6030000,-58.0,235.0,1,left,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,24.18,Missed,,,,,,,,,,,,,,,,,
608,PT08M20.00S,2021-05-19T03:03:09.2Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,98,86,2021-05-19T03:03:12Z,6040000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,607.0,6.0,5.0,1.0,,,,,,,,,,,,,
609,PT08M20.00S,2021-05-19T03:03:09.5Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628369,5.590000152587891,50.0,1610612738,98,86,2021-05-19T03:03:39Z,6050000,0.0,0.0,1,left,MISS J. Tatum tip DUNK,[1628369],1610612738.0,BOS,tip,,,Tatum,J. Tatum,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
610,PT08M19.00S,2021-05-19T03:03:10.5Z,4,REGULAR,rebound,defensive,[],201577,,,1610612764,98,86,2021-05-19T03:03:39Z,6060000,,,0,,R. Lopez REBOUND (Off:0 Def:1),[201577],1610612764.0,WAS,,,,Lopez,R. Lopez,,,,,,,,609.0,1.0,1.0,0.0,,,,,,,,,,,,,
611,PT08M18.00S,2021-05-19T03:03:14.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612764,98,86,2021-05-19T03:03:29Z,6070000,,,0,,K. Walker shooting personal FOUL (4 PF) (Bertans 2 FT),"[202689, 202722]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,1162.0,4.0,1.0,Bertans,202722.0,,
613,PT08M18.00S,2021-05-19T03:03:47.5Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],202722,,,1610612764,98,87,2021-05-19T03:03:47Z,6090000,,,0,,D. Bertans Free Throw 1 of 2 (3 PTS),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
614,PT08M18.00S,2021-05-19T03:03:48.7Z,4,REGULAR,substitution,out,[],202689,,,1610612764,98,87,2021-05-19T03:03:53Z,6100000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
615,PT08M18.00S,2021-05-19T03:03:48.7Z,4,REGULAR,substitution,out,[],202397,,,1610612764,98,87,2021-05-19T03:03:53Z,6110000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
616,PT08M18.00S,2021-05-19T03:03:48.7Z,4,REGULAR,substitution,in,[],203935,,,1610612764,98,87,2021-05-19T03:03:53Z,6120000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
617,PT08M18.00S,2021-05-19T03:03:48.7Z,4,REGULAR,substitution,in,[],1629060,,,1610612764,98,87,2021-05-19T03:03:53Z,6130000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
618,PT08M18.00S,2021-05-19T03:04:08.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],202722,,,1610612764,98,88,2021-05-19T03:04:08Z,6140000,,,0,,D. Bertans Free Throw 2 of 2 (4 PTS),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
