actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
450,PT03M06.00S,2020-12-16T02:02:07.5Z,3,REGULAR,3pt,Jump Shot,[],1628400,30.798291721419176,72.7251838235294,1610612738,77,62,2020-12-16T02:02:13Z,4470000,-114.0,237.0,1,left,MISS S. Ojeleye 26' pullup 3PT,[1628400],1610612738.0,BOS,pullup,,,Ojeleye,S. Ojeleye,,,,,,,,26.28,Missed,,,,,,,,,,,,,,,
451,PT03M03.00S,2020-12-16T02:02:10.5Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612755,77,62,2020-12-16T02:02:13Z,4480000,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,450.0,2.0,2.0,0.0,,,,,,,,,,,
452,PT02M54.00S,2020-12-16T02:02:20.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],2730,92.0335085413929,46.25459558823529,1610612755,77,62,2020-12-16T02:02:25Z,4490000,-19.0,22.0,1,right,MISS D. Howard Hook,[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,2.92,Missed,,,,,,,,,,,,,,,
453,PT02M52.00S,2020-12-16T02:02:22.5Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,77,62,2020-12-16T02:02:25Z,4500000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,452.0,1.0,1.0,0.0,,,,,,,,,,,
454,PT02M52.00S,2020-12-16T02:02:25.9Z,3,REGULAR,foul,personal,[],1627732,,,1610612738,77,62,2020-12-16T02:04:57Z,4510000,,,0,,B. Simmons take personal FOUL (3 PF),"[1627732, 201952]",1610612755.0,PHI,take,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,1627529.0,3.0,0.0,Teague,201952.0,,
456,PT02M52.00S,2020-12-16T02:02:35.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,77,62,2020-12-16T02:02:35Z,4530000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M52.00S,2020-12-16T02:05:14.3Z,3,REGULAR,substitution,out,[],202699,,,1610612738,77,62,2020-12-16T02:05:24Z,4540000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M52.00S,2020-12-16T02:05:14.3Z,3,REGULAR,substitution,out,[],1627732,,,1610612738,77,62,2020-12-16T02:05:24Z,4550000,,,0,,SUB out: B. Simmons,[1627732],1610612755.0,PHI,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M52.00S,2020-12-16T02:05:14.3Z,3,REGULAR,substitution,in,[],203118,,,1610612738,77,62,2020-12-16T02:05:24Z,4560000,,,0,,SUB in: M. Scott,[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M52.00S,2020-12-16T02:05:14.3Z,3,REGULAR,substitution,in,[],1629680,,,1610612738,77,62,2020-12-16T02:05:24Z,4570000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M39.00S,2020-12-16T02:06:15.5Z,3,REGULAR,turnover,bad pass,[],201952,,,1610612738,77,62,2020-12-16T02:09:51Z,4580000,,,0,,J. Teague bad pass TURNOVER (2 TO),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,2.0,,,,,,,,,,,,,,,,,,,
463,PT02M38.00S,2020-12-16T02:06:18.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612755,77,62,2020-12-16T02:06:58Z,4600000,,,0,,G. Williams loose ball personal FOUL (4 PF) (Korkmaz 2 FT),"[1629684, 1627788]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Korkmaz,1627788.0,,
465,PT02M38.00S,2020-12-16T02:06:45.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627788,,,1610612755,77,62,2020-12-16T02:07:06Z,4620000,,,0,,MISS F. Korkmaz Free Throw 1 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,Missed,,,,,,,,,,,,,,,
466,PT02M38.00S,2020-12-16T02:06:45.5Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,77,62,2020-12-16T02:07:06Z,4630000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,
467,PT02M38.00S,2020-12-16T02:06:46.8Z,3,REGULAR,substitution,out,[],2730,,,1610612755,77,62,2020-12-16T02:06:51Z,4640000,,,0,,SUB out: D. Howard,[2730],1610612755.0,PHI,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M38.00S,2020-12-16T02:06:46.8Z,3,REGULAR,substitution,in,[],1628396,,,1610612755,77,62,2020-12-16T02:06:51Z,4650000,,,0,,SUB in: T. Bradley,[1628396],1610612755.0,PHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M38.00S,2020-12-16T02:06:46.8Z,3,REGULAR,substitution,out,[],1629684,,,1610612755,77,62,2020-12-16T02:07:50Z,4655000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M38.00S,2020-12-16T02:06:46.8Z,3,REGULAR,substitution,in,[],1629605,,,1610612755,77,62,2020-12-16T02:07:50Z,4657500,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
469,PT02M38.00S,2020-12-16T02:06:45.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627788,,,1610612755,77,62,2020-12-16T02:07:06Z,4660000,,,0,,MISS F. Korkmaz Free Throw 2 of 2,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,Missed,,,,,,,,,,,,,,,
470,PT02M34.00S,2020-12-16T02:06:49.5Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,77,62,2020-12-16T02:07:06Z,4670000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,469.0,2.0,2.0,0.0,,,,,,,,,,,
471,PT02M26.00S,2020-12-16T02:07:13.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629605,8.853482260183966,51.89185049019608,1610612738,77,64,2020-12-16T02:07:27Z,4680000,-9.0,31.0,1,left,T. Fall Hook (4 PTS) (J. Teague 1 AST),"[1629605, 201952]",1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,3.21,Made,,,,,4.0,J. Teague,201952.0,1.0,,,,,,,
473,PT02M14.00S,2020-12-16T02:07:26.0Z,3,REGULAR,3pt,Jump Shot,[],1629003,67.7233902759527,72.48008578431373,1610612755,77,64,2020-12-16T02:11:27Z,4700000,112.0,251.0,1,right,MISS S. Milton 27' pullup 3PT,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,27.49,Missed,,,,,,,,,,,,,,,
474,PT02M10.00S,2020-12-16T02:07:30.0Z,3,REGULAR,rebound,defensive,[],1629605,,,1610612738,77,64,2020-12-16T02:07:51Z,4710000,,,0,,T. Fall REBOUND (Off:1 Def:1),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,473.0,2.0,1.0,1.0,,,,,,,,,,,
475,PT02M10.00S,2020-12-16T02:07:36.8Z,3,REGULAR,foul,personal,[],1629680,,,1610612738,77,64,2020-12-16T02:08:03Z,4720000,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 201952]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Teague,201952.0,,
479,PT01M49.00S,2020-12-16T02:08:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201952,7.408015768725363,48.46047794117647,1610612738,77,66,2020-12-16T02:08:10Z,4740000,8.0,17.0,1,left,J. Teague driving finger roll Layup (18 PTS) (S. Ojeleye 1 AST),"[201952, 1628400]",1610612738.0,BOS,driving finger roll,,,Teague,J. Teague,,,,,,,,1.88,Made,,,,,18.0,S. Ojeleye,1628400.0,1.0,,,,,,,
481,PT01M24.00S,2020-12-16T02:08:28.0Z,3,REGULAR,2pt,Jump Shot,[],1629003,75.21353482260184,61.205575980392155,1610612755,79,66,2020-12-16T02:13:38Z,4760000,56.0,180.0,1,right,S. Milton 18' step back Jump Shot (16 PTS),[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,,,,18.9,Made,,,,,16.0,,,,,,,,,,
482,PT01M09.00S,2020-12-16T02:08:43.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201952,6.750985545335084,48.950674019607845,1610612738,79,66,2020-12-16T02:13:35Z,4770000,5.0,11.0,1,left,MISS J. Teague Layup,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,1.22,Missed,,,,,,,,,,,,,,,
483,PT01M09.00S,2020-12-16T02:08:43.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,66,2020-12-16T02:13:35Z,4780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,482.0,,,,,,,,,,,,,,
484,PT01M09.00S,2020-12-16T02:08:47.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629003,,,1610612738,79,66,2020-12-16T02:09:00Z,4790000,,,0,,S. Milton loose ball personal FOUL (3 PF) (Fall 2 FT),"[1629003, 1629605]",1610612755.0,PHI,loose ball,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,1627529.0,3.0,0.0,Fall,1629605.0,,
486,PT01M09.00S,2020-12-16T02:09:05.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629605,,,1610612738,79,66,2020-12-16T02:09:05Z,4810000,,,0,,MISS T. Fall Free Throw 1 of 2,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,Missed,,,,,,,,,,,,,,,
487,PT01M09.00S,2020-12-16T02:09:05.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,66,2020-12-16T02:09:05Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,
488,PT01M09.00S,2020-12-16T02:09:11.2Z,3,REGULAR,substitution,out,[],201952,,,1610612738,79,66,2020-12-16T02:09:13Z,4830000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M09.00S,2020-12-16T02:09:11.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,79,66,2020-12-16T02:09:13Z,4840000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M09.00S,2020-12-16T02:09:21.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629605,,,1610612738,79,67,2020-12-16T02:09:21Z,4850000,,,0,,T. Fall Free Throw 2 of 2 (5 PTS),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
491,PT00M55.30S,2020-12-16T02:09:40.4Z,3,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,79,67,2020-12-16T02:10:04Z,4860000,,,0,,S. Milton bad pass out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,bad pass,,,Milton,S. Milton,,,,,1.0,,,,,,,,,,,,,202007.0,,,,,,
492,PT00M40.10S,2020-12-16T02:10:01.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629605,7.933639947437584,44.5389093137255,1610612738,79,67,2020-12-16T02:11:21Z,4870000,27.0,22.0,1,left,MISS T. Fall Layup,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,3.51,Missed,,,,,,,,,,,,,,,
493,PT00M39.20S,2020-12-16T02:10:01.9Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,79,67,2020-12-16T02:10:16Z,4880000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,492.0,3.0,2.0,1.0,,,,,,,,,,,
494,PT00M39.20S,2020-12-16T02:10:10.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,5.590000152587891,50.0,1610612738,79,69,2020-12-16T02:10:10Z,4890000,0.0,0.0,1,left,A. Nesmith putback Layup (5 PTS),[1630174],1610612738.0,BOS,putback,,,Nesmith,A. Nesmith,,,,,,,,0.0,Made,,,,,5.0,,,,,,,,,,
495,PT00M39.20S,2020-12-16T02:10:14.8Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627788,,,1610612738,79,69,2020-12-16T02:10:21Z,4900000,,,0,,F. Korkmaz shooting personal FOUL (2 PF) (Nesmith 1 FT),"[1627788, 1630174]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Nesmith,1630174.0,,
497,PT00M39.20S,2020-12-16T02:10:29.4Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1630174,,,1610612738,79,70,2020-12-16T02:10:29Z,4920000,,,0,,A. Nesmith Free Throw 1 of 1 (6 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
498,PT00M34.10S,2020-12-16T02:10:39.3Z,3,REGULAR,3pt,Jump Shot,[],1629003,67.9862023653088,36.69577205882353,1610612755,82,70,2020-12-16T02:15:13Z,4930000,-67.0,248.0,1,right,S. Milton 25' 3PT running pullup (19 PTS),[1629003],1610612755.0,PHI,running pullup,,,Milton,S. Milton,,,,,,,,25.71,Made,,,,,19.0,,,,,,,,,,
499,PT00M26.50S,2020-12-16T02:10:52.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612738,82,70,2020-12-16T02:10:59Z,4940000,,,0,,M. Thybulle personal FOUL (2 PF) (Pritchard 2 FT),"[1629680, 1630202]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Pritchard,1630202.0,,
501,PT00M26.50S,2020-12-16T02:11:12.7Z,3,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,82,71,2020-12-16T02:11:12Z,4960000,,,0,,P. Pritchard Free Throw 1 of 2 (3 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,Made,,,,,3.0,,,,,,,,,,
502,PT00M26.50S,2020-12-16T02:11:25.7Z,3,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,82,72,2020-12-16T02:11:25Z,4970000,,,0,,P. Pritchard Free Throw 2 of 2 (4 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,Made,,,,,4.0,,,,,,,,,,
503,PT00M12.80S,2020-12-16T02:11:42.6Z,3,REGULAR,3pt,Jump Shot,[],1627788,73.37385019710908,86.69577205882354,1610612755,82,72,2020-12-16T02:11:48Z,4980000,183.0,198.0,1,right,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,26.98,Missed,,,,,,,,,,,,,,,
504,PT00M09.20S,2020-12-16T02:11:46.2Z,3,REGULAR,rebound,defensive,[],1629605,,,1610612738,82,72,2020-12-16T02:11:46Z,4990000,,,0,,T. Fall REBOUND (Off:1 Def:2),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,503.0,3.0,2.0,1.0,,,,,,,,,,,
505,PT00M04.50S,2020-12-16T02:11:55.0Z,3,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,82,72,2020-12-16T02:15:44Z,5000000,,,0,,P. Pritchard bad pass out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,bad pass,,,Pritchard,P. Pritchard,,,,,1.0,,,,,,,,,,,,,201639.0,,,,,,
506,PT00M01.00S,2020-12-16T02:12:11.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,41.704993429697765,79.34283088235294,1610612755,82,72,2020-12-16T02:18:55Z,5015000,147.0,495.0,1,right,MISS S. Milton 51' running 3PT,[1629003],1610612755.0,PHI,running,,,Milton,S. Milton,,,,,,,,51.68,Missed,,,,,,,,,,,,,,,
507,PT00M01.00S,2020-12-16T02:12:11.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,82,72,2020-12-16T02:18:55Z,5022500,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,506.0,,,,,,,,,,,,,,
508,PT00M00.00S,2020-12-16T02:13:06.1Z,3,REGULAR,period,end,[],0,,,1610612755,82,72,2020-12-16T02:13:06Z,5030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2020-12-16T02:13:47.2Z,4,REGULAR,substitution,out,['startperiod'],1629003,,,1610612755,82,72,2020-12-16T02:15:19Z,5040000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2020-12-16T02:13:47.2Z,4,REGULAR,substitution,out,['startperiod'],1629035,,,1610612755,82,72,2020-12-16T02:15:19Z,5050000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2020-12-16T02:13:47.2Z,4,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,82,72,2020-12-16T02:15:19Z,5060000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2020-12-16T02:13:47.2Z,4,REGULAR,substitution,in,['startperiod'],1629682,,,1610612755,82,72,2020-12-16T02:15:19Z,5070000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2020-12-16T02:15:46.9Z,4,REGULAR,period,start,[],0,,,1610612738,82,72,2020-12-16T02:15:47Z,5080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT11M39.00S,2020-12-16T02:16:08.7Z,4,REGULAR,turnover,traveling,[],1629605,,,1610612738,82,72,2020-12-16T02:16:16Z,5090000,,,0,,T. Fall traveling TURNOVER (2 TO),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,2.0,,,,,,,,,,,,,202007.0,,,,,,
515,PT11M24.00S,2020-12-16T02:16:31.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203118,81.25821287779237,3.607536764705884,1610612755,85,72,2020-12-16T02:16:37Z,5100000,-232.0,124.0,1,right,M. Scott 26' 3PT  (3 PTS) (T. Maxey 1 AST),"[203118, 1630178]",1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,26.29,Made,,,,,3.0,T. Maxey,1630178.0,1.0,,,,,,,
517,PT11M12.00S,2020-12-16T02:16:43.1Z,4,REGULAR,3pt,Jump Shot,[],1629682,34.74047306176085,53.36243872549019,1610612738,85,72,2020-12-16T02:16:48Z,5120000,-17.0,274.0,1,left,MISS T. Waters 27' pullup 3PT,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,,,,27.46,Missed,,,,,,,,,,,,,,,
518,PT11M09.00S,2020-12-16T02:16:46.1Z,4,REGULAR,rebound,defensive,[],203118,,,1610612755,85,72,2020-12-16T02:16:48Z,5130000,,,0,,M. Scott REBOUND (Off:1 Def:1),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,517.0,2.0,1.0,1.0,,,,,,,,,,,
519,PT11M01.00S,2020-12-16T02:16:54.3Z,4,REGULAR,2pt,Jump Shot,[],203118,76.65900131406045,33.01930147058823,1610612755,87,72,2020-12-16T02:17:01Z,5140000,-85.0,167.0,1,right,M. Scott 18' pullup Jump Shot (5 PTS) (T. Maxey 2 AST),"[203118, 1630178]",1610612755.0,PHI,pullup,,,Scott,M. Scott,,,,,,,,18.73,Made,,,,,5.0,T. Maxey,1630178.0,2.0,,,,,,,
521,PT10M44.00S,2020-12-16T02:17:10.9Z,4,REGULAR,turnover,bad pass,[],1630202,,,1610612738,87,72,2020-12-16T02:17:14Z,5160000,,,0,,P. Pritchard bad pass TURNOVER (2 TO),"[1630202, 203118]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,2.0,Scott,203118.0,,,,,,,,,,,,,,,,,
522,PT10M44.00S,2020-12-16T02:17:10.9Z,4,REGULAR,steal,,[],203118,,,1610612755,87,72,2020-12-16T02:17:13Z,5170000,,,0,,M. Scott STEAL (1 STL),[203118],1610612755.0,PHI,,,,Scott,M. Scott,,,,,,,,,,,,,,,,,,,,,,,,
523,PT10M38.00S,2020-12-16T02:17:19.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,87,72,2020-12-16T02:17:19Z,5180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT10M38.00S,2020-12-16T02:17:23.0Z,4,REGULAR,substitution,out,[],1629680,,,1610612755,87,72,2020-12-16T02:17:38Z,5190000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
525,PT10M38.00S,2020-12-16T02:17:23.0Z,4,REGULAR,substitution,out,[],1630202,,,1610612755,87,72,2020-12-16T02:17:38Z,5200000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
526,PT10M38.00S,2020-12-16T02:17:23.0Z,4,REGULAR,substitution,out,[],1629605,,,1610612755,87,72,2020-12-16T02:17:38Z,5210000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M38.00S,2020-12-16T02:17:23.0Z,4,REGULAR,substitution,in,[],1629751,,,1610612755,87,72,2020-12-16T02:17:38Z,5220000,,,0,,SUB in: D. Mathias,[1629751],1610612755.0,PHI,,,,Mathias,D. Mathias,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M38.00S,2020-12-16T02:17:23.0Z,4,REGULAR,substitution,in,[],1629035,,,1610612755,87,72,2020-12-16T02:17:38Z,5230000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M38.00S,2020-12-16T02:17:23.0Z,4,REGULAR,substitution,in,[],1629057,,,1610612755,87,72,2020-12-16T02:17:38Z,5240000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
530,PT10M37.00S,2020-12-16T02:17:43.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,87,72,2020-12-16T02:17:43Z,5250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT10M33.00S,2020-12-16T02:18:03.1Z,4,REGULAR,foul,personal,[],1630174,,,1610612755,87,72,2020-12-16T02:18:18Z,5260000,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1627788]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Korkmaz,1627788.0,,
533,PT10M33.00S,2020-12-16T02:18:16.9Z,4,REGULAR,substitution,out,[],1628400,,,1610612755,87,72,2020-12-16T02:18:20Z,5280000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
534,PT10M33.00S,2020-12-16T02:18:16.9Z,4,REGULAR,substitution,in,[],1630202,,,1610612755,87,72,2020-12-16T02:18:20Z,5290000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
535,PT10M27.00S,2020-12-16T02:18:27.1Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612755,87,72,2020-12-16T02:18:32Z,5300000,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Korkmaz 2 FT),"[1630202, 1627788]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Korkmaz,1627788.0,,
537,PT10M27.00S,2020-12-16T02:18:46.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627788,,,1610612755,88,72,2020-12-16T02:18:46Z,5320000,,,0,,F. Korkmaz Free Throw 1 of 2 (5 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,Made,,,,,5.0,,,,,,,,,,
538,PT10M27.00S,2020-12-16T02:18:59.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627788,,,1610612755,89,72,2020-12-16T02:18:59Z,5330000,,,0,,F. Korkmaz Free Throw 2 of 2 (6 PTS),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,Made,,,,,6.0,,,,,,,,,,
539,PT10M12.00S,2020-12-16T02:19:18.3Z,4,REGULAR,3pt,Jump Shot,[],1630202,33.952036793692514,33.50949754901961,1610612738,89,75,2020-12-16T02:19:24Z,5340000,82.0,267.0,1,left,P. Pritchard 27' 3PT  (7 PTS) (T. Waters 1 AST),"[1630202, 1629682]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,27.91,Made,,,,,7.0,T. Waters,1629682.0,1.0,,,,,,,
541,PT09M50.00S,2020-12-16T02:19:40.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1627788,94.13600525624179,56.79381127450981,1610612755,89,75,2020-12-16T02:19:50Z,5360000,34.0,3.0,1,right,MISS F. Korkmaz driving Hook,[1627788],1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,,,,3.41,Missed,,,,,,,,,,,,,,,
