actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
271,PT03M29.00S,2021-03-21T20:23:13.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,8.541392904073588,95.68014705882352,1610612738,46,42,2021-03-21T20:23:23Z,2670000,-228.0,28.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,
272,PT03M27.00S,2021-03-21T20:23:15.1Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,46,42,2021-03-21T20:23:23Z,2680000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,271.0,1.0,1.0,0.0,,,,,,,,,,,,,,
273,PT03M08.00S,2021-03-21T20:23:45.6Z,2,REGULAR,substitution,out,[],1630174,,,1610612753,46,42,2021-03-21T20:23:54Z,2690000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M08.00S,2021-03-21T20:23:45.6Z,2,REGULAR,substitution,out,[],203516,,,1610612753,46,42,2021-03-21T20:23:54Z,2700000,,,0,,SUB out: J. Ennis III,[203516],1610612753.0,ORL,,,,Ennis III,J. Ennis III,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M08.00S,2021-03-21T20:23:45.6Z,2,REGULAR,substitution,in,[],1628369,,,1610612753,46,42,2021-03-21T20:23:54Z,2710000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M08.00S,2021-03-21T20:23:45.6Z,2,REGULAR,substitution,in,[],203095,,,1610612753,46,42,2021-03-21T20:23:54Z,2720000,,,0,,SUB in: E. Fournier,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M06.00S,2021-03-21T20:24:11.5Z,2,REGULAR,jumpball,recovered,[],203935,,,1610612753,46,42,2021-03-21T20:24:11Z,2730000,,,0,,Jump Ball J. Brown vs. C. Randle: Tip to M. Smart,"[203935, 1627759, 1626184]",1610612738.0,BOS,heldball,M. Smart,203935.0,Smart,M. Smart,Brown,1627759.0,Randle,1626184.0,,,,,,,,,,,,,,,,,,,,
280,PT03M06.00S,2021-03-21T20:24:11.5Z,2,REGULAR,turnover,bad pass,[],203932,,,1610612753,46,42,2021-03-21T20:50:27Z,2760000,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1627759]",1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,,,
281,PT03M06.00S,2021-03-21T20:24:11.5Z,2,REGULAR,steal,,[],1627759,,,1610612738,46,42,2021-03-21T20:24:11Z,2770000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M54.00S,2021-03-21T20:24:23.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203935,21.50131406044678,60.853247549019606,1610612738,46,42,2021-03-21T20:24:33Z,2780000,-54.0,150.0,1,left,MISS M. Smart 15' turnaround Shot,[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,15.91,Missed,,,,,,,,,,,,,,,,,,
283,PT02M51.00S,2021-03-21T20:24:26.5Z,2,REGULAR,rebound,defensive,[],1626184,,,1610612753,46,42,2021-03-21T20:24:33Z,2790000,,,0,,C. Randle REBOUND (Off:0 Def:1),[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,,,282.0,1.0,1.0,0.0,,,,,,,,,,,,,,
284,PT02M33.00S,2021-03-21T20:24:43.8Z,2,REGULAR,turnover,bad pass,[],203932,,,1610612753,46,42,2021-03-21T20:24:48Z,2800000,,,0,,A. Gordon bad pass TURNOVER (2 TO),"[203932, 1628464]",1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,2.0,Theis,1628464.0,,,,,
285,PT02M33.00S,2021-03-21T20:24:43.8Z,2,REGULAR,steal,,[],1628464,,,1610612738,46,42,2021-03-21T20:24:45Z,2810000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M25.00S,2021-03-21T20:24:52.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628400,6.521024967148489,53.74540441176471,1610612738,46,42,2021-03-21T20:25:01Z,2820000,-19.0,9.0,1,left,MISS S. Ojeleye driving Layup,[1628400],1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,2.07,Missed,,,,,,,,,,,,,,,,,,
287,PT02M23.00S,2021-03-21T20:24:54.4Z,2,REGULAR,rebound,offensive,[],1628464,,,1610612738,46,42,2021-03-21T20:25:01Z,2830000,,,0,,D. Theis REBOUND (Off:2 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,286.0,6.0,4.0,2.0,,,,,,,,,,,,,,
288,PT02M22.00S,2021-03-21T20:24:55.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628464,5.590000152587891,50.0,1610612738,48,42,2021-03-21T20:25:06Z,2840000,0.0,0.0,1,left,D. Theis putback Layup (6 PTS),[1628464],1610612738.0,BOS,putback,,,Theis,D. Theis,,,,,0.0,Made,,,,,,,6.0,,,,,,,,,,,
289,PT02M03.00S,2021-03-21T20:25:14.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,92.46057818659659,46.88265931372549,1610612753,48,42,2021-03-21T20:25:20Z,2850000,-16.0,18.0,1,right,MISS N. Vucevic driving reverse Layup,[202696],1610612753.0,ORL,driving reverse,,,Vucevic,N. Vucevic,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,
290,PT02M02.00S,2021-03-21T20:25:15.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,48,42,2021-03-21T20:25:20Z,2860000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,289.0,,,,,,,,,,,,,,,,,
291,PT02M02.00S,2021-03-21T20:25:19.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,48,42,2021-03-21T20:25:19Z,2870000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M02.00S,2021-03-21T20:25:25.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,48,42,2021-03-21T20:25:25Z,2880000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M02.00S,2021-03-21T20:27:38.3Z,2,REGULAR,substitution,out,[],1628400,,,1610612753,48,42,2021-03-21T20:28:02Z,2890000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M02.00S,2021-03-21T20:27:38.3Z,2,REGULAR,substitution,in,[],202689,,,1610612753,48,42,2021-03-21T20:28:02Z,2900000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M57.00S,2021-03-21T20:28:17.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202696,66.87541064388962,62.837009803921575,1610612753,48,42,2021-03-21T20:28:25Z,2910000,64.0,259.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,
296,PT01M55.00S,2021-03-21T20:28:19.2Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,48,42,2021-03-21T20:28:25Z,2920000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,295.0,2.0,2.0,0.0,,,,,,,,,,,,,,
297,PT01M31.00S,2021-03-21T20:28:42.8Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,48,42,2021-03-21T20:28:46Z,2930000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 203095]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2.0,Fournier,203095.0,,,,,
298,PT01M31.00S,2021-03-21T20:28:42.8Z,2,REGULAR,steal,,[],203095,,,1610612753,48,42,2021-03-21T20:28:44Z,2940000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M28.00S,2021-03-21T20:28:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,92.19776609724047,50.314031862745104,1610612753,48,44,2021-03-21T20:28:52Z,2950000,2.0,21.0,1,right,E. Fournier running Layup (9 PTS),[203095],1610612753.0,ORL,running,,,Fournier,E. Fournier,,,,,2.09,Made,,,,,,,9.0,,,,,,,,,,,
300,PT01M17.00S,2021-03-21T20:28:56.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.178055190538765,45.90226715686275,1610612738,50,44,2021-03-21T20:29:00Z,2960000,20.0,15.0,1,left,M. Smart driving Layup (8 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.54,Made,,,,,,,8.0,,,,,,,,,,,
301,PT00M57.30S,2021-03-21T20:29:17.5Z,2,REGULAR,2pt,Jump Shot,[],202696,86.41590013140605,22.37285539215686,1610612753,50,46,2021-03-21T20:29:25Z,2970000,-138.0,75.0,1,right,N. Vucevic 15' turnaround fadeaway Jump Shot (12 PTS) (A. Gordon 3 AST),"[202696, 203932]",1610612753.0,ORL,turnaround fadeaway,,,Vucevic,N. Vucevic,,,,,15.72,Made,,,,,,,12.0,A. Gordon,203932.0,3.0,,,,,,,,
303,PT00M40.30S,2021-03-21T20:29:40.0Z,2,REGULAR,3pt,Jump Shot,[],1628369,26.806833114323258,18.474264705882355,1610612738,53,46,2021-03-21T20:29:46Z,2990000,158.0,199.0,1,left,J. Tatum 25' 3PT pullup (16 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.42,Made,,,,,,,16.0,,,,,,,,,,,
304,PT00M27.40S,2021-03-21T20:30:00.0Z,2,REGULAR,turnover,lost ball,[],203095,,,1610612753,53,46,2021-03-21T20:30:08Z,3000000,,,0,,E. Fournier lost ball TURNOVER (1 TO),"[203095, 202689]",1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,,,
305,PT00M27.40S,2021-03-21T20:30:00.0Z,2,REGULAR,steal,,[],202689,,,1610612738,53,46,2021-03-21T20:30:03Z,3010000,,,0,,K. Walker STEAL (1 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M08.20S,2021-03-21T20:30:19.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,28.86005256241787,26.784620098039213,1610612738,56,46,2021-03-21T20:30:23Z,3020000,116.0,219.0,1,left,J. Tatum 24' 3PT pullup (19 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.77,Made,,,,,,,19.0,,,,,,,,,,,
307,PT00M03.10S,2021-03-21T20:30:29.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612753,56,46,2021-03-21T20:30:44Z,3030000,,,0,,J. Brown shooting personal FOUL (3 PF) (Randle 2 FT),"[1627759, 1626184]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,203593.0,3.0,0.0,Randle,1626184.0
309,PT00M03.10S,2021-03-21T20:30:57.8Z,2,REGULAR,freethrow,1 of 2,[],1626184,,,1610612753,56,47,2021-03-21T20:30:57Z,3050000,,,0,,C. Randle Free Throw 1 of 2 (1 PTS),[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
310,PT00M03.10S,2021-03-21T20:31:11.3Z,2,REGULAR,freethrow,2 of 2,[],1626184,,,1610612753,56,48,2021-03-21T20:31:11Z,3060000,,,0,,C. Randle Free Throw 2 of 2 (2 PTS),[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
311,PT00M01.00S,2021-03-21T20:31:18.9Z,2,REGULAR,3pt,Jump Shot,[],202689,31.750985545335087,38.30422794117647,1610612738,56,48,2021-03-21T20:31:31Z,3070000,58.0,246.0,1,left,MISS K. Walker 25' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.29,Missed,,,,,,,,,,,,,,,,,,
312,PT00M00.80S,2021-03-21T20:31:19.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,56,48,2021-03-21T20:31:31Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,
313,PT00M00.00S,2021-03-21T20:31:22.6Z,2,REGULAR,period,end,[],0,,,1610612738,56,48,2021-03-21T20:31:22Z,3090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-03-21T20:46:20.9Z,3,REGULAR,substitution,out,['startperiod'],1629643,,,1610612738,56,48,2021-03-21T20:46:41Z,3100000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-03-21T20:46:20.9Z,3,REGULAR,substitution,out,['startperiod'],1626184,,,1610612738,56,48,2021-03-21T20:46:41Z,3110000,,,0,,SUB out: C. Randle,[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-03-21T20:46:20.9Z,3,REGULAR,substitution,in,['startperiod'],203487,,,1610612738,56,48,2021-03-21T20:46:41Z,3120000,,,0,,SUB in: M. Carter-Williams,[203487],1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-03-21T20:46:20.9Z,3,REGULAR,substitution,in,['startperiod'],202329,,,1610612738,56,48,2021-03-21T20:46:41Z,3130000,,,0,,SUB in: A. Aminu,[202329],1610612753.0,ORL,,,,Aminu,A. Aminu,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-03-21T20:47:01.5Z,3,REGULAR,period,start,[],0,,,1610612753,56,48,2021-03-21T20:47:01Z,3140000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M45.00S,2021-03-21T20:47:18.6Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612753,56,48,2021-03-21T20:47:40Z,3150000,,,0,,M. Smart shooting personal FOUL (1 PF) (Gordon 2 FT),"[203935, 203932]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1174.0,1.0,0.0,Gordon,203932.0
321,PT11M45.00S,2021-03-21T20:47:43.4Z,3,REGULAR,freethrow,1 of 2,[],203932,,,1610612753,56,49,2021-03-21T20:48:08Z,3170000,,,0,,A. Gordon Free Throw 1 of 2 (9 PTS),[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
322,PT11M45.00S,2021-03-21T20:47:43.4Z,3,REGULAR,freethrow,2 of 2,[],203932,,,1610612753,56,49,2021-03-21T20:48:08Z,3180000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,
323,PT11M43.00S,2021-03-21T20:47:45.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,56,49,2021-03-21T20:48:08Z,3190000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,322.0,,,,,,,,,,,,,,,,,
324,PT11M43.00S,2021-03-21T20:48:06.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,56,49,2021-03-21T20:48:06Z,3200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M28.00S,2021-03-21T20:48:26.6Z,3,REGULAR,2pt,Jump Shot,[],202689,87.51642575558476,32.536764705882355,1610612738,58,49,2021-03-21T20:48:38Z,3210000,-87.0,65.0,1,right,K. Walker 10' driving floating Jump Shot (6 PTS),[202689],1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,10.87,Made,,,,,,,6.0,,,,,,,,,,,
326,PT11M09.00S,2021-03-21T20:48:45.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.915243101182654,45.90226715686275,1610612753,58,49,2021-03-21T20:48:49Z,3220000,20.0,13.0,1,left,MISS A. Gordon driving Layup,[203932],1610612753.0,ORL,driving,,,Gordon,A. Gordon,,,,,2.4,Missed,,,,,,,,,,,,,,,,,,
327,PT11M08.00S,2021-03-21T20:48:46.3Z,3,REGULAR,rebound,offensive,[],203932,,,1610612753,58,49,2021-03-21T20:48:46Z,3230000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,,,,,,,
328,PT10M57.00S,2021-03-21T20:48:57.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203095,28.86005256241787,17.47089460784314,1610612753,58,49,2021-03-21T20:49:12Z,3240000,163.0,219.0,1,left,MISS E. Fournier 27' 3PT,[203095],1610612753.0,ORL,,,,Fournier,E. Fournier,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,
329,PT10M54.00S,2021-03-21T20:49:00.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,58,49,2021-03-21T20:49:12Z,3250000,,,0,,D. Theis REBOUND (Off:2 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,328.0,7.0,5.0,2.0,,,,,,,,,,,,,,
330,PT10M37.00S,2021-03-21T20:49:16.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,72.7496714848883,82.17677696078431,1610612738,58,49,2021-03-21T20:49:21Z,3260000,161.0,204.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
331,PT10M35.00S,2021-03-21T20:49:18.9Z,3,REGULAR,rebound,defensive,[],203932,,,1610612753,58,49,2021-03-21T20:49:21Z,3270000,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,330.0,4.0,3.0,1.0,,,,,,,,,,,,,,
332,PT10M20.00S,2021-03-21T20:49:36.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202329,8.229303547963205,55.4610906862745,1610612753,58,49,2021-03-21T20:49:45Z,3280000,-27.0,25.0,1,left,MISS A. Aminu driving Layup,[202329],1610612753.0,ORL,driving,,,Aminu,A. Aminu,,,,,3.69,Missed,,,,,,,,,,,,,,,,,,
333,PT10M17.00S,2021-03-21T20:49:39.3Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,58,49,2021-03-21T20:49:45Z,3290000,,,0,,D. Theis REBOUND (Off:2 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,332.0,8.0,6.0,2.0,,,,,,,,,,,,,,
334,PT10M12.00S,2021-03-21T20:49:44.5Z,3,REGULAR,foul,personal,['2freethrow'],203487,,,1610612738,58,49,2021-03-21T20:49:53Z,3300000,,,0,,M. Carter-Williams shooting personal FOUL (2 PF) (Walker 2 FT),"[203487, 202689]",1610612753.0,ORL,shooting,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,,,,1174.0,2.0,0.0,Walker,202689.0
336,PT10M12.00S,2021-03-21T20:50:14.3Z,3,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,59,49,2021-03-21T20:50:14Z,3320000,,,0,,K. Walker Free Throw 1 of 2 (7 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
337,PT10M12.00S,2021-03-21T20:50:31.0Z,3,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,60,49,2021-03-21T20:50:31Z,3330000,,,0,,K. Walker Free Throw 2 of 2 (8 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
338,PT10M00.00S,2021-03-21T20:50:45.1Z,3,REGULAR,turnover,lost ball,[],203487,,,1610612753,60,49,2021-03-21T20:50:51Z,3340000,,,0,,M. Carter-Williams lost ball TURNOVER (1 TO),"[203487, 202689]",1610612753.0,ORL,,,,Carter-Williams,M. Carter-Williams,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,,,
339,PT10M00.00S,2021-03-21T20:50:45.1Z,3,REGULAR,steal,,[],202689,,,1610612738,60,49,2021-03-21T20:50:47Z,3350000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
340,PT09M56.00S,2021-03-21T20:50:49.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,90.48948751642575,95.41207107843137,1610612738,60,49,2021-03-21T20:50:59Z,3360000,227.0,37.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,
341,PT09M54.00S,2021-03-21T20:50:51.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612753,60,49,2021-03-21T20:50:59Z,3370000,,,0,,N. Vucevic REBOUND (Off:1 Def:8),[202696],1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,340.0,9.0,8.0,1.0,,,,,,,,,,,,,,
342,PT09M46.00S,2021-03-21T20:50:58.6Z,3,REGULAR,3pt,Jump Shot,[],203932,28.991458607095925,18.941482843137255,1610612753,60,49,2021-03-21T20:51:07Z,3380000,155.0,220.0,1,left,MISS A. Gordon 26' 3PT,[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,
343,PT09M44.00S,2021-03-21T20:51:00.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,60,49,2021-03-21T20:51:07Z,3390000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,342.0,3.0,3.0,0.0,,,,,,,,,,,,,,
344,PT09M34.00S,2021-03-21T20:51:10.9Z,3,REGULAR,3pt,Jump Shot,[],202689,66.96780551905388,71.6375612745098,1610612738,63,49,2021-03-21T20:51:18Z,3400000,108.0,258.0,1,right,K. Walker 27' 3PT  (11 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.98,Made,,,,,,,11.0,,,,,,,,,,,
345,PT09M20.00S,2021-03-21T20:51:26.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,9.149145860709593,41.490502450980394,1610612753,63,49,2021-03-21T20:51:31Z,3410000,43.0,34.0,1,left,MISS N. Vucevic turnaround Hook,[202696],1610612753.0,ORL,turnaround,,,Vucevic,N. Vucevic,,,,,5.41,Missed,,,,,,,,,,,,,,,,,,
346,PT09M18.00S,2021-03-21T20:51:28.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,63,49,2021-03-21T20:51:31Z,3420000,,,0,,D. Theis REBOUND (Off:2 Def:7),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,345.0,9.0,7.0,2.0,,,,,,,,,,,,,,
347,PT09M12.00S,2021-03-21T20:51:38.2Z,3,REGULAR,foul,personal,[],202696,,,1610612738,63,49,2021-03-21T20:51:53Z,3430000,,,0,,N. Vucevic personal FOUL (1 PF),"[202696, 203935]",1610612753.0,ORL,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Smart,203935.0
349,PT08M59.00S,2021-03-21T20:52:08.8Z,3,REGULAR,3pt,Jump Shot,[],1628464,64.99671484888306,49.333639705882355,1610612738,66,49,2021-03-21T20:52:13Z,3450000,-3.0,277.0,1,right,D. Theis 27' 3PT  (9 PTS) (J. Brown 1 AST),"[1628464, 1627759]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,27.65,Made,,,,,,,9.0,J. Brown,1627759.0,1.0,,,,,,,,
351,PT08M52.00S,2021-03-21T20:52:21.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,66,49,2021-03-21T20:52:21Z,3470000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT08M46.00S,2021-03-21T20:55:19.8Z,3,REGULAR,3pt,Jump Shot,[],203932,27.54599211563732,77.0297181372549,1610612753,66,52,2021-03-21T20:55:24Z,3480000,-135.0,206.0,1,left,A. Gordon 24' 3PT pullup (12 PTS),[203932],1610612753.0,ORL,pullup,,,Gordon,A. Gordon,,,,,24.67,Made,,,,,,,12.0,,,,,,,,,,,
353,PT08M24.00S,2021-03-21T20:55:41.1Z,3,REGULAR,3pt,Jump Shot,[],1628464,66.3107752956636,54.48069852941176,1610612738,66,52,2021-03-21T20:55:48Z,3490000,22.0,264.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,
354,PT08M22.00S,2021-03-21T20:55:43.1Z,3,REGULAR,rebound,defensive,[],203932,,,1610612753,66,52,2021-03-21T20:55:48Z,3500000,,,0,,A. Gordon REBOUND (Off:1 Def:4),[203932],1610612753.0,ORL,,,,Gordon,A. Gordon,,,,,,,353.0,5.0,4.0,1.0,,,,,,,,,,,,,,
355,PT08M04.00S,2021-03-21T20:56:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203932,8.229303547963205,41.490502450980394,1610612753,66,52,2021-03-21T20:56:14Z,3510000,43.0,25.0,1,left,MISS A. Gordon driving Layup - blocked,"[203932, 203935]",1610612753.0,ORL,driving,,,Gordon,A. Gordon,,,,,4.93,Missed,,,,,Smart,203935.0,,,,,,,,,,,,
356,PT08M04.00S,2021-03-21T20:56:01.9Z,3,REGULAR,block,,[],203935,,,1610612753,66,52,2021-03-21T20:56:05Z,3520000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
