actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
633,PT00M16.80S,2021-02-13T03:25:41.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612765,98,103,2021-02-13T03:33:06Z,6210000,,,0,,D. Theis personal FOUL (4 PF) (Ellington 2 FT),"[1628464, 201961]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,1627529.0,4.0,0.0,Ellington,201961.0,,,,,
635,PT00M16.80S,2021-02-13T03:25:41.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,98,103,2021-02-13T03:36:13Z,6230000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M16.80S,2021-02-13T03:25:48.1Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612765,98,103,2021-02-13T03:28:34Z,6240000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,
637,PT00M16.80S,2021-02-13T03:27:42.9Z,4,REGULAR,substitution,out,[],201952,,,1610612765,98,103,2021-02-13T03:27:55Z,6250000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M16.80S,2021-02-13T03:27:42.9Z,4,REGULAR,substitution,out,[],1629750,,,1610612765,98,103,2021-02-13T03:27:55Z,6260000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M16.80S,2021-02-13T03:27:42.9Z,4,REGULAR,substitution,out,[],201933,,,1610612765,98,103,2021-02-13T03:27:55Z,6270000,,,0,,SUB out: B. Griffin,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M16.80S,2021-02-13T03:27:42.9Z,4,REGULAR,substitution,in,[],1630202,,,1610612765,98,103,2021-02-13T03:27:55Z,6280000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M16.80S,2021-02-13T03:27:42.9Z,4,REGULAR,substitution,in,[],1629684,,,1610612765,98,103,2021-02-13T03:27:55Z,6290000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M16.80S,2021-02-13T03:27:42.9Z,4,REGULAR,substitution,in,[],1630180,,,1610612765,98,103,2021-02-13T03:27:55Z,6300000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M16.80S,2021-02-13T03:27:57.5Z,4,REGULAR,freethrow,1 of 2,[],201961,,,1610612765,98,104,2021-02-13T03:29:01Z,6310000,,,0,,W. Ellington Free Throw 1 of 2 (3 PTS),[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
644,PT00M16.80S,2021-02-13T03:27:57.5Z,4,REGULAR,freethrow,2 of 2,[],201961,,,1610612765,98,104,2021-02-13T03:29:01Z,6320000,,,0,,MISS W. Ellington Free Throw 2 of 2,[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,,Missed,,,,,,,,,,,,,,,,,,
645,PT00M16.80S,2021-02-13T03:27:57.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,104,2021-02-13T03:29:01Z,6330000,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,644.0,11.0,11.0,0.0,,,,,,,,,,
646,PT00M09.60S,2021-02-13T03:28:27.5Z,4,REGULAR,2pt,Jump Shot,[],1627759,11.514454664914586,73.35324754901961,1610612738,100,104,2021-02-13T03:28:43Z,6340000,-117.0,56.0,1,left,J. Brown 12' bank Jump Shot (27 PTS),[1627759],1610612738.0,BOS,bank,,,Brown,J. Brown,,,,,12.94,Made,27.0,,,,,,,,,,,,,,,,,
647,PT00M05.60S,2021-02-13T03:28:39.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612765,100,104,2021-02-13T03:29:11Z,6350000,,,0,,P. Pritchard take personal FOUL (3 PF) (Wright 2 FT),"[1630202, 1626153]",1610612738.0,BOS,take,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1627529.0,3.0,0.0,Wright,1626153.0,,,,,
649,PT00M05.60S,2021-02-13T03:29:10.1Z,4,REGULAR,freethrow,1 of 2,[],1626153,,,1610612765,100,104,2021-02-13T03:29:10Z,6370000,,,0,,MISS D. Wright Free Throw 1 of 2,[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,Missed,,,,,,,,,,,,,,,,,,
650,PT00M05.60S,2021-02-13T03:29:10.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,100,104,2021-02-13T03:29:10Z,6380000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,649.0,,,,,,,,,,,,,
651,PT00M05.60S,2021-02-13T03:29:30.7Z,4,REGULAR,freethrow,2 of 2,[],1626153,,,1610612765,100,105,2021-02-13T03:29:30Z,6390000,,,0,,D. Wright Free Throw 2 of 2 (22 PTS),[1626153],1610612765.0,DET,,,,Wright,D. Wright,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
652,PT00M05.60S,2021-02-13T03:29:37.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612738,100,105,2021-02-13T03:38:14Z,6400000,,,0,,S. Bey personal FOUL (2 PF) (Tatum 2 FT),"[1630180, 1628369]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,2534.0,2.0,1.0,Tatum,1628369.0,,,,,
655,PT00M05.60S,2021-02-13T03:30:35.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,100,105,2021-02-13T03:44:52Z,6415000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M05.60S,2021-02-13T03:30:35.1Z,4,REGULAR,substitution,in,[],1629750,,,1610612738,100,105,2021-02-13T03:44:52Z,6417500,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M05.60S,2021-02-13T03:30:35.1Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,101,105,2021-02-13T03:45:27Z,6420000,,,0,,J. Tatum Free Throw 1 of 2 (32 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
657,PT00M05.60S,2021-02-13T03:30:35.1Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,102,105,2021-02-13T03:45:27Z,6450000,,,0,,J. Tatum Free Throw 2 of 2 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
658,PT00M05.60S,2021-02-13T03:30:35.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,102,105,2021-02-13T03:41:41Z,6470000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M05.60S,2021-02-13T03:31:47.0Z,4,REGULAR,substitution,out,[],1630180,,,1610612765,102,105,2021-02-13T03:44:02Z,6487500,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M05.60S,2021-02-13T03:31:47.0Z,4,REGULAR,substitution,in,[],201933,,,1610612765,102,105,2021-02-13T03:44:02Z,6488750,,,0,,SUB in: B. Griffin,[201933],1610612765.0,DET,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M05.10S,2021-02-13T03:32:15.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612765,102,105,2021-02-13T03:46:11Z,6490000,,,0,,G. Williams take personal FOUL (4 PF) (Jackson 2 FT),"[1629684, 1628367]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,2534.0,4.0,0.0,Jackson,1628367.0,,,,,
663,PT00M05.10S,2021-02-13T03:32:44.7Z,4,REGULAR,freethrow,1 of 2,[],1628367,,,1610612765,102,105,2021-02-13T03:32:44Z,6510000,,,0,,MISS J. Jackson Free Throw 1 of 2,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,Missed,,,,,,,,,,,,,,,,,,
666,PT00M05.10S,2021-02-13T03:32:44.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,102,105,2021-02-13T03:33:29Z,6520000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,663.0,,,,,,,,,,,,,
667,PT00M05.10S,2021-02-13T03:32:44.7Z,4,REGULAR,freethrow,2 of 2,[],1628367,,,1610612765,102,106,2021-02-13T03:33:29Z,6525000,,,0,,J. Jackson Free Throw 2 of 2 (14 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
665,PT00M04.10S,2021-02-13T03:33:18.4Z,4,REGULAR,turnover,out-of-bounds,[],1628464,,,1610612738,102,106,2021-02-13T03:34:16Z,6550000,,,0,,D. Theis bad pass out-of-bounds TURNOVER (2 TO),[1628464],1610612738.0,BOS,bad pass,,,Theis,D. Theis,,,,,,,,,,,,,,,1155.0,,,,,,,2.0,,
668,PT00M04.10S,2021-02-13T03:33:46.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612765,102,106,2021-02-13T03:33:58Z,6560000,,,0,,J. Green take personal FOUL (3 PF) (Ellington 2 FT),"[1629750, 201961]",1610612738.0,BOS,take,,,Green,J. Green,,,,,,,,,,,,,,,1155.0,3.0,0.0,Ellington,201961.0,,,,,
670,PT00M04.10S,2021-02-13T03:34:15.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],201961,,,1610612765,102,107,2021-02-13T03:34:15Z,6580000,,,0,,W. Ellington Free Throw 1 of 2 (4 PTS),[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
671,PT00M04.10S,2021-02-13T03:34:27.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],201961,,,1610612765,102,108,2021-02-13T03:34:27Z,6590000,,,0,,W. Ellington Free Throw 2 of 2 (5 PTS),[201961],1610612765.0,DET,,,,Ellington,W. Ellington,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
672,PT00M00.00S,2021-02-13T03:34:43.0Z,4,REGULAR,period,end,[],0,,,1610612738,102,108,2021-02-13T03:34:43Z,6600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT00M00.00S,2021-02-13T03:35:46.1Z,4,REGULAR,game,end,[],0,,,0,102,108,2021-02-13T03:35:46Z,6610000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
