actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
440,PT00M02.00S,2021-03-17T01:23:46.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,77,2021-03-17T01:23:51Z,4370000,,,0,,J. Tatum REBOUND (Off:2 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,439.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
443,PT00M00.00S,2021-03-17T01:23:53.2Z,3,REGULAR,period,end,[],0,,,1610612738,79,77,2021-03-17T01:23:53Z,4400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2021-03-17T01:26:54.3Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,79,77,2021-03-17T01:27:17Z,4410000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2021-03-17T01:26:54.3Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,79,77,2021-03-17T01:27:17Z,4420000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2021-03-17T01:26:54.3Z,4,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,79,77,2021-03-17T01:27:17Z,4430000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2021-03-17T01:26:54.3Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612738,79,77,2021-03-17T01:27:17Z,4440000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2021-03-17T01:26:54.3Z,4,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,79,77,2021-03-17T01:27:17Z,4450000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2021-03-17T01:26:54.3Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,79,77,2021-03-17T01:27:17Z,4460000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2021-03-17T01:27:27.1Z,4,REGULAR,period,start,[],0,,,1610612762,79,77,2021-03-17T01:27:27Z,4470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT11M47.00S,2021-03-17T01:27:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203497,6.258212877792378,46.63756127450981,1610612762,79,79,2021-03-17T01:27:47Z,4480000,17.0,6.0,1,left,R. Gobert driving reverse Layup (7 PTS) (G. Niang 1 AST),"[203497, 1627777]",1610612762.0,UTA,driving reverse,,,Gobert,R. Gobert,,,,,1.79,Made,,,,,7.0,G. Niang,1627777.0,1.0,,,,,,,,,,,
453,PT11M24.00S,2021-03-17T01:28:02.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,87.86136662286465,54.48069852941176,1610612738,79,79,2021-03-17T01:28:08Z,4500000,22.0,62.0,1,right,MISS G. Williams 6' turnaround Shot,[1629684],1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,6.55,Missed,,,,,,,,,,,,,,,,,,,
454,PT11M22.00S,2021-03-17T01:28:04.4Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,79,79,2021-03-17T01:28:08Z,4510000,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,453.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
455,PT11M07.00S,2021-03-17T01:28:19.2Z,4,REGULAR,3pt,Jump Shot,[],203903,24.26084099868594,84.1375612745098,1610612762,79,82,2021-03-17T01:30:28Z,4520000,-171.0,176.0,1,left,J. Clarkson 24' 3PT pullup (20 PTS) (M. Conley 5 AST),"[203903, 201144]",1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,24.49,Made,,,,,20.0,M. Conley,201144.0,5.0,,,,,,,,,,,
457,PT10M41.00S,2021-03-17T01:28:44.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,90.75229960578186,57.91207107843137,1610612738,81,82,2021-03-17T01:28:50Z,4540000,40.0,34.0,1,right,J. Brown turnaround fadeaway Jump Shot (17 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,5.25,Made,,,,,17.0,,,,,,,,,,,,,,
458,PT10M22.00S,2021-03-17T01:29:03.8Z,4,REGULAR,3pt,Jump Shot,[],1627777,7.5722733245729295,95.90226715686273,1610612762,81,85,2021-03-17T01:29:08Z,4550000,-230.0,19.0,1,left,G. Niang 3PT  (5 PTS) (J. Clarkson 2 AST),"[1627777, 203903]",1610612762.0,UTA,,,,Niang,G. Niang,,,,,23.03,Made,,,,,5.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,
460,PT09M58.00S,2021-03-17T01:29:27.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,91.14651773981603,47.127757352941174,1610612738,81,85,2021-03-17T01:29:35Z,4570000,-14.0,31.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 203497]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.39,Missed,,,,,,,,,,,,,Gobert,203497.0,,,,,
461,PT09M58.00S,2021-03-17T01:29:27.9Z,4,REGULAR,block,,[],203497,,,1610612738,81,85,2021-03-17T01:29:30Z,4580000,,,0,,R. Gobert BLOCK (3 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT09M56.00S,2021-03-17T01:29:29.9Z,4,REGULAR,rebound,defensive,[],204060,,,1610612762,81,85,2021-03-17T01:29:35Z,4590000,,,0,,J. Ingles REBOUND (Off:0 Def:5),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,460.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
463,PT09M52.00S,2021-03-17T01:29:35.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.338370565045992,50.06893382352941,1610612762,81,87,2021-03-17T01:30:56Z,4600000,0.0,-2.0,1,left,R. Gobert alley-oop DUNK (9 PTS) (G. Niang 2 AST),"[203497, 1627777]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,0.23,Made,,,,,9.0,G. Niang,1627777.0,2.0,,,,,,,,,,,
465,PT09M51.00S,2021-03-17T01:29:40.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,81,87,2021-03-17T01:29:40Z,4620000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT09M34.00S,2021-03-17T01:33:17.0Z,4,REGULAR,3pt,Jump Shot,[],202689,69.07030223390277,79.48069852941177,1610612738,81,87,2021-03-17T01:33:24Z,4630000,147.0,238.0,1,right,MISS K. Walker 28' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,28.01,Missed,,,,,,,,,,,,,,,,,,,
467,PT09M30.00S,2021-03-17T01:33:21.0Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,81,87,2021-03-17T01:33:24Z,4640000,,,0,,R. Gobert REBOUND (Off:0 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,466.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
468,PT09M16.00S,2021-03-17T01:33:34.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,6.652431011826544,48.353247549019606,1610612762,81,89,2021-03-17T01:33:44Z,4650000,8.0,10.0,1,left,R. Gobert cutting DUNK (11 PTS) (J. Clarkson 3 AST),"[203497, 203903]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,1.29,Made,,,,,11.0,J. Clarkson,203903.0,3.0,,,,,,,,,,,
470,PT09M16.00S,2021-03-17T01:33:36.8Z,4,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612762,81,89,2021-03-17T01:34:11Z,4670000,,,0,,D. Theis shooting personal FOUL (4 PF) (Gobert 1 FT),"[1628464, 203497]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,202027.0,,,4.0,1.0,Gobert,203497.0,
472,PT09M16.00S,2021-03-17T01:34:06.2Z,4,REGULAR,freethrow,1 of 1,[],203497,,,1610612762,81,90,2021-03-17T01:34:06Z,4690000,,,0,,R. Gobert Free Throw 1 of 1 (12 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,Made,,,,,12.0,,,,,,,,,,,,,,
473,PT09M05.00S,2021-03-17T01:34:18.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.01511169513797,51.78462009803921,1610612738,83,90,2021-03-17T01:34:21Z,4700000,9.0,32.0,1,right,K. Walker driving Layup (11 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,3.32,Made,,,,,11.0,,,,,,,,,,,,,,
474,PT08M49.00S,2021-03-17T01:34:34.8Z,4,REGULAR,3pt,Jump Shot,[],1627777,6.521024967148489,94.18658088235294,1610612762,83,90,2021-03-17T01:34:42Z,4710000,-221.0,9.0,1,left,MISS G. Niang 3PT,[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,22.11,Missed,,,,,,,,,,,,,,,,,,,
475,PT08M45.00S,2021-03-17T01:34:38.8Z,4,REGULAR,rebound,offensive,[],203497,,,1610612762,83,90,2021-03-17T01:34:42Z,4720000,,,0,,R. Gobert REBOUND (Off:1 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,474.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
476,PT08M35.00S,2021-03-17T01:34:47.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201144,12.697109067017081,44.18658088235294,1610612762,83,92,2021-03-17T01:34:53Z,4730000,29.0,67.0,1,left,M. Conley 7' driving floating Jump Shot (11 PTS) (J. Ingles 2 AST),"[201144, 204060]",1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,7.3,Made,,,,,11.0,J. Ingles,204060.0,2.0,,,,,,,,,,,
477,PT08M25.00S,2021-03-17T01:34:58.4Z,4,REGULAR,2pt,Jump Shot,[],202689,80.50262812089356,26.049325980392158,1610612738,83,92,2021-03-17T01:35:10Z,4740000,-120.0,131.0,1,right,MISS K. Walker 17' step back Shot,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,17.74,Missed,,,,,,,,,,,,,,,,,,,
478,PT08M22.00S,2021-03-17T01:35:01.4Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,83,92,2021-03-17T01:35:10Z,4750000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,477.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
479,PT08M17.00S,2021-03-17T01:35:06.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203903,32.013797634691194,48.59834558823529,1610612762,83,92,2021-03-17T01:35:17Z,4760000,7.0,248.0,1,left,MISS J. Clarkson 24' running pullup 3PT,[203903],1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
480,PT08M14.00S,2021-03-17T01:35:09.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,83,92,2021-03-17T01:35:17Z,4770000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,479.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
481,PT08M08.00S,2021-03-17T01:35:15.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,66.83639947437582,32.176776960784316,1610612738,86,92,2021-03-17T01:35:20Z,4780000,-89.0,259.0,1,right,J. Brown 27' 3PT pullup (20 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,27.41,Made,,,,,20.0,,,,,,,,,,,,,,
482,PT07M51.00S,2021-03-17T01:35:31.6Z,4,REGULAR,3pt,Jump Shot,[],201144,26.10052562417871,18.206188725490197,1610612762,86,95,2021-03-17T01:35:36Z,4790000,159.0,193.0,1,left,M. Conley 24' 3PT pullup (14 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,24.99,Made,,,,,14.0,,,,,,,,,,,,,,
483,PT07M38.00S,2021-03-17T01:35:48.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,91.27792378449409,56.196384803921575,1610612738,86,95,2021-03-17T01:36:20Z,4800000,31.0,29.0,1,right,MISS K. Walker driving Layup - blocked,"[202689, 203497]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,4.28,Missed,,,,,,,,,,,,,Gobert,203497.0,,,,,
484,PT07M38.00S,2021-03-17T01:35:48.2Z,4,REGULAR,block,,[],203497,,,1610612738,86,95,2021-03-17T01:36:20Z,4810000,,,0,,R. Gobert BLOCK (4 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT07M37.00S,2021-03-17T01:35:49.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,86,95,2021-03-17T01:36:20Z,4820000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,,,,
486,PT07M37.00S,2021-03-17T01:36:11.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,86,95,2021-03-17T01:36:20Z,4830000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,out,[],202689,,,1610612738,86,95,2021-03-17T01:36:31Z,4840000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,86,95,2021-03-17T01:36:31Z,4850000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,out,[],204060,,,1610612738,86,95,2021-03-17T01:36:31Z,4860000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,out,[],201144,,,1610612738,86,95,2021-03-17T01:36:31Z,4870000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,out,[],203497,,,1610612738,86,95,2021-03-17T01:36:31Z,4880000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,out,[],1627777,,,1610612738,86,95,2021-03-17T01:36:31Z,4890000,,,0,,SUB out: G. Niang,[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,86,95,2021-03-17T01:36:31Z,4900000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,86,95,2021-03-17T01:36:31Z,4910000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,in,[],202711,,,1610612738,86,95,2021-03-17T01:36:31Z,4920000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,in,[],1626220,,,1610612738,86,95,2021-03-17T01:36:31Z,4930000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,in,[],1628378,,,1610612738,86,95,2021-03-17T01:36:31Z,4940000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT07M37.00S,2021-03-17T01:36:16.2Z,4,REGULAR,substitution,in,[],202324,,,1610612738,86,95,2021-03-17T01:36:31Z,4950000,,,0,,SUB in: D. Favors,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT07M28.00S,2021-03-17T01:36:47.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,91.5407358738502,4.725796568627451,1610612738,86,95,2021-03-17T01:36:56Z,4960000,-226.0,27.0,1,right,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
500,PT07M25.00S,2021-03-17T01:36:50.6Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,86,95,2021-03-17T01:36:56Z,4970000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,499.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
501,PT07M19.00S,2021-03-17T01:36:55.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628378,8.229303547963205,46.14736519607843,1610612762,86,95,2021-03-17T01:37:03Z,4980000,19.0,25.0,1,left,MISS D. Mitchell driving floating Shot,[1628378],1610612762.0,UTA,driving floating,,,Mitchell,D. Mitchell,,,,,3.15,Missed,,,,,,,,,,,,,,,,,,,
502,PT07M17.00S,2021-03-17T01:36:57.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,86,95,2021-03-17T01:37:03Z,4990000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,501.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
503,PT07M17.00S,2021-03-17T01:37:05.5Z,4,REGULAR,foul,personal,[],202711,,,1610612738,86,95,2021-03-17T01:50:33Z,5000000,,,0,,B. Bogdanovic take personal FOUL (2 PF),"[202711, 1627759]",1610612762.0,UTA,take,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,1155.0,,,2.0,0.0,Brown,1627759.0,
505,PT07M13.00S,2021-03-17T01:37:30.4Z,4,REGULAR,foul,personal,[],202711,,,1610612738,86,95,2021-03-17T01:37:44Z,5020000,,,0,,B. Bogdanovic personal FOUL (3 PF),"[202711, 1628369]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,201246.0,,,3.0,0.0,Tatum,1628369.0,
508,PT07M05.00S,2021-03-17T01:37:54.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.75229960578186,49.333639705882355,1610612738,88,95,2021-03-17T01:38:00Z,5040000,-3.0,34.0,1,right,J. Brown driving Layup (22 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.46,Made,,,,,22.0,,,,,,,,,,,,,,
509,PT07M05.00S,2021-03-17T01:37:57.8Z,4,REGULAR,foul,personal,['1freethrow'],202324,,,1610612738,88,95,2021-03-17T01:38:11Z,5050000,,,0,,D. Favors shooting personal FOUL (2 PF) (Brown 1 FT),"[202324, 1627759]",1610612762.0,UTA,shooting,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,201246.0,,,2.0,0.0,Brown,1627759.0,
511,PT07M05.00S,2021-03-17T01:38:27.7Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,89,95,2021-03-17T01:38:27Z,5070000,,,0,,J. Brown Free Throw 1 of 1 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
512,PT06M51.00S,2021-03-17T01:38:43.7Z,4,REGULAR,3pt,Jump Shot,[],202711,22.421156373193167,9.38265931372549,1610612762,89,98,2021-03-17T01:38:49Z,5080000,203.0,158.0,1,left,B. Bogdanovic 25' 3PT  (8 PTS) (D. Mitchell 4 AST),"[202711, 1628378]",1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,25.75,Made,,,,,8.0,D. Mitchell,1628378.0,4.0,,,,,,,,,,,
514,PT06M33.00S,2021-03-17T01:39:01.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.56964520367937,54.970894607843135,1610612738,89,98,2021-03-17T01:39:14Z,5100000,25.0,46.0,1,right,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,5.19,Missed,,,,,,,,,,,,,,,,,,,
515,PT06M30.00S,2021-03-17T01:39:04.9Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,89,98,2021-03-17T01:39:14Z,5110000,,,0,,R. Williams III REBOUND (Off:3 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,514.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
516,PT06M27.00S,2021-03-17T01:39:06.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,91,98,2021-03-17T01:39:06Z,5120000,0.0,0.0,1,right,R. Williams III tip Layup (12 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,12.0,,,,,,,,,,,,,,
517,PT06M14.00S,2021-03-17T01:39:19.9Z,4,REGULAR,turnover,bad pass,[],1628378,,,1610612762,91,98,2021-03-17T01:39:25Z,5130000,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1627759]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2.0,Brown,1627759.0,,,,,,,,
518,PT06M14.00S,2021-03-17T01:39:19.9Z,4,REGULAR,steal,,[],1627759,,,1610612738,91,98,2021-03-17T01:53:17Z,5140000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT06M12.00S,2021-03-17T01:39:22.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,91.27792378449409,52.27481617647059,1610612738,93,98,2021-03-17T01:39:32Z,5150000,11.0,29.0,1,right,J. Tatum running Layup (25 PTS) (J. Brown 5 AST),"[1628369, 1627759]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.16,Made,,,,,25.0,J. Brown,1627759.0,5.0,,,,,,,,,,,
521,PT06M00.00S,2021-03-17T01:39:41.1Z,4,REGULAR,foul,personal,[],1630202,,,1610612762,93,98,2021-03-17T01:39:49Z,5170000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 202711]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,201246.0,,,1.0,0.0,Bogdanovic,202711.0,
523,PT06M00.00S,2021-03-17T01:39:46.4Z,4,REGULAR,substitution,out,[],1630202,,,1610612762,93,98,2021-03-17T01:39:55Z,5190000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT06M00.00S,2021-03-17T01:39:46.4Z,4,REGULAR,substitution,out,[],1629684,,,1610612762,93,98,2021-03-17T01:39:55Z,5200000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M00.00S,2021-03-17T01:39:46.4Z,4,REGULAR,substitution,in,[],202689,,,1610612762,93,98,2021-03-17T01:39:55Z,5210000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT06M00.00S,2021-03-17T01:39:46.4Z,4,REGULAR,substitution,in,[],203935,,,1610612762,93,98,2021-03-17T01:39:55Z,5220000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT05M53.00S,2021-03-17T01:40:11.6Z,4,REGULAR,2pt,Jump Shot,[],202711,21.76412614980289,34.38265931372549,1610612762,93,98,2021-03-17T01:40:39Z,5230000,78.0,152.0,1,left,MISS B. Bogdanovic 17' fadeaway Shot,[202711],1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,17.1,Missed,,,,,,,,,,,,,,,,,,,
528,PT05M49.00S,2021-03-17T01:40:15.6Z,4,REGULAR,rebound,offensive,[],203903,,,1610612762,93,98,2021-03-17T01:40:29Z,5240000,,,0,,J. Clarkson REBOUND (Off:2 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,527.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
529,PT05M48.00S,2021-03-17T01:40:15.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203903,6.915243101182654,44.676776960784316,1610612762,93,98,2021-03-17T01:40:33Z,5250000,27.0,13.0,1,left,MISS J. Clarkson floating Shot,[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,2.94,Missed,,,,,,,,,,,,,,,,,,,
530,PT05M48.00S,2021-03-17T01:40:15.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,93,98,2021-03-17T01:40:33Z,5260000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,529.0,,,,,,,,,,,,,,,,,,
531,PT05M48.00S,2021-03-17T01:40:21.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,93,98,2021-03-17T01:40:21Z,5270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
