actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
442,PT03M02.00S,2021-04-24T01:14:30.4Z,3,REGULAR,turnover,bad pass,[],1630174,,,1610612738,76,70,2021-04-24T01:14:34Z,4380000,,,0,,A. Nesmith bad pass TURNOVER (2 TO),"[1630174, 1629013]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,2.0,Shamet,1629013.0,,,,,,,,,,,,,,,,,,
443,PT03M02.00S,2021-04-24T01:14:30.4Z,3,REGULAR,steal,,[],1629013,,,1610612751,76,70,2021-04-24T01:14:32Z,4390000,,,0,,L. Shamet STEAL (2 STL),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M58.00S,2021-04-24T01:14:38.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,92.32917214191852,55.951286764705884,1610612751,76,70,2021-04-24T01:14:43Z,4400000,30.0,20.0,1,right,MISS K. Irving driving Layup - blocked,"[202681, 203095]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,3.57,Missed,,,,,,,,,Fournier,203095.0,,,,,,
445,PT02M58.00S,2021-04-24T01:14:38.9Z,3,REGULAR,block,,[],203095,,,1610612751,76,70,2021-04-24T01:14:41Z,4410000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M58.00S,2021-04-24T01:14:38.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,76,70,2021-04-24T01:14:43Z,4420000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,444.0,,,,,,,,,,,
447,PT02M58.00S,2021-04-24T01:14:43.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,76,70,2021-04-24T01:14:43Z,4430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M58.00S,2021-04-24T01:14:57.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,76,70,2021-04-24T01:14:57Z,4440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,out,[],201599,,,1610612751,76,70,2021-04-24T01:17:38Z,4450000,,,0,,SUB out: D. Jordan,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,out,[],1629013,,,1610612751,76,70,2021-04-24T01:17:38Z,4460000,,,0,,SUB out: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612751,76,70,2021-04-24T01:17:38Z,4470000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,out,[],1630174,,,1610612751,76,70,2021-04-24T01:17:38Z,4480000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,out,[],1628436,,,1610612751,76,70,2021-04-24T01:17:38Z,4490000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,in,[],1628455,,,1610612751,76,70,2021-04-24T01:17:38Z,4500000,,,0,,SUB in: M. James,[1628455],1610612751.0,BKN,,,,James,M. James,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,in,[],201933,,,1610612751,76,70,2021-04-24T01:17:38Z,4510000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,in,[],202684,,,1610612751,76,70,2021-04-24T01:17:38Z,4520000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,in,[],1628400,,,1610612751,76,70,2021-04-24T01:17:38Z,4530000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M58.00S,2021-04-24T01:15:10.1Z,3,REGULAR,substitution,in,[],1629641,,,1610612751,76,70,2021-04-24T01:17:38Z,4540000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M52.00S,2021-04-24T01:18:13.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202681,73.14388961892247,81.44148284313727,1610612751,76,70,2021-04-24T01:18:18Z,4550000,157.0,200.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,25.43,Missed,,,,,,,,,,,,,,,,
460,PT02M48.00S,2021-04-24T01:18:17.9Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,76,70,2021-04-24T01:18:18Z,4560000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,459.0,2.0,1.0,1.0,,,,,,,,
461,PT02M37.00S,2021-04-24T01:18:31.8Z,3,REGULAR,foul,offensive,['inpenalty'],203095,,,1610612738,76,70,2021-04-24T01:20:04Z,4570000,,,0,,E. Fournier charge offensive FOUL (1 PF),"[203095, 201933]",1610612738.0,BOS,charge,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Griffin,201933.0,
463,PT02M37.00S,2021-04-24T01:18:31.8Z,3,REGULAR,turnover,offensive foul,[],203095,,,1610612738,76,70,2021-04-24T01:18:31Z,4590000,,,0,,E. Fournier offensive foul TURNOVER (2 TO),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,2.0,,,,,,,,,,,,,,,2148.0,,,,,
464,PT02M37.00S,2021-04-24T01:18:44.0Z,3,REGULAR,substitution,out,[],201145,,,1610612751,76,70,2021-04-24T01:18:47Z,4600000,,,0,,SUB out: J. Green,[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M37.00S,2021-04-24T01:18:44.0Z,3,REGULAR,substitution,in,[],203925,,,1610612751,76,70,2021-04-24T01:18:47Z,4610000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M17.00S,2021-04-24T01:19:06.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628455,94.30026281208936,48.10814950980392,1610612751,76,70,2021-04-24T01:19:14Z,4620000,-9.0,1.0,1,right,MISS M. James driving Layup,[1628455],1610612751.0,BKN,driving,,,James,M. James,,,,,,,,0.96,Missed,,,,,,,,,,,,,,,,
467,PT02M16.00S,2021-04-24T01:19:07.7Z,3,REGULAR,rebound,offensive,[],1628455,,,1610612751,76,70,2021-04-24T01:19:07Z,4630000,,,0,,M. James REBOUND (Off:1 Def:1),[1628455],1610612751.0,BKN,,,,James,M. James,,,,,,,,,,,,,,466.0,2.0,1.0,1.0,,,,,,,,
468,PT02M10.00S,2021-04-24T01:19:13.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628971,71.43561103810775,75.80422794117648,1610612751,76,70,2021-04-24T01:19:18Z,4640000,129.0,216.0,1,right,MISS B. Brown 25' 3PT,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,25.16,Missed,,,,,,,,,,,,,,,,
469,PT02M06.00S,2021-04-24T01:19:17.8Z,3,REGULAR,rebound,offensive,[],203925,,,1610612751,76,70,2021-04-24T01:19:18Z,4650000,,,0,,J. Harris REBOUND (Off:1 Def:1),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,468.0,2.0,1.0,1.0,,,,,,,,
470,PT02M04.00S,2021-04-24T01:19:20.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203925,93.51182654402102,50.80422794117647,1610612751,78,70,2021-04-24T01:19:31Z,4660000,4.0,8.0,1,right,J. Harris driving Layup (11 PTS),[203925],1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,,,,0.94,Made,11.0,,,,,,,,,,,,,,,
471,PT01M45.00S,2021-04-24T01:19:42.0Z,3,REGULAR,foul,offensive,['inpenalty'],203935,,,1610612738,78,70,2021-04-24T01:19:56Z,4670000,,,0,,M. Smart charge offensive FOUL (2 PF),"[203935, 201933]",1610612738.0,BOS,charge,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Griffin,201933.0,
473,PT01M45.00S,2021-04-24T01:19:42.0Z,3,REGULAR,turnover,offensive foul,[],203935,,,1610612738,78,70,2021-04-24T01:19:42Z,4690000,,,0,,M. Smart offensive foul TURNOVER (4 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,4.0,,,,,,,,,,,,,,,201638.0,,,,,
474,PT01M36.00S,2021-04-24T01:20:06.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629641,,,1610612751,78,70,2021-04-24T01:20:20Z,4700000,,,0,,R. Langford shooting personal FOUL (3 PF) (Irving 2 FT),"[1629641, 202681]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,201640.0,3.0,0.0,Irving,202681.0,
476,PT01M36.00S,2021-04-24T01:20:36.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202681,,,1610612751,79,70,2021-04-24T01:20:36Z,4720000,,,0,,K. Irving Free Throw 1 of 2 (12 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
477,PT01M36.00S,2021-04-24T01:20:52.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202681,,,1610612751,80,70,2021-04-24T01:20:52Z,4730000,,,0,,K. Irving Free Throw 2 of 2 (13 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
478,PT01M20.00S,2021-04-24T01:21:10.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,6.258212877792378,52.27481617647059,1610612738,80,70,2021-04-24T01:21:14Z,4740000,-11.0,6.0,1,left,MISS T. Thompson Layup,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,1.3,Missed,,,,,,,,,,,,,,,,
479,PT01M17.00S,2021-04-24T01:21:13.4Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,80,70,2021-04-24T01:21:14Z,4750000,,,0,,K. Irving REBOUND (Off:0 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,478.0,5.0,5.0,0.0,,,,,,,,
480,PT01M15.00S,2021-04-24T01:21:15.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203925,70.12155059132719,77.76501225490196,1610612751,83,70,2021-04-24T01:21:27Z,4760000,139.0,228.0,1,right,J. Harris 26' 3PT  (14 PTS) (K. Irving 7 AST),"[203925, 202681]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,26.73,Made,14.0,K. Irving,202681.0,7.0,,,,,,,,,,,,
482,PT00M58.20S,2021-04-24T01:21:33.9Z,3,REGULAR,turnover,lost ball,[],1629641,,,1610612738,83,70,2021-04-24T01:21:39Z,4780000,,,0,,R. Langford lost ball TURNOVER (2 TO),"[1629641, 201933]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,2.0,Griffin,201933.0,,,,,,,,,,,,,,,,,,
483,PT00M58.20S,2021-04-24T01:21:33.9Z,3,REGULAR,steal,,[],201933,,,1610612751,83,70,2021-04-24T01:35:44Z,4790000,,,0,,B. Griffin STEAL (2 STL),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M53.90S,2021-04-24T01:21:38.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203925,72.48685939553219,81.19638480392157,1610612751,86,70,2021-04-24T01:21:43Z,4800000,156.0,206.0,1,right,J. Harris 25' 3PT  (17 PTS) (K. Irving 8 AST),"[203925, 202681]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,25.85,Made,17.0,K. Irving,202681.0,8.0,,,,,,,,,,,,
486,PT00M53.30S,2021-04-24T01:21:47.1Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,86,70,2021-04-24T01:21:47Z,4820000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M53.30S,2021-04-24T01:21:53.1Z,3,REGULAR,substitution,out,[],203935,,,1610612738,86,70,2021-04-24T01:23:19Z,4830000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M53.30S,2021-04-24T01:21:53.1Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,86,70,2021-04-24T01:23:19Z,4840000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M53.30S,2021-04-24T01:21:53.1Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,86,70,2021-04-24T01:23:19Z,4850000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M53.30S,2021-04-24T01:21:53.1Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,86,70,2021-04-24T01:23:19Z,4860000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M39.60S,2021-04-24T01:23:41.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,4.28712220762155,49.08854166666667,1610612738,86,70,2021-04-24T01:23:46Z,4870000,5.0,-12.0,1,left,MISS E. Fournier driving Layup,[203095],1610612738.0,BOS,driving,,,Fournier,E. Fournier,,,,,,,,1.3,Missed,,,,,,,,,,,,,,,,
492,PT00M35.60S,2021-04-24T01:23:45.3Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,86,70,2021-04-24T01:23:46Z,4880000,,,0,,K. Irving REBOUND (Off:0 Def:6),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,491.0,6.0,6.0,0.0,,,,,,,,
493,PT00M31.30S,2021-04-24T01:23:49.5Z,3,REGULAR,turnover,lost ball,[],202681,,,1610612751,86,70,2021-04-24T01:23:54Z,4890000,,,0,,K. Irving lost ball TURNOVER (5 TO),"[202681, 203095]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,5.0,Fournier,203095.0,,,,,,,,,,,,,,,,,,
494,PT00M31.30S,2021-04-24T01:23:49.5Z,3,REGULAR,steal,,[],203095,,,1610612738,86,70,2021-04-24T01:24:08Z,4900000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M27.20S,2021-04-24T01:23:53.6Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630202,25.57490144546649,84.87285539215686,1610612738,86,73,2021-04-24T02:16:23Z,4910000,-174.0,188.0,1,left,P. Pritchard 25' 3PT  (9 PTS) (E. Fournier 5 AST),"[1630202, 203095]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,25.64,Made,9.0,E. Fournier,203095.0,5.0,,,,,,,,,,,,
497,PT00M09.40S,2021-04-24T01:24:15.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201933,87.86136662286465,51.53952205882353,1610612751,88,73,2021-04-24T01:24:19Z,4930000,8.0,62.0,1,right,B. Griffin 6' turnaround Hook (9 PTS) (K. Irving 9 AST),"[201933, 202681]",1610612751.0,BKN,turnaround,,,Griffin,B. Griffin,,,,,,,,6.21,Made,9.0,K. Irving,202681.0,9.0,,,,,,,,,,,,
498,PT00M02.00S,2021-04-24T01:24:27.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.305519053876477,72.37285539215686,1610612738,88,73,2021-04-24T01:25:48Z,4940000,-112.0,232.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,25.79,Missed,,,,,,,,,,,,,,,,
501,PT00M02.00S,2021-04-24T01:24:27.1Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,88,73,2021-04-24T01:26:12Z,4950000,,,0,,T. Thompson REBOUND (Off:4 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,498.0,9.0,5.0,4.0,,,,,,,,
503,PT00M01.00S,2021-04-24T01:24:38.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,6.389618922470433,52.76501225490197,1610612738,88,73,2021-04-24T01:26:44Z,4955000,-14.0,8.0,1,left,MISS T. Thompson tip Layup,[202684],1610612738.0,BOS,tip,,,Thompson,T. Thompson,,,,,,,,1.58,Missed,,,,,,,,,,,,,,,,
504,PT00M00.50S,2021-04-24T01:24:39.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,88,73,2021-04-24T01:26:44Z,4957500,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,503.0,,,,,,,,,,,
502,PT00M00.00S,2021-04-24T01:24:50.3Z,3,REGULAR,period,end,[],0,,,1610612738,88,73,2021-04-24T01:25:48Z,4960000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-04-24T01:25:21.5Z,4,REGULAR,substitution,out,['startperiod'],202681,,,1610612738,88,73,2021-04-24T01:27:40Z,4970000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2021-04-24T01:25:21.5Z,4,REGULAR,substitution,out,['startperiod'],1629641,,,1610612738,88,73,2021-04-24T01:27:40Z,4980000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2021-04-24T01:25:21.5Z,4,REGULAR,substitution,out,['startperiod'],203095,,,1610612738,88,73,2021-04-24T01:27:40Z,4990000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2021-04-24T01:25:21.5Z,4,REGULAR,substitution,in,['startperiod'],1629013,,,1610612738,88,73,2021-04-24T01:27:40Z,5000000,,,0,,SUB in: L. Shamet,[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2021-04-24T01:25:21.5Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612738,88,73,2021-04-24T01:27:40Z,5010000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2021-04-24T01:25:21.5Z,4,REGULAR,substitution,in,['startperiod'],1629035,,,1610612738,88,73,2021-04-24T01:27:40Z,5020000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-04-24T01:28:05.9Z,4,REGULAR,period,start,[],0,,,1610612738,88,73,2021-04-24T01:28:05Z,5030000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M43.00S,2021-04-24T01:28:22.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.338370565045992,51.53952205882353,1610612738,88,75,2021-04-24T01:28:28Z,5040000,-8.0,-2.0,1,left,J. Tatum driving reverse Layup (29 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,driving reverse,,,Tatum,J. Tatum,,,,,,,,0.8,Made,29.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,
515,PT11M25.00S,2021-04-24T01:28:39.7Z,4,REGULAR,2pt,Jump Shot,[],1628455,87.86136662286465,31.93167892156863,1610612751,90,75,2021-04-24T01:29:01Z,5060000,-90.0,62.0,1,right,M. James 10' driving floating bank Jump Shot (6 PTS) (B. Brown 1 AST),"[1628455, 1628971]",1610612751.0,BKN,driving floating bank,,,James,M. James,,,,,,,,10.93,Made,6.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,
516,PT11M00.00S,2021-04-24T01:29:05.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.863994743758213,48.84344362745098,1610612738,90,77,2021-04-24T01:29:10Z,5070000,6.0,3.0,1,left,P. Pritchard driving Layup (11 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,,,,0.64,Made,11.0,,,,,,,,,,,,,,,
517,PT10M53.00S,2021-04-24T01:29:11.9Z,4,REGULAR,3pt,Jump Shot,[],203925,67.7562417871222,61.09834558823529,1610612751,90,77,2021-04-24T01:29:16Z,5080000,55.0,251.0,1,right,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,25.67,Missed,,,,,,,,,,,,,,,,
518,PT10M50.00S,2021-04-24T01:29:14.9Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612751,90,77,2021-04-24T01:29:14Z,5090000,,,0,,B. Brown REBOUND (Off:1 Def:5),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,517.0,6.0,5.0,1.0,,,,,,,,
520,PT10M37.00S,2021-04-24T01:29:28.2Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],201933,81.42247043363994,73.10814950980392,1610612751,92,77,2021-04-24T01:29:33Z,5100000,116.0,122.0,1,right,B. Griffin 16' turnaround fadeaway Jump Shot (11 PTS),[201933],1610612751.0,BKN,turnaround fadeaway,,,Griffin,B. Griffin,,,,,,,,16.81,Made,11.0,,,,,,,,,,,,,,,
521,PT10M20.00S,2021-04-24T01:29:44.4Z,4,REGULAR,3pt,Jump Shot,[],1630202,32.14520367936925,65.26501225490196,1610612738,92,77,2021-04-24T01:29:49Z,5110000,-76.0,250.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,26.11,Missed,,,,,,,,,,,,,,,,
522,PT10M18.00S,2021-04-24T01:29:46.4Z,4,REGULAR,rebound,defensive,[],203925,,,1610612751,92,77,2021-04-24T01:29:49Z,5120000,,,0,,J. Harris REBOUND (Off:1 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,521.0,3.0,2.0,1.0,,,,,,,,
523,PT10M09.00S,2021-04-24T01:29:56.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628455,90.09526938239159,54.48069852941176,1610612751,94,77,2021-04-24T01:30:15Z,5130000,22.0,41.0,1,right,M. James driving Hook (8 PTS) (B. Griffin 2 AST),"[1628455, 201933]",1610612751.0,BKN,driving,,,James,M. James,,,,,,,,4.64,Made,8.0,B. Griffin,201933.0,2.0,,,,,,,,,,,,
525,PT09M49.00S,2021-04-24T01:30:15.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,18.2161629434954,52.029718137254896,1610612738,94,77,2021-04-24T01:30:20Z,5150000,-10.0,119.0,1,left,MISS J. Tatum 11' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,,,,11.91,Missed,,,,,,,,,,,,,,,,
526,PT09M47.00S,2021-04-24T01:30:17.1Z,4,REGULAR,rebound,defensive,[],203925,,,1610612751,94,77,2021-04-24T01:30:20Z,5160000,,,0,,J. Harris REBOUND (Off:1 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,525.0,4.0,3.0,1.0,,,,,,,,
527,PT09M39.00S,2021-04-24T01:30:26.0Z,4,REGULAR,3pt,Jump Shot,[],203925,71.69842312746385,22.863051470588236,1610612751,94,77,2021-04-24T01:30:31Z,5170000,-136.0,214.0,1,right,MISS J. Harris 25' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,25.3,Missed,,,,,,,,,,,,,,,,
528,PT09M35.00S,2021-04-24T01:30:30.0Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,94,77,2021-04-24T01:30:31Z,5180000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,527.0,1.0,1.0,0.0,,,,,,,,
529,PT09M26.00S,2021-04-24T01:30:38.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630202,7.178055190538765,50.06893382352941,1610612738,94,79,2021-04-24T01:30:52Z,5190000,0.0,15.0,1,left,P. Pritchard turnaround Hook (13 PTS),[1630202],1610612738.0,BOS,turnaround,,,Pritchard,P. Pritchard,,,,,,,,1.5,Made,13.0,,,,,,,,,,,,,,,
530,PT09M03.00S,2021-04-24T01:31:01.4Z,4,REGULAR,3pt,Jump Shot,[],201933,72.61826544021025,17.96109068627451,1610612751,94,79,2021-04-24T01:31:07Z,5200000,-160.0,205.0,1,right,MISS B. Griffin 26' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,26.01,Missed,,,,,,,,,,,,,,,,
531,PT08M59.00S,2021-04-24T01:31:05.4Z,4,REGULAR,rebound,defensive,[],1629035,,,1610612738,94,79,2021-04-24T01:50:20Z,5210000,,,0,,C. Edwards REBOUND (Off:0 Def:1),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,530.0,1.0,1.0,0.0,,,,,,,,
