actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
409,PT06M51.00S,2021-03-27T01:10:36.1Z,3,REGULAR,foul,offensive,[],1628978,,,1610612749,67,85,2021-03-27T01:10:56Z,4060000,,,0,,D. DiVincenzo charge offensive FOUL (2 PF),"[1628978, 202689]",1610612749.0,MIL,charge,,,DiVincenzo,D. DiVincenzo,,,,,2530.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
411,PT06M51.00S,2021-03-27T01:10:36.1Z,3,REGULAR,turnover,offensive foul,[],1628978,,,1610612749,67,85,2021-03-27T01:10:36Z,4080000,,,0,,D. DiVincenzo offensive foul TURNOVER (2 TO),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,2530.0,,,,,,,2.0,,,,,,,,,,,,
412,PT06M39.00S,2021-03-27T01:11:03.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202689,71.04139290407359,72.86305147058823,1610612738,67,85,2021-03-27T01:11:08Z,4090000,114.0,220.0,1,right,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,24.77,,,,,,,,,
413,PT06M35.00S,2021-03-27T01:11:07.3Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,67,85,2021-03-27T01:11:08Z,4100000,,,0,,P. Connaughton REBOUND (Off:2 Def:5),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,412.0,7.0,5.0,2.0,,
414,PT06M33.00S,2021-03-27T01:11:09.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,25.312089356110377,11.098345588235293,1610612749,67,85,2021-03-27T01:11:17Z,4110000,195.0,185.0,1,left,MISS D. DiVincenzo 26' running 3PT,[1628978],1610612749.0,MIL,running,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,26.87,,,,,,,,,
415,PT06M30.00S,2021-03-27T01:11:12.1Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,67,85,2021-03-27T01:11:12Z,4120000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,414.0,8.0,5.0,3.0,,
416,PT06M26.00S,2021-03-27T01:11:15.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201950,30.831143232588698,32.91207107843137,1610612749,70,85,2021-03-27T01:11:20Z,4130000,85.0,237.0,1,left,J. Holiday 25' 3PT  (17 PTS),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,Made,17.0,,,,25.22,,,,,,,,,
417,PT06M09.00S,2021-03-27T01:11:33.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,93.77463863337714,50.80422794117647,1610612738,70,85,2021-03-27T01:11:39Z,4140000,4.0,6.0,1,right,MISS M. Smart Layup,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,0.72,,,,,,,,,
418,PT06M04.00S,2021-03-27T01:11:38.0Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,70,85,2021-03-27T01:11:39Z,4150000,,,0,,M. Smart REBOUND (Off:1 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,417.0,6.0,5.0,1.0,,
419,PT06M04.00S,2021-03-27T01:11:38.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,94.40999984741211,50.0,1610612738,70,87,2021-03-27T01:11:38Z,4160000,0.0,0.0,1,right,M. Smart tip Layup (14 PTS),[203935],1610612738.0,BOS,tip,,,Smart,M. Smart,,,,,,,,,,Made,14.0,,,,0.0,,,,,,,,,
420,PT05M59.00S,2021-03-27T01:11:42.5Z,3,REGULAR,3pt,Jump Shot,[],1626192,31.750985545335087,65.51011029411765,1610612749,73,87,2021-03-27T01:11:52Z,4170000,-78.0,246.0,1,left,P. Connaughton 25' 3PT  (6 PTS) (J. Holiday 4 AST),"[1626192, 201950]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,Made,6.0,,,,25.79,J. Holiday,201950.0,4.0,,,,,,
422,PT05M37.00S,2021-03-27T01:12:04.8Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,73,87,2021-03-27T01:12:11Z,4190000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 203114]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,2.0,Middleton,203114.0,,,,,,,,,,
423,PT05M37.00S,2021-03-27T01:12:04.8Z,3,REGULAR,steal,,[],203114,,,1610612749,73,87,2021-03-27T01:12:07Z,4200000,,,0,,K. Middleton STEAL (2 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M33.00S,2021-03-27T01:12:09.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203114,7.5722733245729295,46.392463235294116,1610612749,75,87,2021-03-27T01:12:17Z,4210000,18.0,19.0,1,left,K. Middleton running DUNK (19 PTS),[203114],1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,,,,,,Made,19.0,,,,2.6,,,,,,,,,
425,PT05M32.00S,2021-03-27T01:12:17.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,75,87,2021-03-27T01:12:17Z,4220000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M32.00S,2021-03-27T01:14:51.3Z,3,REGULAR,substitution,out,[],1628978,,,1610612738,75,87,2021-03-27T01:15:28Z,4230000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M32.00S,2021-03-27T01:14:51.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,75,87,2021-03-27T01:15:28Z,4240000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M32.00S,2021-03-27T01:14:51.3Z,3,REGULAR,substitution,in,[],1627854,,,1610612738,75,87,2021-03-27T01:15:28Z,4250000,,,0,,SUB in: B. Forbes,[1627854],1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M32.00S,2021-03-27T01:14:51.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,75,87,2021-03-27T01:15:28Z,4260000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M21.00S,2021-03-27T01:15:53.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.96386333771353,48.59834558823529,1610612738,75,87,2021-03-27T01:15:58Z,4270000,-7.0,42.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,4.24,,,,,,,,,
433,PT05M19.00S,2021-03-27T01:15:55.3Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,75,87,2021-03-27T01:15:58Z,4280000,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,432.0,3.0,3.0,0.0,,
434,PT05M09.00S,2021-03-27T01:16:05.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203114,7.966491458607096,57.421875,1610612749,75,87,2021-03-27T01:16:13Z,4290000,-37.0,22.0,1,left,MISS K. Middleton driving Layup - blocked,"[203114, 203935]",1610612749.0,MIL,driving,,,Middleton,K. Middleton,,,,,,,,,,Missed,,,,,4.33,,,,,,,,Smart,203935.0
435,PT05M09.00S,2021-03-27T01:16:05.8Z,3,REGULAR,block,,[],203935,,,1610612749,75,87,2021-03-27T01:16:09Z,4300000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M04.00S,2021-03-27T01:16:10.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,87,2021-03-27T01:16:13Z,4310000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,434.0,4.0,4.0,0.0,,
437,PT04M58.00S,2021-03-27T01:16:16.5Z,3,REGULAR,3pt,Jump Shot,[],202689,69.72733245729303,78.25520833333334,1610612738,75,90,2021-03-27T01:16:22Z,4320000,141.0,232.0,1,right,K. Walker 27' 3PT  (18 PTS) (R. Williams III 6 AST),"[202689, 1629057]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,18.0,,,,27.17,R. Williams III,1629057.0,6.0,,,,,,
439,PT04M48.00S,2021-03-27T01:16:26.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.783837056504599,46.88265931372549,1610612749,77,90,2021-03-27T01:16:30Z,4340000,16.0,11.0,1,left,G. Antetokounmpo driving Layup (9 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,9.0,,,,1.93,,,,,,,,,
440,PT04M33.00S,2021-03-27T01:16:42.2Z,3,REGULAR,foul,personal,['3freethrow'],1626192,,,1610612738,77,90,2021-03-27T01:16:57Z,4350000,,,0,,P. Connaughton shooting personal FOUL (3 PF) (Walker 3 FT),"[1626192, 202689]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,1198.0,3.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,
442,PT04M33.00S,2021-03-27T01:17:12.8Z,3,REGULAR,freethrow,1 of 3,[],202689,,,1610612738,77,91,2021-03-27T01:17:12Z,4370000,,,0,,K. Walker Free Throw 1 of 3 (19 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,19.0,,,,,,,,,,,,,
443,PT04M33.00S,2021-03-27T01:17:29.3Z,3,REGULAR,freethrow,2 of 3,[],202689,,,1610612738,77,92,2021-03-27T01:17:29Z,4380000,,,0,,K. Walker Free Throw 2 of 3 (20 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,20.0,,,,,,,,,,,,,
444,PT04M33.00S,2021-03-27T01:17:30.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,77,92,2021-03-27T01:17:41Z,4390000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M33.00S,2021-03-27T01:17:30.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,77,92,2021-03-27T01:17:41Z,4400000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M33.00S,2021-03-27T01:17:51.5Z,3,REGULAR,freethrow,3 of 3,[],202689,,,1610612738,77,93,2021-03-27T01:17:51Z,4410000,,,0,,K. Walker Free Throw 3 of 3 (21 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
447,PT04M20.00S,2021-03-27T01:18:06.9Z,3,REGULAR,turnover,lost ball,[],201950,,,1610612749,77,93,2021-03-27T01:18:12Z,4420000,,,0,,J. Holiday lost ball TURNOVER (4 TO),"[201950, 202689]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,4.0,Walker,202689.0,,,,,,,,,,
448,PT04M20.00S,2021-03-27T01:18:06.9Z,3,REGULAR,steal,,[],202689,,,1610612738,77,93,2021-03-27T01:18:10Z,4430000,,,0,,K. Walker STEAL (3 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M08.00S,2021-03-27T01:18:18.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,87.46714848883047,48.59834558823529,1610612738,77,93,2021-03-27T01:18:28Z,4440000,-7.0,65.0,1,right,MISS J. Brown 6' driving floating Shot - blocked,"[1627759, 203114]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,6.57,,,,,,,,Middleton,203114.0
450,PT04M08.00S,2021-03-27T01:18:18.7Z,3,REGULAR,block,,[],203114,,,1610612738,77,93,2021-03-27T01:18:22Z,4450000,,,0,,K. Middleton BLOCK (1 BLK),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M06.00S,2021-03-27T01:18:20.7Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,77,93,2021-03-27T01:18:28Z,4460000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,449.0,3.0,2.0,1.0,,
452,PT04M06.00S,2021-03-27T01:18:26.8Z,3,REGULAR,foul,personal,[],1629684,,,1610612749,77,93,2021-03-27T01:18:50Z,4470000,,,0,,G. Williams take personal FOUL (2 PF),"[1629684, 201950]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,201246.0,2.0,0.0,Holiday,201950.0,,,,,,,,,,,,,,,
454,PT03M59.00S,2021-03-27T01:18:48.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,5.469776609724048,50.80422794117647,1610612749,79,93,2021-03-27T01:18:54Z,4490000,-4.0,-1.0,1,left,G. Antetokounmpo driving DUNK (11 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,11.0,,,,0.41,,,,,,,,,
455,PT03M35.00S,2021-03-27T01:19:11.8Z,3,REGULAR,3pt,Jump Shot,[],203935,74.85216819973719,83.89246323529412,1610612738,79,96,2021-03-27T01:19:18Z,4500000,169.0,184.0,1,right,M. Smart 25' 3PT pullup (17 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,,,Made,17.0,,,,25.01,,,,,,,,,
456,PT03M23.00S,2021-03-27T01:19:24.2Z,3,REGULAR,3pt,Jump Shot,[],201950,31.61957950065703,61.588541666666664,1610612749,79,96,2021-03-27T01:19:29Z,4510000,-58.0,245.0,1,left,MISS J. Holiday 25' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,,,,Missed,,,,,25.15,,,,,,,,,
457,PT03M20.00S,2021-03-27T01:19:27.2Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,96,2021-03-27T01:19:29Z,4520000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,456.0,5.0,5.0,0.0,,
458,PT03M15.00S,2021-03-27T01:19:35.5Z,3,REGULAR,foul,personal,[],203507,,,1610612738,79,96,2021-03-27T01:19:42Z,4530000,,,0,,G. Antetokounmpo personal FOUL (3 PF),"[203507, 1627759]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,1198.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
460,PT03M15.00S,2021-03-27T01:19:43.6Z,3,REGULAR,substitution,out,[],203114,,,1610612738,79,96,2021-03-27T01:20:00Z,4550000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M15.00S,2021-03-27T01:19:43.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,79,96,2021-03-27T01:20:00Z,4560000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M15.00S,2021-03-27T01:19:43.6Z,3,REGULAR,substitution,in,[],1628978,,,1610612738,79,96,2021-03-27T01:20:00Z,4570000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M15.00S,2021-03-27T01:19:43.6Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,79,96,2021-03-27T01:20:00Z,4580000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M06.00S,2021-03-27T01:20:16.4Z,3,REGULAR,3pt,Jump Shot,[],202689,67.23061760840999,66.98069852941177,1610612738,79,96,2021-03-27T01:20:21Z,4590000,85.0,256.0,1,right,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,26.92,,,,,,,,,
465,PT03M03.00S,2021-03-27T01:20:19.4Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,79,96,2021-03-27T01:20:21Z,4600000,,,0,,P. Connaughton REBOUND (Off:2 Def:6),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,464.0,8.0,6.0,2.0,,
466,PT02M45.00S,2021-03-27T01:20:37.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,15.719448094612352,44.921875,1610612749,81,96,2021-03-27T01:20:42Z,4610000,25.0,95.0,1,left,G. Antetokounmpo 9' turnaround Jump Shot (13 PTS),[203507],1610612749.0,MIL,turnaround,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,13.0,,,,9.86,,,,,,,,,
467,PT02M19.00S,2021-03-27T01:21:02.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.8166885676741,64.77481617647058,1610612738,81,98,2021-03-27T01:21:07Z,4620000,74.0,118.0,1,right,J. Tatum 13' pullup Jump Shot (28 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Made,28.0,,,,13.96,,,,,,,,,
468,PT02M11.00S,2021-03-27T01:21:13.5Z,3,REGULAR,foul,personal,[],203935,,,1610612749,81,98,2021-03-27T01:21:26Z,4630000,,,0,,M. Smart personal FOUL (2 PF),"[203935, 201950]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1198.0,2.0,0.0,Holiday,201950.0,,,,,,,,,,,,,,,
470,PT02M11.00S,2021-03-27T01:21:27.6Z,3,REGULAR,substitution,out,[],201950,,,1610612749,81,98,2021-03-27T01:21:35Z,4650000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M11.00S,2021-03-27T01:21:27.6Z,3,REGULAR,substitution,out,[],202689,,,1610612749,81,98,2021-03-27T01:21:35Z,4660000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M11.00S,2021-03-27T01:21:27.6Z,3,REGULAR,substitution,in,[],1630241,,,1610612749,81,98,2021-03-27T01:21:35Z,4670000,,,0,,SUB in: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M11.00S,2021-03-27T01:21:27.6Z,3,REGULAR,substitution,in,[],1630202,,,1610612749,81,98,2021-03-27T01:21:35Z,4680000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M06.00S,2021-03-27T01:21:48.2Z,3,REGULAR,3pt,Jump Shot,[],1627854,28.597240473061763,74.57873774509804,1610612749,81,98,2021-03-27T01:21:52Z,4690000,-123.0,216.0,1,left,MISS B. Forbes 24' 3PT,[1627854],1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,Missed,,,,,24.88,,,,,,,,,
475,PT02M03.00S,2021-03-27T01:21:51.2Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,81,98,2021-03-27T01:21:52Z,4700000,,,0,,M. Smart REBOUND (Off:1 Def:6),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,474.0,7.0,6.0,1.0,,
476,PT01M48.00S,2021-03-27T01:22:06.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,69.46452036793693,17.715992647058822,1610612738,81,98,2021-03-27T01:22:13Z,4710000,-161.0,235.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,28.47,,,,,,,,,
477,PT01M44.00S,2021-03-27T01:22:10.1Z,3,REGULAR,rebound,defensive,[],1630241,,,1610612749,81,98,2021-03-27T01:22:13Z,4720000,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,476.0,1.0,1.0,0.0,,
478,PT01M34.00S,2021-03-27T01:22:20.3Z,3,REGULAR,3pt,Jump Shot,[],1628978,3.1044678055190538,3.5003063725490198,1610612749,81,98,2021-03-27T01:22:24Z,4730000,232.0,-23.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,23.37,,,,,,,,,
479,PT01M31.00S,2021-03-27T01:22:23.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,81,98,2021-03-27T01:22:24Z,4740000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,478.0,5.0,5.0,0.0,,
480,PT01M08.00S,2021-03-27T01:22:46.4Z,3,REGULAR,3pt,Jump Shot,[],203935,81.94809461235218,7.912071078431373,1610612738,81,101,2021-03-27T01:22:52Z,4750000,-210.0,117.0,1,right,M. Smart 24' 3PT step back (20 PTS) (J. Tatum 7 AST),"[203935, 1628369]",1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,,,,,,Made,20.0,,,,24.08,J. Tatum,1628369.0,7.0,,,,,,
482,PT00M52.90S,2021-03-27T01:23:02.2Z,3,REGULAR,3pt,Jump Shot,[],203507,34.247700394218136,35.853247549019606,1610612749,84,101,2021-03-27T01:23:09Z,4770000,71.0,269.0,1,left,G. Antetokounmpo 27' 3PT step back (16 PTS),[203507],1610612749.0,MIL,step back,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,16.0,,,,27.85,,,,,,,,,
483,PT00M39.90S,2021-03-27T01:23:19.9Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,84,101,2021-03-27T01:23:27Z,4780000,,,0,,J. Tatum charge offensive FOUL (2 PF),"[1628369, 1630241]",1610612738.0,BOS,charge,,,Tatum,J. Tatum,,,,,1198.0,2.0,0.0,Merrill,1630241.0,,,,,,,,,,,,,,,
485,PT00M39.90S,2021-03-27T01:23:19.9Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,84,101,2021-03-27T01:23:19Z,4800000,,,0,,J. Tatum offensive foul TURNOVER (2 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1198.0,,,,,,,2.0,,,,,,,,,,,,
486,PT00M39.90S,2021-03-27T01:23:29.7Z,3,REGULAR,substitution,out,[],203507,,,1610612749,84,101,2021-03-27T01:23:38Z,4810000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M39.90S,2021-03-27T01:23:29.7Z,3,REGULAR,substitution,out,[],1630202,,,1610612749,84,101,2021-03-27T01:23:38Z,4820000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M39.90S,2021-03-27T01:23:29.7Z,3,REGULAR,substitution,in,[],203648,,,1610612749,84,101,2021-03-27T01:23:38Z,4830000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M39.90S,2021-03-27T01:23:29.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612749,84,101,2021-03-27T01:23:38Z,4840000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M32.20S,2021-03-27T01:23:57.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,84,101,2021-03-27T01:23:57Z,4850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M28.40S,2021-03-27T01:24:13.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,33.459264126149804,43.20618872549019,1610612749,87,101,2021-03-27T01:24:18Z,4860000,34.0,262.0,1,left,D. DiVincenzo 26' 3PT  (13 PTS) (T. Antetokounmpo 1 AST),"[1628978, 203648]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Made,13.0,,,,26.42,T. Antetokounmpo,203648.0,1.0,,,,,,
493,PT00M04.60S,2021-03-27T01:24:39.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,96.27135348226018,65.75520833333334,1610612738,87,103,2021-03-27T01:24:46Z,4880000,79.0,-17.0,1,right,J. Tatum 8' turnaround fadeaway Jump Shot (30 PTS),[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Made,30.0,,,,8.07,,,,,,,,,
494,PT00M01.00S,2021-03-27T01:24:50.6Z,3,REGULAR,2pt,Jump Shot,[],203648,24.26084099868594,59.62775735294118,1610612749,89,103,2021-03-27T01:24:57Z,4890000,-48.0,176.0,1,left,T. Antetokounmpo 18' pullup Jump Shot (4 PTS),[203648],1610612749.0,MIL,pullup,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,Made,4.0,,,,18.21,,,,,,,,,
495,PT00M00.00S,2021-03-27T01:24:59.2Z,3,REGULAR,period,end,[],0,,,1610612738,89,103,2021-03-27T01:24:59Z,4900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-03-27T01:27:30.9Z,4,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,89,103,2021-03-27T01:28:28Z,4910000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-03-27T01:27:30.9Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,89,103,2021-03-27T01:28:28Z,4920000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
