actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
451,PT00M11.50S,2021-05-12T01:31:09.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203473,92.46057818659659,45.166973039215684,1610612748,77,93,2021-05-12T01:31:14Z,4430000,-24.0,18.0,1,right,D. Dedmon cutting Layup (6 PTS) (A. Iguodala 3 AST),"[203473, 2738]",1610612748.0,MIA,cutting,,,Dedmon,D. Dedmon,,,,,3.04,Made,,,,,6.0,A. Iguodala,2738.0,3.0,,,,,,,,,,,
453,PT00M01.40S,2021-05-12T01:31:23.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.521024967148489,47.127757352941174,1610612738,79,93,2021-05-12T01:31:27Z,4450000,14.0,9.0,1,left,K. Walker driving finger roll Layup (29 PTS),[202689],1610612738.0,BOS,driving finger roll,,,Walker,K. Walker,,,,,1.69,Made,,,,,29.0,,,,,,,,,,,,,,
454,PT00M00.00S,2021-05-12T01:31:37.2Z,3,REGULAR,period,end,[],0,,,1610612748,79,93,2021-05-12T01:31:37Z,4460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-05-12T01:32:38.9Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612748,79,93,2021-05-12T01:35:06Z,4470000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2021-05-12T01:32:38.9Z,4,REGULAR,substitution,out,['startperiod'],1629130,,,1610612748,79,93,2021-05-12T01:35:06Z,4480000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2021-05-12T01:32:38.9Z,4,REGULAR,substitution,in,['startperiod'],1630174,,,1610612748,79,93,2021-05-12T01:35:06Z,4490000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2021-05-12T01:32:38.9Z,4,REGULAR,substitution,in,['startperiod'],1629639,,,1610612748,79,93,2021-05-12T01:35:06Z,4500000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2021-05-12T01:35:15.2Z,4,REGULAR,period,start,[],0,,,1610612748,79,93,2021-05-12T01:35:15Z,4510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT11M49.00S,2021-05-12T01:35:25.6Z,4,REGULAR,turnover,bad pass,[],201609,,,1610612748,79,93,2021-05-12T01:35:31Z,4520000,,,0,,G. Dragic bad pass TURNOVER (2 TO),"[201609, 1629684]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,2.0,,,,,Williams,1629684.0,
461,PT11M49.00S,2021-05-12T01:35:25.6Z,4,REGULAR,steal,,[],1629684,,,1610612738,79,93,2021-05-12T01:35:27Z,4530000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT11M45.00S,2021-05-12T01:35:29.7Z,4,REGULAR,turnover,lost ball,[],1629035,,,1610612738,79,93,2021-05-12T01:36:53Z,4540000,,,0,,C. Edwards lost ball TURNOVER (1 TO),"[1629035, 201609]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,1.0,,,,,Dragic,201609.0,
463,PT11M45.00S,2021-05-12T01:35:29.7Z,4,REGULAR,steal,,[],201609,,,1610612748,79,93,2021-05-12T01:36:53Z,4550000,,,0,,G. Dragic STEAL (1 STL),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT11M41.00S,2021-05-12T01:35:33.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201609,73.53810775295663,87.56893382352942,1610612748,79,93,2021-05-12T01:35:58Z,4560000,188.0,196.0,1,right,MISS G. Dragic 27' 3PT,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
465,PT11M39.00S,2021-05-12T01:35:35.4Z,4,REGULAR,rebound,offensive,[],203473,,,1610612748,79,93,2021-05-12T01:35:35Z,4570000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,464.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
466,PT11M38.00S,2021-05-12T01:35:43.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,79,93,2021-05-12T01:35:43Z,4580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT11M25.00S,2021-05-12T01:36:04.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201609,63.288436268068324,37.32383578431372,1610612748,79,96,2021-05-12T01:36:09Z,4590000,-63.0,293.0,1,right,G. Dragic 29' 3PT  (6 PTS) (D. Dedmon 1 AST),"[201609, 203473]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,29.94,Made,,,,,6.0,D. Dedmon,203473.0,1.0,,,,,,,,,,,
469,PT11M07.00S,2021-05-12T01:36:24.8Z,4,REGULAR,foul,personal,[],203473,,,1610612738,79,96,2021-05-12T01:36:32Z,4610000,,,0,,D. Dedmon personal FOUL (1 PF),"[203473, 202689]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,2714.0,,1.0,0.0,Walker,202689.0,,,
471,PT10M59.00S,2021-05-12T01:36:51.0Z,4,REGULAR,3pt,Jump Shot,[],1630174,5.732588699080158,94.43167892156863,1610612738,82,96,2021-05-12T01:36:56Z,4630000,-222.0,1.0,1,left,A. Nesmith 3PT  (3 PTS) (C. Edwards 1 AST),"[1630174, 1629035]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.22,Made,,,,,3.0,C. Edwards,1629035.0,1.0,,,,,,,,,,,
473,PT10M39.00S,2021-05-12T01:37:13.4Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,82,96,2021-05-12T01:37:25Z,4650000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 203473]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,2714.0,,3.0,0.0,Dedmon,203473.0,,,
475,PT10M30.00S,2021-05-12T01:37:44.5Z,4,REGULAR,3pt,Jump Shot,[],201609,65.25952693823915,47.372855392156865,1610612748,82,99,2021-05-12T01:37:48Z,4670000,-13.0,274.0,1,right,G. Dragic 27' 3PT  (9 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,27.44,Made,,,,,9.0,,,,,,,,,,,,,,
476,PT10M20.00S,2021-05-12T01:37:55.5Z,4,REGULAR,foul,personal,[],1629639,,,1610612738,82,99,2021-05-12T01:38:10Z,4680000,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 203935]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,201638.0,,1.0,0.0,Smart,203935.0,,,
478,PT10M18.00S,2021-05-12T01:38:22.4Z,4,REGULAR,foul,offensive,[],203935,,,1610612738,82,99,2021-05-12T01:38:32Z,4700000,,,0,,M. Smart offensive FOUL (3 PF),"[203935, 1629639]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,201638.0,,3.0,0.0,Herro,1629639.0,,,
480,PT10M18.00S,2021-05-12T01:38:22.4Z,4,REGULAR,turnover,offensive foul,[],203935,,,1610612738,82,99,2021-05-12T01:38:22Z,4720000,,,0,,M. Smart offensive foul TURNOVER (2 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,201638.0,2.0,,,,,,,
481,PT10M10.00S,2021-05-12T01:38:49.2Z,4,REGULAR,foul,offensive,[],1629639,,,1610612748,82,99,2021-05-12T01:39:11Z,4730000,,,0,,T. Herro offensive FOUL (2 PF),"[1629639, 1629035]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,201638.0,,2.0,0.0,Edwards,1629035.0,,,
483,PT10M10.00S,2021-05-12T01:38:49.2Z,4,REGULAR,turnover,offensive foul,[],1629639,,,1610612748,82,99,2021-05-12T01:38:49Z,4750000,,,0,,T. Herro offensive foul TURNOVER (2 TO),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,201638.0,2.0,,,,,,,
484,PT09M58.00S,2021-05-12T01:39:14.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629684,9.937582128777924,48.59834558823529,1610612738,84,99,2021-05-12T01:39:22Z,4760000,7.0,41.0,1,left,G. Williams turnaround Jump Shot (4 PTS) (K. Walker 3 AST),"[1629684, 202689]",1610612738.0,BOS,turnaround,,,Williams,G. Williams,,,,,4.15,Made,,,,,4.0,K. Walker,202689.0,3.0,,,,,,,,,,,
486,PT09M44.00S,2021-05-12T01:39:28.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,66.17936925098554,39.5297181372549,1610612748,84,102,2021-05-12T01:39:33Z,4780000,-52.0,265.0,1,right,T. Herro 27' 3PT pullup (18 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,27.05,Made,,,,,18.0,,,,,,,,,,,,,,
487,PT09M34.00S,2021-05-12T01:39:38.7Z,4,REGULAR,3pt,Jump Shot,[],202689,24.52365308804205,10.853247549019608,1610612738,84,102,2021-05-12T01:39:44Z,4790000,196.0,178.0,1,left,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.45,Missed,,,,,,,,,,,,,,,,,,,
488,PT09M31.00S,2021-05-12T01:39:42.6Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,84,102,2021-05-12T01:39:42Z,4800000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,487.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
489,PT09M22.00S,2021-05-12T01:39:51.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,7.178055190538765,3.2552083333333335,1610612738,84,102,2021-05-12T01:39:57Z,4810000,234.0,15.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
490,PT09M18.00S,2021-05-12T01:39:55.8Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,84,102,2021-05-12T01:39:57Z,4820000,,,0,,T. Herro REBOUND (Off:0 Def:9),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,489.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
491,PT09M04.00S,2021-05-12T01:40:08.2Z,4,REGULAR,3pt,Jump Shot,[],201609,78.40013140604468,90.75520833333334,1610612748,84,105,2021-05-12T01:40:12Z,4830000,204.0,151.0,1,right,G. Dragic 25' 3PT  (12 PTS) (A. Iguodala 4 AST),"[201609, 2738]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,25.33,Made,,,,,12.0,A. Iguodala,2738.0,4.0,,,,,,,,,,,
493,PT09M02.00S,2021-05-12T01:40:15.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,84,105,2021-05-12T01:40:15Z,4850000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M02.00S,2021-05-12T01:41:49.9Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,84,105,2021-05-12T01:43:25Z,4860000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M02.00S,2021-05-12T01:41:49.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,84,105,2021-05-12T01:43:25Z,4870000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M44.00S,2021-05-12T01:43:55.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.229303547963205,44.676776960784316,1610612738,86,105,2021-05-12T01:43:59Z,4880000,27.0,25.0,1,left,J. Tatum driving finger roll Layup (19 PTS) (C. Edwards 2 AST),"[1628369, 1629035]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,3.64,Made,,,,,19.0,C. Edwards,1629035.0,2.0,,,,,,,,,,,
498,PT08M24.00S,2021-05-12T01:44:17.5Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612748,86,105,2021-05-12T01:44:26Z,4900000,,,0,,J. Tatum shooting personal FOUL (4 PF) (Iguodala 2 FT),"[1628369, 2738]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,201245.0,,4.0,0.0,Iguodala,2738.0,,,
500,PT08M24.00S,2021-05-12T01:44:50.0Z,4,REGULAR,freethrow,1 of 2,[],2738,,,1610612748,86,105,2021-05-12T01:44:50Z,4920000,,,0,,MISS A. Iguodala Free Throw 1 of 2,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,Missed,,,,,,,,,,,,,,,,,,,
501,PT08M24.00S,2021-05-12T01:44:50.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,86,105,2021-05-12T01:44:50Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,
502,PT08M24.00S,2021-05-12T01:44:50.6Z,4,REGULAR,substitution,out,[],202689,,,1610612748,86,105,2021-05-12T01:45:00Z,4940000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M24.00S,2021-05-12T01:44:50.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612748,86,105,2021-05-12T01:45:00Z,4950000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M24.00S,2021-05-12T01:45:13.2Z,4,REGULAR,freethrow,2 of 2,[],2738,,,1610612748,86,106,2021-05-12T01:45:13Z,4960000,,,0,,A. Iguodala Free Throw 2 of 2 (1 PTS),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
505,PT08M18.00S,2021-05-12T01:45:27.5Z,4,REGULAR,foul,personal,['2freethrow'],1629134,,,1610612738,86,106,2021-05-12T01:45:40Z,4970000,,,0,,K. Nunn shooting personal FOUL (3 PF) (Williams 2 FT),"[1629134, 1629684]",1610612748.0,MIA,shooting,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,201638.0,,3.0,0.0,Williams,1629684.0,,,
507,PT08M18.00S,2021-05-12T01:45:46.0Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,87,106,2021-05-12T01:46:04Z,4990000,,,0,,G. Williams Free Throw 1 of 2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
508,PT08M18.00S,2021-05-12T01:45:46.0Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,87,106,2021-05-12T01:46:04Z,5000000,,,0,,MISS G. Williams Free Throw 2 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
509,PT08M16.00S,2021-05-12T01:45:48.0Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,87,106,2021-05-12T01:46:04Z,5010000,,,0,,T. Herro REBOUND (Off:0 Def:10),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,508.0,10.0,10.0,0.0,,,,,,,,,,,,,,,
510,PT08M06.00S,2021-05-12T01:46:11.7Z,4,REGULAR,foul,offensive,[],2738,,,1610612748,87,106,2021-05-12T01:46:27Z,5020000,,,0,,A. Iguodala offensive FOUL (2 PF),"[2738, 1629035]",1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,201245.0,,2.0,0.0,Edwards,1629035.0,,,
512,PT08M06.00S,2021-05-12T01:46:11.7Z,4,REGULAR,turnover,offensive foul,[],2738,,,1610612748,87,106,2021-05-12T01:46:11Z,5040000,,,0,,A. Iguodala offensive foul TURNOVER (1 TO),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,201245.0,1.0,,,,,,,
513,PT08M00.00S,2021-05-12T01:46:33.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628369,5.601182654402102,44.921875,1610612738,89,106,2021-05-12T01:46:37Z,5050000,25.0,0.0,1,left,J. Tatum cutting DUNK (21 PTS) (G. Williams 1 AST),"[1628369, 1629684]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,2.54,Made,,,,,21.0,G. Williams,1629684.0,1.0,,,,,,,,,,,
515,PT07M37.00S,2021-05-12T01:46:55.9Z,4,REGULAR,3pt,Jump Shot,[],1629639,67.7562417871222,63.549325980392155,1610612748,89,109,2021-05-12T01:47:01Z,5070000,68.0,251.0,1,right,T. Herro 25' 3PT pullup (21 PTS) (D. Dedmon 2 AST),"[1629639, 203473]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.96,Made,,,,,21.0,D. Dedmon,203473.0,2.0,,,,,,,,,,,
517,PT07M33.00S,2021-05-12T01:47:05.3Z,4,REGULAR,stoppage,other,[],0,,,1610612738,89,109,2021-05-12T01:48:36Z,5090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT07M28.00S,2021-05-12T01:47:23.2Z,4,REGULAR,foul,personal,[],203473,,,1610612738,89,109,2021-05-12T01:47:31Z,5100000,,,0,,D. Dedmon personal FOUL (2 PF),"[203473, 1629684]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,201245.0,,2.0,0.0,Williams,1629684.0,,,
520,PT07M21.00S,2021-05-12T01:47:46.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,30.802398160315374,72.15073529411765,1610612738,92,109,2021-05-12T01:47:54Z,5120000,-111.0,237.0,1,left,P. Pritchard 26' 3PT  (5 PTS) (C. Edwards 3 AST),"[1630202, 1629035]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.16,Made,,,,,5.0,C. Edwards,1629035.0,3.0,,,,,,,,,,,
522,PT07M07.00S,2021-05-12T01:48:00.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,69.46452036793693,23.108149509803923,1610612748,92,109,2021-05-12T01:49:27Z,5140000,-134.0,235.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
523,PT07M05.00S,2021-05-12T01:48:02.3Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,92,109,2021-05-12T01:48:05Z,5150000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,522.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
524,PT06M57.00S,2021-05-12T01:48:10.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,22.683968462549277,87.56893382352942,1610612738,92,109,2021-05-12T01:48:44Z,5160000,-188.0,161.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
525,PT06M54.00S,2021-05-12T01:48:13.7Z,4,REGULAR,rebound,defensive,[],2738,,,1610612748,92,109,2021-05-12T01:48:22Z,5170000,,,0,,A. Iguodala REBOUND (Off:0 Def:3),[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,524.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
526,PT06M42.00S,2021-05-12T01:48:25.4Z,4,REGULAR,turnover,bad pass,[],201609,,,1610612748,92,109,2021-05-12T01:48:31Z,5180000,,,0,,G. Dragic bad pass TURNOVER (3 TO),"[201609, 1629035]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,3.0,,,,,Edwards,1629035.0,
527,PT06M42.00S,2021-05-12T01:48:25.4Z,4,REGULAR,steal,,[],1629035,,,1610612738,92,109,2021-05-12T01:48:27Z,5190000,,,0,,C. Edwards STEAL (1 STL),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT06M40.00S,2021-05-12T01:48:28.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629035,7.440867279894875,47.61795343137255,1610612738,94,109,2021-05-12T01:50:25Z,5200000,12.0,17.0,1,left,C. Edwards running Layup (2 PTS),[1629035],1610612738.0,BOS,running,,,Edwards,C. Edwards,,,,,2.11,Made,,,,,2.0,,,,,,,,,,,,,,
529,PT06M39.00S,2021-05-12T01:48:38.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,94,109,2021-05-12T01:48:38Z,5210000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT06M39.00S,2021-05-12T01:50:02.5Z,4,REGULAR,substitution,out,[],203935,,,1610612748,94,109,2021-05-12T01:51:47Z,5220000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT06M39.00S,2021-05-12T01:50:02.5Z,4,REGULAR,substitution,out,[],203473,,,1610612748,94,109,2021-05-12T01:51:47Z,5230000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT06M39.00S,2021-05-12T01:50:02.5Z,4,REGULAR,substitution,in,[],203095,,,1610612748,94,109,2021-05-12T01:51:47Z,5240000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT06M39.00S,2021-05-12T01:50:02.5Z,4,REGULAR,substitution,in,[],1628389,,,1610612748,94,109,2021-05-12T01:51:47Z,5250000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT06M22.00S,2021-05-12T01:52:12.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2738,92.46057818659659,49.82383578431372,1610612748,94,111,2021-05-12T01:52:17Z,5260000,-1.0,18.0,1,right,A. Iguodala driving finger roll Layup (3 PTS),[2738],1610612748.0,MIA,driving finger roll,,,Iguodala,A. Iguodala,,,,,1.84,Made,,,,,3.0,,,,,,,,,,,,,,
535,PT06M11.00S,2021-05-12T01:52:26.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612738,94,111,2021-05-12T01:52:37Z,5270000,,,0,,G. Dragic personal FOUL (2 PF) (Tatum 2 FT),"[201609, 1628369]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,201245.0,,2.0,0.0,Tatum,1628369.0,,,
537,PT06M11.00S,2021-05-12T01:52:52.0Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,94,111,2021-05-12T01:52:52Z,5290000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
538,PT06M11.00S,2021-05-12T01:52:52.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,94,111,2021-05-12T01:52:52Z,5300000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,,,,
539,PT06M11.00S,2021-05-12T01:52:52.9Z,4,REGULAR,substitution,out,[],1629035,,,1610612738,94,111,2021-05-12T01:53:00Z,5310000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M11.00S,2021-05-12T01:52:52.9Z,4,REGULAR,substitution,out,[],201609,,,1610612738,94,111,2021-05-12T01:53:00Z,5320000,,,0,,SUB out: G. Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M11.00S,2021-05-12T01:52:52.9Z,4,REGULAR,substitution,out,[],2738,,,1610612738,94,111,2021-05-12T01:53:00Z,5330000,,,0,,SUB out: A. Iguodala,[2738],1610612748.0,MIA,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M11.00S,2021-05-12T01:52:52.9Z,4,REGULAR,substitution,in,[],202689,,,1610612738,94,111,2021-05-12T01:53:00Z,5340000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M11.00S,2021-05-12T01:52:52.9Z,4,REGULAR,substitution,in,[],1629130,,,1610612738,94,111,2021-05-12T01:53:00Z,5350000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M11.00S,2021-05-12T01:52:52.9Z,4,REGULAR,substitution,in,[],2772,,,1610612738,94,111,2021-05-12T01:53:00Z,5360000,,,0,,SUB in: T. Ariza,[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M11.00S,2021-05-12T01:53:09.9Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,95,111,2021-05-12T01:53:10Z,5370000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,22.0,,,,,,,,,,,,,,
546,PT05M54.00S,2021-05-12T01:53:29.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,83.78777923784494,49.333639705882355,1610612748,95,111,2021-05-12T01:53:55Z,5380000,-3.0,100.0,1,right,MISS B. Adebayo 10' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,10.0,Missed,,,,,,,,,,,,,,,,,,,
