actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
539,PT06M40.00S,2021-05-09T19:17:54.7Z,4,REGULAR,substitution,in,[],202710,,,1610612748,101,111,2021-05-09T19:17:58Z,5340000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M31.00S,2021-05-09T19:18:17.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.14651773981603,45.65716911764706,1610612748,101,113,2021-05-09T19:18:22Z,5350000,-22.0,31.0,1,right,B. Adebayo driving DUNK (13 PTS),[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,3.76,Made,,,,,,,,,,,,,13.0,,,,,,
541,PT06M22.00S,2021-05-09T19:18:26.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,6.389618922470433,46.392463235294116,1610612738,101,113,2021-05-09T19:18:32Z,5360000,18.0,8.0,1,left,MISS K. Walker driving Layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.95,Missed,,,,,,,,,,,,,,,,,,,
542,PT06M20.00S,2021-05-09T19:18:28.1Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,101,113,2021-05-09T19:18:28Z,5370000,,,0,,T. Thompson REBOUND (Off:3 Def:7),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,541.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
543,PT06M12.00S,2021-05-09T19:18:36.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202689,6.783837056504599,45.41207107843137,1610612738,103,113,2021-05-09T19:18:42Z,5380000,23.0,11.0,1,left,K. Walker driving Layup (13 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,2.55,Made,,,,,,,,,,,,,13.0,,,,,,
545,PT06M00.00S,2021-05-09T19:18:53.7Z,4,REGULAR,turnover,traveling,[],1629130,,,1610612748,103,113,2021-05-09T19:19:06Z,5400000,,,0,,D. Robinson traveling TURNOVER (1 TO),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,1.0,,,1162.0,,,,,,,,,,,
546,PT05M48.00S,2021-05-09T19:19:19.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203935,24.655059132720105,83.89246323529412,1610612738,103,113,2021-05-09T19:19:24Z,5410000,-169.0,179.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.67,Missed,,,,,,,,,,,,,,,,,,,
547,PT05M45.00S,2021-05-09T19:19:22.4Z,4,REGULAR,rebound,offensive,[],202684,,,1610612738,103,113,2021-05-09T19:19:24Z,5420000,,,0,,T. Thompson REBOUND (Off:4 Def:7),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,546.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
548,PT05M41.00S,2021-05-09T19:19:27.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202689,25.837713534822605,13.794424019607842,1610612738,103,113,2021-05-09T19:19:34Z,5430000,181.0,190.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.27,Missed,,,,,,,,,,,,,,,,,,,
549,PT05M38.00S,2021-05-09T19:19:30.0Z,4,REGULAR,rebound,defensive,[],2772,,,1610612748,103,113,2021-05-09T19:19:34Z,5440000,,,0,,T. Ariza REBOUND (Off:0 Def:4),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,548.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
550,PT05M28.00S,2021-05-09T19:19:38.2Z,4,REGULAR,turnover,bad pass,[],201609,,,1610612748,103,113,2021-05-09T19:19:42Z,5450000,,,0,,G. Dragic bad pass TURNOVER (1 TO),"[201609, 203935]",1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,,
551,PT05M28.00S,2021-05-09T19:19:38.2Z,4,REGULAR,steal,,[],203935,,,1610612738,103,113,2021-05-09T19:20:33Z,5460000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT05M25.00S,2021-05-09T19:19:42.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,5.075558475689881,50.06893382352941,1610612738,105,113,2021-05-09T19:19:49Z,5470000,0.0,-5.0,1,left,J. Tatum running finger roll Layup (22 PTS) (E. Fournier 7 AST),"[1628369, 203095]",1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,0.48,Made,,,,,,,,,,,,,22.0,E. Fournier,203095.0,7.0,,,
554,PT05M16.00S,2021-05-09T19:19:56.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,105,113,2021-05-09T19:19:56Z,5490000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT04M59.00S,2021-05-09T19:21:50.9Z,4,REGULAR,2pt,Jump Shot,[],201609,89.30683311432325,28.255208333333332,1610612748,105,113,2021-05-09T19:21:58Z,5500000,-109.0,48.0,1,right,MISS G. Dragic 11' fadeaway Shot,[201609],1610612748.0,MIA,fadeaway,,,Dragic,G. Dragic,,,,,11.88,Missed,,,,,,,,,,,,,,,,,,,
556,PT04M57.00S,2021-05-09T19:21:53.3Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,105,113,2021-05-09T19:21:53Z,5510000,,,0,,T. Thompson REBOUND (Off:4 Def:8),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,555.0,12.0,8.0,4.0,,,,,,,,,,,,,,,
557,PT04M51.00S,2021-05-09T19:22:00.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,6.389618922470433,45.90226715686275,1610612738,107,113,2021-05-09T19:22:12Z,5520000,20.0,8.0,1,left,K. Walker driving floating bank Jump Shot (15 PTS),[202689],1610612738.0,BOS,driving floating bank,,,Walker,K. Walker,,,,,2.19,Made,,,,,,,,,,,,,15.0,,,,,,
558,PT04M31.00S,2021-05-09T19:22:19.0Z,4,REGULAR,3pt,Jump Shot,[],202710,65.1281208935611,47.127757352941174,1610612748,107,116,2021-05-09T19:22:23Z,5530000,-14.0,275.0,1,right,J. Butler 27' 3PT  (22 PTS) (G. Dragic 7 AST),"[202710, 201609]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,27.57,Made,,,,,,,,,,,,,22.0,G. Dragic,201609.0,7.0,,,
560,PT04M13.00S,2021-05-09T19:22:41.9Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,107,116,2021-05-09T19:22:55Z,5550000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 2772]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,3.0,Ariza,2772.0,,,,,,,,,,,,
561,PT04M13.00S,2021-05-09T19:22:41.9Z,4,REGULAR,steal,,[],2772,,,1610612748,107,116,2021-05-09T19:22:47Z,5560000,,,0,,T. Ariza STEAL (3 STL),[2772],1610612748.0,MIA,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M11.00S,2021-05-09T19:22:52.8Z,4,REGULAR,foul,personal,[],203095,,,1610612748,107,116,2021-05-09T19:23:06Z,5570000,,,0,,E. Fournier take personal FOUL (4 PF),"[203095, 2772]",1610612738.0,BOS,take,,,Fournier,E. Fournier,,,,,,,,,,,,,,203592.0,4.0,0.0,Ariza,2772.0,,,,,,,
564,PT04M11.00S,2021-05-09T19:23:13.0Z,4,REGULAR,instantreplay,request,[],0,,,1610612748,107,116,2021-05-09T19:23:45Z,5590000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,Common Foul Upheld
569,PT03M53.00S,2021-05-09T19:24:44.3Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612748,107,116,2021-05-09T19:28:27Z,5640000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT03M53.00S,2021-05-09T19:25:05.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612748,107,116,2021-05-09T19:27:33Z,5660000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,No Foul on E. Fournier
572,PT03M47.00S,2021-05-09T19:28:01.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202710,71.43561103810775,82.66697303921569,1610612748,107,116,2021-05-09T19:28:07Z,5670000,163.0,216.0,1,right,MISS J. Butler 27' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,,
573,PT03M45.00S,2021-05-09T19:28:03.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,107,116,2021-05-09T19:28:07Z,5680000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,572.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
574,PT03M41.00S,2021-05-09T19:28:08.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,5.206964520367937,53.990502450980394,1610612738,109,116,2021-05-09T19:28:18Z,5690000,-20.0,-4.0,1,left,J. Tatum running finger roll Layup (24 PTS),[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,2.03,Made,,,,,,,,,,,,,24.0,,,,,,
575,PT03M22.00S,2021-05-09T19:28:28.9Z,4,REGULAR,foul,personal,['2freethrow'],202684,,,1610612748,109,116,2021-05-09T19:28:37Z,5700000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Adebayo 2 FT),"[202684, 1628389]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,1155.0,2.0,0.0,Adebayo,1628389.0,,,,,,,
577,PT03M22.00S,2021-05-09T19:29:06.5Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,109,117,2021-05-09T19:29:06Z,5720000,,,0,,B. Adebayo Free Throw 1 of 2 (14 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,14.0,,,,,,
578,PT03M22.00S,2021-05-09T19:29:23.3Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,109,118,2021-05-09T19:29:23Z,5730000,,,0,,B. Adebayo Free Throw 2 of 2 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,15.0,,,,,,
579,PT03M10.00S,2021-05-09T19:29:46.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,109,118,2021-05-09T19:29:46Z,5740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT03M02.00S,2021-05-09T19:30:09.2Z,4,REGULAR,3pt,Jump Shot,[],203095,3.4986859395532193,95.90226715686273,1610612738,112,118,2021-05-09T19:30:14Z,5750000,-230.0,-20.0,1,left,E. Fournier 3PT  (27 PTS) (M. Smart 4 AST),"[203095, 203935]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,23.03,Made,,,,,,,,,,,,,27.0,M. Smart,203935.0,4.0,,,
582,PT02M42.00S,2021-05-09T19:30:29.7Z,4,REGULAR,3pt,Jump Shot,[],1629130,64.33968462549278,53.74540441176471,1610612748,112,121,2021-05-09T19:30:35Z,5770000,19.0,283.0,1,right,D. Robinson 28' 3PT  (22 PTS) (J. Butler 11 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,28.33,Made,,,,,,,,,,,,,22.0,J. Butler,202710.0,11.0,,,
584,PT02M28.00S,2021-05-09T19:30:47.2Z,4,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,112,121,2021-05-09T19:31:11Z,5790000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (4 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,4.0,,,1162.0,,,,,,,,,,,
585,PT02M06.00S,2021-05-09T19:31:15.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,87.86136662286465,2.2748161764705883,1610612748,112,121,2021-05-09T19:31:24Z,5800000,-239.0,62.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,,
586,PT02M03.00S,2021-05-09T19:31:18.9Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,112,121,2021-05-09T19:31:24Z,5810000,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,585.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
587,PT02M01.00S,2021-05-09T19:31:20.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,90.88370565045992,45.65716911764706,1610612748,112,123,2021-05-09T19:31:29Z,5820000,-22.0,33.0,1,right,B. Adebayo putback Layup (17 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,3.97,Made,,,,,,,,,,,,,17.0,,,,,,
588,PT01M46.00S,2021-05-09T19:31:35.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,26.363337713534822,19.431678921568626,1610612738,115,123,2021-05-09T19:31:41Z,5830000,153.0,195.0,1,left,J. Tatum 24' 3PT  (27 PTS) (E. Fournier 8 AST),"[1628369, 203095]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.8,Made,,,,,,,,,,,,,27.0,E. Fournier,203095.0,8.0,,,
590,PT01M23.00S,2021-05-09T19:32:05.3Z,4,REGULAR,2pt,Jump Shot,[],1628389,74.85216819973719,62.07873774509803,1610612748,115,125,2021-05-09T19:32:10Z,5850000,60.0,184.0,1,right,B. Adebayo 19' Jump Shot (19 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,19.36,Made,,,,,,,,,,,,,19.0,,,,,,
591,PT01M14.00S,2021-05-09T19:32:18.4Z,4,REGULAR,3pt,Jump Shot,[],202689,28.991458607095925,26.049325980392158,1610612738,118,125,2021-05-09T19:32:23Z,5860000,120.0,220.0,1,left,K. Walker 25' 3PT  (18 PTS) (J. Tatum 5 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.05,Made,,,,,,,,,,,,,18.0,J. Tatum,1628369.0,5.0,,,
593,PT01M08.00S,2021-05-09T19:32:33.7Z,4,REGULAR,foul,personal,[],203935,,,1610612748,118,125,2021-05-09T19:32:45Z,5880000,,,0,,M. Smart personal FOUL (5 PF),"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,1162.0,5.0,0.0,Butler,202710.0,,,,,,,
595,PT00M56.00S,2021-05-09T19:33:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,91.5407358738502,53.990502450980394,1610612748,118,127,2021-05-09T19:33:10Z,5900000,20.0,27.0,1,right,J. Butler driving floating bank Jump Shot (24 PTS),[202710],1610612748.0,MIA,driving floating bank,,,Butler,J. Butler,,,,,3.36,Made,,,,,,,,,,,,,24.0,,,,,,
596,PT00M52.90S,2021-05-09T19:33:13.4Z,4,REGULAR,foul,personal,[],202710,,,1610612738,118,127,2021-05-09T19:33:22Z,5910000,,,0,,J. Butler personal FOUL (2 PF),"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,203592.0,2.0,0.0,Tatum,1628369.0,,,,,,,
598,PT00M48.10S,2021-05-09T19:33:33.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,27.8580814717477,78.03308823529412,1610612738,118,127,2021-05-09T19:33:44Z,5930000,-140.0,209.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
599,PT00M46.90S,2021-05-09T19:33:34.2Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,118,127,2021-05-09T19:33:44Z,5940000,,,0,,J. Butler REBOUND (Off:1 Def:7),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,598.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
600,PT00M26.20S,2021-05-09T19:33:54.8Z,4,REGULAR,turnover,lost ball,[],202710,,,1610612748,118,127,2021-05-09T19:34:03Z,5950000,,,0,,J. Butler lost ball TURNOVER (3 TO),"[202710, 203935]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,3.0,Smart,203935.0,,,,,,,,,,,,
601,PT00M26.20S,2021-05-09T19:33:54.8Z,4,REGULAR,steal,,[],203935,,,1610612738,118,127,2021-05-09T19:33:56Z,5960000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M24.00S,2021-05-09T19:34:41.2Z,4,REGULAR,jumpball,recovered,[],0,,,1610612738,118,127,2021-05-09T19:34:41Z,5970000,,,0,,Jump Ball M. Smart vs. J. Butler: Tip to Team (BOS),"[203935, 202710]",1610612738.0,BOS,heldball,Team (BOS),,,,Smart,203935.0,Butler,202710.0,,,,,,,,,,,,,,,,,,,,,
605,PT00M24.00S,2021-05-09T19:34:46.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,118,127,2021-05-09T19:34:55Z,6000000,,,0,,J. Butler loose ball personal FOUL (3 PF) (Smart 2 FT),"[202710, 203935]",1610612748.0,MIA,loose ball,,,Butler,J. Butler,,,,,,,,,,,,,,1162.0,3.0,0.0,Smart,203935.0,,,,,,,
607,PT00M24.00S,2021-05-09T19:35:15.3Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203935,,,1610612738,119,127,2021-05-09T19:35:15Z,6020000,,,0,,M. Smart Free Throw 1 of 2 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,,,,16.0,,,,,,
608,PT00M24.00S,2021-05-09T19:35:16.3Z,4,REGULAR,substitution,out,[],202684,,,1610612738,119,127,2021-05-09T19:35:24Z,6030000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT00M24.00S,2021-05-09T19:35:16.3Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,119,127,2021-05-09T19:35:24Z,6040000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT00M24.00S,2021-05-09T19:35:15.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203935,,,1610612738,119,127,2021-05-09T19:35:39Z,6050000,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,,
611,PT00M24.00S,2021-05-09T19:35:15.3Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,119,127,2021-05-09T19:35:39Z,6060000,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,610.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
612,PT00M21.40S,2021-05-09T19:35:49.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612748,119,127,2021-05-09T19:35:55Z,6070000,,,0,,A. Nesmith personal FOUL (1 PF) (Adebayo 2 FT),"[1630174, 1628389]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,1155.0,1.0,0.0,Adebayo,1628389.0,,,,,,,
614,PT00M21.40S,2021-05-09T19:36:25.6Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,119,127,2021-05-09T19:36:25Z,6090000,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
615,PT00M21.40S,2021-05-09T19:36:25.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,119,127,2021-05-09T19:36:25Z,6100000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,614.0,,,,,,,,,,,,,,,,,,
616,PT00M21.40S,2021-05-09T19:36:43.3Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,119,128,2021-05-09T19:36:43Z,6110000,,,0,,B. Adebayo Free Throw 2 of 2 (20 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,,,,,,,,,20.0,,,,,,
617,PT00M15.10S,2021-05-09T19:36:53.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,6.389618922470433,44.676776960784316,1610612738,121,128,2021-05-09T19:36:58Z,6120000,27.0,8.0,1,left,J. Tatum cutting DUNK (29 PTS) (A. Nesmith 1 AST),"[1628369, 1630174]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,2.77,Made,,,,,,,,,,,,,29.0,A. Nesmith,1630174.0,1.0,,,
619,PT00M14.60S,2021-05-09T19:36:58.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612748,121,128,2021-05-09T19:37:09Z,6140000,,,0,,A. Nesmith take personal FOUL (2 PF) (Butler 2 FT),"[1630174, 202710]",1610612738.0,BOS,take,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,203592.0,2.0,0.0,Butler,202710.0,,,,,,,
621,PT00M14.60S,2021-05-09T19:37:42.4Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,121,128,2021-05-09T19:37:49Z,6160000,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,,,
622,PT00M14.60S,2021-05-09T19:37:50.7Z,4,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,121,129,2021-05-09T19:37:50Z,6170000,,,0,,J. Butler Free Throw 1 of 2 (25 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,25.0,,,,,,
623,PT00M14.60S,2021-05-09T19:38:08.4Z,4,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,121,130,2021-05-09T19:38:08Z,6180000,,,0,,J. Butler Free Throw 2 of 2 (26 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,,,,,,,,,26.0,,,,,,
624,PT00M05.80S,2021-05-09T19:38:19.2Z,4,REGULAR,3pt,Jump Shot,[],203095,32.53942181340342,53.50030637254902,1610612738,124,130,2021-05-09T19:38:26Z,6190000,-18.0,253.0,1,left,E. Fournier 25' 3PT pullup (30 PTS) (J. Tatum 6 AST),"[203095, 1628369]",1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,25.4,Made,,,,,,,,,,,,,30.0,J. Tatum,1628369.0,6.0,,,
626,PT00M00.00S,2021-05-09T19:38:41.2Z,4,REGULAR,period,end,[],0,,,1610612748,124,130,2021-05-09T19:38:41Z,6210000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M00.00S,2021-05-09T19:39:55.2Z,4,REGULAR,game,end,[],0,,,0,124,130,2021-05-09T19:39:55Z,6220000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
