actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
620,PT04M58.00S,2021-04-25T19:17:27.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,113,96,2021-04-25T19:17:27Z,6010000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M58.00S,2021-04-25T19:19:30.6Z,4,REGULAR,substitution,out,[],1628970,,,1610612766,113,96,2021-04-25T19:20:47Z,6020000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M58.00S,2021-04-25T19:19:30.6Z,4,REGULAR,substitution,out,[],203953,,,1610612766,113,96,2021-04-25T19:20:47Z,6030000,,,0,,SUB out: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M58.00S,2021-04-25T19:19:30.6Z,4,REGULAR,substitution,in,[],202954,,,1610612766,113,96,2021-04-25T19:20:47Z,6040000,,,0,,SUB in: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M58.00S,2021-04-25T19:19:30.6Z,4,REGULAR,substitution,in,[],203935,,,1610612766,113,96,2021-04-25T19:20:47Z,6050000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M43.00S,2021-04-25T19:21:05.4Z,4,REGULAR,turnover,lost ball,[],1628984,,,1610612766,113,96,2021-04-25T19:21:10Z,6060000,,,0,,D. Graham lost ball TURNOVER (2 TO),"[1628984, 1627759]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,2.0,Brown,1627759.0,
626,PT04M43.00S,2021-04-25T19:21:05.4Z,4,REGULAR,steal,,[],1627759,,,1610612738,113,96,2021-04-25T19:21:07Z,6070000,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT04M33.00S,2021-04-25T19:21:14.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,7.835085413929041,45.166973039215684,1610612738,113,96,2021-04-25T19:21:17Z,6080000,24.0,21.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,,
628,PT04M32.00S,2021-04-25T19:21:15.7Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,113,96,2021-04-25T19:21:17Z,6090000,,,0,,C. Martin REBOUND (Off:0 Def:7),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,627.0,7.0,7.0,0.0,,,,,,,,,
629,PT04M24.00S,2021-04-25T19:21:24.4Z,4,REGULAR,3pt,Jump Shot,[],1629023,68.54467805519053,27.029718137254903,1610612766,113,96,2021-04-25T19:21:29Z,6100000,-115.0,243.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,,
630,PT04M21.00S,2021-04-25T19:21:27.7Z,4,REGULAR,rebound,offensive,[],202687,,,1610612766,113,96,2021-04-25T19:21:27Z,6110000,,,0,,B. Biyombo REBOUND (Off:3 Def:4),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,629.0,7.0,4.0,3.0,,,,,,,,,
631,PT04M08.00S,2021-04-25T19:21:40.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202954,80.6340341655716,61.34344362745098,1610612766,115,96,2021-04-25T19:21:45Z,6120000,57.0,130.0,1,right,B. Wanamaker 14' floating Jump Shot (12 PTS) (P. Washington 5 AST),"[202954, 1629023]",1610612766.0,CHA,floating,,,Wanamaker,B. Wanamaker,,,,,14.14,Made,12.0,P. Washington,1629023.0,5.0,,,,,,,,,,,,,,,
633,PT03M53.00S,2021-04-25T19:21:55.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202689,7.046649145860711,51.049325980392155,1610612738,115,96,2021-04-25T19:26:30Z,6140000,-5.0,14.0,1,left,MISS K. Walker driving reverse Layup,[202689],1610612738.0,BOS,driving reverse,,,Walker,K. Walker,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
634,PT03M50.00S,2021-04-25T19:21:58.0Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,115,96,2021-04-25T19:21:59Z,6150000,,,0,,C. Martin REBOUND (Off:0 Def:8),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,633.0,8.0,8.0,0.0,,,,,,,,,
635,PT03M45.00S,2021-04-25T19:22:03.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,93.11760840998686,3.5003063725490198,1610612766,118,96,2021-04-25T19:22:11Z,6160000,-232.0,12.0,1,right,D. Graham 3PT  (24 PTS) (C. Martin 5 AST),"[1628984, 1628998]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,23.28,Made,24.0,C. Martin,1628998.0,5.0,,,,,,,,,,,,,,,
637,PT03M27.00S,2021-04-25T19:22:21.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,10.988830486202366,5.215992647058823,1610612738,118,99,2021-04-25T19:22:26Z,6180000,224.0,51.0,1,left,J. Tatum 3PT  (19 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.96,Made,19.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,,
640,PT03M25.00S,2021-04-25T19:23:02.0Z,4,REGULAR,foul,personal,[],203935,,,1610612766,118,99,2021-04-25T19:29:32Z,6195000,,,0,,M. Smart take personal FOUL (2 PF),"[203935, 1628984]",1610612738.0,BOS,take,,,Smart,M. Smart,,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Graham,1628984.0,,,,
644,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,out,[],1628369,,,1610612766,118,99,2021-04-25T19:23:25Z,6200000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,out,[],1627759,,,1610612766,118,99,2021-04-25T19:23:25Z,6205000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,out,[],202689,,,1610612766,118,99,2021-04-25T19:23:25Z,6207500,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,out,[],202684,,,1610612766,118,99,2021-04-25T19:23:25Z,6208750,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,out,[],203935,,,1610612766,118,99,2021-04-25T19:23:25Z,6209375,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,in,[],1628436,,,1610612766,118,99,2021-04-25T19:23:25Z,6209687,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,in,[],1629641,,,1610612766,118,99,2021-04-25T19:23:25Z,6209843,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,in,[],1629682,,,1610612766,118,99,2021-04-25T19:23:25Z,6209921,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,in,[],1630174,,,1610612766,118,99,2021-04-25T19:23:25Z,6209960,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT03M25.00S,2021-04-25T19:23:18.5Z,4,REGULAR,substitution,in,[],1629035,,,1610612766,118,99,2021-04-25T19:23:25Z,6209980,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT03M03.00S,2021-04-25T19:23:18.5Z,4,REGULAR,3pt,Jump Shot,[],1628998,89.17542706964521,98.84344362745098,1610612766,118,99,2021-04-25T19:33:20Z,6230000,244.0,49.0,1,right,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
643,PT03M01.00S,2021-04-25T19:23:20.5Z,4,REGULAR,rebound,offensive,[],1629023,,,1610612766,118,99,2021-04-25T19:33:20Z,6240000,,,0,,P. Washington REBOUND (Off:4 Def:8),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,642.0,12.0,8.0,4.0,,,,,,,,,
654,PT02M47.00S,2021-04-25T19:23:29.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,79.05716162943496,94.67677696078431,1610612766,118,99,2021-04-25T19:23:33Z,6350000,223.0,144.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
655,PT02M45.00S,2021-04-25T19:23:31.6Z,4,REGULAR,rebound,offensive,[],1628998,,,1610612766,118,99,2021-04-25T19:23:31Z,6360000,,,0,,C. Martin REBOUND (Off:1 Def:8),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,654.0,9.0,8.0,1.0,,,,,,,,,
656,PT02M35.00S,2021-04-25T19:23:42.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,93.64323258869908,50.55912990196079,1610612766,120,99,2021-04-25T19:23:45Z,6370000,3.0,7.0,1,right,B. Biyombo Layup (4 PTS),[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,0.78,Made,4.0,,,,,,,,,,,,,,,,,,
658,PT02M13.00S,2021-04-25T19:24:04.6Z,4,REGULAR,3pt,Jump Shot,[],1629035,8.492115637319317,96.14736519607843,1610612738,120,99,2021-04-25T19:24:10Z,6390000,-231.0,27.0,1,left,MISS C. Edwards 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,,
659,PT02M11.00S,2021-04-25T19:24:06.6Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,120,99,2021-04-25T19:24:10Z,6400000,,,0,,C. Martin REBOUND (Off:1 Def:9),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,658.0,10.0,9.0,1.0,,,,,,,,,
660,PT01M50.00S,2021-04-25T19:24:27.0Z,4,REGULAR,3pt,Jump Shot,[],202954,75.50919842312747,85.85324754901961,1610612766,120,99,2021-04-25T19:24:39Z,6410000,179.0,178.0,1,right,MISS B. Wanamaker 25' 3PT,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
661,PT01M48.00S,2021-04-25T19:24:29.0Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,120,99,2021-04-25T19:24:39Z,6420000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,660.0,1.0,1.0,0.0,,,,,,,,,
662,PT01M46.00S,2021-04-25T19:24:33.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628984,,,1610612738,120,99,2021-04-25T19:25:17Z,6430000,,,0,,D. Graham take personal FOUL (3 PF) (Nesmith 2 FT),"[1628984, 1630174]",1610612766.0,CHA,take,,,Graham,D. Graham,,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Nesmith,1630174.0,,,,
664,PT01M46.00S,2021-04-25T19:25:11.1Z,4,REGULAR,freethrow,1 of 2,[],1630174,,,1610612738,120,100,2021-04-25T19:25:11Z,6450000,,,0,,A. Nesmith Free Throw 1 of 2 (4 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
665,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,out,[],1628984,,,1610612738,120,100,2021-04-25T19:25:20Z,6460000,,,0,,SUB out: D. Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,out,[],202687,,,1610612738,120,100,2021-04-25T19:25:20Z,6470000,,,0,,SUB out: B. Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,out,[],1628998,,,1610612738,120,100,2021-04-25T19:25:20Z,6480000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,out,[],1629023,,,1610612738,120,100,2021-04-25T19:25:20Z,6490000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,out,[],202954,,,1610612738,120,100,2021-04-25T19:25:20Z,6500000,,,0,,SUB out: B. Wanamaker,[202954],1610612766.0,CHA,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,in,[],1630176,,,1610612738,120,100,2021-04-25T19:25:20Z,6510000,,,0,,SUB in: V. Carey Jr.,[1630176],1610612766.0,CHA,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,in,[],1630208,,,1610612738,120,100,2021-04-25T19:25:20Z,6520000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,in,[],1630203,,,1610612738,120,100,2021-04-25T19:25:20Z,6530000,,,0,,SUB in: G. Riller,[1630203],1610612766.0,CHA,,,,Riller,G. Riller,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,in,[],1628997,,,1610612738,120,100,2021-04-25T19:25:20Z,6540000,,,0,,SUB in: C. Martin,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT01M46.00S,2021-04-25T19:25:11.7Z,4,REGULAR,substitution,in,[],1629667,,,1610612738,120,100,2021-04-25T19:25:20Z,6550000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT01M46.00S,2021-04-25T19:25:36.6Z,4,REGULAR,freethrow,2 of 2,[],1630174,,,1610612738,120,101,2021-04-25T19:25:36Z,6560000,,,0,,A. Nesmith Free Throw 2 of 2 (5 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
676,PT01M28.00S,2021-04-25T19:25:57.3Z,4,REGULAR,2pt,Jump Shot,[],1630203,81.68528252299606,33.40226715686275,1610612766,122,101,2021-04-25T19:30:26Z,6570000,-83.0,120.0,1,right,G. Riller 14' pullup Jump Shot (2 PTS),[1630203],1610612766.0,CHA,pullup,,,Riller,G. Riller,,,,,14.57,Made,2.0,,,,,,,,,,,,,,,,,,
677,PT01M24.00S,2021-04-25T19:26:07.9Z,4,REGULAR,turnover,out-of-bounds,[],1629682,,,1610612738,122,101,2021-04-25T19:26:17Z,6580000,,,0,,T. Waters bad pass out-of-bounds TURNOVER (1 TO),[1629682],1610612738.0,BOS,bad pass,,,Waters,T. Waters,,,,,,,,,,,,,,,,,1151.0,,,,,1.0,,,
678,PT01M09.00S,2021-04-25T19:26:30.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630203,69.59592641261499,32.666973039215684,1610612766,125,101,2021-04-25T19:26:35Z,6590000,-87.0,233.0,1,right,G. Riller 24' 3PT  (5 PTS) (J. McDaniels 2 AST),"[1630203, 1629667]",1610612766.0,CHA,,,,Riller,G. Riller,,,,,24.89,Made,5.0,J. McDaniels,1629667.0,2.0,,,,,,,,,,,,,,,
680,PT00M52.90S,2021-04-25T19:26:50.7Z,4,REGULAR,3pt,Jump Shot,[],1629641,11.12023653088042,3.990502450980392,1610612738,125,104,2021-04-25T19:26:55Z,6610000,230.0,52.0,1,left,R. Langford 3PT  (3 PTS) (C. Edwards 1 AST),"[1629641, 1629035]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.58,Made,3.0,C. Edwards,1629035.0,1.0,,,,,,,,,,,,,,,
682,PT00M28.50S,2021-04-25T19:27:16.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630208,67.7562417871222,59.3826593137255,1610612766,125,104,2021-04-25T19:27:36Z,6630000,47.0,251.0,1,right,MISS N. Richards 25' 3PT,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
683,PT00M26.00S,2021-04-25T19:27:19.2Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,125,104,2021-04-25T19:27:19Z,6640000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,682.0,2.0,2.0,0.0,,,,,,,,,
684,PT00M20.90S,2021-04-25T19:27:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,9.674770039421814,52.029718137254896,1610612738,125,104,2021-04-25T19:33:07Z,6650000,-10.0,38.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 1630176]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,3.97,Missed,,,,,Carey Jr.,1630176.0,,,,,,,,,,,,,
685,PT00M20.90S,2021-04-25T19:27:24.4Z,4,REGULAR,block,,[],1630176,,,1610612738,125,104,2021-04-25T19:28:06Z,6660000,,,0,,V. Carey Jr. BLOCK (1 BLK),[1630176],1610612766.0,CHA,,,,Carey Jr.,V. Carey Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M17.90S,2021-04-25T19:27:27.4Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612766,125,104,2021-04-25T19:27:46Z,6670000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,684.0,1.0,1.0,0.0,,,,,,,,,
687,PT00M00.00S,2021-04-25T19:27:58.3Z,4,REGULAR,period,end,[],0,,,1610612766,125,104,2021-04-25T19:27:58Z,6680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M00.00S,2021-04-25T19:29:44.5Z,4,REGULAR,game,end,[],0,,,0,125,104,2021-04-25T19:29:44Z,6690000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
